B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,B17010_001M,B17010_001EA,B17010_001MA,B17010_002M,B17010_002EA,B17010_002MA,B17010_003M,B17010_003EA,B17010_003MA,B17010_004M,B17010_004EA,B17010_004MA,B17010_005M,B17010_005EA,B17010_005MA,B17010_006M,B17010_006EA,B17010_006MA,B17010_007M,B17010_007EA,B17010_007MA,B17010_008M,B17010_008EA,B17010_008MA,B17010_009M,B17010_009EA,B17010_009MA,B17010_010M,B17010_010EA,B17010_010MA,B17010_011M,B17010_011EA,B17010_011MA,B17010_012M,B17010_012EA,B17010_012MA,B17010_013M,B17010_013EA,B17010_013MA,B17010_014M,B17010_014EA,B17010_014MA,B17010_015M,B17010_015EA,B17010_015MA,B17010_016M,B17010_016EA,B17010_016MA,B17010_017M,B17010_017EA,B17010_017MA,B17010_018M,B17010_018EA,B17010_018MA,B17010_019M,B17010_019EA,B17010_019MA,B17010_020M,B17010_020EA,B17010_020MA,B17010_021M,B17010_021EA,B17010_021MA,B17010_022M,B17010_022EA,B17010_022MA,B17010_023M,B17010_023EA,B17010_023MA,B17010_024M,B17010_024EA,B17010_024MA,B17010_025M,B17010_025EA,B17010_025MA,B17010_026M,B17010_026EA,B17010_026MA,B17010_027M,B17010_027EA,B17010_027MA,B17010_028M,B17010_028EA,B17010_028MA,B17010_029M,B17010_029EA,B17010_029MA,B17010_030M,B17010_030EA,B17010_030MA,B17010_031M,B17010_031EA,B17010_031MA,B17010_032M,B17010_032EA,B17010_032MA,B17010_033M,B17010_033EA,B17010_033MA,B17010_034M,B17010_034EA,B17010_034MA,B17010_035M,B17010_035EA,B17010_035MA,B17010_036M,B17010_036EA,B17010_036MA,B17010_037M,B17010_037EA,B17010_037MA,B17010_038M,B17010_038EA,B17010_038MA,B17010_039M,B17010_039EA,B17010_039MA,B17010_040M,B17010_040EA,B17010_040MA,B17010_041M,B17010_041EA,B17010_041MA,state
329554,6035,25210,2646,10358,1600,4793,1086,448,217,1895,707,2450,756,5565,1132,14852,2011,3956,1050,3412,987,437,229,1060,628,1915,638,544,287,10896,1583,9493,1499,1710,612,2162,692,5621,1084,1403,578,304344,6105,246145,5805,78110,3547,14443,1691,13520,1868,50147,2498,168035,4600,58199,3303,20454,2296,11289,1646,2717,864,1105,667,7467,1418,9165,1758,37745,2406,20688,2029,2875,962,2302,710,15511,1644,17057,2062,6035,null,null,2646,null,null,1600,null,null,1086,null,null,217,null,null,707,null,null,756,null,null,1132,null,null,2011,null,null,1050,null,null,987,null,null,229,null,null,628,null,null,638,null,null,287,null,null,1583,null,null,1499,null,null,612,null,null,692,null,null,1084,null,null,578,null,null,6105,null,null,5805,null,null,3547,null,null,1691,null,null,1868,null,null,2498,null,null,4600,null,null,3303,null,null,2296,null,null,1646,null,null,864,null,null,667,null,null,1418,null,null,1758,null,null,2406,null,null,2029,null,null,962,null,null,710,null,null,1644,null,null,2062,null,null,23
1458953,11514,92359,4595,27614,2556,15180,1997,1421,559,5856,1277,7903,1411,12434,1778,64745,4252,10936,1947,8421,1892,1198,493,2058,946,5165,1655,2515,641,53809,3961,45240,3666,8166,2081,12852,1947,24222,2344,8569,1583,1366594,11214,1012288,11523,437544,8212,90147,4671,82417,4217,264980,6989,574744,7570,354306,10175,100425,5561,53142,3976,10647,1690,7547,1509,34948,3113,47283,3661,253881,8239,138051,5814,19315,2316,19252,2184,99484,5074,115830,5479,11514,null,null,4595,null,null,2556,null,null,1997,null,null,559,null,null,1277,null,null,1411,null,null,1778,null,null,4252,null,null,1947,null,null,1892,null,null,493,null,null,946,null,null,1655,null,null,641,null,null,3961,null,null,3666,null,null,2081,null,null,1947,null,null,2344,null,null,1583,null,null,11214,null,null,11523,null,null,8212,null,null,4671,null,null,4217,null,null,6989,null,null,7570,null,null,10175,null,null,5561,null,null,3976,null,null,1690,null,null,1509,null,null,3113,null,null,3661,null,null,8239,null,null,5814,null,null,2316,null,null,2184,null,null,5074,null,null,5479,null,null,24
1633661,12099,119222,5232,34154,2758,15726,2153,3017,1040,5504,1230,7205,1456,18428,1662,85068,4311,11598,2052,7678,1864,2047,937,981,577,4650,1362,3920,979,73470,4200,62585,3733,10501,2106,17559,2294,34525,2725,10885,1691,1514439,12232,1160572,12326,480101,9162,98927,3932,72937,3735,308237,7496,680471,8836,353867,8852,104138,5107,49434,4422,11920,2405,5549,1285,31965,2868,54704,3471,249729,8065,128517,6405,17835,2555,15628,2850,95054,5434,121212,4662,12099,null,null,5232,null,null,2758,null,null,2153,null,null,1040,null,null,1230,null,null,1456,null,null,1662,null,null,4311,null,null,2052,null,null,1864,null,null,937,null,null,577,null,null,1362,null,null,979,null,null,4200,null,null,3733,null,null,2106,null,null,2294,null,null,2725,null,null,1691,null,null,12232,null,null,12326,null,null,9162,null,null,3932,null,null,3735,null,null,7496,null,null,8836,null,null,8852,null,null,5107,null,null,4422,null,null,2405,null,null,1285,null,null,2868,null,null,3471,null,null,8065,null,null,6405,null,null,2555,null,null,2850,null,null,5434,null,null,4662,null,null,25
2476595,14487,251751,5912,87195,3529,51600,3088,7856,1322,19215,1878,24529,1792,35595,2551,164556,5607,28245,2752,20072,2418,4894,1064,3949,971,11229,1586,8173,1311,136311,5043,117615,5123,23960,2785,32147,2930,61508,3798,18696,1920,2224844,14012,1732239,13073,643080,9700,117176,4179,117957,5173,407947,7911,1089159,9486,492605,9627,151717,5863,76625,4427,16008,2168,7988,1348,52629,3584,75092,3181,340888,8273,178127,6544,27603,2882,20696,2114,129828,5387,162761,5470,14487,null,null,5912,null,null,3529,null,null,3088,null,null,1322,null,null,1878,null,null,1792,null,null,2551,null,null,5607,null,null,2752,null,null,2418,null,null,1064,null,null,971,null,null,1586,null,null,1311,null,null,5043,null,null,5123,null,null,2785,null,null,2930,null,null,3798,null,null,1920,null,null,14012,null,null,13073,null,null,9700,null,null,4179,null,null,5173,null,null,7911,null,null,9486,null,null,9627,null,null,5863,null,null,4427,null,null,2168,null,null,1348,null,null,3584,null,null,3181,null,null,8273,null,null,6544,null,null,2882,null,null,2114,null,null,5387,null,null,5470,null,null,26
1367104,9317,80100,3223,29148,2537,16325,2073,2152,716,7907,1556,6266,1098,12823,1297,50952,3187,6866,1141,5092,946,1353,655,573,219,3166,634,1774,593,44086,3244,40409,3091,7865,1157,12414,1809,20130,2293,3677,789,1287004,9285,1052419,10871,431897,7563,88770,3676,82287,3982,260840,5255,620522,7440,234585,6017,87575,4269,52604,3833,8701,1570,7936,1397,35967,3270,34971,2575,147010,4437,93860,3698,14452,1728,13225,1921,66183,3151,53150,2798,9317,null,null,3223,null,null,2537,null,null,2073,null,null,716,null,null,1556,null,null,1098,null,null,1297,null,null,3187,null,null,1141,null,null,946,null,null,655,null,null,219,null,null,634,null,null,593,null,null,3244,null,null,3091,null,null,1157,null,null,1809,null,null,2293,null,null,789,null,null,9285,null,null,10871,null,null,7563,null,null,3676,null,null,3982,null,null,5255,null,null,7440,null,null,6017,null,null,4269,null,null,3833,null,null,1570,null,null,1397,null,null,3270,null,null,2575,null,null,4437,null,null,3698,null,null,1728,null,null,1921,null,null,3151,null,null,2798,null,null,27
730719,10889,120336,6510,35313,3094,18948,2580,2773,897,4804,1364,11371,1884,16365,1795,85023,5388,7783,1660,5222,1474,1040,638,1009,499,3173,1217,2561,734,77240,5103,64518,4877,9578,1672,15669,2548,39271,3653,12722,1949,610383,10106,454421,10134,177043,7161,29503,3361,34713,3382,112827,5533,277378,6673,155962,6498,39602,3216,19287,2498,5251,1646,2223,899,11813,2078,20315,2262,116360,6010,64243,4272,10683,1551,8724,1551,44836,3493,52117,3834,10889,null,null,6510,null,null,3094,null,null,2580,null,null,897,null,null,1364,null,null,1884,null,null,1795,null,null,5388,null,null,1660,null,null,1474,null,null,638,null,null,499,null,null,1217,null,null,734,null,null,5103,null,null,4877,null,null,1672,null,null,2548,null,null,3653,null,null,1949,null,null,10106,null,null,10134,null,null,7161,null,null,3361,null,null,3382,null,null,5533,null,null,6673,null,null,6498,null,null,3216,null,null,2498,null,null,1646,null,null,899,null,null,2078,null,null,2262,null,null,6010,null,null,4272,null,null,1551,null,null,1551,null,null,3493,null,null,3834,null,null,28
1527349,11298,149358,5465,54379,3311,29489,2403,5001,1210,11195,1688,13293,1659,24890,2285,94979,4830,17660,2279,12517,2238,2886,1013,2805,1163,6826,1460,5143,1169,77319,4561,68254,4448,13071,2102,20039,2488,35144,3258,9065,1649,1377991,12119,1084756,12430,424995,8528,77792,4321,80903,3838,266300,7278,659761,10496,293235,9114,91078,4514,50473,3688,10459,1584,5683,1068,34331,3022,40605,3179,202157,7479,113287,5201,17982,2405,14259,2127,81046,3996,88870,4542,11298,null,null,5465,null,null,3311,null,null,2403,null,null,1210,null,null,1688,null,null,1659,null,null,2285,null,null,4830,null,null,2279,null,null,2238,null,null,1013,null,null,1163,null,null,1460,null,null,1169,null,null,4561,null,null,4448,null,null,2102,null,null,2488,null,null,3258,null,null,1649,null,null,12119,null,null,12430,null,null,8528,null,null,4321,null,null,3838,null,null,7278,null,null,10496,null,null,9114,null,null,4514,null,null,3688,null,null,1584,null,null,1068,null,null,3022,null,null,3179,null,null,7479,null,null,5201,null,null,2405,null,null,2127,null,null,3996,null,null,4542,null,null,29
257449,5388,20634,2259,9773,1534,5018,1098,1214,566,1388,502,2416,751,4755,1101,10861,1516,2054,493,1381,468,454,335,332,213,595,270,673,313,8807,1374,7991,1280,1666,794,1763,530,4562,993,816,374,236815,4995,197902,5241,74034,3654,11820,1626,16930,2290,45284,2636,123868,3820,38913,2623,14701,1791,8386,1557,1962,831,987,483,5437,1052,6315,1063,24212,2468,13368,1722,2529,914,1663,659,9176,1430,10844,1752,5388,null,null,2259,null,null,1534,null,null,1098,null,null,566,null,null,502,null,null,751,null,null,1101,null,null,1516,null,null,493,null,null,468,null,null,335,null,null,213,null,null,270,null,null,313,null,null,1374,null,null,1280,null,null,794,null,null,530,null,null,993,null,null,374,null,null,4995,null,null,5241,null,null,3654,null,null,1626,null,null,2290,null,null,2636,null,null,3820,null,null,2623,null,null,1791,null,null,1557,null,null,831,null,null,483,null,null,1052,null,null,1063,null,null,2468,null,null,1722,null,null,914,null,null,659,null,null,1430,null,null,1752,null,null,30
476436,5393,35279,3116,12631,1770,7691,1397,1642,951,3395,899,2654,730,4940,1000,22648,2403,3404,835,2703,725,385,227,805,428,1513,566,701,411,19244,2277,17282,2162,3762,1014,4497,1013,9023,1736,1962,626,441157,5177,356622,5685,151878,3482,29554,2028,32821,2379,89503,3296,204744,4754,84535,3972,25834,2289,15069,1843,3097,837,1594,584,10378,1642,10765,1603,58701,3221,36535,2841,5417,1184,6397,1320,24721,2260,22166,1803,5393,null,null,3116,null,null,1770,null,null,1397,null,null,951,null,null,899,null,null,730,null,null,1000,null,null,2403,null,null,835,null,null,725,null,null,227,null,null,428,null,null,566,null,null,411,null,null,2277,null,null,2162,null,null,1014,null,null,1013,null,null,1736,null,null,626,null,null,5177,null,null,5685,null,null,3482,null,null,2028,null,null,2379,null,null,3296,null,null,4754,null,null,3972,null,null,2289,null,null,1843,null,null,837,null,null,584,null,null,1642,null,null,1603,null,null,3221,null,null,2841,null,null,1184,null,null,1320,null,null,2260,null,null,1803,null,null,31
670968,8716,68432,4469,26385,2463,14394,1891,1498,540,5069,1073,7827,1524,11991,1529,42047,3375,6411,1082,4862,1111,627,384,922,474,3313,944,1549,698,35636,3103,30864,2968,6740,1340,7937,1392,16187,2233,4772,1111,602536,8939,442629,8453,178121,6472,30597,2457,35633,3128,111891,4815,264508,6703,159907,5998,58464,4072,31150,2738,5350,1263,5227,1603,20573,2369,27314,2422,101443,4785,55304,3827,7862,1677,6420,1151,41022,3573,46139,3188,8716,null,null,4469,null,null,2463,null,null,1891,null,null,540,null,null,1073,null,null,1524,null,null,1529,null,null,3375,null,null,1082,null,null,1111,null,null,384,null,null,474,null,null,944,null,null,698,null,null,3103,null,null,2968,null,null,1340,null,null,1392,null,null,2233,null,null,1111,null,null,8939,null,null,8453,null,null,6472,null,null,2457,null,null,3128,null,null,4815,null,null,6703,null,null,5998,null,null,4072,null,null,2738,null,null,1263,null,null,1603,null,null,2369,null,null,2422,null,null,4785,null,null,3827,null,null,1677,null,null,1151,null,null,3573,null,null,3188,null,null,32
