B08105F_001E,B08105F_001M,B08105F_002E,B08105F_002M,B08105F_003E,B08105F_003M,B08105F_004E,B08105F_004M,B08105F_005E,B08105F_005M,B08105F_006E,B08105F_006M,B08105F_007E,B08105F_007M,B08105F_001M,B08105F_001EA,B08105F_001MA,B08105F_002M,B08105F_002EA,B08105F_002MA,B08105F_003M,B08105F_003EA,B08105F_003MA,B08105F_004M,B08105F_004EA,B08105F_004MA,B08105F_005M,B08105F_005EA,B08105F_005MA,B08105F_006M,B08105F_006EA,B08105F_006MA,B08105F_007M,B08105F_007EA,B08105F_007MA,state
58574,3914,41182,3980,11681,2242,2230,960,1208,509,1704,712,569,268,3914,null,null,3980,null,null,2242,null,null,960,null,null,509,null,null,712,null,null,268,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
167825,7665,139914,6726,12197,2118,3878,976,3909,1142,3227,1066,4700,1569,7665,null,null,6726,null,null,2118,null,null,976,null,null,1142,null,null,1066,null,null,1569,null,null,72
29070,3793,24087,3313,3968,1135,0,195,332,294,265,307,418,455,3793,null,null,3313,null,null,1135,null,null,195,null,null,294,null,null,307,null,null,455,null,null,01
6631,1576,5086,1601,672,554,71,121,519,282,254,251,29,63,1576,null,null,1601,null,null,554,null,null,121,null,null,282,null,null,251,null,null,63,null,null,02
268861,10600,201167,10072,41106,3931,7617,1853,5894,1517,5715,1215,7362,1783,10600,null,null,10072,null,null,3931,null,null,1853,null,null,1517,null,null,1215,null,null,1783,null,null,04
36943,3156,26723,2498,7623,2070,145,236,1511,904,166,179,775,527,3156,null,null,2498,null,null,2070,null,null,236,null,null,904,null,null,179,null,null,527,null,null,05
2556376,33307,1821496,28648,353609,13667,162827,8549,71480,5511,72182,4598,74782,5289,33307,null,null,28648,null,null,13667,null,null,8549,null,null,5511,null,null,4598,null,null,5289,null,null,06
114074,6935,82513,5494,18397,3386,3617,1186,2985,1183,1878,717,4684,1282,6935,null,null,5494,null,null,3386,null,null,1186,null,null,1183,null,null,717,null,null,1282,null,null,08
81031,7285,53682,5402,16005,2909,6408,1578,2036,781,336,355,2564,987,7285,null,null,5402,null,null,2909,null,null,1578,null,null,781,null,null,355,null,null,987,null,null,09
7079,2474,3301,1330,2805,1672,59,101,477,384,102,164,335,381,2474,null,null,1330,null,null,1672,null,null,101,null,null,384,null,null,164,null,null,381,null,null,10
20174,3008,5575,1566,1526,936,10654,2429,1550,851,435,287,434,558,3008,null,null,1566,null,null,936,null,null,2429,null,null,851,null,null,287,null,null,558,null,null,11
