B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,B15002A_018E,B15002A_018M,B15002A_019E,B15002A_019M,B15002A_001M,B15002A_001EA,B15002A_001MA,B15002A_002M,B15002A_002EA,B15002A_002MA,B15002A_003M,B15002A_003EA,B15002A_003MA,B15002A_004M,B15002A_004EA,B15002A_004MA,B15002A_005M,B15002A_005EA,B15002A_005MA,B15002A_006M,B15002A_006EA,B15002A_006MA,B15002A_007M,B15002A_007EA,B15002A_007MA,B15002A_008M,B15002A_008EA,B15002A_008MA,B15002A_009M,B15002A_009EA,B15002A_009MA,B15002A_010M,B15002A_010EA,B15002A_010MA,B15002A_011M,B15002A_011EA,B15002A_011MA,B15002A_012M,B15002A_012EA,B15002A_012MA,B15002A_013M,B15002A_013EA,B15002A_013MA,B15002A_014M,B15002A_014EA,B15002A_014MA,B15002A_015M,B15002A_015EA,B15002A_015MA,B15002A_016M,B15002A_016EA,B15002A_016MA,B15002A_017M,B15002A_017EA,B15002A_017MA,B15002A_018M,B15002A_018EA,B15002A_018MA,B15002A_019M,B15002A_019EA,B15002A_019MA,state
926882,1237,445222,813,12917,1801,26482,2873,135286,4712,23539,2192,85067,4557,38044,3370,76758,4356,47129,2925,481660,946,10419,1567,18879,2249,130515,5096,19146,1915,92827,3555,53104,3307,98448,3910,58322,3137,1237,null,null,813,null,null,1801,null,null,2873,null,null,4712,null,null,2192,null,null,4557,null,null,3370,null,null,4356,null,null,2925,null,null,946,null,null,1567,null,null,2249,null,null,5096,null,null,1915,null,null,3555,null,null,3307,null,null,3910,null,null,3137,null,null,23
2436346,7294,1176978,4522,39504,3848,63370,3629,246805,5892,42071,3552,207936,6688,71028,4077,266371,6751,239893,5469,1259368,4017,34929,3338,57302,3894,278127,8995,34903,2842,220671,6510,91958,4580,286443,6433,255035,6229,7294,null,null,4522,null,null,3848,null,null,3629,null,null,5892,null,null,3552,null,null,6688,null,null,4077,null,null,6751,null,null,5469,null,null,4017,null,null,3338,null,null,3894,null,null,8995,null,null,2842,null,null,6510,null,null,4580,null,null,6433,null,null,6229,null,null,24
3842201,9091,1826435,5253,59009,4372,92058,5902,414409,8498,57852,3348,282529,7961,120112,5589,459155,8259,341311,6824,2015766,5164,57807,3666,77671,4128,419949,9671,43023,3345,316845,7604,186888,5901,508357,8480,405226,7549,9091,null,null,5253,null,null,4372,null,null,5902,null,null,8498,null,null,3348,null,null,7961,null,null,5589,null,null,8259,null,null,6824,null,null,5164,null,null,3666,null,null,4128,null,null,9671,null,null,3345,null,null,7604,null,null,5901,null,null,8480,null,null,7549,null,null,25
5489471,4914,2671394,3235,74190,3770,163716,6001,674705,10556,122327,4912,635044,8296,219642,6494,486913,9263,294857,6655,2818077,2754,69190,3324,146363,4851,752218,9431,80596,4173,641865,9568,309914,7633,512744,8664,305187,6541,4914,null,null,3235,null,null,3770,null,null,6001,null,null,10556,null,null,4912,null,null,8296,null,null,6494,null,null,9263,null,null,6655,null,null,2754,null,null,3324,null,null,4851,null,null,9431,null,null,4173,null,null,9568,null,null,7633,null,null,8664,null,null,6541,null,null,26
3242452,3735,1590073,2556,29297,2315,61492,3499,372580,6942,57053,2947,340864,6698,176814,4361,372998,7703,178975,5186,1652379,2274,24140,1890,45919,2627,365475,6994,35549,2169,356527,5812,210675,4308,409405,6934,204689,5737,3735,null,null,2556,null,null,2315,null,null,3499,null,null,6942,null,null,2947,null,null,6698,null,null,4361,null,null,7703,null,null,5186,null,null,2274,null,null,1890,null,null,2627,null,null,6994,null,null,2169,null,null,5812,null,null,4308,null,null,6934,null,null,5737,null,null,27
1215141,3383,585300,2479,28515,2395,56775,4076,130269,5765,45859,3652,133328,6021,49391,3496,87020,4756,54143,3312,629841,2233,19292,2227,48695,3507,147675,5938,40884,3637,140850,6608,65487,4499,104416,5015,62542,3690,3383,null,null,2479,null,null,2395,null,null,4076,null,null,5765,null,null,3652,null,null,6021,null,null,3496,null,null,4756,null,null,3312,null,null,2233,null,null,2227,null,null,3507,null,null,5938,null,null,3637,null,null,6608,null,null,4499,null,null,5015,null,null,3690,null,null,28
3493148,3656,1689766,2653,52850,3685,113847,5010,468080,8439,85291,3967,365075,8205,121582,4997,305913,7586,177128,5982,1803382,2517,54037,3761,116664,4994,464767,7618,68191,3382,402415,8583,156797,5669,337852,8427,202659,6286,3656,null,null,2653,null,null,3685,null,null,5010,null,null,8439,null,null,3967,null,null,8205,null,null,4997,null,null,7586,null,null,5982,null,null,2517,null,null,3761,null,null,4994,null,null,7618,null,null,3382,null,null,8583,null,null,5669,null,null,8427,null,null,6286,null,null,29
652363,1675,324853,1521,6846,1390,16883,2158,79370,3510,16851,2117,75953,3255,27287,2411,67932,3222,33731,2508,327510,1096,4665,1008,14998,1727,79681,3538,12758,1847,77147,2942,32781,2460,71811,3117,33669,2595,1675,null,null,1521,null,null,1390,null,null,2158,null,null,3510,null,null,2117,null,null,3255,null,null,2411,null,null,3222,null,null,2508,null,null,1096,null,null,1008,null,null,1727,null,null,3538,null,null,1847,null,null,2942,null,null,2460,null,null,3117,null,null,2595,null,null,30
1124773,3339,552528,2354,20466,2206,28623,2689,135401,4266,20994,1934,122897,3797,58205,3695,110570,3979,55372,2997,572245,2016,15334,1972,22337,1890,128395,4023,15244,1680,132190,4241,63304,3222,134421,3868,61020,2789,3339,null,null,2354,null,null,2206,null,null,2689,null,null,4266,null,null,1934,null,null,3797,null,null,3695,null,null,3979,null,null,2997,null,null,2016,null,null,1972,null,null,1890,null,null,4023,null,null,1680,null,null,4241,null,null,3222,null,null,3868,null,null,2789,null,null,31
1408273,8853,709827,5898,37057,2906,50676,4224,175210,7374,36720,3014,187689,5956,51668,3332,107634,5228,63173,3190,698446,4359,33827,3071,50232,3842,170836,5930,28285,2618,185795,5951,57769,4013,106254,4997,65448,3679,8853,null,null,5898,null,null,2906,null,null,4224,null,null,7374,null,null,3014,null,null,5956,null,null,3332,null,null,5228,null,null,3190,null,null,4359,null,null,3071,null,null,3842,null,null,5930,null,null,2618,null,null,5951,null,null,4013,null,null,4997,null,null,3679,null,null,32
896354,1633,437547,1353,10630,1550,26796,2503,100836,4529,21584,2243,79900,3833,42664,2858,97875,4203,57262,2614,458807,1102,6835,1350,17907,2200,105462,4606,14615,2357,92732,4007,50895,3169,104974,4128,65387,3453,1633,null,null,1353,null,null,1550,null,null,2503,null,null,4529,null,null,2243,null,null,3833,null,null,2858,null,null,4203,null,null,2614,null,null,1102,null,null,1350,null,null,2200,null,null,4606,null,null,2357,null,null,4007,null,null,3169,null,null,4128,null,null,3453,null,null,33
4344913,13696,2088785,7823,94594,5043,110239,5405,518258,11098,66797,3782,358745,8736,119577,5438,509169,8877,311406,7790,2256128,7835,101294,5137,101882,5331,596716,9840,48006,3237,355885,8303,167123,6346,556152,9991,329070,8214,13696,null,null,7823,null,null,5043,null,null,5405,null,null,11098,null,null,3782,null,null,8736,null,null,5438,null,null,8877,null,null,7790,null,null,7835,null,null,5137,null,null,5331,null,null,9840,null,null,3237,null,null,8303,null,null,6346,null,null,9991,null,null,8214,null,null,34
1057238,7558,514793,4883,27821,3003,40576,2879,114513,5558,25092,2425,115374,5325,39208,3383,85804,4150,66405,3464,542445,4766,29865,3078,37154,3698,107640,4597,20215,2291,129721,5867,50360,3500,94514,4346,72976,4367,7558,null,null,4883,null,null,3003,null,null,2879,null,null,5558,null,null,2425,null,null,5325,null,null,3383,null,null,4150,null,null,3464,null,null,4766,null,null,3078,null,null,3698,null,null,4597,null,null,2291,null,null,5867,null,null,3500,null,null,4346,null,null,4367,null,null,35
9009259,17559,4350393,10339,170614,7005,254586,6644,953408,12882,190206,5912,710712,11417,370418,8452,970883,15831,729566,9956,4658866,10513,175267,6930,234495,7615,1064571,13321,132309,5230,694318,11711,472177,9796,983879,12539,901850,11645,17559,null,null,10339,null,null,7005,null,null,6644,null,null,12882,null,null,5912,null,null,11417,null,null,8452,null,null,15831,null,null,9956,null,null,10513,null,null,6930,null,null,7615,null,null,13321,null,null,5230,null,null,11711,null,null,9796,null,null,12539,null,null,11645,null,null,36
4954652,8771,2381359,5272,105025,4788,185482,7201,489717,9287,120949,5749,493274,9679,203748,6934,505693,8936,277471,7374,2573293,5175,86020,4693,154922,6489,523866,10556,104660,5547,550676,11234,290444,8505,559250,10270,303455,7114,8771,null,null,5272,null,null,4788,null,null,7201,null,null,9287,null,null,5749,null,null,9679,null,null,6934,null,null,8936,null,null,7374,null,null,5175,null,null,4693,null,null,6489,null,null,10556,null,null,5547,null,null,11234,null,null,8505,null,null,10270,null,null,7114,null,null,37
444563,2301,226605,1781,6814,1001,10716,1572,55576,2789,9739,1276,49742,3060,30633,2217,46903,3057,16482,1728,217958,1143,4924,803,6823,956,48922,2331,5673,994,48174,2435,30099,1917,54541,2882,18802,2028,2301,null,null,1781,null,null,1001,null,null,1572,null,null,2789,null,null,1276,null,null,3060,null,null,2217,null,null,3057,null,null,1728,null,null,1143,null,null,803,null,null,956,null,null,2331,null,null,994,null,null,2435,null,null,1917,null,null,2882,null,null,2028,null,null,38
6674927,6232,3219833,3749,86903,3349,221593,7307,976819,14036,139883,4822,645228,12441,238970,7336,582323,9017,328114,6787,3455094,3552,83553,3535,214407,7922,1040314,13197,108542,4785,671819,11030,346260,7424,621704,10571,368495,7837,6232,null,null,3749,null,null,3349,null,null,7307,null,null,14036,null,null,4822,null,null,12441,null,null,7336,null,null,9017,null,null,6787,null,null,3552,null,null,3535,null,null,7922,null,null,13197,null,null,4785,null,null,11030,null,null,7424,null,null,10571,null,null,7837,null,null,39
1975808,4062,958601,2637,34443,2506,76037,3631,253757,6403,49973,3138,222512,5239,69893,3722,166148,5699,85838,2931,1017207,2300,32655,2806,71896,3539,261764,5409,45811,2530,243772,4650,86027,3866,186300,4622,88982,3728,4062,null,null,2637,null,null,2506,null,null,3631,null,null,6403,null,null,3138,null,null,5239,null,null,3722,null,null,5699,null,null,2931,null,null,2300,null,null,2806,null,null,3539,null,null,5409,null,null,2530,null,null,4650,null,null,3866,null,null,4622,null,null,3728,null,null,40
2488068,6672,1213723,4545,35848,3465,73082,4246,228062,7651,65362,4434,312625,8548,99324,5536,245196,6373,154224,5106,1274345,3650,33270,3156,65130,4510,237867,6962,45282,3679,354336,9006,113301,4976,264160,6850,160999,4717,6672,null,null,4545,null,null,3465,null,null,4246,null,null,7651,null,null,4434,null,null,8548,null,null,5536,null,null,6373,null,null,5106,null,null,3650,null,null,3156,null,null,4510,null,null,6962,null,null,3679,null,null,9006,null,null,4976,null,null,6850,null,null,4717,null,null,41
7468949,7556,3604375,4745,101411,5205,225819,6986,1153528,14079,152293,5571,562527,11004,269372,7090,713341,12758,426084,9764,3864574,4503,98621,4452,210158,6847,1256875,12842,120469,4544,594717,9791,356813,8195,744555,10212,482366,8103,7556,null,null,4745,null,null,5205,null,null,6986,null,null,14079,null,null,5571,null,null,11004,null,null,7090,null,null,12758,null,null,9764,null,null,4503,null,null,4452,null,null,6847,null,null,12842,null,null,4544,null,null,9791,null,null,8195,null,null,10212,null,null,8103,null,null,42
617580,3310,290315,1963,11537,1580,17914,2054,68743,3897,16625,1940,51143,4056,22139,1968,62617,3817,39597,2720,327265,2070,14261,2026,17362,2269,74307,4264,12455,1676,61360,4448,28395,2736,71441,3979,47684,3578,3310,null,null,1963,null,null,1580,null,null,2054,null,null,3897,null,null,1940,null,null,4056,null,null,1968,null,null,3817,null,null,2720,null,null,2070,null,null,2026,null,null,2269,null,null,4264,null,null,1676,null,null,4448,null,null,2736,null,null,3979,null,null,3578,null,null,44
2387052,5858,1150405,3743,49390,4435,89680,5405,256109,7300,60782,3742,239375,8278,95399,5329,234061,6159,125609,5000,1236647,3296,38736,2961,84618,4436,273317,7342,49588,3118,262577,7398,138948,5779,245728,7203,143135,5129,5858,null,null,3743,null,null,4435,null,null,5405,null,null,7300,null,null,3742,null,null,8278,null,null,5329,null,null,6159,null,null,5000,null,null,3296,null,null,2961,null,null,4436,null,null,7342,null,null,3118,null,null,7398,null,null,5779,null,null,7203,null,null,5129,null,null,45
501633,1528,248510,1094,7242,1281,12503,1903,64836,3033,10988,1351,54682,2856,28226,2388,47565,2713,22468,2356,253123,1148,4754,883,8981,1310,63670,3319,6821,1293,53824,3126,31399,2290,56923,3283,26751,2070,1528,null,null,1094,null,null,1281,null,null,1903,null,null,3033,null,null,1351,null,null,2856,null,null,2388,null,null,2713,null,null,2356,null,null,1148,null,null,883,null,null,1310,null,null,3319,null,null,1293,null,null,3126,null,null,2290,null,null,3283,null,null,2070,null,null,46
3646786,4744,1753945,3293,89521,4880,143058,4655,467103,9727,116323,5034,360099,8846,110498,5548,304997,8215,162346,6857,1892841,3177,77806,4282,137601,5187,496688,8665,111408,5564,400374,8986,152682,5507,327586,7292,188696,6384,4744,null,null,3293,null,null,4880,null,null,4655,null,null,9727,null,null,5034,null,null,8846,null,null,5548,null,null,8215,null,null,6857,null,null,3177,null,null,4282,null,null,5187,null,null,8665,null,null,5564,null,null,8986,null,null,5507,null,null,7292,null,null,6384,null,null,47
13436720,23673,6576235,14617,575364,12813,569664,12425,1333901,20710,320831,9475,1402883,18661,434607,12416,1273223,16602,665762,10715,6860485,13065,570735,11630,542877,14618,1423221,17448,279464,8797,1536364,19137,514741,11414,1353094,18459,639989,13615,23673,null,null,14617,null,null,12813,null,null,12425,null,null,20710,null,null,9475,null,null,18661,null,null,12416,null,null,16602,null,null,10715,null,null,13065,null,null,11630,null,null,14618,null,null,17448,null,null,8797,null,null,19137,null,null,11414,null,null,18459,null,null,13615,null,null,48
1570964,4919,777236,3175,11834,1750,37846,3042,145369,5867,24041,2535,205597,5935,70198,4011,169979,4726,112372,4579,793728,3075,12930,2010,32206,2799,159350,5673,20080,1989,225217,5771,93728,5002,181236,5973,68981,3178,4919,null,null,3175,null,null,1750,null,null,3042,null,null,5867,null,null,2535,null,null,5935,null,null,4011,null,null,4726,null,null,4579,null,null,3075,null,null,2010,null,null,2799,null,null,5673,null,null,1989,null,null,5771,null,null,5002,null,null,5973,null,null,3178,null,null,49
419821,878,202945,625,5441,1091,13245,1814,57988,3141,9060,1340,32586,2018,16326,1851,39701,1939,28598,1899,216876,751,4457,1005,9052,1312,50684,2688,6623,1047,38683,2482,22597,1926,49098,2382,35682,2191,878,null,null,625,null,null,1091,null,null,1814,null,null,3141,null,null,1340,null,null,2018,null,null,1851,null,null,1939,null,null,1899,null,null,751,null,null,1005,null,null,1312,null,null,2688,null,null,1047,null,null,2482,null,null,1926,null,null,2382,null,null,2191,null,null,50
4027719,7276,1959071,5431,78479,5612,114957,5856,377553,7875,92068,3947,370049,7601,127045,5444,438858,9433,360062,7817,2068648,4633,64772,4992,101182,4324,408200,10589,69750,4677,404485,8353,183670,6996,493571,9709,343018,8311,7276,null,null,5431,null,null,5612,null,null,5856,null,null,7875,null,null,3947,null,null,7601,null,null,5444,null,null,9433,null,null,7817,null,null,4633,null,null,4992,null,null,4324,null,null,10589,null,null,4677,null,null,8353,null,null,6996,null,null,9709,null,null,8311,null,null,51
3954098,7121,1953217,4472,44804,3621,98632,5649,369652,9012,89609,5518,468357,10717,182790,6898,440371,8250,259002,6512,2000881,4471,39447,3208,83942,4836,370549,9726,68812,3701,504915,7824,225022,7241,448257,9473,259937,6976,7121,null,null,4472,null,null,3621,null,null,5649,null,null,9012,null,null,5518,null,null,10717,null,null,6898,null,null,8250,null,null,6512,null,null,4471,null,null,3208,null,null,4836,null,null,9726,null,null,3701,null,null,7824,null,null,7241,null,null,9473,null,null,6976,null,null,53
1217471,2362,587568,1786,29817,2825,63522,3936,201913,5332,41316,2833,100154,4705,33169,2586,73008,3731,44669,3531,629903,1385,25199,2651,52816,3861,201634,6015,42642,3230,117431,4914,58344,3489,78589,4076,53248,3259,2362,null,null,1786,null,null,2825,null,null,3936,null,null,5332,null,null,2833,null,null,4705,null,null,2586,null,null,3731,null,null,3531,null,null,1385,null,null,2651,null,null,3861,null,null,6015,null,null,3230,null,null,4914,null,null,3489,null,null,4076,null,null,3259,null,null,54
3489696,4104,1716861,2787,38589,2298,90368,4208,485097,7888,70197,3766,355709,7246,180367,5082,328024,7081,168510,4352,1772835,2540,33002,2251,67314,3551,493646,7215,45084,2960,360065,7148,208985,5749,376913,6983,187826,4740,4104,null,null,2787,null,null,2298,null,null,4208,null,null,7888,null,null,3766,null,null,7246,null,null,5082,null,null,7081,null,null,4352,null,null,2540,null,null,2251,null,null,3551,null,null,7215,null,null,2960,null,null,7148,null,null,5749,null,null,6983,null,null,4740,null,null,55
365750,2037,184641,1515,2144,588,10163,1820,47464,2609,11307,1895,44372,2948,19629,1950,31395,2548,18167,1889,181109,1207,2323,908,8772,1457,39990,2370,8271,1490,47319,2466,23918,2638,33355,2683,17161,1813,2037,null,null,1515,null,null,588,null,null,1820,null,null,2609,null,null,1895,null,null,2948,null,null,1950,null,null,2548,null,null,1889,null,null,1207,null,null,908,null,null,1457,null,null,2370,null,null,1490,null,null,2466,null,null,2638,null,null,2683,null,null,1813,null,null,56
1599336,13713,725601,8176,114124,5683,71511,4845,193498,7089,19931,2268,94539,5064,67640,3722,111796,5537,52562,3882,873735,8538,123537,5591,63925,4102,195765,6932,19970,2122,104836,5356,95259,5462,196836,7475,73607,4235,13713,null,null,8176,null,null,5683,null,null,4845,null,null,7089,null,null,2268,null,null,5064,null,null,3722,null,null,5537,null,null,3882,null,null,8538,null,null,5591,null,null,4102,null,null,6932,null,null,2122,null,null,5356,null,null,5462,null,null,7475,null,null,4235,null,null,72
2343981,4452,1127274,3073,55457,3701,105217,5343,263335,7195,73525,4319,236810,6884,79575,4538,199719,7147,113636,4241,1216707,2766,48406,4438,101461,5618,304213,6955,65740,3966,261440,6556,117251,4735,193215,5669,124981,4933,4452,null,null,3073,null,null,3701,null,null,5343,null,null,7195,null,null,4319,null,null,6884,null,null,4538,null,null,7147,null,null,4241,null,null,2766,null,null,4438,null,null,5618,null,null,6955,null,null,3966,null,null,6556,null,null,4735,null,null,5669,null,null,4933,null,null,01
333536,2215,176949,1452,2485,885,6420,1087,35428,2468,9886,1758,51441,2930,15068,2391,32813,2230,23408,1985,156587,1532,1515,514,3927,1005,27311,2063,6499,1372,39588,2825,14113,2029,42505,3088,21129,2026,2215,null,null,1452,null,null,885,null,null,1087,null,null,2468,null,null,1758,null,null,2930,null,null,2391,null,null,2230,null,null,1985,null,null,1532,null,null,514,null,null,1005,null,null,2063,null,null,1372,null,null,2825,null,null,2029,null,null,3088,null,null,2026,null,null,02
3681437,12219,1796907,7009,80920,4414,119152,5705,348379,10552,80757,4837,454729,8381,150506,5630,353111,7309,209353,4994,1884530,7262,77225,4974,115208,5677,387749,9073,59240,3425,505312,9590,167517,6115,363677,8599,208602,5674,12219,null,null,7009,null,null,4414,null,null,5705,null,null,10552,null,null,4837,null,null,8381,null,null,5630,null,null,7309,null,null,4994,null,null,7262,null,null,4974,null,null,5677,null,null,9073,null,null,3425,null,null,9590,null,null,6115,null,null,8599,null,null,5674,null,null,04
1591895,4036,768252,2444,36129,2783,66109,4135,219805,5828,55073,3993,171214,5705,43044,3652,112149,5558,64729,3075,823643,2642,31411,2756,62042,4124,226030,6673,50949,3381,188561,6263,66289,4207,126440,5483,71921,4146,4036,null,null,2444,null,null,2783,null,null,4135,null,null,5828,null,null,3993,null,null,5705,null,null,3652,null,null,5558,null,null,3075,null,null,2642,null,null,2756,null,null,4124,null,null,6673,null,null,3381,null,null,6263,null,null,4207,null,null,5483,null,null,4146,null,null,05
16275015,32000,8030670,18536,621402,12302,595453,11078,1447403,19266,230686,6453,1776044,19694,593315,13026,1692223,16172,1074144,15747,8244345,18045,648893,12832,542309,12706,1493179,19187,162315,6485,1911206,21007,717624,13583,1711262,21594,1057557,14532,32000,null,null,18536,null,null,12302,null,null,11078,null,null,19266,null,null,6453,null,null,19694,null,null,13026,null,null,16172,null,null,15747,null,null,18045,null,null,12832,null,null,12706,null,null,19187,null,null,6485,null,null,21007,null,null,13583,null,null,21594,null,null,14532,null,null,06
3228969,6855,1601628,4706,46483,3812,78508,5305,279105,7780,74745,4661,335623,7472,125392,5468,415129,8466,246643,6419,1627341,4305,40526,3667,68947,3686,282478,6097,50230,3676,351757,8571,150573,5555,428039,7971,254791,6338,6855,null,null,4706,null,null,3812,null,null,5305,null,null,7780,null,null,4661,null,null,7472,null,null,5468,null,null,8466,null,null,6419,null,null,4305,null,null,3667,null,null,3686,null,null,6097,null,null,3676,null,null,8571,null,null,5555,null,null,7971,null,null,6338,null,null,08
