B17010D_001E,B17010D_001M,B17010D_002E,B17010D_002M,B17010D_003E,B17010D_003M,B17010D_004E,B17010D_004M,B17010D_005E,B17010D_005M,B17010D_006E,B17010D_006M,B17010D_007E,B17010D_007M,B17010D_008E,B17010D_008M,B17010D_009E,B17010D_009M,B17010D_010E,B17010D_010M,B17010D_011E,B17010D_011M,B17010D_012E,B17010D_012M,B17010D_013E,B17010D_013M,B17010D_014E,B17010D_014M,B17010D_015E,B17010D_015M,B17010D_016E,B17010D_016M,B17010D_017E,B17010D_017M,B17010D_018E,B17010D_018M,B17010D_019E,B17010D_019M,B17010D_020E,B17010D_020M,B17010D_021E,B17010D_021M,B17010D_022E,B17010D_022M,B17010D_023E,B17010D_023M,B17010D_024E,B17010D_024M,B17010D_025E,B17010D_025M,B17010D_026E,B17010D_026M,B17010D_027E,B17010D_027M,B17010D_028E,B17010D_028M,B17010D_029E,B17010D_029M,B17010D_030E,B17010D_030M,B17010D_031E,B17010D_031M,B17010D_032E,B17010D_032M,B17010D_033E,B17010D_033M,B17010D_034E,B17010D_034M,B17010D_035E,B17010D_035M,B17010D_036E,B17010D_036M,B17010D_037E,B17010D_037M,B17010D_038E,B17010D_038M,B17010D_039E,B17010D_039M,B17010D_040E,B17010D_040M,B17010D_041E,B17010D_041M,B17010D_001M,B17010D_001EA,B17010D_001MA,B17010D_002M,B17010D_002EA,B17010D_002MA,B17010D_003M,B17010D_003EA,B17010D_003MA,B17010D_004M,B17010D_004EA,B17010D_004MA,B17010D_005M,B17010D_005EA,B17010D_005MA,B17010D_006M,B17010D_006EA,B17010D_006MA,B17010D_007M,B17010D_007EA,B17010D_007MA,B17010D_008M,B17010D_008EA,B17010D_008MA,B17010D_009M,B17010D_009EA,B17010D_009MA,B17010D_010M,B17010D_010EA,B17010D_010MA,B17010D_011M,B17010D_011EA,B17010D_011MA,B17010D_012M,B17010D_012EA,B17010D_012MA,B17010D_013M,B17010D_013EA,B17010D_013MA,B17010D_014M,B17010D_014EA,B17010D_014MA,B17010D_015M,B17010D_015EA,B17010D_015MA,B17010D_016M,B17010D_016EA,B17010D_016MA,B17010D_017M,B17010D_017EA,B17010D_017MA,B17010D_018M,B17010D_018EA,B17010D_018MA,B17010D_019M,B17010D_019EA,B17010D_019MA,B17010D_020M,B17010D_020EA,B17010D_020MA,B17010D_021M,B17010D_021EA,B17010D_021MA,B17010D_022M,B17010D_022EA,B17010D_022MA,B17010D_023M,B17010D_023EA,B17010D_023MA,B17010D_024M,B17010D_024EA,B17010D_024MA,B17010D_025M,B17010D_025EA,B17010D_025MA,B17010D_026M,B17010D_026EA,B17010D_026MA,B17010D_027M,B17010D_027EA,B17010D_027MA,B17010D_028M,B17010D_028EA,B17010D_028MA,B17010D_029M,B17010D_029EA,B17010D_029MA,B17010D_030M,B17010D_030EA,B17010D_030MA,B17010D_031M,B17010D_031EA,B17010D_031MA,B17010D_032M,B17010D_032EA,B17010D_032MA,B17010D_033M,B17010D_033EA,B17010D_033MA,B17010D_034M,B17010D_034EA,B17010D_034MA,B17010D_035M,B17010D_035EA,B17010D_035MA,B17010D_036M,B17010D_036EA,B17010D_036MA,B17010D_037M,B17010D_037EA,B17010D_037MA,B17010D_038M,B17010D_038EA,B17010D_038MA,B17010D_039M,B17010D_039EA,B17010D_039MA,B17010D_040M,B17010D_040EA,B17010D_040MA,B17010D_041M,B17010D_041EA,B17010D_041MA,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
93693,3023,4374,970,3128,836,1375,595,289,232,554,497,532,318,1753,578,1246,517,417,308,279,278,129,205,43,73,107,181,138,149,829,440,479,380,94,154,37,62,348,333,350,255,89319,2952,76807,2956,39194,2289,9190,1517,7111,1120,22893,2071,37613,1929,12512,2006,4209,1149,1196,543,0,198,0,198,1196,543,3013,997,8303,1605,4057,1248,134,129,359,267,3564,1164,4246,956,3023,null,null,970,null,null,836,null,null,595,null,null,232,null,null,497,null,null,318,null,null,578,null,null,517,null,null,308,null,null,278,null,null,205,null,null,73,null,null,181,null,null,149,null,null,440,null,null,380,null,null,154,null,null,62,null,null,333,null,null,255,null,null,2952,null,null,2956,null,null,2289,null,null,1517,null,null,1120,null,null,2071,null,null,1929,null,null,2006,null,null,1149,null,null,543,null,null,198,null,null,198,null,null,543,null,null,997,null,null,1605,null,null,1248,null,null,129,null,null,267,null,null,1164,null,null,956,null,null,24
97424,3108,9071,1549,5804,1334,2750,942,438,410,1206,614,1106,506,3054,949,3267,934,465,345,94,147,94,147,0,203,0,203,371,306,2802,884,1676,582,444,316,85,108,1147,501,1126,600,88353,3358,74254,3240,43145,2244,10140,1404,6890,1092,26115,1764,31109,2170,14099,1792,5590,1363,2794,939,613,432,353,252,1828,804,2796,951,8509,1491,4204,1062,677,424,765,450,2762,859,4305,1101,3108,null,null,1549,null,null,1334,null,null,942,null,null,410,null,null,614,null,null,506,null,null,949,null,null,934,null,null,345,null,null,147,null,null,147,null,null,203,null,null,203,null,null,306,null,null,884,null,null,582,null,null,316,null,null,108,null,null,501,null,null,600,null,null,3358,null,null,3240,null,null,2244,null,null,1404,null,null,1092,null,null,1764,null,null,2170,null,null,1792,null,null,1363,null,null,939,null,null,432,null,null,252,null,null,804,null,null,951,null,null,1491,null,null,1062,null,null,424,null,null,450,null,null,859,null,null,1101,null,null,25
66772,1795,6801,1020,5114,964,3355,744,721,384,853,410,1781,550,1759,520,1687,557,561,368,235,228,64,105,48,59,123,188,326,262,1126,458,731,366,189,187,109,179,433,236,395,317,59971,1872,53810,2093,30935,1978,7265,1312,4480,963,19190,1641,22875,2057,6161,1357,2293,816,736,424,0,168,173,181,563,334,1557,639,3868,953,1683,696,213,170,0,168,1470,667,2185,788,1795,null,null,1020,null,null,964,null,null,744,null,null,384,null,null,410,null,null,550,null,null,520,null,null,557,null,null,368,null,null,228,null,null,105,null,null,59,null,null,188,null,null,262,null,null,458,null,null,366,null,null,187,null,null,179,null,null,236,null,null,317,null,null,1872,null,null,2093,null,null,1978,null,null,1312,null,null,963,null,null,1641,null,null,2057,null,null,1357,null,null,816,null,null,424,null,null,168,null,null,181,null,null,334,null,null,639,null,null,953,null,null,696,null,null,170,null,null,168,null,null,667,null,null,788,null,null,26
52111,2093,5376,1078,2892,749,2533,759,135,168,1156,559,1242,511,359,181,2484,875,571,345,331,236,39,50,64,107,228,200,240,253,1913,807,1688,779,130,129,389,352,1169,642,225,187,46735,2263,34379,2067,22243,1791,4929,979,4715,1002,12599,1388,12136,1546,12356,1667,5040,1206,3348,1006,261,193,476,274,2611,959,1692,654,7316,1286,5794,1271,785,532,1859,718,3150,849,1522,493,2093,null,null,1078,null,null,749,null,null,759,null,null,168,null,null,559,null,null,511,null,null,181,null,null,875,null,null,345,null,null,236,null,null,50,null,null,107,null,null,200,null,null,253,null,null,807,null,null,779,null,null,129,null,null,352,null,null,642,null,null,187,null,null,2263,null,null,2067,null,null,1791,null,null,979,null,null,1002,null,null,1388,null,null,1546,null,null,1667,null,null,1206,null,null,1006,null,null,193,null,null,274,null,null,959,null,null,654,null,null,1286,null,null,1271,null,null,532,null,null,718,null,null,849,null,null,493,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
24839,1559,2950,909,1259,494,992,482,412,401,250,241,330,228,267,224,1691,772,588,435,415,409,35,84,236,361,144,173,173,151,1103,685,1014,675,127,144,143,150,744,608,89,104,21889,1532,19742,1578,11594,1341,2685,831,1711,592,7198,1175,8148,1177,2147,767,539,315,361,291,45,78,0,187,316,254,178,153,1608,700,903,432,426,360,0,187,477,297,705,563,1559,null,null,909,null,null,494,null,null,482,null,null,401,null,null,241,null,null,228,null,null,224,null,null,772,null,null,435,null,null,409,null,null,84,null,null,361,null,null,173,null,null,151,null,null,685,null,null,675,null,null,144,null,null,150,null,null,608,null,null,104,null,null,1532,null,null,1578,null,null,1341,null,null,831,null,null,592,null,null,1175,null,null,1177,null,null,767,null,null,315,null,null,291,null,null,78,null,null,187,null,null,254,null,null,153,null,null,700,null,null,432,null,null,360,null,null,187,null,null,297,null,null,563,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
56560,2473,4570,1182,2414,857,890,562,183,206,371,512,336,291,1524,683,2156,750,554,396,153,251,0,210,0,210,153,251,401,313,1602,638,1298,569,527,372,377,279,394,313,304,244,51990,2535,39113,2311,17084,1740,3293,932,2098,875,11693,1546,22029,1981,12877,1794,4042,908,1670,682,520,315,164,160,986,544,2372,583,8835,1477,3446,932,386,517,298,263,2762,694,5389,1096,2473,null,null,1182,null,null,857,null,null,562,null,null,206,null,null,512,null,null,291,null,null,683,null,null,750,null,null,396,null,null,251,null,null,210,null,null,210,null,null,251,null,null,313,null,null,638,null,null,569,null,null,372,null,null,279,null,null,313,null,null,244,null,null,2535,null,null,2311,null,null,1740,null,null,932,null,null,875,null,null,1546,null,null,1981,null,null,1794,null,null,908,null,null,682,null,null,315,null,null,160,null,null,544,null,null,583,null,null,1477,null,null,932,null,null,517,null,null,263,null,null,694,null,null,1096,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
221270,3454,11025,1555,7323,1328,4018,967,1154,655,501,342,2363,703,3305,1013,3702,1080,870,462,450,381,0,200,52,91,398,371,420,262,2832,975,2268,921,458,515,199,246,1611,653,564,303,210245,3477,186302,3789,100550,3120,24123,2268,17664,1945,58763,2932,85752,3789,23943,2152,8482,1363,3011,929,566,433,242,207,2203,787,5471,1062,15461,1655,5500,1118,987,490,724,485,3789,1023,9961,1388,3454,null,null,1555,null,null,1328,null,null,967,null,null,655,null,null,342,null,null,703,null,null,1013,null,null,1080,null,null,462,null,null,381,null,null,200,null,null,91,null,null,371,null,null,262,null,null,975,null,null,921,null,null,515,null,null,246,null,null,653,null,null,303,null,null,3477,null,null,3789,null,null,3120,null,null,2268,null,null,1945,null,null,2932,null,null,3789,null,null,2152,null,null,1363,null,null,929,null,null,433,null,null,207,null,null,787,null,null,1062,null,null,1655,null,null,1118,null,null,490,null,null,485,null,null,1023,null,null,1388,null,null,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
