C17023_001E,C17023_001M,C17023_002E,C17023_002M,C17023_003E,C17023_003M,C17023_004E,C17023_004M,C17023_005E,C17023_005M,C17023_006E,C17023_006M,C17023_007E,C17023_007M,C17023_008E,C17023_008M,C17023_009E,C17023_009M,C17023_010E,C17023_010M,C17023_011E,C17023_011M,C17023_012E,C17023_012M,C17023_013E,C17023_013M,C17023_014E,C17023_014M,C17023_015E,C17023_015M,C17023_016E,C17023_016M,C17023_017E,C17023_017M,C17023_018E,C17023_018M,C17023_019E,C17023_019M,C17023_020E,C17023_020M,C17023_021E,C17023_021M,C17023_022E,C17023_022M,C17023_023E,C17023_023M,C17023_001M,C17023_001EA,C17023_001MA,C17023_002M,C17023_002EA,C17023_002MA,C17023_003M,C17023_003EA,C17023_003MA,C17023_004M,C17023_004EA,C17023_004MA,C17023_005M,C17023_005EA,C17023_005MA,C17023_006M,C17023_006EA,C17023_006MA,C17023_007M,C17023_007EA,C17023_007MA,C17023_008M,C17023_008EA,C17023_008MA,C17023_009M,C17023_009EA,C17023_009MA,C17023_010M,C17023_010EA,C17023_010MA,C17023_011M,C17023_011EA,C17023_011MA,C17023_012M,C17023_012EA,C17023_012MA,C17023_013M,C17023_013EA,C17023_013MA,C17023_014M,C17023_014EA,C17023_014MA,C17023_015M,C17023_015EA,C17023_015MA,C17023_016M,C17023_016EA,C17023_016MA,C17023_017M,C17023_017EA,C17023_017MA,C17023_018M,C17023_018EA,C17023_018MA,C17023_019M,C17023_019EA,C17023_019MA,C17023_020M,C17023_020EA,C17023_020MA,C17023_021M,C17023_021EA,C17023_021MA,C17023_022M,C17023_022EA,C17023_022MA,C17023_023M,C17023_023EA,C17023_023MA,state
145524,4006,9154,1441,4569,1133,3028,848,1541,547,4585,1066,376,255,33,37,343,251,4209,1030,739,417,3470,1023,136370,3906,112469,4150,72668,3618,39801,2375,23901,2626,10578,1821,4077,1147,6501,1402,13323,1657,5937,1148,7386,1249,4006,null,null,1441,null,null,1133,null,null,848,null,null,547,null,null,1066,null,null,255,null,null,37,null,null,251,null,null,1030,null,null,417,null,null,1023,null,null,3906,null,null,4150,null,null,3618,null,null,2375,null,null,2626,null,null,1821,null,null,1147,null,null,1402,null,null,1657,null,null,1148,null,null,1249,null,null,56
836332,9750,329347,7759,123632,4152,86798,3542,36834,3300,205715,7362,37386,3318,17377,1891,20009,2594,168329,6772,68529,3776,99800,5448,506985,8881,340540,7947,246598,6449,93942,4849,166445,5625,44325,3250,30307,2905,14018,2103,122120,5279,83790,4394,38330,3242,9750,null,null,7759,null,null,4152,null,null,3542,null,null,3300,null,null,7362,null,null,3318,null,null,1891,null,null,2594,null,null,6772,null,null,3776,null,null,5448,null,null,8881,null,null,7947,null,null,6449,null,null,4849,null,null,5625,null,null,3250,null,null,2905,null,null,2103,null,null,5279,null,null,4394,null,null,3242,null,null,72
1208362,12930,153533,6747,50835,3482,27343,2601,23492,2615,102698,5618,14974,2257,5594,1226,9380,1898,87724,4979,24481,2655,63243,4247,1054829,12563,813495,11349,532948,7927,280547,8155,241334,8111,66086,3751,40158,2918,25928,2730,175248,7091,104245,4848,71003,4815,12930,null,null,6747,null,null,3482,null,null,2601,null,null,2615,null,null,5618,null,null,2257,null,null,1226,null,null,1898,null,null,4979,null,null,2655,null,null,4247,null,null,12563,null,null,11349,null,null,7927,null,null,8155,null,null,8111,null,null,3751,null,null,2918,null,null,2730,null,null,7091,null,null,4848,null,null,4815,null,null,01
164102,4083,11031,1425,3459,733,1118,408,2341,634,7572,1267,1714,571,361,129,1353,557,5858,1178,1101,323,4757,1144,153071,3995,118709,3785,68219,3184,50490,2917,34362,2942,12680,1622,6069,1202,6611,1212,21682,2287,11179,1490,10503,1560,4083,null,null,1425,null,null,733,null,null,408,null,null,634,null,null,1267,null,null,571,null,null,129,null,null,557,null,null,1178,null,null,323,null,null,1144,null,null,3995,null,null,3785,null,null,3184,null,null,2917,null,null,2942,null,null,1622,null,null,1202,null,null,1212,null,null,2287,null,null,1490,null,null,1560,null,null,02
1648739,12489,196536,6247,83947,4474,37213,2887,46734,3366,112589,4577,23775,2545,8564,1429,15211,2261,88814,4004,21512,2349,67302,3767,1452203,12382,1110238,12256,716841,8299,393397,8776,341965,9523,113734,4887,67240,3981,46494,3847,228231,8273,125887,5609,102344,5279,12489,null,null,6247,null,null,4474,null,null,2887,null,null,3366,null,null,4577,null,null,2545,null,null,1429,null,null,2261,null,null,4004,null,null,2349,null,null,3767,null,null,12382,null,null,12256,null,null,8299,null,null,8776,null,null,9523,null,null,4887,null,null,3981,null,null,3847,null,null,8273,null,null,5609,null,null,5279,null,null,04
747917,9249,92514,4600,33989,3299,16211,1949,17778,2407,58525,3796,8538,1561,2950,834,5588,1270,49987,3426,13849,1885,36138,2957,655403,8698,516008,8789,333989,6743,182019,5832,139395,6477,38683,3308,20676,2391,18007,2242,100712,5134,54472,3637,46240,2896,9249,null,null,4600,null,null,3299,null,null,1949,null,null,2407,null,null,3796,null,null,1561,null,null,834,null,null,1270,null,null,3426,null,null,1885,null,null,2957,null,null,8698,null,null,8789,null,null,6743,null,null,5832,null,null,6477,null,null,3308,null,null,2391,null,null,2242,null,null,5134,null,null,3637,null,null,2896,null,null,05
8887761,26268,929253,15252,402274,10726,151601,5899,250673,8176,526979,10594,110032,5172,41056,3217,68976,4485,416947,10118,104884,5366,312063,8471,7958508,29205,6004619,36008,3475758,26867,2528861,22810,1953889,22962,667221,14470,396165,10736,271056,9127,1286668,17647,779915,13545,506753,11140,26268,null,null,15252,null,null,10726,null,null,5899,null,null,8176,null,null,10594,null,null,5172,null,null,3217,null,null,4485,null,null,10118,null,null,5366,null,null,8471,null,null,29205,null,null,36008,null,null,26867,null,null,22810,null,null,22962,null,null,14470,null,null,10736,null,null,9127,null,null,17647,null,null,13545,null,null,11140,null,null,06
1347936,10110,94425,5097,39817,3128,15414,1624,24403,2487,54608,4253,9426,1554,3856,1122,5570,1296,45182,3988,9626,1499,35556,3571,1253511,11197,1011571,10549,598515,7968,413056,8452,241940,7050,89393,4945,50399,3552,38994,3460,152547,5116,74261,3635,78286,4659,10110,null,null,5097,null,null,3128,null,null,1624,null,null,2487,null,null,4253,null,null,1554,null,null,1122,null,null,1296,null,null,3988,null,null,1499,null,null,3571,null,null,11197,null,null,10549,null,null,7968,null,null,8452,null,null,7050,null,null,4945,null,null,3552,null,null,3460,null,null,5116,null,null,3635,null,null,4659,null,null,08
880600,11466,60300,4330,17962,2341,8910,1646,9052,1576,42338,3549,5340,1283,1970,782,3370,925,36998,3202,8384,1527,28614,2900,820300,10426,630487,8617,393004,7187,237483,5226,189813,7213,54171,3888,34133,2865,20038,2560,135642,5618,74380,4100,61262,4220,11466,null,null,4330,null,null,2341,null,null,1646,null,null,1576,null,null,3549,null,null,1283,null,null,782,null,null,925,null,null,3202,null,null,1527,null,null,2900,null,null,10426,null,null,8617,null,null,7187,null,null,5226,null,null,7213,null,null,3888,null,null,2865,null,null,2560,null,null,5618,null,null,4100,null,null,4220,null,null,09
232433,5605,18768,2095,5976,1251,3547,906,2429,766,12792,1794,1549,623,795,427,754,452,11243,1623,2883,731,8360,1573,213665,5418,161330,4966,108990,4278,52340,3348,52335,3485,12381,1800,7157,1378,5224,1051,39954,3065,22961,2066,16993,2403,5605,null,null,2095,null,null,1251,null,null,906,null,null,766,null,null,1794,null,null,623,null,null,427,null,null,452,null,null,1623,null,null,731,null,null,1573,null,null,5418,null,null,4966,null,null,4278,null,null,3348,null,null,3485,null,null,1800,null,null,1378,null,null,1051,null,null,3065,null,null,2066,null,null,2403,null,null,10
122732,3407,16834,1966,1797,794,1223,622,574,444,15037,1825,1147,546,488,305,659,448,13890,1695,4562,1054,9328,1566,105898,3566,69407,3623,42806,2867,26601,2422,36491,2964,8088,1452,5262,1206,2826,857,28403,2439,16335,1916,12068,1706,3407,null,null,1966,null,null,794,null,null,622,null,null,444,null,null,1825,null,null,546,null,null,305,null,null,448,null,null,1695,null,null,1054,null,null,1566,null,null,3566,null,null,3623,null,null,2867,null,null,2422,null,null,2964,null,null,1452,null,null,1206,null,null,857,null,null,2439,null,null,1916,null,null,1706,null,null,11
