B15002C_001E,B15002C_001M,B15002C_002E,B15002C_002M,B15002C_003E,B15002C_003M,B15002C_004E,B15002C_004M,B15002C_005E,B15002C_005M,B15002C_006E,B15002C_006M,B15002C_007E,B15002C_007M,B15002C_008E,B15002C_008M,B15002C_009E,B15002C_009M,B15002C_010E,B15002C_010M,B15002C_011E,B15002C_011M,B15002C_012E,B15002C_012M,B15002C_013E,B15002C_013M,B15002C_014E,B15002C_014M,B15002C_015E,B15002C_015M,B15002C_016E,B15002C_016M,B15002C_017E,B15002C_017M,B15002C_018E,B15002C_018M,B15002C_019E,B15002C_019M,B15002C_001M,B15002C_001EA,B15002C_001MA,B15002C_002M,B15002C_002EA,B15002C_002MA,B15002C_003M,B15002C_003EA,B15002C_003MA,B15002C_004M,B15002C_004EA,B15002C_004MA,B15002C_005M,B15002C_005EA,B15002C_005MA,B15002C_006M,B15002C_006EA,B15002C_006MA,B15002C_007M,B15002C_007EA,B15002C_007MA,B15002C_008M,B15002C_008EA,B15002C_008MA,B15002C_009M,B15002C_009EA,B15002C_009MA,B15002C_010M,B15002C_010EA,B15002C_010MA,B15002C_011M,B15002C_011EA,B15002C_011MA,B15002C_012M,B15002C_012EA,B15002C_012MA,B15002C_013M,B15002C_013EA,B15002C_013MA,B15002C_014M,B15002C_014EA,B15002C_014MA,B15002C_015M,B15002C_015EA,B15002C_015MA,B15002C_016M,B15002C_016EA,B15002C_016MA,B15002C_017M,B15002C_017EA,B15002C_017MA,B15002C_018M,B15002C_018EA,B15002C_018MA,B15002C_019M,B15002C_019EA,B15002C_019MA,state
13294,2284,6648,1379,876,550,1167,527,1652,641,376,291,1010,399,117,112,1244,623,206,209,6646,1400,912,456,560,329,1842,773,403,290,1678,537,145,152,666,382,440,324,2284,null,null,1379,null,null,550,null,null,527,null,null,641,null,null,291,null,null,399,null,null,112,null,null,623,null,null,209,null,null,1400,null,null,456,null,null,329,null,null,773,null,null,290,null,null,537,null,null,152,null,null,382,null,null,324,null,null,34
117341,2884,53151,1640,3056,571,7837,1120,16911,1371,2494,811,13289,1561,4263,868,3874,1033,1427,568,64190,1839,4979,1050,6698,854,17764,1710,1810,608,17296,1625,7745,1112,4636,1152,3262,726,2884,null,null,1640,null,null,571,null,null,1120,null,null,1371,null,null,811,null,null,1561,null,null,868,null,null,1033,null,null,568,null,null,1839,null,null,1050,null,null,854,null,null,1710,null,null,608,null,null,1625,null,null,1112,null,null,1152,null,null,726,null,null,35
47709,4054,22728,2383,2803,1160,4346,1044,5125,1135,1848,732,4207,1030,1001,468,2381,846,1017,442,24981,2572,3201,846,2331,718,5132,1168,2053,648,5477,1316,2515,826,2213,670,2059,623,4054,null,null,2383,null,null,1160,null,null,1044,null,null,1135,null,null,732,null,null,1030,null,null,468,null,null,846,null,null,442,null,null,2572,null,null,846,null,null,718,null,null,1168,null,null,648,null,null,1316,null,null,826,null,null,670,null,null,623,null,null,36
78002,3019,37529,2051,4105,957,6729,1159,9854,1130,1882,660,7638,1273,3028,737,2917,811,1376,539,40473,1796,2937,773,5207,1034,10390,1385,2092,594,8450,1200,4873,1053,5107,1046,1417,623,3019,null,null,2051,null,null,957,null,null,1159,null,null,1130,null,null,660,null,null,1273,null,null,737,null,null,811,null,null,539,null,null,1796,null,null,773,null,null,1034,null,null,1385,null,null,594,null,null,1200,null,null,1053,null,null,1046,null,null,623,null,null,37
22675,1497,11172,1012,362,175,2220,857,1969,505,1173,566,2789,635,1640,532,644,331,375,368,11503,1168,372,193,1753,771,1680,544,880,334,2593,656,1440,437,1852,537,933,428,1497,null,null,1012,null,null,175,null,null,857,null,null,505,null,null,566,null,null,635,null,null,532,null,null,331,null,null,368,null,null,1168,null,null,193,null,null,771,null,null,544,null,null,334,null,null,656,null,null,437,null,null,537,null,null,428,null,null,38
12592,1768,7001,1440,87,123,1306,470,1319,586,875,522,1906,994,460,385,523,269,525,299,5591,1001,443,228,425,281,817,397,425,323,1189,505,519,279,1000,654,773,407,1768,null,null,1440,null,null,123,null,null,470,null,null,586,null,null,522,null,null,994,null,null,385,null,null,269,null,null,299,null,null,1001,null,null,228,null,null,281,null,null,397,null,null,323,null,null,505,null,null,279,null,null,654,null,null,407,null,null,39
171138,4299,81047,2943,3470,635,9595,1171,27941,2039,5521,869,17298,1565,5102,897,9195,1156,2925,718,90091,2617,2576,466,9876,1170,21373,1550,7099,823,23455,1542,8025,981,12504,1234,5183,861,4299,null,null,2943,null,null,635,null,null,1171,null,null,2039,null,null,869,null,null,1565,null,null,897,null,null,1156,null,null,718,null,null,2617,null,null,466,null,null,1170,null,null,1550,null,null,823,null,null,1542,null,null,981,null,null,1234,null,null,861,null,null,40
29349,3040,15379,2273,672,309,1782,639,3710,1032,1664,1132,3887,902,1061,512,1940,870,663,363,13970,1739,321,204,1971,766,2593,856,1109,525,4948,1039,1291,426,775,366,962,458,3040,null,null,2273,null,null,309,null,null,639,null,null,1032,null,null,1132,null,null,902,null,null,512,null,null,870,null,null,363,null,null,1739,null,null,204,null,null,766,null,null,856,null,null,525,null,null,1039,null,null,426,null,null,366,null,null,458,null,null,41
15118,1905,7982,1496,1528,720,1172,548,2231,802,392,225,710,274,865,486,624,435,460,309,7136,1294,1374,603,825,457,1465,582,350,192,1407,605,724,464,607,305,384,291,1905,null,null,1496,null,null,720,null,null,548,null,null,802,null,null,225,null,null,274,null,null,486,null,null,435,null,null,309,null,null,1294,null,null,603,null,null,457,null,null,582,null,null,192,null,null,605,null,null,464,null,null,305,null,null,291,null,null,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
9917,1543,4761,986,489,356,571,287,782,350,411,282,950,537,702,385,458,307,398,298,5156,1204,378,319,425,247,1530,781,589,333,1093,489,563,342,408,270,170,138,1543,null,null,986,null,null,356,null,null,287,null,null,350,null,null,282,null,null,537,null,null,385,null,null,307,null,null,298,null,null,1204,null,null,319,null,null,247,null,null,781,null,null,333,null,null,489,null,null,342,null,null,270,null,null,138,null,null,45
39395,2308,18048,1504,740,303,3687,734,3933,709,2298,531,4496,1173,1562,514,1086,423,246,157,21347,1462,1009,372,3978,1031,3517,682,2076,530,5995,930,1946,511,2276,636,550,227,2308,null,null,1504,null,null,303,null,null,734,null,null,709,null,null,531,null,null,1173,null,null,514,null,null,423,null,null,157,null,null,1462,null,null,372,null,null,1031,null,null,682,null,null,530,null,null,930,null,null,511,null,null,636,null,null,227,null,null,46
13412,2248,7058,1691,708,479,936,600,1484,778,173,133,1871,797,1054,733,448,306,384,307,6354,1227,378,353,735,479,1277,556,581,296,1720,641,532,325,668,398,463,315,2248,null,null,1691,null,null,479,null,null,600,null,null,778,null,null,133,null,null,797,null,null,733,null,null,306,null,null,307,null,null,1227,null,null,353,null,null,479,null,null,556,null,null,296,null,null,641,null,null,325,null,null,398,null,null,315,null,null,47
86895,6634,46222,4444,6605,1950,4735,1451,9044,1668,2378,685,11911,1772,3493,1268,5856,1351,2200,679,40673,3618,4313,1065,4713,1441,8897,1697,2500,820,9347,1625,3799,1175,4353,1078,2751,859,6634,null,null,4444,null,null,1950,null,null,1451,null,null,1668,null,null,685,null,null,1772,null,null,1268,null,null,1351,null,null,679,null,null,3618,null,null,1065,null,null,1441,null,null,1697,null,null,820,null,null,1625,null,null,1175,null,null,1078,null,null,859,null,null,48
17415,1589,8932,1216,362,165,839,299,2903,769,737,524,2563,715,702,323,649,411,177,152,8483,949,433,164,707,363,2709,629,354,255,1820,482,1399,572,772,533,289,229,1589,null,null,1216,null,null,165,null,null,299,null,null,769,null,null,524,null,null,715,null,null,323,null,null,411,null,null,152,null,null,949,null,null,164,null,null,363,null,null,629,null,null,255,null,null,482,null,null,572,null,null,533,null,null,229,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
16576,2360,7712,1550,285,214,1096,543,2135,898,235,176,1712,620,527,357,1039,597,683,368,8864,1419,502,358,191,180,1934,847,304,227,2499,739,793,442,1587,543,1054,635,2360,null,null,1550,null,null,214,null,null,543,null,null,898,null,null,176,null,null,620,null,null,357,null,null,597,null,null,368,null,null,1419,null,null,358,null,null,180,null,null,847,null,null,227,null,null,739,null,null,442,null,null,543,null,null,635,null,null,51
56970,3910,28290,1874,1442,541,3772,908,6841,1064,3094,815,8361,1087,2051,543,1835,543,894,416,28680,2690,1464,602,2777,643,5022,1172,2843,839,8666,1134,2854,785,3582,996,1472,472,3910,null,null,1874,null,null,541,null,null,908,null,null,1064,null,null,815,null,null,1087,null,null,543,null,null,543,null,null,416,null,null,2690,null,null,602,null,null,643,null,null,1172,null,null,839,null,null,1134,null,null,785,null,null,996,null,null,472,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
32447,2054,15863,1409,676,336,2730,671,3688,633,1286,398,3816,659,1025,390,1804,668,838,357,16584,1550,415,233,1240,474,4656,975,876,320,4876,828,1838,506,1619,523,1064,364,2054,null,null,1409,null,null,336,null,null,671,null,null,633,null,null,398,null,null,659,null,null,390,null,null,668,null,null,357,null,null,1550,null,null,233,null,null,474,null,null,975,null,null,320,null,null,828,null,null,506,null,null,523,null,null,364,null,null,55
7248,1005,3561,704,341,257,379,154,788,221,571,361,969,436,132,82,160,135,221,210,3687,598,26,44,339,142,796,330,397,255,1178,480,251,128,230,137,470,550,1005,null,null,704,null,null,257,null,null,154,null,null,221,null,null,361,null,null,436,null,null,82,null,null,135,null,null,210,null,null,598,null,null,44,null,null,142,null,null,330,null,null,255,null,null,480,null,null,128,null,null,137,null,null,550,null,null,56
5524,1569,2470,764,255,205,409,323,378,350,472,381,436,356,139,173,279,316,102,166,3054,989,669,407,159,156,396,291,278,347,155,171,641,403,661,419,95,122,1569,null,null,764,null,null,205,null,null,323,null,null,350,null,null,381,null,null,356,null,null,173,null,null,316,null,null,166,null,null,989,null,null,407,null,null,156,null,null,291,null,null,347,null,null,171,null,null,403,null,null,419,null,null,122,null,null,72
17530,2273,8238,1674,895,583,639,440,1740,621,636,392,2218,909,499,360,1085,476,526,433,9292,1272,392,293,1573,871,1909,681,532,271,2335,595,857,496,1081,438,613,373,2273,null,null,1674,null,null,583,null,null,440,null,null,621,null,null,392,null,null,909,null,null,360,null,null,476,null,null,433,null,null,1272,null,null,293,null,null,871,null,null,681,null,null,271,null,null,595,null,null,496,null,null,438,null,null,373,null,null,01
61314,2209,29795,1413,1139,260,3591,546,11727,1053,3293,732,7315,1066,864,319,1492,536,374,282,31519,1308,1608,303,3487,948,10151,983,3069,668,8492,1028,2248,851,1725,683,739,420,2209,null,null,1413,null,null,260,null,null,546,null,null,1053,null,null,732,null,null,1066,null,null,319,null,null,536,null,null,282,null,null,1308,null,null,303,null,null,948,null,null,983,null,null,668,null,null,1028,null,null,851,null,null,683,null,null,420,null,null,02
175759,3420,84286,2158,6392,1043,13089,1626,26390,1886,4943,1009,19625,1901,6363,1096,4926,1239,2558,743,91473,2648,7966,1050,10690,1467,23610,1847,3719,809,26436,2060,8031,1214,6985,1389,4036,1012,3420,null,null,2158,null,null,1043,null,null,1626,null,null,1886,null,null,1009,null,null,1901,null,null,1096,null,null,1239,null,null,743,null,null,2648,null,null,1050,null,null,1467,null,null,1847,null,null,809,null,null,2060,null,null,1214,null,null,1389,null,null,1012,null,null,04
11027,1518,4792,924,232,222,399,351,1452,613,322,202,1189,463,164,199,641,316,393,324,6235,1118,94,125,657,417,1080,469,972,411,1770,717,628,348,536,330,498,310,1518,null,null,924,null,null,222,null,null,351,null,null,613,null,null,202,null,null,463,null,null,199,null,null,316,null,null,324,null,null,1118,null,null,125,null,null,417,null,null,469,null,null,411,null,null,717,null,null,348,null,null,330,null,null,310,null,null,05
188079,8092,90767,4752,9158,1658,13864,1965,22816,2219,4557,819,22037,2079,6026,1176,8008,1560,4301,966,97312,4855,10581,1732,12227,1778,21770,2182,4931,1084,24684,2308,9469,1552,8581,1191,5069,1228,8092,null,null,4752,null,null,1658,null,null,1965,null,null,2219,null,null,819,null,null,2079,null,null,1176,null,null,1560,null,null,966,null,null,4855,null,null,1732,null,null,1778,null,null,2182,null,null,1084,null,null,2308,null,null,1552,null,null,1191,null,null,1228,null,null,06
35063,3154,17635,2224,1615,997,2055,641,4238,1060,1318,563,3788,980,1672,662,1736,621,1213,492,17428,1788,675,322,2031,780,3334,793,869,483,4190,1067,2979,1152,2223,762,1127,516,3154,null,null,2224,null,null,997,null,null,641,null,null,1060,null,null,563,null,null,980,null,null,662,null,null,621,null,null,492,null,null,1788,null,null,322,null,null,780,null,null,793,null,null,483,null,null,1067,null,null,1152,null,null,762,null,null,516,null,null,08
6068,1935,3042,1136,650,729,40,79,598,423,328,361,866,519,292,246,224,199,44,67,3026,1106,256,301,122,166,677,389,236,262,552,329,413,344,623,380,147,220,1935,null,null,1136,null,null,729,null,null,79,null,null,423,null,null,361,null,null,519,null,null,246,null,null,199,null,null,67,null,null,1106,null,null,301,null,null,166,null,null,389,null,null,262,null,null,329,null,null,344,null,null,380,null,null,220,null,null,09
2945,616,1601,452,92,77,320,298,382,240,0,193,419,391,3,6,166,158,219,230,1344,448,0,193,148,140,505,360,85,80,360,249,121,152,125,147,0,193,616,null,null,452,null,null,77,null,null,298,null,null,240,null,null,193,null,null,391,null,null,6,null,null,158,null,null,230,null,null,448,null,null,193,null,null,140,null,null,360,null,null,80,null,null,249,null,null,152,null,null,147,null,null,193,null,null,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
