B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,B19001F_001M,B19001F_001EA,B19001F_001MA,B19001F_002M,B19001F_002EA,B19001F_002MA,B19001F_003M,B19001F_003EA,B19001F_003MA,B19001F_004M,B19001F_004EA,B19001F_004MA,B19001F_005M,B19001F_005EA,B19001F_005MA,B19001F_006M,B19001F_006EA,B19001F_006MA,B19001F_007M,B19001F_007EA,B19001F_007MA,B19001F_008M,B19001F_008EA,B19001F_008MA,B19001F_009M,B19001F_009EA,B19001F_009MA,B19001F_010M,B19001F_010EA,B19001F_010MA,B19001F_011M,B19001F_011EA,B19001F_011MA,B19001F_012M,B19001F_012EA,B19001F_012MA,B19001F_013M,B19001F_013EA,B19001F_013MA,B19001F_014M,B19001F_014EA,B19001F_014MA,B19001F_015M,B19001F_015EA,B19001F_015MA,B19001F_016M,B19001F_016EA,B19001F_016MA,B19001F_017M,B19001F_017EA,B19001F_017MA,state
16998,1933,1331,654,698,406,1525,819,1598,679,1513,567,1026,473,618,409,1737,741,1142,564,1298,504,1978,627,1381,473,225,197,238,192,305,272,385,304,1933,null,null,654,null,null,406,null,null,819,null,null,679,null,null,567,null,null,473,null,null,409,null,null,741,null,null,564,null,null,504,null,null,627,null,null,473,null,null,197,null,null,192,null,null,272,null,null,304,null,null,47
453839,10991,34056,3371,26838,2653,28909,3129,32154,3370,28633,3067,32175,3733,27388,3483,26508,3153,24514,3188,44394,4427,50387,3591,42712,3507,28421,3496,11333,1871,8633,1873,6784,1355,10991,null,null,3371,null,null,2653,null,null,3129,null,null,3370,null,null,3067,null,null,3733,null,null,3483,null,null,3153,null,null,3188,null,null,4427,null,null,3591,null,null,3507,null,null,3496,null,null,1871,null,null,1873,null,null,1355,null,null,48
40813,2991,1686,719,1948,845,2012,862,2672,1025,2585,946,2443,969,3337,1169,3104,944,2103,857,4742,1283,5692,1445,5081,1164,1473,679,1003,626,712,477,220,189,2991,null,null,719,null,null,845,null,null,862,null,null,1025,null,null,946,null,null,969,null,null,1169,null,null,944,null,null,857,null,null,1283,null,null,1445,null,null,1164,null,null,679,null,null,626,null,null,477,null,null,189,null,null,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
56514,3408,3379,1188,3082,1537,2063,880,3281,1011,2307,963,3636,1223,3533,1338,3122,879,2387,839,4713,1345,4943,1178,9570,1897,3953,1117,2136,869,2550,1034,1859,807,3408,null,null,1188,null,null,1537,null,null,880,null,null,1011,null,null,963,null,null,1223,null,null,1338,null,null,879,null,null,839,null,null,1345,null,null,1178,null,null,1897,null,null,1117,null,null,869,null,null,1034,null,null,807,null,null,51
88533,3712,5063,1236,4794,1199,3876,1343,3387,1028,5862,1452,5423,1251,4940,1449,5859,1275,4230,1118,8293,1697,13099,2109,11219,1609,6590,1508,2547,950,1957,917,1394,832,3712,null,null,1236,null,null,1199,null,null,1343,null,null,1028,null,null,1452,null,null,1251,null,null,1449,null,null,1275,null,null,1118,null,null,1697,null,null,2109,null,null,1609,null,null,1508,null,null,950,null,null,917,null,null,832,null,null,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
34775,2687,3132,948,1411,666,2295,774,2218,779,1530,588,3809,1184,2808,768,831,431,2399,846,3018,882,3396,924,4029,970,2457,965,978,417,35,45,429,299,2687,null,null,948,null,null,666,null,null,774,null,null,779,null,null,588,null,null,1184,null,null,768,null,null,431,null,null,846,null,null,882,null,null,924,null,null,970,null,null,965,null,null,417,null,null,45,null,null,299,null,null,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
200125,6763,66124,3924,26134,2423,20416,2522,13831,2051,14062,1963,11993,1841,9001,1727,6255,1193,5173,835,8411,1701,9648,1635,4567,1073,2872,866,484,370,1020,621,134,151,6763,null,null,3924,null,null,2423,null,null,2522,null,null,2051,null,null,1963,null,null,1841,null,null,1727,null,null,1193,null,null,835,null,null,1701,null,null,1635,null,null,1073,null,null,866,null,null,370,null,null,621,null,null,151,null,null,72
16541,2001,1044,570,1702,672,1585,807,1374,695,963,586,781,507,909,492,612,470,976,605,854,489,2363,900,1819,697,1020,549,228,196,203,221,108,162,2001,null,null,570,null,null,672,null,null,807,null,null,695,null,null,586,null,null,507,null,null,492,null,null,470,null,null,605,null,null,489,null,null,900,null,null,697,null,null,549,null,null,196,null,null,221,null,null,162,null,null,01
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
156519,5734,12803,1625,11070,1779,10339,1795,10268,1591,10977,1913,9799,1596,8889,1795,12247,2103,8135,1585,15519,2005,15996,2141,17332,2173,5839,1268,3470,1023,2251,774,1585,592,5734,null,null,1625,null,null,1779,null,null,1795,null,null,1591,null,null,1913,null,null,1596,null,null,1795,null,null,2103,null,null,1585,null,null,2005,null,null,2141,null,null,2173,null,null,1268,null,null,1023,null,null,774,null,null,592,null,null,04
22001,1837,829,472,781,514,2667,1100,2813,1045,1810,779,1590,636,1095,501,2302,860,1524,810,2296,777,1906,808,1285,818,442,413,68,130,544,461,49,82,1837,null,null,472,null,null,514,null,null,1100,null,null,1045,null,null,779,null,null,636,null,null,501,null,null,860,null,null,810,null,null,777,null,null,808,null,null,818,null,null,413,null,null,130,null,null,461,null,null,82,null,null,05
1364663,15288,77310,4313,67211,4319,69936,4683,86913,4930,79299,5181,80636,4561,74362,4650,77055,4723,69200,4736,120295,5900,159459,6028,167594,6257,100972,5946,59071,4337,48807,4243,26543,2529,15288,null,null,4313,null,null,4319,null,null,4683,null,null,4930,null,null,5181,null,null,4561,null,null,4650,null,null,4723,null,null,4736,null,null,5900,null,null,6028,null,null,6257,null,null,5946,null,null,4337,null,null,4243,null,null,2529,null,null,06
67693,4228,4068,977,2893,992,3148,1016,5120,1706,3725,933,4503,1183,3669,1130,4438,1095,3312,1123,7502,1828,7150,1474,9201,1865,4946,1240,1037,385,1472,568,1509,726,4228,null,null,977,null,null,992,null,null,1016,null,null,1706,null,null,933,null,null,1183,null,null,1130,null,null,1095,null,null,1123,null,null,1828,null,null,1474,null,null,1865,null,null,1240,null,null,385,null,null,568,null,null,726,null,null,08
54843,4171,4535,1128,4104,1027,2933,863,3075,1031,3666,906,3925,1191,3363,1279,2771,901,3832,1143,6318,1471,4162,1373,5914,1404,3615,1213,1676,744,640,449,314,282,4171,null,null,1128,null,null,1027,null,null,863,null,null,1031,null,null,906,null,null,1191,null,null,1279,null,null,901,null,null,1143,null,null,1471,null,null,1373,null,null,1404,null,null,1213,null,null,744,null,null,449,null,null,282,null,null,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
11190,1387,806,617,1218,749,745,467,117,198,448,409,730,413,458,380,251,254,844,678,894,622,1438,740,767,467,1046,613,290,329,717,418,421,415,1387,null,null,617,null,null,749,null,null,467,null,null,198,null,null,409,null,null,413,null,null,380,null,null,254,null,null,678,null,null,622,null,null,740,null,null,467,null,null,613,null,null,329,null,null,418,null,null,415,null,null,11
