B06002_001E,B06002_001M,B06002_002E,B06002_002M,B06002_003E,B06002_003M,B06002_004E,B06002_004M,B06002_005E,B06002_005M,B06002_001M,B06002_001EA,B06002_001MA,B06002_002M,B06002_002EA,B06002_002MA,B06002_003M,B06002_003EA,B06002_003MA,B06002_004M,B06002_004EA,B06002_004MA,B06002_005M,B06002_005EA,B06002_005MA,state
38.6,0.2,33.2,0.3,46.4,0.3,36.2,2.8,38.8,0.9,0.2,null,null,0.3,null,null,0.3,null,null,2.8,null,null,0.9,null,null,47
34.5,0.2,26.4,0.2,44.8,0.3,34.5,0.9,42.5,0.2,0.2,null,null,0.2,null,null,0.3,null,null,0.9,null,null,0.2,null,null,48
30.7,0.1,24.2,0.3,38.3,0.6,33.3,1.7,40.4,0.5,0.1,null,null,0.3,null,null,0.6,null,null,1.7,null,null,0.5,null,null,49
43.1,0.3,34.9,0.8,48.9,0.7,40.5,4.5,47.2,3.2,0.3,null,null,0.8,null,null,0.7,null,null,4.5,null,null,3.2,null,null,50
38.2,0.2,29.1,0.2,45.4,0.3,36.0,1.2,42.1,0.4,0.2,null,null,0.2,null,null,0.3,null,null,1.2,null,null,0.4,null,null,51
37.7,0.2,26.8,0.3,47.5,0.3,37.1,1.5,42.0,0.4,0.2,null,null,0.3,null,null,0.3,null,null,1.5,null,null,0.4,null,null,53
42.3,0.3,42.1,0.4,42.8,0.8,32.8,7.5,42.0,4.0,0.3,null,null,0.4,null,null,0.8,null,null,7.5,null,null,4.0,null,null,54
39.4,0.1,36.8,0.2,45.8,0.4,36.7,2.2,40.3,0.7,0.1,null,null,0.2,null,null,0.4,null,null,2.2,null,null,0.7,null,null,55
37.2,0.4,27.8,1.4,44.5,1.1,45.7,8.5,41.9,2.9,0.4,null,null,1.4,null,null,1.1,null,null,8.5,null,null,2.9,null,null,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
39.0,0.2,36.3,0.3,44.5,0.6,35.7,2.3,39.1,0.6,0.2,null,null,0.3,null,null,0.6,null,null,2.3,null,null,0.6,null,null,01
33.5,0.3,21.0,0.7,44.5,0.8,30.9,2.2,46.1,1.8,0.3,null,null,0.7,null,null,0.8,null,null,2.2,null,null,1.8,null,null,02
37.5,0.2,19.6,0.2,51.8,0.3,38.3,2.2,44.9,0.4,0.2,null,null,0.2,null,null,0.3,null,null,2.2,null,null,0.4,null,null,04
38.0,0.2,32.6,0.4,45.7,0.5,38.6,6.8,38.7,0.8,0.2,null,null,0.4,null,null,0.5,null,null,6.8,null,null,0.8,null,null,05
36.4,0.2,24.7,0.1,54.1,0.2,36.7,0.9,46.7,0.1,0.2,null,null,0.1,null,null,0.2,null,null,0.9,null,null,0.1,null,null,06
36.7,0.2,23.6,0.3,45.9,0.3,39.0,1.4,41.2,0.5,0.2,null,null,0.3,null,null,0.3,null,null,1.4,null,null,0.5,null,null,08
40.9,0.2,32.0,0.4,49.8,0.5,43.8,1.2,45.2,0.7,0.2,null,null,0.4,null,null,0.5,null,null,1.2,null,null,0.7,null,null,09
40.6,0.4,28.0,0.6,51.3,0.7,44.4,4.8,41.0,1.1,0.4,null,null,0.6,null,null,0.7,null,null,4.8,null,null,1.1,null,null,10
33.9,0.2,26.7,0.6,35.5,0.4,35.6,3.2,41.0,1.1,0.2,null,null,0.6,null,null,0.4,null,null,3.2,null,null,1.1,null,null,11
