B19001A_001E,B19001A_001M,B19001A_002E,B19001A_002M,B19001A_003E,B19001A_003M,B19001A_004E,B19001A_004M,B19001A_005E,B19001A_005M,B19001A_006E,B19001A_006M,B19001A_007E,B19001A_007M,B19001A_008E,B19001A_008M,B19001A_009E,B19001A_009M,B19001A_010E,B19001A_010M,B19001A_011E,B19001A_011M,B19001A_012E,B19001A_012M,B19001A_013E,B19001A_013M,B19001A_014E,B19001A_014M,B19001A_015E,B19001A_015M,B19001A_016E,B19001A_016M,B19001A_017E,B19001A_017M,B19001A_001M,B19001A_001EA,B19001A_001MA,B19001A_002M,B19001A_002EA,B19001A_002MA,B19001A_003M,B19001A_003EA,B19001A_003MA,B19001A_004M,B19001A_004EA,B19001A_004MA,B19001A_005M,B19001A_005EA,B19001A_005MA,B19001A_006M,B19001A_006EA,B19001A_006MA,B19001A_007M,B19001A_007EA,B19001A_007MA,B19001A_008M,B19001A_008EA,B19001A_008MA,B19001A_009M,B19001A_009EA,B19001A_009MA,B19001A_010M,B19001A_010EA,B19001A_010MA,B19001A_011M,B19001A_011EA,B19001A_011MA,B19001A_012M,B19001A_012EA,B19001A_012MA,B19001A_013M,B19001A_013EA,B19001A_013MA,B19001A_014M,B19001A_014EA,B19001A_014MA,B19001A_015M,B19001A_015EA,B19001A_015MA,B19001A_016M,B19001A_016EA,B19001A_016MA,B19001A_017M,B19001A_017EA,B19001A_017MA,state
510056,5873,29945,2724,28362,2600,27654,2446,27476,2406,27048,2223,26887,2354,23795,2560,22696,2184,22341,2313,41624,2696,57364,3525,66163,3471,42771,3341,25009,2106,21877,1806,19044,1824,5873,null,null,2724,null,null,2600,null,null,2446,null,null,2406,null,null,2223,null,null,2354,null,null,2560,null,null,2184,null,null,2313,null,null,2696,null,null,3525,null,null,3471,null,null,3341,null,null,2106,null,null,1806,null,null,1824,null,null,23
1318819,7793,52387,3391,31671,2716,37924,2722,39061,3072,39883,2848,41566,2906,40854,3367,41987,3033,40448,2960,83852,4243,117537,4531,175556,5406,150800,6048,113458,4867,139922,4707,171913,4939,7793,null,null,3391,null,null,2716,null,null,2722,null,null,3072,null,null,2848,null,null,2906,null,null,3367,null,null,3033,null,null,2960,null,null,4243,null,null,4531,null,null,5406,null,null,6048,null,null,4867,null,null,4707,null,null,4939,null,null,24
2131900,9364,101286,4649,85699,4203,79285,4193,76026,4494,68110,3874,77759,4497,76138,3996,71776,3976,65418,4065,128925,5086,183759,6564,270494,6237,225712,7085,170297,6023,205303,5984,245913,6213,9364,null,null,4649,null,null,4203,null,null,4193,null,null,4494,null,null,3874,null,null,4497,null,null,3996,null,null,3976,null,null,4065,null,null,5086,null,null,6564,null,null,6237,null,null,7085,null,null,6023,null,null,5984,null,null,6213,null,null,25
3140156,11366,179347,5670,133615,4975,153490,4215,158943,5650,149061,4753,166490,5594,152055,5172,151265,5952,140127,5919,265114,7134,337488,8007,397577,8266,277903,6981,165473,5617,158074,5200,154134,4586,11366,null,null,5670,null,null,4975,null,null,4215,null,null,5650,null,null,4753,null,null,5594,null,null,5172,null,null,5952,null,null,5919,null,null,7134,null,null,8007,null,null,8266,null,null,6981,null,null,5617,null,null,5200,null,null,4586,null,null,26
1898036,7143,73914,2917,71638,2861,70869,3364,80146,3924,72972,3751,79721,3381,80313,3897,80464,3541,76999,3703,148734,5349,201019,6204,270039,6284,200567,5860,126359,4356,135299,4906,128983,4403,7143,null,null,2917,null,null,2861,null,null,3364,null,null,3924,null,null,3751,null,null,3381,null,null,3897,null,null,3541,null,null,3703,null,null,5349,null,null,6204,null,null,6284,null,null,5860,null,null,4356,null,null,4906,null,null,4403,null,null,27
669640,6525,47614,3288,39783,3180,33296,2967,37960,3294,32184,3547,36385,3132,31562,3052,34204,3284,27136,2600,55786,3724,65532,4431,87958,4839,54950,3844,29666,2571,30298,2889,25326,2126,6525,null,null,3288,null,null,3180,null,null,2967,null,null,3294,null,null,3547,null,null,3132,null,null,3052,null,null,3284,null,null,2600,null,null,3724,null,null,4431,null,null,4839,null,null,3844,null,null,2571,null,null,2889,null,null,2126,null,null,28
2003555,9647,117108,5503,95526,4047,97173,4721,103845,4506,99746,4295,109379,4982,100795,4376,96352,4880,92466,3673,169602,6051,218531,6108,262978,7229,169869,6139,92171,4771,92342,4577,85672,4276,9647,null,null,5503,null,null,4047,null,null,4721,null,null,4506,null,null,4295,null,null,4982,null,null,4376,null,null,4880,null,null,3673,null,null,6051,null,null,6108,null,null,7229,null,null,6139,null,null,4771,null,null,4577,null,null,4276,null,null,29
384605,4196,22846,2022,22753,2436,19770,2246,20578,2080,19943,1977,23036,2353,18929,1853,20598,1937,18977,1877,31268,2822,41706,3106,48237,2758,28802,2756,17342,1916,15015,1532,14805,1429,4196,null,null,2022,null,null,2436,null,null,2246,null,null,2080,null,null,1977,null,null,2353,null,null,1853,null,null,1937,null,null,1877,null,null,2822,null,null,3106,null,null,2758,null,null,2756,null,null,1916,null,null,1532,null,null,1429,null,null,30
678025,4876,36624,2735,29479,2251,27699,2230,31931,2167,32019,2317,36751,2655,33141,2570,32453,2427,30096,2332,52782,2973,76362,4048,92853,4087,65024,3164,35028,2361,35905,2482,29878,1912,4876,null,null,2735,null,null,2251,null,null,2230,null,null,2167,null,null,2317,null,null,2655,null,null,2570,null,null,2427,null,null,2332,null,null,2973,null,null,4048,null,null,4087,null,null,3164,null,null,2361,null,null,2482,null,null,1912,null,null,31
760688,7892,41909,3500,28416,2462,38130,2978,35299,2852,37977,3015,38765,3168,33310,3306,38935,3152,31405,2815,63255,3262,85485,4115,100523,4297,67248,4158,44230,3111,37123,2625,38678,2965,7892,null,null,3500,null,null,2462,null,null,2978,null,null,2852,null,null,3015,null,null,3168,null,null,3306,null,null,3152,null,null,2815,null,null,3262,null,null,4115,null,null,4297,null,null,4158,null,null,3111,null,null,2625,null,null,2965,null,null,32
494822,5417,18350,2373,15357,1890,17206,2284,17470,1794,19824,2279,20970,1970,20070,2065,16635,2153,20062,2400,37874,3121,55777,3411,71563,3956,54767,2868,32188,2461,39717,3025,36992,2716,5417,null,null,2373,null,null,1890,null,null,2284,null,null,1794,null,null,2279,null,null,1970,null,null,2065,null,null,2153,null,null,2400,null,null,3121,null,null,3411,null,null,3956,null,null,2868,null,null,2461,null,null,3025,null,null,2716,null,null,33
2297551,10325,95162,5020,77470,4716,80709,4528,82756,3755,78764,4231,72484,4530,77345,4616,77147,5062,71241,4040,145564,5517,205668,6565,287809,8175,243113,6993,173850,6258,229529,6633,298940,6532,10325,null,null,5020,null,null,4716,null,null,4528,null,null,3755,null,null,4231,null,null,4530,null,null,4616,null,null,5062,null,null,4040,null,null,5517,null,null,6565,null,null,8175,null,null,6993,null,null,6258,null,null,6633,null,null,6532,null,null,34
593418,6735,48115,3742,36272,2934,36535,3434,37277,2869,28049,2843,30113,2498,27198,2365,29331,2580,26143,2368,46482,3366,58499,3347,69375,3420,47389,3621,26439,2387,23022,2249,23179,2314,6735,null,null,3742,null,null,2934,null,null,3434,null,null,2869,null,null,2843,null,null,2498,null,null,2365,null,null,2580,null,null,2368,null,null,3366,null,null,3347,null,null,3420,null,null,3621,null,null,2387,null,null,2249,null,null,2314,null,null,35
4956279,18921,277383,8865,206192,6601,198556,6574,211468,6793,187572,7383,199802,6829,179432,6138,184235,6141,161986,5799,333616,8741,453043,9254,624179,12104,478224,9749,327254,9215,403319,9652,530018,9250,18921,null,null,8865,null,null,6601,null,null,6574,null,null,6793,null,null,7383,null,null,6829,null,null,6138,null,null,6141,null,null,5799,null,null,8741,null,null,9254,null,null,12104,null,null,9749,null,null,9215,null,null,9652,null,null,9250,null,null,36
2809542,11929,166305,5708,140096,6287,135752,5760,141967,5311,135199,5518,145346,5375,128617,5344,140387,5242,124712,5437,232713,6570,297619,8251,363074,8574,233665,6429,132770,5456,142264,4767,149056,4964,11929,null,null,5708,null,null,6287,null,null,5760,null,null,5311,null,null,5518,null,null,5375,null,null,5344,null,null,5242,null,null,5437,null,null,6570,null,null,8251,null,null,8574,null,null,6429,null,null,5456,null,null,4767,null,null,4964,null,null,37
283770,3572,14393,1770,11147,1467,11867,1508,11787,1592,12145,1833,12038,1523,10605,1606,12824,1674,12040,1672,24991,2590,31779,2439,40437,2576,32257,3155,16851,1466,14484,1563,14125,1505,3572,null,null,1770,null,null,1467,null,null,1508,null,null,1592,null,null,1833,null,null,1523,null,null,1606,null,null,1674,null,null,1672,null,null,2590,null,null,2439,null,null,2576,null,null,3155,null,null,1466,null,null,1563,null,null,1505,null,null,38
3858462,12411,223133,7376,174611,6510,186035,6668,196858,6098,176848,6227,196199,6904,180934,6619,189970,6428,166448,6387,339742,7750,423288,7648,506294,9800,335960,8896,203408,6360,184968,5523,173766,5352,12411,null,null,7376,null,null,6510,null,null,6668,null,null,6098,null,null,6227,null,null,6904,null,null,6619,null,null,6428,null,null,6387,null,null,7750,null,null,7648,null,null,9800,null,null,8896,null,null,6360,null,null,5523,null,null,5352,null,null,39
1125088,6379,74008,3378,58379,2871,59251,3423,60316,2789,58603,2837,62861,3072,58315,3022,54465,2659,49524,2782,90653,3401,122888,3866,139727,4706,91303,3832,51873,2746,48448,2490,44474,2565,6379,null,null,3378,null,null,2871,null,null,3423,null,null,2789,null,null,2837,null,null,3072,null,null,3022,null,null,2659,null,null,2782,null,null,3401,null,null,3866,null,null,4706,null,null,3832,null,null,2746,null,null,2490,null,null,2565,null,null,40
1389874,8073,76129,4335,61651,3652,63352,4125,70348,3888,72061,5081,68511,4017,62025,3680,61452,4102,62896,3544,110942,5110,148714,5903,181502,6750,128570,5932,73491,4319,75397,3464,72833,3467,8073,null,null,4335,null,null,3652,null,null,4125,null,null,3888,null,null,5081,null,null,4017,null,null,3680,null,null,4102,null,null,3544,null,null,5110,null,null,5903,null,null,6750,null,null,5932,null,null,4319,null,null,3464,null,null,3467,null,null,41
4159826,13998,207684,6899,180832,5576,194707,6698,209299,6228,191196,5463,195569,5467,187877,5956,186438,6663,166844,5490,336884,6995,441870,9124,546008,10751,385489,8479,245524,6011,245424,6062,238181,5933,13998,null,null,6899,null,null,5576,null,null,6698,null,null,6228,null,null,5463,null,null,5467,null,null,5956,null,null,6663,null,null,5490,null,null,6995,null,null,9124,null,null,10751,null,null,8479,null,null,6011,null,null,6062,null,null,5933,null,null,42
346708,4029,20117,2415,19218,2451,14280,1854,16837,2447,15617,2079,14876,1799,14791,1925,15812,2072,12063,1719,21225,2197,35323,2938,42709,3186,36198,2788,23141,2280,23903,2223,20598,1872,4029,null,null,2415,null,null,2451,null,null,1854,null,null,2447,null,null,2079,null,null,1799,null,null,1925,null,null,2072,null,null,1719,null,null,2197,null,null,2938,null,null,3186,null,null,2788,null,null,2280,null,null,2223,null,null,1872,null,null,44
1318703,8952,75301,4236,59618,3780,58080,4086,63322,3904,63554,3587,68975,3963,58544,3861,67718,3479,61008,3795,114024,4495,139862,5391,174925,5819,118435,5976,65173,3716,66836,3669,63328,3856,8952,null,null,4236,null,null,3780,null,null,4086,null,null,3904,null,null,3587,null,null,3963,null,null,3861,null,null,3479,null,null,3795,null,null,4495,null,null,5391,null,null,5819,null,null,5976,null,null,3716,null,null,3669,null,null,3856,null,null,45
300663,3187,14324,1528,12826,1612,12220,1545,13346,1711,14712,1827,17303,1995,14405,1918,16091,1762,14326,1706,26788,2185,35032,2173,45474,2585,25666,1840,13380,1441,12672,1684,12098,1482,3187,null,null,1528,null,null,1612,null,null,1545,null,null,1711,null,null,1827,null,null,1995,null,null,1918,null,null,1762,null,null,1706,null,null,2185,null,null,2173,null,null,2585,null,null,1840,null,null,1441,null,null,1684,null,null,1482,null,null,46
2043788,10769,137427,5924,97255,4017,108274,5058,120793,6183,109075,5898,111959,5698,104413,5165,105387,5344,92380,4725,172092,5914,208919,7303,254608,6721,153677,5598,87876,4538,91220,4336,88433,3818,10769,null,null,5924,null,null,4017,null,null,5058,null,null,6183,null,null,5898,null,null,5698,null,null,5165,null,null,5344,null,null,4725,null,null,5914,null,null,7303,null,null,6721,null,null,5598,null,null,4538,null,null,4336,null,null,3818,null,null,47
7233853,20166,419929,10710,308918,9040,317469,12360,358762,10757,350564,11938,348656,10980,320575,10064,328238,10374,289580,7755,579028,11226,726647,15108,888130,14027,651341,13158,402358,9356,436213,11630,507445,9946,20166,null,null,10710,null,null,9040,null,null,12360,null,null,10757,null,null,11938,null,null,10980,null,null,10064,null,null,10374,null,null,7755,null,null,11226,null,null,15108,null,null,14027,null,null,13158,null,null,9356,null,null,11630,null,null,9946,null,null,48
842075,5483,32901,2797,25403,2583,26142,2609,31059,3140,30008,2624,37579,3164,33464,2660,39470,3366,33600,2703,72177,3981,104985,4403,127674,5044,92966,4540,54898,3501,52677,2751,47072,3186,5483,null,null,2797,null,null,2583,null,null,2609,null,null,3140,null,null,2624,null,null,3164,null,null,2660,null,null,3366,null,null,2703,null,null,3981,null,null,4403,null,null,5044,null,null,4540,null,null,3501,null,null,2751,null,null,3186,null,null,49
244601,2941,12686,1578,14758,1653,10467,1361,12358,1825,11743,1628,12410,1411,10740,1514,10203,1252,9238,1218,20668,1824,25297,1915,33974,2101,22536,1775,13613,1545,12375,1457,11535,1232,2941,null,null,1578,null,null,1653,null,null,1361,null,null,1825,null,null,1628,null,null,1411,null,null,1514,null,null,1252,null,null,1218,null,null,1824,null,null,1915,null,null,2101,null,null,1775,null,null,1545,null,null,1457,null,null,1232,null,null,50
2234168,11942,99642,5267,75285,3881,75256,4169,80460,4496,76877,4256,90068,4783,85003,4689,86808,5096,83054,4821,164780,5474,220388,6456,290033,7508,227731,6166,161467,5824,184839,5556,232477,5859,11942,null,null,5267,null,null,3881,null,null,4169,null,null,4496,null,null,4256,null,null,4783,null,null,4689,null,null,5096,null,null,4821,null,null,5474,null,null,6456,null,null,7508,null,null,6166,null,null,5824,null,null,5556,null,null,5859,null,null,51
2239654,8996,111622,5651,78677,4440,78673,4423,87623,4573,80223,4472,92358,5162,94575,4474,94695,4758,86232,3945,169319,6204,234464,5919,312694,8406,233646,6974,147063,5082,163818,5782,173972,6147,8996,null,null,5651,null,null,4440,null,null,4423,null,null,4573,null,null,4472,null,null,5162,null,null,4474,null,null,4758,null,null,3945,null,null,6204,null,null,5919,null,null,8406,null,null,6974,null,null,5082,null,null,5782,null,null,6147,null,null,53
681842,5677,64242,4063,43866,3524,43497,3365,44141,2663,40269,2883,40042,2718,36287,3227,34719,3047,27916,2752,55217,3193,65359,3864,76420,4015,46705,3619,25490,2302,20790,2402,16882,1901,5677,null,null,4063,null,null,3524,null,null,3365,null,null,2663,null,null,2883,null,null,2718,null,null,3227,null,null,3047,null,null,2752,null,null,3193,null,null,3864,null,null,4015,null,null,3619,null,null,2302,null,null,2402,null,null,1901,null,null,54
2070534,6865,92844,3650,88463,4335,92909,3683,100573,4344,94469,4117,104194,3793,96178,3961,100620,4372,91125,4254,180877,4580,227384,5859,299691,6781,196851,5087,115025,4417,100363,4288,88968,3365,6865,null,null,3650,null,null,4335,null,null,3683,null,null,4344,null,null,4117,null,null,3793,null,null,3961,null,null,4372,null,null,4254,null,null,4580,null,null,5859,null,null,6781,null,null,5087,null,null,4417,null,null,4288,null,null,3365,null,null,55
210590,4107,11091,1640,9414,1675,10432,1740,9710,1545,10752,1650,8538,1409,10479,1648,11002,1474,8510,1665,15179,1886,23936,2414,27872,2517,22177,2369,12311,1619,10880,1448,8307,1352,4107,null,null,1640,null,null,1675,null,null,1740,null,null,1545,null,null,1650,null,null,1409,null,null,1648,null,null,1474,null,null,1665,null,null,1886,null,null,2414,null,null,2517,null,null,2369,null,null,1619,null,null,1448,null,null,1352,null,null,56
807577,10204,215386,6876,89376,4400,80894,4373,68620,3645,53981,2951,45007,3000,39974,3285,32708,3029,25861,2603,40149,3384,40121,3628,34039,2822,16778,1784,8289,1450,9012,1535,7382,1369,10204,null,null,6876,null,null,4400,null,null,4373,null,null,3645,null,null,2951,null,null,3000,null,null,3285,null,null,3029,null,null,2603,null,null,3384,null,null,3628,null,null,2822,null,null,1784,null,null,1450,null,null,1535,null,null,1369,null,null,72
1296744,9457,92992,4865,70352,4287,70189,4475,71422,4056,66253,3699,70241,4189,61923,3752,60616,4044,53163,3135,107985,5836,126420,5382,164841,5856,105574,4365,60001,3439,61521,3551,53251,3173,9457,null,null,4865,null,null,4287,null,null,4475,null,null,4056,null,null,3699,null,null,4189,null,null,3752,null,null,4044,null,null,3135,null,null,5836,null,null,5382,null,null,5856,null,null,4365,null,null,3439,null,null,3551,null,null,3173,null,null,01
182223,3018,5161,1123,4270,1033,4247,721,4966,894,5691,1141,6185,1086,5721,1088,6155,1071,6059,1374,14272,1631,18812,1806,26997,2190,23986,2634,15453,2008,19234,1772,15014,1756,3018,null,null,1123,null,null,1033,null,null,721,null,null,894,null,null,1141,null,null,1086,null,null,1088,null,null,1071,null,null,1374,null,null,1631,null,null,1806,null,null,2190,null,null,2634,null,null,2008,null,null,1772,null,null,1756,null,null,02
2043877,10588,135681,6474,92190,5245,90808,4061,100579,5051,101848,4673,98107,4953,98369,5673,100905,4690,86099,5135,178559,6018,206338,7174,263026,7388,171147,6748,103694,5053,109532,4881,106995,5113,10588,null,null,6474,null,null,5245,null,null,4061,null,null,5051,null,null,4673,null,null,4953,null,null,5673,null,null,4690,null,null,5135,null,null,6018,null,null,7174,null,null,7388,null,null,6748,null,null,5053,null,null,4881,null,null,5113,null,null,04
904072,6385,68902,4680,55146,3835,50639,3825,54241,3806,51802,3444,51799,3022,46034,3231,46217,3846,42439,2979,78536,4168,91883,4611,101317,4488,65941,3927,36360,2882,32198,2668,30618,2584,6385,null,null,4680,null,null,3835,null,null,3825,null,null,3806,null,null,3444,null,null,3022,null,null,3231,null,null,3846,null,null,2979,null,null,4168,null,null,4611,null,null,4488,null,null,3927,null,null,2882,null,null,2668,null,null,2584,null,null,05
8446438,24941,398294,10525,343070,9259,329357,7926,366225,10827,312549,8249,343543,8471,318304,9680,328188,9617,293379,9133,579055,11477,791870,14386,1045475,16519,829593,12691,544978,12093,694723,12235,927835,12155,24941,null,null,10525,null,null,9259,null,null,7926,null,null,10827,null,null,8249,null,null,8471,null,null,9680,null,null,9617,null,null,9133,null,null,11477,null,null,14386,null,null,16519,null,null,12691,null,null,12093,null,null,12235,null,null,12155,null,null,06
1839125,8478,85149,4225,66726,4847,68187,4106,77039,3870,70181,4165,76060,4551,77262,4368,76844,4288,69302,4306,144514,5755,196212,7017,253935,5774,183714,5831,116463,4896,136286,4890,141251,4731,8478,null,null,4225,null,null,4847,null,null,4106,null,null,3870,null,null,4165,null,null,4551,null,null,4368,null,null,4288,null,null,4306,null,null,5755,null,null,7017,null,null,5774,null,null,5831,null,null,4896,null,null,4890,null,null,4731,null,null,08
1088211,6867,46392,4041,33568,2906,36335,2777,38906,2868,34937,2809,40241,3226,40093,2836,37177,2667,33547,2592,68227,3892,100804,4181,143344,5307,112423,5520,87199,3929,97865,4123,137153,4648,6867,null,null,4041,null,null,2906,null,null,2777,null,null,2868,null,null,2809,null,null,3226,null,null,2836,null,null,2667,null,null,2592,null,null,3892,null,null,4181,null,null,5307,null,null,5520,null,null,3929,null,null,4123,null,null,4648,null,null,09
256511,3418,12163,1903,7649,1323,7767,1516,10348,1518,9115,1447,13859,2018,11736,1817,10148,1626,11721,1626,20586,1896,27943,2385,36741,2887,26747,2410,17749,1916,16005,1659,16234,1492,3418,null,null,1903,null,null,1323,null,null,1516,null,null,1518,null,null,1447,null,null,2018,null,null,1817,null,null,1626,null,null,1626,null,null,1896,null,null,2385,null,null,2887,null,null,2410,null,null,1916,null,null,1659,null,null,1492,null,null,10
125684,2559,5028,1184,2358,754,1969,772,2120,787,1723,652,1847,594,1488,571,2091,666,1530,677,4533,1100,8189,1186,14924,1968,14473,1673,11818,1356,18417,2241,33176,2021,2559,null,null,1184,null,null,754,null,null,772,null,null,787,null,null,652,null,null,594,null,null,571,null,null,666,null,null,677,null,null,1100,null,null,1186,null,null,1968,null,null,1673,null,null,1356,null,null,2241,null,null,2021,null,null,11
