B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,B27010_001M,B27010_001EA,B27010_001MA,B27010_002M,B27010_002EA,B27010_002MA,B27010_003M,B27010_003EA,B27010_003MA,B27010_004M,B27010_004EA,B27010_004MA,B27010_005M,B27010_005EA,B27010_005MA,B27010_006M,B27010_006EA,B27010_006MA,B27010_007M,B27010_007EA,B27010_007MA,B27010_008M,B27010_008EA,B27010_008MA,B27010_009M,B27010_009EA,B27010_009MA,B27010_010M,B27010_010EA,B27010_010MA,B27010_011M,B27010_011EA,B27010_011MA,B27010_012M,B27010_012EA,B27010_012MA,B27010_013M,B27010_013EA,B27010_013MA,B27010_014M,B27010_014EA,B27010_014MA,B27010_015M,B27010_015EA,B27010_015MA,B27010_016M,B27010_016EA,B27010_016MA,B27010_017M,B27010_017EA,B27010_017MA,B27010_018M,B27010_018EA,B27010_018MA,B27010_019M,B27010_019EA,B27010_019MA,B27010_020M,B27010_020EA,B27010_020MA,B27010_021M,B27010_021EA,B27010_021MA,B27010_022M,B27010_022EA,B27010_022MA,B27010_023M,B27010_023EA,B27010_023MA,B27010_024M,B27010_024EA,B27010_024MA,B27010_025M,B27010_025EA,B27010_025MA,B27010_026M,B27010_026EA,B27010_026MA,B27010_027M,B27010_027EA,B27010_027MA,B27010_028M,B27010_028EA,B27010_028MA,B27010_029M,B27010_029EA,B27010_029MA,B27010_030M,B27010_030EA,B27010_030MA,B27010_031M,B27010_031EA,B27010_031MA,B27010_032M,B27010_032EA,B27010_032MA,B27010_033M,B27010_033EA,B27010_033MA,B27010_034M,B27010_034EA,B27010_034MA,B27010_035M,B27010_035EA,B27010_035MA,B27010_036M,B27010_036EA,B27010_036MA,B27010_037M,B27010_037EA,B27010_037MA,B27010_038M,B27010_038EA,B27010_038MA,B27010_039M,B27010_039EA,B27010_039MA,B27010_040M,B27010_040EA,B27010_040MA,B27010_041M,B27010_041EA,B27010_041MA,B27010_042M,B27010_042EA,B27010_042MA,B27010_043M,B27010_043EA,B27010_043MA,B27010_044M,B27010_044EA,B27010_044MA,B27010_045M,B27010_045EA,B27010_045MA,B27010_046M,B27010_046EA,B27010_046MA,B27010_047M,B27010_047EA,B27010_047MA,B27010_048M,B27010_048EA,B27010_048MA,B27010_049M,B27010_049EA,B27010_049MA,B27010_050M,B27010_050EA,B27010_050MA,B27010_051M,B27010_051EA,B27010_051MA,B27010_052M,B27010_052EA,B27010_052MA,B27010_053M,B27010_053EA,B27010_053MA,B27010_054M,B27010_054EA,B27010_054MA,B27010_055M,B27010_055EA,B27010_055MA,B27010_056M,B27010_056EA,B27010_056MA,B27010_057M,B27010_057EA,B27010_057MA,B27010_058M,B27010_058EA,B27010_058MA,B27010_059M,B27010_059EA,B27010_059MA,B27010_060M,B27010_060EA,B27010_060MA,B27010_061M,B27010_061EA,B27010_061MA,B27010_062M,B27010_062EA,B27010_062MA,B27010_063M,B27010_063EA,B27010_063MA,B27010_064M,B27010_064EA,B27010_064MA,B27010_065M,B27010_065EA,B27010_065MA,B27010_066M,B27010_066EA,B27010_066MA,state
7184110,3147,1627304,1895,1467864,8822,765255,14517,89556,6747,3834,2931,558562,15015,50246,5324,411,442,118004,7358,15324,2636,286,233,1975,741,16326,3083,381,373,83712,6860,41436,4897,1683754,4253,1396580,8696,940100,10964,131822,7018,6480,1816,278772,8697,33569,3470,5837,1467,112938,5031,27169,2887,988,545,7209,1714,16124,2294,1983,723,59465,4007,174236,7579,2813894,4751,2340045,12432,1699632,13800,255213,8621,37841,3507,291560,9912,41429,3691,14370,2530,268031,9616,48903,3744,11148,1560,8470,1331,51250,4380,22304,2955,9356,1646,116600,6125,205818,8468,1059158,2844,296904,7651,26990,2477,5366,1278,262739,7567,1003,593,806,438,755652,7749,1089,465,200067,6452,235410,7236,67529,4397,228,185,24710,2504,226619,6268,6602,1538,3147,null,null,1895,null,null,8822,null,null,14517,null,null,6747,null,null,2931,null,null,15015,null,null,5324,null,null,442,null,null,7358,null,null,2636,null,null,233,null,null,741,null,null,3083,null,null,373,null,null,6860,null,null,4897,null,null,4253,null,null,8696,null,null,10964,null,null,7018,null,null,1816,null,null,8697,null,null,3470,null,null,1467,null,null,5031,null,null,2887,null,null,545,null,null,1714,null,null,2294,null,null,723,null,null,4007,null,null,7579,null,null,4751,null,null,12432,null,null,13800,null,null,8621,null,null,3507,null,null,9912,null,null,3691,null,null,2530,null,null,9616,null,null,3744,null,null,1560,null,null,1331,null,null,4380,null,null,2955,null,null,1646,null,null,6125,null,null,8468,null,null,2844,null,null,7651,null,null,2477,null,null,1278,null,null,7567,null,null,593,null,null,438,null,null,7749,null,null,465,null,null,6452,null,null,7236,null,null,4397,null,null,185,null,null,2504,null,null,6268,null,null,1538,null,null,53
1802572,374,375790,1804,340603,3798,158434,6795,9781,2090,1144,659,168729,7262,2449,998,66,103,27404,2834,3630,1276,98,153,1026,770,1455,712,100,151,21095,3123,7783,2019,370211,2300,306673,4505,185696,5377,17648,2501,1615,775,98951,4581,1481,551,1282,653,28466,2805,5704,1186,295,270,4144,1419,1919,770,343,236,16061,1751,35072,3346,721233,2364,578720,7094,382618,8001,36548,3323,23334,2771,122729,6219,6386,1707,7105,1505,90017,5662,11863,1874,10117,1717,3862,915,27853,3185,2993,874,4483,1038,28846,2896,52496,4425,335338,1692,87455,3303,5839,1284,360,196,81105,3403,137,190,14,23,247352,3787,0,193,85910,4361,60321,3991,23100,2439,0,193,16363,2241,61658,3597,531,456,374,null,null,1804,null,null,3798,null,null,6795,null,null,2090,null,null,659,null,null,7262,null,null,998,null,null,103,null,null,2834,null,null,1276,null,null,153,null,null,770,null,null,712,null,null,151,null,null,3123,null,null,2019,null,null,2300,null,null,4505,null,null,5377,null,null,2501,null,null,775,null,null,4581,null,null,551,null,null,653,null,null,2805,null,null,1186,null,null,270,null,null,1419,null,null,770,null,null,236,null,null,1751,null,null,3346,null,null,2364,null,null,7094,null,null,8001,null,null,3323,null,null,2771,null,null,6219,null,null,1707,null,null,1505,null,null,5662,null,null,1874,null,null,1717,null,null,915,null,null,3185,null,null,874,null,null,1038,null,null,2896,null,null,4425,null,null,1692,null,null,3303,null,null,1284,null,null,196,null,null,3403,null,null,190,null,null,23,null,null,3787,null,null,193,null,null,4361,null,null,3991,null,null,2439,null,null,193,null,null,2241,null,null,3597,null,null,456,null,null,54
5706681,824,1283539,2041,1149983,6664,735679,11840,50187,4052,1530,516,352771,9814,9538,2381,278,332,88148,5883,10452,1573,549,268,2815,843,2331,785,466,406,71535,5848,45408,3606,1268292,4064,1070481,6545,797344,7639,104788,5207,3601,782,154664,6519,6717,1278,3367,936,78419,4375,25020,2396,550,371,7347,1260,3191,958,1017,425,41294,3295,119392,5535,2254226,4508,1933118,9667,1497334,12249,205360,6818,28105,2106,181416,6500,9427,1424,11476,1574,188232,6641,43129,3127,9833,1298,7281,1299,48228,3477,4664,908,3755,711,71342,3630,132876,5789,900624,2121,249804,5819,15052,1744,2576,672,231944,5568,23,31,209,136,648290,6092,389,201,137490,4382,261233,6029,53491,2879,24,34,26315,1682,169348,4604,2530,784,824,null,null,2041,null,null,6664,null,null,11840,null,null,4052,null,null,516,null,null,9814,null,null,2381,null,null,332,null,null,5883,null,null,1573,null,null,268,null,null,843,null,null,785,null,null,406,null,null,5848,null,null,3606,null,null,4064,null,null,6545,null,null,7639,null,null,5207,null,null,782,null,null,6519,null,null,1278,null,null,936,null,null,4375,null,null,2396,null,null,371,null,null,1260,null,null,958,null,null,425,null,null,3295,null,null,5535,null,null,4508,null,null,9667,null,null,12249,null,null,6818,null,null,2106,null,null,6500,null,null,1424,null,null,1574,null,null,6641,null,null,3127,null,null,1298,null,null,1299,null,null,3477,null,null,908,null,null,711,null,null,3630,null,null,5789,null,null,2121,null,null,5819,null,null,1744,null,null,672,null,null,5568,null,null,31,null,null,136,null,null,6092,null,null,201,null,null,4382,null,null,6029,null,null,2879,null,null,34,null,null,1682,null,null,4604,null,null,784,null,null,55
576027,635,140464,1648,119237,3569,76957,4797,10652,2642,19,24,28939,3592,2670,979,0,197,8899,2067,1962,978,16,28,0,197,959,521,0,197,5962,1940,12328,2784,130819,2850,99733,3321,78756,3670,11430,2106,366,360,7086,1389,1532,548,563,454,6937,1428,2569,783,66,85,463,291,541,333,102,146,3196,1016,24149,2994,219609,2569,169507,4122,129910,4840,23189,2673,2772,893,7777,1991,3600,1246,2259,880,20579,2736,4415,1464,442,239,863,528,3251,927,1385,559,1095,507,9128,1452,29523,2964,85135,879,21685,2194,1511,537,112,125,20062,2105,0,197,0,197,62937,2288,232,264,14041,1786,22642,1988,4287,1089,0,197,3788,845,17947,1603,513,297,635,null,null,1648,null,null,3569,null,null,4797,null,null,2642,null,null,24,null,null,3592,null,null,979,null,null,197,null,null,2067,null,null,978,null,null,28,null,null,197,null,null,521,null,null,197,null,null,1940,null,null,2784,null,null,2850,null,null,3321,null,null,3670,null,null,2106,null,null,360,null,null,1389,null,null,548,null,null,454,null,null,1428,null,null,783,null,null,85,null,null,291,null,null,333,null,null,146,null,null,1016,null,null,2994,null,null,2569,null,null,4122,null,null,4840,null,null,2673,null,null,893,null,null,1991,null,null,1246,null,null,880,null,null,2736,null,null,1464,null,null,239,null,null,528,null,null,927,null,null,559,null,null,507,null,null,1452,null,null,2964,null,null,879,null,null,2194,null,null,537,null,null,125,null,null,2105,null,null,197,null,null,197,null,null,2288,null,null,264,null,null,1786,null,null,1988,null,null,1089,null,null,197,null,null,845,null,null,1603,null,null,297,null,null,56
3384148,818,695620,241,650249,3774,172024,8815,59671,5632,6145,1550,410221,11110,2188,1116,0,222,25766,3345,1555,673,0,222,650,427,715,461,61,118,22785,3336,19605,2983,745707,4378,649051,7409,198878,8170,71674,5698,7835,1508,368436,9217,1814,757,414,371,18501,2503,3210,1007,395,338,3617,1179,313,260,256,279,10710,1786,78155,5259,1303348,4293,1068540,9087,418435,10431,128474,7178,53350,4459,460918,9785,2962,849,4401,1139,129199,6519,11661,1696,6946,1336,8106,1612,67804,5376,1202,549,2697,828,30783,2975,105609,6058,639473,502,227103,6170,11020,1462,5903,1045,208948,6028,195,219,1037,510,407558,6421,446,344,54677,3659,62175,3949,228706,6425,0,222,19423,2113,42131,3078,4812,1102,818,null,null,241,null,null,3774,null,null,8815,null,null,5632,null,null,1550,null,null,11110,null,null,1116,null,null,222,null,null,3345,null,null,673,null,null,222,null,null,427,null,null,461,null,null,118,null,null,3336,null,null,2983,null,null,4378,null,null,7409,null,null,8170,null,null,5698,null,null,1508,null,null,9217,null,null,757,null,null,371,null,null,2503,null,null,1007,null,null,338,null,null,1179,null,null,260,null,null,279,null,null,1786,null,null,5259,null,null,4293,null,null,9087,null,null,10431,null,null,7178,null,null,4459,null,null,9785,null,null,849,null,null,1139,null,null,6519,null,null,1696,null,null,1336,null,null,1612,null,null,5376,null,null,549,null,null,828,null,null,2975,null,null,6058,null,null,502,null,null,6170,null,null,1462,null,null,1045,null,null,6028,null,null,219,null,null,510,null,null,6421,null,null,344,null,null,3659,null,null,3949,null,null,6425,null,null,222,null,null,2113,null,null,3078,null,null,1102,null,null,72
4782529,1623,1098052,3399,1015804,6808,469668,13145,52714,4545,3209,1246,461945,13223,27828,3895,440,445,55516,5015,11418,2317,746,550,1958,632,6290,1765,156,175,34948,3562,26732,3653,1064632,5962,802263,8732,566537,9751,103159,6185,4621,1747,105173,5711,19137,2566,3636,1315,71250,4414,20302,2128,1235,466,7291,1750,6009,1477,615,400,35798,3383,191119,9485,1856871,6283,1405597,10376,1039595,13519,164504,7503,60173,4116,105515,6472,25747,3218,10063,1718,237538,8092,41758,4010,19847,2460,14701,2261,51129,3395,16331,2298,7748,1477,86024,4671,213736,9656,762974,2994,210195,6424,10823,1654,2693,1300,195985,6034,269,321,425,329,549393,6800,275,245,140158,5062,143546,4855,62219,3770,92,112,16018,1727,187085,5506,3386,1420,1623,null,null,3399,null,null,6808,null,null,13145,null,null,4545,null,null,1246,null,null,13223,null,null,3895,null,null,445,null,null,5015,null,null,2317,null,null,550,null,null,632,null,null,1765,null,null,175,null,null,3562,null,null,3653,null,null,5962,null,null,8732,null,null,9751,null,null,6185,null,null,1747,null,null,5711,null,null,2566,null,null,1315,null,null,4414,null,null,2128,null,null,466,null,null,1750,null,null,1477,null,null,400,null,null,3383,null,null,9485,null,null,6283,null,null,10376,null,null,13519,null,null,7503,null,null,4116,null,null,6472,null,null,3218,null,null,1718,null,null,8092,null,null,4010,null,null,2460,null,null,2261,null,null,3395,null,null,2298,null,null,1477,null,null,4671,null,null,9656,null,null,2994,null,null,6424,null,null,1654,null,null,1300,null,null,6034,null,null,321,null,null,329,null,null,6800,null,null,245,null,null,5062,null,null,4855,null,null,3770,null,null,112,null,null,1727,null,null,5506,null,null,1420,null,null,01
718419,1649,186839,591,151640,3810,75018,5312,5518,1645,252,218,53649,3459,17203,3123,0,155,16605,2955,1238,695,0,155,306,356,4912,1734,0,155,10149,2089,18594,2770,181656,2642,126308,3525,84596,4443,9377,1863,374,288,20259,2417,10800,1918,902,593,15442,2366,2802,849,157,253,1129,637,4000,1133,167,175,7187,1508,39906,3163,275528,2511,204493,3644,152866,3625,16244,1756,1969,761,21917,2064,9411,1859,2086,792,29554,2876,5432,1524,661,328,418,299,3736,909,4438,1001,548,314,14321,1938,41481,3319,74396,1042,19472,2054,2467,657,142,124,16830,2125,0,155,33,39,54277,2028,56,94,21565,1872,4932,906,7393,1326,19,33,2844,664,17468,1844,647,297,1649,null,null,591,null,null,3810,null,null,5312,null,null,1645,null,null,218,null,null,3459,null,null,3123,null,null,155,null,null,2955,null,null,695,null,null,155,null,null,356,null,null,1734,null,null,155,null,null,2089,null,null,2770,null,null,2642,null,null,3525,null,null,4443,null,null,1863,null,null,288,null,null,2417,null,null,1918,null,null,593,null,null,2366,null,null,849,null,null,253,null,null,637,null,null,1133,null,null,175,null,null,1508,null,null,3163,null,null,2511,null,null,3644,null,null,3625,null,null,1756,null,null,761,null,null,2064,null,null,1859,null,null,792,null,null,2876,null,null,1524,null,null,328,null,null,299,null,null,909,null,null,1001,null,null,314,null,null,1938,null,null,3319,null,null,1042,null,null,2054,null,null,657,null,null,124,null,null,2125,null,null,155,null,null,39,null,null,2028,null,null,94,null,null,1872,null,null,906,null,null,1326,null,null,33,null,null,664,null,null,1844,null,null,297,null,null,02
6824645,1497,1629040,1260,1422593,10439,691729,13922,99882,7597,2259,883,604822,15831,23430,3486,471,368,87001,5563,14619,2301,547,319,2381,915,6622,1489,282,287,62550,5283,119446,8970,1551985,3602,1222034,10586,766446,11421,130447,6610,4478,1055,296673,9340,19528,3297,4462,1161,75636,5411,25205,3091,593,420,7508,1729,3853,1192,1388,673,37089,3382,254315,9408,2484180,3331,1982242,10241,1311288,14213,231172,8447,44843,3106,350418,11549,26933,3206,17588,2504,202162,7816,38158,3966,9903,1574,5375,1272,43899,3764,12055,2055,9637,1913,83135,4753,299776,9386,1159440,1437,412201,8383,23266,2654,5957,1186,381416,8408,325,276,1237,664,739538,8391,1464,636,168866,6083,226103,6789,85489,4420,0,204,38583,3239,219033,7260,7701,1429,1497,null,null,1260,null,null,10439,null,null,13922,null,null,7597,null,null,883,null,null,15831,null,null,3486,null,null,368,null,null,5563,null,null,2301,null,null,319,null,null,915,null,null,1489,null,null,287,null,null,5283,null,null,8970,null,null,3602,null,null,10586,null,null,11421,null,null,6610,null,null,1055,null,null,9340,null,null,3297,null,null,1161,null,null,5411,null,null,3091,null,null,420,null,null,1729,null,null,1192,null,null,673,null,null,3382,null,null,9408,null,null,3331,null,null,10241,null,null,14213,null,null,8447,null,null,3106,null,null,11549,null,null,3206,null,null,2504,null,null,7816,null,null,3966,null,null,1574,null,null,1272,null,null,3764,null,null,2055,null,null,1913,null,null,4753,null,null,9386,null,null,1437,null,null,8383,null,null,2654,null,null,1186,null,null,8408,null,null,276,null,null,664,null,null,8391,null,null,636,null,null,6083,null,null,6789,null,null,4420,null,null,204,null,null,3239,null,null,7260,null,null,1429,null,null,04
2934272,895,705155,2282,640254,5649,258161,9737,31013,3689,1281,602,340235,10053,9212,2519,352,326,39358,4117,4308,1528,389,304,2156,875,2837,1376,192,294,29476,3406,25543,3697,655567,4038,519345,7313,332186,7747,58392,4709,3433,1148,117162,5716,6222,1619,1950,990,36840,3816,7784,1337,693,606,4234,921,2566,802,567,389,20996,2941,99382,6180,1101949,5073,863850,8276,568892,9188,107486,4820,37007,3433,129498,6649,11800,2167,9167,1664,133415,5955,19609,2568,8133,1546,6258,1119,37167,3658,5703,1301,5197,1078,51348,3971,104684,6712,471601,2625,143490,4810,6570,1438,808,446,135395,4647,312,408,405,286,325945,5600,27,50,59452,2880,105457,4676,37616,3066,0,197,19416,2305,103977,4813,2166,977,895,null,null,2282,null,null,5649,null,null,9737,null,null,3689,null,null,602,null,null,10053,null,null,2519,null,null,326,null,null,4117,null,null,1528,null,null,304,null,null,875,null,null,1376,null,null,294,null,null,3406,null,null,3697,null,null,4038,null,null,7313,null,null,7747,null,null,4709,null,null,1148,null,null,5716,null,null,1619,null,null,990,null,null,3816,null,null,1337,null,null,606,null,null,921,null,null,802,null,null,389,null,null,2941,null,null,6180,null,null,5073,null,null,8276,null,null,9188,null,null,4820,null,null,3433,null,null,6649,null,null,2167,null,null,1664,null,null,5955,null,null,2568,null,null,1546,null,null,1119,null,null,3658,null,null,1301,null,null,1078,null,null,3971,null,null,6712,null,null,2625,null,null,4810,null,null,1438,null,null,446,null,null,4647,null,null,408,null,null,286,null,null,5600,null,null,50,null,null,2880,null,null,4676,null,null,3066,null,null,197,null,null,2305,null,null,4813,null,null,977,null,null,05
38763815,5125,9079778,2749,8319248,17275,3950815,36760,503458,16787,52954,7104,3707784,36695,103489,9231,748,510,492715,12630,67343,4509,2543,745,34907,4582,29434,3791,683,406,357805,12700,267815,13899,9541235,7523,7956689,23564,4775002,32770,910750,19353,47139,4401,2118575,25205,81971,6146,23252,3088,474991,12860,142036,6188,6575,1380,41102,3635,27186,3070,7066,1506,251026,9733,1109555,20962,14890613,6579,12406631,27093,8176849,36721,1498375,22941,183825,8076,2410572,27056,80925,5710,56085,3685,1072302,17847,241284,8406,46287,3493,26222,3032,272343,9369,36015,3314,29482,2807,420669,8661,1411680,20479,5252189,3570,1753805,17148,177572,7975,33064,3381,1537074,16519,1139,423,4956,1043,3443531,17586,5370,1027,962804,15473,759790,12857,855957,14197,1034,453,107335,5769,751241,12079,54853,4289,5125,null,null,2749,null,null,17275,null,null,36760,null,null,16787,null,null,7104,null,null,36695,null,null,9231,null,null,510,null,null,12630,null,null,4509,null,null,745,null,null,4582,null,null,3791,null,null,406,null,null,12700,null,null,13899,null,null,7523,null,null,23564,null,null,32770,null,null,19353,null,null,4401,null,null,25205,null,null,6146,null,null,3088,null,null,12860,null,null,6188,null,null,1380,null,null,3635,null,null,3070,null,null,1506,null,null,9733,null,null,20962,null,null,6579,null,null,27093,null,null,36721,null,null,22941,null,null,8076,null,null,27056,null,null,5710,null,null,3685,null,null,17847,null,null,8406,null,null,3493,null,null,3032,null,null,9369,null,null,3314,null,null,2807,null,null,8661,null,null,20479,null,null,3570,null,null,17148,null,null,7975,null,null,3381,null,null,16519,null,null,423,null,null,1043,null,null,17586,null,null,1027,null,null,15473,null,null,12857,null,null,14197,null,null,453,null,null,5769,null,null,12079,null,null,4289,null,null,06
5447760,2796,1258167,1463,1142465,7049,608798,10655,90108,6263,3562,1489,402773,12118,36358,3359,866,1050,65053,4544,9669,1869,153,193,1748,740,7633,1648,154,223,45696,4174,50649,5777,1325514,4827,1092621,8605,718411,12952,128480,6609,5248,1515,209015,7794,26537,3131,4930,1316,69440,4067,18807,2293,665,358,3768,1258,8345,1470,1710,733,36145,3038,163453,7815,2136188,3985,1776181,9929,1265818,11465,226475,8149,28022,2821,211099,7550,32950,3162,11817,1777,169626,5409,34700,3082,7309,1132,5352,1391,32277,2424,13521,1817,5985,1279,70482,4003,190381,7507,727891,2268,253083,6308,21203,2479,3129,961,228170,5966,169,141,412,309,469548,6647,431,339,119010,4625,144935,5317,43683,2875,44,71,20079,1878,141366,3941,5260,1259,2796,null,null,1463,null,null,7049,null,null,10655,null,null,6263,null,null,1489,null,null,12118,null,null,3359,null,null,1050,null,null,4544,null,null,1869,null,null,193,null,null,740,null,null,1648,null,null,223,null,null,4174,null,null,5777,null,null,4827,null,null,8605,null,null,12952,null,null,6609,null,null,1515,null,null,7794,null,null,3131,null,null,1316,null,null,4067,null,null,2293,null,null,358,null,null,1258,null,null,1470,null,null,733,null,null,3038,null,null,7815,null,null,3985,null,null,9929,null,null,11465,null,null,8149,null,null,2821,null,null,7550,null,null,3162,null,null,1777,null,null,5409,null,null,3082,null,null,1132,null,null,1391,null,null,2424,null,null,1817,null,null,1279,null,null,4003,null,null,7507,null,null,2268,null,null,6308,null,null,2479,null,null,961,null,null,5966,null,null,141,null,null,309,null,null,6647,null,null,339,null,null,4625,null,null,5317,null,null,2875,null,null,71,null,null,1878,null,null,3941,null,null,1259,null,null,08
3525154,1010,751459,629,692772,5940,414214,10026,33463,3713,393,328,238760,9249,5942,1696,0,200,37820,4016,5555,1151,84,149,854,449,2255,979,0,200,29072,3717,20867,4191,776818,2976,678453,6705,454483,7696,73239,4399,2471,931,141780,6620,4738,1226,1742,634,34675,3213,10825,1751,1365,1042,2862,801,1561,708,374,293,17688,2671,63690,5409,1440616,3018,1259156,6931,936773,9777,122533,5258,19651,2131,170367,7281,5249,1250,4583,1345,96396,4488,21900,2133,7175,1256,3834,925,26237,3138,4130,909,1801,649,31319,2863,85064,5951,556261,1411,176839,5061,19458,1751,2464,819,154838,5349,0,200,79,93,376829,5155,414,255,127937,4496,103675,4486,41794,2911,0,200,8179,1162,94830,3915,2593,936,1010,null,null,629,null,null,5940,null,null,10026,null,null,3713,null,null,328,null,null,9249,null,null,1696,null,null,200,null,null,4016,null,null,1151,null,null,149,null,null,449,null,null,979,null,null,200,null,null,3717,null,null,4191,null,null,2976,null,null,6705,null,null,7696,null,null,4399,null,null,931,null,null,6620,null,null,1226,null,null,634,null,null,3213,null,null,1751,null,null,1042,null,null,801,null,null,708,null,null,293,null,null,2671,null,null,5409,null,null,3018,null,null,6931,null,null,9777,null,null,5258,null,null,2131,null,null,7281,null,null,1250,null,null,1345,null,null,4488,null,null,2133,null,null,1256,null,null,925,null,null,3138,null,null,909,null,null,649,null,null,2863,null,null,5951,null,null,1411,null,null,5061,null,null,1751,null,null,819,null,null,5349,null,null,200,null,null,93,null,null,5155,null,null,255,null,null,4496,null,null,4486,null,null,2911,null,null,200,null,null,1162,null,null,3915,null,null,936,null,null,09
937935,681,203704,278,185877,2767,104053,4788,10320,2697,295,358,67291,4188,3857,1924,61,97,11584,2514,1250,588,0,193,858,766,795,458,0,193,8681,2480,6243,1696,207973,1115,174871,3178,117247,4613,16412,2160,856,478,37354,3373,2679,1102,323,264,11463,1806,4578,1325,279,252,841,404,1300,550,52,90,4413,1133,21639,2631,363623,1137,312172,3537,232087,5781,25791,2940,8155,1762,40979,4137,3639,1110,1521,905,27808,2449,6202,1125,2111,680,966,545,5434,1230,2507,961,430,247,10158,1634,23643,2564,162635,743,42747,3498,2943,992,691,486,39113,3266,0,193,0,193,118274,3534,177,273,44836,3108,25640,1904,8492,1683,11,18,2662,815,36456,2521,1614,1136,681,null,null,278,null,null,2767,null,null,4788,null,null,2697,null,null,358,null,null,4188,null,null,1924,null,null,97,null,null,2514,null,null,588,null,null,193,null,null,766,null,null,458,null,null,193,null,null,2480,null,null,1696,null,null,1115,null,null,3178,null,null,4613,null,null,2160,null,null,478,null,null,3373,null,null,1102,null,null,264,null,null,1806,null,null,1325,null,null,252,null,null,404,null,null,550,null,null,90,null,null,1133,null,null,2631,null,null,1137,null,null,3537,null,null,5781,null,null,2940,null,null,1762,null,null,4137,null,null,1110,null,null,905,null,null,2449,null,null,1125,null,null,680,null,null,545,null,null,1230,null,null,961,null,null,247,null,null,1634,null,null,2564,null,null,743,null,null,3498,null,null,992,null,null,486,null,null,3266,null,null,193,null,null,193,null,null,3534,null,null,273,null,null,3108,null,null,1904,null,null,1683,null,null,18,null,null,815,null,null,2521,null,null,1136,null,null,10
670985,594,120313,582,110055,2326,50115,3999,4052,1313,215,350,53755,3919,1918,792,0,203,6517,1813,513,262,0,203,448,351,261,196,0,203,5295,1727,3741,1600,230933,682,207694,2839,135530,4101,27284,2793,176,225,42545,3275,2087,700,72,119,12297,2321,5709,1890,13,32,1389,670,583,295,116,192,4487,1372,10942,1886,242945,869,209281,3147,136849,4874,19186,2745,2257,761,48053,3553,1648,612,1288,741,22594,2361,3906,876,995,487,51,86,7524,1581,790,407,1123,618,8205,1346,11070,2363,76794,686,18591,1841,4708,786,395,320,13255,1691,67,110,166,163,57610,1940,155,189,20891,1864,7181,1299,11768,1735,0,203,1472,607,16143,1860,593,475,594,null,null,582,null,null,2326,null,null,3999,null,null,1313,null,null,350,null,null,3919,null,null,792,null,null,203,null,null,1813,null,null,262,null,null,203,null,null,351,null,null,196,null,null,203,null,null,1727,null,null,1600,null,null,682,null,null,2839,null,null,4101,null,null,2793,null,null,225,null,null,3275,null,null,700,null,null,119,null,null,2321,null,null,1890,null,null,32,null,null,670,null,null,295,null,null,192,null,null,1372,null,null,1886,null,null,869,null,null,3147,null,null,4874,null,null,2745,null,null,761,null,null,3553,null,null,612,null,null,741,null,null,2361,null,null,876,null,null,487,null,null,86,null,null,1581,null,null,407,null,null,618,null,null,1346,null,null,2363,null,null,686,null,null,1841,null,null,786,null,null,320,null,null,1691,null,null,110,null,null,163,null,null,1940,null,null,189,null,null,1864,null,null,1299,null,null,1735,null,null,203,null,null,607,null,null,1860,null,null,475,null,null,11
