B27010_001E,B27010_001M,B27010_002E,B27010_002M,B27010_003E,B27010_003M,B27010_004E,B27010_004M,B27010_005E,B27010_005M,B27010_006E,B27010_006M,B27010_007E,B27010_007M,B27010_008E,B27010_008M,B27010_009E,B27010_009M,B27010_010E,B27010_010M,B27010_011E,B27010_011M,B27010_012E,B27010_012M,B27010_013E,B27010_013M,B27010_014E,B27010_014M,B27010_015E,B27010_015M,B27010_016E,B27010_016M,B27010_017E,B27010_017M,B27010_018E,B27010_018M,B27010_019E,B27010_019M,B27010_020E,B27010_020M,B27010_021E,B27010_021M,B27010_022E,B27010_022M,B27010_023E,B27010_023M,B27010_024E,B27010_024M,B27010_025E,B27010_025M,B27010_026E,B27010_026M,B27010_027E,B27010_027M,B27010_028E,B27010_028M,B27010_029E,B27010_029M,B27010_030E,B27010_030M,B27010_031E,B27010_031M,B27010_032E,B27010_032M,B27010_033E,B27010_033M,B27010_034E,B27010_034M,B27010_035E,B27010_035M,B27010_036E,B27010_036M,B27010_037E,B27010_037M,B27010_038E,B27010_038M,B27010_039E,B27010_039M,B27010_040E,B27010_040M,B27010_041E,B27010_041M,B27010_042E,B27010_042M,B27010_043E,B27010_043M,B27010_044E,B27010_044M,B27010_045E,B27010_045M,B27010_046E,B27010_046M,B27010_047E,B27010_047M,B27010_048E,B27010_048M,B27010_049E,B27010_049M,B27010_050E,B27010_050M,B27010_051E,B27010_051M,B27010_052E,B27010_052M,B27010_053E,B27010_053M,B27010_054E,B27010_054M,B27010_055E,B27010_055M,B27010_056E,B27010_056M,B27010_057E,B27010_057M,B27010_058E,B27010_058M,B27010_059E,B27010_059M,B27010_060E,B27010_060M,B27010_061E,B27010_061M,B27010_062E,B27010_062M,B27010_063E,B27010_063M,B27010_064E,B27010_064M,B27010_065E,B27010_065M,B27010_066E,B27010_066M,B27010_001M,B27010_001EA,B27010_001MA,B27010_002M,B27010_002EA,B27010_002MA,B27010_003M,B27010_003EA,B27010_003MA,B27010_004M,B27010_004EA,B27010_004MA,B27010_005M,B27010_005EA,B27010_005MA,B27010_006M,B27010_006EA,B27010_006MA,B27010_007M,B27010_007EA,B27010_007MA,B27010_008M,B27010_008EA,B27010_008MA,B27010_009M,B27010_009EA,B27010_009MA,B27010_010M,B27010_010EA,B27010_010MA,B27010_011M,B27010_011EA,B27010_011MA,B27010_012M,B27010_012EA,B27010_012MA,B27010_013M,B27010_013EA,B27010_013MA,B27010_014M,B27010_014EA,B27010_014MA,B27010_015M,B27010_015EA,B27010_015MA,B27010_016M,B27010_016EA,B27010_016MA,B27010_017M,B27010_017EA,B27010_017MA,B27010_018M,B27010_018EA,B27010_018MA,B27010_019M,B27010_019EA,B27010_019MA,B27010_020M,B27010_020EA,B27010_020MA,B27010_021M,B27010_021EA,B27010_021MA,B27010_022M,B27010_022EA,B27010_022MA,B27010_023M,B27010_023EA,B27010_023MA,B27010_024M,B27010_024EA,B27010_024MA,B27010_025M,B27010_025EA,B27010_025MA,B27010_026M,B27010_026EA,B27010_026MA,B27010_027M,B27010_027EA,B27010_027MA,B27010_028M,B27010_028EA,B27010_028MA,B27010_029M,B27010_029EA,B27010_029MA,B27010_030M,B27010_030EA,B27010_030MA,B27010_031M,B27010_031EA,B27010_031MA,B27010_032M,B27010_032EA,B27010_032MA,B27010_033M,B27010_033EA,B27010_033MA,B27010_034M,B27010_034EA,B27010_034MA,B27010_035M,B27010_035EA,B27010_035MA,B27010_036M,B27010_036EA,B27010_036MA,B27010_037M,B27010_037EA,B27010_037MA,B27010_038M,B27010_038EA,B27010_038MA,B27010_039M,B27010_039EA,B27010_039MA,B27010_040M,B27010_040EA,B27010_040MA,B27010_041M,B27010_041EA,B27010_041MA,B27010_042M,B27010_042EA,B27010_042MA,B27010_043M,B27010_043EA,B27010_043MA,B27010_044M,B27010_044EA,B27010_044MA,B27010_045M,B27010_045EA,B27010_045MA,B27010_046M,B27010_046EA,B27010_046MA,B27010_047M,B27010_047EA,B27010_047MA,B27010_048M,B27010_048EA,B27010_048MA,B27010_049M,B27010_049EA,B27010_049MA,B27010_050M,B27010_050EA,B27010_050MA,B27010_051M,B27010_051EA,B27010_051MA,B27010_052M,B27010_052EA,B27010_052MA,B27010_053M,B27010_053EA,B27010_053MA,B27010_054M,B27010_054EA,B27010_054MA,B27010_055M,B27010_055EA,B27010_055MA,B27010_056M,B27010_056EA,B27010_056MA,B27010_057M,B27010_057EA,B27010_057MA,B27010_058M,B27010_058EA,B27010_058MA,B27010_059M,B27010_059EA,B27010_059MA,B27010_060M,B27010_060EA,B27010_060MA,B27010_061M,B27010_061EA,B27010_061MA,B27010_062M,B27010_062EA,B27010_062MA,B27010_063M,B27010_063EA,B27010_063MA,B27010_064M,B27010_064EA,B27010_064MA,B27010_065M,B27010_065EA,B27010_065MA,B27010_066M,B27010_066EA,B27010_066MA,state
1317148,565,254723,993,226603,3107,133224,5729,13138,2293,501,410,75603,5175,3880,1326,257,311,16501,2008,3213,1032,99,174,570,358,1368,785,84,105,11167,1734,11619,2436,263376,2075,209496,3948,146684,4943,25363,3108,688,532,33446,2625,2689,1018,626,357,16868,2131,4129,1034,175,186,3782,1029,1488,786,275,195,7019,1290,37012,3687,549566,1993,433346,5354,315468,5780,55725,4260,9140,1397,43942,3550,5418,1292,3653,875,59119,4349,8895,1332,2634,762,2342,557,22073,3315,2321,699,2672,858,18182,1800,57101,4125,249483,1212,63059,3011,6555,1335,1033,490,55247,2851,137,101,87,90,186183,3180,422,437,39083,2644,57092,3309,23566,2421,0,172,8547,1223,57473,2901,241,154,565,null,null,993,null,null,3107,null,null,5729,null,null,2293,null,null,410,null,null,5175,null,null,1326,null,null,311,null,null,2008,null,null,1032,null,null,174,null,null,358,null,null,785,null,null,105,null,null,1734,null,null,2436,null,null,2075,null,null,3948,null,null,4943,null,null,3108,null,null,532,null,null,2625,null,null,1018,null,null,357,null,null,2131,null,null,1034,null,null,186,null,null,1029,null,null,786,null,null,195,null,null,1290,null,null,3687,null,null,1993,null,null,5354,null,null,5780,null,null,4260,null,null,1397,null,null,3550,null,null,1292,null,null,875,null,null,4349,null,null,1332,null,null,762,null,null,557,null,null,3315,null,null,699,null,null,858,null,null,1800,null,null,4125,null,null,1212,null,null,3011,null,null,1335,null,null,490,null,null,2851,null,null,101,null,null,90,null,null,3180,null,null,437,null,null,2644,null,null,3309,null,null,2421,null,null,172,null,null,1223,null,null,2901,null,null,154,null,null,23
5918535,2341,1344588,1197,1224968,7902,722593,13902,66337,5524,7272,2708,397646,14398,30589,4092,531,587,74665,6248,14494,2172,432,307,3134,1087,11654,2707,198,212,44753,4842,44955,6115,1338778,3642,1118299,9350,782019,11218,113007,5841,4944,1419,195651,8300,20322,2571,2356,894,75179,5184,22490,2134,1685,682,5828,1503,8143,1839,439,337,36594,3588,145300,8410,2382988,3613,2005164,9876,1530180,13208,193279,7111,33526,3188,203402,8822,36179,3947,8598,1594,212875,6063,52643,3488,13463,1813,4724,1029,39365,3353,20585,2398,4227,1115,77868,3596,164949,7790,852181,1751,214463,7430,34709,2973,4478,1264,173933,6771,925,669,418,324,629743,7632,1506,531,250429,6548,126875,5270,53448,4101,344,240,13442,1564,183699,6446,7975,1470,2341,null,null,1197,null,null,7902,null,null,13902,null,null,5524,null,null,2708,null,null,14398,null,null,4092,null,null,587,null,null,6248,null,null,2172,null,null,307,null,null,1087,null,null,2707,null,null,212,null,null,4842,null,null,6115,null,null,3642,null,null,9350,null,null,11218,null,null,5841,null,null,1419,null,null,8300,null,null,2571,null,null,894,null,null,5184,null,null,2134,null,null,682,null,null,1503,null,null,1839,null,null,337,null,null,3588,null,null,8410,null,null,3613,null,null,9876,null,null,13208,null,null,7111,null,null,3188,null,null,8822,null,null,3947,null,null,1594,null,null,6063,null,null,3488,null,null,1813,null,null,1029,null,null,3353,null,null,2398,null,null,1115,null,null,3596,null,null,7790,null,null,1751,null,null,7430,null,null,2973,null,null,1264,null,null,6771,null,null,669,null,null,324,null,null,7632,null,null,531,null,null,6548,null,null,5270,null,null,4101,null,null,240,null,null,1564,null,null,6446,null,null,1470,null,null,24
6736017,1301,1375244,1168,1268915,6791,794181,12802,59325,4344,586,582,407464,11621,7359,1804,0,203,93620,6288,16597,2809,815,633,1375,668,3736,1473,318,304,70779,5192,12709,2635,1642148,3239,1456895,8348,971353,12369,154054,6945,2020,699,321171,9860,6430,1536,1867,846,111640,5432,45554,3808,1236,610,8952,1638,2625,890,1255,577,52018,3854,73613,6214,2682554,3765,2363193,10056,1746426,18541,176550,7870,24018,2917,401270,13065,10132,2105,4797,1313,238113,7754,57625,4259,11843,1705,5493,1182,62856,3969,4003,1057,6067,1386,90226,5424,81248,6051,1036071,1969,269263,6581,43452,3008,5140,1372,220285,6324,203,226,183,176,763319,6622,1070,421,239017,6697,197691,6645,111610,5193,198,193,13735,1876,199998,5725,3489,956,1301,null,null,1168,null,null,6791,null,null,12802,null,null,4344,null,null,582,null,null,11621,null,null,1804,null,null,203,null,null,6288,null,null,2809,null,null,633,null,null,668,null,null,1473,null,null,304,null,null,5192,null,null,2635,null,null,3239,null,null,8348,null,null,12369,null,null,6945,null,null,699,null,null,9860,null,null,1536,null,null,846,null,null,5432,null,null,3808,null,null,610,null,null,1638,null,null,890,null,null,577,null,null,3854,null,null,6214,null,null,3765,null,null,10056,null,null,18541,null,null,7870,null,null,2917,null,null,13065,null,null,2105,null,null,1313,null,null,7754,null,null,4259,null,null,1705,null,null,1182,null,null,3969,null,null,1057,null,null,1386,null,null,5424,null,null,6051,null,null,1969,null,null,6581,null,null,3008,null,null,1372,null,null,6324,null,null,226,null,null,176,null,null,6622,null,null,421,null,null,6697,null,null,6645,null,null,5193,null,null,193,null,null,1876,null,null,5725,null,null,956,null,null,25
9818099,823,2187554,2053,1984591,8242,1130402,14390,94520,7103,2854,1214,745607,13459,10995,2166,213,163,139727,6229,17030,2655,891,510,5183,1265,3937,1127,398,258,112288,5399,63236,4820,2195167,4381,1849054,10329,1217648,12618,178498,7075,6851,1290,433551,9973,8042,1359,4464,1054,130647,5057,34352,2781,1938,837,16013,2027,4833,1125,1688,485,71823,3899,215466,7514,3864455,4228,3245459,11672,2360209,15549,318833,9937,68485,4009,471778,10455,12043,1575,14111,1859,374811,9614,65982,4108,36042,2369,16735,1900,105975,5558,8920,1569,11403,1457,129754,5274,244185,8305,1570923,2328,322253,8513,24881,2389,3955,859,292466,7767,33,34,918,451,1244567,8466,624,281,483167,8672,321355,6774,89819,3853,54,54,28180,2282,321368,6387,4103,1063,823,null,null,2053,null,null,8242,null,null,14390,null,null,7103,null,null,1214,null,null,13459,null,null,2166,null,null,163,null,null,6229,null,null,2655,null,null,510,null,null,1265,null,null,1127,null,null,258,null,null,5399,null,null,4820,null,null,4381,null,null,10329,null,null,12618,null,null,7075,null,null,1290,null,null,9973,null,null,1359,null,null,1054,null,null,5057,null,null,2781,null,null,837,null,null,2027,null,null,1125,null,null,485,null,null,3899,null,null,7514,null,null,4228,null,null,11672,null,null,15549,null,null,9937,null,null,4009,null,null,10455,null,null,1575,null,null,1859,null,null,9614,null,null,4108,null,null,2369,null,null,1900,null,null,5558,null,null,1569,null,null,1457,null,null,5274,null,null,8305,null,null,2328,null,null,8513,null,null,2389,null,null,859,null,null,7767,null,null,34,null,null,451,null,null,8466,null,null,281,null,null,8672,null,null,6774,null,null,3853,null,null,54,null,null,2282,null,null,6387,null,null,1063,null,null,26
5462438,681,1286323,2266,1156655,7126,749674,9962,72118,4610,1141,661,325896,9237,7790,1834,36,50,86383,4724,12598,1873,212,183,1140,401,3411,1018,165,137,68857,4077,43285,4988,1239629,3394,1083508,5690,762679,8987,116621,5337,3400,887,193215,6140,5290,1245,2303,1046,73963,4049,26893,2581,821,449,4208,867,3945,1113,912,428,37184,2912,82158,4840,2136035,3962,1877636,7710,1417644,11233,194936,6969,28292,2478,221338,7361,8380,1438,7046,1089,160317,5558,39656,2786,8896,1131,10709,1349,28807,2485,5246,903,3713,659,63290,3760,98082,4813,800451,2016,180569,4726,15932,1689,2733,554,161547,4999,103,89,254,131,618461,4977,818,431,110858,4182,284239,5576,38228,2900,0,149,19881,1618,164437,3871,1421,511,681,null,null,2266,null,null,7126,null,null,9962,null,null,4610,null,null,661,null,null,9237,null,null,1834,null,null,50,null,null,4724,null,null,1873,null,null,183,null,null,401,null,null,1018,null,null,137,null,null,4077,null,null,4988,null,null,3394,null,null,5690,null,null,8987,null,null,5337,null,null,887,null,null,6140,null,null,1245,null,null,1046,null,null,4049,null,null,2581,null,null,449,null,null,867,null,null,1113,null,null,428,null,null,2912,null,null,4840,null,null,3962,null,null,7710,null,null,11233,null,null,6969,null,null,2478,null,null,7361,null,null,1438,null,null,1089,null,null,5558,null,null,2786,null,null,1131,null,null,1349,null,null,2485,null,null,903,null,null,659,null,null,3760,null,null,4813,null,null,2016,null,null,4726,null,null,1689,null,null,554,null,null,4999,null,null,89,null,null,131,null,null,4977,null,null,431,null,null,4182,null,null,5576,null,null,2900,null,null,149,null,null,1618,null,null,3871,null,null,511,null,null,27
2924168,1457,721108,2345,652414,6373,248027,8673,34675,4172,1704,864,353117,9206,14836,2490,55,97,36104,4509,4731,1401,206,263,1895,1014,3379,1212,737,688,25156,3649,32590,4125,663168,4936,476258,7774,322133,9414,54896,4199,1900,860,85738,4938,10463,1710,1128,564,40131,3970,10819,1890,505,513,4596,1312,4939,1158,211,208,19061,3015,146779,6798,1103392,5292,804405,10019,579673,9652,89004,5177,33663,2957,80904,5219,14103,2760,7058,1392,133587,6288,19670,2756,7948,1469,5983,1256,43242,3316,6133,1416,2961,748,47650,3824,165400,7113,436500,2121,139263,5866,5481,1413,902,364,132365,5714,436,417,79,120,295825,5819,215,228,49279,3613,87328,4310,53999,3243,149,197,13572,1705,91283,4591,1412,505,1457,null,null,2345,null,null,6373,null,null,8673,null,null,4172,null,null,864,null,null,9206,null,null,2490,null,null,97,null,null,4509,null,null,1401,null,null,263,null,null,1014,null,null,1212,null,null,688,null,null,3649,null,null,4125,null,null,4936,null,null,7774,null,null,9414,null,null,4199,null,null,860,null,null,4938,null,null,1710,null,null,564,null,null,3970,null,null,1890,null,null,513,null,null,1312,null,null,1158,null,null,208,null,null,3015,null,null,6798,null,null,5292,null,null,10019,null,null,9652,null,null,5177,null,null,2957,null,null,5219,null,null,2760,null,null,1392,null,null,6288,null,null,2756,null,null,1469,null,null,1256,null,null,3316,null,null,1416,null,null,748,null,null,3824,null,null,7113,null,null,2121,null,null,5866,null,null,1413,null,null,364,null,null,5714,null,null,417,null,null,120,null,null,5819,null,null,228,null,null,3613,null,null,4310,null,null,3243,null,null,197,null,null,1705,null,null,4591,null,null,505,null,null,28
5977199,1793,1386471,3179,1264734,7328,726573,13521,92378,7590,5017,2130,418087,12424,21390,3058,1289,840,59864,4555,14007,2260,183,164,2206,986,4517,1365,192,219,38759,4107,61873,5427,1340065,4386,1057615,8548,800519,9598,128381,6844,6521,1489,105848,5184,12607,2112,3739,970,63229,4101,24574,2896,1195,512,6760,1153,4395,983,517,343,25788,2905,219221,6991,2313109,4745,1855467,10330,1411448,13661,227429,9447,68207,4435,112248,6508,19775,2524,16360,2164,209936,7138,42381,3616,15982,2127,14842,1944,57319,3473,8787,1548,6661,1279,63964,3997,247706,8213,937554,2903,305443,8076,17069,2108,2775,799,283991,7986,255,268,1353,673,628988,8209,611,372,160116,6404,217537,6202,53070,3445,7,11,31802,2771,165845,5816,3123,771,1793,null,null,3179,null,null,7328,null,null,13521,null,null,7590,null,null,2130,null,null,12424,null,null,3058,null,null,840,null,null,4555,null,null,2260,null,null,164,null,null,986,null,null,1365,null,null,219,null,null,4107,null,null,5427,null,null,4386,null,null,8548,null,null,9598,null,null,6844,null,null,1489,null,null,5184,null,null,2112,null,null,970,null,null,4101,null,null,2896,null,null,512,null,null,1153,null,null,983,null,null,343,null,null,2905,null,null,6991,null,null,4745,null,null,10330,null,null,13661,null,null,9447,null,null,4435,null,null,6508,null,null,2524,null,null,2164,null,null,7138,null,null,3616,null,null,2127,null,null,1944,null,null,3473,null,null,1548,null,null,1279,null,null,3997,null,null,8213,null,null,2903,null,null,8076,null,null,2108,null,null,799,null,null,7986,null,null,268,null,null,673,null,null,8209,null,null,372,null,null,6404,null,null,6202,null,null,3445,null,null,11,null,null,2771,null,null,5816,null,null,771,null,null,29
1027510,634,227631,1693,204845,3407,101043,4659,16015,2444,260,206,81789,4640,5319,1342,419,374,12158,2107,1382,551,11,22,301,244,1237,648,76,135,9151,1809,10628,1922,222631,2039,176293,3948,112082,4864,27798,2579,937,512,29093,2767,4684,1191,1699,729,15774,2397,3574,1152,63,87,1204,527,1524,583,146,239,9263,1923,30564,3009,397802,2364,313969,5090,212049,5920,53514,3233,6298,1382,32786,2957,5077,1140,4245,1174,41971,3506,5820,1121,1855,813,1674,626,9933,1968,2364,654,2786,918,17539,2417,41862,3520,179446,1104,54437,2954,1868,528,478,304,51783,2855,0,168,308,245,124647,3095,89,157,20146,1966,50705,3287,9924,1300,0,168,7749,1201,36034,2664,362,225,634,null,null,1693,null,null,3407,null,null,4659,null,null,2444,null,null,206,null,null,4640,null,null,1342,null,null,374,null,null,2107,null,null,551,null,null,22,null,null,244,null,null,648,null,null,135,null,null,1809,null,null,1922,null,null,2039,null,null,3948,null,null,4864,null,null,2579,null,null,512,null,null,2767,null,null,1191,null,null,729,null,null,2397,null,null,1152,null,null,87,null,null,527,null,null,583,null,null,239,null,null,1923,null,null,3009,null,null,2364,null,null,5090,null,null,5920,null,null,3233,null,null,1382,null,null,2957,null,null,1140,null,null,1174,null,null,3506,null,null,1121,null,null,813,null,null,626,null,null,1968,null,null,654,null,null,918,null,null,2417,null,null,3520,null,null,1104,null,null,2954,null,null,528,null,null,304,null,null,2855,null,null,168,null,null,245,null,null,3095,null,null,157,null,null,1966,null,null,3287,null,null,1300,null,null,168,null,null,1201,null,null,2664,null,null,225,null,null,30
1877654,1048,472689,1248,423949,3951,255503,6478,35375,3527,967,404,123574,6618,8310,1673,220,232,25033,2894,8164,1834,0,159,759,677,3400,902,100,172,12610,2023,23707,3132,435484,2934,346133,5931,261042,6609,51730,3548,749,363,25175,2753,6362,1230,1075,613,23756,2621,8704,1236,41,66,1748,544,2424,692,397,423,10442,1787,65595,4707,696307,2796,566942,5680,445570,6996,81126,3931,7806,1468,19322,2434,8125,1262,4993,986,59201,3647,17467,1825,2425,696,1526,421,11827,1452,4389,1060,1014,344,20553,1858,70164,4633,273174,1407,74367,3099,5419,973,812,298,67909,3040,86,103,141,146,197710,3040,175,165,34552,2116,83628,3214,13416,1103,52,87,8581,1077,57306,2745,1097,565,1048,null,null,1248,null,null,3951,null,null,6478,null,null,3527,null,null,404,null,null,6618,null,null,1673,null,null,232,null,null,2894,null,null,1834,null,null,159,null,null,677,null,null,902,null,null,172,null,null,2023,null,null,3132,null,null,2934,null,null,5931,null,null,6609,null,null,3548,null,null,363,null,null,2753,null,null,1230,null,null,613,null,null,2621,null,null,1236,null,null,66,null,null,544,null,null,692,null,null,423,null,null,1787,null,null,4707,null,null,2796,null,null,5680,null,null,6996,null,null,3931,null,null,1468,null,null,2434,null,null,1262,null,null,986,null,null,3647,null,null,1825,null,null,696,null,null,421,null,null,1452,null,null,1060,null,null,344,null,null,1858,null,null,4633,null,null,1407,null,null,3099,null,null,973,null,null,298,null,null,3040,null,null,103,null,null,146,null,null,3040,null,null,165,null,null,2116,null,null,3214,null,null,1103,null,null,87,null,null,1077,null,null,2745,null,null,565,null,null,31
2905767,1083,676435,816,594615,6682,318673,10083,39254,4992,630,352,224873,10202,10940,2225,245,291,35961,3911,5210,1253,112,143,1963,1057,4671,1646,129,155,23876,3379,45859,5177,661347,2286,505762,7026,356450,7677,44665,4222,1623,673,91996,5193,9142,1787,1886,893,35367,3661,8549,1356,431,290,2261,880,3372,1127,859,452,19895,3154,120218,6031,1130466,2308,877347,8745,618785,10795,98789,6360,18846,2590,117764,7619,13810,1977,9353,1605,95453,5496,17802,2213,4433,1050,2324,756,17037,2293,7613,1551,4931,1288,41313,3448,157666,7464,437519,1289,164782,5696,10528,1657,2897,861,150249,6089,152,155,956,622,266062,5731,185,244,65872,3925,66155,4182,29438,2714,137,151,19125,1861,85150,4317,6675,1487,1083,null,null,816,null,null,6682,null,null,10083,null,null,4992,null,null,352,null,null,10202,null,null,2225,null,null,291,null,null,3911,null,null,1253,null,null,143,null,null,1057,null,null,1646,null,null,155,null,null,3379,null,null,5177,null,null,2286,null,null,7026,null,null,7677,null,null,4222,null,null,673,null,null,5193,null,null,1787,null,null,893,null,null,3661,null,null,1356,null,null,290,null,null,880,null,null,1127,null,null,452,null,null,3154,null,null,6031,null,null,2308,null,null,8745,null,null,10795,null,null,6360,null,null,2590,null,null,7619,null,null,1977,null,null,1605,null,null,5496,null,null,2213,null,null,1050,null,null,756,null,null,2293,null,null,1551,null,null,1288,null,null,3448,null,null,7464,null,null,1289,null,null,5696,null,null,1657,null,null,861,null,null,6089,null,null,155,null,null,622,null,null,5731,null,null,244,null,null,3925,null,null,4182,null,null,2714,null,null,151,null,null,1861,null,null,4317,null,null,1487,null,null,32
1316467,851,259410,1169,240880,3067,159726,4560,10660,2123,657,497,68769,4473,918,475,150,244,11683,2158,1861,774,129,174,202,224,1406,938,0,187,8085,1754,6847,1622,282488,2008,237553,3984,177331,5328,26579,2930,986,497,29070,3190,1878,700,1709,880,13491,2234,3903,879,119,163,1704,786,892,553,179,130,6694,1356,31444,2735,556611,2438,473615,5328,375073,6123,44669,3599,12876,1999,34062,3429,3579,1058,3356,997,43664,3891,10051,2051,3867,966,2428,901,9205,1634,2016,885,1384,542,14713,2096,39332,3676,217958,1193,59296,3361,5335,942,476,367,53023,3397,334,380,128,149,158608,3506,251,232,50775,3491,47327,3027,7231,1333,0,187,6391,1188,46633,2651,54,69,851,null,null,1169,null,null,3067,null,null,4560,null,null,2123,null,null,497,null,null,4473,null,null,475,null,null,244,null,null,2158,null,null,774,null,null,174,null,null,224,null,null,938,null,null,187,null,null,1754,null,null,1622,null,null,2008,null,null,3984,null,null,5328,null,null,2930,null,null,497,null,null,3190,null,null,700,null,null,880,null,null,2234,null,null,879,null,null,163,null,null,786,null,null,553,null,null,130,null,null,1356,null,null,2735,null,null,2438,null,null,5328,null,null,6123,null,null,3599,null,null,1999,null,null,3429,null,null,1058,null,null,997,null,null,3891,null,null,2051,null,null,966,null,null,901,null,null,1634,null,null,885,null,null,542,null,null,2096,null,null,3676,null,null,1193,null,null,3361,null,null,942,null,null,367,null,null,3397,null,null,380,null,null,149,null,null,3506,null,null,232,null,null,3491,null,null,3027,null,null,1333,null,null,187,null,null,1188,null,null,2651,null,null,69,null,null,33
8837578,1301,1979948,1086,1819974,9061,1136972,16023,97058,6759,5024,1891,570905,15451,9963,2332,52,86,89935,6257,19156,3136,567,416,3425,1049,5589,1488,0,200,61198,5046,70039,6131,1916830,3480,1574349,10563,1163811,11602,144930,7097,4867,1133,251217,9152,7441,1541,2083,786,71972,5060,26599,2495,1070,499,6029,1371,3519,995,431,323,34324,3780,270509,9561,3608286,3643,3027056,14505,2377019,15700,268344,8947,55384,4612,315253,9514,7441,1409,3615,1161,234048,8529,63890,4418,21380,2862,9448,1463,49813,3914,6442,1210,2671,817,80404,4523,347182,10408,1332514,1886,406691,8116,39252,2394,6668,1220,360685,7970,17,30,69,114,908583,8248,1258,578,332295,8777,249006,6718,100127,4664,0,200,13376,1781,212521,7590,17240,2582,1301,null,null,1086,null,null,9061,null,null,16023,null,null,6759,null,null,1891,null,null,15451,null,null,2332,null,null,86,null,null,6257,null,null,3136,null,null,416,null,null,1049,null,null,1488,null,null,200,null,null,5046,null,null,6131,null,null,3480,null,null,10563,null,null,11602,null,null,7097,null,null,1133,null,null,9152,null,null,1541,null,null,786,null,null,5060,null,null,2495,null,null,499,null,null,1371,null,null,995,null,null,323,null,null,3780,null,null,9561,null,null,3643,null,null,14505,null,null,15700,null,null,8947,null,null,4612,null,null,9514,null,null,1409,null,null,1161,null,null,8529,null,null,4418,null,null,2862,null,null,1463,null,null,3914,null,null,1210,null,null,817,null,null,4523,null,null,10408,null,null,1886,null,null,8116,null,null,2394,null,null,1220,null,null,7970,null,null,30,null,null,114,null,null,8248,null,null,578,null,null,8777,null,null,6718,null,null,4664,null,null,200,null,null,1781,null,null,7590,null,null,2582,null,null,34
2046001,1490,488598,1379,434339,4941,146736,8794,16372,2967,1043,663,258516,8165,11657,2585,15,25,28174,3521,2533,990,97,115,1022,518,3016,1089,621,495,20885,3283,26085,3304,460835,3277,361758,6449,184986,7026,26052,3099,2031,914,137333,7287,10432,1939,924,533,31463,3248,6214,1425,278,242,3182,1217,2944,824,493,343,18352,2229,67614,5484,759913,2920,589625,7308,363492,8729,60394,4945,17211,2699,132466,6210,11239,1798,4823,1250,79002,4783,12453,1970,3781,947,2533,870,20798,2515,3577,958,3288,841,32572,3159,91286,6096,336655,1592,110717,4834,7819,1669,2439,887,99803,4269,111,149,545,410,223234,4912,256,243,65147,3641,46192,3890,35482,3051,95,156,11888,1702,64174,3570,2704,804,1490,null,null,1379,null,null,4941,null,null,8794,null,null,2967,null,null,663,null,null,8165,null,null,2585,null,null,25,null,null,3521,null,null,990,null,null,115,null,null,518,null,null,1089,null,null,495,null,null,3283,null,null,3304,null,null,3277,null,null,6449,null,null,7026,null,null,3099,null,null,914,null,null,7287,null,null,1939,null,null,533,null,null,3248,null,null,1425,null,null,242,null,null,1217,null,null,824,null,null,343,null,null,2229,null,null,5484,null,null,2920,null,null,7308,null,null,8729,null,null,4945,null,null,2699,null,null,6210,null,null,1798,null,null,1250,null,null,4783,null,null,1970,null,null,947,null,null,870,null,null,2515,null,null,958,null,null,841,null,null,3159,null,null,6096,null,null,1592,null,null,4834,null,null,1669,null,null,887,null,null,4269,null,null,149,null,null,410,null,null,4912,null,null,243,null,null,3641,null,null,3890,null,null,3051,null,null,156,null,null,1702,null,null,3570,null,null,804,null,null,35
19505596,2238,4170786,2500,3768944,13135,1973924,20340,256196,10403,9244,2251,1510450,22522,18192,2726,938,1201,300776,12749,45690,4682,1520,692,11349,1998,8253,1818,651,468,233313,11948,101066,7376,4731795,5003,3984129,16009,2501255,18889,420523,11554,12968,2301,1024759,16989,16653,2039,7971,1777,270007,8484,84170,4504,3148,897,25685,3154,7068,1272,1829,574,148107,7008,477659,13842,7667466,5446,6427671,18214,4528348,22008,532990,13011,99319,4807,1232581,17270,16864,2158,17569,1877,660380,14022,141119,6855,49848,3446,19586,2238,168728,6855,10366,1590,13267,1574,257466,9907,579415,15061,2935549,3347,851955,12847,91715,3999,12387,1616,746890,12479,59,72,904,416,2059040,13189,3035,727,726936,10966,431031,9254,404187,9906,147,136,40527,3118,453177,9429,24554,2824,2238,null,null,2500,null,null,13135,null,null,20340,null,null,10403,null,null,2251,null,null,22522,null,null,2726,null,null,1201,null,null,12749,null,null,4682,null,null,692,null,null,1998,null,null,1818,null,null,468,null,null,11948,null,null,7376,null,null,5003,null,null,16009,null,null,18889,null,null,11554,null,null,2301,null,null,16989,null,null,2039,null,null,1777,null,null,8484,null,null,4504,null,null,897,null,null,3154,null,null,1272,null,null,574,null,null,7008,null,null,13842,null,null,5446,null,null,18214,null,null,22008,null,null,13011,null,null,4807,null,null,17270,null,null,2158,null,null,1877,null,null,14022,null,null,6855,null,null,3446,null,null,2238,null,null,6855,null,null,1590,null,null,1574,null,null,9907,null,null,15061,null,null,3347,null,null,12847,null,null,3999,null,null,1616,null,null,12479,null,null,72,null,null,416,null,null,13189,null,null,727,null,null,10966,null,null,9254,null,null,9906,null,null,136,null,null,3118,null,null,9429,null,null,2824,null,null,36
