B10058_001E,B10058_001M,B10058_002E,B10058_002M,B10058_003E,B10058_003M,B10058_004E,B10058_004M,B10058_005E,B10058_005M,B10058_006E,B10058_006M,B10058_007E,B10058_007M,B10058_008E,B10058_008M,B10058_009E,B10058_009M,B10058_010E,B10058_010M,B10058_011E,B10058_011M,B10058_001M,B10058_001EA,B10058_001MA,B10058_002M,B10058_002EA,B10058_002MA,B10058_003M,B10058_003EA,B10058_003MA,B10058_004M,B10058_004EA,B10058_004MA,B10058_005M,B10058_005EA,B10058_005MA,B10058_006M,B10058_006EA,B10058_006MA,B10058_007M,B10058_007EA,B10058_007MA,B10058_008M,B10058_008EA,B10058_008MA,B10058_009M,B10058_009EA,B10058_009MA,B10058_010M,B10058_010EA,B10058_010MA,B10058_011M,B10058_011EA,B10058_011MA,state
67783,5396,32398,3438,13856,2262,9802,1947,4054,1038,18542,2355,35385,3751,10035,1960,3306,1039,6729,1441,25350,2999,5396,null,null,3438,null,null,2262,null,null,1947,null,null,1038,null,null,2355,null,null,3751,null,null,1960,null,null,1039,null,null,1441,null,null,2999,null,null,32
22686,2933,13123,2022,5134,1204,3768,1121,1366,445,7989,1698,9563,1814,2849,1085,1256,628,1593,871,6714,1424,2933,null,null,2022,null,null,1204,null,null,1121,null,null,445,null,null,1698,null,null,1814,null,null,1085,null,null,628,null,null,871,null,null,1424,null,null,33
190847,8276,84539,5632,24581,2721,16999,2464,7582,1278,59958,4490,106308,6179,21153,3097,6967,1493,14186,2460,85155,5002,8276,null,null,5632,null,null,2721,null,null,2464,null,null,1278,null,null,4490,null,null,6179,null,null,3097,null,null,1493,null,null,2460,null,null,5002,null,null,34
55849,4742,26245,3128,12847,2333,9879,2130,2968,836,13398,2083,29604,3537,10634,1974,4216,1164,6418,1524,18970,2677,4742,null,null,3128,null,null,2333,null,null,2130,null,null,836,null,null,2083,null,null,3537,null,null,1974,null,null,1164,null,null,1524,null,null,2677,null,null,35
454703,13176,196180,8936,65235,5109,46077,4414,19158,2088,130945,6757,258523,8563,59008,4809,19431,2586,39577,3565,199515,7526,13176,null,null,8936,null,null,5109,null,null,4414,null,null,2088,null,null,6757,null,null,8563,null,null,4809,null,null,2586,null,null,3565,null,null,7526,null,null,36
213951,9814,102832,6178,52646,4804,40975,4233,11671,1991,50186,4146,111119,6510,38942,3530,16124,2235,22818,2545,72177,5581,9814,null,null,6178,null,null,4804,null,null,4233,null,null,1991,null,null,4146,null,null,6510,null,null,3530,null,null,2235,null,null,2545,null,null,5581,null,null,37
6265,1345,3718,1014,2045,764,1436,627,609,330,1673,623,2547,722,1247,481,741,351,506,261,1300,531,1345,null,null,1014,null,null,764,null,null,627,null,null,330,null,null,623,null,null,722,null,null,481,null,null,351,null,null,261,null,null,531,null,null,38
212993,7523,105568,5479,51543,4345,38738,3526,12805,1678,54025,3838,107425,4800,39901,2954,16356,1750,23545,2511,67524,4033,7523,null,null,5479,null,null,4345,null,null,3526,null,null,1678,null,null,3838,null,null,4800,null,null,2954,null,null,1750,null,null,2511,null,null,4033,null,null,39
88443,4496,44933,3388,26030,2246,18835,1826,7195,1124,18903,2165,43510,2626,20337,1652,8723,1124,11614,1227,23173,1961,4496,null,null,3388,null,null,2246,null,null,1826,null,null,1124,null,null,2165,null,null,2626,null,null,1652,null,null,1124,null,null,1227,null,null,1961,null,null,40
71533,5377,32354,3528,10962,1697,6744,1221,4218,1225,21392,2926,39179,4040,10039,1741,3696,997,6343,1562,29140,3359,5377,null,null,3528,null,null,1697,null,null,1221,null,null,1225,null,null,2926,null,null,4040,null,null,1741,null,null,997,null,null,1562,null,null,3359,null,null,41
239124,9134,114027,5793,46878,3839,34813,3536,12065,1462,67149,4411,125097,6102,35006,2918,15178,2024,19828,1941,90091,5007,9134,null,null,5793,null,null,3839,null,null,3536,null,null,1462,null,null,4411,null,null,6102,null,null,2918,null,null,2024,null,null,1941,null,null,5007,null,null,42
20917,2474,9825,1919,3195,1020,2128,919,1067,565,6630,1367,11092,1938,3870,1494,1852,975,2018,930,7222,1501,2474,null,null,1919,null,null,1020,null,null,919,null,null,565,null,null,1367,null,null,1938,null,null,1494,null,null,975,null,null,930,null,null,1501,null,null,44
119799,7240,55872,4698,26482,2822,19314,2771,7168,1210,29390,3771,63927,5782,24647,2967,8139,1618,16508,2153,39280,4747,7240,null,null,4698,null,null,2822,null,null,2771,null,null,1210,null,null,3771,null,null,5782,null,null,2967,null,null,1618,null,null,2153,null,null,4747,null,null,45
10955,1345,5780,881,3304,746,2465,647,839,291,2476,582,5175,937,1961,527,575,231,1386,512,3214,890,1345,null,null,881,null,null,746,null,null,647,null,null,291,null,null,582,null,null,937,null,null,527,null,null,231,null,null,512,null,null,890,null,null,46
153183,7542,71934,5560,38823,3964,27982,3248,10841,1824,33111,3795,81249,5194,32700,2976,13639,1854,19061,2635,48549,3827,7542,null,null,5560,null,null,3964,null,null,3248,null,null,1824,null,null,3795,null,null,5194,null,null,2976,null,null,1854,null,null,2635,null,null,3827,null,null,47
769671,18881,392536,12545,177348,8532,134788,6952,42560,4038,215188,10528,377135,12156,110155,6445,47533,4855,62622,4447,266980,10791,18881,null,null,12545,null,null,8532,null,null,6952,null,null,4038,null,null,10528,null,null,12156,null,null,6445,null,null,4855,null,null,4447,null,null,10791,null,null,48
63379,4578,33475,3534,10973,1923,7425,1585,3548,848,22502,2976,29904,2658,8280,1715,3030,1104,5250,1357,21624,2367,4578,null,null,3534,null,null,1923,null,null,1585,null,null,848,null,null,2976,null,null,2658,null,null,1715,null,null,1104,null,null,1357,null,null,2367,null,null,49
9327,1589,4866,1026,1748,669,1439,608,309,183,3118,831,4461,1020,1259,494,424,264,835,379,3202,808,1589,null,null,1026,null,null,669,null,null,608,null,null,183,null,null,831,null,null,1020,null,null,494,null,null,264,null,null,379,null,null,808,null,null,50
199195,9109,99243,5851,41517,3894,28945,3449,12572,1829,57726,4941,99952,6113,30947,3178,10869,1702,20078,2514,69005,5173,9109,null,null,5851,null,null,3894,null,null,3449,null,null,1829,null,null,4941,null,null,6113,null,null,3178,null,null,1702,null,null,2514,null,null,5173,null,null,51
130582,6534,61181,4312,26062,2592,18051,2422,8011,1676,35119,3373,69401,4656,17184,2334,6219,1289,10965,2058,52217,4271,6534,null,null,4312,null,null,2592,null,null,2422,null,null,1676,null,null,3373,null,null,4656,null,null,2334,null,null,1289,null,null,2058,null,null,4271,null,null,53
46480,4542,19909,2842,11650,2044,8551,1830,3099,945,8259,1844,26571,3043,12835,2062,5727,1279,7108,1574,13736,2362,4542,null,null,2842,null,null,2044,null,null,1830,null,null,945,null,null,1844,null,null,3043,null,null,2062,null,null,1279,null,null,1574,null,null,2362,null,null,54
71144,4645,40087,3610,14389,1980,11728,1725,2661,782,25698,3117,31057,2468,9726,1579,4529,1125,5197,1136,21331,1948,4645,null,null,3610,null,null,1980,null,null,1725,null,null,782,null,null,3117,null,null,2468,null,null,1579,null,null,1125,null,null,1136,null,null,1948,null,null,55
10139,2392,5177,1414,2448,1141,1817,905,631,455,2729,870,4962,1573,1981,648,943,472,1038,417,2981,1334,2392,null,null,1414,null,null,1141,null,null,905,null,null,455,null,null,870,null,null,1573,null,null,648,null,null,472,null,null,417,null,null,1334,null,null,56
96568,5605,27688,2343,13920,2063,10254,1632,3666,972,13768,2400,68880,5591,25173,2902,9236,1422,15937,2368,43707,4344,5605,null,null,2343,null,null,2063,null,null,1632,null,null,972,null,null,2400,null,null,5591,null,null,2902,null,null,1422,null,null,2368,null,null,4344,null,null,72
118640,6024,54907,4352,32660,3429,25547,3267,7113,1175,22247,2670,63733,3922,27230,2486,12939,1955,14291,1577,36503,3322,6024,null,null,4352,null,null,3429,null,null,3267,null,null,1175,null,null,2670,null,null,3922,null,null,2486,null,null,1955,null,null,1577,null,null,3322,null,null,01
16460,2221,8467,1639,3539,978,2431,906,1108,400,4928,1409,7993,1238,3335,738,1455,489,1880,589,4658,1116,2221,null,null,1639,null,null,978,null,null,906,null,null,400,null,null,1409,null,null,1238,null,null,738,null,null,489,null,null,589,null,null,1116,null,null,02
183388,9606,88337,5804,42245,4071,31969,3663,10276,1720,46092,4048,95051,6214,31625,3998,12470,2033,19155,2923,63426,4235,9606,null,null,5804,null,null,4071,null,null,3663,null,null,1720,null,null,4048,null,null,6214,null,null,3998,null,null,2033,null,null,2923,null,null,4235,null,null,04
77179,4993,37970,3395,23597,2697,18549,2462,5048,1028,14373,2175,39209,3377,18929,2476,8620,1870,10309,1431,20280,2454,4993,null,null,3395,null,null,2697,null,null,2462,null,null,1028,null,null,2175,null,null,3377,null,null,2476,null,null,1870,null,null,1431,null,null,2454,null,null,05
1151350,20984,505412,16072,133678,7252,97948,6421,35730,2962,371734,12032,645938,13523,115548,6366,39877,3809,75671,4749,530390,12501,20984,null,null,16072,null,null,7252,null,null,6421,null,null,2962,null,null,12032,null,null,13523,null,null,6366,null,null,3809,null,null,4749,null,null,12501,null,null,06
102873,6500,52388,4712,21662,2775,16161,2440,5501,1095,30726,3318,50485,4125,14247,2042,5118,1150,9129,1595,36238,3350,6500,null,null,4712,null,null,2775,null,null,2440,null,null,1095,null,null,3318,null,null,4125,null,null,2042,null,null,1150,null,null,1595,null,null,3350,null,null,08
58683,4331,29225,3143,9313,1884,6935,1703,2378,754,19912,2489,29458,3100,6731,1583,3239,1144,3492,1056,22727,2605,4331,null,null,3143,null,null,1884,null,null,1703,null,null,754,null,null,2489,null,null,3100,null,null,1583,null,null,1144,null,null,1056,null,null,2605,null,null,09
21940,3196,10066,1962,4716,1437,3227,1134,1489,714,5350,1350,11874,2150,2467,933,756,418,1711,846,9407,1850,3196,null,null,1962,null,null,1437,null,null,1134,null,null,714,null,null,1350,null,null,2150,null,null,933,null,null,418,null,null,846,null,null,1850,null,null,10
9489,1524,4229,1081,698,399,545,397,153,163,3531,1035,5260,1212,1656,726,582,366,1074,603,3604,1045,1524,null,null,1081,null,null,399,null,null,397,null,null,163,null,null,1035,null,null,1212,null,null,726,null,null,366,null,null,603,null,null,1045,null,null,11
