B01001A_001E,B01001A_001EA,B01001A_001M,B01001A_001MA,B01001A_002E,B01001A_002EA,B01001A_002M,B01001A_002MA,B01001A_003E,B01001A_003EA,B01001A_003M,B01001A_003MA,B01001A_004E,B01001A_004EA,B01001A_004M,B01001A_004MA,B01001A_005E,B01001A_005EA,B01001A_005M,B01001A_005MA,B01001A_006E,B01001A_006EA,B01001A_006M,B01001A_006MA,B01001A_007E,B01001A_007EA,B01001A_007M,B01001A_007MA,B01001A_008E,B01001A_008EA,B01001A_008M,B01001A_008MA,B01001A_009E,B01001A_009EA,B01001A_009M,B01001A_009MA,B01001A_010E,B01001A_010EA,B01001A_010M,B01001A_010MA,B01001A_011E,B01001A_011EA,B01001A_011M,B01001A_011MA,B01001A_012E,B01001A_012EA,B01001A_012M,B01001A_012MA,B01001A_013E,B01001A_013EA,B01001A_013M,B01001A_013MA,B01001A_014E,B01001A_014EA,B01001A_014M,B01001A_014MA,B01001A_015E,B01001A_015EA,B01001A_015M,B01001A_015MA,B01001A_016E,B01001A_016EA,B01001A_016M,B01001A_016MA,B01001A_017E,B01001A_017EA,B01001A_017M,B01001A_017MA,B01001A_018E,B01001A_018EA,B01001A_018M,B01001A_018MA,B01001A_019E,B01001A_019EA,B01001A_019M,B01001A_019MA,B01001A_020E,B01001A_020EA,B01001A_020M,B01001A_020MA,B01001A_021E,B01001A_021EA,B01001A_021M,B01001A_021MA,B01001A_022E,B01001A_022EA,B01001A_022M,B01001A_022MA,B01001A_023E,B01001A_023EA,B01001A_023M,B01001A_023MA,B01001A_024E,B01001A_024EA,B01001A_024M,B01001A_024MA,B01001A_025E,B01001A_025EA,B01001A_025M,B01001A_025MA,B01001A_026E,B01001A_026EA,B01001A_026M,B01001A_026MA,B01001A_027E,B01001A_027EA,B01001A_027M,B01001A_027MA,B01001A_028E,B01001A_028EA,B01001A_028M,B01001A_028MA,B01001A_029E,B01001A_029EA,B01001A_029M,B01001A_029MA,B01001A_030E,B01001A_030EA,B01001A_030M,B01001A_030MA,B01001A_031E,B01001A_031EA,B01001A_031M,B01001A_031MA,GEO_ID,NAME,state
3274965,null,13541,null,1619472,null,7627,null,98335,null,2239,null,93611,null,4091,null,100397,null,4060,null,62618,null,1210,null,43519,null,1587,null,109155,null,1832,null,113527,null,1622,null,105351,null,2347,null,216887,null,2606,null,240075,null,1775,null,221094,null,1012,null,122749,null,697,null,66905,null,2047,null,25249,null,2049,null,1655493,null,7369,null,90641,null,1812,null,86836,null,3725,null,96921,null,4088,null,59729,null,1109,null,40064,null,1460,null,107299,null,1857,null,111768,null,1731,null,102954,null,1595,null,208716,null,1892,null,248266,null,1544,null,231805,null,880,null,134473,null,1103,null,88305,null,2288,null,47716,null,2261,null,0400000US41,Oregon,41
10525640,null,13378,null,5133902,null,7178,null,287434,null,2664,null,291202,null,6123,null,313808,null,6331,null,206461,null,1348,null,154918,null,2877,null,335968,null,3559,null,324997,null,1772,null,302697,null,2035,null,681836,null,2488,null,829421,null,2209,null,671040,null,1632,null,396334,null,901,null,250495,null,3329,null,87291,null,3323,null,5391738,null,8222,null,272360,null,2462,null,280629,null,6508,null,292703,null,6080,null,193276,null,1293,null,152277,null,1685,null,328746,null,2095,null,310637,null,1707,null,296189,null,1871,null,681716,null,2056,null,841455,null,1847,null,701949,null,1224,null,464315,null,981,null,379341,null,5161,null,196145,null,5262,null,0400000US42,Pennsylvania,42
869575,null,5927,null,419126,null,3594,null,22226,null,866,null,21381,null,1960,null,26125,null,1949,null,16144,null,507,null,14539,null,617,null,29886,null,782,null,26260,null,754,null,24673,null,923,null,56247,null,1478,null,69643,null,631,null,55226,null,544,null,30542,null,342,null,19857,null,1044,null,6377,null,963,null,450449,null,3354,null,20299,null,940,null,20784,null,1884,null,24282,null,1894,null,15568,null,592,null,14322,null,545,null,28765,null,791,null,25510,null,769,null,25774,null,593,null,59631,null,1013,null,73643,null,873,null,58750,null,456,null,36611,null,457,null,28822,null,1305,null,17688,null,1427,null,0400000US44,Rhode Island,44
3082191,null,8192,null,1516259,null,5331,null,95300,null,1981,null,95281,null,3706,null,91725,null,3823,null,57675,null,1326,null,46443,null,2031,null,103137,null,2516,null,100546,null,1516,null,93961,null,1628,null,203800,null,2155,null,219666,null,1452,null,197105,null,774,null,126127,null,745,null,69392,null,1750,null,16101,null,1596,null,1565932,null,5013,null,89702,null,1760,null,88129,null,3820,null,90403,null,4135,null,52081,null,1339,null,39654,null,1997,null,92150,null,2124,null,98882,null,1522,null,93503,null,1150,null,205832,null,1677,null,229561,null,1358,null,211383,null,617,null,142021,null,583,null,92454,null,2258,null,40177,null,2260,null,0400000US45,South Carolina,45
701305,null,3498,null,350259,null,2301,null,23767,null,918,null,19897,null,1300,null,21616,null,1447,null,13869,null,717,null,13287,null,1673,null,27275,null,1791,null,24330,null,1680,null,19765,null,698,null,39427,null,939,null,52848,null,465,null,45007,null,120,null,25766,null,414,null,16239,null,953,null,7166,null,964,null,351046,null,2230,null,21472,null,862,null,19227,null,1586,null,20429,null,1437,null,12914,null,755,null,11067,null,1242,null,23540,null,1335,null,23247,null,759,null,18997,null,591,null,39618,null,708,null,52710,null,646,null,44167,null,245,null,28360,null,510,null,21998,null,1103,null,13300,null,1135,null,0400000US46,South Dakota,46
4981348,null,9176,null,2445821,null,6054,null,157679,null,2194,null,146054,null,4713,null,163754,null,4531,null,97901,null,1819,null,67133,null,2443,null,158000,null,2619,null,167561,null,1910,null,157139,null,1645,null,342657,null,2241,null,364554,null,1213,null,307353,null,693,null,190819,null,927,null,98939,null,2352,null,26278,null,2355,null,2535527,null,5026,null,146839,null,2269,null,148818,null,4018,null,144007,null,3941,null,87808,null,1606,null,61095,null,2492,null,152720,null,2683,null,164855,null,1734,null,159044,null,1345,null,340622,null,1386,null,377168,null,925,null,328639,null,1147,null,217519,null,571,null,141489,null,3266,null,64904,null,3261,null,0400000US47,Tennessee,47
18277105,null,50705,null,9112346,null,30269,null,742046,null,7537,null,682747,null,10546,null,677669,null,10915,null,390480,null,4044,null,266034,null,4991,null,659574,null,7037,null,697727,null,7997,null,625326,null,8388,null,1245581,null,8703,null,1260373,null,7867,null,947731,null,3747,null,534136,null,2810,null,294834,null,4582,null,88088,null,4345,null,9164759,null,25832,null,711380,null,6777,null,663617,null,11028,null,641344,null,11703,null,369679,null,4902,null,246668,null,5520,null,615736,null,7127,null,650472,null,5629,null,594035,null,5382,null,1205762,null,6739,null,1263870,null,5219,null,990324,null,4509,null,612307,null,3175,null,414559,null,6566,null,185006,null,6334,null,0400000US48,Texas,48
2487925,null,9144,null,1245871,null,5985,null,120640,null,1746,null,107128,null,3408,null,100163,null,3975,null,56230,null,1005,null,39050,null,820,null,113423,null,1806,null,106239,null,1597,null,94958,null,1434,null,150701,null,1623,null,143345,null,968,null,107043,null,809,null,61212,null,768,null,35624,null,1324,null,10115,null,1393,null,1242054,null,4422,null,113017,null,1575,null,102130,null,3221,null,96996,null,3157,null,53822,null,770,null,42532,null,1189,null,108401,null,1525,null,103783,null,1126,null,91111,null,910,null,143855,null,1314,null,142932,null,925,null,112039,null,920,null,67975,null,693,null,43406,null,1856,null,20055,null,1829,null,0400000US49,Utah,49
595344,null,1319,null,292834,null,1101,null,15062,null,405,null,17073,null,1238,null,15883,null,1230,null,11817,null,62,null,10114,null,563,null,23477,null,714,null,17706,null,315,null,15698,null,524,null,37428,null,662,null,48681,null,201,null,41464,null,222,null,22523,null,51,null,12591,null,570,null,3317,null,525,null,302510,null,677,null,14971,null,353,null,15101,null,1263,null,16110,null,1182,null,11394,null,151,null,10074,null,747,null,21540,null,740,null,17019,null,206,null,15163,null,65,null,38670,null,409,null,50353,null,248,null,42349,null,85,null,24140,null,429,null,17050,null,1150,null,8576,null,1029,null,0400000US50,Vermont,50
5552824,null,13239,null,2748266,null,8079,null,172554,null,3849,null,171408,null,4562,null,169147,null,4096,null,104400,null,2140,null,89152,null,3740,null,200050,null,3791,null,194048,null,2501,null,171221,null,3200,null,391851,null,2713,null,417351,null,2441,null,337768,null,1159,null,197233,null,1435,null,101235,null,2354,null,30848,null,2018,null,2804558,null,8135,null,158820,null,3227,null,157454,null,4965,null,163809,null,4727,null,97525,null,1923,null,85174,null,4960,null,179645,null,5447,null,182769,null,3948,null,165282,null,2572,null,385361,null,2917,null,432353,null,2170,null,357143,null,1308,null,222833,null,994,null,148083,null,3621,null,68307,null,3445,null,0400000US51,Virginia,51
5342426,null,13297,null,2659167,null,7754,null,162814,null,2418,null,155306,null,4043,null,164851,null,4335,null,104855,null,1218,null,71677,null,1579,null,189047,null,2467,null,198770,null,2450,null,169835,null,1986,null,362290,null,2280,null,415223,null,1939,null,344380,null,1334,null,185910,null,698,null,100948,null,2540,null,33261,null,2637,null,2683259,null,7876,null,153871,null,2491,null,152321,null,5171,null,155631,null,4926,null,100357,null,1420,null,68369,null,2101,null,171567,null,2220,null,187707,null,1822,null,167613,null,1616,null,350998,null,1740,null,417050,null,1632,null,357309,null,1258,null,199734,null,953,null,130039,null,3298,null,70693,null,3266,null,0400000US53,Washington,53
1715221,null,2503,null,839851,null,2260,null,49610,null,1589,null,48142,null,2293,null,51323,null,2225,null,32794,null,1130,null,24434,null,1778,null,57774,null,1939,null,52046,null,1363,null,50931,null,1087,null,111941,null,1420,null,125389,null,341,null,116510,null,604,null,69846,null,634,null,38946,null,1497,null,10165,null,1384,null,875370,null,2409,null,46806,null,1408,null,46862,null,2083,null,48860,null,2031,null,30086,null,1414,null,22106,null,1863,null,53783,null,2059,null,53467,null,1299,null,50678,null,971,null,112850,null,960,null,130668,null,498,null,120568,null,524,null,78500,null,394,null,56674,null,1914,null,23462,null,1933,null,0400000US54,West Virginia,54
4997567,null,7097,null,2484545,null,4884,null,149722,null,1412,null,147611,null,4258,null,152888,null,3985,null,99726,null,997,null,73435,null,1236,null,182249,null,1609,null,165099,null,1474,null,147926,null,1647,null,332483,null,1656,null,406546,null,1405,null,313798,null,988,null,175415,null,645,null,103292,null,2035,null,34355,null,1944,null,2513022,null,4276,null,140602,null,1478,null,139686,null,3378,null,147102,null,3676,null,93950,null,1336,null,73737,null,1591,null,175921,null,1741,null,152949,null,1079,null,138422,null,1197,null,322846,null,1366,null,400386,null,1017,null,312928,null,1006,null,194940,null,678,null,143246,null,3335,null,76307,null,3241,null,0400000US55,Wisconsin,55
497086,null,1966,null,253684,null,1672,null,17316,null,984,null,17186,null,1644,null,14245,null,1162,null,11048,null,765,null,8712,null,1142,null,20157,null,1507,null,19764,null,789,null,14999,null,894,null,30808,null,1154,null,37557,null,776,null,32326,null,427,null,17448,null,509,null,9589,null,589,null,2529,null,611,null,243402,null,1783,null,16480,null,762,null,15069,null,1455,null,13161,null,1358,null,8701,null,674,null,6397,null,1097,null,18096,null,807,null,18568,null,726,null,14170,null,367,null,28984,null,903,null,37945,null,682,null,31200,null,513,null,17532,null,354,null,11478,null,1057,null,5621,null,1065,null,0400000US56,Wyoming,56
2885121,null,22446,null,1374919,null,13259,null,87537,null,2647,null,95492,null,3996,null,107577,null,4299,null,64854,null,2342,null,42427,null,2534,null,99241,null,3700,null,93846,null,3334,null,93541,null,3796,null,176476,null,3523,null,174401,null,4031,null,151087,null,2901,null,108252,null,2350,null,59404,null,2341,null,20784,null,1754,null,1510202,null,13817,null,81260,null,2748,null,84057,null,4012,null,105181,null,3753,null,59727,null,2494,null,45831,null,2935,null,102391,null,4095,null,96627,null,3799,null,95230,null,2731,null,202299,null,3710,null,199518,null,3781,null,186754,null,3082,null,134052,null,2206,null,80046,null,2829,null,37229,null,2439,null,0400000US72,Puerto Rico,72
