C15003_001E,C15003_001EA,C15003_001M,C15003_001MA,C15003_002E,C15003_002EA,C15003_002M,C15003_002MA,C15003_003E,C15003_003EA,C15003_003M,C15003_003MA,C15003_004E,C15003_004EA,C15003_004M,C15003_004MA,C15003_005E,C15003_005EA,C15003_005M,C15003_005MA,C15003_006E,C15003_006EA,C15003_006M,C15003_006MA,C15003_007E,C15003_007EA,C15003_007M,C15003_007MA,C15003_008E,C15003_008EA,C15003_008M,C15003_008MA,C15003_009E,C15003_009EA,C15003_009M,C15003_009MA,C15003_010E,C15003_010EA,C15003_010M,C15003_010MA,C15003_011E,C15003_011EA,C15003_011M,C15003_011MA,C15003_012E,C15003_012EA,C15003_012M,C15003_012MA,C15003_013E,C15003_013EA,C15003_013M,C15003_013MA,C15003_014E,C15003_014EA,C15003_014M,C15003_014MA,C15003_015E,C15003_015EA,C15003_015M,C15003_015MA,C15003_016E,C15003_016EA,C15003_016M,C15003_016MA,C15003_017E,C15003_017EA,C15003_017M,C15003_017MA,C15003_018E,C15003_018EA,C15003_018M,C15003_018MA,GEO_ID,NAME,state
882883,null,2461,null,8533,null,1300,null,6108,null,1658,null,10912,null,1796,null,14937,null,2025,null,10326,null,1930,null,11462,null,1611,null,11227,null,1689,null,11146,null,1491,null,233047,null,7137,null,21851,null,2360,null,47135,null,3909,null,147750,null,5503,null,87354,null,4695,null,173274,null,5592,null,55549,null,3876,null,20301,null,2061,null,11971,null,1919,null,0400000US15,Hawaii,15
963730,null,2763,null,8346,null,1878,null,4673,null,1132,null,15438,null,2309,null,15191,null,2174,null,12800,null,2135,null,18110,null,1944,null,20743,null,2055,null,16726,null,1785,null,228808,null,7331,null,49218,null,3261,null,79460,null,4054,null,183541,null,6321,null,80424,null,4470,null,157721,null,5333,null,50637,null,2886,null,11919,null,1631,null,9975,null,1618,null,0400000US16,Idaho,16
8437673,null,4744,null,87380,null,5475,null,67454,null,5337,null,163724,null,7942,null,194032,null,9952,null,125077,null,5814,null,168840,null,7685,null,194293,null,7603,null,146040,null,6607,null,2007000,null,20053,null,295533,null,8814,null,558417,null,11998,null,1232742,null,16816,null,615678,null,12599,null,1593889,null,16809,null,722570,null,12931,null,175069,null,6486,null,89935,null,4955,null,0400000US17,Illinois,17
4193210,null,4843,null,31600,null,2773,null,13818,null,2287,null,35784,null,3702,null,102951,null,5526,null,78542,null,4937,null,117419,null,5167,null,116259,null,5403,null,64565,null,3678,null,1277886,null,13696,null,209698,null,6496,null,289297,null,7799,null,595421,null,11588,null,315650,null,9250,null,606497,null,12208,null,243990,null,7675,null,56717,null,3274,null,37116,null,3148,null,0400000US18,Indiana,18
1980897,null,3561,null,11860,null,1802,null,6638,null,1682,null,13696,null,2024,null,41929,null,2615,null,21837,null,2280,null,30924,null,2578,null,38393,null,2962,null,22989,null,1671,null,577249,null,9303,null,76712,null,3234,null,154209,null,5207,null,285931,null,6881,null,201612,null,6496,null,350245,null,7509,null,101993,null,4658,null,26140,null,2020,null,18540,null,2164,null,0400000US19,Iowa,19
1809054,null,3681,null,10625,null,1746,null,9857,null,1863,null,18114,null,2560,null,37471,null,3104,null,25703,null,2976,null,28467,null,2170,null,36673,null,3360,null,18730,null,2059,null,436251,null,10013,null,80749,null,3792,null,147802,null,5347,null,296248,null,8053,null,129360,null,5481,null,348274,null,7407,null,135787,null,4548,null,30110,null,2469,null,18833,null,2038,null,0400000US20,Kansas,20
2877333,null,5012,null,31646,null,2960,null,20360,null,2156,null,35681,null,3029,null,138525,null,5915,null,70710,null,4451,null,94529,null,5096,null,93037,null,5280,null,42414,null,3111,null,777372,null,12567,null,204598,null,7314,null,184226,null,6891,null,392794,null,8458,null,187874,null,7194,null,358687,null,9956,null,176453,null,6723,null,46865,null,3236,null,21562,null,2321,null,0400000US21,Kentucky,21
2896932,null,5398,null,33298,null,3973,null,20656,null,2733,null,39988,null,2905,null,92713,null,5111,null,70630,null,4654,null,98715,null,5381,null,114920,null,6665,null,45500,null,3463,null,847531,null,14694,null,146868,null,6192,null,160117,null,5994,null,466191,null,12889,null,139674,null,6134,null,419316,null,10581,null,132638,null,5713,null,46342,null,3854,null,21835,null,2387,null,0400000US22,Louisiana,22
924973,null,1243,null,5944,null,1197,null,1798,null,767,null,2475,null,783,null,24699,null,2208,null,13702,null,1807,null,17552,null,2114,null,16493,null,1938,null,8014,null,1229,null,268297,null,7282,null,48947,null,3327,null,57205,null,3020,null,129235,null,5034,null,81337,null,4111,null,160080,null,7007,null,62185,null,3648,null,17126,null,1808,null,9884,null,1608,null,0400000US23,Maine,23
3797739,null,4154,null,36917,null,3594,null,28907,null,3095,null,41124,null,3269,null,62156,null,4293,null,56123,null,4797,null,85821,null,5222,null,79359,null,5500,null,56978,null,4259,null,898333,null,13822,null,115532,null,6032,null,228093,null,7539,null,519068,null,11384,null,234060,null,9163,null,748377,null,13133,null,407755,null,9328,null,112289,null,5936,null,86847,null,5027,null,0400000US24,Maryland,24
4490445,null,2452,null,59195,null,4947,null,40730,null,3618,null,42106,null,4355,null,76206,null,5324,null,59425,null,4190,null,78780,null,4677,null,72539,null,4682,null,66329,null,4132,null,1053369,null,17045,null,127726,null,6540,null,225591,null,7480,null,523899,null,12372,null,347972,null,8882,null,980758,null,14697,null,511504,null,9677,null,121542,null,5271,null,102774,null,5159,null,0400000US25,Massachusetts,25
6624875,null,4676,null,68115,null,5194,null,24006,null,2466,null,46535,null,3790,null,109303,null,5565,null,90940,null,4929,null,169948,null,5749,null,187468,null,5828,null,104917,null,5096,null,1797817,null,16288,null,259595,null,8835,null,524202,null,10992,null,1069444,null,15187,null,543759,null,10442,null,1005499,null,16953,null,457832,null,9407,null,107350,null,5529,null,58145,null,3762,null,0400000US26,Michigan,26
3486153,null,3055,null,31994,null,3425,null,9279,null,1808,null,18082,null,2413,null,63615,null,3380,null,28530,null,2390,null,47424,null,3578,null,56212,null,3230,null,41960,null,3109,null,861902,null,10012,null,110261,null,4677,null,233308,null,6979,null,545834,null,9071,null,339711,null,8750,null,738972,null,11531,null,249118,null,6259,null,70778,null,3086,null,39173,null,2528,null,0400000US27,Minnesota,27
1865862,null,5619,null,23925,null,2286,null,12831,null,1701,null,26193,null,2676,null,66832,null,3481,null,46024,null,3773,null,66337,null,4737,null,84677,null,5490,null,39181,null,3835,null,460788,null,10658,null,111839,null,5663,null,112354,null,5457,null,317243,null,8761,null,131978,null,5837,null,234032,null,7525,null,90007,null,4963,null,26077,null,2694,null,15544,null,2023,null,0400000US28,Mississippi,28
3961562,null,4345,null,29661,null,3243,null,11372,null,1853,null,26154,null,3082,null,111360,null,4338,null,65168,null,3928,null,104036,null,3913,null,116748,null,5406,null,60006,null,3332,null,1079458,null,12017,null,187551,null,6514,null,299930,null,8037,null,608287,null,12353,null,262736,null,8814,null,623479,null,11670,null,274878,null,8690,null,62837,null,4500,null,37901,null,3006,null,0400000US29,Missouri,29
648828,null,2188,null,2996,null,868,null,792,null,399,null,1831,null,540,null,14604,null,1900,null,6425,null,1210,null,12329,null,1685,null,12067,null,1468,null,8379,null,1344,null,172150,null,5760,null,32054,null,3512,null,40795,null,2834,null,115452,null,4950,null,51322,null,3857,null,123649,null,5540,null,37499,null,3589,null,10077,null,1396,null,6407,null,1288,null,0400000US30,Montana,30
1153230,null,2678,null,8724,null,1716,null,7991,null,1879,null,10942,null,2054,null,22028,null,2455,null,12014,null,1506,null,18018,null,2587,null,22278,null,2210,null,15669,null,1770,null,290089,null,6268,null,39491,null,2742,null,91717,null,3631,null,191230,null,5841,null,107574,null,4569,null,214419,null,7028,null,70105,null,3546,null,18778,null,2190,null,12163,null,1659,null,0400000US31,Nebraska,31
1728239,null,2903,null,19750,null,2875,null,17307,null,2661,null,46273,null,4788,null,29555,null,3127,null,39514,null,4852,null,35310,null,3606,null,46912,null,4575,null,43311,null,3413,null,436008,null,10387,null,60469,null,4022,null,123129,null,5689,null,322939,null,10570,null,131339,null,7056,null,245697,null,7107,null,91537,null,4804,null,26255,null,2868,null,12934,null,2169,null,0400000US32,Nevada,32
902747,null,1753,null,5185,null,1192,null,1961,null,853,null,2961,null,794,null,16616,null,2424,null,8943,null,1600,null,19070,null,2142,null,14609,null,2186,null,9349,null,1580,null,231912,null,6661,null,38460,null,2840,null,58771,null,3656,null,119371,null,5902,null,86666,null,3976,null,187812,null,5850,null,75447,null,3795,null,15871,null,1749,null,9743,null,1581,null,0400000US33,New Hampshire,33
5905302,null,3137,null,67643,null,4797,null,50601,null,4347,null,93755,null,6257,null,121853,null,5600,null,75939,null,6248,null,113885,null,5847,null,119154,null,6184,null,100380,null,5196,null,1583896,null,19177,null,150578,null,6113,null,306924,null,7970,null,718669,null,12877,null,364544,null,9957,null,1273186,null,15809,null,547305,null,11731,null,140272,null,4961,null,76718,null,4361,null,0400000US34,New Jersey,34
1290920,null,4704,null,16105,null,2400,null,16198,null,1888,null,37922,null,3648,null,28245,null,3076,null,29121,null,3311,null,34577,null,3007,null,41763,null,3770,null,17850,null,2211,null,282463,null,7219,null,58144,null,3382,null,79404,null,3661,null,226144,null,7542,null,95854,null,4687,null,192548,null,5829,null,91400,null,4790,null,22268,null,2189,null,20914,null,2114,null,0400000US35,New Mexico,35
13197392,null,5592,null,214943,null,8694,null,128173,null,6482,null,268664,null,10689,null,308643,null,9876,null,219675,null,9164,null,301552,null,9753,null,308894,null,9062,null,275076,null,8731,null,3151131,null,25994,null,490759,null,12237,null,618565,null,11367,null,1535027,null,24029,null,1100827,null,16924,null,2434198,null,25131,null,1303712,null,19836,null,363143,null,9737,null,174410,null,7506,null,0400000US36,New York,36
6150247,null,8866,null,74223,null,6396,null,44489,null,4255,null,95446,null,5379,null,150437,null,6563,null,151041,null,6335,null,192197,null,7174,null,169367,null,6871,null,86524,null,4538,null,1410601,null,17835,null,267760,null,7499,null,406048,null,11158,null,944802,null,14588,null,524739,null,11849,null,1091506,null,16836,null,380622,null,10195,null,93350,null,4648,null,67095,null,4268,null,0400000US37,North Carolina,37
419435,null,2059,null,2330,null,744,null,853,null,373,null,2056,null,609,null,16785,null,1422,null,3917,null,851,null,6410,null,837,null,5632,null,982,null,3644,null,770,null,98900,null,4010,null,15516,null,1730,null,27484,null,1868,null,76429,null,3082,null,51444,null,2770,null,80126,null,3424,null,20669,null,1703,null,4203,null,740,null,3037,null,788,null,0400000US38,North Dakota,38
7738348,null,4762,null,69221,null,5617,null,19057,null,2286,null,34034,null,3096,null,146241,null,5939,null,114585,null,5834,null,205631,null,7095,null,238163,null,8133,null,130821,null,5829,null,2431678,null,23562,null,295293,null,9664,null,551910,null,11157,null,1070663,null,16553,null,564275,null,11234,null,1183146,null,18210,null,492385,null,13013,null,123380,null,5058,null,67865,null,3623,null,0400000US39,Ohio,39
2376783,null,4844,null,19213,null,2363,null,14258,null,2245,null,30406,null,3336,null,54756,null,3978,null,44685,null,3243,null,62111,null,3754,null,79525,null,4278,null,38255,null,2741,null,633931,null,9326,null,122144,null,4670,null,173397,null,5803,null,404943,null,9042,null,158883,null,6132,null,364742,null,9108,null,124213,null,5086,null,33287,null,2786,null,18034,null,1813,null,0400000US40,Oklahoma,40
2586798,null,2886,null,21053,null,2201,null,18794,null,2675,null,32949,null,3275,null,34117,null,3070,null,30413,null,3108,null,47369,null,3183,null,55191,null,3627,null,42715,null,3181,null,523306,null,10285,null,101427,null,5387,null,228394,null,7586,null,483766,null,10269,null,212845,null,7421,null,484488,null,9710,null,185851,null,7463,null,50639,null,3229,null,33481,null,3376,null,0400000US41,Oregon,41
8609133,null,4338,null,77740,null,5851,null,25229,null,2648,null,44726,null,3048,null,188640,null,7994,null,130001,null,5817,null,216897,null,6521,null,228178,null,8011,null,128894,null,5147,null,2916440,null,25068,null,324936,null,8250,null,477369,null,9135,null,954377,null,17783,null,624436,null,11928,null,1394249,null,13955,null,611013,null,11370,null,159520,null,5788,null,106488,null,4906,null,0400000US42,Pennsylvania,42
715565,null,1645,null,15392,null,2429,null,8159,null,1657,null,7888,null,1810,null,18736,null,2512,null,14323,null,1991,null,15947,null,2389,null,17114,null,2406,null,11992,null,2033,null,166719,null,6686,null,34269,null,3150,null,38939,null,3240,null,89262,null,5560,null,58849,null,4182,null,134035,null,6260,null,57940,null,3455,null,15997,null,1688,null,10004,null,1561,null,0400000US44,Rhode Island,44
3019333,null,5110,null,33729,null,2788,null,22080,null,2805,null,40714,null,3299,null,81801,null,4792,null,69877,null,5110,null,96222,null,5469,null,97428,null,6045,null,53039,null,3808,null,789199,null,14146,null,126590,null,6361,null,177266,null,5648,null,443326,null,10691,null,253400,null,8245,null,480232,null,9535,null,185794,null,7194,null,41368,null,3034,null,27268,null,2367,null,0400000US45,South Carolina,45
523836,null,2845,null,1544,null,439,null,1027,null,533,null,1538,null,649,null,19496,null,1873,null,6794,null,1209,null,8578,null,1455,null,8278,null,1042,null,5603,null,1323,null,148505,null,4178,null,20838,null,1921,null,37400,null,2745,null,82136,null,4565,null,50545,null,3686,null,93321,null,4387,null,25027,null,2338,null,8116,null,1348,null,5090,null,1016,null,0400000US46,South Dakota,46
4213368,null,4703,null,43505,null,3294,null,24514,null,2671,null,55928,null,3876,null,147898,null,5626,null,96742,null,5469,null,124608,null,5501,null,145610,null,6973,null,71583,null,4465,null,1139037,null,16241,null,249362,null,7456,null,262695,null,7907,null,624651,null,12424,null,257969,null,6950,null,636544,null,11652,null,227079,null,6926,null,64885,null,3653,null,40758,null,3266,null,0400000US47,Tennessee,47
15361557,null,10540,null,284805,null,10028,null,286879,null,10999,null,581442,null,14806,null,408109,null,14249,null,468339,null,14572,null,373687,null,11027,null,427568,null,12222,null,262837,null,9904,null,3194584,null,29786,null,711498,null,12354,null,975125,null,15076,null,2525287,null,27151,null,944093,null,16793,null,2618635,null,25518,null,924646,null,15918,null,233320,null,8040,null,140703,null,6405,null,0400000US48,Texas,48
1573179,null,2531,null,11361,null,1943,null,7384,null,1476,null,18880,null,3123,null,15508,null,2245,null,18220,null,2313,null,22404,null,3089,null,31687,null,3533,null,25900,null,2379,null,349117,null,7598,null,41174,null,3060,null,130085,null,5182,null,309692,null,8394,null,143646,null,5356,null,304181,null,8062,null,101453,null,4746,null,23716,null,2185,null,18771,null,2156,null,0400000US49,Utah,49
425483,null,1040,null,1684,null,549,null,1090,null,414,null,1090,null,400,null,9068,null,1155,null,6171,null,1101,null,7539,null,1346,null,6803,null,1034,null,4888,null,952,null,120395,null,4385,null,16186,null,1703,null,22538,null,2221,null,51750,null,2944,null,35647,null,2296,null,83936,null,3531,null,41552,null,2833,null,9128,null,1342,null,6018,null,941,null,0400000US50,Vermont,50
5207987,null,7769,null,49397,null,4216,null,31270,null,3130,null,64058,null,4386,null,129370,null,6874,null,90507,null,5008,null,129746,null,6534,null,133646,null,5855,null,69920,null,5015,null,1132350,null,18375,null,192339,null,7209,null,321413,null,9634,null,749605,null,13304,null,344109,null,8267,null,1035382,null,16081,null,530114,null,12877,null,127210,null,5544,null,77551,null,3942,null,0400000US51,Virginia,51
4445351,null,3404,null,42266,null,4104,null,31781,null,3818,null,47449,null,4324,null,53414,null,3847,null,48453,null,3633,null,75548,null,5227,null,87237,null,5272,null,72750,null,4023,null,891059,null,13281,null,176447,null,7176,null,363669,null,8233,null,764119,null,13463,null,411431,null,8536,null,885861,null,13289,null,339071,null,9293,null,92329,null,5015,null,62467,null,3958,null,0400000US53,Washington,53
1263943,null,3267,null,11342,null,1871,null,5441,null,1108,null,10121,null,1323,null,54926,null,3298,null,34661,null,2994,null,48620,null,3903,null,38066,null,3176,null,14076,null,2054,null,439478,null,9252,null,78640,null,4384,null,72234,null,3503,null,162005,null,5936,null,76063,null,3595,null,133022,null,5616,null,58690,null,3411,null,16576,null,2167,null,9982,null,1836,null,0400000US54,West Virginia,54
3761656,null,3830,null,27267,null,2491,null,8305,null,1651,null,21388,null,2476,null,74502,null,3714,null,39003,null,3198,null,67277,null,3327,null,86730,null,4529,null,60229,null,2822,null,1148914,null,13462,null,134948,null,4651,null,251824,null,6053,null,537266,null,9194,null,338575,null,6850,null,648584,null,8611,null,228481,null,7142,null,53445,null,2883,null,34918,null,2963,null,0400000US55,Wisconsin,55
355793,null,1954,null,1795,null,719,null,839,null,474,null,1583,null,671,null,4680,null,1154,null,3466,null,857,null,5382,null,961,null,6141,null,1203,null,5178,null,1172,null,89825,null,3325,null,20137,null,2145,null,30298,null,2956,null,68974,null,3318,null,32931,null,2167,null,56495,null,3086,null,19720,null,2120,null,4993,null,985,null,3356,null,892,null,0400000US56,Wyoming,56
2595507,null,3049,null,93826,null,4898,null,169704,null,5541,null,142569,null,5707,null,140426,null,5283,null,120855,null,5679,null,46365,null,4334,null,63986,null,4079,null,40114,null,2575,null,567089,null,10386,null,92774,null,5466,null,52401,null,3312,null,286064,null,9443,null,222600,null,7853,null,419040,null,8801,null,93824,null,4846,null,28599,null,2959,null,15271,null,1997,null,0400000US72,Puerto Rico,72
