B05003D_001E,B05003D_001EA,B05003D_001M,B05003D_001MA,B05003D_002E,B05003D_002EA,B05003D_002M,B05003D_002MA,B05003D_003E,B05003D_003EA,B05003D_003M,B05003D_003MA,B05003D_004E,B05003D_004EA,B05003D_004M,B05003D_004MA,B05003D_005E,B05003D_005EA,B05003D_005M,B05003D_005MA,B05003D_006E,B05003D_006EA,B05003D_006M,B05003D_006MA,B05003D_007E,B05003D_007EA,B05003D_007M,B05003D_007MA,B05003D_008E,B05003D_008EA,B05003D_008M,B05003D_008MA,B05003D_009E,B05003D_009EA,B05003D_009M,B05003D_009MA,B05003D_010E,B05003D_010EA,B05003D_010M,B05003D_010MA,B05003D_011E,B05003D_011EA,B05003D_011M,B05003D_011MA,B05003D_012E,B05003D_012EA,B05003D_012M,B05003D_012MA,B05003D_013E,B05003D_013EA,B05003D_013M,B05003D_013MA,B05003D_014E,B05003D_014EA,B05003D_014M,B05003D_014MA,B05003D_015E,B05003D_015EA,B05003D_015M,B05003D_015MA,B05003D_016E,B05003D_016EA,B05003D_016M,B05003D_016MA,B05003D_017E,B05003D_017EA,B05003D_017M,B05003D_017MA,B05003D_018E,B05003D_018EA,B05003D_018M,B05003D_018MA,B05003D_019E,B05003D_019EA,B05003D_019M,B05003D_019MA,B05003D_020E,B05003D_020EA,B05003D_020M,B05003D_020MA,B05003D_021E,B05003D_021EA,B05003D_021M,B05003D_021MA,B05003D_022E,B05003D_022EA,B05003D_022M,B05003D_022MA,B05003D_023E,B05003D_023EA,B05003D_023M,B05003D_023MA,GEO_ID,NAME,state
291741,null,4651,null,143445,null,3267,null,37505,null,1803,null,28257,null,2155,null,9248,null,1780,null,1932,null,731,null,7316,null,1654,null,105940,null,2689,null,14658,null,2003,null,91282,null,3311,null,46105,null,2994,null,45177,null,3980,null,148296,null,3129,null,37054,null,1927,null,26681,null,2257,null,10373,null,1636,null,3295,null,919,null,7078,null,1586,null,111242,null,2241,null,14083,null,1906,null,97159,null,2404,null,47751,null,2967,null,49408,null,3101,null,0400000US13,Georgia,13
480137,null,10327,null,223571,null,5951,null,35907,null,2717,null,32093,null,2524,null,3814,null,1148,null,1488,null,648,null,2326,null,983,null,187664,null,4548,null,122801,null,4228,null,64863,null,4606,null,42502,null,3249,null,22361,null,3053,null,256566,null,5751,null,32874,null,2855,null,29494,null,2702,null,3380,null,667,null,1696,null,436,null,1684,null,579,null,223692,null,4359,null,124387,null,4289,null,99305,null,4427,null,63306,null,3703,null,35999,null,3297,null,0400000US15,Hawaii,15
17263,null,1442,null,7596,null,926,null,1782,null,559,null,1320,null,580,null,462,null,315,null,55,null,96,null,407,null,287,null,5814,null,686,null,2174,null,848,null,3640,null,640,null,1544,null,419,null,2096,null,708,null,9667,null,1075,null,2286,null,724,null,931,null,395,null,1355,null,627,null,464,null,343,null,891,null,522,null,7381,null,871,null,1260,null,631,null,6121,null,878,null,3356,null,835,null,2765,null,774,null,0400000US16,Idaho,16
565429,null,4712,null,276935,null,3204,null,67295,null,2234,null,55077,null,2591,null,12218,null,1657,null,3543,null,912,null,8675,null,1369,null,209640,null,2374,null,40420,null,2709,null,169220,null,2983,null,94830,null,3774,null,74390,null,3974,null,288494,null,3182,null,65646,null,1951,null,50177,null,2091,null,15469,null,1893,null,7664,null,1371,null,7805,null,1467,null,222848,null,2239,null,35565,null,3100,null,187283,null,3485,null,112974,null,3725,null,74309,null,4517,null,0400000US17,Illinois,17
90593,null,2842,null,42459,null,2259,null,10713,null,1464,null,7711,null,1333,null,3002,null,874,null,609,null,397,null,2393,null,851,null,31746,null,1472,null,5562,null,947,null,26184,null,1502,null,11516,null,1603,null,14668,null,1705,null,48134,null,2189,null,12050,null,1261,null,7281,null,1330,null,4769,null,1033,null,2366,null,803,null,2403,null,913,null,36084,null,1712,null,4749,null,874,null,31335,null,1758,null,14590,null,1735,null,16745,null,1687,null,0400000US18,Indiana,18
45771,null,2202,null,20458,null,1862,null,4957,null,899,null,3535,null,767,null,1422,null,578,null,853,null,357,null,569,null,456,null,15501,null,1429,null,1652,null,695,null,13849,null,1322,null,7000,null,1151,null,6849,null,1246,null,25313,null,1534,null,5783,null,933,null,3325,null,790,null,2458,null,781,null,1322,null,609,null,1136,null,487,null,19530,null,1367,null,2031,null,681,null,17499,null,1556,null,9797,null,1326,null,7702,null,1395,null,0400000US19,Iowa,19
61630,null,1797,null,29513,null,1430,null,7553,null,831,null,6623,null,997,null,930,null,474,null,245,null,248,null,685,null,399,null,21960,null,891,null,3684,null,921,null,18276,null,1175,null,8715,null,921,null,9561,null,1300,null,32117,null,1178,null,7248,null,785,null,5723,null,909,null,1525,null,476,null,761,null,384,null,764,null,377,null,24869,null,943,null,3754,null,910,null,21115,null,1126,null,10454,null,1224,null,10661,null,1102,null,0400000US20,Kansas,20
42155,null,1890,null,19068,null,1266,null,5517,null,980,null,2651,null,797,null,2866,null,975,null,786,null,643,null,2080,null,638,null,13551,null,893,null,2151,null,764,null,11400,null,1164,null,4406,null,1018,null,6994,null,1116,null,23087,null,1629,null,6108,null,947,null,2490,null,741,null,3618,null,1039,null,2231,null,791,null,1387,null,633,null,16979,null,1250,null,1604,null,681,null,15375,null,1356,null,6643,null,1241,null,8732,null,1266,null,0400000US21,Kentucky,21
66977,null,2472,null,32404,null,1823,null,9821,null,1252,null,8075,null,1060,null,1746,null,716,null,696,null,487,null,1050,null,533,null,22583,null,1452,null,4433,null,896,null,18150,null,1352,null,9255,null,1364,null,8895,null,1583,null,34573,null,1782,null,8032,null,1324,null,7055,null,1238,null,977,null,497,null,373,null,331,null,604,null,408,null,26541,null,1243,null,4633,null,1032,null,21908,null,1334,null,11600,null,1450,null,10308,null,1504,null,0400000US22,Louisiana,22
12270,null,1042,null,5020,null,839,null,1416,null,640,null,1263,null,610,null,153,null,197,null,126,null,183,null,27,null,40,null,3604,null,611,null,1159,null,531,null,2445,null,505,null,1305,null,379,null,1140,null,394,null,7250,null,754,null,1848,null,471,null,1000,null,401,null,848,null,430,null,742,null,381,null,106,null,176,null,5402,null,606,null,750,null,411,null,4652,null,710,null,2979,null,721,null,1673,null,599,null,0400000US23,Maine,23
290108,null,3691,null,140252,null,2464,null,32818,null,1821,null,25794,null,2079,null,7024,null,1490,null,2128,null,695,null,4896,null,1465,null,107434,null,1430,null,18144,null,1548,null,89290,null,2153,null,53380,null,2635,null,35910,null,2481,null,149856,null,2321,null,30961,null,1483,null,23744,null,1410,null,7217,null,1095,null,2702,null,681,null,4515,null,1035,null,118895,null,1496,null,16065,null,1713,null,102830,null,2127,null,61941,null,2936,null,40889,null,2993,null,0400000US24,Maryland,24
328684,null,3749,null,161136,null,2483,null,37863,null,2008,null,31515,null,1904,null,6348,null,1365,null,2549,null,781,null,3799,null,1096,null,123273,null,1487,null,19858,null,2233,null,103415,null,2358,null,54237,null,3041,null,49178,null,3371,null,167548,null,2365,null,37136,null,1326,null,28500,null,1606,null,8636,null,1262,null,4687,null,979,null,3949,null,961,null,130412,null,1787,null,21936,null,2372,null,108476,null,2500,null,57918,null,3098,null,50558,null,3061,null,0400000US25,Massachusetts,25
241867,null,3794,null,118092,null,2435,null,30975,null,1400,null,21607,null,1591,null,9368,null,1264,null,3107,null,879,null,6261,null,1227,null,87117,null,1643,null,12900,null,1549,null,74217,null,1942,null,35948,null,2307,null,38269,null,2409,null,123775,null,2315,null,31980,null,1520,null,21598,null,1772,null,10382,null,1324,null,4257,null,804,null,6125,null,1240,null,91795,null,1568,null,11680,null,1481,null,80115,null,1731,null,41975,null,2339,null,38140,null,2332,null,0400000US26,Michigan,26
196043,null,2790,null,93535,null,1843,null,29531,null,1312,null,24292,null,1713,null,5239,null,1143,null,2138,null,613,null,3101,null,999,null,64004,null,1271,null,13279,null,1360,null,50725,null,1486,null,28112,null,1957,null,22613,null,2035,null,102508,null,2037,null,31706,null,1317,null,23559,null,1772,null,8147,null,1447,null,3562,null,886,null,4585,null,1209,null,70802,null,1547,null,11554,null,1417,null,59248,null,1644,null,36009,null,2008,null,23239,null,2255,null,0400000US27,Minnesota,27
23046,null,2602,null,11184,null,1683,null,2002,null,1110,null,1544,null,923,null,458,null,484,null,64,null,121,null,394,null,469,null,9182,null,1315,null,1771,null,734,null,7411,null,1263,null,3010,null,822,null,4401,null,1068,null,11862,null,1687,null,1993,null,767,null,1563,null,663,null,430,null,313,null,239,null,279,null,191,null,189,null,9869,null,1517,null,2064,null,905,null,7805,null,1182,null,3762,null,1009,null,4043,null,826,null,0400000US28,Mississippi,28
86834,null,2850,null,42702,null,1880,null,10352,null,1112,null,8349,null,1054,null,2003,null,572,null,840,null,417,null,1163,null,476,null,32350,null,1582,null,4896,null,1030,null,27454,null,1780,null,12753,null,1374,null,14701,null,1739,null,44132,null,1920,null,10434,null,1080,null,5323,null,907,null,5111,null,1033,null,3227,null,804,null,1884,null,662,null,33698,null,1385,null,4816,null,1038,null,28882,null,1388,null,16591,null,1521,null,12291,null,1310,null,0400000US29,Missouri,29
5250,null,1064,null,1464,null,526,null,285,null,225,null,133,null,144,null,152,null,161,null,109,null,139,null,43,null,66,null,1179,null,453,null,302,null,279,null,877,null,439,null,618,null,400,null,259,null,198,null,3786,null,925,null,788,null,502,null,78,null,134,null,710,null,483,null,654,null,457,null,56,null,131,null,2998,null,795,null,282,null,301,null,2716,null,733,null,1234,null,511,null,1482,null,638,null,0400000US30,Montana,30
29913,null,1785,null,15084,null,1209,null,5185,null,1044,null,2461,null,765,null,2724,null,862,null,789,null,437,null,1935,null,898,null,9899,null,807,null,1381,null,461,null,8518,null,866,null,4452,null,831,null,4066,null,679,null,14829,null,1153,null,3751,null,830,null,2241,null,589,null,1510,null,585,null,733,null,374,null,777,null,513,null,11078,null,803,null,1108,null,494,null,9970,null,922,null,4027,null,702,null,5943,null,908,null,0400000US31,Nebraska,31
174754,null,3442,null,78588,null,2055,null,17817,null,1322,null,15065,null,1557,null,2752,null,903,null,878,null,582,null,1874,null,727,null,60771,null,1398,null,15470,null,1872,null,45301,null,1995,null,30493,null,2254,null,14808,null,2033,null,96166,null,2163,null,18378,null,1678,null,14886,null,1583,null,3492,null,1120,null,627,null,399,null,2865,null,1053,null,77788,null,1532,null,14975,null,1718,null,62813,null,1929,null,40327,null,2535,null,22486,null,2279,null,0400000US32,Nevada,32
25036,null,1423,null,12677,null,1096,null,4074,null,692,null,3282,null,695,null,792,null,352,null,303,null,221,null,489,null,299,null,8603,null,802,null,727,null,355,null,7876,null,880,null,3880,null,842,null,3996,null,854,null,12359,null,1087,null,3314,null,947,null,1530,null,609,null,1784,null,824,null,1469,null,771,null,315,null,290,null,9045,null,699,null,1571,null,584,null,7474,null,738,null,3565,null,728,null,3909,null,663,null,0400000US33,New Hampshire,33
677022,null,4571,null,337051,null,2623,null,85481,null,1860,null,65949,null,2810,null,19532,null,2371,null,4574,null,1036,null,14958,null,2269,null,251570,null,1529,null,32227,null,2986,null,219343,null,3190,null,120588,null,3592,null,98755,null,4291,null,339971,null,3028,null,80330,null,2095,null,61879,null,2721,null,18451,null,1926,null,5284,null,925,null,13167,null,1918,null,259641,null,1676,null,30032,null,2548,null,229609,null,2761,null,129380,null,3483,null,100229,null,3740,null,0400000US34,New Jersey,34
28263,null,1745,null,10843,null,1201,null,2751,null,729,null,2017,null,608,null,734,null,463,null,524,null,388,null,210,null,263,null,8092,null,955,null,2874,null,763,null,5218,null,958,null,3213,null,917,null,2005,null,649,null,17420,null,1428,null,5023,null,970,null,2995,null,893,null,2028,null,761,null,1533,null,748,null,495,null,310,null,12397,null,1159,null,3261,null,1084,null,9136,null,1085,null,6034,null,1080,null,3102,null,841,null,0400000US35,New Mexico,35
1373918,null,6821,null,675320,null,4301,null,157274,null,2664,null,124519,null,4247,null,32755,null,3331,null,10361,null,1869,null,22394,null,3086,null,518046,null,3423,null,77778,null,5188,null,440268,null,6081,null,240314,null,6170,null,199954,null,7506,null,698598,null,4561,null,147007,null,3130,null,114835,null,3752,null,32172,null,3057,null,13162,null,2086,null,19010,null,2565,null,551591,null,2702,null,77725,null,4638,null,473866,null,4856,null,268676,null,6240,null,205190,null,7460,null,0400000US36,New York,36
184275,null,3620,null,87914,null,2603,null,25197,null,1608,null,19998,null,1776,null,5199,null,1224,null,726,null,432,null,4473,null,1166,null,62717,null,1804,null,12021,null,1829,null,50696,null,2546,null,26031,null,2393,null,24665,null,2116,null,96361,null,2507,null,23449,null,1738,null,16221,null,1643,null,7228,null,1217,null,1740,null,527,null,5488,null,1225,null,72912,null,1992,null,9949,null,1860,null,62963,null,2211,null,32964,null,1989,null,29999,null,2664,null,0400000US37,North Carolina,37
5044,null,917,null,2592,null,813,null,348,null,310,null,244,null,247,null,104,null,173,null,21,null,39,null,83,null,175,null,2244,null,742,null,490,null,432,null,1754,null,554,null,791,null,317,null,963,null,498,null,2452,null,633,null,704,null,460,null,334,null,352,null,370,null,426,null,368,null,428,null,2,null,9,null,1748,null,477,null,393,null,367,null,1355,null,380,null,542,null,270,null,813,null,423,null,0400000US38,North Dakota,38
179729,null,3694,null,86461,null,2388,null,21808,null,1407,null,16354,null,1982,null,5454,null,1362,null,1277,null,483,null,4177,null,1313,null,64653,null,1639,null,9052,null,1360,null,55601,null,2024,null,27899,null,2241,null,27702,null,1987,null,93268,null,2518,null,22997,null,1467,null,15807,null,1623,null,7190,null,1456,null,3428,null,1015,null,3762,null,1056,null,70271,null,1760,null,9912,null,1282,null,60359,null,2113,null,32353,null,2021,null,28006,null,2259,null,0400000US39,Ohio,39
59650,null,2790,null,29212,null,1795,null,7129,null,1143,null,6719,null,1112,null,410,null,237,null,186,null,185,null,224,null,216,null,22083,null,1295,null,4804,null,1070,null,17279,null,1082,null,9650,null,1083,null,7629,null,1200,null,30438,null,1747,null,6103,null,777,null,4952,null,843,null,1151,null,458,null,487,null,323,null,664,null,407,null,24335,null,1328,null,3574,null,898,null,20761,null,1323,null,13379,null,1220,null,7382,null,1113,null,0400000US40,Oklahoma,40
137749,null,3657,null,62392,null,2449,null,15502,null,1598,null,12007,null,1599,null,3495,null,996,null,969,null,397,null,2526,null,972,null,46890,null,1785,null,12306,null,1789,null,34584,null,2235,null,20160,null,2087,null,14424,null,1544,null,75357,null,2397,null,16162,null,1472,null,12276,null,1374,null,3886,null,1083,null,2382,null,887,null,1504,null,617,null,59195,null,1567,null,11907,null,1462,null,47288,null,1936,null,28194,null,1702,null,19094,null,1656,null,0400000US41,Oregon,41
310990,null,4090,null,150387,null,2786,null,38023,null,1631,null,29523,null,1795,null,8500,null,1430,null,2801,null,781,null,5699,null,1195,null,112364,null,2199,null,18739,null,1866,null,93625,null,2487,null,52038,null,2246,null,41587,null,2906,null,160603,null,2812,null,40626,null,1733,null,28635,null,1907,null,11991,null,1492,null,6491,null,1126,null,5500,null,888,null,119977,null,2086,null,18749,null,2282,null,101228,null,3097,null,55189,null,2488,null,46039,null,3093,null,0400000US42,Pennsylvania,42
31142,null,1410,null,15976,null,1047,null,4543,null,881,null,3421,null,912,null,1122,null,572,null,764,null,471,null,358,null,345,null,11433,null,708,null,2685,null,797,null,8748,null,907,null,4468,null,719,null,4280,null,881,null,15166,null,928,null,3681,null,710,null,3302,null,765,null,379,null,286,null,294,null,234,null,85,null,119,null,11485,null,632,null,2792,null,952,null,8693,null,1006,null,4858,null,954,null,3835,null,885,null,0400000US44,Rhode Island,44
57335,null,2593,null,25622,null,2039,null,6706,null,1033,null,4824,null,1039,null,1882,null,876,null,122,null,136,null,1760,null,877,null,18916,null,1644,null,2780,null,715,null,16136,null,1572,null,7955,null,1202,null,8181,null,1331,null,31713,null,1891,null,7311,null,1192,null,5093,null,1031,null,2218,null,733,null,935,null,509,null,1283,null,745,null,24402,null,1503,null,3391,null,1116,null,21011,null,1580,null,12701,null,1261,null,8310,null,1354,null,0400000US45,South Carolina,45
8210,null,1392,null,3159,null,770,null,890,null,332,null,480,null,238,null,410,null,220,null,213,null,214,null,197,null,190,null,2269,null,653,null,560,null,335,null,1709,null,602,null,859,null,475,null,850,null,452,null,5051,null,1033,null,1568,null,776,null,927,null,427,null,641,null,622,null,641,null,622,null,0,null,223,null,3483,null,694,null,253,null,215,null,3230,null,682,null,2154,null,643,null,1076,null,460,null,0400000US46,South Dakota,46
86439,null,2956,null,40774,null,2200,null,10657,null,1380,null,8620,null,1334,null,2037,null,656,null,381,null,296,null,1656,null,627,null,30117,null,1494,null,3586,null,1113,null,26531,null,1355,null,14154,null,1767,null,12377,null,1518,null,45665,null,1865,null,10950,null,1249,null,8967,null,1353,null,1983,null,681,null,948,null,498,null,1035,null,519,null,34715,null,1521,null,4410,null,923,null,30305,null,1599,null,17679,null,1634,null,12626,null,1579,null,0400000US47,Tennessee,47
883429,null,6934,null,433852,null,4395,null,116571,null,2781,null,91913,null,3708,null,24658,null,2542,null,6363,null,1511,null,18295,null,2332,null,317281,null,2788,null,44798,null,3488,null,272483,null,4633,null,152846,null,5127,null,119637,null,6526,null,449577,null,4185,null,111265,null,2715,null,85387,null,3391,null,25878,null,2508,null,7917,null,1518,null,17961,null,2322,null,338312,null,2720,null,37526,null,3080,null,300786,null,3624,null,177922,null,5061,null,122864,null,5236,null,0400000US48,Texas,48
56760,null,2351,null,26684,null,1606,null,7622,null,1059,null,5724,null,1144,null,1898,null,1029,null,629,null,833,null,1269,null,646,null,19062,null,1318,null,5050,null,1122,null,14012,null,1472,null,7657,null,1290,null,6355,null,1266,null,30076,null,1349,null,6492,null,1028,null,4951,null,1106,null,1541,null,764,null,317,null,342,null,1224,null,737,null,23584,null,927,null,5234,null,982,null,18350,null,1204,null,9350,null,1382,null,9000,null,1252,null,0400000US49,Utah,49
6042,null,774,null,2681,null,575,null,757,null,395,null,652,null,425,null,105,null,101,null,80,null,84,null,25,null,49,null,1924,null,314,null,427,null,166,null,1497,null,291,null,1188,null,328,null,309,null,214,null,3361,null,547,null,962,null,378,null,572,null,216,null,390,null,227,null,295,null,187,null,95,null,139,null,2399,null,341,null,502,null,234,null,1897,null,413,null,1184,null,331,null,713,null,345,null,0400000US50,Vermont,50
391484,null,4658,null,184355,null,2862,null,44292,null,1992,null,34318,null,2218,null,9974,null,1566,null,2831,null,962,null,7143,null,1448,null,140063,null,2157,null,22213,null,2314,null,117850,null,2682,null,65806,null,3450,null,52044,null,3686,null,207129,null,3435,null,44974,null,1962,null,33805,null,2277,null,11169,null,1599,null,3607,null,713,null,7562,null,1445,null,162155,null,2371,null,20589,null,2619,null,141566,null,3056,null,84893,null,3441,null,56673,null,3444,null,0400000US51,Virginia,51
441231,null,6051,null,203715,null,3410,null,44970,null,2149,null,35793,null,2175,null,9177,null,1730,null,2526,null,822,null,6651,null,1595,null,158745,null,2465,null,41385,null,2823,null,117360,null,3034,null,70610,null,3525,null,46750,null,3199,null,237516,null,3862,null,45459,null,2266,null,33438,null,2434,null,12021,null,1813,null,4945,null,1046,null,7076,null,1653,null,192057,null,2803,null,39457,null,2904,null,152600,null,3001,null,91401,null,4015,null,61199,null,3655,null,0400000US53,Washington,53
11417,null,1420,null,5422,null,1010,null,1242,null,533,null,897,null,460,null,345,null,303,null,213,null,231,null,132,null,210,null,4180,null,741,null,421,null,226,null,3759,null,715,null,2145,null,673,null,1614,null,548,null,5995,null,943,null,1302,null,432,null,645,null,303,null,657,null,440,null,463,null,389,null,194,null,192,null,4693,null,758,null,544,null,270,null,4149,null,789,null,2144,null,585,null,2005,null,685,null,0400000US54,West Virginia,54
120116,null,2759,null,58234,null,2359,null,18725,null,1734,null,15912,null,1728,null,2813,null,710,null,1393,null,589,null,1420,null,515,null,39509,null,1336,null,8103,null,1291,null,31406,null,1453,null,17877,null,1577,null,13529,null,1436,null,61882,null,2174,null,19052,null,1550,null,15294,null,1645,null,3758,null,878,null,2284,null,735,null,1474,null,515,null,42830,null,1494,null,6975,null,1274,null,35855,null,1771,null,20035,null,1641,null,15820,null,1634,null,0400000US55,Wisconsin,55
3649,null,1249,null,1488,null,578,null,368,null,274,null,236,null,237,null,132,null,136,null,49,null,80,null,83,null,109,null,1120,null,413,null,385,null,270,null,735,null,383,null,98,null,81,null,637,null,347,null,2161,null,944,null,257,null,250,null,225,null,243,null,32,null,56,null,0,null,265,null,32,null,56,null,1904,null,847,null,315,null,258,null,1589,null,801,null,934,null,676,null,655,null,355,null,0400000US56,Wyoming,56
12579,null,2585,null,4353,null,1259,null,866,null,596,null,756,null,584,null,110,null,131,null,0,null,289,null,110,null,131,null,3487,null,926,null,1532,null,574,null,1955,null,739,null,1132,null,537,null,823,null,508,null,8226,null,1771,null,2288,null,907,null,2231,null,893,null,57,null,94,null,0,null,289,null,57,null,94,null,5938,null,1361,null,3188,null,956,null,2750,null,947,null,1041,null,500,null,1709,null,762,null,0400000US72,Puerto Rico,72
