B16002_001E,B16002_001EA,B16002_001M,B16002_001MA,B16002_002E,B16002_002EA,B16002_002M,B16002_002MA,B16002_003E,B16002_003EA,B16002_003M,B16002_003MA,B16002_004E,B16002_004EA,B16002_004M,B16002_004MA,B16002_005E,B16002_005EA,B16002_005M,B16002_005MA,B16002_006E,B16002_006EA,B16002_006M,B16002_006MA,B16002_007E,B16002_007EA,B16002_007M,B16002_007MA,B16002_008E,B16002_008EA,B16002_008M,B16002_008MA,B16002_009E,B16002_009EA,B16002_009M,B16002_009MA,B16002_010E,B16002_010EA,B16002_010M,B16002_010MA,B16002_011E,B16002_011EA,B16002_011M,B16002_011MA,B16002_012E,B16002_012EA,B16002_012M,B16002_012MA,B16002_013E,B16002_013EA,B16002_013M,B16002_013MA,B16002_014E,B16002_014EA,B16002_014M,B16002_014MA,GEO_ID,NAME,state
1688027,null,9265,null,1493773,null,9904,null,59169,null,3636,null,10329,null,1667,null,48840,null,3471,null,110284,null,4495,null,8732,null,1473,null,101552,null,4240,null,19242,null,1677,null,4935,null,1005,null,14307,null,1748,null,5559,null,1309,null,500,null,352,null,5059,null,1239,null,0400000US22,Louisiana,22
544855,null,4187,null,487165,null,4891,null,8053,null,1309,null,683,null,416,null,7370,null,1302,null,42468,null,3161,null,3508,null,794,null,38960,null,2978,null,4684,null,835,null,1134,null,502,null,3550,null,789,null,2485,null,794,null,945,null,420,null,1540,null,665,null,0400000US23,Maine,23
2095122,null,8485,null,1753108,null,9637,null,119423,null,4147,null,27389,null,2167,null,92034,null,4141,null,113394,null,5224,null,15477,null,1928,null,97917,null,4445,null,72183,null,3167,null,17639,null,1822,null,54544,null,3046,null,37014,null,3307,null,3843,null,1097,null,33171,null,3136,null,0400000US24,Maryland,24
2475492,null,10003,null,1920043,null,10977,null,180798,null,5345,null,51794,null,3580,null,129004,null,5034,null,263294,null,8406,null,51838,null,4228,null,211456,null,7485,null,83179,null,3100,null,24569,null,2256,null,58610,null,2770,null,28178,null,2784,null,5888,null,1438,null,22290,null,2404,null,0400000US25,Massachusetts,25
3819736,null,15353,null,3417628,null,16159,null,138209,null,4517,null,20710,null,2106,null,117499,null,4757,null,150366,null,4380,null,21134,null,2071,null,129232,null,4212,null,55844,null,2563,null,12543,null,1665,null,43301,null,2776,null,57689,null,3706,null,12949,null,2046,null,44740,null,3328,null,0400000US26,Michigan,26
2085767,null,8065,null,1863825,null,8320,null,78063,null,3120,null,17239,null,1933,null,60824,null,2923,null,64432,null,3602,null,7446,null,1178,null,56986,null,3367,null,47842,null,2568,null,11960,null,1224,null,35882,null,2566,null,31605,null,2662,null,8685,null,1551,null,22920,null,2174,null,0400000US27,Minnesota,27
1095026,null,8003,null,1043079,null,8031,null,31580,null,2632,null,6090,null,1365,null,25490,null,2431,null,9469,null,1625,null,978,null,514,null,8491,null,1423,null,6991,null,1262,null,1824,null,843,null,5167,null,902,null,3907,null,992,null,567,null,425,null,3340,null,931,null,0400000US28,Mississippi,28
2339684,null,9753,null,2174291,null,9965,null,73706,null,3634,null,11587,null,1545,null,62119,null,3485,null,52471,null,3902,null,6390,null,1274,null,46081,null,3298,null,27756,null,2226,null,7947,null,1386,null,19809,null,1955,null,11460,null,2007,null,2382,null,1230,null,9078,null,1540,null,0400000US29,Missouri,29
375287,null,3537,null,350038,null,3408,null,8687,null,1212,null,655,null,434,null,8032,null,1171,null,10096,null,1292,null,925,null,463,null,9171,null,1175,null,2129,null,747,null,448,null,254,null,1681,null,694,null,4337,null,788,null,67,null,101,null,4270,null,774,null,0400000US30,Montana,30
711223,null,4845,null,642161,null,5359,null,42667,null,2461,null,10905,null,1579,null,31762,null,2310,null,13553,null,1695,null,1702,null,732,null,11851,null,1419,null,7967,null,1067,null,2788,null,822,null,5179,null,854,null,4875,null,1272,null,1350,null,792,null,3525,null,1117,null,0400000US31,Nebraska,31
965715,null,7365,null,692484,null,7054,null,172065,null,4833,null,52095,null,3636,null,119970,null,5000,null,33883,null,2546,null,4949,null,1022,null,28934,null,2297,null,55446,null,2224,null,11610,null,1745,null,43836,null,2354,null,11837,null,1808,null,2679,null,1033,null,9158,null,1505,null,0400000US32,Nevada,32
506342,null,4336,null,452044,null,5196,null,14585,null,1657,null,1567,null,683,null,13018,null,1641,null,32330,null,2564,null,3971,null,1051,null,28359,null,2287,null,4960,null,974,null,1161,null,545,null,3799,null,827,null,2423,null,753,null,628,null,449,null,1795,null,669,null,0400000US33,New Hampshire,33
3154926,null,9910,null,2225675,null,12997,null,430966,null,7850,null,124107,null,5575,null,306859,null,7422,null,307938,null,7466,null,59329,null,3559,null,248609,null,6473,null,143351,null,4380,null,34826,null,3213,null,108525,null,3666,null,46996,null,3748,null,8025,null,1562,null,38971,null,3117,null,0400000US34,New Jersey,34
742104,null,4973,null,442428,null,6747,null,239706,null,6344,null,36617,null,3344,null,203089,null,5196,null,15490,null,1813,null,1194,null,501,null,14296,null,1813,null,7544,null,972,null,1131,null,477,null,6413,null,968,null,36936,null,2424,null,4843,null,666,null,32093,null,2379,null,0400000US35,New Mexico,35
7187555,null,16275,null,5065876,null,18782,null,972475,null,9927,null,285524,null,7503,null,686951,null,8957,null,730138,null,10625,null,171888,null,6908,null,558250,null,9810,null,309938,null,6367,null,116126,null,4897,null,193812,null,5875,null,109128,null,5380,null,21371,null,2804,null,87757,null,4893,null,0400000US36,New York,36
3646095,null,15663,null,3282785,null,14263,null,218422,null,5457,null,71783,null,4392,null,146639,null,6260,null,78412,null,3865,null,8291,null,1414,null,70121,null,3620,null,47705,null,3260,null,10596,null,1660,null,37109,null,2765,null,18771,null,2443,null,2587,null,934,null,16184,null,2213,null,0400000US37,North Carolina,37
279014,null,2769,null,259244,null,2990,null,5383,null,988,null,282,null,201,null,5101,null,953,null,10090,null,1110,null,888,null,342,null,9202,null,1108,null,1406,null,558,null,511,null,360,null,895,null,374,null,2891,null,737,null,737,null,499,null,2154,null,661,null,0400000US38,North Dakota,38
4526404,null,14127,null,4175778,null,15235,null,123686,null,3790,null,19162,null,2134,null,104524,null,4043,null,142547,null,5753,null,19675,null,2092,null,122872,null,5468,null,51095,null,3034,null,12678,null,1523,null,38417,null,2761,null,33298,null,3068,null,7446,null,1880,null,25852,null,2262,null,0400000US39,Ohio,39
1430019,null,8950,null,1298823,null,9410,null,82040,null,3251,null,21989,null,1947,null,60051,null,2744,null,20536,null,1991,null,1629,null,552,null,18907,null,1952,null,17495,null,1646,null,4424,null,967,null,13071,null,1461,null,11125,null,1551,null,933,null,538,null,10192,null,1523,null,0400000US40,Oklahoma,40
1485919,null,6587,null,1271018,null,8626,null,114020,null,5074,null,29184,null,2792,null,84836,null,4930,null,48900,null,3368,null,5362,null,1031,null,43538,null,3305,null,43363,null,2682,null,9690,null,1277,null,33673,null,2545,null,8618,null,1533,null,2016,null,945,null,6602,null,1266,null,0400000US41,Oregon,41
4916869,null,14704,null,4380495,null,16162,null,210598,null,5174,null,40265,null,3236,null,170333,null,4491,null,218826,null,6414,null,34225,null,3368,null,184601,null,5913,null,77293,null,3770,null,23487,null,2415,null,53806,null,2746,null,29657,null,3232,null,5082,null,1544,null,24575,null,2943,null,0400000US42,Pennsylvania,42
406343,null,4227,null,313797,null,4444,null,38464,null,2299,null,12243,null,1897,null,26221,null,2211,null,43288,null,3013,null,7251,null,1666,null,36037,null,2582,null,7352,null,942,null,2221,null,773,null,5131,null,784,null,3442,null,969,null,1122,null,531,null,2320,null,870,null,0400000US44,Rhode Island,44
1730232,null,10605,null,1611441,null,10107,null,67350,null,3560,null,20778,null,2161,null,46572,null,3294,null,31192,null,2211,null,3879,null,1005,null,27313,null,1975,null,16282,null,1705,null,4477,null,913,null,11805,null,1474,null,3967,null,948,null,788,null,492,null,3179,null,1006,null,0400000US45,South Carolina,45
316638,null,3769,null,292492,null,3793,null,7027,null,1153,null,1205,null,569,null,5822,null,1013,null,8982,null,1370,null,947,null,372,null,8035,null,1322,null,2323,null,640,null,412,null,299,null,1911,null,541,null,5814,null,885,null,797,null,457,null,5017,null,863,null,0400000US46,South Dakota,46
2447066,null,12952,null,2289360,null,13136,null,83131,null,3530,null,21743,null,2416,null,61388,null,3401,null,36919,null,3141,null,2064,null,640,null,34855,null,3046,null,26032,null,1912,null,5759,null,1118,null,20273,null,1830,null,11624,null,1950,null,2362,null,982,null,9262,null,1795,null,0400000US47,Tennessee,47
8527938,null,23685,null,5608182,null,26895,null,2422383,null,17332,null,627372,null,12391,null,1795011,null,18406,null,223755,null,7519,null,26008,null,2897,null,197747,null,6242,null,216320,null,5972,null,59904,null,4064,null,156416,null,5096,null,57298,null,4399,null,8490,null,1798,null,48808,null,4346,null,0400000US48,Texas,48
863122,null,4563,null,713312,null,5556,null,92762,null,3409,null,18626,null,2146,null,74136,null,3490,null,29748,null,2253,null,1570,null,539,null,28178,null,2206,null,20398,null,1714,null,4231,null,983,null,16167,null,1599,null,6902,null,1223,null,686,null,429,null,6216,null,1068,null,0400000US49,Utah,49
251736,null,2982,null,235483,null,3203,null,3109,null,701,null,257,null,211,null,2852,null,671,null,10382,null,1249,null,1155,null,508,null,9227,null,1203,null,2417,null,578,null,430,null,276,null,1987,null,574,null,345,null,203,null,60,null,101,null,285,null,181,null,0400000US50,Vermont,50
2971489,null,12961,null,2548651,null,12317,null,172528,null,5328,null,38706,null,3464,null,133822,null,4707,null,117327,null,5268,null,10006,null,1729,null,107321,null,5041,null,101085,null,3464,null,22378,null,1981,null,78707,null,3272,null,31898,null,2696,null,4145,null,1164,null,27753,null,2317,null,0400000US51,Virginia,51
2559288,null,9514,null,2106755,null,11023,null,176596,null,5248,null,41651,null,3207,null,134945,null,5011,null,115124,null,6062,null,18126,null,2076,null,96998,null,5361,null,137622,null,4458,null,35591,null,2855,null,102031,null,4280,null,23191,null,2389,null,5970,null,1413,null,17221,null,1994,null,0400000US53,Washington,53
748517,null,6008,null,723988,null,6190,null,10220,null,1706,null,315,null,257,null,9905,null,1681,null,8019,null,1275,null,801,null,535,null,7218,null,1242,null,4129,null,844,null,1080,null,479,null,3049,null,717,null,2161,null,675,null,161,null,178,null,2000,null,640,null,0400000US54,West Virginia,54
2272274,null,8949,null,2065523,null,9852,null,99342,null,3214,null,21553,null,2185,null,77789,null,3353,null,68709,null,3545,null,6804,null,1246,null,61905,null,3337,null,29400,null,1887,null,5813,null,1151,null,23587,null,1682,null,9300,null,1411,null,1261,null,564,null,8039,null,1349,null,0400000US55,Wisconsin,55
213571,null,2941,null,193854,null,3128,null,12310,null,1411,null,2111,null,1020,null,10199,null,1412,null,4838,null,1141,null,294,null,211,null,4544,null,1098,null,992,null,474,null,12,null,22,null,980,null,473,null,1577,null,533,null,0,null,265,null,1577,null,533,null,0400000US56,Wyoming,56
1181112,null,8338,null,41872,null,2517,null,1137542,null,8200,null,849740,null,8632,null,287802,null,6712,null,1299,null,370,null,129,null,148,null,1170,null,350,null,278,null,198,null,186,null,161,null,92,null,111,null,121,null,119,null,36,null,60,null,85,null,105,null,0400000US72,Puerto Rico,72
