B16005D_001E,B16005D_001EA,B16005D_001M,B16005D_001MA,B16005D_002E,B16005D_002EA,B16005D_002M,B16005D_002MA,B16005D_003E,B16005D_003EA,B16005D_003M,B16005D_003MA,B16005D_004E,B16005D_004EA,B16005D_004M,B16005D_004MA,B16005D_005E,B16005D_005EA,B16005D_005M,B16005D_005MA,B16005D_006E,B16005D_006EA,B16005D_006M,B16005D_006MA,B16005D_007E,B16005D_007EA,B16005D_007M,B16005D_007MA,B16005D_008E,B16005D_008EA,B16005D_008M,B16005D_008MA,B16005D_009E,B16005D_009EA,B16005D_009M,B16005D_009MA,B16005D_010E,B16005D_010EA,B16005D_010M,B16005D_010MA,B16005D_011E,B16005D_011EA,B16005D_011M,B16005D_011MA,GEO_ID,NAME,state
11515,null,895,null,3523,null,912,null,1248,null,607,null,2275,null,659,null,1946,null,668,null,329,null,246,null,7992,null,835,null,1641,null,573,null,6351,null,799,null,2855,null,571,null,3496,null,742,null,0400000US23,Maine,23
270640,null,3154,null,65909,null,3225,null,28705,null,2552,null,37204,null,3238,null,30809,null,3074,null,6395,null,1616,null,204731,null,3963,null,25405,null,3237,null,179326,null,4576,null,91242,null,4143,null,88084,null,4832,null,0400000US24,Maryland,24
305678,null,3229,null,80977,null,3792,null,31073,null,3143,null,49904,null,3496,null,42146,null,3330,null,7758,null,1560,null,224701,null,3883,null,27930,null,2982,null,196771,null,4724,null,88110,null,4804,null,108661,null,4835,null,0400000US25,Massachusetts,25
224314,null,3235,null,53531,null,3286,null,23575,null,2381,null,29956,null,2811,null,25911,null,2638,null,4045,null,1127,null,170783,null,3304,null,18222,null,2447,null,152561,null,4021,null,84752,null,4419,null,67809,null,3643,null,0400000US26,Michigan,26
177963,null,2352,null,56280,null,3088,null,16706,null,2557,null,39574,null,3610,null,28844,null,3269,null,10730,null,2052,null,121683,null,3159,null,20087,null,2245,null,101596,null,3192,null,46205,null,3189,null,55391,null,3730,null,0400000US27,Minnesota,27
21618,null,2516,null,5635,null,1328,null,2217,null,949,null,3418,null,912,null,3061,null,909,null,357,null,275,null,15983,null,2119,null,2187,null,784,null,13796,null,2066,null,5963,null,1435,null,7833,null,2085,null,0400000US28,Mississippi,28
80683,null,2558,null,18170,null,2158,null,9148,null,1688,null,9022,null,1588,null,6490,null,1285,null,2532,null,968,null,62513,null,2775,null,11228,null,1896,null,51285,null,3018,null,26100,null,2950,null,25185,null,2596,null,0400000US29,Missouri,29
5063,null,1048,null,795,null,530,null,620,null,451,null,175,null,253,null,175,null,253,null,0,null,240,null,4268,null,969,null,1584,null,719,null,2684,null,831,null,1156,null,578,null,1528,null,617,null,0400000US30,Montana,30
27377,null,1558,null,5060,null,973,null,2427,null,741,null,2633,null,774,null,2052,null,797,null,581,null,321,null,22317,null,1669,null,4020,null,1109,null,18297,null,1913,null,8228,null,1336,null,10069,null,2018,null,0400000US31,Nebraska,31
164653,null,3106,null,50848,null,3421,null,34346,null,3061,null,16502,null,2297,null,12889,null,1928,null,3613,null,1258,null,113805,null,3048,null,15452,null,2360,null,98353,null,3665,null,49967,null,3957,null,48386,null,3943,null,0400000US32,Nevada,32
22700,null,1288,null,5247,null,1052,null,2467,null,692,null,2780,null,851,null,2143,null,781,null,637,null,451,null,17453,null,1316,null,3385,null,1051,null,14068,null,1331,null,6587,null,1227,null,7481,null,1420,null,0400000US33,New Hampshire,33
628113,null,3645,null,146205,null,6401,null,61453,null,4633,null,84752,null,5212,null,71868,null,5109,null,12884,null,2112,null,481908,null,6000,null,49936,null,4761,null,431972,null,7550,null,247898,null,7115,null,184074,null,7699,null,0400000US34,New Jersey,34
26407,null,1652,null,9629,null,1934,null,6017,null,1457,null,3612,null,993,null,3195,null,951,null,417,null,400,null,16778,null,1492,null,4067,null,932,null,12711,null,1459,null,7870,null,1380,null,4841,null,935,null,0400000US35,New Mexico,35
1282000,null,6120,null,311959,null,10066,null,112027,null,6861,null,199932,null,8596,null,163770,null,7488,null,36162,null,3662,null,970041,null,10846,null,117316,null,8766,null,852725,null,12640,null,327312,null,11406,null,525413,null,12367,null,0400000US36,New York,36
170245,null,3224,null,46709,null,3998,null,19423,null,2372,null,27286,null,3965,null,23512,null,3903,null,3774,null,1034,null,123536,null,4066,null,14616,null,2336,null,108920,null,4741,null,57422,null,3715,null,51498,null,4901,null,0400000US37,North Carolina,37
4926,null,921,null,1370,null,573,null,901,null,576,null,469,null,357,null,378,null,373,null,91,null,147,null,3556,null,835,null,1198,null,670,null,2358,null,850,null,1063,null,595,null,1295,null,626,null,0400000US38,North Dakota,38
167192,null,3526,null,40973,null,2789,null,20733,null,2327,null,20240,null,2116,null,16507,null,1929,null,3733,null,1047,null,126219,null,3552,null,16037,null,2172,null,110182,null,3814,null,61242,null,3252,null,48940,null,3196,null,0400000US39,Ohio,39
56016,null,2550,null,16870,null,2288,null,7504,null,1504,null,9366,null,2115,null,7829,null,1742,null,1537,null,820,null,39146,null,1978,null,5526,null,1229,null,33620,null,2216,null,15842,null,1970,null,17778,null,1839,null,0400000US40,Oklahoma,40
129278,null,3280,null,40904,null,3400,null,20334,null,2936,null,20570,null,2950,null,16682,null,2949,null,3888,null,1159,null,88374,null,3586,null,12900,null,1829,null,75474,null,3441,null,33850,null,3090,null,41624,null,3120,null,0400000US41,Oregon,41
287700,null,3961,null,75167,null,4262,null,29786,null,3220,null,45381,null,3603,null,34739,null,2937,null,10642,null,1808,null,212533,null,5119,null,24126,null,2561,null,188407,null,5590,null,88416,null,4726,null,99991,null,5001,null,0400000US42,Pennsylvania,42
28840,null,1315,null,10164,null,1422,null,3607,null,870,null,6557,null,1154,null,5258,null,1027,null,1299,null,774,null,18676,null,1571,null,3276,null,1070,null,15400,null,1717,null,6484,null,1497,null,8916,null,1477,null,0400000US44,Rhode Island,44
53423,null,2694,null,12835,null,2081,null,6846,null,1501,null,5989,null,1566,null,5180,null,1547,null,809,null,539,null,40588,null,2638,null,7281,null,1526,null,33307,null,2519,null,16682,null,1985,null,16625,null,1923,null,0400000US45,South Carolina,45
7300,null,1332,null,1816,null,732,null,1117,null,634,null,699,null,343,null,460,null,304,null,239,null,206,null,5484,null,941,null,2179,null,767,null,3305,null,864,null,1601,null,627,null,1704,null,634,null,0400000US46,South Dakota,46
80492,null,2848,null,19944,null,2550,null,9308,null,1857,null,10636,null,2026,null,9648,null,2012,null,988,null,543,null,60548,null,2286,null,6617,null,1467,null,53931,null,2350,null,28460,null,2799,null,25471,null,2574,null,0400000US47,Tennessee,47
817840,null,5868,null,199851,null,6527,null,87077,null,4970,null,112774,null,6596,null,92891,null,5891,null,19883,null,2922,null,617989,null,7204,null,68434,null,4626,null,549555,null,8345,null,281502,null,7526,null,268053,null,8414,null,0400000US48,Texas,48
52016,null,2177,null,17162,null,1951,null,10788,null,1899,null,6374,null,1366,null,5128,null,1318,null,1246,null,547,null,34854,null,2568,null,6036,null,1400,null,28818,null,2573,null,10676,null,1654,null,18142,null,2650,null,0400000US49,Utah,49
5698,null,726,null,1991,null,551,null,869,null,337,null,1122,null,511,null,824,null,532,null,298,null,279,null,3707,null,496,null,929,null,424,null,2778,null,543,null,1191,null,442,null,1587,null,448,null,0400000US50,Vermont,50
365335,null,4206,null,86961,null,4795,null,42162,null,3493,null,44799,null,3371,null,37379,null,2883,null,7420,null,1377,null,278374,null,4783,null,29632,null,2743,null,248742,null,4903,null,138244,null,5252,null,110498,null,4728,null,0400000US51,Virginia,51
414190,null,5207,null,126352,null,5264,null,74847,null,4681,null,51505,null,3191,null,38537,null,2992,null,12968,null,2136,null,287838,null,5579,null,34703,null,3200,null,253135,null,5805,null,112575,null,5925,null,140560,null,6933,null,0400000US53,Washington,53
10790,null,1351,null,2047,null,730,null,880,null,461,null,1167,null,470,null,926,null,424,null,241,null,194,null,8743,null,1114,null,1125,null,570,null,7618,null,1221,null,4459,null,861,null,3159,null,849,null,0400000US54,West Virginia,54
108592,null,2679,null,36204,null,2588,null,10354,null,1829,null,25850,null,2713,null,20242,null,2835,null,5608,null,1396,null,72388,null,2704,null,10757,null,1794,null,61631,null,2923,null,31806,null,2589,null,29825,null,2947,null,0400000US55,Wisconsin,55
3318,null,1074,null,830,null,388,null,817,null,389,null,13,null,21,null,13,null,21,null,0,null,265,null,2488,null,1051,null,763,null,641,null,1725,null,837,null,1016,null,456,null,709,null,632,null,0400000US56,Wyoming,56
11778,null,2396,null,6906,null,1683,null,124,null,205,null,6782,null,1666,null,846,null,542,null,5936,null,1517,null,4872,null,1408,null,87,null,145,null,4785,null,1365,null,444,null,263,null,4341,null,1431,null,0400000US72,Puerto Rico,72
