C22007_001E,C22007_001EA,C22007_001M,C22007_001MA,C22007_002E,C22007_002EA,C22007_002M,C22007_002MA,C22007_003E,C22007_003EA,C22007_003M,C22007_003MA,C22007_004E,C22007_004EA,C22007_004M,C22007_004MA,C22007_005E,C22007_005EA,C22007_005M,C22007_005MA,C22007_006E,C22007_006EA,C22007_006M,C22007_006MA,C22007_007E,C22007_007EA,C22007_007M,C22007_007MA,C22007_008E,C22007_008EA,C22007_008M,C22007_008MA,C22007_009E,C22007_009EA,C22007_009M,C22007_009MA,C22007_010E,C22007_010EA,C22007_010M,C22007_010MA,C22007_011E,C22007_011EA,C22007_011M,C22007_011MA,C22007_012E,C22007_012EA,C22007_012M,C22007_012MA,C22007_013E,C22007_013EA,C22007_013M,C22007_013MA,C22007_014E,C22007_014EA,C22007_014M,C22007_014MA,C22007_015E,C22007_015EA,C22007_015M,C22007_015MA,C22007_016E,C22007_016EA,C22007_016M,C22007_016MA,C22007_017E,C22007_017EA,C22007_017M,C22007_017MA,C22007_018E,C22007_018EA,C22007_018M,C22007_018MA,C22007_019E,C22007_019EA,C22007_019M,C22007_019MA,C22007_020E,C22007_020EA,C22007_020M,C22007_020MA,C22007_021E,C22007_021EA,C22007_021M,C22007_021MA,C22007_022E,C22007_022EA,C22007_022M,C22007_022MA,C22007_023E,C22007_023EA,C22007_023M,C22007_023MA,C22007_024E,C22007_024EA,C22007_024M,C22007_024MA,C22007_025E,C22007_025EA,C22007_025M,C22007_025MA,C22007_026E,C22007_026EA,C22007_026M,C22007_026MA,C22007_027E,C22007_027EA,C22007_027M,C22007_027MA,C22007_028E,C22007_028EA,C22007_028M,C22007_028MA,C22007_029E,C22007_029EA,C22007_029M,C22007_029MA,GEO_ID,NAME,state
1163764,null,13110,null,160385,null,7253,null,48745,null,3767,null,8536,null,1617,null,18982,null,2636,null,21227,null,2438,null,111640,null,5940,null,17665,null,2497,null,4485,null,1271,null,9835,null,1756,null,3345,null,1291,null,93975,null,5429,null,24182,null,3145,null,55169,null,4486,null,14624,null,1855,null,1003379,null,12127,null,784561,null,11021,null,124401,null,4109,null,194304,null,6358,null,465856,null,9356,null,218818,null,6734,null,57653,null,4256,null,5539,null,1109,null,32937,null,3074,null,19177,null,2488,null,161165,null,6190,null,20332,null,1660,null,92568,null,4830,null,48265,null,3700,null,0400000US45,South Carolina,45
204649,null,4183,null,18790,null,2149,null,6684,null,1278,null,558,null,366,null,1626,null,680,null,4500,null,1074,null,12106,null,1816,null,2006,null,706,null,243,null,178,null,1460,null,570,null,303,null,217,null,10100,null,1693,null,2392,null,747,null,6048,null,1379,null,1660,null,615,null,185859,null,4101,null,155470,null,3745,null,18422,null,1430,null,25754,null,2277,null,111294,null,3244,null,30389,null,2300,null,8681,null,1351,null,566,null,321,null,4269,null,855,null,3846,null,880,null,21708,null,1954,null,1598,null,683,null,12242,null,1602,null,7868,null,1247,null,0400000US46,South Dakota,46
1638789,null,13739,null,272118,null,8406,null,104946,null,5233,null,17499,null,2156,null,38974,null,3222,null,48473,null,3144,null,167172,null,6714,null,28038,null,2904,null,5910,null,1261,null,17177,null,2372,null,4951,null,1125,null,139134,null,6247,null,40698,null,3286,null,75543,null,4686,null,22893,null,2113,null,1366671,null,13810,null,1102366,null,11368,null,162293,null,4337,null,279414,null,7123,null,660659,null,10770,null,264305,null,8989,null,78726,null,4974,null,7766,null,1386,null,43973,null,3481,null,26987,null,3032,null,185579,null,7278,null,23423,null,2527,null,105646,null,5500,null,56510,null,3872,null,0400000US47,Tennessee,47
5956367,null,25065,null,797211,null,13312,null,329671,null,9069,null,42839,null,2832,null,124057,null,6349,null,162775,null,6496,null,467540,null,9846,null,71582,null,4666,null,11519,null,1861,null,41559,null,3567,null,18504,null,2505,null,395958,null,9138,null,93269,null,5872,null,230416,null,7896,null,72273,null,5013,null,5159156,null,25060,null,3984079,null,24296,null,411467,null,8390,null,1050843,null,14865,null,2521769,null,20757,null,1175077,null,17530,null,362662,null,9904,null,24090,null,2497,null,181022,null,7522,null,157550,null,6655,null,812415,null,14382,null,86281,null,4432,null,448909,null,12093,null,277225,null,7560,null,0400000US48,Texas,48
648732,null,7081,null,47765,null,3306,null,22882,null,2367,null,2188,null,747,null,8360,null,1644,null,12334,null,1536,null,24883,null,2463,null,4909,null,1107,null,515,null,318,null,3319,null,932,null,1075,null,584,null,19974,null,2272,null,4165,null,1054,null,11310,null,1879,null,4499,null,1144,null,600967,null,7336,null,509936,null,6601,null,50946,null,2527,null,125774,null,4389,null,333216,null,5829,null,91031,null,4891,null,29834,null,2658,null,1945,null,567,null,14730,null,2167,null,13159,null,1869,null,61197,null,3881,null,5325,null,1063,null,29686,null,2629,null,26186,null,2446,null,0400000US49,Utah,49
159445,null,3177,null,17253,null,1618,null,7552,null,1168,null,1373,null,510,null,2646,null,784,null,3533,null,885,null,9701,null,1262,null,2209,null,523,null,557,null,364,null,1128,null,327,null,524,null,476,null,7492,null,1141,null,1967,null,619,null,4615,null,913,null,910,null,420,null,142192,null,3262,null,117970,null,2973,null,13546,null,1236,null,20647,null,1460,null,83777,null,2820,null,24222,null,1992,null,7654,null,1194,null,423,null,240,null,4490,null,827,null,2741,null,773,null,16568,null,1610,null,1589,null,597,null,9314,null,1333,null,5665,null,995,null,0400000US50,Vermont,50
1987501,null,16748,null,166464,null,6580,null,54429,null,4001,null,10170,null,1639,null,17856,null,2526,null,26403,null,2899,null,112035,null,5075,null,17053,null,2571,null,3405,null,1087,null,10149,null,1951,null,3499,null,1072,null,94982,null,4720,null,26872,null,2767,null,52348,null,3813,null,15762,null,1978,null,1821037,null,15557,null,1455079,null,15613,null,161744,null,5179,null,349045,null,8801,null,944290,null,13763,null,365958,null,7848,null,106607,null,5218,null,6485,null,1181,null,57326,null,4168,null,42796,null,3431,null,259351,null,6998,null,22695,null,2460,null,144811,null,5476,null,91845,null,3838,null,0400000US51,Virginia,51
1650519,null,12840,null,189735,null,6638,null,78750,null,4643,null,11074,null,1692,null,26075,null,2744,null,41601,null,3299,null,110985,null,4948,null,25883,null,2761,null,5142,null,1266,null,15422,null,2409,null,5319,null,1255,null,85102,null,4383,null,21623,null,2706,null,46124,null,3542,null,17355,null,1738,null,1460784,null,12894,null,1205529,null,13135,null,156911,null,4162,null,287592,null,7526,null,761026,null,10905,null,255255,null,7132,null,86310,null,5174,null,5040,null,1135,null,47518,null,4060,null,33752,null,3010,null,168945,null,5853,null,17290,null,2115,null,98970,null,5153,null,52685,null,3354,null,0400000US53,Washington,53
492279,null,6996,null,71778,null,3657,null,30218,null,2596,null,9391,null,1487,null,11539,null,1845,null,9288,null,1300,null,41560,null,3014,null,8986,null,1616,null,3124,null,1085,null,4803,null,1162,null,1059,null,623,null,32574,null,2758,null,12811,null,1926,null,16030,null,2171,null,3733,null,1182,null,420501,null,7678,null,347587,null,7440,null,66662,null,3321,null,90998,null,4830,null,189927,null,5702,null,72914,null,3541,null,22950,null,2230,null,3654,null,850,null,12183,null,1856,null,7113,null,1539,null,49964,null,3223,null,9632,null,1577,null,25865,null,2713,null,14467,null,1857,null,0400000US54,West Virginia,54
1476615,null,10171,null,134281,null,5040,null,43268,null,2847,null,5002,null,968,null,14005,null,1495,null,24261,null,2298,null,91013,null,4784,null,15495,null,2257,null,3224,null,987,null,9448,null,1611,null,2823,null,827,null,75518,null,4210,null,14881,null,1846,null,49286,null,3495,null,11351,null,1664,null,1342334,null,11180,null,1105344,null,10747,null,140487,null,3070,null,205678,null,5114,null,759179,null,9406,null,236990,null,6613,null,82431,null,4890,null,4582,null,960,null,48468,null,4177,null,29381,null,2310,null,154559,null,5243,null,14351,null,1704,null,88288,null,4174,null,51920,null,2866,null,0400000US55,Wisconsin,55
143459,null,3621,null,7571,null,1323,null,3310,null,914,null,209,null,182,null,428,null,347,null,2673,null,788,null,4261,null,922,null,1452,null,488,null,83,null,114,null,920,null,363,null,449,null,319,null,2809,null,778,null,392,null,320,null,2029,null,668,null,388,null,243,null,135888,null,3657,null,113040,null,3839,null,12344,null,1513,null,22163,null,2123,null,78533,null,3456,null,22848,null,2004,null,8184,null,1148,null,130,null,146,null,4829,null,1067,null,3225,null,858,null,14664,null,1708,null,1695,null,804,null,8634,null,1321,null,4335,null,872,null,0400000US56,Wyoming,56
877711,null,8137,null,315046,null,6381,null,128796,null,4591,null,63981,null,2936,null,42989,null,3002,null,21826,null,2314,null,186250,null,5174,null,30609,null,2163,null,13233,null,1397,null,13757,null,1611,null,3619,null,781,null,155641,null,4584,null,88018,null,4014,null,53828,null,2927,null,13795,null,1422,null,562665,null,8213,null,388230,null,7114,null,92671,null,3802,null,117263,null,4305,null,178296,null,5230,null,174435,null,5174,null,39056,null,2496,null,6641,null,1285,null,23603,null,2137,null,8812,null,1042,null,135379,null,4604,null,24470,null,2017,null,79836,null,3666,null,31073,null,2784,null,0400000US72,Puerto Rico,72
