B13002H_001E,B13002H_001EA,B13002H_001M,B13002H_001MA,B13002H_002E,B13002H_002EA,B13002H_002M,B13002H_002MA,B13002H_003E,B13002H_003EA,B13002H_003M,B13002H_003MA,B13002H_004E,B13002H_004EA,B13002H_004M,B13002H_004MA,B13002H_005E,B13002H_005EA,B13002H_005M,B13002H_005MA,B13002H_006E,B13002H_006EA,B13002H_006M,B13002H_006MA,B13002H_007E,B13002H_007EA,B13002H_007M,B13002H_007MA,GEO_ID,NAME,state
356054,null,1678,null,24516,null,2285,null,19208,null,1975,null,5308,null,1259,null,331538,null,2849,null,165194,null,4997,null,166344,null,5240,null,0400000US31,Nebraska,31
335533,null,1958,null,14018,null,1863,null,10507,null,1441,null,3511,null,1036,null,321515,null,2684,null,150902,null,4188,null,170613,null,4592,null,0400000US32,Nevada,32
302482,null,1468,null,13067,null,1764,null,9828,null,1509,null,3239,null,996,null,289415,null,2318,null,137655,null,3753,null,151760,null,4135,null,0400000US33,New Hampshire,33
1220080,null,3530,null,55372,null,3833,null,45164,null,3295,null,10208,null,1709,null,1164708,null,5057,null,579857,null,7278,null,584851,null,7828,null,0400000US34,New Jersey,34
178356,null,2146,null,8751,null,2008,null,7014,null,1713,null,1737,null,776,null,169605,null,2748,null,82103,null,3506,null,87502,null,3995,null,0400000US35,New Mexico,35
2794361,null,4582,null,130994,null,6150,null,104335,null,5517,null,26659,null,2662,null,2663367,null,7592,null,1214850,null,11656,null,1448517,null,13064,null,0400000US36,New York,36
1505392,null,5093,null,72594,null,5175,null,55784,null,4229,null,16810,null,2492,null,1432798,null,7456,null,784365,null,10091,null,648433,null,11803,null,0400000US37,North Carolina,37
135826,null,840,null,8342,null,1295,null,6345,null,1129,null,1997,null,630,null,127484,null,1640,null,65589,null,2387,null,61895,null,2531,null,0400000US38,North Dakota,38
2266698,null,4087,null,115956,null,5412,null,79352,null,4277,null,36604,null,3019,null,2150742,null,7036,null,1047207,null,9790,null,1103535,null,9999,null,0400000US39,Ohio,39
609862,null,2340,null,34959,null,2426,null,26778,null,2349,null,8181,null,1452,null,574903,null,3292,null,303367,null,6500,null,271536,null,6376,null,0400000US40,Oklahoma,40
720580,null,2609,null,32930,null,2612,null,23098,null,2353,null,9832,null,1902,null,687650,null,3688,null,322247,null,7404,null,365403,null,8357,null,0400000US41,Oregon,41
2378191,null,4274,null,112104,null,4826,null,80055,null,3952,null,32049,null,2897,null,2266087,null,6517,null,1098298,null,9484,null,1167789,null,10730,null,0400000US42,Pennsylvania,42
199716,null,1653,null,7126,null,1116,null,5773,null,1039,null,1353,null,548,null,192590,null,2031,null,83458,null,3311,null,109132,null,3682,null,0400000US44,Rhode Island,44
690589,null,2669,null,37853,null,2661,null,26493,null,2388,null,11360,null,1900,null,652736,null,3605,null,343280,null,7072,null,309456,null,6903,null,0400000US45,South Carolina,45
159355,null,1217,null,8872,null,1315,null,6701,null,1193,null,2171,null,625,null,150483,null,1705,null,75989,null,3157,null,74494,null,3082,null,0400000US46,South Dakota,46
1157588,null,2750,null,61946,null,3651,null,43008,null,3320,null,18938,null,2270,null,1095642,null,4883,null,587503,null,9963,null,508139,null,10497,null,0400000US47,Tennessee,47
2760609,null,7352,null,147702,null,7071,null,111851,null,5719,null,35851,null,3568,null,2612907,null,10501,null,1345261,null,12104,null,1267646,null,15960,null,0400000US48,Texas,48
576064,null,1718,null,43461,null,3118,null,37093,null,3171,null,6368,null,1368,null,532603,null,3505,null,278374,null,6257,null,254229,null,6428,null,0400000US49,Utah,49
143377,null,891,null,5075,null,810,null,3363,null,631,null,1712,null,514,null,138302,null,1181,null,62966,null,2634,null,75336,null,2768,null,0400000US50,Vermont,50
1272440,null,3479,null,62121,null,4003,null,47038,null,3383,null,15083,null,2064,null,1210319,null,5619,null,627730,null,8185,null,582589,null,8568,null,0400000US51,Virginia,51
1200606,null,3015,null,57642,null,3359,null,44143,null,2892,null,13499,null,2105,null,1142964,null,4532,null,551638,null,8402,null,591326,null,8633,null,0400000US53,Washington,53
396276,null,1729,null,20946,null,2316,null,13667,null,1849,null,7279,null,1572,null,375330,null,2738,null,196737,null,5070,null,178593,null,5082,null,0400000US54,West Virginia,54
1149356,null,2322,null,57504,null,3249,null,42111,null,2696,null,15393,null,1834,null,1091852,null,3667,null,533943,null,6943,null,557909,null,7492,null,0400000US55,Wisconsin,55
108901,null,1004,null,7090,null,1216,null,5520,null,1061,null,1570,null,601,null,101811,null,1737,null,56854,null,2617,null,44957,null,2662,null,0400000US56,Wyoming,56
9835,null,1764,null,460,null,474,null,306,null,411,null,154,null,206,null,9375,null,1750,null,3592,null,895,null,5783,null,1394,null,0400000US72,Puerto Rico,72
