B20017A_001E,B20017A_001EA,B20017A_001M,B20017A_001MA,B20017A_002E,B20017A_002EA,B20017A_002M,B20017A_002MA,B20017A_003E,B20017A_003EA,B20017A_003M,B20017A_003MA,B20017A_004E,B20017A_004EA,B20017A_004M,B20017A_004MA,B20017A_005E,B20017A_005EA,B20017A_005M,B20017A_005MA,B20017A_006E,B20017A_006EA,B20017A_006M,B20017A_006MA,B20017A_007E,B20017A_007EA,B20017A_007M,B20017A_007MA,GEO_ID,NAME,state
27525,null,277,null,34078,null,420,null,44783,null,533,null,10945,null,337,null,21362,null,272,null,32296,null,327,null,8885,null,238,null,0400000US18,Indiana,18
27259,null,360,null,33604,null,543,null,43239,null,649,null,8515,null,403,null,21694,null,369,null,31851,null,429,null,8731,null,266,null,0400000US19,Iowa,19
27817,null,389,null,33696,null,632,null,43409,null,934,null,9193,null,437,null,21845,null,479,null,33147,null,757,null,8313,null,242,null,0400000US20,Kansas,20
25440,null,399,null,30676,null,485,null,41412,null,510,null,10100,null,387,null,20787,null,409,null,30836,null,540,null,8582,null,273,null,0400000US21,Kentucky,21
31003,null,433,null,40235,null,742,null,49257,null,499,null,12536,null,681,null,23105,null,447,null,32705,null,750,null,8414,null,333,null,0400000US22,Louisiana,22
26379,null,573,null,31315,null,729,null,42610,null,1017,null,11195,null,609,null,21755,null,613,null,32637,null,733,null,9483,null,463,null,0400000US23,Maine,23
39808,null,461,null,48340,null,497,null,61620,null,878,null,11686,null,554,null,32474,null,705,null,47851,null,709,null,11610,null,412,null,0400000US24,Maryland,24
36807,null,389,null,43415,null,815,null,59123,null,555,null,11271,null,337,null,30376,null,476,null,46454,null,684,null,12056,null,290,null,0400000US25,Massachusetts,25
26504,null,315,null,33207,null,531,null,48906,null,372,null,10738,null,276,null,20580,null,277,null,35246,null,514,null,9134,null,168,null,0400000US26,Michigan,26
31167,null,239,null,37831,null,288,null,49523,null,301,null,11335,null,394,null,25576,null,361,null,38605,null,366,null,10467,null,247,null,0400000US27,Minnesota,27
27954,null,482,null,33738,null,950,null,42047,null,804,null,10205,null,717,null,21916,null,638,null,31737,null,718,null,7548,null,443,null,0400000US28,Mississippi,28
27057,null,309,null,32159,null,418,null,42629,null,646,null,10484,null,401,null,22217,null,337,null,32360,null,368,null,8549,null,219,null,0400000US29,Missouri,29
22813,null,670,null,28728,null,773,null,40176,null,977,null,9596,null,615,null,18403,null,562,null,28703,null,753,null,8783,null,501,null,0400000US30,Montana,30
27148,null,469,null,32436,null,526,null,40658,null,675,null,9228,null,543,null,21445,null,672,null,31143,null,537,null,8119,null,411,null,0400000US31,Nebraska,31
30595,null,499,null,35290,null,788,null,45376,null,1135,null,14480,null,873,null,26221,null,752,null,36489,null,850,null,11565,null,470,null,0400000US32,Nevada,32
31876,null,589,null,39634,null,809,null,51001,null,777,null,12387,null,1193,null,25385,null,676,null,37770,null,871,null,11219,null,514,null,0400000US33,New Hampshire,33
39492,null,369,null,48585,null,409,null,61617,null,641,null,13101,null,532,null,31272,null,458,null,46286,null,741,null,12206,null,331,null,0400000US34,New Jersey,34
24831,null,579,null,29484,null,911,null,42127,null,1227,null,9730,null,587,null,21152,null,706,null,32237,null,1016,null,9566,null,464,null,0400000US35,New Mexico,35
34869,null,297,null,41171,null,343,null,52816,null,652,null,11769,null,251,null,28731,null,253,null,43096,null,489,null,10967,null,187,null,0400000US36,New York,36
28589,null,256,null,32981,null,526,null,43794,null,677,null,11147,null,310,null,23951,null,409,null,34879,null,498,null,9400,null,214,null,0400000US37,North Carolina,37
26777,null,751,null,33138,null,1026,null,41392,null,725,null,10378,null,757,null,21317,null,708,null,29728,null,729,null,8889,null,430,null,0400000US38,North Dakota,38
27851,null,180,null,34042,null,335,null,45735,null,484,null,10384,null,237,null,22044,null,271,null,34304,null,309,null,9126,null,155,null,0400000US39,Ohio,39
26364,null,418,null,32123,null,583,null,40475,null,667,null,10292,null,503,null,20748,null,472,null,30692,null,497,null,8197,null,328,null,0400000US40,Oklahoma,40
26670,null,486,null,32603,null,794,null,46685,null,1151,null,11991,null,375,null,21699,null,454,null,34754,null,567,null,10298,null,331,null,0400000US41,Oregon,41
29621,null,180,null,36822,null,295,null,48048,null,274,null,10772,null,240,null,23526,null,243,null,35997,null,375,null,9096,null,134,null,0400000US42,Pennsylvania,42
32705,null,925,null,39669,null,1197,null,51816,null,852,null,11671,null,948,null,27120,null,1161,null,41161,null,1276,null,11848,null,652,null,0400000US44,Rhode Island,44
28450,null,372,null,33221,null,854,null,43340,null,914,null,10598,null,560,null,23122,null,447,null,33894,null,563,null,8608,null,355,null,0400000US45,South Carolina,45
25315,null,655,null,29989,null,957,null,37761,null,938,null,8061,null,802,null,21099,null,726,null,28897,null,581,null,8081,null,626,null,0400000US46,South Dakota,46
27013,null,344,null,31373,null,380,null,40918,null,481,null,11235,null,381,null,22293,null,365,null,31926,null,419,null,9244,null,272,null,0400000US47,Tennessee,47
28307,null,164,null,33305,null,392,null,43606,null,536,null,11093,null,231,null,22625,null,235,null,34226,null,361,null,8482,null,148,null,0400000US48,Texas,48
25802,null,487,null,34565,null,710,null,47844,null,529,null,9907,null,469,null,18103,null,453,null,31778,null,501,null,7723,null,328,null,0400000US49,Utah,49
27262,null,653,null,31947,null,822,null,45428,null,1286,null,10043,null,819,null,22914,null,676,null,35559,null,1553,null,9319,null,561,null,0400000US50,Vermont,50
34356,null,424,null,41297,null,449,null,53678,null,748,null,11260,null,395,null,27707,null,369,null,41232,null,479,null,9360,null,294,null,0400000US51,Virginia,51
31779,null,327,null,40142,null,469,null,53461,null,845,null,13181,null,409,null,25056,null,461,null,39098,null,534,null,10901,null,255,null,0400000US53,Washington,53
24644,null,492,null,31012,null,635,null,40755,null,779,null,9304,null,514,null,19370,null,443,null,28188,null,647,null,7887,null,374,null,0400000US54,West Virginia,54
28342,null,208,null,34979,null,455,null,45657,null,447,null,10354,null,336,null,22803,null,296,null,34322,null,391,null,9622,null,208,null,0400000US55,Wisconsin,55
28008,null,923,null,37353,null,1308,null,48252,null,1068,null,10204,null,1188,null,20196,null,966,null,31423,null,1363,null,8926,null,772,null,0400000US56,Wyoming,56
14862,null,225,null,14512,null,280,null,20641,null,706,null,6593,null,297,null,15432,null,484,null,21023,null,437,null,6530,null,257,null,0400000US72,Puerto Rico,72
