C17001G_001E,C17001G_001EA,C17001G_001M,C17001G_001MA,C17001G_002E,C17001G_002EA,C17001G_002M,C17001G_002MA,C17001G_003E,C17001G_003EA,C17001G_003M,C17001G_003MA,C17001G_004E,C17001G_004EA,C17001G_004M,C17001G_004MA,C17001G_005E,C17001G_005EA,C17001G_005M,C17001G_005MA,C17001G_006E,C17001G_006EA,C17001G_006M,C17001G_006MA,C17001G_007E,C17001G_007EA,C17001G_007M,C17001G_007MA,C17001G_008E,C17001G_008EA,C17001G_008M,C17001G_008MA,C17001G_009E,C17001G_009EA,C17001G_009M,C17001G_009MA,C17001G_010E,C17001G_010EA,C17001G_010M,C17001G_010MA,C17001G_011E,C17001G_011EA,C17001G_011M,C17001G_011MA,C17001G_012E,C17001G_012EA,C17001G_012M,C17001G_012MA,C17001G_013E,C17001G_013EA,C17001G_013M,C17001G_013MA,C17001G_014E,C17001G_014EA,C17001G_014M,C17001G_014MA,C17001G_015E,C17001G_015EA,C17001G_015M,C17001G_015MA,C17001G_016E,C17001G_016EA,C17001G_016M,C17001G_016MA,C17001G_017E,C17001G_017EA,C17001G_017M,C17001G_017MA,C17001G_018E,C17001G_018EA,C17001G_018M,C17001G_018MA,C17001G_019E,C17001G_019EA,C17001G_019M,C17001G_019MA,GEO_ID,NAME,state
61102,null,6012,null,15316,null,2584,null,7172,null,1403,null,5264,null,1289,null,1847,null,661,null,61,null,105,null,8144,null,1667,null,4587,null,1529,null,3170,null,832,null,387,null,299,null,45786,null,5239,null,23866,null,2609,null,11333,null,1835,null,11261,null,1651,null,1272,null,504,null,21920,null,3471,null,9941,null,2223,null,10300,null,1958,null,1679,null,651,null,0400000US22,Louisiana,22
24213,null,2935,null,4052,null,1012,null,2053,null,763,null,864,null,465,null,1019,null,561,null,170,null,207,null,1999,null,633,null,821,null,355,null,1069,null,470,null,109,null,155,null,20161,null,2645,null,11135,null,1839,null,4608,null,1059,null,6183,null,1271,null,344,null,181,null,9026,null,1375,null,3297,null,794,null,5333,null,1199,null,396,null,195,null,0400000US23,Maine,23
126533,null,8771,null,15224,null,3581,null,7416,null,2455,null,4607,null,1619,null,2768,null,1247,null,41,null,67,null,7808,null,2022,null,3912,null,1440,null,3434,null,1006,null,462,null,387,null,111309,null,7881,null,55383,null,4772,null,27681,null,3200,null,25876,null,2443,null,1826,null,750,null,55926,null,4586,null,26781,null,3093,null,26922,null,2910,null,2223,null,675,null,0400000US24,Maryland,24
149451,null,9408,null,28434,null,5366,null,11330,null,2377,null,5962,null,1524,null,5020,null,1607,null,348,null,240,null,17104,null,3799,null,8702,null,2646,null,7698,null,1798,null,704,null,384,null,121017,null,8678,null,63552,null,5988,null,30150,null,3571,null,31312,null,3908,null,2090,null,746,null,57465,null,4440,null,27477,null,2858,null,27700,null,2740,null,2288,null,754,null,0400000US25,Massachusetts,25
191103,null,9792,null,51293,null,6087,null,24158,null,3378,null,13830,null,2341,null,9910,null,2126,null,418,null,299,null,27135,null,3434,null,14752,null,2358,null,11716,null,1839,null,667,null,311,null,139810,null,8124,null,70738,null,4860,null,33886,null,3110,null,34084,null,3089,null,2768,null,755,null,69072,null,4679,null,33590,null,3279,null,31928,null,2913,null,3554,null,836,null,0400000US26,Michigan,26
101004,null,5469,null,20778,null,3128,null,10002,null,1824,null,6805,null,1485,null,3085,null,669,null,112,null,107,null,10776,null,2034,null,5344,null,1361,null,5192,null,1133,null,240,null,190,null,80226,null,5470,null,41352,null,3284,null,24634,null,2524,null,15861,null,1903,null,857,null,319,null,38874,null,3482,null,21639,null,2312,null,16043,null,2024,null,1192,null,495,null,0400000US27,Minnesota,27
34925,null,4238,null,5369,null,1358,null,1925,null,754,null,1085,null,500,null,804,null,534,null,36,null,92,null,3444,null,1011,null,1464,null,602,null,1607,null,785,null,373,null,330,null,29556,null,3767,null,14285,null,1981,null,6972,null,1524,null,6657,null,1133,null,656,null,441,null,15271,null,2768,null,7097,null,1823,null,6544,null,1640,null,1630,null,660,null,0400000US28,Mississippi,28
122210,null,7736,null,32168,null,3895,null,15864,null,2674,null,9829,null,1886,null,5809,null,1373,null,226,null,180,null,16304,null,2286,null,8285,null,1635,null,7620,null,1321,null,399,null,282,null,90042,null,6652,null,44696,null,4012,null,20603,null,2301,null,21213,null,2777,null,2880,null,712,null,45346,null,3896,null,22410,null,2755,null,19789,null,2206,null,3147,null,710,null,0400000US29,Missouri,29
20788,null,2487,null,4136,null,1534,null,2059,null,695,null,1338,null,598,null,671,null,390,null,50,null,91,null,2077,null,1046,null,1571,null,886,null,423,null,336,null,83,null,129,null,16652,null,2457,null,8631,null,1733,null,4817,null,1300,null,3413,null,805,null,401,null,263,null,8021,null,1540,null,4077,null,1003,null,3593,null,1019,null,351,null,281,null,0400000US30,Montana,30
34823,null,3143,null,9027,null,2137,null,4273,null,1431,null,2044,null,902,null,1969,null,906,null,260,null,270,null,4754,null,1206,null,1841,null,803,null,2913,null,745,null,0,null,228,null,25796,null,2743,null,13016,null,1879,null,4319,null,1038,null,8158,null,1498,null,539,null,396,null,12780,null,1745,null,7056,null,1329,null,5227,null,943,null,497,null,257,null,0400000US31,Nebraska,31
86167,null,7401,null,12987,null,2772,null,6150,null,1553,null,3482,null,1183,null,2565,null,837,null,103,null,130,null,6837,null,1856,null,3389,null,1343,null,3156,null,899,null,292,null,289,null,73180,null,6619,null,37063,null,3932,null,17678,null,2654,null,17537,null,2053,null,1848,null,713,null,36117,null,4093,null,16511,null,2503,null,17316,null,2462,null,2290,null,876,null,0400000US32,Nevada,32
15991,null,2241,null,2443,null,998,null,1190,null,619,null,895,null,492,null,295,null,326,null,0,null,255,null,1253,null,681,null,803,null,502,null,450,null,330,null,0,null,255,null,13548,null,1971,null,6774,null,1337,null,3639,null,893,null,3060,null,893,null,75,null,114,null,6774,null,1154,null,2752,null,660,null,3813,null,778,null,209,null,204,null,0400000US33,New Hampshire,33
183872,null,11770,null,23200,null,4587,null,9200,null,2167,null,5635,null,1922,null,3232,null,1166,null,333,null,285,null,14000,null,3241,null,6463,null,2040,null,6727,null,1960,null,810,null,436,null,160672,null,10901,null,81804,null,6509,null,35218,null,3595,null,44525,null,4449,null,2061,null,610,null,78868,null,6428,null,33252,null,3627,null,41679,null,3950,null,3937,null,1025,null,0400000US34,New Jersey,34
58884,null,6515,null,10761,null,2583,null,4586,null,1506,null,2877,null,1134,null,1627,null,784,null,82,null,91,null,6175,null,1815,null,3579,null,1417,null,2420,null,856,null,176,null,165,null,48123,null,5717,null,24088,null,2908,null,9773,null,1984,null,12286,null,2040,null,2029,null,573,null,24035,null,3682,null,10026,null,2173,null,11791,null,2193,null,2218,null,834,null,0400000US35,New Mexico,35
379792,null,16207,null,80757,null,9159,null,35633,null,4990,null,19762,null,3275,null,15126,null,2573,null,745,null,365,null,45124,null,5219,null,20025,null,2988,null,22884,null,3011,null,2215,null,724,null,299035,null,14108,null,149488,null,7822,null,64400,null,4784,null,77038,null,5308,null,8050,null,1343,null,149547,null,8829,null,63852,null,5340,null,74487,null,5529,null,11208,null,1873,null,0400000US36,New York,36
180645,null,10770,null,44561,null,6857,null,17928,null,3673,null,11606,null,2732,null,6118,null,1782,null,204,null,218,null,26633,null,4501,null,14755,null,2671,null,11554,null,2441,null,324,null,219,null,136084,null,8909,null,66727,null,5886,null,35434,null,3770,null,29037,null,3518,null,2256,null,798,null,69357,null,4812,null,34540,null,3011,null,31865,null,3163,null,2952,null,915,null,0400000US37,North Carolina,37
10025,null,1659,null,1312,null,638,null,589,null,375,null,535,null,371,null,54,null,81,null,0,null,208,null,723,null,496,null,535,null,451,null,113,null,105,null,75,null,104,null,8713,null,1589,null,3950,null,1079,null,2253,null,836,null,1697,null,748,null,0,null,208,null,4763,null,1087,null,2221,null,742,null,2230,null,784,null,312,null,241,null,0400000US38,North Dakota,38
197061,null,9070,null,56946,null,6084,null,25415,null,2792,null,16289,null,2379,null,8807,null,1270,null,319,null,257,null,31531,null,4177,null,18692,null,3051,null,11959,null,1889,null,880,null,453,null,140115,null,9483,null,69623,null,5327,null,35790,null,3867,null,31048,null,2947,null,2785,null,796,null,70492,null,5339,null,36238,null,3625,null,30798,null,3087,null,3456,null,858,null,0400000US39,Ohio,39
252696,null,8419,null,57981,null,5681,null,24749,null,2800,null,14393,null,2001,null,9888,null,1489,null,468,null,255,null,33232,null,3805,null,15502,null,2302,null,16427,null,2118,null,1303,null,462,null,194715,null,8460,null,100347,null,5564,null,39357,null,3685,null,54801,null,3593,null,6189,null,937,null,94368,null,5529,null,35272,null,2935,null,50802,null,3480,null,8294,null,1034,null,0400000US40,Oklahoma,40
129613,null,7835,null,22563,null,3356,null,9253,null,1873,null,5548,null,1433,null,3429,null,990,null,276,null,239,null,13310,null,2242,null,5680,null,1625,null,7143,null,1443,null,487,null,364,null,107050,null,7660,null,54157,null,4327,null,24896,null,2783,null,26650,null,2991,null,2611,null,702,null,52893,null,4840,null,23151,null,2803,null,27051,null,2891,null,2691,null,598,null,0400000US41,Oregon,41
185068,null,9140,null,46965,null,5130,null,21845,null,2889,null,12933,null,2462,null,8596,null,1453,null,316,null,231,null,25120,null,3320,null,13320,null,2320,null,10734,null,1938,null,1066,null,478,null,138103,null,7585,null,68503,null,4892,null,36161,null,3754,null,29989,null,2643,null,2353,null,738,null,69600,null,4805,null,35691,null,3170,null,30258,null,2489,null,3651,null,823,null,0400000US42,Pennsylvania,42
18436,null,3028,null,3829,null,1670,null,1435,null,850,null,827,null,672,null,608,null,464,null,0,null,287,null,2394,null,1058,null,956,null,667,null,1278,null,650,null,160,null,257,null,14607,null,2787,null,7320,null,1700,null,3482,null,1200,null,3298,null,1106,null,540,null,394,null,7287,null,1633,null,3491,null,1257,null,3308,null,957,null,488,null,344,null,0400000US44,Rhode Island,44
64315,null,5601,null,19383,null,3083,null,9544,null,1962,null,7062,null,1649,null,2274,null,868,null,208,null,229,null,9839,null,1856,null,5644,null,1364,null,3855,null,1101,null,340,null,293,null,44932,null,4705,null,21616,null,2674,null,11664,null,2146,null,8940,null,1589,null,1012,null,433,null,23316,null,3155,null,12306,null,2259,null,9751,null,1621,null,1259,null,519,null,0400000US45,South Carolina,45
16203,null,2548,null,2773,null,892,null,1697,null,730,null,869,null,500,null,753,null,503,null,75,null,145,null,1076,null,486,null,393,null,299,null,640,null,347,null,43,null,72,null,13430,null,2539,null,7096,null,1430,null,3627,null,918,null,3374,null,1011,null,95,null,163,null,6334,null,1612,null,3220,null,993,null,2539,null,946,null,575,null,450,null,0400000US46,South Dakota,46
99286,null,6894,null,24387,null,3710,null,11720,null,2283,null,7226,null,1599,null,4308,null,1398,null,186,null,187,null,12667,null,2296,null,6964,null,1745,null,5082,null,1311,null,621,null,322,null,74899,null,5960,null,37078,null,3768,null,17293,null,2746,null,17232,null,2439,null,2553,null,787,null,37821,null,3715,null,18340,null,2686,null,17632,null,2272,null,1849,null,490,null,0400000US47,Tennessee,47
517905,null,17296,null,82690,null,7558,null,37114,null,4174,null,21880,null,3331,null,13372,null,2535,null,1862,null,571,null,45576,null,4693,null,24146,null,3711,null,19359,null,2610,null,2071,null,644,null,435215,null,14608,null,224614,null,8868,null,104261,null,5610,null,110021,null,6130,null,10332,null,1484,null,210601,null,9442,null,97816,null,6133,null,101235,null,5420,null,11550,null,1680,null,0400000US48,Texas,48
60069,null,5498,null,6381,null,1339,null,3725,null,892,null,2356,null,850,null,1369,null,613,null,0,null,265,null,2656,null,968,null,1769,null,835,null,887,null,359,null,0,null,265,null,53688,null,5413,null,27925,null,3710,null,17119,null,2763,null,10260,null,1800,null,546,null,395,null,25763,null,2479,null,14345,null,2010,null,10554,null,1471,null,864,null,548,null,0400000US49,Utah,49
10769,null,1366,null,2774,null,919,null,1084,null,461,null,561,null,392,null,523,null,322,null,0,null,211,null,1690,null,604,null,766,null,387,null,898,null,477,null,26,null,30,null,7995,null,1280,null,4266,null,1042,null,1785,null,528,null,2254,null,754,null,227,null,138,null,3729,null,910,null,1278,null,496,null,2351,null,570,null,100,null,111,null,0400000US50,Vermont,50
184410,null,12471,null,22610,null,3981,null,8854,null,2361,null,6177,null,2085,null,2608,null,827,null,69,null,101,null,13756,null,2465,null,8352,null,2162,null,4947,null,1193,null,457,null,433,null,161800,null,11111,null,84454,null,6754,null,44331,null,4024,null,38509,null,4138,null,1614,null,513,null,77346,null,5607,null,38545,null,3886,null,35504,null,3521,null,3297,null,943,null,0400000US51,Virginia,51
275508,null,11327,null,38948,null,5120,null,16769,null,2468,null,9362,null,1812,null,7286,null,1429,null,121,null,141,null,22179,null,3594,null,10039,null,2382,null,11477,null,2238,null,663,null,371,null,236560,null,10928,null,121227,null,6037,null,61729,null,4311,null,56221,null,3598,null,3277,null,868,null,115333,null,6682,null,54774,null,4339,null,55472,null,4097,null,5087,null,925,null,0400000US53,Washington,53
28750,null,3280,null,8363,null,2254,null,4315,null,1364,null,2556,null,1031,null,1667,null,634,null,92,null,99,null,4048,null,1221,null,1632,null,797,null,2209,null,732,null,207,null,174,null,20387,null,2780,null,9061,null,1594,null,3057,null,1041,null,5230,null,1051,null,774,null,413,null,11326,null,2086,null,4968,null,1275,null,5650,null,1142,null,708,null,323,null,0400000US54,West Virginia,54
84284,null,5906,null,19358,null,2787,null,10041,null,1752,null,6366,null,1420,null,3546,null,1079,null,129,null,115,null,9317,null,1637,null,6137,null,1423,null,2942,null,805,null,238,null,189,null,64926,null,5196,null,30919,null,2837,null,17197,null,2024,null,12748,null,1758,null,974,null,337,null,34007,null,3366,null,19170,null,2649,null,14014,null,1877,null,823,null,428,null,0400000US55,Wisconsin,55
13457,null,1891,null,2212,null,797,null,948,null,600,null,671,null,587,null,277,null,288,null,0,null,265,null,1264,null,670,null,123,null,117,null,1097,null,638,null,44,null,74,null,11245,null,1839,null,6203,null,1367,null,3397,null,934,null,2750,null,959,null,56,null,78,null,5042,null,1220,null,2524,null,949,null,2265,null,784,null,253,null,239,null,0400000US56,Wyoming,56
430247,null,14931,null,225345,null,13802,null,106753,null,7929,null,39076,null,3779,null,59225,null,5262,null,8452,null,1513,null,118592,null,7561,null,37702,null,3392,null,69704,null,4901,null,11186,null,1495,null,204902,null,9895,null,106611,null,6245,null,20148,null,2516,null,75916,null,5339,null,10547,null,1412,null,98291,null,6318,null,22558,null,2984,null,63755,null,4916,null,11978,null,1379,null,0400000US72,Puerto Rico,72
