B01001H_001E,B01001H_001EA,B01001H_001M,B01001H_001MA,B01001H_002E,B01001H_002EA,B01001H_002M,B01001H_002MA,B01001H_003E,B01001H_003EA,B01001H_003M,B01001H_003MA,B01001H_004E,B01001H_004EA,B01001H_004M,B01001H_004MA,B01001H_005E,B01001H_005EA,B01001H_005M,B01001H_005MA,B01001H_006E,B01001H_006EA,B01001H_006M,B01001H_006MA,B01001H_007E,B01001H_007EA,B01001H_007M,B01001H_007MA,B01001H_008E,B01001H_008EA,B01001H_008M,B01001H_008MA,B01001H_009E,B01001H_009EA,B01001H_009M,B01001H_009MA,B01001H_010E,B01001H_010EA,B01001H_010M,B01001H_010MA,B01001H_011E,B01001H_011EA,B01001H_011M,B01001H_011MA,B01001H_012E,B01001H_012EA,B01001H_012M,B01001H_012MA,B01001H_013E,B01001H_013EA,B01001H_013M,B01001H_013MA,B01001H_014E,B01001H_014EA,B01001H_014M,B01001H_014MA,B01001H_015E,B01001H_015EA,B01001H_015M,B01001H_015MA,B01001H_016E,B01001H_016EA,B01001H_016M,B01001H_016MA,B01001H_017E,B01001H_017EA,B01001H_017M,B01001H_017MA,B01001H_018E,B01001H_018EA,B01001H_018M,B01001H_018MA,B01001H_019E,B01001H_019EA,B01001H_019M,B01001H_019MA,B01001H_020E,B01001H_020EA,B01001H_020M,B01001H_020MA,B01001H_021E,B01001H_021EA,B01001H_021M,B01001H_021MA,B01001H_022E,B01001H_022EA,B01001H_022M,B01001H_022MA,B01001H_023E,B01001H_023EA,B01001H_023M,B01001H_023MA,B01001H_024E,B01001H_024EA,B01001H_024M,B01001H_024MA,B01001H_025E,B01001H_025EA,B01001H_025M,B01001H_025MA,B01001H_026E,B01001H_026EA,B01001H_026M,B01001H_026MA,B01001H_027E,B01001H_027EA,B01001H_027M,B01001H_027MA,B01001H_028E,B01001H_028EA,B01001H_028M,B01001H_028MA,B01001H_029E,B01001H_029EA,B01001H_029M,B01001H_029MA,B01001H_030E,B01001H_030EA,B01001H_030M,B01001H_030MA,B01001H_031E,B01001H_031EA,B01001H_031M,B01001H_031MA,GEO_ID,NAME,state
10177758,null,4088,null,4949909,null,2058,null,264856,null,408,null,274332,null,5811,null,295915,null,5881,null,196576,null,179,null,148797,null,2407,null,319799,null,2531,null,308320,null,769,null,285860,null,567,null,656749,null,773,null,811849,null,904,null,660295,null,468,null,390819,null,115,null,249102,null,3249,null,86640,null,3282,null,5227849,null,2433,null,250348,null,939,null,264222,null,5903,null,279803,null,5788,null,186910,null,242,null,145970,null,1409,null,315330,null,1699,null,298876,null,808,null,282881,null,511,null,658808,null,613,null,824073,null,654,null,690172,null,361,null,458736,null,188,null,376104,null,5280,null,195616,null,5292,null,0400000US42,Pennsylvania,42
818632,null,2207,null,393922,null,1366,null,18899,null,287,null,18396,null,1605,null,24181,null,1658,null,15173,null,287,null,13219,null,435,null,27862,null,425,null,24319,null,135,null,22785,null,338,null,52848,null,1094,null,66724,null,379,null,53716,null,75,null,30058,null,163,null,19365,null,972,null,6377,null,963,null,424710,null,1117,null,17682,null,224,null,18273,null,1595,null,22505,null,1595,null,14047,null,390,null,13313,null,384,null,27235,null,362,null,23162,null,273,null,23486,null,101,null,55792,null,463,null,70278,null,358,null,57191,null,153,null,35768,null,116,null,28551,null,1304,null,17427,null,1327,null,0400000US44,Rhode Island,44
2954621,null,2269,null,1447599,null,2173,null,86093,null,875,null,87337,null,3568,null,87369,null,3574,null,54737,null,1084,null,43240,null,1697,null,95919,null,2015,null,94501,null,1292,null,86095,null,879,null,194170,null,1173,null,213986,null,712,null,193819,null,107,null,125183,null,533,null,69049,null,1751,null,16101,null,1596,null,1507022,null,1967,null,79766,null,913,null,81190,null,3688,null,84435,null,3917,null,50225,null,1089,null,37534,null,1759,null,88678,null,1869,null,94300,null,1126,null,88574,null,569,null,196711,null,992,null,223195,null,456,null,209372,null,71,null,140978,null,374,null,92170,null,2230,null,39894,null,2261,null,0400000US45,South Carolina,45
691233,null,2707,null,344823,null,1910,null,22830,null,641,null,19421,null,1273,null,20968,null,1376,null,13590,null,694,null,12817,null,1520,null,26634,null,1659,null,24012,null,1697,null,19433,null,626,null,39065,null,845,null,52189,null,190,null,44978,null,107,null,25695,null,409,null,16056,null,932,null,7135,null,966,null,346410,null,1619,null,21005,null,749,null,18701,null,1482,null,19849,null,1423,null,12391,null,607,null,10958,null,1244,null,23280,null,1326,null,23061,null,686,null,18554,null,411,null,39097,null,607,null,52176,null,532,null,43973,null,145,null,28244,null,460,null,21919,null,1097,null,13202,null,1114,null,0400000US46,South Dakota,46
4814198,null,1266,null,2351168,null,1789,null,142145,null,1158,null,135879,null,4318,null,155747,null,4350,null,94094,null,1165,null,63782,null,2223,null,149704,null,2169,null,157699,null,1128,null,146675,null,713,null,329288,null,861,null,357506,null,440,null,305240,null,45,null,188866,null,390,null,98494,null,2362,null,26049,null,2285,null,2463030,null,2023,null,134445,null,1128,null,140319,null,3963,null,137666,null,3968,null,84607,null,1118,null,58992,null,2348,null,146269,null,2368,null,159184,null,1402,null,152204,null,198,null,330145,null,234,null,372866,null,116,null,324588,null,140,null,216182,null,132,null,140937,null,3251,null,64626,null,3252,null,0400000US47,Tennessee,47
11546095,null,5746,null,5694528,null,5626,null,347571,null,1886,null,348780,null,7319,null,353188,null,7658,null,219788,null,1890,null,150796,null,3515,null,392959,null,4505,null,394905,null,3015,null,344663,null,2229,null,763652,null,2469,null,903665,null,2821,null,730458,null,848,null,431106,null,913,null,240982,null,3518,null,72015,null,3431,null,5851567,null,6246,null,329315,null,2146,null,330108,null,6113,null,336296,null,6016,null,201637,null,1786,null,142097,null,3964,null,367511,null,4400,null,388820,null,2653,null,344856,null,2165,null,760748,null,2707,null,913268,null,1397,null,761168,null,1110,null,484844,null,1075,null,333197,null,5315,null,157702,null,5298,null,0400000US48,Texas,48
2257105,null,1453,null,1126622,null,1201,null,103720,null,372,null,94708,null,3299,null,87791,null,3292,null,50838,null,260,null,34772,null,484,null,104030,null,1018,null,95216,null,247,null,83359,null,607,null,132690,null,755,null,132845,null,238,null,102826,null,108,null,59060,null,467,null,35045,null,1333,null,9722,null,1361,null,1130483,null,561,null,97865,null,9,null,87548,null,2909,null,84902,null,2907,null,47724,null,296,null,39445,null,985,null,98799,null,964,null,94761,null,326,null,82765,null,6,null,129893,null,172,null,134187,null,149,null,106028,null,98,null,65248,null,6,null,41898,null,1859,null,19420,null,1858,null,0400000US49,Utah,49
589179,null,930,null,289570,null,714,null,14841,null,343,null,16735,null,1251,null,15791,null,1234,null,11766,null,3,null,9996,null,554,null,22897,null,554,null,17409,null,4,null,15317,null,432,null,36857,null,536,null,48495,null,39,null,41271,null,35,null,22523,null,51,null,12355,null,510,null,3317,null,525,null,299609,null,384,null,14546,null,267,null,14679,null,1166,null,15996,null,1165,null,11254,null,27,null,9888,null,732,null,21472,null,733,null,16799,null,3,null,15132,null,3,null,38204,null,260,null,49923,null,4,null,42296,null,65,null,24011,null,407,null,16869,null,1106,null,8540,null,1015,null,0400000US50,Vermont,50
5212297,null,4073,null,2565700,null,3163,null,148386,null,1779,null,154623,null,4107,null,154416,null,3973,null,97130,null,1773,null,82802,null,3320,null,183360,null,3675,null,177573,null,1680,null,151997,null,2102,null,361000,null,1977,null,399549,null,1247,null,330338,null,549,null,194062,null,1192,null,99725,null,2251,null,30739,null,2026,null,2646597,null,3661,null,140177,null,1957,null,143672,null,4648,null,151099,null,4431,null,91732,null,1568,null,80863,null,4845,null,167073,null,4747,null,169225,null,3324,null,151623,null,1911,null,359312,null,1739,null,414312,null,959,null,347284,null,500,null,217891,null,443,null,144655,null,3334,null,67679,null,3395,null,0400000US51,Virginia,51
4958579,null,3461,null,2462043,null,2085,null,136932,null,839,null,134287,null,4124,null,146723,null,4074,null,95015,null,518,null,64363,null,1368,null,171867,null,1607,null,179683,null,707,null,153614,null,516,null,333319,null,768,null,396295,null,344,null,335499,null,200,null,182317,null,416,null,99280,null,2567,null,32849,null,2550,null,2496536,null,2030,null,128630,null,910,null,132001,null,4189,null,135623,null,4141,null,89823,null,720,null,60298,null,1673,null,156161,null,1669,null,172089,null,757,null,152437,null,678,null,328011,null,888,null,401092,null,301,null,347296,null,293,null,196056,null,188,null,127253,null,3145,null,69766,null,3135,null,0400000US53,Washington,53
1699102,null,1491,null,831480,null,1571,null,48547,null,1431,null,47790,null,2253,null,51029,null,2226,null,32345,null,1099,null,24141,null,1685,null,56518,null,1816,null,51689,null,1364,null,50475,null,1033,null,110182,null,1016,null,124974,null,264,null,115350,null,185,null,69432,null,617,null,38843,null,1496,null,10165,null,1384,null,867622,null,1701,null,46010,null,1240,null,45661,null,2037,null,48487,null,2013,null,29538,null,1085,null,21401,null,1802,null,53164,null,2008,null,53388,null,1294,null,50200,null,927,null,112448,null,955,null,130218,null,576,null,119690,null,295,null,77790,null,221,null,56210,null,1921,null,23417,null,1924,null,0400000US54,West Virginia,54
4779655,null,1376,null,2367390,null,963,null,135427,null,408,null,135380,null,3921,null,142383,null,3934,null,93427,null,321,null,69434,null,774,null,171269,null,817,null,154062,null,526,null,137163,null,441,null,316529,null,176,null,394626,null,210,null,308534,null,151,null,172996,null,35,null,102020,null,1974,null,34140,null,1970,null,2412265,null,885,null,128362,null,297,null,128171,null,3148,null,136702,null,3183,null,88373,null,406,null,70572,null,1440,null,167013,null,1476,null,145503,null,400,null,129637,null,207,null,310096,null,222,null,390333,null,254,null,307858,null,120,null,191823,null,124,null,141732,null,3224,null,76090,null,3226,null,0400000US55,Wisconsin,55
468598,null,319,null,238676,null,623,null,15517,null,603,null,14811,null,1143,null,13533,null,1143,null,10292,null,619,null,8483,null,1175,null,18829,null,1199,null,18405,null,344,null,13760,null,518,null,28786,null,506,null,36146,null,69,null,31629,null,81,null,16827,null,332,null,9236,null,576,null,2422,null,592,null,229922,null,670,null,15219,null,597,null,13778,null,1365,null,12525,null,1345,null,8011,null,523,null,5712,null,743,null,17433,null,742,null,16743,null,6,null,13509,null,112,null,26872,null,230,null,36341,null,8,null,29970,null,74,null,17057,null,72,null,11331,null,1050,null,5421,null,1050,null,0400000US56,Wyoming,56
38002,null,3437,null,20278,null,2281,null,1387,null,578,null,1943,null,831,null,1309,null,496,null,1249,null,657,null,933,null,399,null,1060,null,507,null,423,null,332,null,874,null,624,null,2503,null,912,null,3902,null,945,null,2323,null,604,null,1269,null,453,null,682,null,431,null,421,null,244,null,17724,null,2206,null,479,null,364,null,1445,null,631,null,1362,null,593,null,716,null,455,null,668,null,540,null,1859,null,695,null,564,null,393,null,1692,null,735,null,3016,null,886,null,2202,null,634,null,1682,null,655,null,1501,null,418,null,373,null,222,null,165,null,160,null,0400000US72,Puerto Rico,72
