C27012_001E,C27012_001EA,C27012_001M,C27012_001MA,C27012_002E,C27012_002EA,C27012_002M,C27012_002MA,C27012_003E,C27012_003EA,C27012_003M,C27012_003MA,C27012_004E,C27012_004EA,C27012_004M,C27012_004MA,C27012_005E,C27012_005EA,C27012_005M,C27012_005MA,C27012_006E,C27012_006EA,C27012_006M,C27012_006MA,C27012_007E,C27012_007EA,C27012_007M,C27012_007MA,C27012_008E,C27012_008EA,C27012_008M,C27012_008MA,C27012_009E,C27012_009EA,C27012_009M,C27012_009MA,C27012_010E,C27012_010EA,C27012_010M,C27012_010MA,C27012_011E,C27012_011EA,C27012_011M,C27012_011MA,C27012_012E,C27012_012EA,C27012_012M,C27012_012MA,C27012_013E,C27012_013EA,C27012_013M,C27012_013MA,C27012_014E,C27012_014EA,C27012_014M,C27012_014MA,C27012_015E,C27012_015EA,C27012_015M,C27012_015MA,C27012_016E,C27012_016EA,C27012_016M,C27012_016MA,C27012_017E,C27012_017EA,C27012_017M,C27012_017MA,C27012_018E,C27012_018EA,C27012_018M,C27012_018MA,C27012_019E,C27012_019EA,C27012_019M,C27012_019MA,C27012_020E,C27012_020EA,C27012_020M,C27012_020MA,C27012_021E,C27012_021EA,C27012_021M,C27012_021MA,C27012_022E,C27012_022EA,C27012_022M,C27012_022MA,C27012_023E,C27012_023EA,C27012_023M,C27012_023MA,C27012_024E,C27012_024EA,C27012_024M,C27012_024MA,C27012_025E,C27012_025EA,C27012_025M,C27012_025MA,C27012_026E,C27012_026EA,C27012_026M,C27012_026MA,C27012_027E,C27012_027EA,C27012_027M,C27012_027MA,C27012_028E,C27012_028EA,C27012_028M,C27012_028MA,C27012_029E,C27012_029EA,C27012_029M,C27012_029MA,C27012_030E,C27012_030EA,C27012_030M,C27012_030MA,C27012_031E,C27012_031EA,C27012_031M,C27012_031MA,C27012_032E,C27012_032EA,C27012_032M,C27012_032MA,C27012_033E,C27012_033EA,C27012_033M,C27012_033MA,C27012_034E,C27012_034EA,C27012_034M,C27012_034MA,C27012_035E,C27012_035EA,C27012_035M,C27012_035MA,C27012_036E,C27012_036EA,C27012_036M,C27012_036MA,C27012_037E,C27012_037EA,C27012_037M,C27012_037MA,C27012_038E,C27012_038EA,C27012_038M,C27012_038MA,C27012_039E,C27012_039EA,C27012_039M,C27012_039MA,C27012_040E,C27012_040EA,C27012_040M,C27012_040MA,C27012_041E,C27012_041EA,C27012_041M,C27012_041MA,C27012_042E,C27012_042EA,C27012_042M,C27012_042MA,C27012_043E,C27012_043EA,C27012_043M,C27012_043MA,C27012_044E,C27012_044EA,C27012_044M,C27012_044MA,C27012_045E,C27012_045EA,C27012_045M,C27012_045MA,C27012_046E,C27012_046EA,C27012_046M,C27012_046MA,GEO_ID,NAME,state
7018588,null,7707,null,3098904,null,23619,null,3026236,null,23552,null,2528800,null,25103,null,2300106,null,24527,null,270198,null,9491,null,10135,null,2240,null,58786,null,4136,null,497436,null,15850,null,72668,null,3916,null,70822,null,3890,null,47265,null,3134,null,17447,null,1955,null,61892,null,3659,null,4277,null,883,null,1846,null,1125,null,1733384,null,23083,null,1623962,null,22900,null,1024469,null,19380,null,743716,null,14503,null,184415,null,8560,null,18081,null,2590,null,109363,null,6417,null,599493,null,15063,null,109422,null,5196,null,107984,null,4924,null,49721,null,3511,null,38148,null,3030,null,105219,null,4812,null,8894,null,1483,null,1438,null,946,null,2186300,null,23932,null,1393313,null,23394,null,946748,null,18300,null,482078,null,12578,null,142818,null,6968,null,175500,null,7429,null,276317,null,10330,null,446565,null,14067,null,792987,null,7512,null,784563,null,7781,null,275831,null,7706,null,268440,null,7758,null,778399,null,7888,null,146303,null,6445,null,8424,null,1645,null,0400000US13,Georgia,13
943605,null,4924,null,426296,null,7678,null,408131,null,7504,null,386766,null,7830,null,350917,null,8024,null,54261,null,4901,null,2309,null,807,null,13674,null,2530,null,21365,null,3048,null,18165,null,1943,null,18055,null,1937,null,15330,null,1771,null,4331,null,1017,null,14053,null,1566,null,1392,null,494,null,110,null,109,null,237241,null,7023,null,216897,null,6595,null,181356,null,6398,null,128466,null,5562,null,28963,null,2885,null,2043,null,826,null,26034,null,2867,null,35541,null,3438,null,20344,null,1811,null,19908,null,1742,null,12116,null,1362,null,6006,null,1073,null,19282,null,1677,null,1938,null,601,null,436,null,327,null,280068,null,6172,null,137962,null,5473,null,117525,null,4765,null,56057,null,3237,null,22900,null,2653,null,13039,null,2019,null,35284,null,3259,null,20437,null,2536,null,142106,null,2973,null,141170,null,2934,null,72871,null,3489,null,46730,null,3335,null,138782,null,3024,null,21118,null,2118,null,936,null,479,null,0400000US15,Hawaii,15
1102391,null,1883,null,439281,null,8188,null,429387,null,8209,null,362664,null,8136,null,319033,null,8046,null,49778,null,2934,null,1003,null,408,null,8902,null,1426,null,66723,null,4006,null,9894,null,1353,null,9760,null,1348,null,5700,null,1110,null,4017,null,873,null,8635,null,1295,null,971,null,392,null,134,null,184,null,346166,null,7804,null,323050,null,7857,null,214661,null,6980,null,145289,null,6706,null,53515,null,3971,null,5110,null,1152,null,20113,null,2623,null,108389,null,5832,null,23116,null,1787,null,22817,null,1759,null,8835,null,1185,null,9638,null,1363,null,22474,null,1731,null,1791,null,544,null,299,null,279,null,316944,null,6257,null,171547,null,6177,null,130510,null,5453,null,62223,null,3880,null,27359,null,2265,null,25545,null,2668,null,33811,null,3554,null,41037,null,3334,null,145397,null,2614,null,144666,null,2608,null,42693,null,2828,null,72805,null,3304,null,143447,null,2594,null,16638,null,2163,null,731,null,682,null,0400000US16,Idaho,16
9551317,null,3602,null,4146553,null,24567,null,4035526,null,23347,null,3558675,null,24278,null,3243730,null,24450,null,299931,null,9507,null,11430,null,1856,null,147346,null,6610,null,476851,null,12854,null,111027,null,4427,null,108958,null,4129,null,73049,null,3435,null,33129,null,2777,null,90921,null,3877,null,7216,null,1046,null,2069,null,953,null,2619997,null,21618,null,2423551,null,21281,null,1794477,null,18715,null,1306560,null,17367,null,292145,null,9673,null,31178,null,3535,null,259179,null,8741,null,629074,null,14209,null,196446,null,4841,null,194183,null,4824,null,90910,null,3809,null,82745,null,3414,null,187728,null,4697,null,19716,null,1913,null,2263,null,720,null,2784767,null,18866,null,1574894,null,17845,null,1147890,null,17789,null,595365,null,12282,null,162063,null,5536,null,174017,null,6168,null,363158,null,11435,null,427004,null,12138,null,1209873,null,7073,null,1195011,null,7107,null,452234,null,9309,null,495275,null,10254,null,1181416,null,7420,null,188573,null,5661,null,14862,null,2673,null,0400000US17,Illinois,17
4733490,null,2889,null,1977094,null,15700,null,1924511,null,15161,null,1703410,null,17513,null,1581324,null,18070,null,145771,null,6829,null,5827,null,1044,null,41326,null,3324,null,221101,null,8774,null,52583,null,3241,null,52106,null,3250,null,32982,null,2524,null,16157,null,1701,null,45590,null,2866,null,2937,null,724,null,477,null,308,null,1374640,null,14140,null,1267354,null,12825,null,910575,null,12648,null,692186,null,10572,null,136650,null,5709,null,15463,null,1979,null,108081,null,6423,null,356779,null,11356,null,107286,null,4377,null,106298,null,4363,null,42940,null,2881,null,45847,null,2917,null,104286,null,4259,null,7316,null,1205,null,988,null,395,null,1381756,null,16035,null,757414,null,14803,null,577433,null,11622,null,308223,null,8193,null,76597,null,4508,null,109552,null,4876,null,175121,null,7874,null,179981,null,8063,null,624342,null,5696,null,622517,null,5792,null,238597,null,6207,null,285785,null,6431,null,618250,null,5909,null,78290,null,4333,null,1825,null,775,null,0400000US18,Indiana,18
2249849,null,2213,null,1069996,null,9692,null,1043870,null,9691,null,961287,null,10289,null,856357,null,11017,null,122236,null,4285,null,2896,null,877,null,30333,null,2518,null,82583,null,5249,null,26126,null,1925,null,26087,null,1921,null,13525,null,1535,null,11681,null,1121,null,23848,null,1750,null,2241,null,589,null,39,null,55,null,630566,null,8636,null,562871,null,8396,null,459857,null,7917,null,332832,null,7367,null,81506,null,4629,null,11738,null,1433,null,65028,null,4439,null,103014,null,5439,null,67695,null,2768,null,67546,null,2773,null,20685,null,1715,null,40173,null,2080,null,67258,null,2766,null,6746,null,941,null,149,null,160,null,549287,null,7595,null,228505,null,7417,null,191964,null,6819,null,96342,null,5078,null,34029,null,2668,null,37584,null,2740,null,65135,null,3979,null,36541,null,3126,null,320782,null,4108,null,320519,null,4114,null,93849,null,4145,null,187079,null,4509,null,319099,null,4106,null,50942,null,3544,null,263,null,219,null,0400000US19,Iowa,19
2056033,null,3341,null,970382,null,9602,null,941836,null,9727,null,833416,null,10782,null,753456,null,10897,null,90732,null,4586,null,2741,null,685,null,15962,null,1863,null,108420,null,5336,null,28546,null,1961,null,28341,null,1925,null,15753,null,1645,null,10617,null,1177,null,25327,null,1795,null,1836,null,430,null,205,null,226,null,561929,null,9870,null,512664,null,9468,null,370019,null,9195,null,271799,null,6871,null,65465,null,4995,null,8818,null,1473,null,33823,null,3201,null,142645,null,6113,null,49265,null,2538,null,48584,null,2462,null,15415,null,1657,null,25699,null,1967,null,48080,null,2469,null,3850,null,843,null,681,null,486,null,523722,null,8210,null,259493,null,7452,null,207522,null,7360,null,102919,null,5153,null,35509,null,2542,null,44127,null,2694,null,56569,null,3877,null,51971,null,3369,null,264229,null,3036,null,263317,null,2958,null,74873,null,3463,null,142767,null,4324,null,261981,null,3088,null,33113,null,2429,null,912,null,638,null,0400000US20,Kansas,20
3210358,null,3448,null,1282537,null,14624,null,1247026,null,13875,null,1097429,null,13525,null,1003227,null,13263,null,108747,null,5564,null,4999,null,1361,null,27821,null,3226,null,149597,null,7472,null,35511,null,2637,null,35164,null,2679,null,21577,null,2051,null,12330,null,1492,null,31453,null,2653,null,2892,null,716,null,347,null,229,null,812742,null,12003,null,751478,null,11286,null,515315,null,8982,null,376151,null,8219,null,83103,null,5041,null,10020,null,1651,null,64726,null,4952,null,236163,null,8706,null,61264,null,2786,null,60524,null,2700,null,28914,null,1995,null,24181,null,2160,null,59814,null,2746,null,6152,null,1155,null,740,null,475,null,1115079,null,15101,null,667718,null,14315,null,507483,null,10468,null,210351,null,6916,null,56060,null,3810,null,135772,null,5568,null,195104,null,7539,null,160235,null,9107,null,447361,null,4348,null,445569,null,4471,null,175269,null,5900,null,172724,null,5324,null,442224,null,4554,null,85559,null,4356,null,1792,null,733,null,0400000US21,Kentucky,21
3271126,null,2727,null,1442024,null,15957,null,1396793,null,15613,null,1140356,null,16072,null,1013285,null,16120,null,134094,null,6248,null,6582,null,1418,null,42164,null,3866,null,256437,null,11117,null,45231,null,3348,null,44382,null,3250,null,27314,null,2735,null,12973,null,1621,null,39294,null,2614,null,2490,null,715,null,849,null,573,null,777650,null,13293,null,722554,null,12585,null,464770,null,11067,null,321481,null,9752,null,89037,null,5168,null,10435,null,1527,null,68282,null,4877,null,257784,null,9233,null,55096,null,2916,null,54424,null,2921,null,23416,null,1734,null,19704,null,2077,null,53276,null,2854,null,6582,null,1126,null,672,null,437,null,1051452,null,13845,null,625168,null,12365,null,453994,null,10510,null,198420,null,7577,null,69851,null,4190,null,107063,null,5454,null,162335,null,8119,null,171174,null,8047,null,426284,null,4877,null,423717,null,4889,null,139697,null,5411,null,140352,null,3895,null,418595,null,4836,null,88567,null,4786,null,2567,null,869,null,0400000US22,Louisiana,22
1030464,null,1863,null,423528,null,8875,null,410118,null,8771,null,366369,null,8370,null,323328,null,8357,null,33599,null,2802,null,1506,null,675,null,24657,null,2582,null,43749,null,4013,null,13410,null,1412,null,13322,null,1383,null,8572,null,1154,null,3911,null,867,null,11198,null,1314,null,897,null,384,null,88,null,141,null,302689,null,7465,null,276639,null,7180,null,216304,null,6438,null,138873,null,5041,null,31757,null,2584,null,4954,null,1058,null,51309,null,3816,null,60335,null,3853,null,26050,null,1499,null,26050,null,1499,null,9508,null,1207,null,10878,null,1201,null,25782,null,1503,null,3066,null,610,null,0,null,230,null,304247,null,5996,null,147062,null,5489,null,129721,null,4941,null,44723,null,2746,null,15486,null,1939,null,35191,null,2967,null,64013,null,3848,null,17341,null,2381,null,157185,null,2393,null,156888,null,2388,null,49930,null,2711,null,65427,null,2798,null,154987,null,2476,null,35078,null,2969,null,297,null,228,null,0400000US23,Maine,23
4241729,null,3507,null,2081858,null,14594,null,2015836,null,14069,null,1828767,null,14549,null,1680769,null,14821,null,181613,null,8757,null,6392,null,1404,null,40389,null,3508,null,187069,null,8405,null,66022,null,3618,null,65474,null,3641,null,50152,null,3152,null,13831,null,1627,null,53368,null,3262,null,3404,null,882,null,548,null,472,null,1057503,null,15914,null,963889,null,15368,null,728296,null,13255,null,545024,null,11736,null,121346,null,5282,null,15508,null,2336,null,77239,null,5863,null,235593,null,8347,null,93614,null,3327,null,92888,null,3347,null,58031,null,3319,null,31138,null,2118,null,88782,null,3221,null,7411,null,1243,null,726,null,503,null,1102368,null,15160,null,594614,null,13234,null,466654,null,11896,null,258822,null,8948,null,74328,null,4829,null,68645,null,4544,null,135344,null,7332,null,127960,null,6957,null,507754,null,5661,null,503408,null,5557,null,249238,null,5652,null,180911,null,6163,null,493031,null,5528,null,80653,null,4709,null,4346,null,1419,null,0400000US24,Maryland,24
5065210,null,1522,null,2210075,null,14090,null,2143133,null,14025,null,2058134,null,15527,null,1862218,null,15792,null,183995,null,6901,null,7389,null,1379,null,117872,null,6073,null,84999,null,6894,null,66942,null,3622,null,66942,null,3622,null,49697,null,3321,null,16811,null,1632,null,54235,null,3195,null,4075,null,1042,null,0,null,283,null,1487188,null,15965,null,1364500,null,15526,null,1246265,null,16326,null,875594,null,15742,null,190836,null,8700,null,25099,null,2793,null,256597,null,9407,null,118235,null,7216,null,122688,null,4194,null,122600,null,4198,null,67146,null,3145,null,47596,null,2982,null,117824,null,4203,null,13995,null,2004,null,88,null,108,null,1367947,null,14584,null,715969,null,12708,null,669841,null,11706,null,293951,null,8247,null,96513,null,5330,null,97479,null,5265,null,307084,null,10538,null,46128,null,4558,null,651978,null,6202,null,650154,null,6134,null,265983,null,6668,null,258205,null,6532,null,638828,null,6501,null,136166,null,5041,null,1824,null,843,null,0400000US25,Massachusetts,25
7492072,null,2876,null,2710493,null,19284,null,2649384,null,18815,null,2379190,null,18763,null,2184680,null,18171,null,218133,null,6618,null,7927,null,1395,null,90814,null,4701,null,270194,null,8636,null,61109,null,3000,null,60648,null,2957,null,40540,null,2346,null,19749,null,1748,null,54036,null,2859,null,4352,null,707,null,461,null,362,null,2229444,null,18649,null,2090188,null,17971,null,1558976,null,16255,null,1144812,null,14997,null,218055,null,8204,null,30395,null,2901,null,255910,null,8093,null,531212,null,11914,null,139256,null,4950,null,138753,null,4907,null,70025,null,3885,null,59453,null,2872,null,135690,null,4769,null,12219,null,1460,null,503,null,323,null,2552135,null,18357,null,1463638,null,17210,null,1175092,null,15455,null,599843,null,10202,null,144454,null,5627,null,217181,null,7102,null,444469,null,12189,null,288546,null,9162,null,1088497,null,5183,null,1083385,null,5163,null,561194,null,7886,null,438123,null,8432,null,1078648,null,5429,null,160316,null,5423,null,5112,null,1505,null,0400000US26,Michigan,26
