B24081_001E,B24081_001EA,B24081_001M,B24081_001MA,B24081_002E,B24081_002EA,B24081_002M,B24081_002MA,B24081_003E,B24081_003EA,B24081_003M,B24081_003MA,B24081_004E,B24081_004EA,B24081_004M,B24081_004MA,B24081_005E,B24081_005EA,B24081_005M,B24081_005MA,B24081_006E,B24081_006EA,B24081_006M,B24081_006MA,B24081_007E,B24081_007EA,B24081_007M,B24081_007MA,B24081_008E,B24081_008EA,B24081_008M,B24081_008MA,B24081_009E,B24081_009EA,B24081_009M,B24081_009MA,GEO_ID,NAME,state
27674,null,332,null,26764,null,422,null,26116,null,423,null,43242,null,4336,null,24994,null,1589,null,30727,null,974,null,33611,null,1213,null,50431,null,1853,null,19481,null,902,null,0400000US40,Oklahoma,40
29414,null,388,null,28670,null,411,null,28101,null,420,null,41863,null,3440,null,30346,null,989,null,39340,null,1196,null,36363,null,2562,null,50648,null,1498,null,18962,null,873,null,0400000US41,Oregon,41
32239,null,197,null,31233,null,225,null,30767,null,232,null,49999,null,1655,null,32540,null,665,null,39822,null,694,null,40670,null,757,null,51535,null,628,null,23958,null,782,null,0400000US42,Pennsylvania,42
34448,null,953,null,31708,null,812,null,31201,null,843,null,49131,null,4257,null,36345,null,1758,null,49825,null,3971,null,45146,null,6429,null,55384,null,4835,null,27439,null,4287,null,0400000US44,Rhode Island,44
28448,null,314,null,27596,null,380,null,27138,null,393,null,40959,null,2911,null,28456,null,1343,null,32312,null,1140,null,33830,null,1126,null,45747,null,2561,null,19465,null,1613,null,0400000US45,South Carolina,45
27190,null,650,null,26119,null,798,null,25385,null,811,null,47960,null,4316,null,26503,null,2013,null,30510,null,1380,null,31361,null,1741,null,42929,null,3685,null,25949,null,2539,null,0400000US46,South Dakota,46
28662,null,240,null,27724,null,279,null,27458,null,331,null,41644,null,2627,null,29698,null,817,null,34223,null,808,null,33534,null,1408,null,49868,null,1377,null,21588,null,1256,null,0400000US47,Tennessee,47
29371,null,146,null,28570,null,177,null,28150,null,176,null,49712,null,1255,null,30031,null,626,null,37334,null,651,null,34837,null,712,null,50414,null,761,null,20564,null,606,null,0400000US48,Texas,48
28555,null,364,null,27946,null,462,null,27211,null,548,null,44644,null,5401,null,26305,null,1798,null,32077,null,1620,null,33327,null,1410,null,49402,null,1453,null,17168,null,2636,null,0400000US49,Utah,49
30288,null,631,null,29395,null,775,null,28668,null,838,null,48188,null,3396,null,32285,null,1875,null,37796,null,1916,null,39478,null,2811,null,49869,null,3309,null,20531,null,2654,null,0400000US50,Vermont,50
35807,null,334,null,32753,null,438,null,32240,null,341,null,47863,null,1792,null,37663,null,1153,null,39150,null,624,null,37802,null,1215,null,74366,null,1543,null,22010,null,1253,null,0400000US51,Virginia,51
35416,null,381,null,34031,null,459,null,33333,null,449,null,47649,null,2680,null,33874,null,1291,null,45856,null,1545,null,41582,null,1095,null,52588,null,1603,null,22827,null,1036,null,0400000US53,Washington,53
27375,null,526,null,25730,null,696,null,25291,null,721,null,45058,null,6511,null,26642,null,1877,null,31173,null,1920,null,31161,null,1401,null,51615,null,1650,null,18468,null,1989,null,0400000US54,West Virginia,54
30468,null,215,null,29826,null,249,null,29514,null,261,null,40563,null,1798,null,30334,null,577,null,39843,null,872,null,40013,null,1280,null,48878,null,1388,null,19575,null,825,null,0400000US55,Wisconsin,55
30953,null,1080,null,29734,null,1267,null,29295,null,1252,null,41947,null,12968,null,28084,null,2977,null,35072,null,3133,null,41403,null,3651,null,45837,null,6024,null,21476,null,3457,null,0400000US56,Wyoming,56
15680,null,258,null,14019,null,213,null,13894,null,215,null,19370,null,2005,null,17549,null,1103,null,15291,null,711,null,24647,null,393,null,32068,null,3375,null,9895,null,666,null,0400000US72,Puerto Rico,72
