B12002A_001E,B12002A_001EA,B12002A_001M,B12002A_001MA,B12002A_002E,B12002A_002EA,B12002A_002M,B12002A_002MA,B12002A_003E,B12002A_003EA,B12002A_003M,B12002A_003MA,B12002A_004E,B12002A_004EA,B12002A_004M,B12002A_004MA,B12002A_005E,B12002A_005EA,B12002A_005M,B12002A_005MA,B12002A_006E,B12002A_006EA,B12002A_006M,B12002A_006MA,B12002A_007E,B12002A_007EA,B12002A_007M,B12002A_007MA,B12002A_008E,B12002A_008EA,B12002A_008M,B12002A_008MA,B12002A_009E,B12002A_009EA,B12002A_009M,B12002A_009MA,B12002A_010E,B12002A_010EA,B12002A_010M,B12002A_010MA,B12002A_011E,B12002A_011EA,B12002A_011M,B12002A_011MA,B12002A_012E,B12002A_012EA,B12002A_012M,B12002A_012MA,B12002A_013E,B12002A_013EA,B12002A_013M,B12002A_013MA,GEO_ID,NAME,state
2331740,null,3454,null,1136110,null,3012,null,324443,null,6336,null,639865,null,9882,null,19758,null,2384,null,32918,null,2242,null,119126,null,5828,null,1195630,null,2641,null,263856,null,6374,null,630963,null,10469,null,26237,null,2561,null,131379,null,4022,null,143195,null,5984,null,0400000US22,Louisiana,22
1053237,null,2726,null,507630,null,1748,null,154349,null,3705,null,273873,null,4975,null,4570,null,1020,null,15740,null,1642,null,59098,null,3328,null,545607,null,1472,null,132818,null,3769,null,273718,null,5416,null,6653,null,1241,null,57443,null,2371,null,74975,null,3663,null,0400000US23,Maine,23
2831788,null,8477,null,1377405,null,5113,null,434577,null,7706,null,773819,null,8995,null,22875,null,2528,null,37019,null,2730,null,109115,null,5083,null,1454383,null,4878,null,366703,null,5440,null,760992,null,8779,null,28164,null,2564,null,146033,null,4536,null,152491,null,5494,null,0400000US24,Maryland,24
4544403,null,9211,null,2177371,null,5965,null,801662,null,11253,null,1099571,null,13961,null,30916,null,3071,null,62334,null,3450,null,182888,null,6345,null,2367032,null,5260,null,732889,null,9288,null,1076513,null,11724,null,42698,null,3480,null,246009,null,6251,null,268923,null,6984,null,0400000US25,Massachusetts,25
6543051,null,6488,null,3206211,null,4343,null,1011886,null,11465,null,1750135,null,13947,null,28687,null,2471,null,88724,null,3370,null,326779,null,8116,null,3336840,null,3464,null,822443,null,9802,null,1732200,null,14136,null,45110,null,3453,null,331834,null,6188,null,405253,null,9414,null,0400000US26,Michigan,26
3764847,null,5417,null,1852634,null,3757,null,601178,null,7836,null,1037450,null,9636,null,13155,null,1757,null,40967,null,2740,null,159884,null,5217,null,1912213,null,2661,null,500415,null,6049,null,1023711,null,9812,null,19788,null,2151,null,163296,null,3944,null,205003,null,5729,null,0400000US27,Minnesota,27
1425270,null,3543,null,691942,null,2687,null,175425,null,5046,null,410922,null,7613,null,11923,null,1902,null,17585,null,2352,null,76087,null,5467,null,733328,null,2333,null,135126,null,4707,null,407324,null,8019,null,14973,null,2393,null,87852,null,4085,null,88053,null,4511,null,0400000US28,Mississippi,28
4091606,null,4442,null,1986203,null,3620,null,591868,null,8646,null,1097326,null,11401,null,29329,null,3177,null,52204,null,2857,null,215476,null,7460,null,2105403,null,2713,null,484203,null,7195,null,1101395,null,11684,null,38884,null,3221,null,217967,null,6115,null,262954,null,7622,null,0400000US29,Missouri,29
723048,null,1405,null,358503,null,1189,null,113080,null,3655,null,185831,null,5411,null,5485,null,1119,null,11032,null,1571,null,43075,null,3562,null,364545,null,1385,null,87031,null,3126,null,185042,null,5398,null,4728,null,1256,null,39411,null,2691,null,48333,null,3533,null,0400000US30,Montana,30
1275108,null,4486,null,623102,null,3211,null,196679,null,4747,null,350450,null,5907,null,5960,null,1166,null,15438,null,1634,null,54575,null,2912,null,652006,null,2357,null,158158,null,4797,null,348976,null,7368,null,8904,null,1585,null,65207,null,2814,null,70761,null,4257,null,0400000US31,Nebraska,31
1598940,null,8799,null,824288,null,5379,null,269367,null,7366,null,412599,null,8331,null,15649,null,2345,null,20819,null,2225,null,105854,null,5630,null,774652,null,4669,null,192251,null,5642,null,379338,null,7684,null,17783,null,2663,null,65743,null,3017,null,119537,null,5070,null,0400000US32,Nevada,32
1039602,null,2115,null,507423,null,1216,null,158021,null,3993,null,276452,null,5131,null,4528,null,1099,null,12857,null,1837,null,55565,null,3509,null,532179,null,1240,null,135274,null,4151,null,268017,null,5736,null,7110,null,1498,null,51256,null,2430,null,70522,null,3904,null,0400000US33,New Hampshire,33
5056221,null,15492,null,2457157,null,9432,null,820523,null,9541,null,1357820,null,12531,null,31973,null,3201,null,72388,null,4008,null,174453,null,7024,null,2599064,null,8591,null,675064,null,9387,null,1313944,null,12911,null,47813,null,3372,null,295784,null,6268,null,266459,null,7924,null,0400000US34,New Jersey,34
1169631,null,11045,null,568146,null,6749,null,180076,null,6116,null,298799,null,7155,null,8871,null,1721,null,17217,null,1832,null,63183,null,4804,null,601485,null,5755,null,149039,null,5052,null,291828,null,6606,null,13040,null,1607,null,58695,null,3121,null,88883,null,4572,null,0400000US35,New Mexico,35
10964754,null,21837,null,5308890,null,12939,null,1924714,null,17661,null,2739216,null,19582,null,95224,null,5220,null,149121,null,4781,null,400615,null,9084,null,5655864,null,12670,null,1667307,null,15716,null,2663353,null,18002,null,137704,null,6085,null,619375,null,9304,null,568125,null,10822,null,0400000US36,New York,36
5395730,null,9074,null,2618896,null,6942,null,746635,null,13902,null,1513003,null,13516,null,56466,null,3952,null,63412,null,3644,null,239380,null,7486,null,2776834,null,5491,null,578246,null,10086,null,1513044,null,14339,null,80193,null,5097,null,285036,null,6382,null,320315,null,8310,null,0400000US37,North Carolina,37
485691,null,985,null,242624,null,709,null,79621,null,2498,null,135951,null,2955,null,1633,null,516,null,5620,null,764,null,19799,null,1708,null,243067,null,850,null,57405,null,2354,null,136617,null,3062,null,2330,null,719,null,27114,null,1330,null,19601,null,1917,null,0400000US38,North Dakota,38
7934071,null,5085,null,3843743,null,3450,null,1207579,null,10341,null,2061411,null,16210,null,53745,null,3589,null,108577,null,4598,null,412431,null,10766,null,4090328,null,3266,null,991074,null,10221,null,2065105,null,16616,null,75600,null,4785,null,435236,null,7045,null,523313,null,9747,null,0400000US39,Ohio,39
2259788,null,6478,null,1102717,null,3994,null,304250,null,6685,null,619639,null,8957,null,17837,null,2348,null,32841,null,2648,null,128150,null,5844,null,1157071,null,3628,null,225826,null,5240,null,620476,null,9002,null,23212,null,2510,null,126357,null,3936,null,161200,null,5118,null,0400000US40,Oklahoma,40
2708224,null,9398,null,1327129,null,5467,null,416472,null,8930,null,704645,null,11877,null,18380,null,2361,null,34360,null,2126,null,153272,null,5763,null,1381095,null,5043,null,341926,null,7184,null,694658,null,10826,null,24002,null,2666,null,125458,null,5351,null,195051,null,6454,null,0400000US41,Oregon,41
8787504,null,8696,null,4241458,null,4785,null,1375761,null,12627,null,2309102,null,15523,null,71468,null,4188,null,131897,null,4230,null,353230,null,8511,null,4546046,null,5564,null,1174942,null,9468,null,2284231,null,14864,null,92954,null,5132,null,538983,null,7512,null,454936,null,9621,null,0400000US42,Pennsylvania,42
734478,null,4390,null,349394,null,2548,null,123155,null,3464,null,178707,null,4738,null,4899,null,1253,null,10068,null,1495,null,32565,null,2935,null,385084,null,2533,null,110405,null,3955,null,179660,null,5156,null,6069,null,1189,null,42764,null,2978,null,46186,null,3250,null,0400000US44,Rhode Island,44
2531651,null,5788,null,1233953,null,4034,null,356549,null,7515,null,707772,null,8997,null,24996,null,2915,null,32862,null,2652,null,111774,null,5491,null,1297698,null,3172,null,274626,null,6978,null,703500,null,10296,null,32127,null,3059,null,140957,null,4190,null,146488,null,6131,null,0400000US45,South Carolina,45
574897,null,2106,null,284979,null,1478,null,86308,null,3244,null,157582,null,3945,null,4142,null,1279,null,8321,null,1226,null,28626,null,2283,null,289918,null,1356,null,66166,null,2907,null,158985,null,4675,null,3861,null,1137,null,31523,null,1809,null,29383,null,2485,null,0400000US46,South Dakota,46
4074197,null,6014,null,1978334,null,3870,null,532857,null,8916,null,1126797,null,10887,null,33227,null,3525,null,52656,null,2923,null,232797,null,7086,null,2095863,null,3493,null,414942,null,8543,null,1120627,null,13213,null,46720,null,3741,null,229194,null,5748,null,284380,null,8307,null,0400000US47,Tennessee,47
14158302,null,32458,null,7009884,null,20827,null,2235928,null,21273,null,3814839,null,25355,null,129186,null,7925,null,154761,null,5783,null,675170,null,15516,null,7148418,null,17742,null,1757409,null,21454,null,3657303,null,26209,null,210512,null,8380,null,648165,null,10827,null,875029,null,16422,null,0400000US48,Texas,48
1847851,null,6099,null,917940,null,4167,null,282834,null,7397,null,535447,null,6851,null,9665,null,1777,null,15044,null,1543,null,74950,null,4022,null,929911,null,3154,null,241521,null,5908,null,518348,null,7928,null,15867,null,2101,null,58268,null,2819,null,95907,null,4727,null,0400000US49,Utah,49
501144,null,937,null,244816,null,752,null,83272,null,2631,null,128386,null,3106,null,1708,null,534,null,5826,null,841,null,25624,null,2218,null,256328,null,547,null,68239,null,2855,null,127452,null,3354,null,3996,null,802,null,23500,null,1680,null,33141,null,2417,null,0400000US50,Vermont,50
4559632,null,10218,null,2235157,null,6318,null,685814,null,11523,null,1259052,null,14081,null,45734,null,3393,null,52496,null,3010,null,192061,null,7894,null,2324475,null,5869,null,558196,null,8938,null,1242187,null,13289,null,54997,null,3949,null,212597,null,6367,null,256498,null,8002,null,0400000US51,Virginia,51
4397632,null,9252,null,2176196,null,5794,null,696057,null,10955,null,1160129,null,11890,null,31424,null,2823,null,45961,null,3039,null,242625,null,7707,null,2221436,null,5212,null,550325,null,8461,null,1125019,null,12955,null,43069,null,3387,null,185744,null,5577,null,317279,null,7065,null,0400000US53,Washington,53
1423618,null,2407,null,690776,null,2020,null,194431,null,5808,null,385276,null,7685,null,8071,null,1500,null,24004,null,2009,null,78994,null,4334,null,732842,null,1756,null,150952,null,5078,null,381181,null,8040,null,14869,null,2233,null,94763,null,3697,null,91077,null,4829,null,0400000US54,West Virginia,54
4119956,null,4750,null,2034324,null,3582,null,645321,null,9236,null,1131377,null,10678,null,17372,null,2107,null,48495,null,2572,null,191759,null,6225,null,2085632,null,2902,null,536356,null,7079,null,1105653,null,9951,null,20396,null,2149,null,198297,null,4265,null,224930,null,6243,null,0400000US55,Wisconsin,55
403629,null,1977,null,204937,null,1532,null,59209,null,2705,null,115411,null,3850,null,1531,null,496,null,5566,null,1052,null,23220,null,2097,null,198692,null,1430,null,40039,null,2362,null,115096,null,4401,null,2828,null,977,null,17661,null,1498,null,23068,null,2457,null,0400000US56,Wyoming,56
2324017,null,18393,null,1084313,null,11246,null,462809,null,8646,null,442050,null,7200,null,27910,null,2890,null,33430,null,2759,null,118114,null,5190,null,1239704,null,11324,null,412823,null,10320,null,465836,null,8007,null,43614,null,3981,null,135194,null,4593,null,182237,null,6718,null,0400000US72,Puerto Rico,72
