C23002I_001E,C23002I_001EA,C23002I_001M,C23002I_001MA,C23002I_002E,C23002I_002EA,C23002I_002M,C23002I_002MA,C23002I_003E,C23002I_003EA,C23002I_003M,C23002I_003MA,C23002I_004E,C23002I_004EA,C23002I_004M,C23002I_004MA,C23002I_005E,C23002I_005EA,C23002I_005M,C23002I_005MA,C23002I_006E,C23002I_006EA,C23002I_006M,C23002I_006MA,C23002I_007E,C23002I_007EA,C23002I_007M,C23002I_007MA,C23002I_008E,C23002I_008EA,C23002I_008M,C23002I_008MA,C23002I_009E,C23002I_009EA,C23002I_009M,C23002I_009MA,C23002I_010E,C23002I_010EA,C23002I_010M,C23002I_010MA,C23002I_011E,C23002I_011EA,C23002I_011M,C23002I_011MA,C23002I_012E,C23002I_012EA,C23002I_012M,C23002I_012MA,C23002I_013E,C23002I_013EA,C23002I_013M,C23002I_013MA,C23002I_014E,C23002I_014EA,C23002I_014M,C23002I_014MA,C23002I_015E,C23002I_015EA,C23002I_015M,C23002I_015MA,C23002I_016E,C23002I_016EA,C23002I_016M,C23002I_016MA,C23002I_017E,C23002I_017EA,C23002I_017M,C23002I_017MA,C23002I_018E,C23002I_018EA,C23002I_018M,C23002I_018MA,C23002I_019E,C23002I_019EA,C23002I_019M,C23002I_019MA,C23002I_020E,C23002I_020EA,C23002I_020M,C23002I_020MA,C23002I_021E,C23002I_021EA,C23002I_021M,C23002I_021MA,C23002I_022E,C23002I_022EA,C23002I_022M,C23002I_022MA,C23002I_023E,C23002I_023EA,C23002I_023M,C23002I_023MA,C23002I_024E,C23002I_024EA,C23002I_024M,C23002I_024MA,C23002I_025E,C23002I_025EA,C23002I_025M,C23002I_025MA,C23002I_026E,C23002I_026EA,C23002I_026M,C23002I_026MA,C23002I_027E,C23002I_027EA,C23002I_027M,C23002I_027MA,GEO_ID,NAME,state
222541,null,1893,null,122641,null,1963,null,117391,null,2008,null,100678,null,2373,null,61,null,99,null,100617,null,2376,null,87551,null,2629,null,13066,null,1661,null,16713,null,2135,null,5250,null,650,null,1098,null,479,null,1010,null,474,null,88,null,131,null,4152,null,618,null,99900,null,1776,null,93069,null,1757,null,60527,null,2496,null,151,null,174,null,60376,null,2452,null,49911,null,2730,null,10465,null,1470,null,32542,null,2135,null,6831,null,843,null,992,null,488,null,914,null,463,null,78,null,130,null,5839,null,891,null,0400000US18,Indiana,18
82273,null,2057,null,44721,null,1958,null,42803,null,1964,null,36059,null,1928,null,477,null,375,null,35582,null,1877,null,32075,null,2187,null,3507,null,873,null,6744,null,1445,null,1918,null,601,null,371,null,226,null,350,null,223,null,21,null,32,null,1547,null,560,null,37552,null,1859,null,34928,null,1597,null,25321,null,1992,null,0,null,228,null,25321,null,1992,null,22092,null,1986,null,3229,null,943,null,9607,null,1580,null,2624,null,882,null,431,null,254,null,431,null,254,null,0,null,228,null,2193,null,855,null,0400000US19,Iowa,19
168657,null,1668,null,91202,null,1487,null,86059,null,1664,null,72780,null,2290,null,1750,null,611,null,71030,null,2322,null,65306,null,2477,null,5724,null,1254,null,13279,null,1828,null,5143,null,859,null,1347,null,576,null,1298,null,582,null,49,null,75,null,3796,null,852,null,77455,null,1381,null,72084,null,1427,null,48747,null,2118,null,43,null,73,null,48704,null,2107,null,43047,null,2193,null,5657,null,1150,null,23337,null,2341,null,5371,null,884,null,585,null,346,null,585,null,346,null,0,null,244,null,4786,null,907,null,0400000US20,Kansas,20
68551,null,2374,null,39209,null,2123,null,37884,null,2048,null,33367,null,2094,null,1527,null,691,null,31840,null,2107,null,29585,null,2232,null,2255,null,754,null,4517,null,936,null,1325,null,520,null,161,null,163,null,109,null,126,null,52,null,95,null,1164,null,481,null,29342,null,1608,null,27778,null,1504,null,16357,null,1421,null,445,null,367,null,15912,null,1486,null,13101,null,1470,null,2811,null,965,null,11421,null,1349,null,1564,null,451,null,98,null,147,null,98,null,147,null,0,null,273,null,1466,null,433,null,0400000US21,Kentucky,21
117004,null,1728,null,63311,null,1692,null,58081,null,1632,null,46714,null,2101,null,1690,null,553,null,45024,null,2105,null,41774,null,2221,null,3250,null,990,null,11367,null,1955,null,5230,null,815,null,1062,null,466,null,1013,null,462,null,49,null,83,null,4168,null,703,null,53693,null,1597,null,46612,null,1723,null,29843,null,1968,null,293,null,218,null,29550,null,1956,null,27048,null,1967,null,2502,null,987,null,16769,null,2295,null,7081,null,1042,null,469,null,352,null,315,null,296,null,154,null,195,null,6612,null,1000,null,0400000US22,Louisiana,22
12304,null,753,null,6088,null,752,null,5549,null,729,null,3785,null,770,null,115,null,194,null,3670,null,754,null,2858,null,760,null,812,null,397,null,1764,null,486,null,539,null,309,null,199,null,252,null,199,null,252,null,0,null,230,null,340,null,201,null,6216,null,848,null,5974,null,852,null,3675,null,572,null,0,null,230,null,3675,null,572,null,3323,null,565,null,352,null,212,null,2299,null,704,null,242,null,158,null,19,null,36,null,19,null,36,null,0,null,230,null,223,null,154,null,0400000US23,Maine,23
283872,null,1599,null,152011,null,1770,null,146361,null,1707,null,132783,null,2282,null,2596,null,910,null,130187,null,2475,null,115644,null,2835,null,14543,null,2097,null,13578,null,2045,null,5650,null,581,null,2165,null,460,null,2110,null,459,null,55,null,90,null,3485,null,626,null,131861,null,1679,null,121107,null,1704,null,91083,null,2361,null,350,null,321,null,90733,null,2365,null,80916,null,2581,null,9817,null,1563,null,30024,null,2245,null,10754,null,805,null,1577,null,549,null,1181,null,557,null,396,null,317,null,9177,null,966,null,0400000US24,Maryland,24
408466,null,1755,null,204731,null,1526,null,194529,null,1492,null,145950,null,3163,null,444,null,436,null,145506,null,3248,null,126445,null,4176,null,19061,null,2798,null,48579,null,3266,null,10202,null,454,null,1581,null,564,null,1380,null,537,null,201,null,218,null,8621,null,678,null,203735,null,1192,null,188292,null,1242,null,121161,null,3566,null,104,null,173,null,121057,null,3565,null,106400,null,3934,null,14657,null,1964,null,67131,null,3753,null,15443,null,654,null,1221,null,512,null,855,null,389,null,366,null,353,null,14222,null,804,null,0400000US25,Massachusetts,25
281804,null,2091,null,148421,null,2309,null,139086,null,1949,null,110800,null,2555,null,208,null,224,null,110592,null,2609,null,90444,null,3638,null,20148,null,2340,null,28286,null,2678,null,9335,null,926,null,1874,null,600,null,1705,null,583,null,169,null,144,null,7461,null,799,null,133383,null,1833,null,122782,null,2071,null,81873,null,2720,null,177,null,239,null,81696,null,2724,null,63797,null,3127,null,17899,null,2321,null,40909,null,2807,null,10601,null,837,null,1765,null,734,null,1697,null,720,null,68,null,78,null,8836,null,1149,null,0400000US26,Michigan,26
139569,null,1295,null,76376,null,1654,null,73713,null,1810,null,62964,null,2077,null,0,null,213,null,62964,null,2077,null,57226,null,2339,null,5738,null,1297,null,10749,null,1441,null,2663,null,726,null,544,null,279,null,463,null,260,null,81,null,139,null,2119,null,685,null,63193,null,1458,null,60583,null,1612,null,42597,null,1917,null,0,null,213,null,42597,null,1917,null,38013,null,2104,null,4584,null,949,null,17986,null,1797,null,2610,null,675,null,365,null,254,null,365,null,254,null,0,null,213,null,2245,null,618,null,0400000US27,Minnesota,27
45242,null,2584,null,26490,null,2850,null,25865,null,2838,null,21442,null,2708,null,419,null,228,null,21023,null,2705,null,19808,null,2539,null,1215,null,557,null,4423,null,1056,null,625,null,443,null,114,null,135,null,114,null,135,null,0,null,291,null,511,null,404,null,18752,null,2050,null,16956,null,1955,null,10410,null,1880,null,272,null,257,null,10138,null,1870,null,8982,null,1752,null,1156,null,535,null,6546,null,1190,null,1796,null,718,null,37,null,89,null,37,null,89,null,0,null,291,null,1759,null,717,null,0400000US28,Mississippi,28
129867,null,1498,null,70269,null,1798,null,65840,null,1604,null,54644,null,2051,null,1433,null,261,null,53211,null,1995,null,47729,null,1924,null,5482,null,1298,null,11196,null,1892,null,4429,null,781,null,1499,null,474,null,1419,null,477,null,80,null,101,null,2930,null,683,null,59598,null,1632,null,54013,null,1611,null,37175,null,1881,null,457,null,286,null,36718,null,1896,null,32450,null,1840,null,4268,null,1060,null,16838,null,1823,null,5585,null,795,null,840,null,574,null,840,null,574,null,0,null,259,null,4745,null,809,null,0400000US29,Missouri,29
18550,null,876,null,8595,null,1130,null,8142,null,1117,null,6224,null,1014,null,265,null,318,null,5959,null,976,null,5671,null,1003,null,288,null,233,null,1918,null,700,null,453,null,270,null,0,null,240,null,0,null,240,null,0,null,240,null,453,null,270,null,9955,null,977,null,9049,null,989,null,6362,null,1071,null,48,null,86,null,6314,null,1048,null,5899,null,1050,null,415,null,278,null,2687,null,710,null,906,null,370,null,33,null,59,null,33,null,59,null,0,null,240,null,873,null,370,null,0400000US30,Montana,30
92637,null,1214,null,50827,null,1514,null,47900,null,1485,null,40853,null,1769,null,273,null,158,null,40580,null,1749,null,36271,null,2026,null,4309,null,1139,null,7047,null,1174,null,2927,null,1091,null,1765,null,868,null,1765,null,868,null,0,null,228,null,1162,null,603,null,41810,null,1161,null,39167,null,1291,null,26454,null,1745,null,121,null,138,null,26333,null,1735,null,24928,null,1731,null,1405,null,462,null,12713,null,1480,null,2643,null,777,null,206,null,168,null,206,null,168,null,0,null,228,null,2437,null,770,null,0400000US31,Nebraska,31
461264,null,1609,null,248752,null,1341,null,234905,null,1401,null,201706,null,3080,null,688,null,340,null,201018,null,3062,null,171545,null,4400,null,29473,null,3169,null,33199,null,3253,null,13847,null,553,null,3670,null,1000,null,3197,null,946,null,473,null,360,null,10177,null,1085,null,212512,null,1261,null,197114,null,1250,null,126547,null,3880,null,500,null,413,null,126047,null,3904,null,110532,null,3653,null,15515,null,1951,null,70567,null,3904,null,15398,null,462,null,1962,null,578,null,1574,null,570,null,388,null,266,null,13436,null,728,null,0400000US32,Nevada,32
24716,null,622,null,13556,null,713,null,13247,null,734,null,10061,null,1088,null,0,null,255,null,10061,null,1088,null,8401,null,1183,null,1660,null,711,null,3186,null,990,null,309,null,231,null,223,null,207,null,212,null,205,null,11,null,28,null,86,null,109,null,11160,null,591,null,10214,null,638,null,7013,null,737,null,0,null,255,null,7013,null,737,null,6119,null,915,null,894,null,465,null,3201,null,741,null,946,null,458,null,218,null,211,null,218,null,211,null,0,null,255,null,728,null,458,null,0400000US33,New Hampshire,33
1054474,null,1981,null,540762,null,1846,null,501091,null,1803,null,417012,null,4525,null,1378,null,547,null,415634,null,4448,null,373480,null,5403,null,42154,null,3619,null,84079,null,4751,null,39671,null,908,null,9279,null,1476,null,8295,null,1367,null,984,null,464,null,30392,null,1390,null,513712,null,1381,null,458885,null,1505,null,323355,null,4879,null,259,null,236,null,323096,null,4865,null,285165,null,5020,null,37931,null,2778,null,135530,null,4818,null,54827,null,756,null,6377,null,1153,null,5896,null,1079,null,481,null,340,null,48450,null,1359,null,0400000US34,New Jersey,34
663495,null,1721,null,332186,null,1468,null,296171,null,1440,null,227292,null,3987,null,2244,null,891,null,225048,null,4092,null,196195,null,4877,null,28853,null,3414,null,68879,null,4023,null,36015,null,550,null,5931,null,1107,null,5309,null,970,null,622,null,429,null,30084,null,1246,null,331309,null,1402,null,285528,null,1349,null,190249,null,4535,null,724,null,515,null,189525,null,4514,null,173917,null,4586,null,15608,null,1947,null,95279,null,4532,null,45781,null,543,null,4851,null,1008,null,4310,null,914,null,541,null,487,null,40930,null,1102,null,0400000US35,New Mexico,35
2416176,null,3624,null,1190940,null,2553,null,1092590,null,2536,null,838677,null,8580,null,2284,null,898,null,836393,null,8676,null,745423,null,9846,null,90970,null,5334,null,253913,null,9199,null,98350,null,892,null,16835,null,1975,null,15717,null,1950,null,1118,null,394,null,81515,null,1806,null,1225236,null,2658,null,1076274,null,2789,null,685212,null,9989,null,549,null,295,null,684663,null,9965,null,599394,null,10139,null,85269,null,4760,null,391062,null,10026,null,148962,null,865,null,14839,null,2114,null,13348,null,2017,null,1491,null,669,null,134123,null,2285,null,0400000US36,New York,36
443623,null,2775,null,251528,null,3156,null,243887,null,3126,null,217561,null,3522,null,9539,null,1208,null,208022,null,3559,null,181060,null,4272,null,26962,null,3603,null,26326,null,3317,null,7641,null,1053,null,2055,null,849,null,1706,null,701,null,349,null,336,null,5586,null,995,null,192095,null,2406,null,183799,null,2668,null,114597,null,4278,null,1223,null,566,null,113374,null,4220,null,96324,null,3935,null,17050,null,2013,null,69202,null,3918,null,8296,null,1124,null,780,null,450,null,709,null,423,null,71,null,127,null,7516,null,1181,null,0400000US37,North Carolina,37
9381,null,669,null,4493,null,627,null,4266,null,598,null,3744,null,595,null,264,null,138,null,3480,null,587,null,3408,null,586,null,72,null,55,null,522,null,283,null,227,null,235,null,89,null,164,null,89,null,164,null,0,null,208,null,138,null,164,null,4888,null,614,null,4371,null,575,null,3656,null,606,null,78,null,138,null,3578,null,579,null,2895,null,554,null,683,null,464,null,715,null,324,null,517,null,344,null,46,null,81,null,46,null,81,null,0,null,208,null,471,null,350,null,0400000US38,North Dakota,38
211026,null,2116,null,110562,null,1985,null,103221,null,1936,null,79814,null,2211,null,649,null,395,null,79165,null,2193,null,66366,null,2673,null,12799,null,2081,null,23407,null,1939,null,7341,null,769,null,1715,null,465,null,1657,null,471,null,58,null,96,null,5626,null,785,null,100464,null,1998,null,92329,null,2015,null,61523,null,3127,null,94,null,91,null,61429,null,3129,null,51494,null,3222,null,9935,null,1710,null,30806,null,2750,null,8135,null,740,null,1532,null,497,null,1321,null,425,null,211,null,231,null,6603,null,841,null,0400000US39,Ohio,39
190424,null,1774,null,102645,null,2025,null,98225,null,2058,null,80830,null,2385,null,1813,null,581,null,79017,null,2365,null,74515,null,2608,null,4502,null,1079,null,17395,null,1980,null,4420,null,809,null,848,null,413,null,761,null,395,null,87,null,141,null,3572,null,763,null,87779,null,1832,null,82133,null,1780,null,49587,null,2976,null,448,null,355,null,49139,null,3022,null,45268,null,2876,null,3871,null,1018,null,32546,null,2708,null,5646,null,856,null,1141,null,577,null,1109,null,577,null,32,null,55,null,4505,null,967,null,0400000US40,Oklahoma,40
269589,null,1582,null,148189,null,1615,null,141992,null,1547,null,119665,null,2342,null,568,null,504,null,119097,null,2265,null,101865,null,3340,null,17232,null,2454,null,22327,null,2310,null,6197,null,713,null,2178,null,578,null,1203,null,473,null,975,null,548,null,4019,null,798,null,121400,null,1447,null,115176,null,1966,null,80994,null,3056,null,0,null,275,null,80994,null,3056,null,70968,null,3135,null,10026,null,1622,null,34182,null,3198,null,6224,null,1147,null,596,null,343,null,515,null,339,null,81,null,126,null,5628,null,1126,null,0400000US41,Oregon,41
428901,null,1889,null,221640,null,2237,null,209372,null,2526,null,150815,null,4687,null,758,null,415,null,150057,null,4677,null,123064,null,4779,null,26993,null,3198,null,58557,null,4308,null,12268,null,1018,null,1857,null,540,null,1619,null,505,null,238,null,191,null,10411,null,1039,null,207261,null,1626,null,192344,null,1857,null,120802,null,3036,null,195,null,242,null,120607,null,3081,null,103606,null,3683,null,17001,null,1967,null,71542,null,3417,null,14917,null,987,null,947,null,451,null,881,null,442,null,66,null,126,null,13970,null,998,null,0400000US42,Pennsylvania,42
85598,null,779,null,42742,null,796,null,40311,null,696,null,32256,null,1443,null,266,null,212,null,31990,null,1404,null,26103,null,1976,null,5887,null,1425,null,8055,null,1421,null,2431,null,294,null,699,null,463,null,535,null,372,null,164,null,200,null,1732,null,361,null,42856,null,926,null,39298,null,948,null,27524,null,1662,null,0,null,287,null,27524,null,1662,null,22756,null,1732,null,4768,null,1375,null,11774,null,1453,null,3558,null,316,null,259,null,256,null,178,null,213,null,81,null,142,null,3299,null,410,null,0400000US44,Rhode Island,44
129181,null,2047,null,72607,null,2195,null,70541,null,2097,null,58839,null,2012,null,1984,null,561,null,56855,null,2095,null,49575,null,2758,null,7280,null,1578,null,11702,null,1781,null,2066,null,735,null,587,null,482,null,587,null,482,null,0,null,289,null,1479,null,582,null,56574,null,1606,null,53945,null,1649,null,33168,null,2278,null,609,null,303,null,32559,null,2301,null,27276,null,2372,null,5283,null,1362,null,20777,null,2093,null,2629,null,737,null,200,null,168,null,200,null,168,null,0,null,289,null,2429,null,721,null,0400000US45,South Carolina,45
13268,null,1131,null,6526,null,832,null,6241,null,762,null,5211,null,728,null,57,null,94,null,5154,null,707,null,4783,null,702,null,371,null,295,null,1030,null,422,null,285,null,275,null,20,null,48,null,20,null,48,null,0,null,223,null,265,null,273,null,6742,null,762,null,6449,null,751,null,4225,null,973,null,0,null,223,null,4225,null,973,null,3831,null,924,null,394,null,306,null,2224,null,651,null,293,null,227,null,70,null,147,null,70,null,147,null,0,null,223,null,223,null,192,null,0400000US46,South Dakota,46
160579,null,1967,null,90657,null,1883,null,87111,null,2051,null,74590,null,2184,null,926,null,635,null,73664,null,2211,null,65414,null,2891,null,8250,null,1873,null,12521,null,1791,null,3546,null,1055,null,1363,null,723,null,1179,null,692,null,184,null,273,null,2183,null,739,null,69922,null,1809,null,67103,null,2129,null,37835,null,2409,null,70,null,85,null,37765,null,2414,null,32709,null,2146,null,5056,null,1426,null,29268,null,2470,null,2819,null,812,null,224,null,235,null,224,null,235,null,0,null,283,null,2595,null,779,null,0400000US47,Tennessee,47
6205140,null,5521,null,3187612,null,4405,null,2966691,null,4785,null,2413972,null,12289,null,16898,null,2725,null,2397074,null,12264,null,2182395,null,14524,null,214679,null,9612,null,552719,null,12494,null,220921,null,1600,null,49560,null,3161,null,45366,null,2889,null,4194,null,1153,null,171361,null,3268,null,3017528,null,5296,null,2721625,null,5416,null,1694930,null,13216,null,3727,null,986,null,1691203,null,13146,null,1533539,null,14523,null,157664,null,6976,null,1026695,null,13599,null,295903,null,2048,null,31496,null,3049,null,30106,null,2926,null,1390,null,515,null,264407,null,3505,null,0400000US48,Texas,48
211707,null,1137,null,112164,null,1181,null,107419,null,1331,null,91250,null,2065,null,405,null,372,null,90845,null,2050,null,80851,null,2711,null,9994,null,2005,null,16169,null,2147,null,4745,null,714,null,1357,null,421,null,1113,null,367,null,244,null,241,null,3388,null,695,null,99543,null,1090,null,93081,null,1278,null,64062,null,2381,null,158,null,153,null,63904,null,2369,null,55289,null,2329,null,8615,null,1426,null,29019,null,2239,null,6462,null,841,null,901,null,370,null,702,null,304,null,199,null,227,null,5561,null,889,null,0400000US49,Utah,49
