B17002_001E,B17002_001EA,B17002_001M,B17002_001MA,B17002_002E,B17002_002EA,B17002_002M,B17002_002MA,B17002_003E,B17002_003EA,B17002_003M,B17002_003MA,B17002_004E,B17002_004EA,B17002_004M,B17002_004MA,B17002_005E,B17002_005EA,B17002_005M,B17002_005MA,B17002_006E,B17002_006EA,B17002_006M,B17002_006MA,B17002_007E,B17002_007EA,B17002_007M,B17002_007MA,B17002_008E,B17002_008EA,B17002_008M,B17002_008MA,B17002_009E,B17002_009EA,B17002_009M,B17002_009MA,B17002_010E,B17002_010EA,B17002_010M,B17002_010MA,B17002_011E,B17002_011EA,B17002_011M,B17002_011MA,B17002_012E,B17002_012EA,B17002_012M,B17002_012MA,B17002_013E,B17002_013EA,B17002_013M,B17002_013MA,GEO_ID,NAME,state
1015667,null,1151,null,49948,null,6519,null,27734,null,5154,null,38696,null,5404,null,38358,null,5207,null,47600,null,7288,null,38799,null,6404,null,20314,null,4768,null,22687,null,4646,null,142998,null,10291,null,146429,null,9731,null,124261,null,8784,null,317843,null,10891,null,0400000US44,Rhode Island,44
4416859,null,3291,null,340345,null,18905,null,195439,null,12265,null,217955,null,11598,null,235000,null,15951,null,226725,null,13242,null,234166,null,14193,null,112500,null,8807,null,111603,null,8266,null,790171,null,23131,null,610170,null,21036,null,452212,null,16198,null,890573,null,22252,null,0400000US45,South Carolina,45
782725,null,1066,null,47528,null,5178,null,29800,null,4762,null,33977,null,5543,null,36957,null,4487,null,38169,null,4701,null,36464,null,4433,null,14098,null,2422,null,23499,null,3889,null,158559,null,7876,null,123291,null,8929,null,92540,null,6146,null,147843,null,7594,null,0400000US46,South Dakota,46
6141391,null,3970,null,455929,null,16845,null,287850,null,14464,null,308365,null,15048,null,315082,null,15725,null,334973,null,17528,null,316691,null,13861,null,131711,null,10615,null,176424,null,13695,null,1140099,null,30326,null,880887,null,24512,null,607067,null,19491,null,1186313,null,21371,null,0400000US47,Tennessee,47
24176222,null,6688,null,1752422,null,45353,null,1080617,null,39942,null,1317203,null,42619,null,1327652,null,37736,null,1338822,null,32316,null,1206482,null,37056,null,518868,null,23626,null,681578,null,26233,null,4051679,null,54491,null,3030065,null,48605,null,2255445,null,50595,null,5615389,null,63879,null,0400000US48,Texas,48
2741756,null,2304,null,137288,null,10217,null,75637,null,8404,null,103292,null,9140,null,117677,null,11825,null,121634,null,10830,null,132986,null,10958,null,60717,null,7963,null,87618,null,8529,null,596987,null,21207,null,432103,null,16161,null,305032,null,13288,null,570785,null,16729,null,0400000US49,Utah,49
600244,null,782,null,29533,null,3092,null,17081,null,2719,null,21632,null,2621,null,21975,null,3174,null,20538,null,2518,null,27878,null,3639,null,12139,null,2099,null,13167,null,2199,null,109142,null,5903,null,99438,null,6300,null,71718,null,5925,null,156003,null,7558,null,0400000US50,Vermont,50
7623736,null,3044,null,370930,null,17034,null,197041,null,13633,null,234607,null,13578,null,262516,null,16560,null,262765,null,13910,null,289554,null,16622,null,128542,null,10184,null,167390,null,13943,null,1201300,null,30524,null,1064788,null,32397,null,839876,null,21715,null,2604427,null,30671,null,0400000US51,Virginia,51
6530664,null,3151,null,363011,null,15457,null,212889,null,14231,null,228337,null,12467,null,253336,null,13178,null,265394,null,11676,null,266960,null,17181,null,129109,null,12022,null,142530,null,10371,null,1037554,null,26640,null,912768,null,24272,null,780218,null,22228,null,1938558,null,28936,null,0400000US53,Washington,53
1771561,null,1720,null,134584,null,9129,null,85030,null,7779,null,93805,null,8187,null,98835,null,7733,null,98567,null,7953,null,90346,null,7112,null,41826,null,4571,null,53197,null,6056,null,346747,null,13444,null,255230,null,12385,null,173197,null,10065,null,300197,null,12375,null,0400000US54,West Virginia,54
5495845,null,2615,null,290924,null,13884,null,174715,null,11066,null,217769,null,11510,null,219584,null,12982,null,226786,null,11199,null,234065,null,9207,null,100850,null,6575,null,147516,null,8792,null,972553,null,22218,null,894281,null,18544,null,663502,null,16655,null,1353300,null,18767,null,0400000US55,Wisconsin,55
529982,null,735,null,17570,null,2692,null,17640,null,3852,null,16934,null,3255,null,21390,null,3618,null,20561,null,3212,null,25290,null,4383,null,10385,null,2707,null,13418,null,3356,null,95026,null,7269,null,81517,null,7132,null,66841,null,6627,null,143410,null,8064,null,0400000US56,Wyoming,56
3924557,null,2542,null,962891,null,23315,null,399051,null,16318,null,402693,null,16435,null,343851,null,16251,null,302325,null,14114,null,246797,null,16084,null,89543,null,9086,null,124211,null,10741,null,542969,null,16146,null,239497,null,13641,null,109734,null,8613,null,160995,null,9428,null,0400000US72,Puerto Rico,72
