C08011_001E,C08011_001EA,C08011_001M,C08011_001MA,C08011_002E,C08011_002EA,C08011_002M,C08011_002MA,C08011_003E,C08011_003EA,C08011_003M,C08011_003MA,C08011_004E,C08011_004EA,C08011_004M,C08011_004MA,C08011_005E,C08011_005EA,C08011_005M,C08011_005MA,C08011_006E,C08011_006EA,C08011_006M,C08011_006MA,C08011_007E,C08011_007EA,C08011_007M,C08011_007MA,C08011_008E,C08011_008EA,C08011_008M,C08011_008MA,C08011_009E,C08011_009EA,C08011_009M,C08011_009MA,C08011_010E,C08011_010EA,C08011_010M,C08011_010MA,C08011_011E,C08011_011EA,C08011_011M,C08011_011MA,C08011_012E,C08011_012EA,C08011_012M,C08011_012MA,C08011_013E,C08011_013EA,C08011_013M,C08011_013MA,C08011_014E,C08011_014EA,C08011_014M,C08011_014MA,C08011_015E,C08011_015EA,C08011_015M,C08011_015MA,C08011_016E,C08011_016EA,C08011_016M,C08011_016MA,C08011_017E,C08011_017EA,C08011_017M,C08011_017MA,C08011_018E,C08011_018EA,C08011_018M,C08011_018MA,C08011_019E,C08011_019EA,C08011_019M,C08011_019MA,C08011_020E,C08011_020EA,C08011_020M,C08011_020MA,C08011_021E,C08011_021EA,C08011_021M,C08011_021MA,C08011_022E,C08011_022EA,C08011_022M,C08011_022MA,C08011_023E,C08011_023EA,C08011_023M,C08011_023MA,C08011_024E,C08011_024EA,C08011_024M,C08011_024MA,C08011_025E,C08011_025EA,C08011_025M,C08011_025MA,C08011_026E,C08011_026EA,C08011_026M,C08011_026MA,C08011_027E,C08011_027EA,C08011_027M,C08011_027MA,C08011_028E,C08011_028EA,C08011_028M,C08011_028MA,C08011_029E,C08011_029EA,C08011_029M,C08011_029MA,C08011_030E,C08011_030EA,C08011_030M,C08011_030MA,C08011_031E,C08011_031EA,C08011_031M,C08011_031MA,C08011_032E,C08011_032EA,C08011_032M,C08011_032MA,C08011_033E,C08011_033EA,C08011_033M,C08011_033MA,GEO_ID,NAME,state
325466,null,3923,null,8296,null,1085,null,8383,null,1211,null,15657,null,1718,null,20162,null,1561,null,38171,null,3079,null,46405,null,3098,null,73418,null,3374,null,30917,null,2028,null,13652,null,1565,null,70405,null,3138,null,172827,null,2959,null,5768,null,927,null,5801,null,960,null,9209,null,1325,null,13312,null,1332,null,24834,null,2473,null,25685,null,2272,null,33506,null,2298,null,15356,null,1730,null,6225,null,1025,null,33131,null,2554,null,152639,null,2841,null,2528,null,677,null,2582,null,770,null,6448,null,1058,null,6850,null,1112,null,13337,null,1499,null,20720,null,2001,null,39912,null,2249,null,15561,null,1529,null,7427,null,1288,null,37274,null,2588,null,0400000US38,North Dakota,38
4979947,null,20440,null,176232,null,7024,null,145860,null,6773,null,238071,null,7872,null,397188,null,10397,null,547720,null,11730,null,696173,null,14318,null,693167,null,13234,null,499490,null,9810,null,278798,null,9565,null,1307248,null,17580,null,2549021,null,14044,null,117445,null,5197,null,98780,null,5334,null,150480,null,5997,null,243959,null,7506,null,305295,null,8080,null,354746,null,8833,null,313670,null,8020,null,219342,null,7672,null,115393,null,6319,null,629911,null,11415,null,2430926,null,14192,null,58787,null,4119,null,47080,null,3267,null,87591,null,4413,null,153229,null,7102,null,242425,null,6972,null,341427,null,9766,null,379497,null,9246,null,280148,null,7097,null,163405,null,6648,null,677337,null,12179,null,0400000US39,Ohio,39
1589138,null,13088,null,58941,null,3981,null,49271,null,3139,null,74558,null,3820,null,131639,null,6127,null,170324,null,6413,null,233596,null,7580,null,270670,null,8509,null,158331,null,7235,null,79765,null,4112,null,362043,null,8841,null,855871,null,7899,null,43057,null,3191,null,33985,null,2358,null,49570,null,3336,null,87168,null,4878,null,107120,null,5050,null,123467,null,5126,null,121839,null,5625,null,78313,null,4311,null,34289,null,2456,null,177063,null,6477,null,733267,null,10211,null,15884,null,1811,null,15286,null,1830,null,24988,null,2376,null,44471,null,3123,null,63204,null,3235,null,110129,null,4521,null,148831,null,6121,null,80018,null,4591,null,45476,null,3107,null,184980,null,6900,null,0400000US40,Oklahoma,40
1596570,null,12652,null,72784,null,4796,null,55478,null,3563,null,76735,null,4897,null,122525,null,5982,null,163965,null,6411,null,221778,null,7448,null,217539,null,7067,null,171327,null,6961,null,93441,null,4650,null,400998,null,10293,null,834765,null,8989,null,51585,null,3895,null,35665,null,2910,null,48603,null,3725,null,77621,null,4703,null,95150,null,5149,null,109568,null,5542,null,105747,null,4958,null,84812,null,5233,null,40876,null,2831,null,185138,null,7207,null,761805,null,10097,null,21199,null,2503,null,19813,null,2157,null,28132,null,3010,null,44904,null,3369,null,68815,null,4277,null,112210,null,5263,null,111792,null,5111,null,86515,null,4916,null,52565,null,3821,null,215860,null,6925,null,0400000US41,Oregon,41
5538159,null,26069,null,213324,null,7062,null,184404,null,7213,null,274158,null,8431,null,493923,null,10583,null,593478,null,12827,null,785244,null,14057,null,723359,null,11202,null,582486,null,9963,null,331970,null,7893,null,1355813,null,16798,null,2879103,null,13938,null,154551,null,5229,null,133305,null,6113,null,183542,null,6474,null,309132,null,7986,null,338885,null,9058,null,406436,null,10675,null,321235,null,7614,null,253600,null,7321,null,134636,null,5928,null,643781,null,11960,null,2659056,null,18945,null,58773,null,4295,null,51099,null,3211,null,90616,null,4858,null,184791,null,6245,null,254593,null,7401,null,378808,null,7204,null,402124,null,8136,null,328886,null,7674,null,197334,null,5679,null,712032,null,13044,null,0400000US42,Pennsylvania,42
483297,null,7215,null,13370,null,1970,null,11117,null,1876,null,19745,null,2766,null,38126,null,3644,null,55011,null,4005,null,68350,null,4204,null,66747,null,4434,null,56658,null,3714,null,33849,null,2789,null,120324,null,4708,null,246825,null,5091,null,9435,null,1726,null,8660,null,1788,null,13345,null,2177,null,23486,null,2794,null,29669,null,2726,null,34729,null,3149,null,31516,null,2657,null,23632,null,2553,null,13529,null,1700,null,58824,null,3320,null,236472,null,5111,null,3935,null,1124,null,2457,null,781,null,6400,null,1344,null,14640,null,1969,null,25342,null,2614,null,33621,null,3037,null,35231,null,3083,null,33026,null,2468,null,20320,null,2092,null,61500,null,3883,null,0400000US44,Rhode Island,44
1885106,null,14286,null,62497,null,3932,null,54288,null,4449,null,82086,null,4940,null,154525,null,7138,null,207751,null,7987,null,312069,null,10196,null,274206,null,9716,null,205953,null,8284,null,88155,null,4945,null,443576,null,11958,null,966916,null,8632,null,41338,null,3562,null,37754,null,3712,null,53096,null,3868,null,94684,null,5431,null,116642,null,6469,null,153096,null,7354,null,127609,null,6064,null,94691,null,5133,null,37698,null,2914,null,210308,null,7783,null,918190,null,9826,null,21159,null,2880,null,16534,null,2195,null,28990,null,3057,null,59841,null,4236,null,91109,null,4487,null,158973,null,6018,null,146597,null,6155,null,111262,null,5677,null,50457,null,3704,null,233268,null,8019,null,0400000US45,South Carolina,45
388416,null,5236,null,12839,null,1719,null,9445,null,1243,null,15995,null,2136,null,25999,null,2514,null,39668,null,3359,null,61823,null,3297,null,83251,null,4205,null,36412,null,2725,null,14793,null,1847,null,88191,null,3941,null,198841,null,3607,null,7469,null,1201,null,5578,null,940,null,9087,null,1494,null,16231,null,1973,null,24015,null,2700,null,33793,null,2478,null,38169,null,2846,null,18794,null,2041,null,4910,null,953,null,40795,null,2898,null,189575,null,3516,null,5370,null,1206,null,3867,null,831,null,6908,null,1238,null,9768,null,1263,null,15653,null,1683,null,28030,null,2136,null,45082,null,2767,null,17618,null,1732,null,9883,null,1480,null,47396,null,2676,null,0400000US46,South Dakota,46
2628207,null,17081,null,108851,null,5128,null,92379,null,5768,null,140408,null,5964,null,248628,null,8977,null,303209,null,9365,null,423058,null,10208,null,348087,null,9338,null,239008,null,8471,null,113522,null,6450,null,611057,null,11218,null,1382113,null,11803,null,74564,null,4645,null,61032,null,4027,null,90461,null,4515,null,153187,null,6764,null,167878,null,7062,null,207811,null,6814,null,152829,null,6072,null,114855,null,6122,null,48147,null,3581,null,311349,null,7867,null,1246094,null,14034,null,34287,null,2615,null,31347,null,3378,null,49947,null,3726,null,95441,null,5300,null,135331,null,5727,null,215247,null,7258,null,195258,null,6426,null,124153,null,5665,null,65375,null,4968,null,299708,null,8247,null,0400000US47,Tennessee,47
10656627,null,32519,null,433263,null,11316,null,391624,null,10435,null,532623,null,12962,null,994708,null,19890,null,1127557,null,19661,null,1738951,null,23642,null,1446011,null,22161,null,1117061,null,18311,null,515547,null,12327,null,2359282,null,26634,null,5875631,null,23032,null,307043,null,10082,null,287925,null,9405,null,363779,null,10995,null,665620,null,17244,null,654926,null,13839,null,895713,null,14531,null,676921,null,13928,null,580658,null,13823,null,235383,null,8843,null,1207663,null,17947,null,4780996,null,21644,null,126220,null,6175,null,103699,null,4850,null,168844,null,8105,null,329088,null,8910,null,472631,null,13113,null,843238,null,16226,null,769090,null,14628,null,536403,null,14264,null,280164,null,9246,null,1151619,null,19536,null,0400000US48,Texas,48
1197147,null,10034,null,53433,null,3817,null,35689,null,2787,null,64733,null,4622,null,82087,null,4562,null,116569,null,5861,null,146505,null,6301,null,160121,null,6187,null,138491,null,6421,null,76090,null,4490,null,323429,null,8745,null,672382,null,7602,null,34840,null,3110,null,24060,null,2357,null,41519,null,3332,null,56839,null,3732,null,72223,null,4066,null,88836,null,4735,null,87237,null,4232,null,74169,null,4982,null,33230,null,2923,null,159429,null,6293,null,524765,null,7945,null,18593,null,2689,null,11629,null,1737,null,23214,null,2996,null,25248,null,2602,null,44346,null,3613,null,57669,null,3748,null,72884,null,4262,null,64322,null,4058,null,42860,null,3204,null,164000,null,7147,null,0400000US49,Utah,49
293604,null,4658,null,10109,null,1343,null,6912,null,1020,null,14867,null,1603,null,22818,null,2048,null,32549,null,2333,null,49229,null,3119,null,44966,null,2711,null,31956,null,2243,null,16914,null,2068,null,63284,null,3852,null,150653,null,2878,null,6197,null,1034,null,4206,null,740,null,9456,null,1135,null,14590,null,1493,null,20100,null,1943,null,23801,null,1993,null,21547,null,1732,null,13235,null,1487,null,7123,null,1276,null,30398,null,2353,null,142951,null,3591,null,3912,null,827,null,2706,null,662,null,5411,null,954,null,8228,null,1218,null,12449,null,1345,null,25428,null,2175,null,23419,null,1990,null,18721,null,1594,null,9791,null,1379,null,32886,null,2597,null,0400000US50,Vermont,50
3665540,null,17208,null,137975,null,7065,null,139855,null,6425,null,188004,null,7356,null,345866,null,10791,null,376336,null,11407,null,515261,null,11284,null,483686,null,11188,null,437884,null,10558,null,235804,null,8681,null,804869,null,14451,null,1939565,null,13544,null,95613,null,6140,null,98735,null,5406,null,125065,null,6002,null,222148,null,8628,null,213846,null,7343,null,270982,null,7671,null,224009,null,7898,null,200703,null,6478,null,99695,null,5860,null,388769,null,9382,null,1725975,null,13078,null,42362,null,3478,null,41120,null,3661,null,62939,null,3824,null,123718,null,5895,null,162490,null,7060,null,244279,null,7187,null,259677,null,8237,null,237181,null,8099,null,136109,null,6915,null,416100,null,11589,null,0400000US51,Virginia,51
2930526,null,20239,null,158707,null,6273,null,127607,null,6875,null,167069,null,7271,null,261506,null,9804,null,302115,null,8937,null,381225,null,10122,null,355010,null,10055,null,284780,null,8131,null,170352,null,7522,null,722155,null,12219,null,1572688,null,13337,null,113572,null,5033,null,90067,null,5500,null,111343,null,6045,null,167337,null,7515,null,167033,null,7065,null,201487,null,6745,null,165022,null,6362,null,136565,null,5855,null,71504,null,4764,null,348758,null,7997,null,1357838,null,14052,null,45135,null,2954,null,37540,null,3328,null,55726,null,3974,null,94169,null,4966,null,135082,null,5397,null,179738,null,6791,null,189988,null,7182,null,148215,null,5613,null,98848,null,4907,null,373397,null,9565,null,0400000US53,Washington,53
719416,null,8715,null,35796,null,3445,null,25067,null,2598,null,39645,null,3137,null,66643,null,4384,null,79971,null,4742,null,96401,null,4807,null,93140,null,4562,null,67616,null,3572,null,34952,null,2955,null,180185,null,6013,null,385905,null,6961,null,28917,null,2928,null,17690,null,2028,null,27799,null,2494,null,41251,null,3616,null,44336,null,3150,null,46868,null,3027,null,43113,null,2970,null,29914,null,2727,null,12794,null,1751,null,93223,null,4302,null,333511,null,5494,null,6879,null,1261,null,7377,null,1377,null,11846,null,1780,null,25392,null,2351,null,35635,null,2780,null,49533,null,3093,null,50027,null,3296,null,37702,null,2637,null,22158,null,2258,null,86962,null,4414,null,0400000US54,West Virginia,54
2700315,null,13773,null,128712,null,4669,null,112962,null,4354,null,169233,null,5986,null,236723,null,7127,null,303520,null,7870,null,379938,null,8851,null,369767,null,8302,null,220308,null,6818,null,104716,null,4765,null,674436,null,12225,null,1390310,null,10149,null,90184,null,3936,null,77686,null,3380,null,105095,null,4843,null,146641,null,5400,null,169598,null,5798,null,177664,null,5894,null,152135,null,4988,null,101245,null,4798,null,42824,null,2822,null,327238,null,7723,null,1310005,null,8253,null,38528,null,2741,null,35276,null,2709,null,64138,null,3140,null,90082,null,4506,null,133922,null,4362,null,202274,null,5798,null,217632,null,5709,null,119063,null,4497,null,61892,null,3657,null,347198,null,8331,null,0400000US55,Wisconsin,55
262580,null,4202,null,13400,null,1849,null,9956,null,1602,null,15544,null,1987,null,18841,null,2452,null,34068,null,2965,null,35984,null,2510,null,46579,null,3662,null,20959,null,2202,null,11604,null,1621,null,55645,null,3995,null,146066,null,3603,null,9241,null,1348,null,7398,null,1288,null,10350,null,1634,null,12804,null,1756,null,22343,null,2467,null,22105,null,1936,null,18605,null,2169,null,10733,null,1422,null,3742,null,774,null,28745,null,3291,null,116514,null,3445,null,4159,null,1060,null,2558,null,752,null,5194,null,1203,null,6037,null,1251,null,11725,null,1705,null,13879,null,1555,null,27974,null,2561,null,10226,null,1667,null,7862,null,1459,null,26900,null,2030,null,0400000US56,Wyoming,56
1130841,null,11449,null,64430,null,4376,null,54313,null,4198,null,69547,null,4196,null,134613,null,6793,null,141474,null,6060,null,206959,null,7824,null,126690,null,6189,null,85205,null,5112,null,33519,null,3456,null,214091,null,7822,null,602228,null,9410,null,46005,null,3501,null,37985,null,3523,null,42537,null,3283,null,79003,null,4749,null,68341,null,3990,null,92275,null,5008,null,53075,null,4596,null,43820,null,4229,null,15992,null,2183,null,123195,null,5808,null,528613,null,8469,null,18425,null,2671,null,16328,null,2060,null,27010,null,2697,null,55610,null,4220,null,73133,null,4528,null,114684,null,5184,null,73615,null,4484,null,41385,null,3004,null,17527,null,2222,null,90896,null,5293,null,0400000US72,Puerto Rico,72
