B17020I_001E,B17020I_001EA,B17020I_001M,B17020I_001MA,B17020I_002E,B17020I_002EA,B17020I_002M,B17020I_002MA,B17020I_003E,B17020I_003EA,B17020I_003M,B17020I_003MA,B17020I_004E,B17020I_004EA,B17020I_004M,B17020I_004MA,B17020I_005E,B17020I_005EA,B17020I_005M,B17020I_005MA,B17020I_006E,B17020I_006EA,B17020I_006M,B17020I_006MA,B17020I_007E,B17020I_007EA,B17020I_007M,B17020I_007MA,B17020I_008E,B17020I_008EA,B17020I_008M,B17020I_008MA,B17020I_009E,B17020I_009EA,B17020I_009M,B17020I_009MA,B17020I_010E,B17020I_010EA,B17020I_010M,B17020I_010MA,B17020I_011E,B17020I_011EA,B17020I_011M,B17020I_011MA,B17020I_012E,B17020I_012EA,B17020I_012M,B17020I_012MA,B17020I_013E,B17020I_013EA,B17020I_013M,B17020I_013MA,B17020I_014E,B17020I_014EA,B17020I_014M,B17020I_014MA,B17020I_015E,B17020I_015EA,B17020I_015M,B17020I_015MA,B17020I_016E,B17020I_016EA,B17020I_016M,B17020I_016MA,B17020I_017E,B17020I_017EA,B17020I_017M,B17020I_017MA,GEO_ID,NAME,state
619745,null,2951,null,181706,null,10686,null,29852,null,2847,null,4862,null,1494,null,25889,null,2939,null,22161,null,3086,null,93121,null,6834,null,3617,null,834,null,2204,null,827,null,438039,null,10693,null,50442,null,3079,null,7735,null,1553,null,48654,null,3390,null,45813,null,2979,null,265450,null,7047,null,12685,null,1372,null,7260,null,1263,null,0400000US42,Pennsylvania,42
122479,null,839,null,34875,null,5390,null,3924,null,1254,null,515,null,422,null,4609,null,1349,null,6358,null,1669,null,17129,null,3210,null,1794,null,595,null,546,null,323,null,87604,null,5468,null,9316,null,1347,null,1859,null,603,null,10386,null,1678,null,6762,null,1319,null,55727,null,3135,null,1768,null,746,null,1786,null,644,null,0400000US44,Rhode Island,44
195976,null,1991,null,66468,null,6803,null,14890,null,2300,null,2445,null,983,null,9742,null,1771,null,4309,null,1418,null,34542,null,3807,null,350,null,333,null,190,null,233,null,129508,null,6824,null,18346,null,2166,null,3700,null,1298,null,12570,null,1738,null,10889,null,1856,null,79895,null,3909,null,3125,null,953,null,983,null,426,null,0400000US45,South Carolina,45
19229,null,1314,null,4251,null,1640,null,1074,null,622,null,86,null,93,null,706,null,411,null,260,null,201,null,2029,null,881,null,5,null,13,null,91,null,118,null,14978,null,1629,null,1575,null,585,null,286,null,220,null,1771,null,619,null,1582,null,651,null,9282,null,1026,null,182,null,225,null,300,null,306,null,0400000US46,South Dakota,46
251681,null,2293,null,81560,null,8382,null,19102,null,2602,null,1994,null,785,null,9778,null,1783,null,7805,null,1443,null,41745,null,4685,null,919,null,621,null,217,null,208,null,170121,null,8352,null,23271,null,2958,null,4893,null,1364,null,19063,null,2251,null,17733,null,2452,null,100021,null,5182,null,3518,null,1215,null,1622,null,715,null,0400000US47,Tennessee,47
8965675,null,9823,null,2364407,null,48360,null,397095,null,13186,null,68777,null,4829,null,369496,null,13397,null,295202,null,9614,null,1117415,null,25060,null,62032,null,3551,null,54390,null,3492,null,6601268,null,50599,null,633904,null,13870,null,116211,null,5844,null,670446,null,12916,null,657958,null,13645,null,4138520,null,27008,null,228046,null,4168,null,156183,null,4731,null,0400000US48,Texas,48
337201,null,1131,null,70016,null,7988,null,11529,null,2236,null,1764,null,769,null,10223,null,1838,null,8443,null,1740,null,35654,null,3997,null,1299,null,738,null,1104,null,676,null,267185,null,8022,null,35556,null,2351,null,7345,null,1577,null,37313,null,2493,null,27461,null,2169,null,150902,null,4169,null,6018,null,1191,null,2590,null,734,null,0400000US49,Utah,49
8717,null,572,null,830,null,548,null,266,null,264,null,0,null,211,null,77,null,93,null,55,null,67,null,432,null,320,null,0,null,211,null,0,null,211,null,7887,null,741,null,449,null,293,null,181,null,143,null,1138,null,478,null,914,null,310,null,4556,null,623,null,226,null,211,null,423,null,362,null,0400000US50,Vermont,50
549612,null,4310,null,81180,null,10054,null,12773,null,2654,null,1796,null,806,null,9086,null,2046,null,7639,null,1887,null,48456,null,5935,null,782,null,597,null,648,null,377,null,468432,null,10352,null,55945,null,3454,null,9689,null,1947,null,49977,null,3303,null,42426,null,2882,null,292293,null,6088,null,11149,null,1266,null,6953,null,1352,null,0400000US51,Virginia,51
672146,null,2008,null,166464,null,13575,null,31423,null,3306,null,4714,null,1348,null,28293,null,3617,null,22339,null,3144,null,74985,null,6069,null,2841,null,1089,null,1869,null,821,null,505682,null,14034,null,61842,null,3747,null,10697,null,1708,null,57887,null,4333,null,53642,null,3488,null,306142,null,6367,null,9374,null,1340,null,6098,null,1265,null,0400000US53,Washington,53
20311,null,1903,null,3455,null,1505,null,113,null,123,null,83,null,137,null,345,null,350,null,750,null,856,null,1886,null,881,null,7,null,12,null,271,null,292,null,16856,null,2022,null,2311,null,819,null,944,null,785,null,2057,null,911,null,1206,null,558,null,8823,null,1608,null,1117,null,687,null,398,null,250,null,0400000US54,West Virginia,54
290251,null,1641,null,76832,null,6930,null,14864,null,1909,null,1995,null,575,null,11559,null,1900,null,8613,null,1758,null,38597,null,3472,null,673,null,540,null,531,null,285,null,213419,null,6799,null,22112,null,2148,null,5762,null,1069,null,26479,null,2065,null,22724,null,1640,null,127581,null,3561,null,5381,null,997,null,3380,null,986,null,0400000US55,Wisconsin,55
43311,null,243,null,7977,null,2198,null,1528,null,725,null,79,null,80,null,1566,null,728,null,439,null,330,null,4272,null,1263,null,41,null,71,null,52,null,91,null,35334,null,2227,null,3705,null,1007,null,677,null,563,null,4318,null,1056,null,2848,null,773,null,21663,null,2030,null,1124,null,618,null,999,null,285,null,0400000US56,Wyoming,56
3874970,null,5291,null,1745562,null,24703,null,137999,null,4622,null,26567,null,2248,null,175244,null,4971,null,198469,null,6737,null,987371,null,17141,null,118151,null,4150,null,101761,null,3835,null,2129408,null,24665,null,90201,null,4556,null,17968,null,2086,null,134112,null,6133,null,158212,null,7431,null,1401942,null,17225,null,190700,null,4123,null,136273,null,4197,null,0400000US72,Puerto Rico,72
