B10060_001E,B10060_001EA,B10060_001M,B10060_001MA,B10060_002E,B10060_002EA,B10060_002M,B10060_002MA,B10060_003E,B10060_003EA,B10060_003M,B10060_003MA,B10060_004E,B10060_004EA,B10060_004M,B10060_004MA,B10060_005E,B10060_005EA,B10060_005M,B10060_005MA,B10060_006E,B10060_006EA,B10060_006M,B10060_006MA,B10060_007E,B10060_007EA,B10060_007M,B10060_007MA,B10060_008E,B10060_008EA,B10060_008M,B10060_008MA,B10060_009E,B10060_009EA,B10060_009M,B10060_009MA,B10060_010E,B10060_010EA,B10060_010M,B10060_010MA,B10060_011E,B10060_011EA,B10060_011M,B10060_011MA,B10060_012E,B10060_012EA,B10060_012M,B10060_012MA,B10060_013E,B10060_013EA,B10060_013M,B10060_013MA,B10060_014E,B10060_014EA,B10060_014M,B10060_014MA,B10060_015E,B10060_015EA,B10060_015M,B10060_015MA,B10060_016E,B10060_016EA,B10060_016M,B10060_016MA,GEO_ID,NAME,state
247023,null,10723,null,191925,null,9821,null,82871,null,6347,null,56041,null,5396,null,26830,null,2791,null,109054,null,6578,null,24484,null,3772,null,10968,null,2324,null,8883,null,2175,null,2085,null,737,null,13516,null,2597,null,30614,null,3264,null,17042,null,2180,null,12182,null,1910,null,4860,null,1269,null,13572,null,2262,null,0400000US13,Georgia,13
51174,null,3278,null,42470,null,3095,null,8467,null,1508,null,3901,null,1013,null,4566,null,1035,null,34003,null,2673,null,8503,null,2024,null,2451,null,973,null,1552,null,841,null,899,null,455,null,6052,null,1710,null,201,null,285,null,0,null,275,null,0,null,275,null,0,null,275,null,201,null,285,null,0400000US15,Hawaii,15
25491,null,3135,null,21277,null,3159,null,9668,null,1831,null,6419,null,1546,null,3249,null,934,null,11609,null,2205,null,819,null,447,null,406,null,268,null,263,null,255,null,143,null,162,null,413,null,391,null,3395,null,1023,null,1753,null,737,null,1316,null,680,null,437,null,350,null,1642,null,690,null,0400000US16,Idaho,16
271114,null,9739,null,203496,null,8848,null,74699,null,5173,null,51258,null,4885,null,23441,null,2582,null,128797,null,6499,null,61996,null,5434,null,23516,null,3543,null,16867,null,2978,null,6649,null,1434,null,38480,null,4080,null,5622,null,1146,null,3361,null,756,null,2578,null,719,null,783,null,341,null,2261,null,795,null,0400000US17,Illinois,17
120933,null,6049,null,103579,null,5756,null,54081,null,4202,null,40367,null,3678,null,13714,null,1729,null,49498,null,3935,null,9754,null,1679,null,6338,null,1473,null,5059,null,1437,null,1279,null,627,null,3416,null,1182,null,7600,null,1416,null,5745,null,1247,null,4566,null,1170,null,1179,null,523,null,1855,null,572,null,0400000US18,Indiana,18
31442,null,3365,null,28542,null,3197,null,11475,null,1810,null,8751,null,1667,null,2724,null,741,null,17067,null,2195,null,1374,null,601,null,899,null,545,null,667,null,492,null,232,null,194,null,475,null,307,null,1526,null,618,null,1061,null,544,null,825,null,479,null,236,null,197,null,465,null,346,null,0400000US19,Iowa,19
43402,null,3578,null,38912,null,3386,null,18852,null,2476,null,12694,null,1912,null,6158,null,1419,null,20060,null,2441,null,2044,null,670,null,652,null,338,null,501,null,301,null,151,null,156,null,1392,null,625,null,2446,null,972,null,1144,null,725,null,991,null,685,null,153,null,212,null,1302,null,681,null,0400000US20,Kansas,20
100932,null,6183,null,78974,null,5490,null,44972,null,4208,null,31301,null,3409,null,13671,null,1985,null,34002,null,3326,null,7385,null,1623,null,5602,null,1356,null,3751,null,1210,null,1851,null,739,null,1783,null,818,null,14573,null,2417,null,9189,null,1882,null,6826,null,1654,null,2363,null,830,null,5384,null,1340,null,0400000US21,Kentucky,21
118510,null,6788,null,90979,null,6245,null,48005,null,4887,null,30751,null,3945,null,17254,null,2616,null,42974,null,4272,null,10138,null,1640,null,6255,null,1224,null,4768,null,1073,null,1487,null,647,null,3883,null,1275,null,17393,null,2651,null,10575,null,2287,null,8154,null,1846,null,2421,null,989,null,6818,null,1363,null,0400000US22,Louisiana,22
14663,null,1804,null,11714,null,1407,null,4529,null,1093,null,2768,null,971,null,1761,null,594,null,7185,null,1299,null,1445,null,612,null,792,null,489,null,514,null,375,null,278,null,293,null,653,null,390,null,1504,null,715,null,878,null,539,null,612,null,473,null,266,null,271,null,626,null,397,null,0400000US23,Maine,23
131580,null,6905,null,116909,null,6734,null,40670,null,4220,null,27696,null,3793,null,12974,null,1782,null,76239,null,5280,null,12414,null,2198,null,5625,null,1387,null,4540,null,1275,null,1085,null,656,null,6789,null,1729,null,2257,null,1035,null,761,null,547,null,399,null,416,null,362,null,298,null,1496,null,893,null,0400000US24,Maryland,24
117119,null,7043,null,81497,null,5254,null,23302,null,3082,null,15416,null,2907,null,7886,null,1612,null,58195,null,3967,null,35316,null,4134,null,10273,null,2079,null,6549,null,1723,null,3724,null,1183,null,25043,null,3782,null,306,null,248,null,103,null,170,null,0,null,283,null,103,null,170,null,203,null,205,null,0400000US25,Massachusetts,25
173001,null,7148,null,152253,null,6778,null,60847,null,4440,null,39867,null,3557,null,20980,null,2316,null,91406,null,5123,null,10313,null,2073,null,4335,null,1169,null,2762,null,854,null,1573,null,812,null,5978,null,1841,null,10435,null,1897,null,4380,null,1042,null,3352,null,910,null,1028,null,468,null,6055,null,1445,null,0400000US26,Michigan,26
56137,null,4020,null,48649,null,3678,null,18582,null,2112,null,12883,null,1832,null,5699,null,1171,null,30067,null,2834,null,4308,null,999,null,2485,null,872,null,2294,null,857,null,191,null,141,null,1823,null,598,null,3180,null,1146,null,1332,null,713,null,924,null,650,null,408,null,229,null,1848,null,758,null,0400000US27,Minnesota,27
84839,null,6477,null,65350,null,5001,null,38244,null,3241,null,25632,null,2611,null,12612,null,1784,null,27106,null,3412,null,4231,null,1342,null,2547,null,999,null,2078,null,821,null,469,null,541,null,1684,null,833,null,15258,null,2725,null,8575,null,2222,null,6178,null,1869,null,2397,null,879,null,6683,null,1672,null,0400000US28,Mississippi,28
105682,null,6843,null,88256,null,5959,null,40003,null,4017,null,25008,null,3243,null,14995,null,2490,null,48253,null,3619,null,8814,null,1667,null,5305,null,1300,null,4509,null,1131,null,796,null,461,null,3509,null,1099,null,8612,null,1521,null,4793,null,1156,null,3307,null,1000,null,1486,null,559,null,3819,null,937,null,0400000US29,Missouri,29
14547,null,2261,null,11229,null,2027,null,5161,null,1125,null,2997,null,835,null,2164,null,698,null,6068,null,1799,null,285,null,255,null,204,null,212,null,183,null,196,null,21,null,36,null,81,null,137,null,3033,null,1118,null,1733,null,887,null,1198,null,766,null,535,null,516,null,1300,null,611,null,0400000US30,Montana,30
24470,null,2914,null,22033,null,2801,null,9339,null,1571,null,6585,null,1485,null,2754,null,764,null,12694,null,2286,null,1728,null,669,null,964,null,476,null,759,null,424,null,205,null,227,null,764,null,539,null,709,null,386,null,287,null,274,null,115,null,137,null,172,null,213,null,422,null,316,null,0400000US31,Nebraska,31
67086,null,5890,null,54402,null,5338,null,20642,null,3235,null,12458,null,2385,null,8184,null,1933,null,33760,null,3515,null,8863,null,1936,null,4111,null,1370,null,3486,null,1262,null,625,null,475,null,4752,null,1458,null,3821,null,1348,null,1708,null,700,null,814,null,406,null,894,null,540,null,2113,null,1126,null,0400000US32,Nevada,32
19253,null,2766,null,15975,null,2371,null,4774,null,1258,null,3426,null,1011,null,1348,null,601,null,11201,null,1877,null,2166,null,1008,null,1078,null,516,null,667,null,454,null,411,null,326,null,1088,null,732,null,1112,null,533,null,405,null,274,null,346,null,270,null,59,null,58,null,707,null,456,null,0400000US33,New Hampshire,33
184096,null,8563,null,134070,null,7198,null,33745,null,4314,null,18732,null,2820,null,15013,null,2498,null,100325,null,5201,null,48941,null,4478,null,15919,null,2335,null,11362,null,1873,null,4557,null,1267,null,33022,null,3747,null,1085,null,776,null,451,null,375,null,371,null,307,null,80,null,130,null,634,null,672,null,0400000US34,New Jersey,34
52614,null,4342,null,36605,null,3833,null,18632,null,3265,null,12634,null,2571,null,5998,null,1292,null,17973,null,2816,null,2037,null,877,null,1045,null,608,null,818,null,557,null,227,null,222,null,992,null,690,null,13972,null,2316,null,7741,null,1722,null,6298,null,1563,null,1443,null,658,null,6231,null,1545,null,0400000US35,New Mexico,35
426755,null,10289,null,230267,null,7852,null,63493,null,4221,null,37643,null,3658,null,25850,null,2873,null,166774,null,6658,null,187677,null,8835,null,72896,null,5156,null,45916,null,4118,null,26980,null,3277,null,114781,null,7019,null,8811,null,1987,null,4664,null,1350,null,3189,null,1099,null,1475,null,688,null,4147,null,1229,null,0400000US36,New York,36
186007,null,9532,null,137012,null,7099,null,70463,null,5452,null,48042,null,4412,null,22421,null,2827,null,66549,null,4655,null,14727,null,2859,null,6604,null,1594,null,5031,null,1419,null,1573,null,755,null,8123,null,1894,null,34268,null,4235,null,21426,null,3368,null,16425,null,3024,null,5001,null,1163,null,12842,null,2241,null,0400000US37,North Carolina,37
4870,null,1098,null,4218,null,983,null,2302,null,765,null,1500,null,588,null,802,null,423,null,1916,null,665,null,392,null,250,null,230,null,210,null,168,null,143,null,62,null,87,null,162,null,145,null,260,null,234,null,131,null,172,null,83,null,99,null,48,null,80,null,129,null,145,null,0400000US38,North Dakota,38
202259,null,7591,null,173224,null,6612,null,77391,null,4407,null,53684,null,3704,null,23707,null,2451,null,95833,null,5200,null,18867,null,2804,null,9826,null,2071,null,7845,null,1970,null,1981,null,692,null,9041,null,1698,null,10168,null,2405,null,5920,null,1794,null,3972,null,1445,null,1948,null,970,null,4248,null,1129,null,0400000US39,Ohio,39
77398,null,4170,null,66648,null,3905,null,34797,null,2677,null,23264,null,2041,null,11533,null,1681,null,31851,null,2855,null,3158,null,1068,null,1684,null,715,null,1477,null,664,null,207,null,167,null,1474,null,809,null,7592,null,1442,null,3886,null,1052,null,2306,null,843,null,1580,null,575,null,3706,null,1021,null,0400000US40,Oklahoma,40
66143,null,5360,null,51913,null,4386,null,19592,null,2303,null,12980,null,2134,null,6612,null,1331,null,32321,null,3650,null,9184,null,2427,null,3078,null,1328,null,2266,null,1108,null,812,null,609,null,6106,null,2068,null,5046,null,1185,null,2540,null,861,null,1258,null,580,null,1282,null,496,null,2506,null,830,null,0400000US41,Oregon,41
216339,null,9484,null,193065,null,8980,null,72930,null,5754,null,48644,null,4645,null,24286,null,2872,null,120135,null,6274,null,14423,null,2081,null,7589,null,1463,null,5382,null,1311,null,2207,null,699,null,6834,null,1625,null,8851,null,1789,null,4784,null,1155,null,3136,null,1077,null,1648,null,545,null,4067,null,1405,null,0400000US42,Pennsylvania,42
18834,null,2559,null,12397,null,2048,null,3401,null,1043,null,2382,null,846,null,1019,null,469,null,8996,null,1663,null,6437,null,1517,null,2455,null,1109,null,1646,null,913,null,809,null,555,null,3982,null,1200,null,0,null,287,null,0,null,287,null,0,null,287,null,0,null,287,null,0,null,287,null,0400000US44,Rhode Island,44
107663,null,5532,null,73921,null,4836,null,36285,null,3221,null,22687,null,2731,null,13598,null,1875,null,37636,null,3648,null,6416,null,1755,null,3495,null,1323,null,2283,null,974,null,1212,null,815,null,2921,null,1086,null,27326,null,2700,null,12682,null,2023,null,10329,null,2014,null,2353,null,801,null,14644,null,2337,null,0400000US45,South Carolina,45
13359,null,1812,null,10775,null,1676,null,5725,null,1036,null,3763,null,842,null,1962,null,581,null,5050,null,1332,null,1396,null,932,null,917,null,814,null,917,null,814,null,0,null,223,null,479,null,467,null,1188,null,486,null,664,null,398,null,318,null,245,null,346,null,264,null,524,null,331,null,0400000US46,South Dakota,46
150550,null,7716,null,120927,null,7357,null,59303,null,5156,null,39028,null,4223,null,20275,null,2398,null,61624,null,4855,null,10741,null,2189,null,5401,null,1446,null,4722,null,1344,null,679,null,380,null,5340,null,1854,null,18882,null,2743,null,12534,null,2260,null,10232,null,2186,null,2302,null,670,null,6348,null,1478,null,0400000US47,Tennessee,47
698944,null,16729,null,568487,null,14634,null,247912,null,9327,null,172507,null,6963,null,75405,null,5034,null,320575,null,11773,null,59539,null,4497,null,31192,null,3133,null,24893,null,3059,null,6299,null,1374,null,28347,null,3455,null,70918,null,5824,null,35233,null,3454,null,26771,null,3301,null,8462,null,1672,null,35685,null,4345,null,0400000US48,Texas,48
56956,null,4557,null,52410,null,4135,null,18183,null,2275,null,11858,null,1861,null,6325,null,1404,null,34227,null,3372,null,3068,null,1200,null,1047,null,684,null,951,null,664,null,96,null,162,null,2021,null,1017,null,1478,null,735,null,319,null,418,null,163,null,194,null,156,null,229,null,1159,null,592,null,0400000US49,Utah,49
6885,null,1549,null,4904,null,1162,null,1177,null,504,null,808,null,370,null,369,null,242,null,3727,null,1039,null,1031,null,680,null,586,null,606,null,533,null,599,null,53,null,86,null,445,null,281,null,950,null,556,null,643,null,508,null,491,null,477,null,152,null,173,null,307,null,216,null,0400000US50,Vermont,50
151219,null,7660,null,129621,null,7303,null,50326,null,4521,null,32654,null,3444,null,17672,null,2408,null,79295,null,5436,null,10342,null,1999,null,5617,null,1672,null,3370,null,1289,null,2247,null,950,null,4725,null,1215,null,11256,null,1945,null,6210,null,1810,null,4638,null,1665,null,1572,null,666,null,5046,null,1202,null,0400000US51,Virginia,51
115178,null,6168,null,94113,null,6493,null,34731,null,3110,null,21771,null,2208,null,12960,null,2033,null,59382,null,4630,null,10091,null,2078,null,3913,null,1102,null,2729,null,899,null,1184,null,683,null,6178,null,1551,null,10974,null,1993,null,5461,null,1416,null,3210,null,1100,null,2251,null,802,null,5513,null,1556,null,0400000US53,Washington,53
38470,null,3161,null,29929,null,2665,null,16589,null,2262,null,10477,null,1778,null,6112,null,1300,null,13340,null,1723,null,1724,null,800,null,868,null,387,null,741,null,410,null,127,null,198,null,856,null,657,null,6817,null,1748,null,4316,null,1331,null,2530,null,1089,null,1786,null,692,null,2501,null,896,null,0400000US54,West Virginia,54
67846,null,4256,null,53177,null,3801,null,20807,null,2128,null,14310,null,1798,null,6497,null,1139,null,32370,null,2954,null,12025,null,1766,null,5731,null,1402,null,4598,null,1273,null,1133,null,543,null,6294,null,1356,null,2644,null,926,null,1366,null,667,null,1140,null,626,null,226,null,177,null,1278,null,489,null,0400000US55,Wisconsin,55
9209,null,1779,null,7891,null,1658,null,4003,null,1257,null,2786,null,950,null,1217,null,775,null,3888,null,1282,null,395,null,268,null,131,null,162,null,50,null,90,null,81,null,129,null,264,null,208,null,923,null,688,null,154,null,160,null,104,null,140,null,50,null,85,null,769,null,649,null,0400000US56,Wyoming,56
122470,null,6153,null,110585,null,6131,null,48089,null,3565,null,26235,null,2688,null,21854,null,2391,null,62496,null,4481,null,11838,null,1743,null,7213,null,1346,null,4807,null,1223,null,2406,null,712,null,4625,null,1166,null,47,null,77,null,47,null,77,null,47,null,77,null,0,null,289,null,0,null,289,null,0400000US72,Puerto Rico,72
