B21001A_001E,B21001A_001EA,B21001A_001M,B21001A_001MA,B21001A_002E,B21001A_002EA,B21001A_002M,B21001A_002MA,B21001A_003E,B21001A_003EA,B21001A_003M,B21001A_003MA,B21001A_004E,B21001A_004EA,B21001A_004M,B21001A_004MA,B21001A_005E,B21001A_005EA,B21001A_005M,B21001A_005MA,B21001A_006E,B21001A_006EA,B21001A_006M,B21001A_006MA,B21001A_007E,B21001A_007EA,B21001A_007M,B21001A_007MA,B21001A_008E,B21001A_008EA,B21001A_008M,B21001A_008MA,B21001A_009E,B21001A_009EA,B21001A_009M,B21001A_009MA,B21001A_010E,B21001A_010EA,B21001A_010M,B21001A_010MA,B21001A_011E,B21001A_011EA,B21001A_011M,B21001A_011MA,B21001A_012E,B21001A_012EA,B21001A_012M,B21001A_012MA,B21001A_013E,B21001A_013EA,B21001A_013M,B21001A_013MA,B21001A_014E,B21001A_014EA,B21001A_014M,B21001A_014MA,B21001A_015E,B21001A_015EA,B21001A_015M,B21001A_015MA,B21001A_016E,B21001A_016EA,B21001A_016M,B21001A_016MA,B21001A_017E,B21001A_017EA,B21001A_017M,B21001A_017MA,B21001A_018E,B21001A_018EA,B21001A_018M,B21001A_018MA,B21001A_019E,B21001A_019EA,B21001A_019M,B21001A_019MA,B21001A_020E,B21001A_020EA,B21001A_020M,B21001A_020MA,B21001A_021E,B21001A_021EA,B21001A_021M,B21001A_021MA,B21001A_022E,B21001A_022EA,B21001A_022M,B21001A_022MA,B21001A_023E,B21001A_023EA,B21001A_023M,B21001A_023MA,B21001A_024E,B21001A_024EA,B21001A_024M,B21001A_024MA,B21001A_025E,B21001A_025EA,B21001A_025M,B21001A_025MA,B21001A_026E,B21001A_026EA,B21001A_026M,B21001A_026MA,B21001A_027E,B21001A_027EA,B21001A_027M,B21001A_027MA,B21001A_028E,B21001A_028EA,B21001A_028M,B21001A_028MA,B21001A_029E,B21001A_029EA,B21001A_029M,B21001A_029MA,B21001A_030E,B21001A_030EA,B21001A_030M,B21001A_030MA,B21001A_031E,B21001A_031EA,B21001A_031M,B21001A_031MA,B21001A_032E,B21001A_032EA,B21001A_032M,B21001A_032MA,B21001A_033E,B21001A_033EA,B21001A_033M,B21001A_033MA,GEO_ID,NAME,state
4573076,null,12454,null,2221019,null,10324,null,665408,null,6102,null,26062,null,2879,null,639346,null,7097,null,874461,null,7594,null,115990,null,6220,null,758471,null,8949,null,352764,null,1504,null,127477,null,4398,null,225287,null,4468,null,203433,null,1562,null,98925,null,3900,null,104508,null,4068,null,124953,null,980,null,92192,null,2080,null,32761,null,1974,null,2352057,null,7304,null,655289,null,6306,null,6301,null,1207,null,648988,null,6615,null,877696,null,3476,null,15505,null,1923,null,862191,null,3993,null,375117,null,1315,null,4293,null,950,null,370824,null,1678,null,231075,null,1321,null,1347,null,400,null,229728,null,1337,null,212880,null,1617,null,3040,null,886,null,209840,null,1767,null,0400000US13,Georgia,13
258534,null,3536,null,133375,null,3013,null,37887,null,2294,null,3349,null,1067,null,34538,null,2298,null,46352,null,1412,null,8960,null,1432,null,37392,null,1501,null,26536,null,403,null,9001,null,1089,null,17535,null,1095,null,13226,null,324,null,6391,null,879,null,6835,null,862,null,9374,null,311,null,6629,null,569,null,2745,null,593,null,125159,null,1550,null,35260,null,1152,null,1257,null,469,null,34003,null,1229,null,42595,null,900,null,1241,null,488,null,41354,null,1059,null,23626,null,386,null,324,null,191,null,23302,null,415,null,11997,null,391,null,208,null,213,null,11789,null,296,null,11681,null,384,null,129,null,144,null,11552,null,389,null,0400000US15,Hawaii,15
1050095,null,3237,null,519404,null,2218,null,169805,null,1913,null,6872,null,1315,null,162933,null,2170,null,184999,null,1408,null,27279,null,2304,null,157720,null,2745,null,82011,null,771,null,31284,null,1865,null,50727,null,1851,null,48176,null,546,null,22108,null,1571,null,26068,null,1557,null,34413,null,410,null,23587,null,1437,null,10826,null,1327,null,530691,null,1798,null,165506,null,1468,null,1454,null,665,null,164052,null,1635,null,184335,null,1146,null,3146,null,722,null,181189,null,1423,null,83249,null,762,null,942,null,443,null,82307,null,942,null,50097,null,495,null,740,null,441,null,49357,null,619,null,47504,null,565,null,986,null,462,null,46518,null,731,null,0400000US16,Idaho,16
7261324,null,16665,null,3545223,null,10860,null,1083021,null,7214,null,34594,null,2794,null,1048427,null,8067,null,1356576,null,5737,null,124939,null,5614,null,1231637,null,7550,null,552647,null,2212,null,163582,null,4777,null,389065,null,5110,null,312893,null,1667,null,132099,null,3455,null,180794,null,4038,null,240086,null,1125,null,162999,null,3268,null,77087,null,3111,null,3716101,null,7919,null,1035542,null,5689,null,5798,null,1144,null,1029744,null,5871,null,1332707,null,4053,null,13449,null,1711,null,1319258,null,4288,null,573997,null,2014,null,3998,null,1041,null,569999,null,2381,null,363069,null,2522,null,1656,null,590,null,361413,null,2376,null,410786,null,2306,null,4786,null,1090,null,406000,null,2805,null,0400000US17,Illinois,17
4212612,null,5850,null,2049123,null,4451,null,625746,null,3172,null,23041,null,2768,null,602705,null,4176,null,778171,null,2645,null,101191,null,5271,null,676980,null,6202,null,325077,null,1295,null,109875,null,3851,null,215202,null,4201,null,185524,null,616,null,77127,null,2759,null,108397,null,2863,null,134605,null,569,null,95648,null,1969,null,38957,null,2001,null,2163489,null,2966,null,606469,null,2317,null,4007,null,1189,null,602462,null,2597,null,773975,null,2062,null,9551,null,1481,null,764424,null,2485,null,339321,null,982,null,3524,null,906,null,335797,null,1365,null,214859,null,561,null,1238,null,442,null,213621,null,749,null,228865,null,612,null,2443,null,588,null,226422,null,864,null,0400000US18,Indiana,18
2150214,null,3219,null,1043525,null,1859,null,313594,null,1791,null,11150,null,1728,null,302444,null,2616,null,378300,null,1420,null,48083,null,2764,null,330217,null,3025,null,169400,null,607,null,57512,null,2372,null,111888,null,2270,null,98497,null,307,null,40550,null,2069,null,57947,null,2029,null,83734,null,508,null,56177,null,1537,null,27557,null,1634,null,1106689,null,2180,null,305070,null,1822,null,1864,null,628,null,303206,null,2035,null,377300,null,1215,null,5649,null,1011,null,371651,null,1475,null,171663,null,534,null,1280,null,485,null,170383,null,673,null,112433,null,584,null,859,null,413,null,111574,null,763,null,140223,null,676,null,2551,null,545,null,137672,null,839,null,0400000US19,Iowa,19
1846315,null,5601,null,897397,null,3857,null,284619,null,2695,null,12706,null,2029,null,271913,null,3287,null,325542,null,2776,null,41287,null,2988,null,284255,null,4084,null,142467,null,892,null,52245,null,2503,null,90222,null,2462,null,79204,null,1107,null,36423,null,1863,null,42781,null,2058,null,65565,null,823,null,45160,null,1733,null,20405,null,1518,null,948918,null,2998,null,276144,null,2265,null,2335,null,800,null,273809,null,2408,null,327918,null,1545,null,4534,null,1054,null,323384,null,1761,null,145526,null,1231,null,1664,null,507,null,143862,null,1325,null,89886,null,1373,null,507,null,230,null,89379,null,1353,null,109444,null,1272,null,1100,null,442,null,108344,null,1301,null,0400000US20,Kansas,20
2950800,null,4261,null,1416229,null,3450,null,423366,null,2926,null,17724,null,2145,null,405642,null,3609,null,537576,null,2043,null,66827,null,3456,null,470749,null,3836,null,230209,null,606,null,76710,null,3289,null,153499,null,3313,null,135104,null,980,null,53905,null,2550,null,81199,null,2668,null,89974,null,898,null,58534,null,2202,null,31440,null,2140,null,1534571,null,1863,null,425318,null,2020,null,3269,null,1053,null,422049,null,2166,null,555688,null,1289,null,8117,null,1339,null,547571,null,1959,null,245471,null,499,null,2811,null,726,null,242660,null,923,null,156996,null,435,null,893,null,409,null,156103,null,565,null,151098,null,333,null,1241,null,436,null,149857,null,495,null,0400000US21,Kentucky,21
2210131,null,3537,null,1067246,null,2880,null,321168,null,2352,null,17303,null,2136,null,303865,null,3190,null,393933,null,2523,null,47325,null,3460,null,346608,null,4235,null,173866,null,846,null,56100,null,2780,null,117766,null,2842,null,103379,null,550,null,48237,null,2369,null,55142,null,2546,null,74900,null,621,null,52745,null,1837,null,22155,null,1689,null,1142885,null,2250,null,318501,null,1727,null,3405,null,1112,null,315096,null,2110,null,402045,null,1547,null,6052,null,1269,null,395993,null,1944,null,182836,null,1066,null,1929,null,638,null,180907,null,1018,null,118859,null,606,null,243,null,196,null,118616,null,597,null,120644,null,767,null,1096,null,461,null,119548,null,930,null,0400000US22,Louisiana,22
1001258,null,2707,null,479556,null,1902,null,122179,null,1281,null,6681,null,1339,null,115498,null,1819,null,182193,null,1069,null,31601,null,2370,null,150592,null,2663,null,87823,null,568,null,31369,null,1823,null,56454,null,1739,null,50115,null,443,null,24328,null,1510,null,25787,null,1455,null,37246,null,116,null,26997,null,1132,null,10249,null,1118,null,521702,null,1351,null,124248,null,892,null,774,null,404,null,123474,null,970,null,191573,null,801,null,3934,null,711,null,187639,null,975,null,91073,null,640,null,1274,null,470,null,89799,null,751,null,56162,null,85,null,785,null,426,null,55377,null,419,null,58646,null,175,null,1091,null,402,null,57555,null,425,null,0400000US23,Maine,23
2674553,null,8432,null,1290429,null,5774,null,364717,null,4098,null,20117,null,2699,null,344600,null,4817,null,492997,null,3009,null,65803,null,3842,null,427194,null,4094,null,216903,null,1088,null,68975,null,3306,null,147928,null,3228,null,124652,null,721,null,55107,null,2575,null,69545,null,2613,null,91160,null,335,null,65101,null,2088,null,26059,null,2092,null,1384124,null,4428,null,352590,null,2793,null,5523,null,1171,null,347067,null,3153,null,513238,null,2351,null,11284,null,1873,null,501954,null,3001,null,227748,null,1133,null,2216,null,665,null,225532,null,1287,null,141575,null,806,null,1880,null,653,null,139695,null,1031,null,148973,null,810,null,2892,null,827,null,146081,null,1199,null,0400000US24,Maryland,24
4335949,null,8957,null,2067964,null,5669,null,587143,null,3923,null,19551,null,2823,null,567592,null,4849,null,808242,null,3619,null,73019,null,3787,null,735223,null,4617,null,335494,null,1236,null,90299,null,4053,null,245195,null,4321,null,186210,null,916,null,81014,null,3138,null,105196,null,3264,null,150875,null,605,null,106870,null,2464,null,44005,null,2417,null,2267985,null,5117,null,587397,null,3063,null,2755,null,1073,null,584642,null,3164,null,834266,null,2616,null,7566,null,1488,null,826700,null,2852,null,361428,null,1399,null,3530,null,802,null,357898,null,1667,null,221630,null,964,null,1634,null,642,null,219996,null,1139,null,263264,null,788,null,5467,null,1039,null,257797,null,1340,null,0400000US25,Massachusetts,25
6215947,null,6157,null,3034607,null,4313,null,853274,null,3157,null,28913,null,3278,null,824361,null,4775,null,1167807,null,2555,null,128528,null,5333,null,1039279,null,5801,null,508767,null,1040,null,165351,null,4274,null,343416,null,4477,null,291926,null,863,null,117430,null,3342,null,174496,null,3218,null,212833,null,649,null,146378,null,2638,null,66455,null,2751,null,3181340,null,3313,null,826547,null,2402,null,4825,null,1252,null,821722,null,2704,null,1163557,null,1941,null,15021,null,1956,null,1148536,null,2770,null,520840,null,920,null,4427,null,960,null,516413,null,1260,null,327774,null,646,null,2204,null,563,null,325570,null,880,null,342622,null,772,null,3883,null,762,null,338739,null,1129,null,0400000US26,Michigan,26
3581904,null,5005,null,1757119,null,3405,null,522175,null,2365,null,16954,null,2249,null,505221,null,3430,null,675765,null,2270,null,73350,null,3621,null,602415,null,4168,null,281458,null,881,null,100977,null,2881,null,180481,null,2842,null,156603,null,659,null,73571,null,2375,null,83032,null,2358,null,121118,null,301,null,84883,null,1837,null,36235,null,1846,null,1824785,null,2563,null,505660,null,1733,null,3687,null,1087,null,501973,null,1849,null,666194,null,1574,null,8401,null,769,null,657793,null,1752,null,286015,null,766,null,2137,null,472,null,283878,null,845,null,171367,null,1405,null,1349,null,429,null,170018,null,1411,null,195549,null,1470,null,2159,null,607,null,193390,null,1692,null,0400000US27,Minnesota,27
1349348,null,3805,null,650112,null,2851,null,190176,null,2702,null,8785,null,1684,null,181391,null,3427,null,235875,null,2338,null,29359,null,3073,null,206516,null,3390,null,107183,null,804,null,33784,null,2054,null,73399,null,2335,null,69550,null,855,null,33770,null,1635,null,35780,null,1551,null,47328,null,766,null,36476,null,1521,null,10852,null,1420,null,699236,null,1893,null,186309,null,1691,null,1394,null,759,null,184915,null,1849,null,237664,null,1604,null,3976,null,1135,null,233688,null,2032,null,112374,null,443,null,1141,null,436,null,111233,null,565,null,80754,null,720,null,523,null,319,null,80231,null,754,null,82135,null,593,null,1198,null,488,null,80937,null,736,null,0400000US28,Mississippi,28
3877798,null,4262,null,1872071,null,3493,null,558099,null,2655,null,27515,null,2822,null,530584,null,3765,null,697212,null,2047,null,96803,null,4882,null,600409,null,4811,null,300178,null,738,null,115917,null,3824,null,184261,null,3910,null,180939,null,786,null,83184,null,2601,null,97755,null,2631,null,135643,null,629,null,98920,null,2411,null,36723,null,2298,null,2005727,null,2580,null,552588,null,2083,null,3636,null,1038,null,548952,null,2324,null,706795,null,1673,null,11470,null,1501,null,695325,null,2139,null,316246,null,513,null,4000,null,793,null,312246,null,994,null,207433,null,1312,null,1125,null,529,null,206308,null,1379,null,222665,null,1200,null,1925,null,646,null,220740,null,1389,null,0400000US29,Missouri,29
685854,null,1867,null,338311,null,1304,null,97430,null,1419,null,5024,null,1155,null,92406,null,1879,null,117076,null,1082,null,19333,null,2141,null,97743,null,2481,null,62177,null,340,null,24797,null,1758,null,37380,null,1810,null,35056,null,179,null,17972,null,1074,null,17084,null,1103,null,26572,null,166,null,18434,null,1125,null,8138,null,1102,null,347543,null,1296,null,93503,null,937,null,1099,null,446,null,92404,null,1036,null,120007,null,979,null,2463,null,717,null,117544,null,1336,null,59900,null,310,null,1086,null,393,null,58814,null,541,null,36204,null,205,null,154,null,150,null,36050,null,246,null,37929,null,335,null,470,null,312,null,37459,null,454,null,0400000US30,Montana,30
1207303,null,4408,null,587190,null,3336,null,185529,null,2447,null,8598,null,1378,null,176931,null,2887,null,211513,null,2066,null,30696,null,2444,null,180817,null,2887,null,92515,null,620,null,31183,null,1795,null,61332,null,1799,null,52806,null,701,null,24409,null,1260,null,28397,null,1299,null,44827,null,484,null,32674,null,1241,null,12153,null,1244,null,620113,null,2116,null,180619,null,1743,null,2137,null,725,null,178482,null,1853,null,210676,null,1366,null,4478,null,1099,null,206198,null,1832,null,95580,null,806,null,1246,null,362,null,94334,null,951,null,59257,null,860,null,370,null,313,null,58887,null,937,null,73981,null,1011,null,1036,null,360,null,72945,null,1034,null,0400000US31,Nebraska,31
1510559,null,7965,null,775193,null,4887,null,238866,null,3250,null,11142,null,2099,null,227724,null,3695,null,293317,null,3360,null,40300,null,3681,null,253017,null,4575,null,121006,null,983,null,45149,null,2650,null,75857,null,2683,null,71980,null,823,null,39397,null,1919,null,32583,null,2028,null,50024,null,747,null,35980,null,1185,null,14044,null,1393,null,735366,null,4321,null,215435,null,2937,null,2479,null,1044,null,212956,null,3024,null,266140,null,2465,null,5770,null,1103,null,260370,null,2449,null,118426,null,1329,null,1788,null,486,null,116638,null,1385,null,74821,null,1050,null,1306,null,499,null,73515,null,1179,null,60544,null,670,null,970,null,381,null,59574,null,769,null,0400000US32,Nevada,32
987508,null,2000,null,480134,null,1266,null,130325,null,945,null,4970,null,1232,null,125355,null,1468,null,192676,null,1008,null,27237,null,2483,null,165439,null,2616,null,81208,null,404,null,27128,null,1915,null,54080,null,1923,null,44105,null,214,null,21638,null,1471,null,22467,null,1479,null,31820,null,100,null,23806,null,1154,null,8014,null,1156,null,507374,null,1161,null,129337,null,733,null,1176,null,597,null,128161,null,907,null,195091,null,840,null,4157,null,781,null,190934,null,1102,null,83391,null,427,null,908,null,428,null,82483,null,503,null,48904,null,315,null,675,null,339,null,48229,null,407,null,50651,null,325,null,975,null,431,null,49676,null,555,null,0400000US33,New Hampshire,33
4807731,null,15139,null,2325611,null,9191,null,615046,null,5451,null,14191,null,1794,null,600855,null,5813,null,932818,null,4132,null,56339,null,3504,null,876479,null,5329,null,376145,null,1899,null,92881,null,3421,null,283264,null,3962,null,220520,null,1479,null,94528,null,3149,null,125992,null,3664,null,181082,null,1138,null,119015,null,2393,null,62067,null,2513,null,2482120,null,8302,null,579399,null,4384,null,1471,null,569,null,577928,null,4425,null,933822,null,3795,null,6202,null,1275,null,927620,null,3832,null,402145,null,2148,null,1672,null,557,null,400473,null,2240,null,261136,null,1507,null,1030,null,425,null,260106,null,1636,null,305618,null,1346,null,3912,null,825,null,301706,null,1643,null,0400000US34,New Jersey,34
1102467,null,10768,null,530330,null,6939,null,158292,null,4588,null,6705,null,1498,null,151587,null,4771,null,181554,null,4051,null,29870,null,2704,null,151684,null,4679,null,91616,null,1346,null,32841,null,2127,null,58775,null,2063,null,55395,null,1233,null,27524,null,1751,null,27871,null,1752,null,43473,null,1330,null,30281,null,1565,null,13192,null,1590,null,572137,null,5013,null,157036,null,3156,null,1245,null,468,null,155791,null,3118,null,193395,null,3161,null,3803,null,918,null,189592,null,3148,null,99386,null,1703,null,1822,null,556,null,97564,null,1659,null,63244,null,1431,null,1003,null,439,null,62241,null,1456,null,59076,null,1331,null,922,null,435,null,58154,null,1421,null,0400000US35,New Mexico,35
10447721,null,20689,null,5034271,null,12647,null,1444414,null,8365,null,35970,null,3451,null,1408444,null,9018,null,1914575,null,6184,null,146880,null,6333,null,1767695,null,8821,null,815711,null,3698,null,205206,null,5911,null,610505,null,5823,null,470834,null,2184,null,180290,null,4129,null,290544,null,4443,null,388737,null,1927,null,238492,null,4012,null,150245,null,3930,null,5413450,null,11759,null,1415572,null,6875,null,5359,null,1118,null,1410213,null,7025,null,1920696,null,5857,null,17602,null,2418,null,1903094,null,6539,null,872450,null,3356,null,4506,null,877,null,867944,null,3426,null,559343,null,2381,null,2504,null,562,null,556839,null,2355,null,645389,null,2097,null,7368,null,1177,null,638021,null,2290,null,0400000US36,New York,36
5077935,null,8419,null,2424802,null,6426,null,680591,null,5151,null,31253,null,3010,null,649338,null,5879,null,927646,null,4829,null,129812,null,4825,null,797834,null,6697,null,402190,null,1293,null,138197,null,4075,null,263993,null,4293,null,245830,null,1277,null,109907,null,3502,null,135923,null,3492,null,168545,null,770,null,120538,null,3011,null,48007,null,3011,null,2653133,null,4123,null,698123,null,3499,null,7489,null,1608,null,690634,null,3751,null,961866,null,3135,null,20750,null,2733,null,941116,null,4353,null,433379,null,1614,null,4880,null,975,null,428499,null,1713,null,284961,null,1284,null,2376,null,717,null,282585,null,1354,null,274804,null,1116,null,3940,null,788,null,270864,null,1371,null,0400000US37,North Carolina,37
459138,null,1278,null,226988,null,1021,null,76201,null,1012,null,3498,null,1051,null,72703,null,1345,null,75413,null,761,null,9449,null,1182,null,65964,null,1318,null,35899,null,277,null,14004,null,1023,null,21895,null,1089,null,20359,null,10,null,8812,null,771,null,11547,null,770,null,19116,null,166,null,10379,null,732,null,8737,null,754,null,232150,null,813,null,69310,null,759,null,830,null,428,null,68480,null,900,null,75307,null,731,null,1738,null,508,null,73569,null,896,null,34571,null,178,null,321,null,163,null,34250,null,228,null,22293,null,399,null,396,null,207,null,21897,null,443,null,30669,null,463,null,292,null,207,null,30377,null,434,null,0400000US38,North Dakota,38
