B27015_001E,B27015_001EA,B27015_001M,B27015_001MA,B27015_002E,B27015_002EA,B27015_002M,B27015_002MA,B27015_003E,B27015_003EA,B27015_003M,B27015_003MA,B27015_004E,B27015_004EA,B27015_004M,B27015_004MA,B27015_005E,B27015_005EA,B27015_005M,B27015_005MA,B27015_006E,B27015_006EA,B27015_006M,B27015_006MA,B27015_007E,B27015_007EA,B27015_007M,B27015_007MA,B27015_008E,B27015_008EA,B27015_008M,B27015_008MA,B27015_009E,B27015_009EA,B27015_009M,B27015_009MA,B27015_010E,B27015_010EA,B27015_010M,B27015_010MA,B27015_011E,B27015_011EA,B27015_011M,B27015_011MA,B27015_012E,B27015_012EA,B27015_012M,B27015_012MA,B27015_013E,B27015_013EA,B27015_013M,B27015_013MA,B27015_014E,B27015_014EA,B27015_014M,B27015_014MA,B27015_015E,B27015_015EA,B27015_015M,B27015_015MA,B27015_016E,B27015_016EA,B27015_016M,B27015_016MA,B27015_017E,B27015_017EA,B27015_017M,B27015_017MA,B27015_018E,B27015_018EA,B27015_018M,B27015_018MA,B27015_019E,B27015_019EA,B27015_019M,B27015_019MA,B27015_020E,B27015_020EA,B27015_020M,B27015_020MA,B27015_021E,B27015_021EA,B27015_021M,B27015_021MA,B27015_022E,B27015_022EA,B27015_022M,B27015_022MA,B27015_023E,B27015_023EA,B27015_023M,B27015_023MA,B27015_024E,B27015_024EA,B27015_024M,B27015_024MA,B27015_025E,B27015_025EA,B27015_025M,B27015_025MA,B27015_026E,B27015_026EA,B27015_026M,B27015_026MA,GEO_ID,NAME,state
9501686,null,4151,null,2047038,null,38113,null,1409044,null,28608,null,599481,null,20129,null,1006266,null,24187,null,637994,null,19901,null,2322007,null,44802,null,1748307,null,36446,null,1272287,null,31065,null,746193,null,22231,null,573700,null,22994,null,1861595,null,40624,null,1533966,null,33466,null,1350882,null,30929,null,345486,null,13869,null,327629,null,16861,null,1275939,null,33774,null,1128658,null,28299,null,1050225,null,26396,null,176746,null,10599,null,147281,null,14445,null,1995107,null,34409,null,1858081,null,32285,null,1790383,null,31078,null,197725,null,9424,null,137026,null,12973,null,0400000US13,Georgia,13
1219363,null,4234,null,145479,null,9367,null,125142,null,8535,null,71771,null,5470,null,79705,null,7695,null,20337,null,3195,null,213496,null,12922,null,194773,null,11731,null,147520,null,8951,null,86260,null,7263,null,18723,null,3207,null,209905,null,13239,null,196521,null,12266,null,172295,null,10672,null,56254,null,5513,null,13384,null,2936,null,206394,null,11982,null,194208,null,11466,null,174858,null,10281,null,45246,null,5209,null,12186,null,2436,null,444089,null,14608,null,424132,null,13992,null,396210,null,13999,null,80209,null,5320,null,19957,null,2829,null,0400000US15,Hawaii,15
1506598,null,1085,null,291312,null,12682,null,215146,null,10046,null,118614,null,7222,null,141918,null,7966,null,76166,null,6548,null,441895,null,14073,null,339248,null,11009,null,255140,null,10782,null,144142,null,8090,null,102647,null,7223,null,335182,null,16330,null,288135,null,14094,null,260993,null,13159,null,61170,null,4938,null,47047,null,5392,null,213276,null,13004,null,193736,null,11549,null,186127,null,11003,null,28285,null,3989,null,19540,null,3986,null,224933,null,11903,null,208004,null,11432,null,201815,null,11279,null,21801,null,2655,null,16929,null,3893,null,0400000US16,Idaho,16
12549977,null,2022,null,2159539,null,38210,null,1676650,null,31933,null,679451,null,18082,null,1289107,null,27084,null,482889,null,18410,null,2685126,null,43177,null,2181896,null,36330,null,1484250,null,29537,null,1109003,null,26096,null,503230,null,17636,null,2426210,null,43284,null,2101184,null,39833,null,1817613,null,36413,null,551156,null,17134,null,325026,null,13971,null,1881847,null,38251,null,1705199,null,33126,null,1570407,null,30209,null,281117,null,12267,null,176648,null,13082,null,3397255,null,43737,null,3205763,null,37387,null,3079427,null,34643,null,336256,null,13185,null,191492,null,14149,null,0400000US17,Illinois,17
6227384,null,1620,null,1231739,null,26300,null,934120,null,22009,null,430286,null,13186,null,684572,null,19487,null,297619,null,13378,null,1628076,null,29337,null,1308873,null,25692,null,1028197,null,20136,null,544908,null,16232,null,319203,null,13524,null,1349723,null,30332,null,1192722,null,28167,null,1086133,null,26262,null,255570,null,10245,null,157001,null,11770,null,881213,null,23273,null,819332,null,21331,null,777453,null,21229,null,109083,null,7034,null,61881,null,6695,null,1136633,null,25255,null,1079234,null,23807,null,1048287,null,23326,null,100357,null,5628,null,57399,null,5907,null,0400000US18,Indiana,18
2898786,null,916,null,514220,null,13080,null,429295,null,12010,null,233265,null,9046,null,311296,null,10931,null,84925,null,5774,null,726917,null,17382,null,631518,null,16152,null,512642,null,14292,null,267820,null,10433,null,95399,null,6577,null,636583,null,14520,null,599076,null,14529,null,557303,null,13920,null,123588,null,4903,null,37507,null,3152,null,461461,null,15679,null,443870,null,15100,null,425369,null,14553,null,58468,null,4326,null,17591,null,2743,null,559605,null,14283,null,542056,null,13903,null,528711,null,13716,null,54225,null,3981,null,17549,null,2618,null,0400000US19,Iowa,19
2720617,null,2177,null,500496,null,13870,null,382550,null,11761,null,214160,null,8092,null,252189,null,9607,null,117946,null,7217,null,689539,null,18616,null,559312,null,16291,null,444986,null,14167,null,217096,null,9213,null,130227,null,8290,null,575886,null,20004,null,511137,null,18888,null,469782,null,18333,null,106754,null,6574,null,64749,null,6568,null,395945,null,16065,null,373784,null,15765,null,359064,null,15851,null,47147,null,4188,null,22161,null,3719,null,558751,null,15424,null,535234,null,15128,null,522899,null,14981,null,54189,null,3846,null,23517,null,2980,null,0400000US20,Kansas,20
4175924,null,2146,null,1067869,null,22481,null,818261,null,17924,null,309783,null,10389,null,651097,null,16727,null,249608,null,11269,null,1110201,null,24382,null,909366,null,20012,null,700873,null,16989,null,382461,null,12900,null,200835,null,9862,null,806659,null,22053,null,715620,null,20459,null,647129,null,18029,null,159937,null,9470,null,91039,null,7791,null,528708,null,17700,null,496308,null,16885,null,468140,null,16230,null,75798,null,5777,null,32400,null,5037,null,662487,null,21483,null,633492,null,20427,null,612449,null,19855,null,66408,null,5174,null,28995,null,4340,null,0400000US21,Kentucky,21
4352322,null,2119,null,1042235,null,23787,null,781946,null,19064,null,306835,null,11301,null,596399,null,17622,null,260289,null,11500,null,1088134,null,28793,null,839950,null,22079,null,561898,null,16625,null,418253,null,14434,null,248184,null,13962,null,794394,null,26942,null,670736,null,23043,null,558529,null,20655,null,192931,null,9504,null,123658,null,8239,null,572876,null,22195,null,513580,null,21536,null,469096,null,20252,null,88366,null,6568,null,59296,null,6091,null,854683,null,21972,null,793055,null,20416,null,748005,null,19525,null,101530,null,6370,null,61628,null,5893,null,0400000US22,Louisiana,22
1276768,null,949,null,246731,null,10459,null,212782,null,9650,null,78750,null,4855,null,180037,null,8611,null,33949,null,3151,null,331432,null,9927,null,282202,null,10308,null,194742,null,8641,null,149224,null,7810,null,49230,null,4631,null,292353,null,9818,null,262378,null,9866,null,228812,null,9635,null,72725,null,5062,null,29975,null,3220,null,181863,null,8090,null,169886,null,8024,null,159114,null,7748,null,28102,null,3126,null,11977,null,2029,null,224389,null,9727,null,213877,null,9661,null,204797,null,9381,null,30414,null,3646,null,10512,null,1895,null,0400000US23,Maine,23
5523731,null,3519,null,628195,null,20725,null,512874,null,17308,null,242877,null,10844,null,372157,null,15064,null,115321,null,9205,null,928860,null,23711,null,765342,null,22418,null,564243,null,13545,null,357342,null,16177,null,163518,null,9528,null,964108,null,26355,null,831737,null,25040,null,721556,null,21411,null,227397,null,10916,null,132371,null,9052,null,816162,null,28729,null,740940,null,26529,null,686608,null,24265,null,137749,null,9722,null,75222,null,7636,null,2186406,null,33261,null,2059597,null,32870,null,1985174,null,31896,null,239514,null,10010,null,126809,null,9670,null,0400000US24,Maryland,24
6339329,null,1356,null,875534,null,21993,null,825964,null,21317,null,325677,null,12178,null,678840,null,18098,null,49570,null,5745,null,1061974,null,26723,null,989871,null,24949,null,677073,null,17091,null,535110,null,18957,null,72103,null,7204,null,1067792,null,24479,null,1009324,null,23606,null,853496,null,21441,null,307035,null,12956,null,58468,null,6037,null,939501,null,26591,null,898066,null,25518,null,820246,null,24146,null,176022,null,11038,null,41435,null,5801,null,2394528,null,33684,null,2349024,null,32844,null,2249031,null,30246,null,260045,null,11597,null,45504,null,5735,null,0400000US25,Massachusetts,25
9706041,null,1530,null,2075781,null,34275,null,1653801,null,27256,null,710619,null,14326,null,1277365,null,22910,null,421980,null,15140,null,2435889,null,35051,null,2059268,null,28973,null,1567785,null,21256,null,976476,null,23899,null,376621,null,12822,null,1946330,null,36810,null,1738114,null,31713,null,1565139,null,27965,null,435340,null,14669,null,208216,null,12401,null,1324203,null,27788,null,1223503,null,25466,null,1158373,null,24671,null,186703,null,8913,null,100700,null,7014,null,1923838,null,25299,null,1842366,null,24911,null,1787281,null,25002,null,189379,null,8282,null,81472,null,6446,null,0400000US26,Michigan,26
5118535,null,863,null,766562,null,17709,null,653494,null,16169,null,320092,null,9165,null,485578,null,14176,null,113068,null,6272,null,1079702,null,20672,null,919929,null,16754,null,720573,null,14849,null,408798,null,10937,null,159773,null,8893,null,1065402,null,23407,null,966411,null,22141,null,891069,null,20494,null,201596,null,7754,null,98991,null,6901,null,849931,null,18812,null,798576,null,17385,null,765725,null,17079,null,99286,null,4880,null,51355,null,5130,null,1356938,null,21964,null,1310502,null,20502,null,1279332,null,20298,null,106958,null,5878,null,46436,null,5605,null,0400000US27,Minnesota,27
2838738,null,2461,null,842871,null,17782,null,629772,null,15893,null,227186,null,9423,null,492544,null,13423,null,213099,null,10736,null,759151,null,21257,null,602177,null,17648,null,420386,null,16649,null,281710,null,10881,null,156974,null,9407,null,530250,null,23295,null,453387,null,20453,null,394147,null,16977,null,111761,null,9185,null,76863,null,8011,null,339043,null,17184,null,303681,null,15260,null,271048,null,13543,null,63758,null,5912,null,35362,null,4670,null,367423,null,15768,null,342392,null,15189,null,322901,null,14699,null,46978,null,4318,null,25031,null,4517,null,0400000US28,Mississippi,28
5805391,null,2142,null,1202432,null,26405,null,929482,null,19896,null,423988,null,13023,null,693210,null,18415,null,272950,null,12790,null,1479634,null,29223,null,1216653,null,26135,null,943724,null,21117,null,508834,null,14196,null,262981,null,11892,null,1209710,null,29110,null,1086654,null,25922,null,981929,null,24714,null,245870,null,10717,null,123056,null,7834,null,822827,null,22791,null,768477,null,21993,null,729560,null,21254,null,102246,null,7082,null,54350,null,6526,null,1090788,null,26155,null,1035843,null,23968,null,1001365,null,22959,null,114079,null,6279,null,54945,null,6975,null,0400000US29,Missouri,29
944962,null,923,null,208346,null,10317,null,154471,null,8004,null,84363,null,5226,null,101104,null,7499,null,53875,null,4653,null,253629,null,10374,null,190192,null,9005,null,149792,null,8276,null,81328,null,5146,null,63437,null,4993,null,202040,null,12093,null,170928,null,10660,null,153784,null,9320,null,41776,null,4564,null,31112,null,4233,null,134802,null,9145,null,122725,null,8972,null,114853,null,8663,null,20744,null,3473,null,12077,null,2328,null,146145,null,7657,null,133317,null,7238,null,128477,null,7162,null,17111,null,2348,null,12828,null,3209,null,0400000US30,Montana,30
1736935,null,1469,null,310458,null,12261,null,244033,null,10335,null,134760,null,7090,null,167544,null,7620,null,66425,null,5383,null,440333,null,13661,null,365517,null,13088,null,294502,null,10757,null,142899,null,6910,null,74816,null,6186,null,392355,null,12514,null,352435,null,12565,null,325056,null,12118,null,68257,null,5345,null,39920,null,4512,null,259883,null,10776,null,245065,null,10515,null,236986,null,10506,null,29452,null,2874,null,14818,null,2867,null,333906,null,10194,null,322611,null,10293,null,312156,null,9892,null,34776,null,3244,null,11295,null,2301,null,0400000US31,Nebraska,31
2599865,null,1761,null,399271,null,18703,null,255418,null,12715,null,129785,null,9901,null,170332,null,10499,null,143853,null,11033,null,630266,null,21645,null,447830,null,16378,null,349035,null,15054,null,168172,null,8610,null,182436,null,13733,null,557424,null,20244,null,443754,null,15775,null,402200,null,14644,null,97542,null,7375,null,113670,null,10020,null,396390,null,20289,null,333388,null,17169,null,315927,null,16565,null,49061,null,4383,null,63002,null,7838,null,616514,null,25850,null,550887,null,23475,null,524265,null,21982,null,70650,null,5721,null,65627,null,8884,null,0400000US32,Nevada,32
1284133,null,486,null,154823,null,8534,null,128668,null,7688,null,64028,null,4639,null,96538,null,6557,null,26155,null,3656,null,243939,null,10261,null,205724,null,9107,null,162232,null,8475,null,90565,null,5443,null,38215,null,4494,null,260437,null,10654,null,228950,null,9456,null,203939,null,9424,null,58199,null,4504,null,31487,null,4510,null,214204,null,11933,null,198100,null,11258,null,188104,null,10447,null,30213,null,3274,null,16104,null,3103,null,410730,null,12687,null,390133,null,12216,null,378738,null,12187,null,37781,null,3149,null,20597,null,3181,null,0400000US33,New Hampshire,33
8500282,null,1995,null,1055863,null,29299,null,839059,null,23490,null,367632,null,14928,null,649073,null,19660,null,216804,null,11806,null,1417979,null,30824,null,1119417,null,24922,null,792443,null,20473,null,554162,null,14946,null,298562,null,13822,null,1390634,null,34478,null,1169663,null,29021,null,1018823,null,26465,null,320303,null,13296,null,220971,null,12022,null,1249520,null,32375,null,1115067,null,28067,null,1027437,null,26361,null,205951,null,10634,null,134453,null,10172,null,3386286,null,40429,null,3188297,null,38499,null,3067285,null,37760,null,344359,null,11224,null,197989,null,11920,null,0400000US34,New Jersey,34
1959007,null,1394,null,463203,null,17993,null,332478,null,12962,null,113238,null,7216,null,267474,null,12444,null,130725,null,9053,null,520701,null,18757,null,396999,null,16239,null,254129,null,11844,null,214779,null,11649,null,123702,null,8574,null,384842,null,18500,null,317546,null,15050,null,260470,null,13765,null,104740,null,8829,null,67296,null,7846,null,252254,null,14607,null,217583,null,12777,null,194417,null,11164,null,47047,null,4684,null,34671,null,5789,null,338007,null,15965,null,307273,null,14630,null,286767,null,14050,null,50220,null,4610,null,30734,null,4886,null,0400000US35,New Mexico,35
18914762,null,2321,null,3420179,null,43607,null,2913987,null,35814,null,1059092,null,25248,null,2353731,null,32933,null,506192,null,16540,null,3805033,null,48755,null,3191325,null,42165,null,2157396,null,33362,null,1627098,null,30590,null,613708,null,20114,null,3287982,null,48786,null,2870004,null,44204,null,2416984,null,37367,null,832338,null,23154,null,417978,null,18863,null,2539666,null,44424,null,2291395,null,40029,null,2058213,null,38096,null,463326,null,16366,null,248271,null,13999,null,5861902,null,50706,null,5477544,null,46712,null,5163344,null,45314,null,720126,null,19061,null,384358,null,18244,null,0400000US36,New York,36
9025979,null,4350,null,2041681,null,34279,null,1518229,null,26614,null,650838,null,16988,null,1123390,null,21955,null,523452,null,17637,null,2377851,null,42036,null,1856163,null,33546,null,1365936,null,28574,null,820792,null,21896,null,521688,null,19948,null,1775480,null,34856,null,1542053,null,31748,null,1373325,null,27757,null,371023,null,14555,null,233427,null,13121,null,1166000,null,32425,null,1070474,null,28412,null,1008374,null,26792,null,169966,null,9073,null,95526,null,8053,null,1664967,null,30956,null,1586616,null,29048,null,1539010,null,28937,null,181880,null,8972,null,78351,null,7910,null,0400000US37,North Carolina,37
614559,null,1032,null,107878,null,5615,null,89026,null,5487,null,58828,null,3919,null,57531,null,4201,null,18852,null,2254,null,149460,null,7025,null,127669,null,6481,null,110043,null,6058,null,46617,null,3037,null,21791,null,2944,null,137444,null,8934,null,127454,null,8301,null,120782,null,8265,null,21916,null,2232,null,9990,null,2157,null,100458,null,7336,null,96443,null,7087,null,94108,null,6916,null,10754,null,1603,null,4015,null,1378,null,119319,null,6639,null,114746,null,6358,null,112100,null,6275,null,9832,null,1181,null,4573,null,1057,null,0400000US38,North Dakota,38
11210953,null,2326,null,2337246,null,32923,null,1861926,null,30013,null,777912,null,17552,null,1439777,null,26598,null,475320,null,14762,null,2816545,null,40401,null,2354175,null,35409,null,1826693,null,31848,null,1034255,null,21541,null,462370,null,16458,null,2313653,null,38119,null,2075283,null,35703,null,1890118,null,33286,null,455773,null,13810,null,238370,null,12775,null,1559216,null,30427,null,1454243,null,29477,null,1388501,null,28282,null,182353,null,8447,null,104973,null,7111,null,2184293,null,33124,null,2091097,null,31272,null,2027709,null,30411,null,203140,null,6998,null,93196,null,7829,null,0400000US39,Ohio,39
3551302,null,1968,null,809631,null,21290,null,589375,null,17385,null,262992,null,10182,null,431669,null,13532,null,220256,null,10387,null,974004,null,19061,null,741302,null,15701,null,535206,null,14334,null,348405,null,10558,null,232702,null,10745,null,738106,null,20544,null,618457,null,16596,null,547347,null,15192,null,161699,null,7556,null,119649,null,8986,null,465850,null,18124,null,413979,null,16258,null,383183,null,15696,null,73816,null,4311,null,51871,null,5945,null,563711,null,17762,null,525203,null,17446,null,502180,null,17166,null,70895,null,5393,null,38508,null,5220,null,0400000US40,Oklahoma,40
3736787,null,1353,null,695968,null,18958,null,505167,null,15735,null,256830,null,11503,null,357748,null,13575,null,190801,null,10930,null,935758,null,22453,null,721590,null,16943,null,559998,null,13801,null,310816,null,13697,null,214168,null,13049,null,796789,null,24619,null,677163,null,22152,null,616168,null,20097,null,156380,null,8674,null,119626,null,9807,null,546894,null,23621,null,491796,null,20163,null,460345,null,19884,null,81633,null,5990,null,55098,null,7180,null,761378,null,20960,null,705659,null,18653,null,675222,null,17522,null,89219,null,5692,null,55719,null,6754,null,0400000US41,Oregon,41
12121646,null,1548,null,2178336,null,26365,null,1841407,null,22455,null,914463,null,17204,null,1402384,null,19932,null,336929,null,14507,null,2809777,null,41121,null,2415843,null,36531,null,1848951,null,27404,null,1156812,null,26003,null,393934,null,14046,null,2467257,null,39611,null,2240077,null,36806,null,2024132,null,34091,null,538989,null,14220,null,227180,null,12578,null,1811967,null,31394,null,1689292,null,29989,null,1591314,null,30760,null,263260,null,10677,null,122675,null,9397,null,2854309,null,36487,null,2730195,null,34951,null,2641851,null,34532,null,301109,null,10721,null,124114,null,8439,null,0400000US42,Pennsylvania,42
1011270,null,942,null,168701,null,9632,null,138506,null,7547,null,63434,null,5476,null,106068,null,7018,null,30195,null,4236,null,209087,null,12552,null,171462,null,10515,null,117239,null,7484,null,93401,null,8577,null,37625,null,5362,null,185033,null,10430,null,164873,null,9927,null,146050,null,9060,null,41981,null,4966,null,20160,null,3501,null,160900,null,10030,null,149229,null,9418,null,139766,null,8775,null,24091,null,3401,null,11671,null,2781,null,287549,null,11317,null,271424,null,10253,null,261628,null,9880,null,30230,null,3263,null,16125,null,3501,null,0400000US44,Rhode Island,44
4393692,null,2365,null,1065427,null,21892,null,785013,null,18841,null,326949,null,13329,null,589141,null,15461,null,280414,null,11109,null,1150547,null,27915,null,902140,null,22135,null,683884,null,20530,null,382195,null,13585,null,248407,null,13184,null,866603,null,26225,null,750340,null,24209,null,670464,null,22038,null,191093,null,9280,null,116263,null,9249,null,567819,null,19676,null,515373,null,18856,null,483134,null,18295,null,93471,null,6365,null,52446,null,5237,null,743296,null,23099,null,696120,null,21845,null,667968,null,21555,null,100577,null,6491,null,47176,null,5246,null,0400000US45,South Carolina,45
778099,null,1093,null,161971,null,8146,null,122247,null,7124,null,63402,null,5004,null,88413,null,5772,null,39724,null,4094,null,188913,null,7821,null,160854,null,7258,null,128372,null,6846,null,68548,null,4281,null,28059,null,3236,null,186912,null,8137,null,165575,null,7444,null,152256,null,7236,null,36763,null,3104,null,21337,null,3125,null,115073,null,7562,null,107476,null,7029,null,102574,null,6686,null,13192,null,2339,null,7597,null,1957,null,125230,null,8671,null,119933,null,8365,null,116773,null,8170,null,13431,null,2459,null,5297,null,1750,null,0400000US46,South Dakota,46
6123638,null,2269,null,1448654,null,31493,null,1125675,null,27207,null,444495,null,14206,null,875793,null,23782,null,322979,null,12289,null,1645215,null,32964,null,1350322,null,29045,null,1009366,null,22704,null,587443,null,17640,null,294893,null,12701,null,1248129,null,28455,null,1105818,null,27784,null,984812,null,28087,null,260332,null,11477,null,142311,null,9372,null,785162,null,24178,null,723956,null,23609,null,677326,null,23285,null,116878,null,8319,null,61206,null,7020,null,996478,null,22336,null,941860,null,21480,null,905533,null,20921,null,114520,null,6505,null,54618,null,6319,null,0400000US47,Tennessee,47
24113308,null,5367,null,5128820,null,60705,null,3296292,null,40846,null,1294592,null,26365,null,2446893,null,37011,null,1832528,null,36079,null,5968795,null,61057,null,4029404,null,44634,null,2768315,null,32568,null,1840712,null,29089,null,1939391,null,38316,null,4580850,null,71303,null,3533007,null,57071,null,3035489,null,50737,null,893415,null,22414,null,1047843,null,35752,null,3145227,null,45753,null,2665113,null,37805,null,2460825,null,38173,null,435582,null,14916,null,480114,null,22710,null,5289616,null,56736,null,4843121,null,55663,null,4637528,null,53666,null,545465,null,14487,null,446495,null,19173,null,0400000US48,Texas,48
