B16005A_001E,B16005A_001EA,B16005A_001M,B16005A_001MA,B16005A_002E,B16005A_002EA,B16005A_002M,B16005A_002MA,B16005A_003E,B16005A_003EA,B16005A_003M,B16005A_003MA,B16005A_004E,B16005A_004EA,B16005A_004M,B16005A_004MA,B16005A_005E,B16005A_005EA,B16005A_005M,B16005A_005MA,B16005A_006E,B16005A_006EA,B16005A_006M,B16005A_006MA,B16005A_007E,B16005A_007EA,B16005A_007M,B16005A_007MA,B16005A_008E,B16005A_008EA,B16005A_008M,B16005A_008MA,B16005A_009E,B16005A_009EA,B16005A_009M,B16005A_009MA,B16005A_010E,B16005A_010EA,B16005A_010M,B16005A_010MA,B16005A_011E,B16005A_011EA,B16005A_011M,B16005A_011MA,GEO_ID,NAME,state
328364,null,3179,null,304929,null,3587,null,286984,null,3583,null,17945,null,2301,null,15146,null,2204,null,2799,null,1129,null,23435,null,3014,null,11399,null,2092,null,12036,null,2244,null,8258,null,1733,null,3778,null,1330,null,0400000US15,Hawaii,15
1318127,null,4632,null,1250458,null,5355,null,1196013,null,5484,null,54445,null,3693,null,47816,null,3774,null,6629,null,1363,null,67669,null,5093,null,19761,null,2774,null,47908,null,4653,null,17271,null,2503,null,30637,null,3892,null,0400000US16,Idaho,16
8785961,null,22265,null,7897044,null,21738,null,7292406,null,22447,null,604638,null,15512,null,508298,null,14826,null,96340,null,5832,null,888917,null,20860,null,105959,null,5650,null,782958,null,20321,null,294833,null,10583,null,488125,null,16741,null,0400000US17,Illinois,17
5150848,null,7223,null,5012650,null,7868,null,4851450,null,11164,null,161200,null,8418,null,124555,null,6111,null,36645,null,3685,null,138198,null,7096,null,29684,null,2753,null,108514,null,6140,null,44240,null,3713,null,64274,null,5290,null,0400000US18,Indiana,18
2600646,null,4688,null,2553179,null,4527,null,2488686,null,5326,null,64493,null,4783,null,53116,null,4351,null,11377,null,1863,null,47467,null,4034,null,8505,null,1193,null,38962,null,3987,null,14665,null,2009,null,24297,null,3306,null,0400000US19,Iowa,19
2267690,null,6865,null,2179604,null,6487,null,2095865,null,7459,null,83739,null,5078,null,68139,null,4622,null,15600,null,2087,null,88086,null,6590,null,12552,null,2115,null,75534,null,6026,null,25252,null,2848,null,50282,null,4424,null,0400000US20,Kansas,20
3588829,null,4889,null,3528625,null,5465,null,3468080,null,8136,null,60545,null,5606,null,45893,null,5021,null,14652,null,2055,null,60204,null,5498,null,12599,null,1562,null,47605,null,5192,null,19510,null,2821,null,28095,null,4209,null,0400000US21,Kentucky,21
2679936,null,4356,null,2609913,null,5795,null,2458277,null,7872,null,151636,null,5642,null,127568,null,5602,null,24068,null,2337,null,70023,null,5497,null,15857,null,2388,null,54166,null,4626,null,25448,null,3018,null,28718,null,3727,null,0400000US22,Louisiana,22
1188671,null,3378,null,1162526,null,4271,null,1105307,null,5655,null,57219,null,3781,null,48286,null,3425,null,8933,null,1396,null,26145,null,2889,null,14019,null,1736,null,12126,null,2272,null,8106,null,1528,null,4020,null,1321,null,0400000US23,Maine,23
3237523,null,9966,null,2998463,null,8582,null,2865609,null,9864,null,132854,null,6429,null,113580,null,5866,null,19274,null,2328,null,239060,null,9762,null,67310,null,4644,null,171750,null,9412,null,87137,null,6052,null,84613,null,6251,null,0400000US24,Maryland,24
5153525,null,11158,null,4700368,null,16297,null,4385378,null,19841,null,314990,null,11827,null,253183,null,11209,null,61807,null,4771,null,453157,null,16798,null,107461,null,6342,null,345696,null,16239,null,156386,null,9465,null,189310,null,11163,null,0400000US25,Massachusetts,25
7518359,null,7666,null,7157106,null,13124,null,6886458,null,15609,null,270648,null,11117,null,226013,null,10225,null,44635,null,3592,null,361253,null,12868,null,89876,null,5160,null,271377,null,12854,null,128286,null,7619,null,143091,null,9088,null,0400000US26,Michigan,26
4316277,null,6971,null,4190210,null,6768,null,4063522,null,8292,null,126688,null,5560,null,104141,null,4936,null,22547,null,2264,null,126067,null,7492,null,33978,null,3162,null,92089,null,7376,null,38047,null,3990,null,54042,null,5437,null,0400000US27,Minnesota,27
1644230,null,3980,null,1617476,null,3977,null,1588332,null,4565,null,29144,null,2932,null,21617,null,2626,null,7527,null,1412,null,26754,null,3956,null,8855,null,2081,null,17899,null,2926,null,7675,null,1971,null,10224,null,2201,null,0400000US28,Mississippi,28
4710417,null,5654,null,4607660,null,7847,null,4491212,null,9229,null,116448,null,6528,null,96033,null,5761,null,20415,null,2193,null,102757,null,6500,null,25679,null,2958,null,77078,null,6222,null,35588,null,3672,null,41490,null,4360,null,0400000US29,Missouri,29
820688,null,1877,null,807601,null,2582,null,783570,null,3520,null,24031,null,2247,null,19894,null,2144,null,4137,null,1131,null,13087,null,2101,null,6880,null,1428,null,6207,null,1430,null,4233,null,1054,null,1974,null,856,null,0400000US30,Montana,30
1474435,null,5532,null,1430673,null,4539,null,1384610,null,5083,null,46063,null,3525,null,38516,null,3101,null,7547,null,1365,null,43762,null,4043,null,7719,null,1253,null,36043,null,3921,null,9570,null,1498,null,26473,null,3626,null,0400000US31,Nebraska,31
1866559,null,11157,null,1556882,null,13728,null,1368061,null,11783,null,188821,null,9546,null,147165,null,8268,null,41656,null,5709,null,309677,null,9964,null,43891,null,4438,null,265786,null,9619,null,79389,null,4907,null,186397,null,8656,null,0400000US32,Nevada,32
1185479,null,2499,null,1146528,null,4395,null,1103201,null,5923,null,43327,null,3767,null,35872,null,3311,null,7455,null,1386,null,38951,null,4373,null,14370,null,1606,null,24581,null,4082,null,14920,null,2501,null,9661,null,2602,null,0400000US33,New Hampshire,33
5808935,null,18421,null,4981739,null,19014,null,4482483,null,21428,null,499256,null,13653,null,404556,null,12292,null,94700,null,6255,null,827196,null,21281,null,133160,null,6171,null,694036,null,20183,null,280165,null,11294,null,413871,null,14956,null,0400000US34,New Jersey,34
1356526,null,13282,null,1226718,null,13418,null,940473,null,11710,null,286245,null,9724,null,247483,null,9436,null,38762,null,2997,null,129808,null,7522,null,15948,null,2235,null,113860,null,6863,null,38193,null,3833,null,75667,null,6712,null,0400000US35,New Mexico,35
12452335,null,25129,null,10825283,null,27907,null,9661575,null,26952,null,1163708,null,21528,null,927184,null,20581,null,236524,null,10998,null,1627052,null,28492,null,284917,null,9169,null,1342135,null,26794,null,518234,null,15326,null,823901,null,22722,null,0400000US36,New York,36
6201538,null,11702,null,5909236,null,12014,null,5729452,null,13076,null,179784,null,9050,null,145721,null,7812,null,34063,null,3828,null,292302,null,12503,null,63728,null,5081,null,228574,null,12174,null,94071,null,6052,null,134503,null,9053,null,0400000US37,North Carolina,37
548355,null,1043,null,541334,null,1748,null,525012,null,2569,null,16322,null,1744,null,13418,null,1635,null,2904,null,657,null,7021,null,1390,null,3854,null,899,null,3167,null,953,null,2005,null,632,null,1162,null,708,null,0400000US38,North Dakota,38
9123355,null,6909,null,8906344,null,10526,null,8634916,null,13716,null,271428,null,10762,null,209707,null,9844,null,61721,null,4539,null,217011,null,9410,null,65735,null,4821,null,151276,null,8630,null,76393,null,5302,null,74883,null,5635,null,0400000US39,Ohio,39
2598804,null,8663,null,2505970,null,7094,null,2429835,null,7805,null,76135,null,5652,null,62272,null,5026,null,13863,null,2126,null,92834,null,6358,null,18667,null,2789,null,74167,null,6074,null,24400,null,3147,null,49767,null,4756,null,0400000US40,Oklahoma,40
3085989,null,11897,null,2912517,null,12373,null,2774714,null,12560,null,137803,null,9479,null,114787,null,8456,null,23016,null,3657,null,173472,null,11438,null,42615,null,3369,null,130857,null,11139,null,53818,null,5918,null,77039,null,7775,null,0400000US41,Oregon,41
9965846,null,11322,null,9646381,null,16212,null,9255667,null,17390,null,390714,null,12493,null,302109,null,12434,null,88605,null,4570,null,319465,null,13174,null,84985,null,4110,null,234480,null,12702,null,111628,null,7580,null,122852,null,8889,null,0400000US42,Pennsylvania,42
827050,null,5273,null,766109,null,6217,null,706145,null,6350,null,59964,null,4836,null,51076,null,4512,null,8888,null,1890,null,60941,null,5796,null,12026,null,1944,null,48915,null,5180,null,18004,null,2380,null,30911,null,4196,null,0400000US44,Rhode Island,44
2897189,null,7025,null,2782026,null,7507,null,2707363,null,7401,null,74663,null,4731,null,60353,null,4731,null,14310,null,2333,null,115163,null,6805,null,29346,null,2661,null,85817,null,6380,null,31234,null,3883,null,54583,null,5008,null,0400000US45,South Carolina,45
656066,null,3242,null,646828,null,3785,null,627422,null,4346,null,19406,null,2406,null,15035,null,2212,null,4371,null,1181,null,9238,null,2639,null,2957,null,739,null,6281,null,2587,null,3549,null,1904,null,2732,null,1169,null,0400000US46,South Dakota,46
4676830,null,7920,null,4536178,null,9254,null,4444075,null,9786,null,92103,null,6297,null,75241,null,5728,null,16862,null,2478,null,140652,null,10111,null,31678,null,3099,null,108974,null,9938,null,43468,null,5381,null,65506,null,7258,null,0400000US47,Tennessee,47
16823679,null,44046,null,14521168,null,39946,null,11439067,null,35188,null,3082101,null,37977,null,2434641,null,37452,null,647460,null,16949,null,2302511,null,36371,null,208247,null,11498,null,2094264,null,34845,null,628651,null,17076,null,1465613,null,29716,null,0400000US48,Texas,48
2254268,null,7641,null,2131740,null,7535,null,2010562,null,8962,null,121178,null,7190,null,103062,null,6476,null,18116,null,2332,null,122528,null,6954,null,28418,null,3423,null,94110,null,7096,null,38976,null,4157,null,55134,null,5165,null,0400000US49,Utah,49
565311,null,1175,null,550433,null,2067,null,539220,null,2472,null,11213,null,1498,null,9710,null,1299,null,1503,null,479,null,14878,null,1912,null,7432,null,1160,null,7446,null,1463,null,4698,null,1153,null,2748,null,790,null,0400000US50,Vermont,50
5221450,null,11120,null,4894808,null,12286,null,4702334,null,13045,null,192474,null,9073,null,160889,null,7781,null,31585,null,3357,null,326642,null,12713,null,69117,null,4360,null,257525,null,12357,null,126782,null,8384,null,130743,null,8272,null,0400000US51,Virginia,51
5025741,null,11772,null,4674801,null,14020,null,4448859,null,15148,null,225942,null,9016,null,186822,null,8339,null,39120,null,3502,null,350940,null,14186,null,102043,null,5214,null,248897,null,13299,null,103673,null,6528,null,145224,null,9966,null,0400000US53,Washington,53
1618805,null,2532,null,1609032,null,2830,null,1589622,null,3545,null,19410,null,2572,null,14116,null,2125,null,5294,null,1066,null,9773,null,1775,null,3810,null,987,null,5963,null,1480,null,4321,null,1170,null,1642,null,740,null,0400000US54,West Virginia,54
4707243,null,6473,null,4567117,null,8384,null,4391781,null,9676,null,175336,null,7229,null,139286,null,6728,null,36050,null,2728,null,140126,null,7959,null,30669,null,2992,null,109457,null,7550,null,44264,null,4902,null,65193,null,4945,null,0400000US55,Wisconsin,55
463290,null,1845,null,453020,null,2413,null,437980,null,2873,null,15040,null,2195,null,13198,null,2186,null,1842,null,845,null,10270,null,1974,null,2587,null,824,null,7683,null,1898,null,3689,null,1168,null,3994,null,1433,null,0400000US56,Wyoming,56
2716324,null,21233,null,2662425,null,21409,null,136769,null,8854,null,2525656,null,21731,null,400899,null,12556,null,2124757,null,20152,null,53899,null,5220,null,1937,null,647,null,51962,null,5282,null,11124,null,1540,null,40838,null,4714,null,0400000US72,Puerto Rico,72
