C17026_001E,C17026_001EA,C17026_001M,C17026_001MA,C17026_002E,C17026_002EA,C17026_002M,C17026_002MA,C17026_003E,C17026_003EA,C17026_003M,C17026_003MA,C17026_004E,C17026_004EA,C17026_004M,C17026_004MA,C17026_005E,C17026_005EA,C17026_005M,C17026_005MA,C17026_006E,C17026_006EA,C17026_006M,C17026_006MA,C17026_007E,C17026_007EA,C17026_007M,C17026_007MA,C17026_008E,C17026_008EA,C17026_008M,C17026_008MA,GEO_ID,NAME,state
1163764,null,13110,null,64520,null,5003,null,85228,null,5072,null,51287,null,3945,null,53287,null,3640,null,82238,null,4846,null,25327,null,2241,null,801877,null,11251,null,0400000US45,South Carolina,45
204649,null,4183,null,8071,null,1436,null,10422,null,1610,null,9003,null,1648,null,8533,null,1349,null,11158,null,1454,null,5291,null,1004,null,152171,null,3749,null,0400000US46,South Dakota,46
1638789,null,13739,null,90147,null,4973,null,124538,null,5504,null,70647,null,4338,null,80124,null,5347,null,110584,null,4918,null,43706,null,3885,null,1119043,null,13962,null,0400000US47,Tennessee,47
5956367,null,25065,null,314472,null,10820,null,485161,null,11950,null,280290,null,9077,null,295258,null,7787,null,383329,null,10351,null,152138,null,6268,null,4045719,null,20792,null,0400000US48,Texas,48
648732,null,7081,null,20277,null,2399,null,30430,null,2649,null,23017,null,2747,null,25491,null,2548,null,39460,null,2988,null,19646,null,1864,null,490411,null,7135,null,0400000US49,Utah,49
159445,null,3177,null,4345,null,939,null,7299,null,1135,null,4705,null,1020,null,4015,null,825,null,9124,null,1103,null,2879,null,644,null,127078,null,3191,null,0400000US50,Vermont,50
1987501,null,16748,null,62547,null,3857,null,85819,null,5370,null,56369,null,4455,null,60079,null,3860,null,94248,null,4622,null,40772,null,3585,null,1587667,null,16199,null,0400000US51,Virginia,51
1650519,null,12840,null,52054,null,3726,null,81172,null,4826,null,51022,null,3521,null,55130,null,3102,null,83473,null,4755,null,31422,null,2645,null,1296246,null,11630,null,0400000US53,Washington,53
492279,null,6996,null,27228,null,2760,null,41045,null,3410,null,21583,null,2284,null,23371,null,2182,null,31721,null,2579,null,14249,null,1876,null,333082,null,7225,null,0400000US54,West Virginia,54
1476615,null,10171,null,46785,null,3063,null,74594,null,4308,null,44890,null,3058,null,48443,null,2871,null,72230,null,3074,null,35602,null,2421,null,1154071,null,10673,null,0400000US55,Wisconsin,55
143459,null,3621,null,2434,null,782,null,6622,null,1216,null,4380,null,935,null,4476,null,999,null,7913,null,1366,null,3346,null,1039,null,114288,null,3710,null,0400000US56,Wyoming,56
877711,null,8137,null,189921,null,4741,null,172319,null,5535,null,78395,null,3889,null,70190,null,3573,null,76035,null,3760,null,28001,null,2508,null,262850,null,5606,null,0400000US72,Puerto Rico,72
