C17023_001E,C17023_001EA,C17023_001M,C17023_001MA,C17023_002E,C17023_002EA,C17023_002M,C17023_002MA,C17023_003E,C17023_003EA,C17023_003M,C17023_003MA,C17023_004E,C17023_004EA,C17023_004M,C17023_004MA,C17023_005E,C17023_005EA,C17023_005M,C17023_005MA,C17023_006E,C17023_006EA,C17023_006M,C17023_006MA,C17023_007E,C17023_007EA,C17023_007M,C17023_007MA,C17023_008E,C17023_008EA,C17023_008M,C17023_008MA,C17023_009E,C17023_009EA,C17023_009M,C17023_009MA,C17023_010E,C17023_010EA,C17023_010M,C17023_010MA,C17023_011E,C17023_011EA,C17023_011M,C17023_011MA,C17023_012E,C17023_012EA,C17023_012M,C17023_012MA,C17023_013E,C17023_013EA,C17023_013M,C17023_013MA,C17023_014E,C17023_014EA,C17023_014M,C17023_014MA,C17023_015E,C17023_015EA,C17023_015M,C17023_015MA,C17023_016E,C17023_016EA,C17023_016M,C17023_016MA,C17023_017E,C17023_017EA,C17023_017M,C17023_017MA,C17023_018E,C17023_018EA,C17023_018M,C17023_018MA,C17023_019E,C17023_019EA,C17023_019M,C17023_019MA,C17023_020E,C17023_020EA,C17023_020M,C17023_020MA,C17023_021E,C17023_021EA,C17023_021M,C17023_021MA,C17023_022E,C17023_022EA,C17023_022M,C17023_022MA,C17023_023E,C17023_023EA,C17023_023M,C17023_023MA,GEO_ID,NAME,state
2370143,null,18487,null,300948,null,7887,null,104511,null,5549,null,44602,null,3574,null,59909,null,4416,null,196437,null,7528,null,28515,null,3514,null,11223,null,1908,null,17292,null,2700,null,167922,null,6475,null,43687,null,3256,null,124235,null,5851,null,2069195,null,19185,null,1572319,null,16668,null,897358,null,12295,null,674961,null,12611,null,496876,null,12609,null,130358,null,5905,null,71107,null,4619,null,59251,null,4620,null,366518,null,10699,null,176658,null,6516,null,189860,null,7717,null,0400000US13,Georgia,13
310366,null,5604,null,23281,null,2354,null,9055,null,1585,null,4375,null,1162,null,4680,null,1167,null,14226,null,2049,null,2475,null,1073,null,389,null,332,null,2086,null,1053,null,11751,null,1735,null,2208,null,755,null,9543,null,1613,null,287085,null,5680,null,219809,null,5770,null,131473,null,4846,null,88336,null,4053,null,67276,null,3946,null,23392,null,2619,null,13454,null,1882,null,9938,null,1869,null,43884,null,3066,null,28172,null,2533,null,15712,null,2072,null,0400000US15,Hawaii,15
397214,null,6069,null,39387,null,3021,null,20497,null,2073,null,7497,null,1499,null,13000,null,1695,null,18890,null,2344,null,3353,null,1013,null,647,null,408,null,2706,null,961,null,15537,null,2041,null,2259,null,707,null,13278,null,1982,null,357827,null,6663,null,301298,null,6746,null,171995,null,4451,null,129303,null,4461,null,56529,null,3451,null,20291,null,2462,null,8650,null,1734,null,11641,null,1916,null,36238,null,2604,null,14916,null,1819,null,21322,null,2150,null,0400000US16,Idaho,16
3120138,null,16955,null,309309,null,9787,null,98400,null,5197,null,33230,null,2353,null,65170,null,4866,null,210909,null,7259,null,34020,null,3359,null,10721,null,1880,null,23299,null,2709,null,176889,null,6900,null,41059,null,2960,null,135830,null,6287,null,2810829,null,16463,null,2211626,null,16947,null,1266086,null,11734,null,945540,null,11504,null,599203,null,10562,null,180743,null,5658,null,100856,null,4598,null,79887,null,4421,null,418460,null,9853,null,218574,null,6395,null,199886,null,6003,null,0400000US17,Illinois,17
1657555,null,11425,null,177908,null,6746,null,59310,null,3677,null,23500,null,2222,null,35810,null,3329,null,118598,null,5874,null,19695,null,2798,null,5484,null,1301,null,14211,null,2371,null,98903,null,5041,null,17604,null,2106,null,81299,null,4873,null,1479647,null,12225,null,1192040,null,12080,null,717176,null,8717,null,474864,null,8286,null,287607,null,8362,null,86147,null,4953,null,41011,null,3063,null,45136,null,3362,null,201460,null,6813,null,101032,null,4384,null,100428,null,4867,null,0400000US18,Indiana,18
798262,null,8113,null,61180,null,3975,null,20689,null,1889,null,7938,null,1123,null,12751,null,1621,null,40491,null,3385,null,6299,null,1425,null,1270,null,596,null,5029,null,1192,null,34192,null,3013,null,3155,null,776,null,31037,null,2870,null,737082,null,7320,null,615652,null,7776,null,379873,null,6035,null,235779,null,5147,null,121430,null,4191,null,41666,null,3046,null,17941,null,1875,null,23725,null,2453,null,79764,null,3272,null,33450,null,2387,null,46314,null,2746,null,0400000US19,Iowa,19
722181,null,7254,null,64861,null,3723,null,22406,null,2140,null,7442,null,1095,null,14964,null,1784,null,42455,null,3121,null,7363,null,1448,null,1936,null,684,null,5427,null,1248,null,35092,null,2708,null,4910,null,1026,null,30182,null,2570,null,657320,null,7464,null,535242,null,6802,null,316511,null,5210,null,218731,null,4834,null,122078,null,4939,null,41295,null,2835,null,17955,null,2080,null,23340,null,2401,null,80783,null,3849,null,36954,null,2725,null,43829,null,3045,null,0400000US20,Kansas,20
1146621,null,11765,null,164977,null,6536,null,62709,null,4360,null,28364,null,2425,null,34345,null,3490,null,102268,null,5046,null,14760,null,2054,null,4813,null,935,null,9947,null,1932,null,87508,null,4843,null,18881,null,2055,null,68627,null,4564,null,981644,null,10597,null,792967,null,11598,null,488214,null,8593,null,304753,null,7826,null,188677,null,7046,null,54476,null,3738,null,30852,null,2549,null,23624,null,2918,null,134201,null,5653,null,67555,null,4501,null,66646,null,4890,null,0400000US21,Kentucky,21
1128899,null,12816,null,149644,null,6791,null,36994,null,3053,null,19863,null,2344,null,17131,null,2309,null,112650,null,6016,null,10697,null,1790,null,4278,null,1048,null,6419,null,1295,null,101953,null,5828,null,28879,null,3112,null,73074,null,4928,null,979255,null,11421,null,737017,null,10693,null,438638,null,7244,null,298379,null,7510,null,242238,null,7610,null,67076,null,4023,null,35462,null,3336,null,31614,null,3095,null,175162,null,6398,null,92445,null,4506,null,82717,null,4904,null,0400000US22,Louisiana,22
347561,null,5549,null,28937,null,2543,null,10257,null,1377,null,4858,null,889,null,5399,null,1090,null,18680,null,2088,null,3718,null,837,null,716,null,343,null,3002,null,815,null,14962,null,1970,null,2046,null,609,null,12916,null,1714,null,318624,null,5723,null,260886,null,4738,null,172414,null,3849,null,88472,null,3497,null,57738,null,3391,null,17340,null,1721,null,8166,null,1204,null,9174,null,1301,null,40398,null,3028,null,17593,null,1669,null,22805,null,2429,null,0400000US23,Maine,23
1391688,null,11881,null,85358,null,5051,null,23552,null,2560,null,12092,null,1895,null,11460,null,1776,null,61806,null,4083,null,8390,null,1732,null,2418,null,873,null,5972,null,1519,null,53416,null,3838,null,10951,null,1592,null,42465,null,3498,null,1306330,null,11281,null,988605,null,11687,null,566886,null,9101,null,421719,null,8284,null,317725,null,8887,null,81515,null,5040,null,44883,null,3529,null,36632,null,3407,null,236210,null,6583,null,113383,null,5265,null,122827,null,4692,null,0400000US24,Maryland,24
1557057,null,14586,null,108611,null,5573,null,31035,null,2764,null,16198,null,2077,null,14837,null,1808,null,77576,null,4989,null,11346,null,1914,null,3808,null,1152,null,7538,null,1418,null,66230,null,4308,null,13131,null,1833,null,53099,null,3694,null,1448446,null,13792,null,1137475,null,12395,null,645979,null,9488,null,491496,null,9350,null,310971,null,8597,null,87310,null,5203,null,53682,null,4034,null,33628,null,3530,null,223661,null,7132,null,121428,null,4401,null,102233,null,5468,null,0400000US25,Massachusetts,25
2523758,null,15653,null,292116,null,8264,null,101342,null,5570,null,37309,null,2982,null,64033,null,4028,null,190774,null,7336,null,32429,null,3343,null,8999,null,1446,null,23430,null,2968,null,158345,null,6398,null,32209,null,2913,null,126136,null,6035,null,2231642,null,15674,null,1777042,null,14727,null,1082153,null,10144,null,694889,null,11390,null,454600,null,8577,null,134292,null,5803,null,73394,null,4129,null,60898,null,4391,null,320308,null,7168,null,162904,null,4821,null,157404,null,5560,null,0400000US26,Michigan,26
1349167,null,10514,null,94915,null,4456,null,35213,null,2973,null,13912,null,1807,null,21301,null,2034,null,59702,null,3792,null,10947,null,1702,null,2859,null,780,null,8088,null,1534,null,48755,null,3477,null,6397,null,1279,null,42358,null,3060,null,1254252,null,10299,null,1041481,null,9884,null,608594,null,6919,null,432887,null,6113,null,212771,null,6592,null,69479,null,3712,null,32775,null,2341,null,36704,null,3080,null,143292,null,5310,null,60822,null,3474,null,82470,null,4041,null,0400000US27,Minnesota,27
754131,null,10408,null,130544,null,5589,null,35111,null,3000,null,17317,null,2069,null,17794,null,2183,null,95433,null,5752,null,13138,null,2109,null,4135,null,1147,null,9003,null,1630,null,82295,null,5233,null,23536,null,2388,null,58759,null,4275,null,623587,null,10341,null,471416,null,9998,null,292073,null,6405,null,179343,null,5969,null,152171,null,6531,null,41253,null,3870,null,21544,null,2631,null,19709,null,3007,null,110918,null,5183,null,57970,null,3624,null,52948,null,4095,null,0400000US28,Mississippi,28
1543375,null,10732,null,168472,null,6261,null,52405,null,3632,null,20594,null,2048,null,31811,null,2625,null,116067,null,5060,null,20124,null,2631,null,6135,null,1482,null,13989,null,2274,null,95943,null,4447,null,16212,null,1843,null,79731,null,4077,null,1374903,null,10549,null,1100491,null,10917,null,679142,null,7814,null,421349,null,9156,null,274412,null,8547,null,77778,null,4667,null,38832,null,3157,null,38946,null,3455,null,196634,null,6558,null,94794,null,4271,null,101840,null,4972,null,0400000US29,Missouri,29
235940,null,5112,null,23429,null,2087,null,8916,null,1071,null,3808,null,703,null,5108,null,887,null,14513,null,2071,null,3435,null,1079,null,464,null,357,null,2971,null,1089,null,11078,null,1821,null,1828,null,618,null,9250,null,1762,null,212511,null,5143,null,179050,null,5420,null,119152,null,3932,null,59898,null,3601,null,33461,null,2528,null,11148,null,1846,null,5732,null,1383,null,5416,null,1060,null,22313,null,1969,null,10591,null,1280,null,11722,null,1683,null,0400000US30,Montana,30
457966,null,6887,null,38557,null,2744,null,14374,null,1785,null,4655,null,763,null,9719,null,1619,null,24183,null,2526,null,3648,null,948,null,694,null,363,null,2954,null,852,null,20535,null,2404,null,3061,null,699,null,17474,null,2350,null,419409,null,6807,null,347996,null,6732,null,204844,null,4799,null,143152,null,4462,null,71413,null,3849,null,21953,null,2234,null,11617,null,1702,null,10336,null,1497,null,49460,null,3217,null,20959,null,1875,null,28501,null,2791,null,0400000US31,Nebraska,31
632236,null,9999,null,56721,null,4188,null,22584,null,3137,null,6965,null,1453,null,15619,null,2516,null,34137,null,3233,null,6298,null,1176,null,2271,null,721,null,4027,null,1104,null,27839,null,3264,null,5052,null,1185,null,22787,null,3045,null,575515,null,10266,null,429330,null,8570,null,247643,null,6462,null,181687,null,6779,null,146185,null,6763,null,54049,null,3894,null,28857,null,3038,null,25192,null,2709,null,92136,null,5206,null,44159,null,3273,null,47977,null,4040,null,0400000US32,Nevada,32
336491,null,4797,null,18672,null,2131,null,6252,null,985,null,3113,null,643,null,3139,null,806,null,12420,null,1878,null,1567,null,703,null,130,null,121,null,1437,null,682,null,10853,null,1940,null,1531,null,568,null,9322,null,1900,null,317819,null,4419,null,264674,null,5243,null,159621,null,3673,null,105053,null,4258,null,53145,null,3319,null,18197,null,1956,null,8796,null,1290,null,9401,null,1531,null,34948,null,2807,null,15070,null,1941,null,19878,null,2005,null,0400000US33,New Hampshire,33
2172031,null,12552,null,151004,null,6997,null,47075,null,3821,null,19596,null,2386,null,27479,null,2437,null,103929,null,5159,null,15637,null,2234,null,6263,null,1314,null,9374,null,1876,null,88292,null,4856,null,17790,null,2155,null,70502,null,4587,null,2021027,null,12469,null,1564429,null,14111,null,863522,null,11313,null,700907,null,11421,null,456598,null,9351,null,131582,null,5353,null,77443,null,4229,null,54139,null,3573,null,325016,null,7343,null,175737,null,4535,null,149279,null,6290,null,0400000US34,New Jersey,34
489296,null,6847,null,66461,null,4543,null,25798,null,2921,null,10152,null,1379,null,15646,null,2459,null,40663,null,3393,null,8771,null,1983,null,2592,null,969,null,6179,null,1737,null,31892,null,3186,null,7421,null,1405,null,24471,null,2830,null,422835,null,7011,null,321282,null,6630,null,202528,null,4756,null,118754,null,5397,null,101553,null,5084,null,33216,null,3038,null,15202,null,1873,null,18014,null,2628,null,68337,null,4166,null,33097,null,2823,null,35240,null,3319,null,0400000US35,New Mexico,35
4606840,null,20341,null,498217,null,11254,null,168173,null,7418,null,68765,null,4662,null,99408,null,6057,null,330044,null,8981,null,50477,null,4156,null,17128,null,2216,null,33349,null,3112,null,279567,null,8349,null,66271,null,4210,null,213296,null,6901,null,4108623,null,20904,null,3046425,null,20522,null,1757879,null,15711,null,1288546,null,13767,null,1062198,null,15982,null,291659,null,9969,null,180376,null,7129,null,111283,null,6214,null,770539,null,11584,null,426354,null,9408,null,344185,null,9314,null,0400000US36,New York,36
2430277,null,20042,null,289323,null,9095,null,97647,null,5157,null,39191,null,2904,null,58456,null,3921,null,191676,null,7352,null,31555,null,3375,null,10109,null,1855,null,21446,null,2887,null,160121,null,6604,null,34967,null,2686,null,125154,null,6171,null,2140954,null,19158,null,1693868,null,15236,null,1040198,null,11344,null,653670,null,11466,null,447086,null,11562,null,126713,null,6836,null,65929,null,4757,null,60784,null,4833,null,320373,null,9551,null,156382,null,6201,null,163991,null,7614,null,0400000US37,North Carolina,37
172152,null,3488,null,11336,null,1498,null,3993,null,762,null,1807,null,440,null,2186,null,639,null,7343,null,1332,null,1198,null,494,null,128,null,133,null,1070,null,472,null,6145,null,1284,null,992,null,380,null,5153,null,1265,null,160816,null,3639,null,136855,null,2676,null,85163,null,2298,null,51692,null,2132,null,23961,null,2037,null,8558,null,1420,null,4437,null,991,null,4121,null,865,null,15403,null,1397,null,6574,null,1099,null,8829,null,1185,null,0400000US38,North Dakota,38
2947214,null,14853,null,328032,null,9616,null,94901,null,4419,null,36948,null,2706,null,57953,null,3503,null,233131,null,7879,null,34516,null,3977,null,8535,null,1340,null,25981,null,3430,null,198615,null,6783,null,37344,null,3135,null,161271,null,6197,null,2619182,null,15194,null,2076132,null,16644,null,1282054,null,13763,null,794078,null,10716,null,543050,null,10023,null,155705,null,7285,null,80726,null,5551,null,74979,null,5089,null,387345,null,8086,null,195257,null,6550,null,192088,null,6382,null,0400000US39,Ohio,39
949299,null,9633,null,115114,null,5201,null,41788,null,2978,null,17040,null,1813,null,24748,null,2531,null,73326,null,4391,null,10680,null,1483,null,3028,null,771,null,7652,null,1444,null,62646,null,4126,null,11742,null,1788,null,50904,null,3417,null,834185,null,8985,null,661532,null,10274,null,401521,null,6653,null,260011,null,7421,null,172653,null,5746,null,59493,null,3895,null,26430,null,2461,null,33063,null,2768,null,113160,null,4290,null,56116,null,3122,null,57044,null,3663,null,0400000US40,Oklahoma,40
956627,null,9956,null,94215,null,4875,null,36990,null,3607,null,14557,null,1698,null,22433,null,2790,null,57225,null,3683,null,11484,null,1885,null,3083,null,1049,null,8401,null,1739,null,45741,null,3617,null,8047,null,1516,null,37694,null,3357,null,862412,null,10210,null,702741,null,11244,null,439916,null,8033,null,262825,null,7706,null,159671,null,5876,null,51123,null,3559,null,26515,null,2519,null,24608,null,2765,null,108548,null,5148,null,51404,null,3585,null,57144,null,3646,null,0400000US41,Oregon,41
3195832,null,16060,null,275187,null,7919,null,88924,null,4217,null,43189,null,2784,null,45735,null,3592,null,186263,null,7666,null,28389,null,3049,null,7960,null,1363,null,20429,null,2728,null,157874,null,6311,null,31222,null,3196,null,126652,null,5647,null,2920645,null,15284,null,2325508,null,15399,null,1440920,null,12389,null,884588,null,10054,null,595137,null,12240,null,177273,null,6347,null,98381,null,4292,null,78892,null,4861,null,417864,null,10171,null,224983,null,7427,null,192881,null,6717,null,0400000US42,Pennsylvania,42
257514,null,5605,null,22067,null,2482,null,5879,null,1271,null,2891,null,982,null,2988,null,822,null,16188,null,2128,null,1802,null,793,null,475,null,465,null,1327,null,681,null,14386,null,1936,null,2263,null,734,null,12123,null,1834,null,235447,null,5403,null,181313,null,5026,null,109668,null,4359,null,71645,null,3389,null,54134,null,3917,null,15131,null,2457,null,7542,null,1455,null,7589,null,1631,null,39003,null,3107,null,20149,null,2426,null,18854,null,2444,null,0400000US44,Rhode Island,44
1163764,null,13110,null,149748,null,6647,null,46966,null,3604,null,21918,null,2648,null,25048,null,2756,null,102782,null,5888,null,15048,null,2407,null,5472,null,1257,null,9576,null,2038,null,87734,null,5362,null,22264,null,2356,null,65470,null,4819,null,1014016,null,12500,null,786340,null,11001,null,504876,null,8598,null,281464,null,7528,null,227676,null,7403,null,60270,null,4360,null,31168,null,2747,null,29102,null,3072,null,167406,null,6739,null,87081,null,4407,null,80325,null,5462,null,0400000US45,South Carolina,45
204649,null,4183,null,18493,null,2237,null,7154,null,1588,null,2803,null,646,null,4351,null,1215,null,11339,null,1466,null,2325,null,641,null,781,null,318,null,1544,null,599,null,9014,null,1422,null,2073,null,572,null,6941,null,1281,null,186156,null,4156,null,155000,null,3764,null,93207,null,2812,null,61793,null,2740,null,31156,null,2658,null,8362,null,1349,null,4277,null,897,null,4085,null,878,null,22794,null,2266,null,8915,null,1041,null,13879,null,1911,null,0400000US46,South Dakota,46
1638789,null,13739,null,214685,null,7558,null,78823,null,4871,null,36856,null,3034,null,41967,null,3792,null,135862,null,5364,null,22119,null,2920,null,6433,null,1257,null,15686,null,2938,null,113743,null,4942,null,28296,null,2540,null,85447,null,4549,null,1424104,null,13638,null,1128489,null,12403,null,697454,null,10591,null,431035,null,7591,null,295615,null,9006,null,84645,null,5087,null,43933,null,3549,null,40712,null,3712,null,210970,null,7209,null,113288,null,4558,null,97682,null,5431,null,0400000US47,Tennessee,47
5956367,null,25065,null,799633,null,15159,null,332724,null,9982,null,106965,null,6092,null,225759,null,8500,null,466909,null,10623,null,70648,null,4616,null,24958,null,2496,null,45690,null,4155,null,396261,null,10177,null,83198,null,4771,null,313063,null,9604,null,5156734,null,23859,null,3981026,null,23616,null,2186836,null,19821,null,1794190,null,17157,null,1175708,null,17368,null,363596,null,10296,null,203892,null,7591,null,159704,null,7661,null,812112,null,15034,null,393384,null,9878,null,418728,null,12854,null,0400000US48,Texas,48
648732,null,7081,null,50707,null,3659,null,27036,null,2587,null,9389,null,1404,null,17647,null,2060,null,23671,null,2690,null,4468,null,984,null,1461,null,549,null,3007,null,911,null,19203,null,2406,null,3985,null,1020,null,15218,null,2022,null,598025,null,6893,null,505782,null,6481,null,247173,null,4869,null,258609,null,5692,null,92243,null,5038,null,30275,null,2664,null,15175,null,1869,null,15100,null,1959,null,61968,null,4159,null,30421,null,3290,null,31547,null,2838,null,0400000US49,Utah,49
159445,null,3177,null,11644,null,1501,null,4204,null,742,null,2182,null,649,null,2022,null,599,null,7440,null,1224,null,1021,null,335,null,115,null,99,null,906,null,339,null,6419,null,1154,null,494,null,257,null,5925,null,1181,null,147801,null,3398,null,121318,null,3180,null,76082,null,2432,null,45236,null,2459,null,26483,null,2010,null,8842,null,1232,null,3783,null,901,null,5059,null,977,null,17641,null,1577,null,7102,null,965,null,10539,null,1309,null,0400000US50,Vermont,50
1987501,null,16748,null,148366,null,6488,null,50172,null,4488,null,22302,null,2626,null,27870,null,3408,null,98194,null,4594,null,13413,null,2020,null,4543,null,968,null,8870,null,1944,null,84781,null,4420,null,17544,null,1970,null,67237,null,4135,null,1839135,null,15687,null,1459336,null,16139,null,850047,null,12188,null,609289,null,10973,null,379799,null,8134,null,110247,null,5350,null,56647,null,3999,null,53600,null,4353,null,269552,null,6672,null,135491,null,4737,null,134061,null,6135,null,0400000US51,Virginia,51
1650519,null,12840,null,133226,null,6164,null,51036,null,3264,null,20011,null,1991,null,31025,null,2967,null,82190,null,4571,null,14716,null,1841,null,4041,null,923,null,10675,null,1717,null,67474,null,4533,null,10610,null,1612,null,56864,null,4246,null,1517293,null,13552,null,1233243,null,12325,null,730407,null,10149,null,502836,null,8967,null,284050,null,8294,null,97477,null,5584,null,47630,null,3752,null,49847,null,3556,null,186573,null,6368,null,84268,null,4100,null,102305,null,5176,null,0400000US53,Washington,53
492279,null,6996,null,68273,null,3523,null,28694,null,2815,null,14179,null,1853,null,14515,null,1845,null,39579,null,2774,null,7620,null,1827,null,2534,null,966,null,5086,null,1342,null,31959,null,2503,null,7869,null,1226,null,24090,null,2166,null,424006,null,7449,null,349111,null,7548,null,229641,null,5794,null,119470,null,5092,null,74895,null,3627,null,24316,null,2453,null,14284,null,1819,null,10032,null,1667,null,50579,null,2867,null,30883,null,2347,null,19696,null,1990,null,0400000US54,West Virginia,54
1476615,null,10171,null,121379,null,4876,null,37411,null,2524,null,15096,null,1564,null,22315,null,2080,null,83968,null,4243,null,14972,null,1955,null,3287,null,749,null,11685,null,1640,null,68996,null,3744,null,8853,null,1693,null,60143,null,3513,null,1355236,null,11067,null,1111201,null,10410,null,677996,null,6732,null,433205,null,6933,null,244035,null,6369,null,82954,null,4652,null,39153,null,2456,null,43801,null,4077,null,161081,null,5284,null,72030,null,2949,null,89051,null,4357,null,0400000US55,Wisconsin,55
143459,null,3621,null,9056,null,1401,null,3966,null,1047,null,1526,null,679,null,2440,null,947,null,5090,null,1058,null,627,null,389,null,51,null,58,null,576,null,394,null,4463,null,999,null,788,null,455,null,3675,null,894,null,134403,null,3708,null,112384,null,4005,null,68650,null,3228,null,43734,null,2686,null,22019,null,1940,null,9009,null,1249,null,3571,null,809,null,5438,null,1106,null,13010,null,1630,null,6098,null,1105,null,6912,null,1224,null,0400000US56,Wyoming,56
