C17001H_001E,C17001H_001EA,C17001H_001M,C17001H_001MA,C17001H_002E,C17001H_002EA,C17001H_002M,C17001H_002MA,C17001H_003E,C17001H_003EA,C17001H_003M,C17001H_003MA,C17001H_004E,C17001H_004EA,C17001H_004M,C17001H_004MA,C17001H_005E,C17001H_005EA,C17001H_005M,C17001H_005MA,C17001H_006E,C17001H_006EA,C17001H_006M,C17001H_006MA,C17001H_007E,C17001H_007EA,C17001H_007M,C17001H_007MA,C17001H_008E,C17001H_008EA,C17001H_008M,C17001H_008MA,C17001H_009E,C17001H_009EA,C17001H_009M,C17001H_009MA,C17001H_010E,C17001H_010EA,C17001H_010M,C17001H_010MA,C17001H_011E,C17001H_011EA,C17001H_011M,C17001H_011MA,C17001H_012E,C17001H_012EA,C17001H_012M,C17001H_012MA,C17001H_013E,C17001H_013EA,C17001H_013M,C17001H_013MA,C17001H_014E,C17001H_014EA,C17001H_014M,C17001H_014MA,C17001H_015E,C17001H_015EA,C17001H_015M,C17001H_015MA,C17001H_016E,C17001H_016EA,C17001H_016M,C17001H_016MA,C17001H_017E,C17001H_017EA,C17001H_017M,C17001H_017MA,C17001H_018E,C17001H_018EA,C17001H_018M,C17001H_018MA,C17001H_019E,C17001H_019EA,C17001H_019M,C17001H_019MA,GEO_ID,NAME,state
5494258,null,10521,null,567318,null,21999,null,250277,null,11475,null,74212,null,5964,null,156402,null,7826,null,19663,null,1829,null,317041,null,13028,null,70012,null,7187,null,204719,null,7998,null,42310,null,2668,null,4926940,null,23834,null,2439878,null,14568,null,575871,null,7647,null,1566099,null,9912,null,297908,null,1947,null,2487062,null,14018,null,548486,null,7899,null,1564621,null,8281,null,373955,null,3030,null,0400000US13,Georgia,13
314928,null,1981,null,32947,null,4522,null,16039,null,3127,null,3416,null,1397,null,12001,null,2519,null,622,null,311,null,16908,null,2274,null,3110,null,1112,null,12361,null,1691,null,1437,null,437,null,281981,null,4604,null,155490,null,3329,null,24741,null,1641,null,110585,null,2766,null,20164,null,634,null,126491,null,2721,null,21855,null,1413,null,84441,null,1855,null,20195,null,546,null,0400000US15,Hawaii,15
1277883,null,2209,null,156824,null,10276,null,71489,null,5628,null,22553,null,2712,null,44699,null,3916,null,4237,null,867,null,85335,null,6230,null,23592,null,3272,null,52214,null,3810,null,9529,null,1384,null,1121059,null,10371,null,565704,null,5786,null,141053,null,2786,null,350157,null,4200,null,74494,null,1101,null,555355,null,6509,null,129846,null,3415,null,343085,null,3656,null,82424,null,1789,null,0400000US16,Idaho,16
8103990,null,7243,null,692547,null,21167,null,297891,null,12356,null,82896,null,5857,null,192873,null,9219,null,22122,null,2775,null,394656,null,12507,null,90260,null,6621,null,249261,null,8437,null,55135,null,3757,null,7411443,null,22877,null,3675575,null,12514,null,785794,null,6768,null,2403308,null,9418,null,486473,null,3386,null,3735868,null,15052,null,739415,null,7200,null,2357400,null,9683,null,639053,null,5129,null,0400000US17,Illinois,17
5155684,null,5222,null,582263,null,17349,null,256461,null,10299,null,87064,null,6094,null,155100,null,6529,null,14297,null,1441,null,325802,null,10131,null,80176,null,4838,null,209384,null,7320,null,36242,null,2841,null,4573421,null,18715,null,2282207,null,12842,null,522615,null,7423,null,1467930,null,8158,null,291662,null,2025,null,2291214,null,11976,null,496563,null,5479,null,1420239,null,8787,null,374412,null,3566,null,0400000US18,Indiana,18
2616075,null,2618,null,272433,null,11315,null,117942,null,6285,null,37574,null,3547,null,72128,null,4351,null,8240,null,1119,null,154491,null,7457,null,38873,null,3863,null,95206,null,4315,null,20412,null,1601,null,2343642,null,11626,null,1171439,null,6608,null,262347,null,3868,null,745021,null,5071,null,164071,null,1433,null,1172203,null,8389,null,247467,null,4340,null,715508,null,4880,null,209228,null,1965,null,0400000US19,Iowa,19
2188895,null,3576,null,233887,null,11626,null,102037,null,6388,null,29494,null,3656,null,66140,null,3933,null,6403,null,989,null,131850,null,7242,null,31432,null,3711,null,85558,null,4708,null,14860,null,1468,null,1955008,null,11017,null,976422,null,5870,null,223751,null,3727,null,624479,null,3832,null,128192,null,1554,null,978586,null,7270,null,210423,null,4330,null,605351,null,4909,null,162812,null,2033,null,0400000US20,Kansas,20
3664116,null,4558,null,617327,null,19742,null,271129,null,10426,null,92790,null,5808,null,158732,null,6879,null,19607,null,2024,null,346198,null,12049,null,92233,null,6338,null,211957,null,7050,null,42008,null,2800,null,3046789,null,21358,null,1514141,null,11610,null,323607,null,6830,null,991989,null,7489,null,198545,null,2174,null,1532648,null,12247,null,310452,null,6506,null,975765,null,7437,null,246431,null,3137,null,0400000US21,Kentucky,21
2693861,null,5192,null,285013,null,13808,null,111753,null,6664,null,33423,null,4014,null,68526,null,4626,null,9804,null,1461,null,173260,null,9291,null,37763,null,4270,null,109802,null,6797,null,25695,null,2226,null,2408848,null,14504,null,1206877,null,7979,null,269978,null,4353,null,778408,null,5422,null,158491,null,1589,null,1201971,null,10250,null,253734,null,4703,null,753467,null,7275,null,194770,null,3126,null,0400000US22,Louisiana,22
1208890,null,4070,null,137878,null,7804,null,57408,null,4047,null,16093,null,1955,null,35448,null,2882,null,5867,null,1039,null,80470,null,4789,null,20205,null,2538,null,49654,null,3091,null,10611,null,1418,null,1071012,null,8535,null,531659,null,4709,null,105166,null,2277,null,347579,null,3364,null,78914,null,1165,null,539353,null,5305,null,95740,null,2826,null,345530,null,3329,null,98083,null,1561,null,0400000US23,Maine,23
3161514,null,4834,null,196897,null,10546,null,86203,null,6294,null,20558,null,2999,null,57314,null,4609,null,8331,null,1303,null,110694,null,6620,null,20909,null,3038,null,68612,null,4790,null,21173,null,2055,null,2964617,null,11305,null,1456969,null,6548,null,316573,null,3560,null,940600,null,4876,null,199796,null,1656,null,1507648,null,7279,null,301543,null,3054,null,954566,null,5547,null,251539,null,2458,null,0400000US24,Maryland,24
4979655,null,6579,null,359596,null,14734,null,153818,null,7816,null,34250,null,3972,null,101533,null,5969,null,18035,null,1693,null,205778,null,10451,null,34677,null,4210,null,132482,null,7079,null,38619,null,2488,null,4620059,null,15728,null,2260802,null,9316,null,473720,null,3947,null,1485917,null,7062,null,301165,null,2105,null,2359257,null,10817,null,445897,null,4841,null,1510471,null,7650,null,402889,null,3135,null,0400000US25,Massachusetts,25
7548390,null,4847,null,908742,null,21360,null,410687,null,11474,null,128246,null,7062,null,257898,null,7619,null,24543,null,2678,null,498055,null,12996,null,122487,null,5810,null,317097,null,9062,null,58471,null,4000,null,6639648,null,22011,null,3310286,null,12249,null,708444,null,7427,null,2139466,null,8200,null,462376,null,3529,null,3329362,null,13127,null,667392,null,6163,null,2088358,null,8577,null,573612,null,4351,null,0400000US26,Michigan,26
4354790,null,3573,null,359021,null,13064,null,161302,null,7214,null,41080,null,3478,null,105729,null,5744,null,14493,null,1305,null,197719,null,8499,null,38296,null,3465,null,126260,null,5803,null,33163,null,2869,null,3995769,null,13104,null,1999545,null,8261,null,442118,null,3867,null,1307186,null,6417,null,250241,null,1622,null,1996224,null,8194,null,423830,null,3891,null,1268314,null,5649,null,304080,null,3003,null,0400000US27,Minnesota,27
1671187,null,3566,null,217889,null,13528,null,98084,null,6724,null,32876,null,3691,null,57629,null,4156,null,7579,null,1409,null,119805,null,8410,null,29293,null,3703,null,72459,null,5421,null,18053,null,2145,null,1453298,null,13226,null,724471,null,7503,null,165707,null,4384,null,452447,null,4663,null,106317,null,1562,null,728827,null,8150,null,150527,null,4031,null,444696,null,5643,null,133604,null,2694,null,0400000US28,Mississippi,28
4771835,null,4309,null,578417,null,19102,null,248777,null,11229,null,87111,null,6069,null,145875,null,7458,null,15791,null,1764,null,329640,null,11460,null,84402,null,5024,null,204464,null,7527,null,40774,null,2413,null,4193418,null,20194,null,2085356,null,12002,null,458150,null,6663,null,1339129,null,7982,null,288077,null,2351,null,2108062,null,11544,null,432744,null,5715,null,1318195,null,7560,null,357123,null,2635,null,0400000US29,Missouri,29
830836,null,2129,null,103281,null,7947,null,47692,null,4394,null,15318,null,2575,null,29138,null,3122,null,3236,null,633,null,55589,null,4899,null,12707,null,2066,null,35945,null,3511,null,6937,null,1178,null,727555,null,8002,null,367665,null,4604,null,73358,null,2628,null,238114,null,3174,null,56193,null,817,null,359890,null,5022,null,70881,null,2473,null,227385,null,3290,null,61624,null,1351,null,0400000US30,Montana,30
1450867,null,3648,null,139588,null,8516,null,57784,null,4559,null,13052,null,1971,null,40748,null,3505,null,3984,null,758,null,81804,null,5793,null,17667,null,2599,null,52323,null,4492,null,11814,null,1284,null,1311279,null,9621,null,655769,null,4962,null,152830,null,2852,null,415166,null,3431,null,87773,null,1074,null,655510,null,6403,null,142872,null,3068,null,402612,null,4636,null,110026,null,1610,null,0400000US31,Nebraska,31
1453591,null,3683,null,120870,null,10468,null,52902,null,5642,null,12358,null,2857,null,35153,null,3600,null,5391,null,1147,null,67968,null,6462,null,14669,null,2962,null,43448,null,4341,null,9851,null,1507,null,1332721,null,10957,null,683959,null,5912,null,133412,null,3709,null,446227,null,3436,null,104320,null,1215,null,648762,null,7136,null,122012,null,3621,null,414784,null,4662,null,111966,null,1627,null,0400000US32,Nevada,32
1192623,null,1800,null,90053,null,7404,null,40779,null,4551,null,12736,null,2692,null,24605,null,2515,null,3438,null,1563,null,49274,null,4490,null,9219,null,2242,null,32310,null,3036,null,7745,null,1297,null,1102570,null,7615,null,546399,null,4866,null,114699,null,2970,null,361902,null,2661,null,69798,null,1607,null,556171,null,4689,null,113358,null,2401,null,358707,null,3002,null,84106,null,1399,null,0400000US33,New Hampshire,33
5208792,null,6276,null,280397,null,13189,null,121540,null,7803,null,35999,null,4155,null,71143,null,4515,null,14398,null,1979,null,158857,null,7830,null,32291,null,3631,null,93001,null,5457,null,33565,null,2324,null,4928395,null,15099,null,2419843,null,8654,null,514219,null,4640,null,1555717,null,5666,null,349907,null,2230,null,2508552,null,10029,null,490082,null,4161,null,1550399,null,7101,null,468071,null,3497,null,0400000US34,New Jersey,34
808985,null,3906,null,85106,null,6830,null,38961,null,3993,null,8665,null,1884,null,26104,null,2797,null,4192,null,1039,null,46145,null,3868,null,8714,null,1957,null,29876,null,2624,null,7555,null,1368,null,723879,null,7545,null,354355,null,4237,null,66233,null,2721,null,222186,null,3134,null,65936,null,1232,null,369524,null,4931,null,64145,null,2891,null,228323,null,3126,null,77056,null,1933,null,0400000US35,New Mexico,35
11358999,null,9115,null,1036707,null,27249,null,465015,null,14708,null,133825,null,7533,null,282519,null,9706,null,48671,null,3364,null,571692,null,16497,null,124707,null,7061,null,348434,null,10870,null,98551,null,4944,null,10322292,null,28533,null,5073386,null,17109,null,1020215,null,7875,null,3318825,null,11310,null,734346,null,3792,null,5248906,null,16871,null,970779,null,7369,null,3313839,null,11833,null,964288,null,5767,null,0400000US36,New York,36
6086034,null,6843,null,654139,null,19284,null,275870,null,10429,null,77981,null,5291,null,178388,null,8662,null,19501,null,2139,null,378269,null,12612,null,82705,null,5984,null,242090,null,8299,null,53474,null,3528,null,5431895,null,20534,null,2681543,null,10224,null,585399,null,6078,null,1716791,null,7928,null,379353,null,2368,null,2750352,null,13797,null,544700,null,6754,null,1734773,null,9060,null,470879,null,3958,null,0400000US37,North Carolina,37
553278,null,865,null,53619,null,4143,null,22047,null,2367,null,5461,null,1309,null,13978,null,1804,null,2608,null,521,null,31572,null,2774,null,4882,null,1267,null,19959,null,2218,null,6731,null,883,null,499659,null,4220,null,254918,null,2693,null,54129,null,1389,null,166497,null,2022,null,34292,null,615,null,244741,null,2927,null,51261,null,1557,null,152278,null,2212,null,41202,null,958,null,0400000US38,North Dakota,38
9241995,null,5646,null,1109314,null,29292,null,494916,null,15649,null,166887,null,8974,null,300735,null,9574,null,27294,null,2120,null,614398,null,17397,null,159563,null,8410,null,383480,null,11908,null,71355,null,3664,null,8132681,null,30456,null,4025173,null,15827,null,876514,null,9426,null,2597259,null,10058,null,551400,null,2889,null,4107508,null,18659,null,831721,null,8600,null,2567284,null,12161,null,708503,null,5734,null,0400000US39,Ohio,39
2533057,null,4287,null,314858,null,12013,null,133647,null,6489,null,44233,null,3669,null,79128,null,5055,null,10286,null,1269,null,181211,null,8256,null,40929,null,3643,null,116380,null,5865,null,23902,null,2108,null,2218199,null,12568,null,1102257,null,6440,null,239146,null,3526,null,699816,null,5890,null,163295,null,1758,null,1115942,null,9228,null,222901,null,4301,null,687835,null,6212,null,205206,null,2774,null,0400000US40,Oklahoma,40
2982252,null,3143,null,368941,null,12773,null,171665,null,8873,null,49367,null,4302,null,110921,null,7168,null,11377,null,1363,null,197276,null,8132,null,42838,null,3792,null,128923,null,5110,null,25515,null,2948,null,2613311,null,12839,null,1288414,null,8684,null,248922,null,4387,null,843931,null,6878,null,195561,null,1537,null,1324897,null,8238,null,239849,null,3881,null,852598,null,5325,null,232450,null,3211,null,0400000US41,Oregon,41
9865149,null,7950,null,913452,null,18667,null,378312,null,10734,null,108920,null,6514,null,232980,null,9356,null,36412,null,2440,null,535140,null,12831,null,114014,null,6202,null,327344,null,10011,null,93782,null,4100,null,8951697,null,20503,null,4424300,null,12284,null,904971,null,6899,null,2854656,null,11148,null,664673,null,3278,null,4527397,null,15162,null,853598,null,6235,null,2802777,null,11336,null,871022,null,4679,null,0400000US42,Pennsylvania,42
790687,null,2718,null,62270,null,5660,null,26725,null,3177,null,7624,null,1700,null,16401,null,2421,null,2700,null,712,null,35545,null,4031,null,6888,null,2032,null,21937,null,2804,null,6720,null,1444,null,728417,null,6020,null,355765,null,3657,null,68435,null,1736,null,236245,null,2888,null,51085,null,877,null,372652,null,4260,null,65160,null,2098,null,239058,null,3025,null,68434,null,1553,null,0400000US44,Rhode Island,44
2876916,null,4381,null,314074,null,14586,null,131306,null,7631,null,39394,null,3850,null,81702,null,5369,null,10210,null,1415,null,182768,null,9711,null,37354,null,4355,null,118874,null,5767,null,26540,null,2688,null,2562842,null,14552,null,1273497,null,8382,null,271118,null,4043,null,805516,null,5935,null,196863,null,1587,null,1289345,null,9935,null,253736,null,4743,null,800935,null,6044,null,234674,null,2559,null,0400000US45,South Carolina,45
668129,null,2550,null,67494,null,6395,null,31714,null,3743,null,8439,null,2134,null,20381,null,2406,null,2894,null,790,null,35780,null,3571,null,7147,null,1407,null,21634,null,2423,null,6999,null,1064,null,600635,null,6401,null,302623,null,3898,null,66743,null,2339,null,192090,null,2868,null,43790,null,869,null,298012,null,4078,null,63286,null,2022,null,184495,null,2571,null,50231,null,1178,null,0400000US46,South Dakota,46
4709764,null,4946,null,643802,null,18478,null,285344,null,9999,null,91420,null,6038,null,173058,null,6828,null,20866,null,1998,null,358458,null,12002,null,84099,null,5683,null,223833,null,8318,null,50526,null,3621,null,4065962,null,18738,null,2011789,null,10066,null,426320,null,6081,null,1301718,null,7052,null,283751,null,2335,null,2054173,null,12176,null,406872,null,5880,null,1297274,null,8502,null,350027,null,4022,null,0400000US47,Tennessee,47
11277149,null,11115,null,1010170,null,25357,null,441004,null,15405,null,120911,null,7275,null,285007,null,11946,null,35086,null,2966,null,569166,null,15519,null,112387,null,7870,null,375623,null,10543,null,81156,null,4549,null,10266979,null,25450,null,5104403,null,16701,null,1133181,null,7326,null,3281926,null,12442,null,689296,null,4265,null,5162576,null,17486,null,1070641,null,9193,null,3245986,null,11591,null,845949,null,6113,null,0400000US48,Texas,48
2223851,null,2625,null,208947,null,12035,null,90309,null,6338,null,28591,null,3626,null,57640,null,4746,null,4078,null,826,null,118638,null,7984,null,30850,null,3861,null,78526,null,5591,null,9262,null,1364,null,2014904,null,12428,null,1018884,null,6639,null,304482,null,4144,null,615705,null,4702,null,98697,null,860,null,996020,null,8244,null,285169,null,4019,null,598150,null,5870,null,112701,null,1653,null,0400000US49,Utah,49
569518,null,1356,null,61687,null,4741,null,25541,null,2300,null,7031,null,1139,null,16837,null,1850,null,1673,null,484,null,36146,null,3421,null,6837,null,1388,null,24330,null,2331,null,4979,null,876,null,507831,null,4979,null,253366,null,2401,null,50917,null,1333,null,167258,null,1997,null,35191,null,671,null,254465,null,3666,null,48538,null,1475,null,163938,null,2494,null,41989,null,920,null,0400000US50,Vermont,50
5054670,null,7747,null,394027,null,16496,null,164305,null,9547,null,47988,null,5278,null,102972,null,7030,null,13345,null,1626,null,229722,null,9201,null,48065,null,3799,null,149037,null,6597,null,32620,null,2602,null,4660643,null,18306,null,2320501,null,10177,null,500019,null,5530,null,1517527,null,7594,null,302955,null,1953,null,2340142,null,12483,null,471388,null,4890,null,1491429,null,8708,null,377325,null,3017,null,0400000US51,Virginia,51
4865405,null,4434,null,489635,null,15895,null,224214,null,9382,null,57939,null,5607,null,154342,null,6272,null,11933,null,1540,null,265421,null,10089,null,54195,null,4845,null,178079,null,7125,null,33147,null,2788,null,4375770,null,16494,null,2185384,null,9723,null,447637,null,6011,null,1440778,null,6738,null,296969,null,2106,null,2190386,null,10844,null,425455,null,4970,null,1418027,null,7527,null,346904,null,3264,null,0400000US53,Washington,53
1659884,null,2590,null,284152,null,10874,null,124404,null,6484,null,38285,null,3221,null,77302,null,4534,null,8817,null,1318,null,159748,null,6349,null,38672,null,2831,null,103237,null,4123,null,17839,null,1991,null,1375732,null,11213,null,687714,null,6624,null,137424,null,3310,null,443889,null,4772,null,106401,null,1455,null,688018,null,6827,null,126790,null,2985,null,429165,null,4579,null,132063,null,2056,null,0400000US54,West Virginia,54
4658658,null,4169,null,441945,null,14483,null,193003,null,8255,null,53778,null,4024,null,125644,null,6105,null,13581,null,1624,null,248942,null,9124,null,51434,null,4445,null,162096,null,6116,null,35412,null,2905,null,4216713,null,14817,null,2116953,null,9152,null,444948,null,4182,null,1385756,null,6667,null,286249,null,1950,null,2099760,null,9605,null,423327,null,4728,null,1326294,null,6382,null,350139,null,3156,null,0400000US55,Wisconsin,55
456445,null,907,null,38703,null,4576,null,16278,null,2614,null,5404,null,1324,null,9328,null,1743,null,1546,null,500,null,22425,null,2863,null,5369,null,1387,null,14694,null,1823,null,2362,null,673,null,417742,null,4498,null,215673,null,2534,null,47751,null,1505,null,141588,null,1708,null,26334,null,596,null,202069,null,3041,null,42850,null,1617,null,129322,null,1910,null,29897,null,1185,null,0400000US56,Wyoming,56
37194,null,3352,null,14859,null,2069,null,7892,null,1588,null,2666,null,766,null,4709,null,1229,null,517,null,376,null,6967,null,1519,null,1346,null,610,null,4852,null,1287,null,769,null,310,null,22335,null,2806,null,12212,null,1633,null,3222,null,1023,null,7257,null,1124,null,1733,null,519,null,10123,null,1863,null,2562,null,1057,null,6291,null,1375,null,1270,null,394,null,0400000US72,Puerto Rico,72
