C12002B_001E,C12002B_001EA,C12002B_001M,C12002B_001MA,C12002B_002E,C12002B_002EA,C12002B_002M,C12002B_002MA,C12002B_003E,C12002B_003EA,C12002B_003M,C12002B_003MA,C12002B_004E,C12002B_004EA,C12002B_004M,C12002B_004MA,C12002B_005E,C12002B_005EA,C12002B_005M,C12002B_005MA,C12002B_006E,C12002B_006EA,C12002B_006M,C12002B_006MA,GEO_ID,NAME,state
2194,null,829,null,1130,null,629,null,631,null,353,null,46,null,73,null,0,null,240,null,387,null,356,null,0400000US30,Montana,30
55959,null,2091,null,29759,null,2276,null,15041,null,2079,null,2721,null,957,null,2522,null,640,null,5916,null,1370,null,0400000US31,Nebraska,31
153888,null,2668,null,65030,null,3233,null,53336,null,3912,null,6951,null,1467,null,5730,null,1062,null,22841,null,2734,null,0400000US32,Nevada,32
11925,null,912,null,5618,null,954,null,4325,null,1054,null,399,null,393,null,215,null,161,null,1368,null,591,null,0400000US33,New Hampshire,33
931737,null,6450,null,468777,null,9702,null,280945,null,9768,null,35686,null,3560,null,58451,null,3635,null,87878,null,4899,null,0400000US34,New Jersey,34
32737,null,2072,null,13833,null,1920,null,11617,null,2517,null,944,null,623,null,1747,null,920,null,4596,null,1588,null,0400000US35,New Mexico,35
2417562,null,12374,null,1255902,null,12954,null,670247,null,15125,null,121088,null,6722,null,149357,null,6233,null,220968,null,7865,null,0400000US36,New York,36
1543751,null,7462,null,673090,null,11917,null,516843,null,11271,null,79446,null,5564,null,102646,null,4284,null,171726,null,5834,null,0400000US37,North Carolina,37
5127,null,505,null,2649,null,762,null,1713,null,624,null,562,null,437,null,117,null,124,null,86,null,126,null,0400000US38,North Dakota,38
1055401,null,5414,null,526592,null,8824,null,273815,null,10622,null,43372,null,3526,null,64829,null,3151,null,146793,null,6040,null,0400000US39,Ohio,39
204017,null,3845,null,97231,null,4389,null,58847,null,4228,null,9406,null,1671,null,13519,null,1729,null,25014,null,2785,null,0400000US40,Oklahoma,40
52523,null,2443,null,25945,null,2817,null,16297,null,2174,null,1808,null,672,null,1944,null,631,null,6529,null,1170,null,0400000US41,Oregon,41
1025728,null,5561,null,546735,null,9973,null,259178,null,8670,null,46566,null,4390,null,72023,null,3580,null,101226,null,4965,null,0400000US42,Pennsylvania,42
47343,null,2436,null,22689,null,2259,null,14235,null,2360,null,3015,null,1146,null,3043,null,982,null,4361,null,1259,null,0400000US44,Rhode Island,44
996222,null,4189,null,467324,null,7486,null,300366,null,8168,null,56372,null,4619,null,73454,null,4328,null,98706,null,6066,null,0400000US45,South Carolina,45
5883,null,969,null,2685,null,954,null,2126,null,855,null,229,null,248,null,464,null,449,null,379,null,321,null,0400000US46,South Dakota,46
799083,null,4861,null,389047,null,7027,null,220793,null,8359,null,40407,null,4133,null,51262,null,2689,null,97574,null,5064,null,0400000US47,Tennessee,47
2183164,null,7682,null,961442,null,13967,null,715736,null,15360,null,100659,null,5796,null,119099,null,4485,null,286228,null,10998,null,0400000US48,Texas,48
17800,null,1392,null,9407,null,1699,null,5370,null,1442,null,201,null,228,null,268,null,279,null,2554,null,990,null,0400000US49,Utah,49
3722,null,585,null,1989,null,720,null,1353,null,528,null,163,null,237,null,135,null,135,null,82,null,136,null,0400000US50,Vermont,50
1214576,null,7998,null,540439,null,10023,null,416706,null,10550,null,54805,null,4371,null,73428,null,3913,null,129198,null,7251,null,0400000US51,Virginia,51
177435,null,4035,null,80548,null,3498,null,62421,null,4213,null,5477,null,1115,null,6467,null,1215,null,22522,null,2536,null,0400000US53,Washington,53
44598,null,2444,null,20357,null,2264,null,13032,null,1864,null,1507,null,540,null,3021,null,799,null,6681,null,1230,null,0400000US54,West Virginia,54
249219,null,3126,null,149500,null,4912,null,52555,null,4559,null,10362,null,1639,null,11358,null,1504,null,25444,null,2658,null,0400000US55,Wisconsin,55
3826,null,824,null,1720,null,659,null,1750,null,649,null,0,null,265,null,113,null,168,null,243,null,222,null,0400000US56,Wyoming,56
234426,null,11161,null,98099,null,6430,null,77638,null,4688,null,10483,null,1864,null,15835,null,1926,null,32371,null,2942,null,0400000US72,Puerto Rico,72
