C18131_001E,C18131_001EA,C18131_001M,C18131_001MA,C18131_002E,C18131_002EA,C18131_002M,C18131_002MA,C18131_003E,C18131_003EA,C18131_003M,C18131_003MA,C18131_004E,C18131_004EA,C18131_004M,C18131_004MA,C18131_005E,C18131_005EA,C18131_005M,C18131_005MA,C18131_006E,C18131_006EA,C18131_006M,C18131_006MA,C18131_007E,C18131_007EA,C18131_007M,C18131_007MA,C18131_008E,C18131_008EA,C18131_008M,C18131_008MA,C18131_009E,C18131_009EA,C18131_009M,C18131_009MA,C18131_010E,C18131_010EA,C18131_010M,C18131_010MA,C18131_011E,C18131_011EA,C18131_011M,C18131_011MA,C18131_012E,C18131_012EA,C18131_012M,C18131_012MA,C18131_013E,C18131_013EA,C18131_013M,C18131_013MA,C18131_014E,C18131_014EA,C18131_014M,C18131_014MA,C18131_015E,C18131_015EA,C18131_015M,C18131_015MA,C18131_016E,C18131_016EA,C18131_016M,C18131_016MA,GEO_ID,NAME,state
1278127,null,1625,null,60341,null,5882,null,15375,null,2335,null,44966,null,4778,null,97344,null,7188,null,30628,null,2748,null,66716,null,6024,null,128303,null,7327,null,35789,null,2870,null,92514,null,6621,null,121193,null,7630,null,25072,null,2559,null,96121,null,6527,null,870946,null,12122,null,102121,null,4836,null,768825,null,11019,null,0400000US23,Maine,23
5527496,null,4074,null,233150,null,13848,null,35677,null,3843,null,197473,null,13394,null,271773,null,15887,null,60267,null,5940,null,211506,null,13699,null,313617,null,17228,null,55706,null,4952,null,257911,null,15499,null,371307,null,17796,null,55507,null,4266,null,315800,null,16691,null,4337649,null,25858,null,357022,null,9517,null,3980627,null,27256,null,0400000US24,Maryland,24
6358740,null,2446,null,285212,null,15561,null,52270,null,4916,null,232942,null,13797,null,369771,null,16021,null,102760,null,6169,null,267011,null,14026,null,387296,null,19819,null,93321,null,6018,null,293975,null,17245,null,421628,null,16382,null,76263,null,4898,null,345365,null,15341,null,4894833,null,30552,null,400003,null,10353,null,4494830,null,30342,null,0400000US25,Massachusetts,25
9728560,null,3775,null,721292,null,22938,null,122355,null,6551,null,598937,null,21524,null,855054,null,27277,null,194644,null,9532,null,660410,null,24176,null,882228,null,23843,null,177638,null,6860,null,704590,null,21577,null,914646,null,25593,null,154663,null,6165,null,759983,null,23538,null,6355340,null,41583,null,662409,null,13216,null,5692931,null,39312,null,0400000US26,Michigan,26
5129015,null,2778,null,249034,null,11953,null,38379,null,3496,null,210655,null,10893,null,313846,null,13495,null,65981,null,4364,null,247865,null,11786,null,377426,null,13742,null,69330,null,4384,null,308096,null,13154,null,399408,null,13985,null,57144,null,3013,null,342264,null,13474,null,3789301,null,24445,null,281027,null,6458,null,3508274,null,23855,null,0400000US27,Minnesota,27
2835205,null,3537,null,266095,null,13649,null,44425,null,4799,null,221670,null,11795,null,357544,null,16332,null,85290,null,5655,null,272254,null,14702,null,344047,null,17436,null,77159,null,6587,null,266888,null,15014,null,300639,null,16417,null,60794,null,4546,null,239845,null,14430,null,1566880,null,24336,null,187458,null,7754,null,1379422,null,24038,null,0400000US28,Mississippi,28
5805121,null,3937,null,381649,null,17395,null,67116,null,4832,null,314533,null,15064,null,466984,null,19271,null,116977,null,6028,null,350007,null,16941,null,556016,null,19716,null,122623,null,6272,null,433393,null,18049,null,563943,null,18889,null,100812,null,5411,null,463131,null,17176,null,3836529,null,31069,null,413463,null,10294,null,3423066,null,29998,null,0400000US29,Missouri,29
942893,null,2317,null,65243,null,6683,null,8641,null,1601,null,56602,null,6094,null,77544,null,6614,null,16467,null,2173,null,61077,null,5748,null,97818,null,6951,null,19830,null,2267,null,77988,null,6093,null,101119,null,8242,null,15670,null,2074,null,85449,null,7327,null,601169,null,12143,null,65800,null,3853,null,535369,null,11590,null,0400000US30,Montana,30
1733398,null,3566,null,87303,null,7450,null,13026,null,2028,null,74277,null,6960,null,127412,null,8508,null,20959,null,2334,null,106453,null,7843,null,161570,null,10296,null,29618,null,2626,null,131952,null,9488,null,163379,null,10330,null,23310,null,2873,null,140069,null,9556,null,1193734,null,16129,null,101528,null,4076,null,1092206,null,15832,null,0400000US31,Nebraska,31
2596584,null,3538,null,143562,null,11888,null,19808,null,2899,null,123754,null,10762,null,178378,null,14213,null,24444,null,3419,null,153934,null,13158,null,254254,null,16140,null,33509,null,3965,null,220745,null,14392,null,249329,null,14993,null,30323,null,3390,null,219006,null,14337,null,1771061,null,26136,null,156081,null,6384,null,1614980,null,25446,null,0400000US32,Nevada,32
1283515,null,1672,null,48263,null,5035,null,7414,null,1570,null,40849,null,4567,null,60923,null,6278,null,16110,null,1988,null,44813,null,5639,null,71105,null,6149,null,16123,null,1910,null,54982,null,5725,null,92353,null,8851,null,16328,null,2323,null,76025,null,7945,null,1010871,null,11862,null,92158,null,3951,null,918713,null,12353,null,0400000US33,New Hampshire,33
8518307,null,3181,null,350031,null,19178,null,54522,null,4964,null,295509,null,16634,null,448794,null,18907,null,83777,null,5612,null,365017,null,18240,null,537608,null,21635,null,100221,null,5342,null,437387,null,19278,null,584468,null,20681,null,89287,null,5637,null,495181,null,18088,null,6597406,null,39253,null,537176,null,12061,null,6060230,null,36868,null,0400000US34,New Jersey,34
1959635,null,3522,null,146869,null,10631,null,19557,null,2512,null,127312,null,10214,null,206543,null,16004,null,39689,null,4127,null,166854,null,13820,null,230678,null,13347,null,39078,null,4273,null,191600,null,12177,null,206900,null,14468,null,31913,null,3181,null,174987,null,13037,null,1168645,null,21180,null,140060,null,6211,null,1028585,null,20722,null,0400000US35,New Mexico,35
18995173,null,6454,null,1224359,null,31447,null,191276,null,8754,null,1033083,null,29014,null,1466923,null,35784,null,314025,null,11426,null,1152898,null,32397,null,1568875,null,36033,null,286777,null,9985,null,1282098,null,33917,null,1520078,null,35358,null,226870,null,8810,null,1293208,null,33054,null,13214938,null,55583,null,1097192,null,15467,null,12117746,null,49877,null,0400000US36,New York,36
9030476,null,5689,null,643099,null,21559,null,101281,null,6449,null,541818,null,20442,null,833641,null,23220,null,175247,null,7784,null,658394,null,21643,null,951054,null,29870,null,187761,null,8986,null,763293,null,25674,null,881990,null,25136,null,144315,null,6684,null,737675,null,24090,null,5720692,null,39237,null,574212,null,10936,null,5146480,null,39377,null,0400000US37,North Carolina,37
615700,null,1057,null,30781,null,3864,null,4491,null,1133,null,26290,null,3630,null,41447,null,4365,null,9533,null,1566,null,31914,null,3834,null,46480,null,3900,null,8502,null,1322,null,37978,null,3809,null,55337,null,3951,null,9042,null,1412,null,46295,null,3451,null,441655,null,7072,null,40189,null,2903,null,401466,null,6741,null,0400000US38,North Dakota,38
11209762,null,4250,null,782314,null,21796,null,142834,null,6124,null,639480,null,20127,null,926707,null,29803,null,225807,null,10038,null,700900,null,25676,null,985247,null,27482,null,207468,null,8112,null,777779,null,24984,null,1003296,null,28264,null,180373,null,6566,null,822923,null,25177,null,7512198,null,39522,null,754684,null,12733,null,6757514,null,40877,null,0400000US39,Ohio,39
3547673,null,3659,null,240422,null,13389,null,42882,null,4264,null,197540,null,12240,null,336752,null,15584,null,84316,null,4870,null,252436,null,12813,null,396082,null,14773,null,79694,null,4711,null,316388,null,13526,null,385690,null,15281,null,73012,null,4611,null,312678,null,13623,null,2188727,null,24453,null,281565,null,7761,null,1907162,null,24326,null,0400000US40,Oklahoma,40
3743792,null,2988,null,236207,null,12798,null,40630,null,3268,null,195577,null,11691,null,298328,null,14455,null,58696,null,4008,null,239632,null,12859,null,366084,null,19598,null,69668,null,4689,null,296416,null,17016,null,356051,null,16539,null,55019,null,3891,null,301032,null,15838,null,2487122,null,25504,null,262502,null,9597,null,2224620,null,24043,null,0400000US41,Oregon,41
12152874,null,4717,null,666002,null,21652,null,122137,null,7000,null,543865,null,18931,null,850234,null,21065,null,232616,null,9466,null,617618,null,17769,null,987307,null,23328,null,232178,null,9132,null,755129,null,21193,null,1052083,null,28255,null,190732,null,7386,null,861351,null,25281,null,8597248,null,34563,null,840192,null,12320,null,7757056,null,34440,null,0400000US42,Pennsylvania,42
1012001,null,1585,null,49948,null,6519,null,7143,null,1755,null,42805,null,6091,null,66138,null,6745,null,20532,null,2590,null,45606,null,5859,null,85854,null,8485,null,19615,null,3051,null,66239,null,7614,null,81617,null,9027,null,15647,null,2652,null,65970,null,7756,null,728444,null,11458,null,63243,null,4084,null,665201,null,11544,null,0400000US44,Rhode Island,44
4395476,null,4415,null,339850,null,18835,null,50447,null,3979,null,289403,null,16922,null,412888,null,17160,null,93128,null,5790,null,319760,null,16217,null,460495,null,20430,null,96450,null,6039,null,364045,null,18398,null,455694,null,21197,null,77479,null,5389,null,378215,null,18785,null,2726549,null,27851,null,288543,null,8619,null,2438006,null,29075,null,0400000US45,South Carolina,45
779694,null,1496,null,47528,null,5178,null,6653,null,1548,null,40875,null,4801,null,63777,null,7209,null,14257,null,1919,null,49520,null,6500,null,74842,null,7123,null,11810,null,1430,null,63032,null,6895,null,73514,null,5265,null,8798,null,1379,null,64716,null,5211,null,520033,null,8804,null,46716,null,3368,null,473317,null,9413,null,0400000US46,South Dakota,46
6119874,null,4501,null,455842,null,16876,null,86179,null,5722,null,369663,null,15248,null,595895,null,19817,null,154719,null,7882,null,441176,null,17904,null,649011,null,22525,null,151183,null,6857,null,497828,null,21418,null,623044,null,22807,null,114967,null,6074,null,508077,null,20614,null,3796082,null,35219,null,415690,null,10199,null,3380392,null,32315,null,0400000US47,Tennessee,47
24099000,null,8405,null,1752047,null,45336,null,228522,null,10301,null,1523525,null,43003,null,2396243,null,48874,null,400011,null,12571,null,1996232,null,45051,null,2662476,null,46654,null,416017,null,13391,null,2246459,null,42804,null,2399510,null,50072,null,319929,null,11042,null,2079581,null,47432,null,14888724,null,65086,null,1405046,null,22932,null,13483678,null,63088,null,0400000US48,Texas,48
2734067,null,2408,null,137288,null,10217,null,16489,null,2810,null,120799,null,9185,null,178809,null,11308,null,23836,null,2799,null,154973,null,11163,null,238956,null,15939,null,30283,null,2971,null,208673,null,14984,null,280699,null,16317,null,26145,null,3357,null,254554,null,15314,null,1898315,null,20858,null,147250,null,5722,null,1751065,null,20281,null,0400000US49,Utah,49
599543,null,824,null,29533,null,3092,null,6260,null,1177,null,23273,null,2535,null,38713,null,3785,null,12086,null,1323,null,26627,null,3316,null,42469,null,4308,null,11611,null,1881,null,30858,null,3446,null,53126,null,4406,null,10432,null,1494,null,42694,null,4050,null,435702,null,6603,null,42872,null,2885,null,392830,null,6325,null,0400000US50,Vermont,50
7515332,null,6334,null,370772,null,17038,null,54861,null,5100,null,315911,null,15349,null,430920,null,19203,null,89981,null,5583,null,340939,null,18169,null,522614,null,21113,null,103665,null,6280,null,418949,null,17640,null,576511,null,22188,null,91229,null,6108,null,485282,null,19933,null,5614515,null,37903,null,486816,null,12087,null,5127699,null,36465,null,0400000US51,Virginia,51
6487941,null,5086,null,362933,null,15429,null,66299,null,5768,null,296634,null,14060,null,440557,null,18539,null,98437,null,6272,null,342120,null,17666,null,515846,null,17674,null,89965,null,4850,null,425881,null,16312,null,534110,null,22606,null,78811,null,4928,null,455299,null,21637,null,4634495,null,31721,null,456938,null,10705,null,4177557,null,31139,null,0400000US53,Washington,53
1769563,null,1842,null,134520,null,9133,null,27566,null,2774,null,106954,null,8081,null,178835,null,10530,null,59863,null,4582,null,118972,null,8282,null,197368,null,10587,null,54411,null,4118,null,142957,null,9195,null,185247,null,10154,null,46176,null,3325,null,139071,null,8811,null,1073593,null,17662,null,146896,null,5448,null,926697,null,17995,null,0400000US54,West Virginia,54
5490352,null,2649,null,290924,null,13884,null,47151,null,4108,null,243773,null,12518,null,392484,null,15469,null,76389,null,4454,null,316095,null,13893,null,446188,null,15890,null,80617,null,4474,null,365571,null,13915,null,482094,null,12588,null,76002,null,4945,null,406092,null,11272,null,3878662,null,24498,null,316180,null,7069,null,3562482,null,25092,null,0400000US55,Wisconsin,55
526650,null,1344,null,17570,null,2692,null,3697,null,946,null,13873,null,2397,null,34574,null,4509,null,7523,null,1904,null,27051,null,3984,null,41250,null,4650,null,7010,null,1346,null,34240,null,4276,null,48860,null,6010,null,9766,null,2046,null,39094,null,5209,null,384396,null,7911,null,40500,null,3108,null,343896,null,7847,null,0400000US56,Wyoming,56
3922599,null,2537,null,962891,null,23315,null,199709,null,7434,null,763182,null,21274,null,801458,null,22944,null,207873,null,8728,null,593585,null,19895,null,645772,null,21660,null,148890,null,7508,null,496882,null,18050,null,460264,null,18498,null,94490,null,6001,null,365774,null,16135,null,1052214,null,20403,null,159862,null,6358,null,892352,null,18004,null,0400000US72,Puerto Rico,72
