C08007_001E,C08007_001EA,C08007_001M,C08007_001MA,C08007_002E,C08007_002EA,C08007_002M,C08007_002MA,C08007_003E,C08007_003EA,C08007_003M,C08007_003MA,C08007_004E,C08007_004EA,C08007_004M,C08007_004MA,C08007_005E,C08007_005EA,C08007_005M,C08007_005MA,C08007_006E,C08007_006EA,C08007_006M,C08007_006MA,C08007_007E,C08007_007EA,C08007_007M,C08007_007MA,C08007_008E,C08007_008EA,C08007_008M,C08007_008MA,C08007_009E,C08007_009EA,C08007_009M,C08007_009MA,GEO_ID,NAME,state
2657698,null,12830,null,1704525,null,13494,null,953173,null,12583,null,1374063,null,8669,null,843668,null,9309,null,530395,null,8223,null,1283635,null,8026,null,860857,null,8279,null,422778,null,7817,null,0400000US27,Minnesota,27
1186525,null,12611,null,778331,null,12892,null,408194,null,9343,null,610063,null,7900,null,378083,null,7730,null,231980,null,6506,null,576462,null,9402,null,400248,null,9566,null,176214,null,6382,null,0400000US28,Mississippi,28
2751847,null,15991,null,1791306,null,17832,null,960541,null,14898,null,1420032,null,10642,null,878403,null,12219,null,541629,null,11072,null,1331815,null,10950,null,912903,null,12020,null,418912,null,9040,null,0400000US29,Missouri,29
457865,null,6323,null,422074,null,6660,null,35791,null,2686,null,236593,null,4552,null,215185,null,4667,null,21408,null,2020,null,221272,null,4473,null,206889,null,4836,null,14383,null,1797,null,0400000US30,Montana,30
920601,null,7536,null,729970,null,7730,null,190631,null,5519,null,485438,null,5370,null,375889,null,5640,null,109549,null,3902,null,435163,null,5182,null,354081,null,5097,null,81082,null,3308,null,0400000US31,Nebraska,31
1202588,null,13404,null,1145870,null,13996,null,56718,null,3727,null,667247,null,8587,null,629588,null,8825,null,37659,null,3150,null,535341,null,9362,null,516282,null,9583,null,19059,null,1984,null,0400000US32,Nevada,32
678576,null,7797,null,441373,null,7807,null,237203,null,7347,null,353301,null,5423,null,216429,null,5245,null,136872,null,5080,null,325275,null,4751,null,224944,null,5116,null,100331,null,4265,null,0400000US33,New Hampshire,33
4098665,null,21214,null,2241915,null,20239,null,1856750,null,19105,null,2186290,null,14140,null,1098210,null,14472,null,1088080,null,12601,null,1912375,null,12760,null,1143705,null,11939,null,768670,null,10992,null,0400000US34,New Jersey,34
862556,null,11616,null,726851,null,11387,null,135705,null,6021,null,451004,null,8424,null,370437,null,7812,null,80567,null,4357,null,411552,null,7664,null,356414,null,8165,null,55138,null,3320,null,0400000US35,New Mexico,35
8906053,null,30271,null,5754445,null,33520,null,3151608,null,25401,null,4639391,null,20701,null,2851470,null,21834,null,1787921,null,20257,null,4266662,null,21715,null,2902975,null,21548,null,1363687,null,14734,null,0400000US36,New York,36
4152303,null,21012,null,3000065,null,22792,null,1152238,null,16910,null,2173495,null,14518,null,1518492,null,15566,null,655003,null,12004,null,1978808,null,15155,null,1481573,null,14284,null,497235,null,9977,null,0400000US37,North Carolina,37
345194,null,3835,null,290061,null,4214,null,55133,null,3204,null,183156,null,2759,null,150892,null,3095,null,32264,null,2126,null,162038,null,2853,null,139169,null,3327,null,22869,null,1958,null,0400000US38,North Dakota,38
5165708,null,21181,null,3650091,null,23828,null,1515617,null,14853,null,2643970,null,13683,null,1786069,null,14622,null,857901,null,10401,null,2521738,null,14715,null,1864022,null,17213,null,657716,null,10090,null,0400000US39,Ohio,39
1645352,null,13265,null,1239478,null,13736,null,405874,null,7945,null,885147,null,7822,null,643346,null,7610,null,241801,null,6066,null,760205,null,10494,null,596132,null,9508,null,164073,null,5047,null,0400000US40,Oklahoma,40
1705433,null,13423,null,1316517,null,12636,null,388916,null,7985,null,886335,null,9603,null,662991,null,9074,null,223344,null,6499,null,819098,null,9956,null,653526,null,9843,null,165572,null,5656,null,0400000US41,Oregon,41
5749703,null,25567,null,4067841,null,25165,null,1681862,null,19241,null,2987685,null,13971,null,2020711,null,15546,null,966974,null,13852,null,2762018,null,18779,null,2047130,null,18328,null,714888,null,12272,null,0400000US42,Pennsylvania,42
501342,null,7232,null,321671,null,7431,null,179671,null,5773,null,256044,null,5090,null,151610,null,5730,null,104434,null,4672,null,245298,null,5062,null,170061,null,5254,null,75237,null,3573,null,0400000US44,Rhode Island,44
1961234,null,14358,null,1402254,null,13516,null,558980,null,10727,null,1007650,null,8670,null,698669,null,8904,null,308981,null,7616,null,953584,null,10408,null,703585,null,9931,null,249999,null,7220,null,0400000US45,South Carolina,45
412997,null,5384,null,328070,null,5326,null,84927,null,3880,null,212883,null,3788,null,167515,null,3830,null,45368,null,3063,null,200114,null,3373,null,160555,null,3598,null,39559,null,2777,null,0400000US46,South Dakota,46
2720140,null,15757,null,1951084,null,17289,null,769056,null,15317,null,1430426,null,10234,null,981780,null,10637,null,448646,null,10973,null,1289714,null,13037,null,969304,null,13145,null,320410,null,8147,null,0400000US47,Tennessee,47
11074127,null,32720,null,8592417,null,37901,null,2481710,null,27709,null,6097682,null,22824,null,4583256,null,24915,null,1514426,null,21597,null,4976445,null,21820,null,4009161,null,22804,null,967284,null,14166,null,0400000US48,Texas,48
1258095,null,8884,null,1030493,null,11301,null,227602,null,7922,null,699217,null,7300,null,548087,null,9294,null,151130,null,5840,null,558878,null,7264,null,482406,null,7771,null,76472,null,4663,null,0400000US49,Utah,49
316524,null,4662,null,243965,null,4960,null,72559,null,2862,null,162522,null,2864,null,122077,null,3200,null,40445,null,1898,null,154002,null,3348,null,121888,null,3406,null,32114,null,2140,null,0400000US50,Vermont,50
3822714,null,17210,null,1823225,null,21717,null,1999489,null,18158,null,2017474,null,12580,null,901770,null,14447,null,1115704,null,12586,null,1805240,null,13193,null,921455,null,13192,null,883785,null,12615,null,0400000US51,Virginia,51
3093139,null,17921,null,2509764,null,18263,null,583375,null,12426,null,1653846,null,11817,null,1299238,null,12576,null,354608,null,8547,null,1439293,null,13282,null,1210526,null,12446,null,228767,null,7500,null,0400000US53,Washington,53
744918,null,8399,null,507098,null,8701,null,237820,null,7420,null,397876,null,6968,null,250648,null,7064,null,147228,null,5929,null,347042,null,5030,null,256450,null,4482,null,90592,null,3770,null,0400000US54,West Virginia,54
2815316,null,14056,null,2047966,null,14420,null,767350,null,11580,null,1448875,null,10108,null,1015055,null,10956,null,433820,null,9291,null,1366441,null,8250,null,1032911,null,9526,null,333530,null,7602,null,0400000US55,Wisconsin,55
277047,null,4160,null,256867,null,4466,null,20180,null,1635,null,153221,null,3369,null,138577,null,3321,null,14644,null,1495,null,123826,null,3488,null,118290,null,3556,null,5536,null,1034,null,0400000US56,Wyoming,56
1156827,null,11194,null,567497,null,10429,null,589330,null,12176,null,618373,null,9679,null,294133,null,8166,null,324240,null,8066,null,538454,null,8184,null,273364,null,6642,null,265090,null,7099,null,0400000US72,Puerto Rico,72
