C01001D_001E,C01001D_001EA,C01001D_001M,C01001D_001MA,C01001D_002E,C01001D_002EA,C01001D_002M,C01001D_002MA,C01001D_003E,C01001D_003EA,C01001D_003M,C01001D_003MA,C01001D_004E,C01001D_004EA,C01001D_004M,C01001D_004MA,C01001D_005E,C01001D_005EA,C01001D_005M,C01001D_005MA,C01001D_006E,C01001D_006EA,C01001D_006M,C01001D_006MA,C01001D_007E,C01001D_007EA,C01001D_007M,C01001D_007MA,C01001D_008E,C01001D_008EA,C01001D_008M,C01001D_008MA,C01001D_009E,C01001D_009EA,C01001D_009M,C01001D_009MA,GEO_ID,NAME,state
86834,null,2850,null,42702,null,1880,null,10352,null,1112,null,29072,null,1514,null,3278,null,609,null,44132,null,1920,null,10434,null,1080,null,30446,null,1433,null,3252,null,594,null,0400000US29,Missouri,29
5250,null,1064,null,1464,null,526,null,285,null,225,null,1152,null,451,null,27,null,51,null,3786,null,925,null,788,null,502,null,2901,null,790,null,97,null,127,null,0400000US30,Montana,30
29913,null,1785,null,15084,null,1209,null,5185,null,1044,null,9241,null,748,null,658,null,328,null,14829,null,1153,null,3751,null,830,null,10464,null,839,null,614,null,229,null,0400000US31,Nebraska,31
174754,null,3442,null,78588,null,2055,null,17817,null,1322,null,52403,null,1429,null,8368,null,369,null,96166,null,2163,null,18378,null,1678,null,65552,null,1349,null,12236,null,638,null,0400000US32,Nevada,32
25036,null,1423,null,12677,null,1096,null,4074,null,692,null,7436,null,698,null,1167,null,441,null,12359,null,1087,null,3314,null,947,null,8461,null,712,null,584,null,371,null,0400000US33,New Hampshire,33
677022,null,4571,null,337051,null,2623,null,85481,null,1860,null,226161,null,1637,null,25409,null,863,null,339971,null,3028,null,80330,null,2095,null,229354,null,1836,null,30287,null,719,null,0400000US34,New Jersey,34
28263,null,1745,null,10843,null,1201,null,2751,null,729,null,7380,null,1027,null,712,null,358,null,17420,null,1428,null,5023,null,970,null,10776,null,1084,null,1621,null,575,null,0400000US35,New Mexico,35
1373918,null,6821,null,675320,null,4301,null,157274,null,2664,null,461790,null,3388,null,56256,null,1071,null,698598,null,4561,null,147007,null,3130,null,482960,null,2592,null,68631,null,855,null,0400000US36,New York,36
184275,null,3620,null,87914,null,2603,null,25197,null,1608,null,56951,null,1762,null,5766,null,831,null,96361,null,2507,null,23449,null,1738,null,65736,null,2041,null,7176,null,996,null,0400000US37,North Carolina,37
5044,null,917,null,2592,null,813,null,348,null,310,null,1966,null,688,null,278,null,207,null,2452,null,633,null,704,null,460,null,1631,null,444,null,117,null,160,null,0400000US38,North Dakota,38
179729,null,3694,null,86461,null,2388,null,21808,null,1407,null,59200,null,1515,null,5453,null,749,null,93268,null,2518,null,22997,null,1467,null,63137,null,1808,null,7134,null,717,null,0400000US39,Ohio,39
59650,null,2790,null,29212,null,1795,null,7129,null,1143,null,20285,null,1322,null,1798,null,340,null,30438,null,1747,null,6103,null,777,null,21912,null,1305,null,2423,null,408,null,0400000US40,Oklahoma,40
137749,null,3657,null,62392,null,2449,null,15502,null,1598,null,41303,null,1776,null,5587,null,596,null,75357,null,2397,null,16162,null,1472,null,51824,null,1490,null,7371,null,586,null,0400000US41,Oregon,41
310990,null,4090,null,150387,null,2786,null,38023,null,1631,null,100960,null,2113,null,11404,null,678,null,160603,null,2812,null,40626,null,1733,null,106158,null,1909,null,13819,null,902,null,0400000US42,Pennsylvania,42
31142,null,1410,null,15976,null,1047,null,4543,null,881,null,9945,null,683,null,1488,null,490,null,15166,null,928,null,3681,null,710,null,9946,null,778,null,1539,null,477,null,0400000US44,Rhode Island,44
57335,null,2593,null,25622,null,2039,null,6706,null,1033,null,17512,null,1670,null,1404,null,502,null,31713,null,1891,null,7311,null,1192,null,21644,null,1369,null,2758,null,661,null,0400000US45,South Carolina,45
8210,null,1392,null,3159,null,770,null,890,null,332,null,1946,null,543,null,323,null,389,null,5051,null,1033,null,1568,null,776,null,3459,null,703,null,24,null,43,null,0400000US46,South Dakota,46
86439,null,2956,null,40774,null,2200,null,10657,null,1380,null,27230,null,1541,null,2887,null,659,null,45665,null,1865,null,10950,null,1249,null,31756,null,1532,null,2959,null,526,null,0400000US47,Tennessee,47
883429,null,6934,null,433852,null,4395,null,116571,null,2781,null,290844,null,2848,null,26437,null,985,null,449577,null,4185,null,111265,null,2715,null,303334,null,2802,null,34978,null,1047,null,0400000US48,Texas,48
56760,null,2351,null,26684,null,1606,null,7622,null,1059,null,17549,null,1295,null,1513,null,271,null,30076,null,1349,null,6492,null,1028,null,21333,null,1004,null,2251,null,414,null,0400000US49,Utah,49
6042,null,774,null,2681,null,575,null,757,null,395,null,1699,null,276,null,225,null,219,null,3361,null,547,null,962,null,378,null,2226,null,301,null,173,null,186,null,0400000US50,Vermont,50
391484,null,4658,null,184355,null,2862,null,44292,null,1992,null,126707,null,2253,null,13356,null,816,null,207129,null,3435,null,44974,null,1962,null,144355,null,2211,null,17800,null,1017,null,0400000US51,Virginia,51
441231,null,6051,null,203715,null,3410,null,44970,null,2149,null,141396,null,2403,null,17349,null,705,null,237516,null,3862,null,45459,null,2266,null,166307,null,2655,null,25750,null,798,null,0400000US53,Washington,53
11417,null,1420,null,5422,null,1010,null,1242,null,533,null,3580,null,720,null,600,null,272,null,5995,null,943,null,1302,null,432,null,3914,null,809,null,779,null,376,null,0400000US54,West Virginia,54
120116,null,2759,null,58234,null,2359,null,18725,null,1734,null,37362,null,1302,null,2147,null,520,null,61882,null,2174,null,19052,null,1550,null,39555,null,1412,null,3275,null,562,null,0400000US55,Wisconsin,55
3649,null,1249,null,1488,null,578,null,368,null,274,null,826,null,370,null,294,null,296,null,2161,null,944,null,257,null,250,null,1164,null,466,null,740,null,676,null,0400000US56,Wyoming,56
12579,null,2585,null,4353,null,1259,null,866,null,596,null,2932,null,894,null,555,null,292,null,8226,null,1771,null,2288,null,907,null,5413,null,1303,null,525,null,335,null,0400000US72,Puerto Rico,72
