B13002A_001E,B13002A_001EA,B13002A_001M,B13002A_001MA,B13002A_002E,B13002A_002EA,B13002A_002M,B13002A_002MA,B13002A_003E,B13002A_003EA,B13002A_003M,B13002A_003MA,B13002A_004E,B13002A_004EA,B13002A_004M,B13002A_004MA,B13002A_005E,B13002A_005EA,B13002A_005M,B13002A_005MA,B13002A_006E,B13002A_006EA,B13002A_006M,B13002A_006MA,B13002A_007E,B13002A_007EA,B13002A_007M,B13002A_007MA,GEO_ID,NAME,state
578650,null,3400,null,40135,null,2973,null,28719,null,2714,null,11416,null,1565,null,538515,null,4403,null,270947,null,5760,null,267568,null,5961,null,0400000US20,Kansas,20
936479,null,3314,null,53987,null,3650,null,36803,null,2839,null,17184,null,2463,null,882492,null,5107,null,464218,null,9158,null,418274,null,10012,null,0400000US21,Kentucky,21
687451,null,3429,null,37827,null,3124,null,27101,null,2977,null,10726,null,1862,null,649624,null,4415,null,340666,null,7378,null,308958,null,7491,null,0400000US22,Louisiana,22
297357,null,1824,null,14828,null,1651,null,10207,null,1376,null,4621,null,933,null,282529,null,2409,null,129660,null,3755,null,152869,null,3584,null,0400000US23,Maine,23
822299,null,4383,null,43076,null,3250,null,32561,null,2600,null,10515,null,1953,null,779223,null,5364,null,395648,null,6703,null,383575,null,6620,null,0400000US24,Maryland,24
1345664,null,5522,null,57318,null,3921,null,42182,null,3091,null,15136,null,2473,null,1288346,null,5602,null,552768,null,9345,null,735578,null,9162,null,0400000US25,Massachusetts,25
1888286,null,4211,null,97155,null,4365,null,69544,null,3959,null,27611,null,2976,null,1791131,null,5744,null,872708,null,10476,null,918423,null,11478,null,0400000US26,Michigan,26
1117228,null,3204,null,60695,null,3432,null,44497,null,2810,null,16198,null,2006,null,1056533,null,4782,null,520948,null,5628,null,535585,null,6169,null,0400000US27,Minnesota,27
408976,null,2647,null,26577,null,2968,null,19617,null,2559,null,6960,null,1543,null,382399,null,3903,null,212747,null,5801,null,169652,null,6223,null,0400000US28,Mississippi,28
1207244,null,3790,null,65359,null,4484,null,45359,null,3056,null,20000,null,2646,null,1141885,null,5799,null,576728,null,8546,null,565157,null,8765,null,0400000US29,Missouri,29
202276,null,1580,null,11287,null,1414,null,7609,null,1308,null,3678,null,1010,null,190989,null,1792,null,89844,null,3165,null,101145,null,3605,null,0400000US30,Montana,30
377078,null,2643,null,27425,null,2429,null,21186,null,2078,null,6239,null,1287,null,349653,null,3528,null,174179,null,5508,null,175474,null,5776,null,0400000US31,Nebraska,31
469491,null,4368,null,25123,null,2457,null,17247,null,1646,null,7876,null,1615,null,444368,null,4725,null,211180,null,6199,null,233188,null,5719,null,0400000US32,Nevada,32
308324,null,1639,null,13198,null,1801,null,9959,null,1537,null,3239,null,996,null,295126,null,2467,null,140428,null,3753,null,154698,null,4292,null,0400000US33,New Hampshire,33
1433840,null,7126,null,67974,null,4268,null,52814,null,3684,null,15160,null,1796,null,1365866,null,7691,null,675124,null,7999,null,690742,null,9459,null,0400000US34,New Jersey,34
337322,null,5213,null,21969,null,2696,null,15039,null,2213,null,6930,null,1450,null,315353,null,5739,null,147236,null,5707,null,168117,null,5354,null,0400000US35,New Mexico,35
3178534,null,10282,null,151636,null,6513,null,115844,null,5827,null,35792,null,3134,null,3026898,null,12490,null,1370685,null,13139,null,1656213,null,16124,null,0400000US36,New York,36
1590196,null,5933,null,80799,null,5250,null,59849,null,4475,null,20950,null,2757,null,1509397,null,8006,null,826661,null,10766,null,682736,null,12126,null,0400000US37,North Carolina,37
138091,null,1055,null,8554,null,1330,null,6479,null,1179,null,2075,null,615,null,129537,null,1799,null,66989,null,2418,null,62548,null,2538,null,0400000US38,North Dakota,38
2322128,null,4739,null,120240,null,5509,null,81531,null,4392,null,38709,null,3010,null,2201888,null,7506,null,1069888,null,10409,null,1132000,null,10537,null,0400000US39,Ohio,39
652438,null,4137,null,37799,null,2584,null,28511,null,2456,null,9288,null,1549,null,614639,null,4608,null,325208,null,7088,null,289431,null,6772,null,0400000US40,Oklahoma,40
778748,null,4689,null,37354,null,2667,null,25892,null,2516,null,11462,null,1946,null,741394,null,5341,null,349084,null,8102,null,392310,null,9414,null,0400000US41,Oregon,41
2462542,null,6613,null,120044,null,4923,null,84015,null,3929,null,36029,null,2994,null,2342498,null,7650,null,1130618,null,10217,null,1211880,null,10992,null,0400000US42,Pennsylvania,42
214810,null,2601,null,7873,null,1214,null,6246,null,1138,null,1627,null,612,null,206937,null,3008,null,89392,null,3491,null,117545,null,4040,null,0400000US44,Rhode Island,44
720996,null,3698,null,41329,null,2880,null,28836,null,2626,null,12493,null,2094,null,679667,null,4311,null,358696,null,7540,null,320971,null,7161,null,0400000US45,South Carolina,45
161732,null,1578,null,9086,null,1376,null,6883,null,1231,null,2203,null,631,null,152646,null,1931,null,77099,null,3260,null,75547,null,3081,null,0400000US46,South Dakota,46
1195496,null,4134,null,66638,null,3751,null,46756,null,3362,null,19882,null,2344,null,1128858,null,6097,null,605557,null,10329,null,523301,null,10315,null,0400000US47,Tennessee,47
4466411,null,16703,null,289816,null,9077,null,203787,null,7746,null,86029,null,6053,null,4176595,null,19043,null,2137694,null,15934,null,2038901,null,23488,null,0400000US48,Texas,48
632588,null,3191,null,46509,null,3238,null,39088,null,3317,null,7421,null,1498,null,586079,null,4478,null,307362,null,6094,null,278717,null,7037,null,0400000US49,Utah,49
144639,null,960,null,5136,null,819,null,3424,null,637,null,1712,null,514,null,139503,null,1242,null,63434,null,2684,null,76069,null,2802,null,0400000US50,Vermont,50
1360217,null,5868,null,69898,null,4303,null,53223,null,3467,null,16675,null,2034,null,1290319,null,7378,null,673499,null,8696,null,616820,null,9537,null,0400000US51,Virginia,51
1298664,null,5101,null,66208,null,3964,null,49503,null,3387,null,16705,null,2204,null,1232456,null,5769,null,595116,null,8459,null,637340,null,9183,null,0400000US53,Washington,53
399236,null,2093,null,21019,null,2313,null,13740,null,1849,null,7279,null,1572,null,378217,null,3010,null,197872,null,5045,null,180345,null,5000,null,0400000US54,West Virginia,54
1202805,null,3933,null,62716,null,3557,null,45739,null,2894,null,16977,null,1951,null,1140089,null,5102,null,554799,null,7028,null,585290,null,8075,null,0400000US55,Wisconsin,55
116767,null,1762,null,8142,null,1356,null,6312,null,1171,null,1830,null,693,null,108625,null,2288,null,60455,null,2841,null,48170,null,2885,null,0400000US56,Wyoming,56
722549,null,8987,null,30566,null,2776,null,15207,null,2089,null,15359,null,2128,null,691983,null,9611,null,247125,null,6537,null,444858,null,9787,null,0400000US72,Puerto Rico,72
