B18101A_001E,B18101A_001EA,B18101A_001M,B18101A_001MA,B18101A_002E,B18101A_002EA,B18101A_002M,B18101A_002MA,B18101A_003E,B18101A_003EA,B18101A_003M,B18101A_003MA,B18101A_004E,B18101A_004EA,B18101A_004M,B18101A_004MA,B18101A_005E,B18101A_005EA,B18101A_005M,B18101A_005MA,B18101A_006E,B18101A_006EA,B18101A_006M,B18101A_006MA,B18101A_007E,B18101A_007EA,B18101A_007M,B18101A_007MA,B18101A_008E,B18101A_008EA,B18101A_008M,B18101A_008MA,B18101A_009E,B18101A_009EA,B18101A_009M,B18101A_009MA,B18101A_010E,B18101A_010EA,B18101A_010M,B18101A_010MA,GEO_ID,NAME,state
2385734,null,7826,null,572870,null,3546,null,23606,null,2232,null,549264,null,4189,null,1493038,null,5879,null,147039,null,6286,null,1345999,null,8804,null,319826,null,1879,null,119248,null,4226,null,200578,null,4474,null,0400000US20,Kansas,20
3760568,null,6552,null,860017,null,3366,null,50764,null,4547,null,809253,null,4858,null,2391604,null,5041,null,371758,null,10438,null,2019846,null,11420,null,508947,null,1382,null,222745,null,4927,null,286202,null,4885,null,0400000US21,Kentucky,21
2806100,null,5559,null,634537,null,2742,null,29583,null,2951,null,604954,null,3724,null,1773298,null,3825,null,212432,null,8218,null,1560866,null,9148,null,398265,null,2616,null,163668,null,4576,null,234597,null,5072,null,0400000US22,Louisiana,22
1234936,null,4091,null,245679,null,2740,null,14900,null,1961,null,230779,null,2902,null,795185,null,2881,null,108468,null,4822,null,686717,null,5290,null,194072,null,568,null,76238,null,3089,null,117834,null,3036,null,0400000US23,Maine,23
3375771,null,12613,null,732821,null,5060,null,28532,null,2772,null,704289,null,5384,null,2151486,null,9175,null,176013,null,6974,null,1975473,null,10860,null,491464,null,2409,null,158814,null,4782,null,332650,null,5032,null,0400000US24,Maryland,24
5356467,null,12912,null,1091261,null,5922,null,46837,null,4576,null,1044424,null,7388,null,3491272,null,8721,null,293451,null,9669,null,3197821,null,12032,null,773934,null,3129,null,257424,null,5429,null,516510,null,5294,null,0400000US25,Massachusetts,25
7879609,null,9368,null,1742966,null,4512,null,74730,null,3427,null,1668236,null,5329,null,5004474,null,6039,null,537989,null,12170,null,4466485,null,12952,null,1132169,null,2761,null,408736,null,6095,null,723433,null,6386,null,0400000US26,Michigan,26
4544935,null,8410,null,1014743,null,4375,null,32478,null,2392,null,982265,null,4988,null,2924096,null,5158,null,224931,null,6512,null,2699165,null,7878,null,606096,null,1900,null,190592,null,5774,null,415504,null,5259,null,0400000US27,Minnesota,27
1722334,null,5695,null,398428,null,2201,null,18154,null,2351,null,380274,null,2861,null,1056564,null,4228,null,141916,null,6790,null,914648,null,7894,null,267342,null,1990,null,120817,null,4594,null,146525,null,4415,null,0400000US28,Mississippi,28
4936551,null,6525,null,1125392,null,3778,null,50266,null,3679,null,1075126,null,4879,null,3101563,null,5011,null,374242,null,10490,null,2727321,null,12061,null,709596,null,2093,null,274344,null,5860,null,435252,null,6042,null,0400000US29,Missouri,29
857080,null,2493,null,181425,null,1419,null,5411,null,1282,null,176014,null,1942,null,546455,null,1772,null,58470,null,3332,null,487985,null,3629,null,129200,null,639,null,48868,null,2528,null,80332,null,2554,null,0400000US30,Montana,30
1555936,null,6414,null,369234,null,2939,null,11561,null,1732,null,357673,null,3214,null,969601,null,4192,null,81304,null,4242,null,888297,null,5563,null,217101,null,1622,null,75623,null,2839,null,141478,null,3039,null,0400000US31,Nebraska,31
1990991,null,11993,null,493159,null,5737,null,17123,null,2933,null,476036,null,5927,null,1244005,null,7558,null,105668,null,5583,null,1138337,null,7695,null,253827,null,1838,null,87724,null,3903,null,166103,null,3883,null,0400000US32,Nevada,32
1237117,null,2958,null,262832,null,1278,null,9648,null,1432,null,253184,null,1998,null,807943,null,1983,null,73109,null,4234,null,734834,null,4397,null,166342,null,654,null,61342,null,2707,null,105000,null,2794,null,0400000US33,New Hampshire,33
6083450,null,20499,null,1336512,null,7723,null,45428,null,3512,null,1291084,null,8076,null,3814721,null,14564,null,280218,null,9147,null,3534503,null,16781,null,932217,null,3515,null,308307,null,6365,null,623910,null,7291,null,0400000US34,New Jersey,34
1432482,null,13996,null,345151,null,6735,null,12132,null,1586,null,333019,null,6788,null,871760,null,9644,null,105094,null,5514,null,766666,null,9818,null,215571,null,2660,null,87698,null,3589,null,127873,null,3427,null,0400000US35,New Mexico,35
13002966,null,28308,null,2691411,null,12096,null,95046,null,5275,null,2596365,null,13375,null,8330080,null,20430,null,703105,null,12651,null,7626975,null,23272,null,1981475,null,4958,null,677768,null,9651,null,1303707,null,10274,null,0400000US36,New York,36
6461579,null,14196,null,1449732,null,7742,null,57958,null,4238,null,1391774,null,8588,null,4077327,null,9136,null,432348,null,10120,null,3644979,null,12641,null,934520,null,3766,null,351017,null,6831,null,583503,null,6564,null,0400000US37,North Carolina,37
568383,null,1442,null,118591,null,608,null,3446,null,884,null,115145,null,954,null,364370,null,1255,null,30131,null,2679,null,334239,null,2472,null,85422,null,399,null,30554,null,1885,null,54868,null,1894,null,0400000US38,North Dakota,38
9558760,null,9122,null,2142805,null,5011,null,97321,null,4949,null,2045484,null,6343,null,6046135,null,6112,null,666214,null,13622,null,5379921,null,14999,null,1369820,null,4753,null,494710,null,7976,null,875110,null,7657,null,0400000US39,Ohio,39
2713599,null,10086,null,620704,null,4996,null,26641,null,2304,null,594063,null,5465,null,1683602,null,6052,null,235016,null,7084,null,1448586,null,9094,null,409293,null,2297,null,170831,null,4712,null,238462,null,4365,null,0400000US40,Oklahoma,40
3237773,null,13489,null,688074,null,6139,null,32679,null,3552,null,655395,null,6356,null,2076248,null,8849,null,224882,null,8043,null,1851366,null,11802,null,473451,null,1991,null,179176,null,4704,null,294275,null,4716,null,0400000US41,Oregon,41
10360233,null,13170,null,2134435,null,7147,null,98268,null,4122,null,2036167,null,7779,null,6543340,null,8328,null,644577,null,12767,null,5898763,null,15741,null,1682458,null,2926,null,589984,null,7382,null,1092474,null,7512,null,0400000US42,Pennsylvania,42
854926,null,5964,null,166800,null,2827,null,8276,null,1934,null,158524,null,3242,null,556879,null,3938,null,55147,null,4331,null,501732,null,5469,null,131247,null,1045,null,43245,null,2773,null,88002,null,2576,null,0400000US44,Rhode Island,44
3022970,null,8812,null,659231,null,3831,null,21919,null,2144,null,637312,null,4187,null,1892602,null,6342,null,211555,null,7074,null,1681047,null,8955,null,471137,null,1681,null,177986,null,5215,null,293151,null,5071,null,0400000US45,South Carolina,45
687061,null,3147,null,152602,null,2484,null,4368,null,1093,null,148234,null,2500,null,429967,null,2286,null,36357,null,3314,null,393610,null,3929,null,104492,null,501,null,36669,null,2002,null,67823,null,2097,null,0400000US46,South Dakota,46
4906777,null,9186,null,1091313,null,5012,null,44616,null,3994,null,1046697,null,6197,null,3105589,null,5633,null,414464,null,10220,null,2691125,null,10942,null,709875,null,1983,null,293349,null,6337,null,416526,null,6144,null,0400000US47,Tennessee,47
17954401,null,51152,null,4873365,null,25738,null,193525,null,9181,null,4679840,null,27159,null,11034416,null,28779,null,1085741,null,18853,null,9948675,null,34210,null,2046620,null,8008,null,830642,null,13434,null,1215978,null,12326,null,0400000US48,Texas,48
2462920,null,9249,null,749420,null,4736,null,22767,null,2303,null,726653,null,5440,null,1480964,null,5742,null,118180,null,6142,null,1362784,null,7459,null,232536,null,1628,null,82934,null,3102,null,149602,null,3225,null,0400000US49,Utah,49
589345,null,1347,null,117311,null,712,null,6853,null,1274,null,110458,null,1477,null,387650,null,988,null,42736,null,3101,null,344914,null,3037,null,84384,null,454,null,30123,null,1591,null,54261,null,1679,null,0400000US50,Vermont,50
5406212,null,15041,null,1194007,null,6541,null,42426,null,3549,null,1151581,null,7607,null,3472445,null,11059,null,308689,null,9500,null,3163756,null,14104,null,739760,null,3043,null,255519,null,5377,null,484241,null,5783,null,0400000US51,Virginia,51
5254072,null,13775,null,1149515,null,6378,null,44004,null,3662,null,1105511,null,7613,null,3402827,null,9152,null,357736,null,10327,null,3045091,null,12912,null,701730,null,2421,null,264678,null,6657,null,437052,null,6696,null,0400000US53,Washington,53
1693662,null,2578,null,352598,null,1270,null,15583,null,1945,null,337015,null,2413,null,1074208,null,1908,null,183328,null,6419,null,890880,null,6642,null,266856,null,974,null,121210,null,4047,null,145646,null,4258,null,0400000US54,West Virginia,54
4930698,null,7573,null,1069530,null,4132,null,36238,null,2750,null,1033292,null,4890,null,3167122,null,5021,null,265063,null,6569,null,2902059,null,8489,null,694046,null,1738,null,223924,null,5967,null,470122,null,6293,null,0400000US55,Wisconsin,55
488209,null,2138,null,112231,null,1877,null,5219,null,1227,null,107012,null,1931,null,313977,null,2088,null,31768,null,2993,null,282209,null,3702,null,62001,null,1404,null,24290,null,1857,null,37711,null,1818,null,0400000US56,Wyoming,56
2869030,null,22307,null,685526,null,8650,null,46009,null,3412,null,639517,null,8943,null,1748850,null,15470,null,313069,null,8973,null,1435781,null,15167,null,434654,null,4566,null,234539,null,5023,null,200115,null,4303,null,0400000US72,Puerto Rico,72
