C12002A_001E,C12002A_001EA,C12002A_001M,C12002A_001MA,C12002A_002E,C12002A_002EA,C12002A_002M,C12002A_002MA,C12002A_003E,C12002A_003EA,C12002A_003M,C12002A_003MA,C12002A_004E,C12002A_004EA,C12002A_004M,C12002A_004MA,C12002A_005E,C12002A_005EA,C12002A_005M,C12002A_005MA,C12002A_006E,C12002A_006EA,C12002A_006M,C12002A_006MA,GEO_ID,NAME,state
1425270,null,3543,null,310551,null,7388,null,818246,null,14013,null,26896,null,3361,null,105437,null,5216,null,164140,null,8071,null,0400000US28,Mississippi,28
4091606,null,4442,null,1076071,null,12483,null,2198721,null,18899,null,68213,null,4949,null,270171,null,7018,null,478430,null,10866,null,0400000US29,Missouri,29
723048,null,1405,null,200111,null,5689,null,370873,null,9665,null,10213,null,1752,null,50443,null,3346,null,91408,null,5624,null,0400000US30,Montana,30
1275108,null,4486,null,354837,null,7456,null,699426,null,11599,null,14864,null,1933,null,80645,null,3500,null,125336,null,5648,null,0400000US31,Nebraska,31
1598940,null,8799,null,461618,null,10072,null,791937,null,14101,null,33432,null,3427,null,86562,null,4131,null,225391,null,8421,null,0400000US32,Nevada,32
1039602,null,2115,null,293295,null,6576,null,544469,null,9539,null,11638,null,2015,null,64113,null,3138,null,126087,null,5587,null,0400000US33,New Hampshire,33
5056221,null,15492,null,1495587,null,15354,null,2671764,null,22703,null,79786,null,4730,null,368172,null,7760,null,440912,null,11618,null,0400000US34,New Jersey,34
1169631,null,11045,null,329115,null,8419,null,590627,null,12098,null,21911,null,2327,null,75912,null,3797,null,152066,null,7287,null,0400000US35,New Mexico,35
10964754,null,21837,null,3592021,null,26636,null,5402569,null,32630,null,232928,null,8059,null,768496,null,10904,null,968740,null,14735,null,0400000US36,New York,36
5395730,null,9074,null,1324881,null,19079,null,3026047,null,24132,null,136659,null,6654,null,348448,null,7343,null,559695,null,10843,null,0400000US37,North Carolina,37
485691,null,985,null,137026,null,3885,null,272568,null,5092,null,3963,null,938,null,32734,null,1624,null,39400,null,2762,null,0400000US38,North Dakota,38
7934071,null,5085,null,2198653,null,17109,null,4126516,null,29369,null,129345,null,5749,null,543813,null,8456,null,935744,null,15795,null,0400000US39,Ohio,39
2259788,null,6478,null,530076,null,9944,null,1240115,null,15845,null,41049,null,3680,null,159198,null,5080,null,289350,null,8509,null,0400000US40,Oklahoma,40
2708224,null,9398,null,758398,null,13674,null,1399303,null,20760,null,42382,null,3354,null,159818,null,6064,null,348323,null,9038,null,0400000US41,Oregon,41
8787504,null,8696,null,2550703,null,17431,null,4593333,null,25946,null,164422,null,6861,null,670880,null,8492,null,808166,null,13674,null,0400000US42,Pennsylvania,42
734478,null,4390,null,233560,null,6091,null,358367,null,8557,null,10968,null,1685,null,52832,null,3662,null,78751,null,4642,null,0400000US44,Rhode Island,44
2531651,null,5788,null,631175,null,11206,null,1411272,null,16558,null,57123,null,3755,null,173819,null,5276,null,258262,null,8714,null,0400000US45,South Carolina,45
574897,null,2106,null,152474,null,4413,null,316567,null,7155,null,8003,null,1720,null,39844,null,2232,null,58009,null,3904,null,0400000US46,South Dakota,46
4074197,null,6014,null,947799,null,12691,null,2247424,null,20702,null,79947,null,5060,null,281850,null,6470,null,517177,null,11050,null,0400000US47,Tennessee,47
14158302,null,32458,null,3993337,null,34981,null,7472142,null,44921,null,339698,null,11807,null,802926,null,12619,null,1550199,null,25252,null,0400000US48,Texas,48
1847851,null,6099,null,524355,null,10170,null,1053795,null,12534,null,25532,null,2623,null,73312,null,3420,null,170857,null,6586,null,0400000US49,Utah,49
501144,null,937,null,151511,null,4452,null,255838,null,5642,null,5704,null,923,null,29326,null,1906,null,58765,null,3454,null,0400000US50,Vermont,50
4559632,null,10218,null,1244010,null,16624,null,2501239,null,23870,null,100731,null,4958,null,265093,null,6757,null,448559,null,12237,null,0400000US51,Virginia,51
4397632,null,9252,null,1246382,null,15426,null,2285148,null,21792,null,74493,null,4673,null,231705,null,6830,null,559904,null,11712,null,0400000US53,Washington,53
1423618,null,2407,null,345383,null,8765,null,766457,null,13678,null,22940,null,2498,null,118767,null,4616,null,170071,null,6987,null,0400000US54,West Virginia,54
4119956,null,4750,null,1181677,null,13256,null,2237030,null,18466,null,37768,null,2956,null,246792,null,5575,null,416689,null,10042,null,0400000US55,Wisconsin,55
403629,null,1977,null,99248,null,3858,null,230507,null,7473,null,4359,null,1156,null,23227,null,1827,null,46288,null,3995,null,0400000US56,Wyoming,56
2324017,null,18393,null,875632,null,14657,null,907886,null,12759,null,71524,null,5016,null,168624,null,5055,null,300351,null,8743,null,0400000US72,Puerto Rico,72
