C01001H_001E,C01001H_001EA,C01001H_001M,C01001H_001MA,C01001H_002E,C01001H_002EA,C01001H_002M,C01001H_002MA,C01001H_003E,C01001H_003EA,C01001H_003M,C01001H_003MA,C01001H_004E,C01001H_004EA,C01001H_004M,C01001H_004MA,C01001H_005E,C01001H_005EA,C01001H_005M,C01001H_005MA,C01001H_006E,C01001H_006EA,C01001H_006M,C01001H_006MA,C01001H_007E,C01001H_007EA,C01001H_007M,C01001H_007MA,C01001H_008E,C01001H_008EA,C01001H_008M,C01001H_008MA,C01001H_009E,C01001H_009EA,C01001H_009M,C01001H_009MA,GEO_ID,NAME,state
7703149,null,2510,null,3800365,null,1566,null,846908,null,1117,null,2454727,null,1110,null,498730,null,228,null,3902784,null,1663,null,801294,null,1346,null,2438623,null,784,null,662867,null,350,null,0400000US26,Michigan,26
4462246,null,2923,null,2206138,null,1482,null,489945,null,791,null,1440654,null,1058,null,275539,null,142,null,2256108,null,1679,null,468300,null,895,null,1422980,null,1250,null,364828,null,203,null,0400000US27,Minnesota,27
1719121,null,863,null,844788,null,2400,null,200441,null,2412,null,527966,null,605,null,116381,null,369,null,874333,null,2391,null,183556,null,2360,null,529180,null,252,null,161597,null,13,null,0400000US28,Mississippi,28
4895813,null,2837,null,2397983,null,2540,null,553958,null,1927,null,1530929,null,961,null,313096,null,391,null,2497830,null,1678,null,526398,null,1386,null,1546164,null,767,null,425268,null,425,null,0400000US29,Missouri,29
854134,null,788,null,427073,null,572,null,89606,null,544,null,276231,null,193,null,61236,null,11,null,427061,null,889,null,85702,null,657,null,268132,null,364,null,73227,null,35,null,0400000US30,Montana,30
1496386,null,1781,null,734464,null,2088,null,170362,null,1101,null,468124,null,1268,null,95978,null,319,null,761922,null,1307,null,163969,null,861,null,466715,null,1021,null,131238,null,404,null,0400000US31,Nebraska,31
1470474,null,2758,null,747177,null,2119,null,148403,null,1861,null,487970,null,699,null,110804,null,69,null,723297,null,2303,null,138910,null,1936,null,460449,null,995,null,123938,null,718,null,0400000US32,Nevada,32
1227367,null,851,null,602442,null,765,null,129941,null,499,null,396885,null,410,null,75616,null,25,null,624925,null,623,null,124708,null,532,null,401608,null,169,null,98609,null,255,null,0400000US33,New Hampshire,33
5301673,null,4203,null,2583270,null,1917,null,555503,null,1040,null,1654859,null,1282,null,372908,null,492,null,2718403,null,2895,null,526722,null,1111,null,1664441,null,2084,null,527240,null,730,null,0400000US34,New Jersey,34
823796,null,3525,null,401020,null,2816,null,75657,null,2210,null,253875,null,2162,null,71488,null,742,null,422776,null,2761,null,73765,null,2456,null,261335,null,1687,null,87676,null,916,null,0400000US35,New Mexico,35
11663600,null,5905,null,5682998,null,3065,null,1167233,null,1696,null,3710618,null,2071,null,805147,null,797,null,5980602,null,3524,null,1109313,null,1793,null,3751382,null,2424,null,1119907,null,857,null,0400000US36,New York,36
6253124,null,2750,null,3051616,null,3812,null,671279,null,2946,null,1971590,null,2303,null,408747,null,414,null,3201508,null,3717,null,635556,null,2901,null,2011984,null,2351,null,553968,null,521,null,0400000US37,North Carolina,37
576099,null,395,null,289248,null,609,null,60399,null,502,null,189512,null,259,null,39337,null,8,null,286851,null,506,null,56780,null,493,null,177560,null,66,null,52511,null,16,null,0400000US38,North Dakota,38
9476496,null,2975,null,4632335,null,1931,null,1058232,null,1800,null,2977023,null,1027,null,597080,null,172,null,4844161,null,1919,null,1004847,null,1427,null,3006498,null,1027,null,832816,null,232,null,0400000US39,Ohio,39
2607141,null,2378,null,1279328,null,1777,null,287929,null,1655,null,811507,null,573,null,179892,null,74,null,1327813,null,2665,null,268725,null,2338,null,817675,null,492,null,241413,null,172,null,0400000US40,Oklahoma,40
3038879,null,1954,null,1492828,null,1048,null,303493,null,709,null,978428,null,729,null,210907,null,196,null,1546051,null,1293,null,288033,null,585,null,992172,null,1099,null,265846,null,408,null,0400000US41,Oregon,41
10177758,null,4088,null,4949909,null,2058,null,1031679,null,1030,null,3191669,null,1594,null,726561,null,406,null,5227849,null,2433,null,981283,null,1231,null,3216110,null,1735,null,1030456,null,273,null,0400000US42,Pennsylvania,42
818632,null,2207,null,393922,null,1366,null,76649,null,251,null,261473,null,1257,null,55800,null,363,null,424710,null,1117,null,72507,null,467,null,270457,null,760,null,81746,null,233,null,0400000US44,Rhode Island,44
2954621,null,2269,null,1447599,null,2173,null,315536,null,1522,null,921730,null,1508,null,210333,null,74,null,1507022,null,1967,null,295616,null,1586,null,938364,null,780,null,273042,null,204,null,0400000US45,South Carolina,45
691233,null,2707,null,344823,null,1910,null,76809,null,1680,null,219128,null,727,null,48886,null,53,null,346410,null,1619,null,71946,null,1459,null,211099,null,470,null,63365,null,25,null,0400000US46,South Dakota,46
4814198,null,1266,null,2351168,null,1789,null,527865,null,1779,null,1509894,null,468,null,313409,null,197,null,2463030,null,2023,null,497037,null,1832,null,1544248,null,495,null,421745,null,134,null,0400000US47,Tennessee,47
11546095,null,5746,null,5694528,null,5626,null,1269327,null,3099,null,3681098,null,4737,null,744103,null,986,null,5851567,null,6246,null,1197356,null,3311,null,3678468,null,4903,null,975743,null,1077,null,0400000US48,Texas,48
2257105,null,1453,null,1126622,null,1201,null,337057,null,568,null,685738,null,1020,null,103827,null,6,null,1130483,null,561,null,318039,null,327,null,685878,null,412,null,126566,null,6,null,0400000US49,Utah,49
589179,null,930,null,289570,null,714,null,59133,null,497,null,192242,null,236,null,38195,null,109,null,299609,null,384,null,56475,null,271,null,193714,null,268,null,49420,null,25,null,0400000US50,Vermont,50
5212297,null,4073,null,2565700,null,3163,null,554555,null,2759,null,1686619,null,1272,null,324526,null,491,null,2646597,null,3661,null,526680,null,3017,null,1689692,null,1558,null,430225,null,405,null,0400000US51,Virginia,51
4958579,null,3461,null,2462043,null,2085,null,512957,null,1192,null,1634640,null,1218,null,314446,null,468,null,2496536,null,2030,null,486077,null,1255,null,1617384,null,1054,null,393075,null,374,null,0400000US53,Washington,53
1699102,null,1491,null,831480,null,1571,null,179711,null,1511,null,533329,null,621,null,118440,null,158,null,867622,null,1701,null,169696,null,1454,null,540509,null,784,null,157417,null,429,null,0400000US54,West Virginia,54
4779655,null,1376,null,2367390,null,963,null,506617,null,506,null,1551617,null,653,null,309156,null,50,null,2412265,null,885,null,481608,null,607,null,1521012,null,477,null,409645,null,175,null,0400000US55,Wisconsin,55
468598,null,319,null,238676,null,623,null,54153,null,610,null,156038,null,127,null,28485,null,12,null,229922,null,670,null,49533,null,640,null,146580,null,255,null,33809,null,73,null,0400000US56,Wyoming,56
38002,null,3437,null,20278,null,2281,null,5888,null,1264,null,12018,null,1784,null,2372,null,652,null,17724,null,2206,null,4002,null,1189,null,11683,null,1901,null,2039,null,439,null,0400000US72,Puerto Rico,72
