B27001H_001E,B27001H_001EA,B27001H_001M,B27001H_001MA,B27001H_002E,B27001H_002EA,B27001H_002M,B27001H_002MA,B27001H_003E,B27001H_003EA,B27001H_003M,B27001H_003MA,B27001H_004E,B27001H_004EA,B27001H_004M,B27001H_004MA,B27001H_005E,B27001H_005EA,B27001H_005M,B27001H_005MA,B27001H_006E,B27001H_006EA,B27001H_006M,B27001H_006MA,B27001H_007E,B27001H_007EA,B27001H_007M,B27001H_007MA,B27001H_008E,B27001H_008EA,B27001H_008M,B27001H_008MA,B27001H_009E,B27001H_009EA,B27001H_009M,B27001H_009MA,B27001H_010E,B27001H_010EA,B27001H_010M,B27001H_010MA,B27001H_011E,B27001H_011EA,B27001H_011M,B27001H_011MA,B27001H_012E,B27001H_012EA,B27001H_012M,B27001H_012MA,B27001H_013E,B27001H_013EA,B27001H_013M,B27001H_013MA,B27001H_014E,B27001H_014EA,B27001H_014M,B27001H_014MA,B27001H_015E,B27001H_015EA,B27001H_015M,B27001H_015MA,B27001H_016E,B27001H_016EA,B27001H_016M,B27001H_016MA,B27001H_017E,B27001H_017EA,B27001H_017M,B27001H_017MA,B27001H_018E,B27001H_018EA,B27001H_018M,B27001H_018MA,B27001H_019E,B27001H_019EA,B27001H_019M,B27001H_019MA,B27001H_020E,B27001H_020EA,B27001H_020M,B27001H_020MA,B27001H_021E,B27001H_021EA,B27001H_021M,B27001H_021MA,B27001H_022E,B27001H_022EA,B27001H_022M,B27001H_022MA,B27001H_023E,B27001H_023EA,B27001H_023M,B27001H_023MA,B27001H_024E,B27001H_024EA,B27001H_024M,B27001H_024MA,B27001H_025E,B27001H_025EA,B27001H_025M,B27001H_025MA,B27001H_026E,B27001H_026EA,B27001H_026M,B27001H_026MA,B27001H_027E,B27001H_027EA,B27001H_027M,B27001H_027MA,B27001H_028E,B27001H_028EA,B27001H_028M,B27001H_028MA,GEO_ID,NAME,state
5521086,null,6610,null,422576,null,4634,null,394413,null,5806,null,28163,null,3101,null,857729,null,5336,null,795374,null,6828,null,62355,null,5506,null,506874,null,9137,null,359652,null,10217,null,147222,null,5942,null,667721,null,5352,null,514178,null,8713,null,153543,null,7659,null,781654,null,4718,null,641857,null,7695,null,139797,null,7590,null,845637,null,4194,null,721600,null,6795,null,124037,null,5684,null,705059,null,1556,null,629955,null,5504,null,75104,null,5178,null,422534,null,1601,null,421046,null,1823,null,1488,null,651,null,311302,null,2175,null,310068,null,2128,null,1234,null,672,null,0400000US13,Georgia,13
293201,null,2756,null,19725,null,1153,null,19388,null,1163,null,337,null,294,null,33664,null,1099,null,32725,null,1177,null,939,null,471,null,23210,null,1868,null,19942,null,2113,null,3268,null,1061,null,44086,null,2071,null,37245,null,2067,null,6841,null,2105,null,37478,null,1185,null,33556,null,1702,null,3922,null,1189,null,44365,null,478,null,39941,null,1041,null,4424,null,939,null,48255,null,192,null,44228,null,973,null,4027,null,967,null,23843,null,272,null,23658,null,331,null,185,null,187,null,18575,null,636,null,18492,null,614,null,83,null,140,null,0400000US15,Hawaii,15
1284519,null,1988,null,112580,null,2025,null,105303,null,2489,null,7277,null,1530,null,208301,null,1882,null,186333,null,3067,null,21968,null,3193,null,129035,null,1401,null,93854,null,3309,null,35181,null,3175,null,168030,null,1372,null,125315,null,2928,null,42715,null,3149,null,156816,null,1037,null,127257,null,2869,null,29559,null,2939,null,181569,null,814,null,148597,null,2952,null,32972,null,2941,null,157504,null,534,null,138492,null,2073,null,19012,null,1906,null,94671,null,630,null,94240,null,711,null,431,null,304,null,76013,null,1240,null,75554,null,1356,null,459,null,620,null,0400000US16,Idaho,16
8202811,null,6541,null,544277,null,4591,null,531835,null,5086,null,12442,null,2297,null,1174092,null,4696,null,1135753,null,6577,null,38339,null,4480,null,770448,null,3371,null,619534,null,7172,null,150914,null,6080,null,1036880,null,1988,null,863853,null,7499,null,173027,null,7799,null,1092690,null,1855,null,972807,null,5594,null,119883,null,5382,null,1328973,null,1479,null,1190048,null,6809,null,138925,null,6691,null,1052668,null,1611,null,966738,null,5078,null,85930,null,4606,null,633286,null,2185,null,629403,null,2296,null,3883,null,1212,null,569497,null,3620,null,568070,null,3610,null,1427,null,803,null,0400000US17,Illinois,17
5227683,null,4654,null,388322,null,3415,null,357516,null,5242,null,30806,null,4120,null,816996,null,3762,null,750418,null,6364,null,66578,null,5625,null,509628,null,2001,null,382484,null,6667,null,127144,null,6518,null,650827,null,2453,null,500338,null,6439,null,150489,null,6433,null,691717,null,2176,null,580345,null,5328,null,111372,null,4976,null,806384,null,1369,null,700008,null,5085,null,106376,null,5056,null,647196,null,1266,null,586105,null,4172,null,61091,null,3862,null,389493,null,1113,null,387842,null,1470,null,1651,null,796,null,327120,null,2782,null,326546,null,2861,null,574,null,355,null,0400000US18,Indiana,18
2659326,null,1906,null,194737,null,2561,null,188318,null,2928,null,6419,null,1321,null,398401,null,2564,null,382268,null,3217,null,16133,null,2621,null,279263,null,1478,null,231927,null,3137,null,47336,null,3154,null,314532,null,1710,null,270328,null,3491,null,44204,null,3327,null,325860,null,945,null,294158,null,3014,null,31702,null,2922,null,408182,null,808,null,374276,null,3160,null,33906,null,3105,null,336400,null,769,null,318332,null,1826,null,18068,null,1685,null,206012,null,933,null,205674,null,975,null,338,null,297,null,195939,null,1623,null,195826,null,1636,null,113,null,108,null,0400000US19,Iowa,19
2204688,null,3245,null,164016,null,2069,null,154167,null,2754,null,9849,null,2288,null,338122,null,2156,null,316574,null,3113,null,21548,null,3041,null,233239,null,2901,null,185906,null,4329,null,47333,null,3351,null,270640,null,2232,null,215520,null,3800,null,55120,null,3854,null,269011,null,1858,null,230760,null,3554,null,38251,null,3393,null,340578,null,1524,null,306097,null,2759,null,34481,null,2322,null,276815,null,1120,null,256097,null,2434,null,20718,null,2281,null,161706,null,1637,null,161487,null,1663,null,219,null,158,null,150561,null,1633,null,150355,null,1658,null,206,null,204,null,0400000US20,Kansas,20
3696188,null,3899,null,273131,null,3350,null,259651,null,3648,null,13480,null,2138,null,559551,null,3498,null,525373,null,5036,null,34178,null,4311,null,340776,null,3231,null,239072,null,5064,null,101704,null,5578,null,477711,null,2800,null,357988,null,6734,null,119723,null,6768,null,502814,null,2630,null,408115,null,6662,null,94699,null,5972,null,566190,null,1435,null,480396,null,5302,null,85794,null,5199,null,469424,null,932,null,421880,null,3098,null,47544,null,3130,null,286705,null,1234,null,284710,null,1370,null,1995,null,850,null,219886,null,1710,null,219633,null,1704,null,253,null,184,null,0400000US21,Kentucky,21
2705321,null,3778,null,200441,null,2852,null,193029,null,3214,null,7412,null,1721,null,402497,null,2752,null,379501,null,4477,null,22996,null,3388,null,253425,null,2448,null,190314,null,5017,null,63111,null,4688,null,354096,null,3307,null,266798,null,5935,null,87298,null,5803,null,348130,null,2145,null,283295,null,4741,null,64835,null,4339,null,414128,null,1588,null,343036,null,5033,null,71092,null,4802,null,343844,null,666,null,302455,null,3268,null,41389,null,3294,null,213936,null,729,null,212573,null,992,null,1363,null,739,null,174824,null,2337,null,174693,null,2369,null,131,null,157,null,0400000US22,Louisiana,22
1225243,null,3802,null,73865,null,1813,null,70204,null,2006,null,3661,null,1121,null,168453,null,2342,null,158288,null,2783,null,10165,null,1807,null,107090,null,1088,null,83646,null,2719,null,23444,null,2434,null,134868,null,1487,null,110377,null,2743,null,24491,null,2518,null,162705,null,942,null,139971,null,2905,null,22734,null,2846,null,207559,null,876,null,180032,null,2490,null,27527,null,2391,null,177228,null,764,null,162501,null,1910,null,14727,null,1747,null,104608,null,528,null,104454,null,560,null,154,null,160,null,88867,null,697,null,88673,null,725,null,194,null,207,null,0400000US23,Maine,23
3174778,null,5375,null,205355,null,3374,null,200514,null,3533,null,4841,null,1649,null,460652,null,3095,null,441029,null,4972,null,19623,null,3833,null,286448,null,2380,null,241579,null,4244,null,44869,null,3971,null,364241,null,2515,null,312378,null,4370,null,51863,null,3890,null,416634,null,1597,null,373837,null,4368,null,42797,null,4006,null,530199,null,2033,null,487752,null,4591,null,42447,null,4238,null,430410,null,770,null,408006,null,2656,null,22404,null,2637,null,256755,null,1398,null,255716,null,1563,null,1039,null,588,null,224084,null,3225,null,223267,null,3256,null,817,null,449,null,0400000US24,Maryland,24
5080770,null,5652,null,304476,null,3650,null,300537,null,3819,null,3939,null,1259,null,694102,null,4319,null,685516,null,4422,null,8586,null,2200,null,486674,null,2210,null,454782,null,3970,null,31892,null,3419,null,600416,null,2645,null,554265,null,5051,null,46151,null,4600,null,706602,null,1683,null,676536,null,4059,null,30066,null,3644,null,852105,null,1128,null,824757,null,3723,null,27348,null,3482,null,675687,null,1371,null,660046,null,2597,null,15641,null,2272,null,393631,null,1226,null,392488,null,1490,null,1143,null,699,null,367077,null,2534,null,366980,null,2528,null,97,null,165,null,0400000US25,Massachusetts,25
7619189,null,3551,null,505918,null,4584,null,487524,null,4826,null,18394,null,2579,null,1140785,null,4486,null,1089961,null,6827,null,50824,null,4710,null,722406,null,1793,null,546380,null,6159,null,176026,null,6120,null,871002,null,1757,null,686949,null,6501,null,184053,null,6606,null,1005422,null,1335,null,852150,null,5776,null,153272,null,5750,null,1248412,null,1191,null,1082952,null,6112,null,165460,null,6042,null,1006242,null,1088,null,922982,null,4066,null,83260,null,3746,null,605545,null,1100,null,602992,null,1716,null,2553,null,1312,null,513457,null,1963,null,513108,null,2047,null,349,null,249,null,0400000US26,Michigan,26
4406646,null,3436,null,315023,null,3040,null,301735,null,3234,null,13288,null,1875,null,642020,null,3061,null,605644,null,4287,null,36376,null,3247,null,424424,null,1352,null,353151,null,4498,null,71273,null,4429,null,557823,null,1487,null,488431,null,4451,null,69392,null,4213,null,578241,null,887,null,531799,null,3502,null,46442,null,3404,null,728759,null,1009,null,677532,null,3644,null,51227,null,3401,null,558379,null,870,null,527688,null,2372,null,30691,null,2322,null,320689,null,1630,null,320170,null,1593,null,519,null,325,null,281288,null,2236,null,281118,null,2247,null,170,null,172,null,0400000US27,Minnesota,27
1683776,null,3174,null,127899,null,2453,null,116973,null,3323,null,10926,null,2727,null,255981,null,2565,null,228000,null,4843,null,27981,null,4476,null,158938,null,2822,null,113698,null,4195,null,45240,null,3615,null,200759,null,3726,null,147546,null,5574,null,53213,null,4361,null,215619,null,3087,null,166590,null,4770,null,49029,null,4204,null,243597,null,2270,null,202598,null,4068,null,40999,null,3789,null,215430,null,848,null,189809,null,2865,null,25621,null,2607,null,146721,null,870,null,146486,null,874,null,235,null,236,null,118832,null,1984,null,118832,null,1984,null,0,null,291,null,0400000US28,Mississippi,28
4813705,null,3483,null,350800,null,3455,null,331069,null,4645,null,19731,null,2866,null,727443,null,3666,null,679131,null,6174,null,48312,null,4656,null,456115,null,2524,null,345141,null,6459,null,110974,null,5677,null,609279,null,3056,null,484686,null,6336,null,124593,null,6206,null,615730,null,1580,null,512091,null,5767,null,103639,null,5618,null,748280,null,1324,null,648872,null,5065,null,99408,null,4832,null,604293,null,1190,null,549122,null,3648,null,55171,null,3341,null,378094,null,1524,null,376504,null,1722,null,1590,null,708,null,323671,null,2108,null,323437,null,2138,null,234,null,201,null,0400000US29,Missouri,29
839990,null,1445,null,57427,null,1792,null,50843,null,2205,null,6584,null,1471,null,117186,null,1896,null,104515,null,2805,null,12671,null,2139,null,86810,null,1158,null,63773,null,2824,null,23037,null,2681,null,98980,null,1503,null,71277,null,2948,null,27703,null,2512,null,98222,null,1166,null,76187,null,2760,null,22035,null,2463,null,133152,null,692,null,107583,null,2806,null,25569,null,2773,null,120223,null,262,null,102443,null,2019,null,17780,null,2039,null,69698,null,521,null,69463,null,550,null,235,null,220,null,58292,null,651,null,58292,null,651,null,0,null,240,null,0400000US30,Montana,30
1469960,null,2394,null,115085,null,1909,null,110055,null,2395,null,5030,null,1374,null,218089,null,2176,null,206734,null,2803,null,11355,null,1897,null,154698,null,1516,null,122034,null,2698,null,32664,null,2842,null,184299,null,2283,null,154621,null,3541,null,29678,null,2987,null,177149,null,1419,null,156397,null,2501,null,20752,null,2022,null,223366,null,1110,null,198642,null,2818,null,24724,null,2747,null,183674,null,614,null,170485,null,1977,null,13189,null,1973,null,108704,null,1068,null,108487,null,1064,null,217,null,194,null,104896,null,1574,null,104598,null,1604,null,298,null,324,null,0400000US31,Nebraska,31
1452405,null,3006,null,93869,null,2713,null,83795,null,3374,null,10074,null,2204,null,193074,null,2271,null,169848,null,3947,null,23226,null,3891,null,107736,null,1859,null,70682,null,3123,null,37054,null,3359,null,189079,null,2456,null,146021,null,3541,null,43058,null,3281,null,197049,null,1610,null,157301,null,3838,null,39748,null,3599,null,229281,null,820,null,188308,null,3522,null,40973,null,3493,null,210789,null,1004,null,183264,null,3050,null,27525,null,2805,null,133792,null,862,null,132726,null,1057,null,1066,null,647,null,97736,null,961,null,97608,null,975,null,128,null,182,null,0400000US32,Nevada,32
1212743,null,1116,null,76210,null,1626,null,73658,null,1829,null,2552,null,935,null,177891,null,1732,null,169573,null,2389,null,8318,null,1682,null,118532,null,1059,null,94488,null,2985,null,24044,null,2907,null,133316,null,1101,null,107047,null,3579,null,26269,null,3463,null,167592,null,532,null,147191,null,2688,null,20401,null,2588,null,211535,null,327,null,190084,null,2220,null,21451,null,2219,null,162580,null,269,null,148574,null,1724,null,14006,null,1714,null,90582,null,630,null,90506,null,662,null,76,null,91,null,74505,null,774,null,74252,null,860,null,253,null,387,null,0400000US33,New Hampshire,33
5239267,null,5567,null,316768,null,3566,null,306879,null,4130,null,9889,null,2017,null,764881,null,3962,null,734650,null,4965,null,30231,null,3919,null,412616,null,1287,null,339981,null,4424,null,72635,null,4483,null,558946,null,1519,null,467930,null,5810,null,91016,null,5776,null,708975,null,1835,null,642734,null,5112,null,66241,null,5151,null,901354,null,1572,null,828295,null,6027,null,73059,null,6128,null,709786,null,1344,null,664141,null,4087,null,45645,null,3935,null,438344,null,1060,null,435366,null,1692,null,2978,null,1143,null,427597,null,2270,null,427096,null,2283,null,501,null,406,null,0400000US34,New Jersey,34
810059,null,3781,null,50100,null,1934,null,47151,null,2264,null,2949,null,973,null,99122,null,3255,null,92390,null,3227,null,6732,null,1857,null,60985,null,2625,null,45459,null,3076,null,15526,null,2270,null,90582,null,1940,null,67836,null,2615,null,22746,null,2727,null,91427,null,1624,null,76098,null,2767,null,15329,null,2277,null,131470,null,1830,null,111459,null,2552,null,20011,null,2358,null,131634,null,1482,null,116892,null,2182,null,14742,null,1883,null,83570,null,1296,null,83087,null,1345,null,483,null,391,null,71169,null,1248,null,70610,null,1414,null,559,null,512,null,0400000US35,New Mexico,35
11517687,null,7563,null,704531,null,5249,null,683461,null,5808,null,21070,null,2744,null,1569745,null,5894,null,1512718,null,6965,null,57027,null,5334,null,1050831,null,2464,null,871034,null,8425,null,179797,null,8175,null,1394616,null,2601,null,1177432,null,9074,null,217184,null,9121,null,1537291,null,1826,null,1385365,null,7694,null,151926,null,7295,null,1866426,null,2623,null,1725034,null,7495,null,141392,null,6782,null,1548391,null,2051,null,1462359,null,5198,null,86032,null,5420,null,939337,null,1695,null,935886,null,1808,null,3451,null,957,null,906519,null,3278,null,904613,null,3467,null,1906,null,734,null,0400000US36,New York,36
6111810,null,5550,null,422702,null,3680,null,404815,null,4018,null,17887,null,2657,null,883327,null,3722,null,827469,null,6369,null,55858,null,4838,null,541889,null,4871,null,413555,null,6686,null,128334,null,5646,null,731591,null,5153,null,572264,null,7051,null,159327,null,6743,null,855566,null,3635,null,711640,null,6763,null,143926,null,6599,null,937673,null,2465,null,802530,null,6368,null,135143,null,6181,null,815855,null,1290,null,734177,null,4737,null,81678,null,4580,null,516552,null,1627,null,514983,null,1821,null,1569,null,703,null,406655,null,3006,null,406191,null,3040,null,464,null,347,null,0400000US37,North Carolina,37
561420,null,1149,null,40138,null,743,null,38264,null,808,null,1874,null,703,null,76813,null,748,null,73994,null,1002,null,2819,null,727,null,72909,null,1021,null,61731,null,2252,null,11178,null,2072,null,68798,null,1248,null,58256,null,1782,null,10542,null,1280,null,63324,null,813,null,57330,null,1258,null,5994,null,1042,null,84833,null,252,null,77000,null,1150,null,7833,null,1145,null,69772,null,349,null,65180,null,1050,null,4592,null,1000,null,41848,null,451,null,41692,null,462,null,156,null,140,null,42985,null,543,null,42946,null,532,null,39,null,67,null,0400000US38,North Dakota,38
9343182,null,5126,null,650278,null,4398,null,615410,null,5899,null,34868,null,4028,null,1410629,null,4855,null,1316226,null,7349,null,94403,null,6772,null,845777,null,2741,null,645036,null,8098,null,200741,null,7719,null,1159884,null,2483,null,935137,null,8625,null,224747,null,8426,null,1234145,null,1762,null,1057520,null,7692,null,176625,null,7620,null,1482828,null,1591,null,1299258,null,8215,null,183570,null,7677,null,1201089,null,1439,null,1091398,null,5481,null,109691,null,5165,null,726624,null,2491,null,724162,null,2615,null,2462,null,934,null,631928,null,3878,null,630487,null,3874,null,1441,null,534,null,0400000US39,Ohio,39
2546210,null,3784,null,186143,null,2801,null,173892,null,3429,null,12251,null,1983,null,369261,null,3164,null,340006,null,3677,null,29255,null,2539,null,240062,null,1920,null,169586,null,4804,null,70476,null,4624,null,323218,null,2653,null,233796,null,5351,null,89422,null,5158,null,309588,null,2036,null,244146,null,4303,null,65442,null,4012,null,385447,null,1155,null,318293,null,4118,null,67154,null,4207,null,329802,null,979,null,291134,null,2575,null,38668,null,2608,null,216837,null,749,null,216436,null,786,null,401,null,257,null,185852,null,1765,null,185689,null,1753,null,163,null,155,null,0400000US40,Oklahoma,40
3005535,null,2692,null,186564,null,2918,null,172327,null,3461,null,14237,null,2659,null,404458,null,2843,null,364237,null,4627,null,40221,null,3624,null,270341,null,1344,null,190944,null,4255,null,79397,null,4076,null,388170,null,1560,null,282611,null,5547,null,105559,null,5642,null,384852,null,1084,null,312778,null,4658,null,72074,null,4545,null,466098,null,705,null,392522,null,4704,null,73576,null,4681,null,440149,null,953,null,387024,null,3847,null,53125,null,3840,null,248628,null,766,null,247459,null,990,null,1169,null,643,null,216275,null,1230,null,215534,null,1260,null,741,null,511,null,0400000US41,Oregon,41
10020630,null,6423,null,619165,null,4625,null,589289,null,5637,null,29876,null,3540,null,1390857,null,4612,null,1323696,null,6944,null,67161,null,4848,null,917230,null,2839,null,742666,null,7119,null,174564,null,6683,null,1158875,null,2272,null,963296,null,8212,null,195579,null,8102,null,1301778,null,2249,null,1160804,null,6610,null,140974,null,5992,null,1625890,null,2063,null,1481365,null,6583,null,144525,null,6372,null,1340946,null,1589,null,1258169,null,4606,null,82777,null,4231,null,839370,null,1608,null,835641,null,1897,null,3729,null,1189,null,826519,null,3049,null,823483,null,3237,null,3036,null,789,null,0400000US42,Pennsylvania,42
804294,null,2439,null,43961,null,1561,null,42851,null,1658,null,1110,null,564,null,105195,null,1603,null,101270,null,1734,null,3925,null,1212,null,80835,null,591,null,67362,null,2045,null,13473,null,2066,null,91930,null,879,null,77671,null,2337,null,14259,null,2229,null,106976,null,1279,null,95232,null,2286,null,11744,null,1949,null,135963,null,683,null,126127,null,2133,null,9836,null,2043,null,110495,null,309,null,100571,null,1548,null,9924,null,1553,null,65143,null,360,null,65006,null,424,null,137,null,225,null,63796,null,798,null,63683,null,816,null,113,null,129,null,0400000US44,Rhode Island,44
2898162,null,3798,null,197695,null,2775,null,182309,null,3784,null,15386,null,2627,null,412405,null,2827,null,377771,null,4652,null,34634,null,3843,null,249885,null,2761,null,182059,null,4612,null,67826,null,4102,null,351618,null,2156,null,269697,null,4729,null,81921,null,4665,null,383152,null,1665,null,310399,null,5261,null,72753,null,5044,null,433245,null,1307,null,366027,null,4724,null,67218,null,4498,null,401875,null,488,null,359361,null,3193,null,42514,null,3088,null,263810,null,854,null,263068,null,914,null,742,null,464,null,204477,null,1832,null,204413,null,1824,null,64,null,107,null,0400000US45,South Carolina,45
