C19101A_001E,C19101A_001EA,C19101A_001M,C19101A_001MA,C19101A_002E,C19101A_002EA,C19101A_002M,C19101A_002MA,C19101A_003E,C19101A_003EA,C19101A_003M,C19101A_003MA,C19101A_004E,C19101A_004EA,C19101A_004M,C19101A_004MA,C19101A_005E,C19101A_005EA,C19101A_005M,C19101A_005MA,C19101A_006E,C19101A_006EA,C19101A_006M,C19101A_006MA,C19101A_007E,C19101A_007EA,C19101A_007M,C19101A_007MA,C19101A_008E,C19101A_008EA,C19101A_008M,C19101A_008MA,C19101A_009E,C19101A_009EA,C19101A_009M,C19101A_009MA,C19101A_010E,C19101A_010EA,C19101A_010M,C19101A_010MA,C19101A_011E,C19101A_011EA,C19101A_011M,C19101A_011MA,GEO_ID,NAME,state
183732,null,3925,null,4909,null,1068,null,4398,null,1003,null,15478,null,1793,null,16077,null,1442,null,28760,null,2292,null,48969,null,2409,null,31154,null,2281,null,21642,null,1770,null,5520,null,1060,null,6825,null,989,null,0400000US46,South Dakota,46
1342482,null,11231,null,64309,null,4053,null,53742,null,3707,null,132588,null,6251,null,143570,null,6675,null,215205,null,6774,null,293829,null,8644,null,190742,null,6356,null,150220,null,5420,null,50653,null,3509,null,47624,null,3098,null,0400000US47,Tennessee,47
4500109,null,23956,null,209789,null,7576,null,169350,null,7137,null,417435,null,11054,null,430794,null,9671,null,604082,null,10593,null,857023,null,16530,null,627464,null,11705,null,672656,null,12955,null,253225,null,8051,null,258291,null,6795,null,0400000US48,Texas,48
597745,null,6384,null,18296,null,2409,null,13048,null,2077,null,36634,null,3602,null,53196,null,3686,null,89818,null,4936,null,142469,null,5211,null,101959,null,3931,null,90661,null,3544,null,29307,null,2320,null,22357,null,2084,null,0400000US49,Utah,49
154061,null,3106,null,4461,null,926,null,4723,null,854,null,10856,null,1343,null,12592,null,1393,null,22122,null,2069,null,35984,null,2288,null,27158,null,1915,null,22850,null,1687,null,8503,null,1361,null,4812,null,935,null,0400000US50,Vermont,50
1460994,null,13036,null,37689,null,3093,null,28525,null,2671,null,83342,null,4385,null,99479,null,4978,null,182219,null,6383,null,276320,null,7494,null,219527,null,6475,null,267300,null,6502,null,129822,null,4764,null,136771,null,5515,null,0400000US51,Virginia,51
1379046,null,12589,null,43513,null,3481,null,34722,null,3478,null,86709,null,4459,null,108529,null,5333,null,176941,null,4992,null,286721,null,7510,null,227347,null,6194,null,252958,null,6641,null,89383,null,3758,null,72223,null,4220,null,0400000US53,Washington,53
470789,null,6742,null,31396,null,2701,null,23494,null,2546,null,51358,null,3528,null,58542,null,3526,null,82338,null,4342,null,97487,null,4387,null,59150,null,3960,null,45156,null,2902,null,11687,null,1537,null,10181,null,1585,null,0400000US54,West Virginia,54
1345597,null,9047,null,40690,null,2981,null,31245,null,2643,null,93300,null,3944,null,114341,null,4355,null,198717,null,4810,null,316516,null,7104,null,240353,null,5834,null,208200,null,4992,null,55380,null,2735,null,46855,null,2334,null,0400000US55,Wisconsin,55
133254,null,3530,null,3140,null,953,null,3011,null,833,null,8677,null,1297,null,10411,null,1537,null,20756,null,2458,null,30524,null,2622,null,24303,null,2078,null,22295,null,1770,null,5323,null,885,null,4814,null,858,null,0400000US56,Wyoming,56
635151,null,7460,null,144431,null,4674,null,80464,null,3418,null,119596,null,4007,null,85820,null,3853,null,86729,null,3718,null,64424,null,3501,null,25736,null,2061,null,17584,null,1787,null,4486,null,927,null,5881,null,986,null,0400000US72,Puerto Rico,72
