B01001G_001E,B01001G_001EA,B01001G_001M,B01001G_001MA,B01001G_002E,B01001G_002EA,B01001G_002M,B01001G_002MA,B01001G_003E,B01001G_003EA,B01001G_003M,B01001G_003MA,B01001G_004E,B01001G_004EA,B01001G_004M,B01001G_004MA,B01001G_005E,B01001G_005EA,B01001G_005M,B01001G_005MA,B01001G_006E,B01001G_006EA,B01001G_006M,B01001G_006MA,B01001G_007E,B01001G_007EA,B01001G_007M,B01001G_007MA,B01001G_008E,B01001G_008EA,B01001G_008M,B01001G_008MA,B01001G_009E,B01001G_009EA,B01001G_009M,B01001G_009MA,B01001G_010E,B01001G_010EA,B01001G_010M,B01001G_010MA,B01001G_011E,B01001G_011EA,B01001G_011M,B01001G_011MA,B01001G_012E,B01001G_012EA,B01001G_012M,B01001G_012MA,B01001G_013E,B01001G_013EA,B01001G_013M,B01001G_013MA,B01001G_014E,B01001G_014EA,B01001G_014M,B01001G_014MA,B01001G_015E,B01001G_015EA,B01001G_015M,B01001G_015MA,B01001G_016E,B01001G_016EA,B01001G_016M,B01001G_016MA,B01001G_017E,B01001G_017EA,B01001G_017M,B01001G_017MA,B01001G_018E,B01001G_018EA,B01001G_018M,B01001G_018MA,B01001G_019E,B01001G_019EA,B01001G_019M,B01001G_019MA,B01001G_020E,B01001G_020EA,B01001G_020M,B01001G_020MA,B01001G_021E,B01001G_021EA,B01001G_021M,B01001G_021MA,B01001G_022E,B01001G_022EA,B01001G_022M,B01001G_022MA,B01001G_023E,B01001G_023EA,B01001G_023M,B01001G_023MA,B01001G_024E,B01001G_024EA,B01001G_024M,B01001G_024MA,B01001G_025E,B01001G_025EA,B01001G_025M,B01001G_025MA,B01001G_026E,B01001G_026EA,B01001G_026M,B01001G_026MA,B01001G_027E,B01001G_027EA,B01001G_027M,B01001G_027MA,B01001G_028E,B01001G_028EA,B01001G_028M,B01001G_028MA,B01001G_029E,B01001G_029EA,B01001G_029M,B01001G_029MA,B01001G_030E,B01001G_030EA,B01001G_030M,B01001G_030MA,B01001G_031E,B01001G_031EA,B01001G_031M,B01001G_031MA,GEO_ID,NAME,state
159867,null,10645,null,78682,null,6698,null,14406,null,2274,null,12802,null,2031,null,9776,null,1616,null,5572,null,1447,null,4332,null,1458,null,5471,null,1412,null,4008,null,1235,null,5036,null,1417,null,6681,null,1881,null,5770,null,1222,null,2895,null,908,null,1647,null,592,null,286,null,199,null,0,null,296,null,81185,null,6785,null,15001,null,2326,null,9873,null,1799,null,9222,null,1890,null,5199,null,1146,null,2704,null,762,null,5199,null,1502,null,7085,null,1684,null,4916,null,1352,null,9313,null,1926,null,5598,null,910,null,4383,null,1107,null,1796,null,571,null,512,null,297,null,384,null,337,null,0400000US13,Georgia,13
306306,null,12667,null,155140,null,7343,null,20021,null,1910,null,16635,null,1833,null,15276,null,1617,null,8394,null,1039,null,4014,null,903,null,13951,null,1905,null,12887,null,2083,null,9561,null,1596,null,19740,null,2453,null,17106,null,1878,null,9552,null,1360,null,4673,null,786,null,2990,null,717,null,340,null,206,null,151166,null,7290,null,18961,null,1738,null,16802,null,2195,null,13910,null,1933,null,9807,null,1203,null,5527,null,1069,null,11454,null,1574,null,11664,null,1949,null,11057,null,1454,null,16799,null,1998,null,15393,null,1709,null,10706,null,1447,null,5184,null,728,null,3067,null,747,null,835,null,392,null,0400000US15,Hawaii,15
39068,null,3805,null,19473,null,2375,null,3547,null,1011,null,2316,null,770,null,2199,null,726,null,2176,null,1021,null,711,null,429,null,1541,null,544,null,808,null,359,null,841,null,464,null,1715,null,551,null,1914,null,743,null,752,null,387,null,590,null,323,null,263,null,262,null,100,null,123,null,19595,null,2311,null,3951,null,1271,null,2594,null,674,null,2611,null,817,null,553,null,397,null,1324,null,668,null,1609,null,770,null,1004,null,505,null,1033,null,508,null,1566,null,710,null,1540,null,573,null,1318,null,523,null,332,null,211,null,39,null,45,null,121,null,123,null,0400000US16,Idaho,16
231440,null,12445,null,117952,null,7227,null,25411,null,2962,null,19509,null,2685,null,15392,null,2315,null,7968,null,1489,null,5607,null,1007,null,6388,null,1302,null,6175,null,1389,null,5569,null,1229,null,10097,null,1506,null,7630,null,1464,null,4666,null,995,null,2413,null,723,null,1079,null,447,null,48,null,84,null,113488,null,7094,null,24553,null,3119,null,16845,null,2460,null,12922,null,2042,null,5995,null,1129,null,4457,null,1056,null,8941,null,1481,null,6851,null,1334,null,5881,null,1115,null,9872,null,1586,null,6394,null,1025,null,6113,null,1109,null,3024,null,839,null,1303,null,747,null,337,null,220,null,0400000US17,Illinois,17
117672,null,6879,null,57756,null,4409,null,9610,null,1662,null,8445,null,1316,null,7712,null,1576,null,4865,null,1060,null,2382,null,744,null,4481,null,1179,null,2904,null,817,null,3565,null,935,null,4708,null,1131,null,4886,null,1060,null,2283,null,738,null,1144,null,495,null,712,null,412,null,59,null,77,null,59916,null,4145,null,10974,null,1600,null,9168,null,1442,null,8547,null,1711,null,4254,null,878,null,2213,null,713,null,4720,null,1269,null,2614,null,1003,null,3463,null,1038,null,5285,null,1105,null,3180,null,776,null,2762,null,641,null,1607,null,547,null,679,null,366,null,450,null,382,null,0400000US18,Indiana,18
54253,null,4619,null,27674,null,2689,null,4475,null,874,null,5218,null,1167,null,4618,null,1019,null,1990,null,678,null,1302,null,472,null,1338,null,543,null,2084,null,772,null,1958,null,758,null,1965,null,879,null,1381,null,574,null,808,null,428,null,410,null,329,null,70,null,88,null,57,null,78,null,26579,null,3001,null,4795,null,1183,null,4032,null,941,null,4441,null,934,null,2195,null,741,null,968,null,494,null,1475,null,559,null,2344,null,916,null,1154,null,472,null,1442,null,566,null,1602,null,515,null,1151,null,591,null,396,null,293,null,472,null,330,null,112,null,142,null,0400000US19,Iowa,19
81903,null,6204,null,41123,null,3887,null,7446,null,1576,null,5419,null,1191,null,5440,null,1156,null,2937,null,806,null,1879,null,864,null,2521,null,816,null,2128,null,796,null,2159,null,750,null,4420,null,1161,null,3443,null,890,null,1455,null,425,null,1251,null,473,null,401,null,315,null,224,null,287,null,40780,null,3473,null,7303,null,1270,null,6179,null,1075,null,5524,null,1029,null,2772,null,777,null,1839,null,658,null,2830,null,830,null,1776,null,779,null,1687,null,661,null,4254,null,991,null,3318,null,811,null,1957,null,657,null,772,null,349,null,405,null,290,null,164,null,164,null,0400000US20,Kansas,20
70631,null,5616,null,33583,null,3202,null,7758,null,1624,null,5605,null,1277,null,4523,null,1197,null,1925,null,573,null,607,null,338,null,1954,null,874,null,1724,null,686,null,967,null,605,null,2274,null,803,null,2764,null,860,null,1299,null,545,null,1574,null,584,null,482,null,379,null,127,null,129,null,37048,null,3464,null,9023,null,1504,null,5140,null,1289,null,4208,null,1058,null,1897,null,888,null,2104,null,780,null,2375,null,830,null,1460,null,595,null,1041,null,561,null,2646,null,817,null,2356,null,784,null,2028,null,574,null,1745,null,802,null,922,null,560,null,103,null,120,null,0400000US21,Kentucky,21
62322,null,5954,null,31869,null,3027,null,5520,null,1275,null,4797,null,1215,null,3989,null,1093,null,2577,null,777,null,1277,null,758,null,1943,null,670,null,1910,null,806,null,1362,null,588,null,2096,null,764,null,3040,null,822,null,2025,null,625,null,578,null,385,null,681,null,360,null,74,null,124,null,30453,null,4013,null,6356,null,1650,null,4634,null,1367,null,2135,null,765,null,1672,null,638,null,905,null,417,null,2949,null,1181,null,1568,null,534,null,1355,null,588,null,1873,null,742,null,2832,null,1051,null,2108,null,653,null,1093,null,491,null,738,null,491,null,235,null,195,null,0400000US22,Louisiana,22
26149,null,2933,null,14419,null,2090,null,2947,null,860,null,1267,null,541,null,924,null,417,null,920,null,482,null,936,null,360,null,2034,null,927,null,693,null,426,null,888,null,498,null,1375,null,579,null,1058,null,560,null,863,null,488,null,406,null,270,null,108,null,110,null,0,null,230,null,11730,null,1539,null,1528,null,544,null,1018,null,405,null,1096,null,424,null,889,null,467,null,503,null,340,null,999,null,505,null,1050,null,509,null,424,null,249,null,1085,null,557,null,1703,null,751,null,888,null,385,null,274,null,150,null,104,null,120,null,169,null,170,null,0400000US23,Maine,23
129206,null,8900,null,64107,null,5528,null,11468,null,1997,null,10479,null,1908,null,6285,null,1322,null,4156,null,1081,null,3063,null,1024,null,4507,null,1330,null,4860,null,1139,null,3750,null,1305,null,5567,null,1388,null,4809,null,978,null,3208,null,984,null,1187,null,638,null,710,null,338,null,58,null,83,null,65099,null,5259,null,11906,null,2354,null,7726,null,1345,null,7524,null,1463,null,3747,null,839,null,2596,null,774,null,5501,null,1196,null,4787,null,1212,null,2994,null,971,null,5331,null,1174,null,5973,null,1139,null,4329,null,1089,null,1677,null,638,null,687,null,358,null,321,null,317,null,0400000US24,Maryland,24
153545,null,9306,null,77329,null,5959,null,13471,null,2144,null,10241,null,1743,null,8389,null,1566,null,4208,null,927,null,4001,null,960,null,4609,null,1313,null,6209,null,1610,null,4864,null,1127,null,7577,null,1430,null,6746,null,1527,null,4522,null,1031,null,1628,null,632,null,548,null,352,null,316,null,286,null,76216,null,5513,null,12003,null,1824,null,11581,null,2088,null,8001,null,1315,null,4750,null,1197,null,3102,null,811,null,5031,null,1253,null,5150,null,1179,null,4877,null,1187,null,8555,null,1426,null,5480,null,1229,null,4636,null,1051,null,1862,null,804,null,800,null,343,null,388,null,212,null,0400000US25,Massachusetts,25
197515,null,9872,null,98708,null,5798,null,15286,null,1982,null,14484,null,1699,null,12667,null,1802,null,6566,null,1253,null,4601,null,1003,null,8464,null,1611,null,6152,null,1443,null,5141,null,1080,null,9867,null,1816,null,7721,null,1236,null,4534,null,878,null,2298,null,689,null,863,null,384,null,64,null,63,null,98807,null,5777,null,16352,null,2003,null,13134,null,1612,null,12630,null,1808,null,7467,null,1313,null,3690,null,949,null,7362,null,1369,null,6484,null,1073,null,4208,null,943,null,9412,null,1485,null,8068,null,1174,null,5577,null,868,null,3011,null,762,null,1076,null,443,null,336,null,237,null,0400000US26,Michigan,26
104274,null,5376,null,53088,null,3466,null,10161,null,1507,null,9294,null,1268,null,9070,null,1440,null,3614,null,746,null,2138,null,779,null,3270,null,876,null,3289,null,865,null,2693,null,811,null,3628,null,826,null,3672,null,1104,null,1290,null,435,null,368,null,180,null,278,null,171,null,323,null,201,null,51186,null,3531,null,9124,null,1115,null,8024,null,1501,null,6813,null,1146,null,3821,null,917,null,1894,null,665,null,3680,null,1022,null,2476,null,575,null,3333,null,998,null,5164,null,1108,null,3271,null,850,null,2100,null,752,null,1226,null,486,null,203,null,169,null,57,null,90,null,0400000US27,Minnesota,27
36652,null,4414,null,17633,null,2390,null,3167,null,924,null,2664,null,1315,null,1884,null,643,null,1095,null,622,null,686,null,458,null,1509,null,629,null,1523,null,472,null,656,null,492,null,1156,null,587,null,1092,null,439,null,1445,null,517,null,699,null,461,null,21,null,42,null,36,null,92,null,19019,null,3033,null,3480,null,1132,null,2272,null,800,null,1801,null,1010,null,1008,null,592,null,914,null,624,null,1370,null,742,null,1093,null,577,null,1383,null,695,null,1541,null,564,null,1195,null,641,null,959,null,406,null,1250,null,631,null,440,null,292,null,313,null,321,null,0400000US28,Mississippi,28
126878,null,7738,null,63538,null,4973,null,12670,null,1908,null,8010,null,1456,null,7372,null,1342,null,3141,null,803,null,1575,null,599,null,4907,null,1192,null,3410,null,1020,null,3827,null,1058,null,5769,null,1466,null,6732,null,1258,null,2903,null,669,null,2006,null,613,null,975,null,338,null,241,null,158,null,63340,null,4527,null,11614,null,2003,null,9847,null,1739,null,6016,null,1227,null,3579,null,809,null,2588,null,787,null,5814,null,1200,null,3673,null,951,null,2689,null,824,null,5173,null,1059,null,4652,null,1027,null,3663,null,894,null,2147,null,552,null,1504,null,821,null,381,null,231,null,0400000US29,Missouri,29
21736,null,2457,null,10904,null,1815,null,1926,null,664,null,1362,null,631,null,2159,null,704,null,846,null,599,null,356,null,328,null,798,null,514,null,721,null,424,null,322,null,281,null,568,null,309,null,1036,null,523,null,359,null,247,null,311,null,218,null,102,null,143,null,38,null,90,null,10832,null,1640,null,1073,null,459,null,1878,null,503,null,1862,null,633,null,1031,null,450,null,898,null,531,null,315,null,289,null,578,null,399,null,336,null,218,null,1026,null,567,null,673,null,345,null,728,null,372,null,335,null,282,null,99,null,111,null,0,null,240,null,0400000US30,Montana,30
37594,null,3291,null,18469,null,2027,null,2812,null,975,null,2110,null,731,null,1250,null,473,null,795,null,371,null,1861,null,793,null,2277,null,944,null,1303,null,532,null,939,null,511,null,2358,null,694,null,1567,null,606,null,398,null,211,null,547,null,381,null,35,null,52,null,217,null,269,null,19125,null,2111,null,3557,null,1132,null,2502,null,820,null,2323,null,672,null,1507,null,504,null,664,null,295,null,2014,null,580,null,1231,null,516,null,625,null,334,null,2024,null,661,null,1324,null,544,null,780,null,360,null,262,null,173,null,162,null,170,null,150,null,129,null,0400000US31,Nebraska,31
88095,null,7261,null,44827,null,4061,null,7734,null,1546,null,5896,null,1179,null,4985,null,1419,null,3173,null,966,null,2029,null,623,null,2969,null,881,null,3402,null,1035,null,2566,null,816,null,4210,null,990,null,3471,null,885,null,2441,null,700,null,1463,null,571,null,488,null,432,null,0,null,302,null,43268,null,4551,null,7232,null,1388,null,5814,null,1369,null,4284,null,1157,null,2734,null,929,null,1104,null,487,null,2923,null,876,null,3737,null,1017,null,3000,null,1062,null,4459,null,985,null,3414,null,935,null,1985,null,552,null,993,null,470,null,988,null,519,null,601,null,502,null,0400000US32,Nevada,32
16889,null,2228,null,8493,null,1493,null,1880,null,722,null,610,null,383,null,1646,null,508,null,455,null,261,null,384,null,249,null,441,null,250,null,297,null,332,null,235,null,236,null,995,null,487,null,793,null,370,null,639,null,307,null,11,null,22,null,64,null,112,null,43,null,71,null,8396,null,1300,null,1607,null,572,null,681,null,352,null,852,null,426,null,415,null,224,null,480,null,280,null,1099,null,486,null,152,null,134,null,255,null,169,null,1171,null,492,null,984,null,404,null,454,null,245,null,64,null,79,null,51,null,87,null,131,null,166,null,0400000US33,New Hampshire,33
187057,null,11751,null,92894,null,6807,null,13985,null,2134,null,11045,null,1847,null,10254,null,2033,null,6058,null,1348,null,3006,null,858,null,7229,null,1744,null,8840,null,1571,null,5943,null,1483,null,11183,null,1841,null,6658,null,1309,null,6299,null,1215,null,1795,null,532,null,392,null,310,null,207,null,179,null,94163,null,7360,null,14932,null,2160,null,12266,null,1886,null,7440,null,1524,null,5266,null,1305,null,4444,null,1176,null,7880,null,1685,null,5680,null,1296,null,5825,null,1316,null,11419,null,1861,null,7411,null,1458,null,6736,null,1275,null,2960,null,789,null,1516,null,575,null,388,null,298,null,0400000US34,New Jersey,34
61009,null,6380,null,30254,null,3479,null,4292,null,1221,null,3048,null,995,null,2962,null,1124,null,2570,null,1007,null,959,null,696,null,2761,null,995,null,2279,null,836,null,1785,null,813,null,3163,null,1140,null,2231,null,679,null,2093,null,729,null,1506,null,579,null,522,null,412,null,83,null,137,null,30755,null,3916,null,4211,null,1271,null,4383,null,1180,null,3790,null,1254,null,1272,null,552,null,667,null,384,null,2297,null,1050,null,1762,null,756,null,1969,null,680,null,3322,null,1148,null,2241,null,659,null,2417,null,605,null,1391,null,487,null,830,null,664,null,203,null,185,null,0400000US35,New Mexico,35
391649,null,15945,null,192148,null,8373,null,29407,null,2959,null,23517,null,2380,null,22316,null,2380,null,10775,null,1688,null,7074,null,1598,null,12892,null,1840,null,13616,null,2044,null,14033,null,2146,null,21413,null,2928,null,16453,null,1967,null,11700,null,1499,null,5517,null,1142,null,2888,null,719,null,547,null,326,null,199501,null,10082,null,28633,null,3159,null,22716,null,2737,null,21125,null,2290,null,12625,null,2040,null,6903,null,1467,null,16786,null,2407,null,12273,null,1664,null,12485,null,1816,null,17748,null,2307,null,18868,null,2261,null,15472,null,1951,null,7565,null,1297,null,4830,null,1147,null,1472,null,723,null,0400000US36,New York,36
192865,null,11190,null,92175,null,6969,null,17292,null,2127,null,15348,null,2648,null,9616,null,1538,null,5476,null,1095,null,3525,null,1204,null,8328,null,1654,null,5151,null,1411,null,5636,null,1816,null,7675,null,1736,null,6912,null,1554,null,4717,null,1080,null,1612,null,640,null,626,null,369,null,261,null,278,null,100690,null,6528,null,18375,null,2466,null,14477,null,2049,null,11371,null,1857,null,6203,null,1443,null,5530,null,1538,null,9209,null,1869,null,6794,null,1454,null,4366,null,1327,null,9662,null,1832,null,6694,null,1453,null,4690,null,966,null,1982,null,810,null,1064,null,466,null,273,null,235,null,0400000US37,North Carolina,37
10379,null,1656,null,4687,null,1082,null,1109,null,480,null,702,null,397,null,700,null,424,null,362,null,244,null,237,null,242,null,32,null,53,null,483,null,407,null,221,null,239,null,249,null,216,null,352,null,328,null,240,null,206,null,0,null,208,null,0,null,208,null,0,null,208,null,5692,null,1185,null,1097,null,584,null,789,null,431,null,321,null,281,null,615,null,367,null,208,null,153,null,451,null,342,null,243,null,209,null,329,null,325,null,605,null,346,null,589,null,324,null,58,null,108,null,225,null,217,null,141,null,163,null,21,null,36,null,0400000US38,North Dakota,38
204522,null,9116,null,99773,null,5044,null,17919,null,2186,null,15892,null,2154,null,13345,null,1567,null,6792,null,1182,null,5265,null,1204,null,7341,null,1464,null,4901,null,1163,null,4620,null,1229,null,9709,null,1572,null,6427,null,1252,null,4379,null,883,null,1932,null,653,null,988,null,410,null,263,null,187,null,104749,null,5692,null,18616,null,2189,null,17749,null,1955,null,12124,null,1788,null,7966,null,1610,null,3243,null,913,null,6961,null,1267,null,5306,null,1194,null,4689,null,883,null,8778,null,1520,null,8559,null,1507,null,6152,null,1077,null,2296,null,688,null,1615,null,498,null,695,null,408,null,0400000US39,Ohio,39
263307,null,8630,null,132351,null,5827,null,18446,null,2039,null,15639,null,1820,null,12938,null,1522,null,7981,null,1380,null,5923,null,1208,null,12742,null,1637,null,9113,null,1412,null,9024,null,1256,null,13337,null,1702,null,10719,null,1126,null,9270,null,976,null,4788,null,830,null,1909,null,612,null,522,null,314,null,130956,null,5741,null,16667,null,1930,null,14382,null,1658,null,14007,null,1860,null,6843,null,966,null,5456,null,1340,null,11540,null,1957,null,8414,null,1154,null,7444,null,1171,null,12945,null,1551,null,13061,null,1533,null,10205,null,1045,null,5921,null,834,null,3199,null,705,null,872,null,402,null,0400000US40,Oklahoma,40
133227,null,7826,null,66212,null,4517,null,10545,null,1792,null,8240,null,1546,null,8580,null,1455,null,3961,null,937,null,3684,null,997,null,3855,null,1012,null,4309,null,1127,null,5234,null,1642,null,5913,null,1227,null,5105,null,1069,null,3808,null,933,null,1689,null,508,null,1037,null,495,null,252,null,243,null,67015,null,4929,null,9540,null,1581,null,8467,null,1627,null,7424,null,1446,null,3986,null,1022,null,3607,null,1053,null,3725,null,1173,null,5386,null,1105,null,3757,null,829,null,8344,null,1498,null,5526,null,1044,null,4075,null,1067,null,1803,null,546,null,662,null,321,null,713,null,424,null,0400000US41,Oregon,41
193482,null,9500,null,95391,null,6110,null,17323,null,2091,null,14627,null,2137,null,13022,null,1783,null,5536,null,1117,null,4397,null,1172,null,6839,null,1468,null,5252,null,1373,null,5601,null,1303,null,9140,null,1664,null,7711,null,1308,null,3274,null,731,null,1548,null,523,null,854,null,557,null,267,null,194,null,98091,null,6370,null,15625,null,2087,null,14510,null,1967,null,14107,null,1972,null,6624,null,1228,null,3951,null,928,null,8266,null,1316,null,5127,null,1113,null,4970,null,1156,null,7999,null,1333,null,6944,null,1252,null,5198,null,1118,null,3083,null,878,null,1236,null,505,null,451,null,271,null,0400000US42,Pennsylvania,42
