B01001I_001E,B01001I_001EA,B01001I_001M,B01001I_001MA,B01001I_002E,B01001I_002EA,B01001I_002M,B01001I_002MA,B01001I_003E,B01001I_003EA,B01001I_003M,B01001I_003MA,B01001I_004E,B01001I_004EA,B01001I_004M,B01001I_004MA,B01001I_005E,B01001I_005EA,B01001I_005M,B01001I_005MA,B01001I_006E,B01001I_006EA,B01001I_006M,B01001I_006MA,B01001I_007E,B01001I_007EA,B01001I_007M,B01001I_007MA,B01001I_008E,B01001I_008EA,B01001I_008M,B01001I_008MA,B01001I_009E,B01001I_009EA,B01001I_009M,B01001I_009MA,B01001I_010E,B01001I_010EA,B01001I_010M,B01001I_010MA,B01001I_011E,B01001I_011EA,B01001I_011M,B01001I_011MA,B01001I_012E,B01001I_012EA,B01001I_012M,B01001I_012MA,B01001I_013E,B01001I_013EA,B01001I_013M,B01001I_013MA,B01001I_014E,B01001I_014EA,B01001I_014M,B01001I_014MA,B01001I_015E,B01001I_015EA,B01001I_015M,B01001I_015MA,B01001I_016E,B01001I_016EA,B01001I_016M,B01001I_016MA,B01001I_017E,B01001I_017EA,B01001I_017M,B01001I_017MA,B01001I_018E,B01001I_018EA,B01001I_018M,B01001I_018MA,B01001I_019E,B01001I_019EA,B01001I_019M,B01001I_019MA,B01001I_020E,B01001I_020EA,B01001I_020M,B01001I_020MA,B01001I_021E,B01001I_021EA,B01001I_021M,B01001I_021MA,B01001I_022E,B01001I_022EA,B01001I_022M,B01001I_022MA,B01001I_023E,B01001I_023EA,B01001I_023M,B01001I_023MA,B01001I_024E,B01001I_024EA,B01001I_024M,B01001I_024MA,B01001I_025E,B01001I_025EA,B01001I_025M,B01001I_025MA,B01001I_026E,B01001I_026EA,B01001I_026M,B01001I_026MA,B01001I_027E,B01001I_027EA,B01001I_027M,B01001I_027MA,B01001I_028E,B01001I_028EA,B01001I_028M,B01001I_028MA,B01001I_029E,B01001I_029EA,B01001I_029M,B01001I_029MA,B01001I_030E,B01001I_030EA,B01001I_030M,B01001I_030MA,B01001I_031E,B01001I_031EA,B01001I_031M,B01001I_031MA,GEO_ID,NAME,state
125805,null,542,null,62944,null,824,null,6853,null,220,null,6996,null,1196,null,5038,null,1045,null,3540,null,205,null,2570,null,101,null,5674,null,354,null,6109,null,389,null,5641,null,408,null,9058,null,265,null,5829,null,105,null,3205,null,77,null,1547,null,485,null,653,null,434,null,231,null,390,null,62861,null,917,null,6756,null,298,null,6624,null,901,null,5249,null,892,null,3459,null,193,null,2534,null,174,null,4681,null,148,null,5190,null,401,null,4881,null,189,null,9505,null,493,null,6597,null,337,null,3827,null,249,null,2015,null,300,null,1089,null,219,null,454,null,312,null,0400000US44,Rhode Island,44
203827,null,1518,null,109990,null,2774,null,16778,null,1885,null,12057,null,1370,null,6403,null,1105,null,4224,null,990,null,4759,null,1225,null,11743,null,1827,null,11066,null,1216,null,11891,null,1619,null,16546,null,1660,null,8517,null,1584,null,3940,null,840,null,1604,null,736,null,462,null,276,null,0,null,289,null,93837,null,2815,null,17343,null,1784,null,10994,null,1422,null,7660,null,1472,null,3079,null,881,null,2581,null,826,null,7063,null,1272,null,8259,null,1354,null,7564,null,1109,null,13264,null,1442,null,9542,null,1516,null,3859,null,802,null,1871,null,708,null,475,null,263,null,283,null,303,null,0400000US45,South Carolina,45
20107,null,1274,null,10237,null,1050,null,1648,null,598,null,1096,null,399,null,841,null,412,null,446,null,259,null,653,null,399,null,1091,null,529,null,982,null,425,null,689,null,464,null,1345,null,394,null,1132,null,417,null,29,null,56,null,71,null,90,null,183,null,256,null,31,null,67,null,9870,null,908,null,1098,null,313,null,850,null,356,null,864,null,381,null,852,null,453,null,550,null,398,null,954,null,560,null,926,null,562,null,1098,null,651,null,834,null,438,null,1062,null,437,null,489,null,356,null,116,null,168,null,79,null,106,null,98,null,140,null,0400000US46,South Dakota,46
257770,null,1847,null,145028,null,2769,null,23317,null,1530,null,15443,null,1778,null,13414,null,1510,null,6651,null,1246,null,4903,null,951,null,12204,null,1427,null,14824,null,1749,null,13811,null,1743,null,21633,null,1878,null,11697,null,1684,null,3585,null,1030,null,2448,null,978,null,824,null,478,null,274,null,287,null,112742,null,2541,null,20341,null,1813,null,12668,null,1661,null,8909,null,1547,null,5199,null,1051,null,2908,null,873,null,9703,null,1275,null,9513,null,1048,null,10315,null,1460,null,16414,null,1532,null,7610,null,1292,null,6343,null,1236,null,1989,null,828,null,552,null,356,null,278,null,211,null,0400000US47,Tennessee,47
9149688,null,113,null,4690748,null,4040,null,533485,null,2460,null,457973,null,7664,null,435534,null,7577,null,231819,null,2593,null,158889,null,3394,null,375732,null,3968,null,422170,null,2744,null,402162,null,3180,null,677336,null,3710,null,493276,null,3451,null,281451,null,2204,null,133468,null,2241,null,67350,null,2793,null,20103,null,2249,null,4458940,null,4027,null,510868,null,2290,null,445273,null,8113,null,407612,null,8093,null,225383,null,2347,null,144566,null,3097,null,346037,null,3471,null,357200,null,2268,null,341768,null,2716,null,614647,null,3251,null,469256,null,2607,null,300427,null,2094,null,160426,null,2607,null,101155,null,3319,null,34322,null,2599,null,0400000US48,Texas,48
343167,null,0,*****,181016,null,1189,null,25484,null,738,null,20581,null,2055,null,19135,null,2173,null,8163,null,478,null,6134,null,754,null,14753,null,775,null,16928,null,743,null,17145,null,900,null,25969,null,1150,null,15465,null,988,null,6514,null,920,null,3512,null,702,null,840,null,265,null,393,null,223,null,162151,null,1190,null,22743,null,720,null,19583,null,1483,null,17672,null,1584,null,8611,null,618,null,4972,null,884,null,13436,null,1041,null,13128,null,663,null,12837,null,704,null,21186,null,953,null,13037,null,727,null,8484,null,924,null,3901,null,742,null,1926,null,527,null,635,null,376,null,0400000US49,Utah,49
9017,null,570,null,5164,null,708,null,349,null,264,null,660,null,258,null,302,null,203,null,363,null,159,null,244,null,144,null,622,null,459,null,526,null,427,null,381,null,284,null,838,null,509,null,270,null,227,null,276,null,238,null,97,null,164,null,236,null,237,null,0,null,211,null,3853,null,577,null,425,null,267,null,591,null,294,null,268,null,213,null,209,null,172,null,186,null,175,null,68,null,64,null,298,null,239,null,179,null,176,null,675,null,312,null,430,null,248,null,178,null,179,null,129,null,131,null,181,null,177,null,36,null,100,null,0400000US50,Vermont,50
564239,null,4047,null,299488,null,4076,null,38040,null,2024,null,27845,null,2309,null,23291,null,1958,null,13392,null,1396,null,11268,null,1688,null,28926,null,2543,null,28007,null,1550,null,30995,null,2053,null,50861,null,2063,null,28123,null,1685,null,11621,null,839,null,4986,null,994,null,1896,null,616,null,237,null,209,null,264751,null,3799,null,34173,null,1713,null,24851,null,2507,null,22274,null,2225,null,10447,null,1319,null,7582,null,1192,null,21752,null,1648,null,23666,null,1701,null,22925,null,1403,null,40647,null,2002,null,28510,null,1724,null,15181,null,1339,null,6945,null,987,null,4924,null,1020,null,874,null,537,null,0400000US51,Virginia,51
687364,null,0,*****,362679,null,2234,null,49352,null,1341,null,39756,null,2725,null,33590,null,2768,null,19013,null,1276,null,13653,null,1308,null,30640,null,1648,null,33512,null,1433,null,31764,null,1349,null,54408,null,1827,null,32074,null,1778,null,15209,null,1069,null,6225,null,913,null,2921,null,662,null,562,null,336,null,324685,null,2233,null,46506,null,1280,null,36343,null,2462,null,35213,null,2347,null,17165,null,970,null,13576,null,1265,null,26046,null,1394,null,26677,null,1037,null,26071,null,1064,null,41669,null,1363,null,28591,null,1275,null,15853,null,1289,null,6147,null,899,null,3562,null,910,null,1266,null,604,null,0400000US53,Washington,53
21581,null,2046,null,11029,null,1500,null,1538,null,743,null,1204,null,732,null,624,null,328,null,502,null,337,null,317,null,296,null,1392,null,807,null,726,null,398,null,544,null,360,null,2041,null,952,null,415,null,306,null,1194,null,574,null,414,null,386,null,118,null,126,null,0,null,269,null,10552,null,1621,null,886,null,646,null,1226,null,484,null,1251,null,853,null,626,null,826,null,768,null,402,null,1119,null,616,null,79,null,88,null,652,null,382,null,674,null,358,null,1048,null,466,null,962,null,641,null,710,null,376,null,506,null,351,null,45,null,62,null,0400000US54,West Virginia,54
299035,null,647,null,161442,null,2248,null,19166,null,1001,null,17866,null,1404,null,15073,null,1344,null,8485,null,1028,null,5778,null,925,null,14126,null,1543,null,15874,null,1079,null,15002,null,1328,null,22420,null,1507,null,15524,null,1324,null,7757,null,977,null,2689,null,515,null,1308,null,521,null,374,null,317,null,137593,null,2162,null,18163,null,1001,null,16303,null,1612,null,13568,null,1567,null,7234,null,1181,null,4538,null,670,null,11054,null,1047,null,11081,null,807,null,12182,null,1203,null,18068,null,1207,null,12789,null,1017,null,6930,null,898,null,3454,null,725,null,1845,null,573,null,384,null,285,null,0400000US55,Wisconsin,55
43979,null,0,*****,23561,null,1306,null,3140,null,1007,null,3160,null,1060,null,1346,null,418,null,1133,null,445,null,381,null,275,null,1780,null,719,null,2249,null,736,null,1631,null,799,null,3663,null,1165,null,2531,null,895,null,1360,null,524,null,651,null,442,null,429,null,230,null,107,null,128,null,20418,null,1305,null,2133,null,551,null,1892,null,530,null,1408,null,447,null,1078,null,517,null,887,null,739,null,1262,null,394,null,2685,null,754,null,1119,null,465,null,2753,null,921,null,2598,null,791,null,1533,null,521,null,521,null,355,null,283,null,191,null,266,null,222,null,0400000US56,Wyoming,56
3916723,null,4331,null,1877503,null,3781,null,117733,null,1750,null,129953,null,4088,null,148441,null,4106,null,89875,null,1829,null,60169,null,2327,null,139422,null,2725,null,135112,null,1475,null,131355,null,2135,null,252583,null,2587,null,232747,null,1862,null,202165,null,790,null,139363,null,1343,null,72710,null,2030,null,25875,null,1807,null,2039220,null,4038,null,113596,null,1657,null,116514,null,3950,null,148933,null,3992,null,86072,null,1936,null,63596,null,2828,null,138821,null,3044,null,135622,null,1897,null,134067,null,2189,null,272454,null,2244,null,270282,null,1208,null,243364,null,974,null,171633,null,452,null,99480,null,2664,null,44786,null,2590,null,0400000US72,Puerto Rico,72
