B17010A_001E,B17010A_001EA,B17010A_001M,B17010A_001MA,B17010A_002E,B17010A_002EA,B17010A_002M,B17010A_002MA,B17010A_003E,B17010A_003EA,B17010A_003M,B17010A_003MA,B17010A_004E,B17010A_004EA,B17010A_004M,B17010A_004MA,B17010A_005E,B17010A_005EA,B17010A_005M,B17010A_005MA,B17010A_006E,B17010A_006EA,B17010A_006M,B17010A_006MA,B17010A_007E,B17010A_007EA,B17010A_007M,B17010A_007MA,B17010A_008E,B17010A_008EA,B17010A_008M,B17010A_008MA,B17010A_009E,B17010A_009EA,B17010A_009M,B17010A_009MA,B17010A_010E,B17010A_010EA,B17010A_010M,B17010A_010MA,B17010A_011E,B17010A_011EA,B17010A_011M,B17010A_011MA,B17010A_012E,B17010A_012EA,B17010A_012M,B17010A_012MA,B17010A_013E,B17010A_013EA,B17010A_013M,B17010A_013MA,B17010A_014E,B17010A_014EA,B17010A_014M,B17010A_014MA,B17010A_015E,B17010A_015EA,B17010A_015M,B17010A_015MA,B17010A_016E,B17010A_016EA,B17010A_016M,B17010A_016MA,B17010A_017E,B17010A_017EA,B17010A_017M,B17010A_017MA,B17010A_018E,B17010A_018EA,B17010A_018M,B17010A_018MA,B17010A_019E,B17010A_019EA,B17010A_019M,B17010A_019MA,B17010A_020E,B17010A_020EA,B17010A_020M,B17010A_020MA,B17010A_021E,B17010A_021EA,B17010A_021M,B17010A_021MA,B17010A_022E,B17010A_022EA,B17010A_022M,B17010A_022MA,B17010A_023E,B17010A_023EA,B17010A_023M,B17010A_023MA,B17010A_024E,B17010A_024EA,B17010A_024M,B17010A_024MA,B17010A_025E,B17010A_025EA,B17010A_025M,B17010A_025MA,B17010A_026E,B17010A_026EA,B17010A_026M,B17010A_026MA,B17010A_027E,B17010A_027EA,B17010A_027M,B17010A_027MA,B17010A_028E,B17010A_028EA,B17010A_028M,B17010A_028MA,B17010A_029E,B17010A_029EA,B17010A_029M,B17010A_029MA,B17010A_030E,B17010A_030EA,B17010A_030M,B17010A_030MA,B17010A_031E,B17010A_031EA,B17010A_031M,B17010A_031MA,B17010A_032E,B17010A_032EA,B17010A_032M,B17010A_032MA,B17010A_033E,B17010A_033EA,B17010A_033M,B17010A_033MA,B17010A_034E,B17010A_034EA,B17010A_034M,B17010A_034MA,B17010A_035E,B17010A_035EA,B17010A_035M,B17010A_035MA,B17010A_036E,B17010A_036EA,B17010A_036M,B17010A_036MA,B17010A_037E,B17010A_037EA,B17010A_037M,B17010A_037MA,B17010A_038E,B17010A_038EA,B17010A_038M,B17010A_038MA,B17010A_039E,B17010A_039EA,B17010A_039M,B17010A_039MA,B17010A_040E,B17010A_040EA,B17010A_040M,B17010A_040MA,B17010A_041E,B17010A_041EA,B17010A_041M,B17010A_041MA,GEO_ID,NAME,state
1548100,null,13027,null,126838,null,6485,null,64075,null,4199,null,39305,null,3403,null,7671,null,1593,null,14317,null,2197,null,17317,null,2203,null,24770,null,2555,null,62763,null,5138,null,13051,null,2418,null,9749,null,2077,null,1794,null,676,null,2835,null,1181,null,5120,null,1376,null,3302,null,964,null,49712,null,4025,null,41612,null,3858,null,8683,null,1776,null,9486,null,1797,null,23443,null,2977,null,8100,null,1504,null,1421262,null,13113,null,1188839,null,13917,null,508575,null,10587,null,103999,null,5315,null,91838,null,4711,null,312738,null,7941,null,680264,null,9786,null,232423,null,7826,null,76390,null,4427,null,40089,null,3504,null,8251,null,1547,null,5093,null,1226,null,26745,null,2835,null,36301,null,3425,null,156033,null,5694,null,92263,null,4893,null,14753,null,2574,null,11537,null,2113,null,65973,null,4333,null,63770,null,3866,null,0400000US13,Georgia,13
92650,null,3609,null,5454,null,1279,null,2129,null,942,null,1247,null,669,null,460,null,436,null,398,null,337,null,389,null,268,null,882,null,690,null,3325,null,923,null,289,null,285,null,289,null,285,null,133,null,211,null,0,null,275,null,156,null,192,null,0,null,275,null,3036,null,874,null,2814,null,839,null,249,null,279,null,685,null,491,null,1880,null,736,null,222,null,197,null,87196,null,3338,null,73406,null,3211,null,29511,null,2412,null,7633,null,1337,null,6617,null,1255,null,15261,null,1524,null,43895,null,2878,null,13790,null,1948,null,5023,null,1231,null,3164,null,997,null,495,null,433,null,207,null,215,null,2462,null,859,null,1859,null,766,null,8767,null,1373,null,4756,null,1189,null,464,null,272,null,515,null,401,null,3777,null,1039,null,4011,null,898,null,0400000US15,Hawaii,15
375127,null,5476,null,35089,null,3026,null,18503,null,2027,null,12298,null,1632,null,2399,null,778,null,5318,null,1274,null,4581,null,1029,null,6205,null,1429,null,16586,null,2368,null,3119,null,978,null,2507,null,921,null,786,null,523,null,225,null,248,null,1496,null,806,null,612,null,404,null,13467,null,1998,null,12388,null,1908,null,2724,null,920,null,3241,null,1032,null,6423,null,1182,null,1079,null,506,null,340038,null,6099,null,287060,null,6357,null,126020,null,4471,null,25010,null,2218,null,29215,null,2370,null,71795,null,3684,null,161040,null,4058,null,52978,null,3528,null,18987,null,2333,null,12090,null,1827,null,2607,null,942,null,1986,null,778,null,7497,null,1382,null,6897,null,1469,null,33991,null,2609,null,22432,null,2326,null,2470,null,773,null,2401,null,770,null,17561,null,2166,null,11559,null,1636,null,0400000US16,Idaho,16
2368800,null,14547,null,161186,null,6194,null,67088,null,4163,null,45343,null,3790,null,7650,null,1331,null,16099,null,2316,null,21594,null,2633,null,21745,null,1852,null,94098,null,4827,null,17649,null,2267,null,14243,null,2151,null,3107,null,825,null,3316,null,1085,null,7820,null,1690,null,3406,null,957,null,76449,null,4505,null,64663,null,3995,null,16420,null,2259,null,17037,null,2173,null,31206,null,2827,null,11786,null,1782,null,2207614,null,14232,null,1835826,null,14175,null,778760,null,10000,null,149280,null,5491,null,150442,null,5171,null,479038,null,8190,null,1057066,null,10095,null,371788,null,8253,null,124801,null,4823,null,66111,null,3921,null,17633,null,2380,null,9493,null,1988,null,38985,null,3111,null,58690,null,3606,null,246987,null,7386,null,133562,null,5470,null,21214,null,2025,null,17102,null,2539,null,95246,null,4783,null,113425,null,4473,null,0400000US17,Illinois,17
1458901,null,10483,null,126422,null,5411,null,48471,null,2823,null,30728,null,2714,null,5769,null,1257,null,10723,null,1778,null,14236,null,1821,null,17743,null,1899,null,77951,null,4852,null,14138,null,2061,null,11972,null,1858,null,3409,null,1086,null,2337,null,852,null,6226,null,1352,null,2166,null,738,null,63813,null,4200,null,56493,null,4024,null,16316,null,2335,null,14875,null,2115,null,25302,null,2420,null,7320,null,1293,null,1332479,null,10950,null,1106759,null,11095,null,455611,null,7966,null,86727,null,4337,null,90823,null,4212,null,278061,null,6316,null,651148,null,8215,null,225720,null,7002,null,72489,null,4184,null,43078,null,3356,null,11299,null,1813,null,4881,null,1194,null,26898,null,2227,null,29411,null,2302,null,153231,null,6206,null,86495,null,4291,null,14290,null,1825,null,8706,null,1639,null,63499,null,4010,null,66736,null,4052,null,0400000US18,Indiana,18
749617,null,7663,null,50740,null,3424,null,18568,null,1638,null,11217,null,1417,null,2787,null,764,null,4428,null,952,null,4002,null,813,null,7351,null,1045,null,32172,null,2883,null,5200,null,1311,null,4170,null,1112,null,1421,null,680,null,1099,null,620,null,1650,null,612,null,1030,null,563,null,26972,null,2648,null,25682,null,2532,null,8333,null,1626,null,6343,null,1184,null,11006,null,1470,null,1290,null,463,null,698877,null,7178,null,591136,null,7459,null,229310,null,4862,null,44051,null,3149,null,45255,null,2774,null,140004,null,4450,null,361826,null,5849,null,107741,null,3990,null,36858,null,2872,null,21973,null,2294,null,6215,null,1262,null,1900,null,642,null,13858,null,1883,null,14885,null,1658,null,70883,null,2978,null,44987,null,2473,null,8436,null,1450,null,4571,null,857,null,31980,null,2187,null,25896,null,2113,null,0400000US19,Iowa,19
639004,null,6937,null,48947,null,3397,null,19366,null,1968,null,12799,null,1577,null,2573,null,766,null,4968,null,1162,null,5258,null,1030,null,6567,null,985,null,29581,null,2785,null,5901,null,1269,null,4847,null,1185,null,1843,null,818,null,1002,null,500,null,2002,null,809,null,1054,null,503,null,23680,null,2614,null,21312,null,2489,null,5272,null,1232,null,7213,null,1501,null,8827,null,1582,null,2368,null,910,null,590057,null,6644,null,489980,null,6073,null,204417,null,4726,null,36266,null,2696,null,41589,null,2824,null,126562,null,3771,null,285563,null,5207,null,100077,null,4105,null,34674,null,2681,null,21429,null,2269,null,5049,null,1070,null,2922,null,1047,null,13458,null,1728,null,13245,null,1837,null,65403,null,3144,null,40514,null,2446,null,8831,null,1565,null,4108,null,831,null,27575,null,2263,null,24889,null,2226,null,0400000US20,Kansas,20
1039644,null,11254,null,136030,null,6057,null,57865,null,4033,null,34404,null,3444,null,6387,null,1579,null,11521,null,1714,null,16496,null,2350,null,23461,null,2200,null,78165,null,4683,null,12490,null,1818,null,9501,null,1652,null,2356,null,780,null,1842,null,926,null,5303,null,1150,null,2989,null,845,null,65675,null,4455,null,57826,null,4215,null,13406,null,2100,null,14500,null,2416,null,29920,null,2957,null,7849,null,1437,null,903614,null,9962,null,744354,null,10924,null,304656,null,7827,null,59070,null,3296,null,56799,null,3600,null,188787,null,6048,null,439698,null,7819,null,159260,null,6901,null,48178,null,3570,null,25339,null,2596,null,6452,null,1274,null,2498,null,850,null,16389,null,2142,null,22839,null,2540,null,111082,null,5378,null,64786,null,4666,null,11748,null,1816,null,7911,null,1607,null,45127,null,3437,null,46296,null,3343,null,0400000US21,Kentucky,21
763510,null,8428,null,56699,null,4367,null,22773,null,2153,null,11964,null,1751,null,1772,null,568,null,4618,null,1197,null,5574,null,1250,null,10809,null,1653,null,33926,null,3781,null,3699,null,947,null,2308,null,763,null,562,null,357,null,463,null,314,null,1283,null,579,null,1391,null,573,null,30227,null,3668,null,25786,null,3380,null,7017,null,1705,null,5928,null,1447,null,12841,null,2192,null,4441,null,1306,null,706811,null,8319,null,587061,null,9528,null,244550,null,6811,null,46471,null,4104,null,47762,null,3741,null,150317,null,4667,null,342511,null,6449,null,119750,null,5695,null,41829,null,3237,null,24309,null,2942,null,6508,null,1652,null,2060,null,832,null,15741,null,2202,null,17520,null,2127,null,77921,null,4196,null,44236,null,3394,null,6287,null,1302,null,4471,null,1244,null,33478,null,2530,null,33685,null,2829,null,0400000US22,Louisiana,22
336089,null,5392,null,25982,null,2401,null,9204,null,1297,null,4974,null,998,null,1082,null,429,null,1579,null,653,null,2313,null,559,null,4230,null,784,null,16778,null,1996,null,3529,null,841,null,3031,null,829,null,718,null,492,null,165,null,195,null,2148,null,699,null,498,null,273,null,13249,null,1856,null,11693,null,1663,null,2634,null,799,null,1804,null,663,null,7255,null,1356,null,1556,null,505,null,310107,null,5517,null,255262,null,4551,null,90090,null,3189,null,14945,null,1583,null,14639,null,1679,null,60506,null,2585,null,165172,null,3857,null,54845,null,3430,null,16419,null,1614,null,9204,null,1275,null,2820,null,908,null,1160,null,529,null,5224,null,1069,null,7215,null,1082,null,38426,null,3031,null,23758,null,2583,null,3456,null,1138,null,2073,null,696,null,18229,null,2054,null,14668,null,1534,null,0400000US23,Maine,23
889506,null,8466,null,33739,null,2867,null,14381,null,1854,null,7519,null,1447,null,1793,null,723,null,2638,null,957,null,3088,null,859,null,6862,null,1223,null,19358,null,2172,null,2903,null,964,null,2457,null,957,null,945,null,593,null,503,null,301,null,1009,null,536,null,446,null,291,null,16455,null,2180,null,15120,null,2114,null,4739,null,1346,null,2908,null,767,null,7473,null,1363,null,1335,null,511,null,855767,null,8814,null,715021,null,8833,null,299457,null,6595,null,59820,null,3834,null,54067,null,3526,null,185570,null,5516,null,415564,null,7204,null,140746,null,6217,null,43416,null,3037,null,21273,null,2450,null,5959,null,1344,null,2175,null,923,null,13139,null,2045,null,22143,null,2313,null,97330,null,4928,null,55741,null,4146,null,8034,null,1470,null,5778,null,1430,null,41929,null,3694,null,41589,null,2887,null,0400000US24,Maryland,24
1316370,null,12256,null,67314,null,4456,null,21876,null,2209,null,9584,null,1551,null,1960,null,810,null,3272,null,1047,null,4352,null,1099,null,12292,null,1686,null,45438,null,3796,null,6673,null,1467,null,4670,null,1158,null,1072,null,568,null,804,null,554,null,2794,null,925,null,2003,null,831,null,38765,null,3260,null,33603,null,2868,null,7398,null,1630,null,8570,null,1709,null,17635,null,2059,null,5162,null,1278,null,1249056,null,12245,null,1010205,null,11874,null,437061,null,8444,null,83559,null,3763,null,69372,null,3710,null,284130,null,7577,null,573144,null,8766,null,238851,null,7506,null,68294,null,4790,null,29633,null,2914,null,6532,null,1454,null,3019,null,998,null,20082,null,2268,null,38661,null,3372,null,170557,null,6381,null,87987,null,4782,null,12730,null,1710,null,6927,null,1392,null,68330,null,4318,null,82570,null,3574,null,0400000US25,Massachusetts,25
2094700,null,13107,null,179898,null,6556,null,77439,null,4289,null,48301,null,3258,null,9144,null,1577,null,15811,null,2084,null,23346,null,2298,null,29138,null,2583,null,102459,null,5107,null,18536,null,2179,null,14705,null,2003,null,4600,null,1327,null,2757,null,868,null,7348,null,1151,null,3831,null,876,null,83923,null,4524,null,73884,null,4318,null,17930,null,2053,null,17961,null,2337,null,37993,null,3354,null,10039,null,1698,null,1914802,null,13170,null,1594039,null,12971,null,637253,null,9684,null,111471,null,4343,null,119546,null,5264,null,406236,null,7001,null,956786,null,8360,null,320763,null,7096,null,105724,null,4377,null,54630,null,3615,null,12263,null,1939,null,3950,null,1036,null,38417,null,2789,null,51094,null,3331,null,215039,null,5926,null,116739,null,4630,null,16497,null,2083,null,11520,null,1704,null,88722,null,4592,null,98300,null,3854,null,0400000US26,Michigan,26
1221304,null,9165,null,66338,null,3619,null,26324,null,2403,null,13855,null,1556,null,1869,null,504,null,5259,null,1042,null,6727,null,1052,null,12469,null,1697,null,40014,null,3071,null,8067,null,1455,null,6235,null,1227,null,2061,null,761,null,1831,null,766,null,2343,null,750,null,1832,null,588,null,31947,null,2767,null,28940,null,2563,null,8463,null,1499,null,6628,null,1311,null,13849,null,1795,null,3007,null,899,null,1154966,null,9374,null,977838,null,9076,null,403583,null,5616,null,85743,null,3835,null,76914,null,3243,null,240926,null,4007,null,574255,null,6774,null,177128,null,5761,null,58227,null,3078,null,32552,null,2472,null,7842,null,1281,null,3358,null,857,null,21352,null,2206,null,25675,null,2094,null,118901,null,4767,null,72459,null,3705,null,12828,null,1785,null,7281,null,1262,null,52350,null,3458,null,46442,null,2957,null,0400000US27,Minnesota,27
483192,null,7301,null,47407,null,3800,null,23384,null,2445,null,12981,null,1754,null,2046,null,721,null,4721,null,1344,null,6214,null,1334,null,10403,null,1712,null,24023,null,3053,null,5199,null,1447,null,3650,null,1096,null,1075,null,506,null,522,null,413,null,2053,null,776,null,1549,null,747,null,18824,null,2666,null,16277,null,2363,null,3281,null,995,null,5239,null,1552,null,7757,null,1654,null,2547,null,937,null,435785,null,8205,null,366566,null,8326,null,146835,null,5226,null,32458,null,3131,null,28314,null,3006,null,86063,null,4088,null,219731,null,5405,null,69219,null,4581,null,21904,null,2943,null,13039,null,2178,null,3932,null,1566,null,1482,null,784,null,7625,null,1479,null,8865,null,1752,null,47315,null,3762,null,26755,null,3080,null,4528,null,1143,null,3450,null,1074,null,18777,null,2591,null,20560,null,2160,null,0400000US28,Mississippi,28
1331030,null,9840,null,120266,null,5436,null,44520,null,3198,null,27858,null,2486,null,4743,null,1369,null,9632,null,1393,null,13483,null,2001,null,16662,null,1870,null,75746,null,4299,null,14490,null,2001,null,10553,null,1647,null,3308,null,1003,null,1620,null,694,null,5625,null,1227,null,3937,null,1194,null,61256,null,3832,null,54769,null,3799,null,14980,null,2254,null,14726,null,2140,null,25063,null,2504,null,6487,null,1274,null,1210764,null,9837,null,1009992,null,9737,null,399462,null,8298,null,75439,null,4226,null,76026,null,3527,null,247997,null,6559,null,610530,null,7163,null,200772,null,6632,null,65139,null,4123,null,36602,null,3335,null,7972,null,1427,null,5032,null,1249,null,23598,null,2793,null,28537,null,2785,null,135633,null,5388,null,80375,null,3965,null,13224,null,1713,null,9993,null,1502,null,57158,null,3819,null,55258,null,3429,null,0400000US29,Missouri,29
217711,null,4718,null,18016,null,1857,null,7635,null,978,null,4522,null,851,null,1393,null,647,null,1089,null,470,null,2040,null,569,null,3113,null,592,null,10381,null,1728,null,2267,null,856,null,2025,null,868,null,531,null,396,null,494,null,488,null,1000,null,564,null,242,null,235,null,8114,null,1538,null,7483,null,1542,null,2044,null,815,null,2022,null,849,null,3417,null,1006,null,631,null,406,null,199695,null,4865,null,170125,null,5129,null,58853,null,3504,null,11135,null,1623,null,10512,null,1728,null,37206,null,2629,null,111272,null,3829,null,29570,null,2558,null,10136,null,1739,null,5622,null,1199,null,1213,null,650,null,348,null,286,null,4061,null,1029,null,4514,null,1210,null,19434,null,2030,null,11590,null,1708,null,1726,null,629,null,896,null,409,null,8968,null,1568,null,7844,null,1169,null,0400000US30,Montana,30
