B16005F_001E,B16005F_001EA,B16005F_001M,B16005F_001MA,B16005F_002E,B16005F_002EA,B16005F_002M,B16005F_002MA,B16005F_003E,B16005F_003EA,B16005F_003M,B16005F_003MA,B16005F_004E,B16005F_004EA,B16005F_004M,B16005F_004MA,B16005F_005E,B16005F_005EA,B16005F_005M,B16005F_005MA,B16005F_006E,B16005F_006EA,B16005F_006M,B16005F_006MA,B16005F_007E,B16005F_007EA,B16005F_007M,B16005F_007MA,B16005F_008E,B16005F_008EA,B16005F_008M,B16005F_008MA,B16005F_009E,B16005F_009EA,B16005F_009M,B16005F_009MA,B16005F_010E,B16005F_010EA,B16005F_010M,B16005F_010MA,B16005F_011E,B16005F_011EA,B16005F_011M,B16005F_011MA,GEO_ID,NAME,state
276972,null,16073,null,95626,null,7370,null,24349,null,3155,null,71277,null,6057,null,55643,null,5523,null,15634,null,2435,null,181346,null,13028,null,9629,null,2289,null,171717,null,13173,null,43640,null,5325,null,128077,null,10584,null,0400000US13,Georgia,13
12261,null,2537,null,8937,null,2325,null,7164,null,2168,null,1773,null,797,null,1521,null,722,null,252,null,255,null,3324,null,1098,null,126,null,158,null,3198,null,1074,null,1597,null,722,null,1601,null,574,null,0400000US15,Hawaii,15
25004,null,3424,null,13416,null,2157,null,4940,null,1417,null,8476,null,1592,null,6677,null,1282,null,1799,null,674,null,11588,null,2474,null,580,null,339,null,11008,null,2418,null,2534,null,880,null,8474,null,2068,null,0400000US16,Idaho,16
758968,null,21223,null,373481,null,15011,null,70858,null,6434,null,302623,null,14034,null,235510,null,12220,null,67113,null,5639,null,385487,null,16459,null,10929,null,2295,null,374558,null,16636,null,93090,null,7591,null,281468,null,13222,null,0400000US17,Illinois,17
114112,null,6803,null,59169,null,4724,null,25325,null,3469,null,33844,null,3464,null,26435,null,3208,null,7409,null,1699,null,54943,null,4908,null,1950,null,831,null,52993,null,4824,null,14694,null,2328,null,38299,null,4547,null,0400000US18,Indiana,18
40397,null,4224,null,21026,null,2698,null,7967,null,1779,null,13059,null,2143,null,10625,null,1903,null,2434,null,1008,null,19371,null,2733,null,857,null,471,null,18514,null,2668,null,5118,null,1195,null,13396,null,2362,null,0400000US19,Iowa,19
55122,null,6344,null,27075,null,3564,null,13498,null,2668,null,13577,null,2442,null,11019,null,2035,null,2558,null,907,null,28047,null,4410,null,1053,null,509,null,26994,null,4313,null,7763,null,1919,null,19231,null,3421,null,0400000US20,Kansas,20
30779,null,4250,null,11777,null,2876,null,6705,null,1910,null,5072,null,1925,null,4113,null,1699,null,959,null,578,null,19002,null,2500,null,739,null,479,null,18263,null,2537,null,4690,null,1501,null,13573,null,2187,null,0400000US21,Kentucky,21
38505,null,4457,null,17446,null,2849,null,7887,null,1961,null,9559,null,1988,null,7746,null,1681,null,1813,null,791,null,21059,null,3194,null,1028,null,820,null,20031,null,3199,null,7992,null,1907,null,12039,null,2274,null,0400000US22,Louisiana,22
3533,null,1122,null,2522,null,976,null,1120,null,610,null,1402,null,722,null,1216,null,603,null,186,null,229,null,1011,null,513,null,257,null,326,null,754,null,397,null,357,null,229,null,397,null,254,null,0400000US23,Maine,23
151382,null,9944,null,48886,null,4931,null,14262,null,2686,null,34624,null,3789,null,28254,null,3769,null,6370,null,1880,null,102496,null,8302,null,5252,null,1761,null,97244,null,7846,null,24681,null,3322,null,72563,null,6409,null,0400000US24,Maryland,24
225239,null,11950,null,134096,null,8583,null,35327,null,5153,null,98769,null,6703,null,70408,null,6239,null,28361,null,2872,null,91143,null,7139,null,4263,null,1209,null,86880,null,6995,null,29199,null,3764,null,57681,null,5482,null,0400000US25,Massachusetts,25
108943,null,8351,null,67592,null,6021,null,30110,null,3475,null,37482,null,4424,null,29162,null,3628,null,8320,null,1896,null,41351,null,5803,null,3331,null,1020,null,38020,null,5567,null,11879,null,2831,null,26141,null,4471,null,0400000US26,Michigan,26
64532,null,5598,null,27693,null,3082,null,12202,null,2056,null,15491,null,2228,null,12005,null,1873,null,3486,null,1014,null,36839,null,4131,null,3964,null,1571,null,32875,null,4162,null,9909,null,1546,null,22966,null,3457,null,0400000US27,Minnesota,27
21388,null,3413,null,8818,null,2220,null,3948,null,1454,null,4870,null,1519,null,3635,null,1492,null,1235,null,512,null,12570,null,2777,null,268,null,167,null,12302,null,2780,null,3241,null,933,null,9061,null,2529,null,0400000US28,Mississippi,28
52573,null,5312,null,28163,null,4333,null,15766,null,2967,null,12397,null,2371,null,9711,null,2056,null,2686,null,929,null,24410,null,3365,null,2127,null,1028,null,22283,null,3309,null,7348,null,1812,null,14935,null,2824,null,0400000US29,Missouri,29
7097,null,1749,null,6104,null,1660,null,4914,null,1781,null,1190,null,529,null,828,null,495,null,362,null,341,null,993,null,595,null,345,null,371,null,648,null,470,null,367,null,292,null,281,null,284,null,0400000US30,Montana,30
44321,null,4685,null,19421,null,2429,null,6724,null,1629,null,12697,null,2064,null,10458,null,1848,null,2239,null,717,null,24900,null,3735,null,949,null,538,null,23951,null,3654,null,6360,null,1681,null,17591,null,3025,null,0400000US31,Nebraska,31
108292,null,10289,null,56377,null,6858,null,23512,null,4899,null,32865,null,4428,null,27511,null,4142,null,5354,null,1378,null,51915,null,6114,null,3784,null,2177,null,48131,null,5465,null,19186,null,3126,null,28945,null,3851,null,0400000US32,Nevada,32
9596,null,2396,null,5688,null,1729,null,1141,null,623,null,4547,null,1668,null,3123,null,1216,null,1424,null,952,null,3908,null,1405,null,1065,null,719,null,2843,null,1116,null,883,null,504,null,1960,null,987,null,0400000US33,New Hampshire,33
431711,null,18277,null,219570,null,12064,null,37872,null,4538,null,181698,null,10281,null,140777,null,9967,null,40921,null,3864,null,212141,null,12464,null,9771,null,2111,null,202370,null,12223,null,55389,null,5686,null,146981,null,10604,null,0400000US34,New Jersey,34
211566,null,12002,null,170271,null,9706,null,80130,null,6866,null,90141,null,6433,null,77433,null,5521,null,12708,null,2101,null,41295,null,6152,null,1518,null,820,null,39777,null,6067,null,13403,null,2985,null,26374,null,4555,null,0400000US35,New Mexico,35
1339085,null,24366,null,688764,null,17430,null,137697,null,9076,null,551067,null,15787,null,431945,null,14037,null,119122,null,7016,null,650321,null,18632,null,45599,null,5979,null,604722,null,18323,null,149682,null,8436,null,455040,null,16545,null,0400000US36,New York,36
273072,null,11220,null,95478,null,6429,null,21482,null,2632,null,73996,null,6386,null,56113,null,5770,null,17883,null,2406,null,177594,null,8464,null,7789,null,1925,null,169805,null,8414,null,40359,null,4515,null,129446,null,7293,null,0400000US37,North Carolina,37
3868,null,1140,null,3032,null,1073,null,1484,null,812,null,1548,null,673,null,1303,null,749,null,245,null,265,null,836,null,427,null,144,null,229,null,692,null,426,null,578,null,393,null,114,null,180,null,0400000US38,North Dakota,38
67489,null,6155,null,44699,null,4537,null,21245,null,2941,null,23454,null,3452,null,15460,null,2389,null,7994,null,1832,null,22790,null,3137,null,2189,null,812,null,20601,null,2956,null,6360,null,1598,null,14241,null,2194,null,0400000US39,Ohio,39
78466,null,7593,null,39651,null,4836,null,12974,null,2467,null,26677,null,4235,null,21424,null,3617,null,5253,null,1635,null,38815,null,4596,null,1261,null,516,null,37554,null,4557,null,9410,null,1696,null,28144,null,3894,null,0400000US40,Oklahoma,40
132033,null,12033,null,52900,null,6537,null,16007,null,3005,null,36893,null,5511,null,28136,null,5024,null,8757,null,2010,null,79133,null,8388,null,1043,null,471,null,78090,null,8319,null,19626,null,3349,null,58464,null,6629,null,0400000US41,Oregon,41
203870,null,10098,null,155883,null,8619,null,37984,null,4201,null,117899,null,8094,null,83307,null,6199,null,34592,null,4055,null,47987,null,5274,null,4049,null,1309,null,43938,null,5018,null,16537,null,2941,null,27401,null,3781,null,0400000US42,Pennsylvania,42
60436,null,4936,null,29489,null,3998,null,4783,null,1435,null,24706,null,3788,null,18200,null,3523,null,6506,null,1876,null,30947,null,3810,null,568,null,406,null,30379,null,3766,null,8133,null,1899,null,22246,null,3138,null,0400000US44,Rhode Island,44
53669,null,5906,null,20091,null,3624,null,7209,null,2361,null,12882,null,2275,null,8332,null,1797,null,4550,null,1473,null,33578,null,4562,null,1884,null,849,null,31694,null,4422,null,6125,null,1606,null,25569,null,3923,null,0400000US45,South Carolina,45
6574,null,1560,null,4068,null,1260,null,1753,null,731,null,2315,null,990,null,1878,null,730,null,437,null,642,null,2506,null,785,null,186,null,326,null,2320,null,699,null,482,null,325,null,1838,null,642,null,0400000US46,South Dakota,46
60167,null,7419,null,21230,null,3479,null,8445,null,2419,null,12785,null,2379,null,10582,null,2388,null,2203,null,854,null,38937,null,5506,null,2942,null,1203,null,35995,null,5237,null,10890,null,2184,null,25105,null,4715,null,0400000US47,Tennessee,47
1862385,null,44413,null,1046569,null,29806,null,276466,null,15804,null,770103,null,22856,null,603764,null,20744,null,166339,null,8746,null,815816,null,26980,null,22368,null,3098,null,793448,null,26689,null,192040,null,10529,null,601408,null,22452,null,0400000US48,Texas,48
80368,null,7267,null,39181,null,5004,null,16729,null,3855,null,22452,null,3413,null,18233,null,3296,null,4219,null,1382,null,41187,null,4764,null,2196,null,1176,null,38991,null,4600,null,12682,null,2164,null,26309,null,3741,null,0400000US49,Utah,49
1860,null,914,null,1294,null,511,null,399,null,249,null,895,null,450,null,664,null,358,null,231,null,164,null,566,null,551,null,115,null,122,null,451,null,520,null,158,null,187,null,293,null,484,null,0400000US50,Vermont,50
155484,null,10492,null,59936,null,6075,null,21745,null,4057,null,38191,null,3775,null,31078,null,3474,null,7113,null,1599,null,95548,null,8531,null,5197,null,1464,null,90351,null,8364,null,34225,null,5051,null,56126,null,6672,null,0400000US51,Virginia,51
217677,null,13246,null,111308,null,8649,null,36120,null,4694,null,75188,null,6671,null,50087,null,5353,null,25101,null,3311,null,106369,null,8433,null,4711,null,1392,null,101658,null,8390,null,27561,null,3044,null,74097,null,7384,null,0400000US53,Washington,53
2989,null,1009,null,1632,null,556,null,1190,null,564,null,442,null,306,null,202,null,187,null,240,null,179,null,1357,null,733,null,287,null,297,null,1070,null,687,null,504,null,475,null,566,null,455,null,0400000US54,West Virginia,54
52576,null,5045,null,25880,null,3654,null,10101,null,2182,null,15779,null,2945,null,10947,null,2069,null,4832,null,1985,null,26696,null,3441,null,1006,null,471,null,25690,null,3425,null,6834,null,1540,null,18856,null,2946,null,0400000US55,Wisconsin,55
9082,null,1682,null,5435,null,1369,null,2954,null,931,null,2481,null,791,null,1661,null,707,null,820,null,415,null,3647,null,1040,null,0,null,265,null,3647,null,1040,null,2622,null,753,null,1025,null,598,null,0400000US56,Wyoming,56
322250,null,12794,null,311084,null,12544,null,5069,null,1463,null,306015,null,12369,null,41487,null,4738,null,264528,null,11312,null,11166,null,2372,null,372,null,272,null,10794,null,2328,null,654,null,373,null,10140,null,2321,null,0400000US72,Puerto Rico,72
