B05003A_001E,B05003A_001EA,B05003A_001M,B05003A_001MA,B05003A_002E,B05003A_002EA,B05003A_002M,B05003A_002MA,B05003A_003E,B05003A_003EA,B05003A_003M,B05003A_003MA,B05003A_004E,B05003A_004EA,B05003A_004M,B05003A_004MA,B05003A_005E,B05003A_005EA,B05003A_005M,B05003A_005MA,B05003A_006E,B05003A_006EA,B05003A_006M,B05003A_006MA,B05003A_007E,B05003A_007EA,B05003A_007M,B05003A_007MA,B05003A_008E,B05003A_008EA,B05003A_008M,B05003A_008MA,B05003A_009E,B05003A_009EA,B05003A_009M,B05003A_009MA,B05003A_010E,B05003A_010EA,B05003A_010M,B05003A_010MA,B05003A_011E,B05003A_011EA,B05003A_011M,B05003A_011MA,B05003A_012E,B05003A_012EA,B05003A_012M,B05003A_012MA,B05003A_013E,B05003A_013EA,B05003A_013M,B05003A_013MA,B05003A_014E,B05003A_014EA,B05003A_014M,B05003A_014MA,B05003A_015E,B05003A_015EA,B05003A_015M,B05003A_015MA,B05003A_016E,B05003A_016EA,B05003A_016M,B05003A_016MA,B05003A_017E,B05003A_017EA,B05003A_017M,B05003A_017MA,B05003A_018E,B05003A_018EA,B05003A_018M,B05003A_018MA,B05003A_019E,B05003A_019EA,B05003A_019M,B05003A_019MA,B05003A_020E,B05003A_020EA,B05003A_020M,B05003A_020MA,B05003A_021E,B05003A_021EA,B05003A_021M,B05003A_021MA,B05003A_022E,B05003A_022EA,B05003A_022M,B05003A_022MA,B05003A_023E,B05003A_023EA,B05003A_023M,B05003A_023MA,GEO_ID,NAME,state
6079509,null,18960,null,3012217,null,13828,null,744368,null,6355,null,726923,null,6208,null,17445,null,2862,null,2873,null,1178,null,14572,null,2314,null,2267849,null,10417,null,2091544,null,8969,null,176305,null,8965,null,47594,null,3831,null,128711,null,8701,null,3067292,null,11301,null,710837,null,6871,null,694190,null,6730,null,16647,null,2421,null,3294,null,1023,null,13353,null,2354,null,2356455,null,7365,null,2206428,null,8684,null,150027,null,7302,null,53769,null,4215,null,96258,null,6704,null,0400000US13,Georgia,13
348380,null,3796,null,191136,null,2555,null,32346,null,1552,null,31813,null,1596,null,533,null,459,null,176,null,289,null,357,null,360,null,158790,null,1633,null,149448,null,1990,null,9342,null,1530,null,3971,null,1071,null,5371,null,1461,null,157244,null,2354,null,28407,null,1724,null,27948,null,1770,null,459,null,447,null,59,null,99,null,400,null,437,null,128837,null,1274,null,115736,null,1878,null,13101,null,1882,null,6212,null,1147,null,6889,null,1612,null,0400000US15,Hawaii,15
1427540,null,5416,null,717141,null,3786,null,193625,null,2344,null,190860,null,2386,null,2765,null,896,null,253,null,262,null,2512,null,855,null,523516,null,2150,null,490607,null,2732,null,32909,null,2621,null,10100,null,1507,null,22809,null,2609,null,710399,null,3131,null,179142,null,2161,null,176249,null,2407,null,2893,null,1302,null,353,null,331,null,2540,null,1277,null,531257,null,1742,null,501628,null,2543,null,29629,null,2778,null,11818,null,1822,null,17811,null,2241,null,0400000US16,Idaho,16
9359857,null,25121,null,4623053,null,15032,null,1065174,null,7580,null,1042037,null,7560,null,23137,null,2619,null,5880,null,1303,null,17257,null,2230,null,3557879,null,10310,null,3127543,null,10764,null,430336,null,11013,null,196100,null,7123,null,234236,null,8758,null,4736804,null,13261,null,1019461,null,7411,null,993393,null,7399,null,26068,null,3308,null,4942,null,1125,null,21126,null,3294,null,3717343,null,7964,null,3303368,null,11244,null,413975,null,11381,null,217015,null,9132,null,196960,null,8614,null,0400000US17,Illinois,17
5502046,null,8276,null,2713672,null,5561,null,659807,null,3064,null,652554,null,3159,null,7253,null,1520,null,1654,null,645,null,5599,null,1393,null,2053865,null,4109,null,1987638,null,4096,null,66227,null,4114,null,22691,null,2671,null,43536,null,3758,null,2788374,null,5248,null,623755,null,3554,null,615296,null,3592,null,8459,null,1589,null,1533,null,674,null,6926,null,1500,null,2164619,null,3007,null,2107177,null,4290,null,57442,null,4096,null,24687,null,3096,null,32755,null,2690,null,0400000US18,Indiana,18
2774940,null,5315,null,1364822,null,3335,null,318619,null,2468,null,316043,null,2359,null,2576,null,812,null,440,null,309,null,2136,null,735,null,1046203,null,1957,null,1024346,null,2324,null,21857,null,2165,null,7728,null,1346,null,14129,null,1912,null,1410118,null,3151,null,303106,null,1849,null,300362,null,1911,null,2744,null,1049,null,345,null,226,null,2399,null,1032,null,1107012,null,2225,null,1086344,null,2200,null,20668,null,2159,null,8026,null,1034,null,12642,null,1906,null,0400000US19,Iowa,19
2433099,null,7680,null,1202413,null,5057,null,293628,null,3160,null,288794,null,3203,null,4834,null,972,null,934,null,475,null,3900,null,862,null,908785,null,3419,null,867339,null,3685,null,41446,null,3682,null,10604,null,1530,null,30842,null,3510,null,1230686,null,4466,null,280339,null,2380,null,276359,null,2489,null,3980,null,989,null,529,null,321,null,3451,null,901,null,950347,null,3021,null,911776,null,2922,null,38571,null,3198,null,13290,null,1735,null,25281,null,2568,null,0400000US20,Kansas,20
3829537,null,5811,null,1870193,null,4821,null,438079,null,3415,null,434487,null,3568,null,3592,null,1051,null,1013,null,525,null,2579,null,908,null,1432114,null,2752,null,1403530,null,3280,null,28584,null,3230,null,8372,null,1405,null,20212,null,2722,null,1959344,null,3980,null,423498,null,3198,null,420170,null,2996,null,3328,null,1196,null,484,null,330,null,2844,null,1126,null,1535846,null,1635,null,1510738,null,2497,null,25108,null,2257,null,9290,null,1651,null,15818,null,1961,null,0400000US21,Kentucky,21
2859980,null,4967,null,1406240,null,4182,null,325326,null,2592,null,322367,null,2512,null,2959,null,1026,null,584,null,466,null,2375,null,939,null,1080914,null,2634,null,1048056,null,3231,null,32858,null,2826,null,13497,null,1676,null,19361,null,2346,null,1453740,null,3662,null,309998,null,2402,null,307138,null,2451,null,2860,null,828,null,515,null,392,null,2345,null,830,null,1143742,null,2208,null,1111796,null,2713,null,31946,null,2946,null,16547,null,2343,null,15399,null,2077,null,0400000US22,Louisiana,22
1251450,null,4053,null,608989,null,2253,null,126344,null,1271,null,125605,null,1368,null,739,null,453,null,205,null,173,null,534,null,407,null,482645,null,1705,null,473667,null,2059,null,8978,null,1275,null,5259,null,1127,null,3719,null,929,null,642461,null,2267,null,120454,null,1408,null,119898,null,1406,null,556,null,409,null,286,null,271,null,270,null,306,null,522007,null,1389,null,505922,null,2264,null,16085,null,1814,null,10486,null,1417,null,5599,null,1040,null,0400000US23,Maine,23
3432154,null,11525,null,1685609,null,6907,null,376300,null,3562,null,366780,null,3427,null,9520,null,2025,null,2544,null,832,null,6976,null,1866,null,1309309,null,4548,null,1198737,null,4347,null,110572,null,5644,null,47323,null,3277,null,63249,null,4907,null,1746545,null,6177,null,357524,null,2782,null,349791,null,3145,null,7733,null,1590,null,2350,null,752,null,5383,null,1478,null,1389021,null,4364,null,1276611,null,4425,null,112410,null,5266,null,58327,null,3162,null,54083,null,4730,null,0400000US24,Maryland,24
5434502,null,12713,null,2632524,null,7520,null,559838,null,3842,null,545334,null,4087,null,14504,null,2216,null,3004,null,1101,null,11500,null,2074,null,2072686,null,5588,null,1863308,null,8824,null,209378,null,8488,null,106332,null,5545,null,103046,null,6832,null,2801978,null,7391,null,532906,null,3593,null,520889,null,4447,null,12017,null,2657,null,2825,null,970,null,9192,null,2171,null,2269072,null,5159,null,2047721,null,9012,null,221351,null,9443,null,121840,null,5806,null,99511,null,7101,null,0400000US25,Massachusetts,25
7966936,null,9237,null,3936402,null,5718,null,896268,null,3020,null,879510,null,3930,null,16758,null,2392,null,5756,null,1448,null,11002,null,1945,null,3040134,null,4252,null,2875039,null,7042,null,165095,null,6998,null,87449,null,4752,null,77646,null,5355,null,4030534,null,5324,null,848513,null,2949,null,834248,null,3195,null,14265,null,2315,null,4092,null,969,null,10173,null,2232,null,3182021,null,3394,null,3013793,null,7250,null,168228,null,6969,null,91605,null,5000,null,76623,null,4946,null,0400000US26,Michigan,26
4601572,null,8234,null,2280780,null,4885,null,520264,null,2500,null,512408,null,2651,null,7856,null,1616,null,1573,null,503,null,6283,null,1400,null,1760516,null,3257,null,1702598,null,3115,null,57918,null,3886,null,22260,null,2230,null,35658,null,3367,null,2320792,null,4231,null,495735,null,2695,null,486814,null,2527,null,8921,null,1595,null,2325,null,760,null,6596,null,1495,null,1825057,null,2536,null,1771501,null,3294,null,53556,null,3102,null,22648,null,2478,null,30908,null,2555,null,0400000US27,Minnesota,27
1758282,null,4600,null,866763,null,3791,null,208612,null,2901,null,207220,null,2831,null,1392,null,603,null,273,null,249,null,1119,null,555,null,658151,null,2014,null,644810,null,2359,null,13341,null,2374,null,3700,null,1315,null,9641,null,1860,null,891519,null,3354,null,189970,null,2655,null,188895,null,2675,null,1075,null,506,null,189,null,201,null,886,null,487,null,701549,null,1730,null,690348,null,1944,null,11201,null,2037,null,4376,null,1167,null,6825,null,1691,null,0400000US28,Mississippi,28
5021359,null,6508,null,2463947,null,5126,null,578421,null,3183,null,570883,null,3901,null,7538,null,1793,null,2882,null,959,null,4656,null,1534,null,1885526,null,3188,null,1840089,null,4055,null,45437,null,3185,null,18131,null,2075,null,27306,null,2626,null,2557412,null,3498,null,549215,null,2479,null,545355,null,2599,null,3860,null,994,null,1707,null,660,null,2153,null,706,null,2008197,null,2262,null,1961786,null,3840,null,46411,null,3827,null,22630,null,2515,null,23781,null,2718,null,0400000US29,Missouri,29
871719,null,1969,null,435893,null,1671,null,94241,null,1287,null,93827,null,1178,null,414,null,366,null,178,null,166,null,236,null,313,null,341652,null,992,null,336486,null,1523,null,5166,null,1404,null,2028,null,662,null,3138,null,1215,null,435826,null,1607,null,87916,null,897,null,87697,null,900,null,219,null,185,null,132,null,154,null,87,null,112,null,347910,null,1197,null,340622,null,1742,null,7288,null,1166,null,4420,null,756,null,2868,null,896,null,0400000US30,Montana,30
1583709,null,6127,null,781618,null,4626,null,189865,null,2340,null,187985,null,2267,null,1880,null,692,null,348,null,284,null,1532,null,622,null,591753,null,2969,null,569688,null,2331,null,22065,null,2525,null,5584,null,1186,null,16481,null,2138,null,802091,null,3186,null,180656,null,2254,null,178903,null,2077,null,1753,null,710,null,223,null,207,null,1530,null,665,null,621435,null,2005,null,602835,null,1996,null,18600,null,1875,null,5897,null,1072,null,12703,null,1622,null,0400000US31,Nebraska,31
2013125,null,12227,null,1038102,null,7558,null,255644,null,4040,null,241781,null,4764,null,13863,null,2265,null,1494,null,984,null,12369,null,2212,null,782458,null,4978,null,628139,null,6859,null,154319,null,6548,null,46374,null,4016,null,107945,null,6240,null,975023,null,6707,null,238233,null,3990,null,228740,null,4544,null,9493,null,1809,null,1069,null,709,null,8424,null,1733,null,736790,null,4340,null,602800,null,5482,null,133990,null,5166,null,49476,null,3910,null,84514,null,4375,null,0400000US32,Nevada,32
1251946,null,2740,null,616146,null,1667,null,135149,null,1087,null,133821,null,1102,null,1328,null,681,null,457,null,299,null,871,null,606,null,480997,null,1103,null,463912,null,2334,null,17085,null,2351,null,9785,null,1577,null,7300,null,1546,null,635800,null,1550,null,128249,null,802,null,127320,null,873,null,929,null,469,null,459,null,268,null,470,null,389,null,507551,null,1119,null,487783,null,2418,null,19768,null,2263,null,11563,null,1417,null,8205,null,1548,null,0400000US33,New Hampshire,33
6154878,null,20046,null,3021228,null,12234,null,687515,null,5640,null,664210,null,5530,null,23305,null,2603,null,5827,null,1153,null,17478,null,2504,null,2333713,null,8885,null,1941591,null,9684,null,392122,null,13049,null,198290,null,7312,null,193832,null,9941,null,3133650,null,10653,null,649892,null,3986,null,627713,null,4859,null,22179,null,2985,null,6428,null,1720,null,15751,null,2489,null,2483758,null,8242,null,2091236,null,10284,null,392522,null,9697,null,226117,null,7761,null,166405,null,7648,null,0400000US34,New Jersey,34
1456668,null,14648,null,714823,null,9010,null,177082,null,4471,null,170625,null,4635,null,6457,null,1500,null,458,null,381,null,5999,null,1480,null,537741,null,6855,null,480271,null,7228,null,57470,null,4119,null,17405,null,1809,null,40065,null,3527,null,741845,null,7680,null,168505,null,4817,null,162769,null,4837,null,5736,null,1872,null,272,null,214,null,5464,null,1848,null,573340,null,5086,null,512654,null,5562,null,60686,null,3953,null,24045,null,2290,null,36641,null,3424,null,0400000US35,New Mexico,35
13162838,null,28090,null,6433277,null,15248,null,1380003,null,6967,null,1343206,null,7874,null,36797,null,3402,null,10498,null,2110,null,26299,null,2788,null,5053274,null,12402,null,4288960,null,13399,null,764314,null,16501,null,399807,null,10665,null,364507,null,12125,null,6729561,null,17110,null,1314180,null,7780,null,1282968,null,7167,null,31212,null,3173,null,9677,null,1696,null,21535,null,2608,null,5415381,null,11767,null,4613389,null,15981,null,801992,null,15614,null,469582,null,10523,null,332410,null,10341,null,0400000US36,New York,36
6609224,null,13647,null,3243518,null,9760,null,744946,null,6069,null,730896,null,6096,null,14050,null,2246,null,2081,null,709,null,11969,null,2142,null,2498572,null,6013,null,2358902,null,6302,null,139670,null,6560,null,40911,null,3481,null,98759,null,5194,null,3365706,null,7796,null,705626,null,5862,null,688575,null,5747,null,17051,null,2323,null,2594,null,954,null,14457,null,2285,null,2660080,null,3947,null,2536570,null,5671,null,123510,null,5930,null,46880,null,3331,null,76630,null,4633,null,0400000US37,North Carolina,37
583263,null,1168,null,292672,null,900,null,61354,null,619,null,61242,null,638,null,112,null,122,null,42,null,53,null,70,null,113,null,231318,null,598,null,228429,null,1031,null,2889,null,894,null,1224,null,635,null,1665,null,652,null,290591,null,941,null,57465,null,554,null,57306,null,587,null,159,null,145,null,36,null,53,null,123,null,134,null,233126,null,699,null,229149,null,1191,null,3977,null,855,null,1600,null,562,null,2377,null,616,null,0400000US38,North Dakota,38
9694632,null,8082,null,4746630,null,5098,null,1101195,null,3643,null,1092585,null,4068,null,8610,null,1628,null,3341,null,880,null,5269,null,1429,null,3645435,null,3184,null,3548772,null,5520,null,96663,null,5398,null,51593,null,4141,null,45070,null,3702,null,4948002,null,4804,null,1043782,null,2811,null,1035462,null,2905,null,8320,null,1837,null,3685,null,1365,null,4635,null,1208,null,3904220,null,2841,null,3799403,null,5118,null,104817,null,4860,null,61014,null,3929,null,43803,null,3881,null,0400000US39,Ohio,39
2778234,null,10183,null,1368894,null,6031,null,320675,null,3448,null,315531,null,3703,null,5144,null,1526,null,905,null,657,null,4239,null,1295,null,1048219,null,3657,null,1002543,null,3126,null,45676,null,3822,null,11127,null,1617,null,34549,null,3417,null,1409340,null,5986,null,301375,null,3964,null,297084,null,3976,null,4291,null,1125,null,1239,null,793,null,3052,null,895,null,1107965,null,2964,null,1069605,null,2766,null,38360,null,2770,null,14203,null,1747,null,24157,null,2335,null,0400000US40,Oklahoma,40
3274965,null,13541,null,1619472,null,7627,null,354961,null,4008,null,346789,null,4261,null,8172,null,2217,null,905,null,501,null,7267,null,2097,null,1264511,null,5320,null,1182036,null,5658,null,82475,null,6341,null,28932,null,3076,null,53543,null,5268,null,1655493,null,7369,null,334127,null,3721,null,327952,null,3604,null,6175,null,1390,null,1222,null,616,null,4953,null,1393,null,1321366,null,4859,null,1243703,null,5658,null,77663,null,5305,null,34679,null,3422,null,42984,null,3741,null,0400000US41,Oregon,41
10525640,null,13378,null,5133902,null,7178,null,1098905,null,4564,null,1085915,null,4809,null,12990,null,1806,null,5015,null,997,null,7975,null,1548,null,4034997,null,4360,null,3894770,null,7437,null,140227,null,6734,null,71472,null,3981,null,68755,null,5695,null,5391738,null,8222,null,1038968,null,4268,null,1026597,null,4536,null,12371,null,2121,null,4381,null,1422,null,7990,null,1585,null,4352770,null,5015,null,4196910,null,7089,null,155860,null,7026,null,92284,null,4746,null,63576,null,4642,null,0400000US42,Pennsylvania,42
869575,null,5927,null,419126,null,3594,null,85876,null,1898,null,84788,null,1914,null,1088,null,549,null,532,null,417,null,556,null,351,null,333250,null,2501,null,305885,null,3032,null,27365,null,3199,null,14462,null,2003,null,12903,null,2626,null,450449,null,3354,null,80933,null,1877,null,80156,null,1898,null,777,null,345,null,253,null,185,null,524,null,288,null,369516,null,2214,null,337657,null,3233,null,31859,null,3256,null,20552,null,2176,null,11307,null,2051,null,0400000US44,Rhode Island,44
3082191,null,8192,null,1516259,null,5331,null,339981,null,3138,null,335332,null,3320,null,4649,null,1206,null,1196,null,595,null,3453,null,1087,null,1176278,null,3939,null,1121214,null,4088,null,55064,null,4199,null,15095,null,1943,null,39969,null,3982,null,1565932,null,5013,null,320315,null,3210,null,314489,null,3203,null,5826,null,1563,null,687,null,444,null,5139,null,1553,null,1245617,null,2718,null,1195136,null,3468,null,50481,null,3809,null,19842,null,2243,null,30639,null,2852,null,0400000US45,South Carolina,45
701305,null,3498,null,350259,null,2301,null,79149,null,1862,null,78166,null,2005,null,983,null,875,null,113,null,140,null,870,null,856,null,271110,null,1149,null,267093,null,1401,null,4017,null,1224,null,1636,null,543,null,2381,null,1070,null,351046,null,2230,null,74042,null,1696,null,73642,null,1682,null,400,null,326,null,116,null,125,null,284,null,264,null,277004,null,1045,null,273119,null,1233,null,3885,null,1067,null,1281,null,470,null,2604,null,990,null,0400000US46,South Dakota,46
4981348,null,9176,null,2445821,null,6054,null,565388,null,3885,null,554964,null,4313,null,10424,null,2675,null,1510,null,874,null,8914,null,2310,null,1880433,null,3337,null,1811229,null,4231,null,69204,null,4696,null,20845,null,3114,null,48359,null,4105,null,2535527,null,5026,null,527472,null,3488,null,521512,null,3734,null,5960,null,1702,null,1357,null,816,null,4603,null,1540,null,2008055,null,2912,null,1951489,null,4149,null,56566,null,4601,null,19792,null,2344,null,36774,null,4066,null,0400000US47,Tennessee,47
18277105,null,50705,null,9112346,null,30269,null,2492942,null,14445,null,2397823,null,15360,null,95119,null,5948,null,9375,null,1680,null,85744,null,5726,null,6619404,null,20045,null,5517734,null,17587,null,1101670,null,20491,null,307734,null,11254,null,793936,null,18768,null,9164759,null,25832,null,2386020,null,14568,null,2294630,null,14078,null,91390,null,5969,null,8803,null,1938,null,82587,null,6193,null,6778739,null,15966,null,5750092,null,16441,null,1028647,null,17420,null,347624,null,11180,null,681023,null,15298,null,0400000US48,Texas,48
2487925,null,9144,null,1245871,null,5985,null,384161,null,3532,null,377816,null,3510,null,6345,null,1458,null,982,null,549,null,5363,null,1283,null,861710,null,3898,null,801335,null,4441,null,60375,null,4424,null,18804,null,2505,null,41571,null,4006,null,1242054,null,4422,null,365965,null,2337,null,360135,null,2603,null,5830,null,1211,null,528,null,291,null,5302,null,1171,null,876089,null,2997,null,825303,null,3328,null,50786,null,3538,null,19225,null,2330,null,31561,null,2947,null,0400000US49,Utah,49
595344,null,1319,null,292834,null,1101,null,59835,null,579,null,59462,null,566,null,373,null,329,null,180,null,219,null,193,null,274,null,232999,null,750,null,226824,null,1193,null,6175,null,963,null,3427,null,842,null,2748,null,640,null,302510,null,677,null,57576,null,368,null,57166,null,435,null,410,null,308,null,163,null,157,null,247,null,268,null,244934,null,531,null,237014,null,1149,null,7920,null,1126,null,4635,null,982,null,3285,null,698,null,0400000US50,Vermont,50
5552824,null,13239,null,2748266,null,8079,null,617509,null,4982,null,603830,null,5042,null,13679,null,2136,null,2777,null,668,null,10902,null,2116,null,2130757,null,5840,null,1982033,null,6022,null,148724,null,7399,null,56652,null,4049,null,92072,null,6482,null,2804558,null,8135,null,577608,null,4525,null,566387,null,4477,null,11221,null,1857,null,3003,null,881,null,8218,null,1469,null,2226950,null,5404,null,2071663,null,6101,null,155287,null,6152,null,71012,null,4851,null,84275,null,4861,null,0400000US51,Virginia,51
5342426,null,13297,null,2659167,null,7754,null,587826,null,3961,null,573549,null,4457,null,14277,null,2970,null,3570,null,1010,null,10707,null,2693,null,2071341,null,5458,null,1914697,null,6586,null,156644,null,6493,null,60429,null,4120,null,96215,null,5660,null,2683259,null,7876,null,562180,null,4625,null,545967,null,5222,null,16213,null,2314,null,3649,null,876,null,12564,null,2152,null,2121079,null,4544,null,1955731,null,6516,null,165348,null,7121,null,78444,null,4785,null,86904,null,5450,null,0400000US53,Washington,53
1715221,null,2503,null,839851,null,2260,null,181869,null,1699,null,181159,null,1787,null,710,null,425,null,90,null,109,null,620,null,460,null,657982,null,1593,null,653406,null,1681,null,4576,null,1068,null,2445,null,775,null,2131,null,773,null,875370,null,2409,null,172614,null,2019,null,172448,null,2022,null,166,null,141,null,108,null,131,null,58,null,96,null,702756,null,1079,null,698065,null,1393,null,4691,null,1092,null,2374,null,737,null,2317,null,605,null,0400000US54,West Virginia,54
4997567,null,7097,null,2484545,null,4884,null,549947,null,2679,null,543195,null,2872,null,6752,null,1273,null,1658,null,573,null,5094,null,1237,null,1934598,null,3305,null,1867448,null,4708,null,67150,null,4665,null,25370,null,2934,null,41780,null,3142,null,2513022,null,4276,null,521340,null,2879,null,515680,null,2980,null,5660,null,1383,null,1323,null,463,null,4337,null,1326,null,1991682,null,2297,null,1930532,null,3803,null,61150,null,3884,null,28140,null,3001,null,33010,null,2902,null,0400000US55,Wisconsin,55
497086,null,1966,null,253684,null,1672,null,59795,null,1487,null,59333,null,1486,null,462,null,357,null,0,null,265,null,462,null,357,null,193889,null,1431,null,189536,null,1483,null,4353,null,1230,null,1497,null,656,null,2856,null,1117,null,243402,null,1783,null,53411,null,1084,null,53056,null,1027,null,355,null,267,null,0,null,265,null,355,null,267,null,189991,null,1172,null,184891,null,1386,null,5100,null,1266,null,2381,null,850,null,2719,null,1091,null,0400000US56,Wyoming,56
