B16005I_001E,B16005I_001EA,B16005I_001M,B16005I_001MA,B16005I_002E,B16005I_002EA,B16005I_002M,B16005I_002MA,B16005I_003E,B16005I_003EA,B16005I_003M,B16005I_003MA,B16005I_004E,B16005I_004EA,B16005I_004M,B16005I_004MA,B16005I_005E,B16005I_005EA,B16005I_005M,B16005I_005MA,B16005I_006E,B16005I_006EA,B16005I_006M,B16005I_006MA,B16005I_007E,B16005I_007EA,B16005I_007M,B16005I_007MA,B16005I_008E,B16005I_008EA,B16005I_008M,B16005I_008MA,B16005I_009E,B16005I_009EA,B16005I_009M,B16005I_009MA,B16005I_010E,B16005I_010EA,B16005I_010M,B16005I_010MA,B16005I_011E,B16005I_011EA,B16005I_011M,B16005I_011MA,GEO_ID,NAME,state
281427,null,1980,null,207083,null,4574,null,117820,null,5265,null,89263,null,4606,null,63728,null,4133,null,25535,null,2787,null,74344,null,4114,null,7883,null,1752,null,66461,null,3960,null,21012,null,2442,null,45449,null,3540,null,0400000US39,Ohio,39
256973,null,1448,null,148591,null,5700,null,78695,null,5842,null,69896,null,3867,null,55843,null,3966,null,14053,null,2068,null,108382,null,5491,null,6246,null,1439,null,102136,null,5533,null,25098,null,2966,null,77038,null,4706,null,0400000US40,Oklahoma,40
371264,null,971,null,200243,null,7048,null,93704,null,7759,null,106539,null,5965,null,82854,null,6309,null,23685,null,3492,null,171021,null,7179,null,5739,null,1127,null,165282,null,7061,null,45570,null,4820,null,119712,null,6372,null,0400000US41,Oregon,41
563892,null,1594,null,432594,null,7201,null,165594,null,8312,null,267000,null,7582,null,188532,null,6362,null,78468,null,5167,null,131298,null,6981,null,10020,null,1874,null,121278,null,6746,null,44184,null,4666,null,77094,null,6155,null,0400000US42,Pennsylvania,42
112196,null,541,null,58081,null,3765,null,12544,null,2253,null,45537,null,3363,null,34945,null,3226,null,10592,null,2035,null,54115,null,3720,null,1941,null,780,null,52174,null,3868,null,12644,null,1819,null,39530,null,3652,null,0400000US44,Rhode Island,44
169706,null,1807,null,75392,null,4260,null,34111,null,3468,null,41281,null,3656,null,29981,null,3093,null,11300,null,2313,null,94314,null,4467,null,4864,null,1411,null,89450,null,4496,null,21875,null,2603,null,67575,null,4047,null,0400000US45,South Carolina,45
17361,null,1242,null,13070,null,1308,null,8926,null,1507,null,4144,null,1052,null,3222,null,806,null,922,null,694,null,4291,null,1121,null,441,null,423,null,3850,null,1054,null,813,null,409,null,3037,null,995,null,0400000US46,South Dakota,46
214112,null,2454,null,96990,null,5709,null,53536,null,5737,null,43454,null,4125,null,34509,null,3788,null,8945,null,1498,null,117122,null,4878,null,8064,null,1696,null,109058,null,4811,null,31005,null,3413,null,78053,null,4376,null,0400000US47,Tennessee,47
8105335,null,1905,null,5258730,null,31604,null,1668510,null,25619,null,3590220,null,32016,null,2802196,null,34851,null,788024,null,16378,null,2846605,null,31608,null,94901,null,6965,null,2751704,null,32595,null,707103,null,17544,null,2044601,null,30968,null,0400000US48,Texas,48
294940,null,661,null,170008,null,5228,null,94933,null,6798,null,75075,null,5087,null,62149,null,5009,null,12926,null,2284,null,124932,null,5136,null,7912,null,2104,null,117020,null,5665,null,40998,null,4085,null,76022,null,5187,null,0400000US49,Utah,49
8243,null,522,null,7163,null,658,null,4776,null,858,null,2387,null,618,null,1977,null,592,null,410,null,224,null,1080,null,435,null,456,null,288,null,624,null,317,null,272,null,213,null,352,null,252,null,0400000US50,Vermont,50
492026,null,3868,null,229363,null,8491,null,109787,null,7373,null,119576,null,6590,null,96733,null,6131,null,22843,null,2772,null,262663,null,8620,null,14704,null,3170,null,247959,null,8786,null,88122,null,6600,null,159837,null,8336,null,0400000US51,Virginia,51
591506,null,1129,null,356133,null,7195,null,177422,null,7936,null,178711,null,7119,null,135456,null,6177,null,43255,null,3974,null,235373,null,7185,null,10712,null,2047,null,224661,null,7170,null,63029,null,3668,null,161632,null,7347,null,0400000US53,Washington,53
19157,null,2049,null,15900,null,2047,null,12278,null,2202,null,3622,null,1114,null,2588,null,972,null,1034,null,482,null,3257,null,942,null,421,null,350,null,2836,null,946,null,1714,null,805,null,1122,null,661,null,0400000US54,West Virginia,54
261706,null,1158,null,160732,null,5812,null,78142,null,5327,null,82590,null,6046,null,62254,null,5336,null,20336,null,2798,null,100974,null,5655,null,3143,null,841,null,97831,null,5595,null,25599,null,3127,null,72232,null,4540,null,0400000US55,Wisconsin,55
38706,null,1076,null,28955,null,2238,null,20036,null,2358,null,8919,null,1668,null,7193,null,1296,null,1726,null,930,null,9751,null,1832,null,533,null,454,null,9218,null,1888,null,4642,null,1066,null,4576,null,1461,null,0400000US56,Wyoming,56
3685394,null,4505,null,3584852,null,8326,null,161119,null,9201,null,3423733,null,13548,null,500612,null,13391,null,2923121,null,15101,null,100542,null,7088,null,3068,null,937,null,97474,null,7165,null,11530,null,1578,null,85944,null,6507,null,0400000US72,Puerto Rico,72
