C23002A_001E,C23002A_001EA,C23002A_001M,C23002A_001MA,C23002A_002E,C23002A_002EA,C23002A_002M,C23002A_002MA,C23002A_003E,C23002A_003EA,C23002A_003M,C23002A_003MA,C23002A_004E,C23002A_004EA,C23002A_004M,C23002A_004MA,C23002A_005E,C23002A_005EA,C23002A_005M,C23002A_005MA,C23002A_006E,C23002A_006EA,C23002A_006M,C23002A_006MA,C23002A_007E,C23002A_007EA,C23002A_007M,C23002A_007MA,C23002A_008E,C23002A_008EA,C23002A_008M,C23002A_008MA,C23002A_009E,C23002A_009EA,C23002A_009M,C23002A_009MA,C23002A_010E,C23002A_010EA,C23002A_010M,C23002A_010MA,C23002A_011E,C23002A_011EA,C23002A_011M,C23002A_011MA,C23002A_012E,C23002A_012EA,C23002A_012M,C23002A_012MA,C23002A_013E,C23002A_013EA,C23002A_013M,C23002A_013MA,C23002A_014E,C23002A_014EA,C23002A_014M,C23002A_014MA,C23002A_015E,C23002A_015EA,C23002A_015M,C23002A_015MA,C23002A_016E,C23002A_016EA,C23002A_016M,C23002A_016MA,C23002A_017E,C23002A_017EA,C23002A_017M,C23002A_017MA,C23002A_018E,C23002A_018EA,C23002A_018M,C23002A_018MA,C23002A_019E,C23002A_019EA,C23002A_019M,C23002A_019MA,C23002A_020E,C23002A_020EA,C23002A_020M,C23002A_020MA,C23002A_021E,C23002A_021EA,C23002A_021M,C23002A_021MA,C23002A_022E,C23002A_022EA,C23002A_022M,C23002A_022MA,C23002A_023E,C23002A_023EA,C23002A_023M,C23002A_023MA,C23002A_024E,C23002A_024EA,C23002A_024M,C23002A_024MA,C23002A_025E,C23002A_025EA,C23002A_025M,C23002A_025MA,C23002A_026E,C23002A_026EA,C23002A_026M,C23002A_026MA,C23002A_027E,C23002A_027EA,C23002A_027M,C23002A_027MA,GEO_ID,NAME,state
4016285,null,6664,null,1948380,null,4331,null,1632344,null,4449,null,1298378,null,9124,null,16203,null,1675,null,1282175,null,8988,null,1146559,null,8756,null,135616,null,5183,null,333966,null,9092,null,316036,null,856,null,61909,null,3127,null,57982,null,3334,null,3927,null,927,null,254127,null,3195,null,2067905,null,3672,null,1643993,null,3750,null,1110212,null,11386,null,1488,null,713,null,1108724,null,11477,null,1009330,null,12044,null,99394,null,5362,null,533781,null,11110,null,423912,null,650,null,48206,null,2655,null,45484,null,2615,null,2722,null,759,null,375706,null,2661,null,0400000US47,Tennessee,47
13908079,null,33459,null,6886064,null,21287,null,5969006,null,20556,null,4863259,null,26497,null,62633,null,4625,null,4800626,null,26221,null,4438256,null,24464,null,362370,null,12352,null,1105747,null,17783,null,917058,null,3629,null,214816,null,5546,null,205449,null,5388,null,9367,null,1362,null,702242,null,6099,null,7022015,null,18521,null,5810143,null,17759,null,3915090,null,21921,null,12251,null,2173,null,3902839,null,22397,null,3617010,null,22573,null,285829,null,8891,null,1895053,null,21333,null,1211872,null,3792,null,150718,null,5069,null,144059,null,5020,null,6659,null,1276,null,1061154,null,6333,null,0400000US48,Texas,48
1810578,null,6233,null,898330,null,4314,null,791379,null,4267,null,676707,null,6223,null,7030,null,1379,null,669677,null,6287,null,615880,null,7173,null,53797,null,3835,null,114672,null,5472,null,106951,null,658,null,24810,null,2025,null,23345,null,1889,null,1465,null,558,null,82141,null,2122,null,912248,null,3354,null,780812,null,3383,null,542385,null,7630,null,738,null,409,null,541647,null,7505,null,504445,null,6883,null,37202,null,3171,null,238427,null,6758,null,131436,null,775,null,15160,null,1491,null,14463,null,1396,null,697,null,381,null,116276,null,1650,null,0400000US49,Utah,49
493532,null,1349,null,241167,null,1091,null,202736,null,1124,null,166994,null,2145,null,575,null,308,null,166419,null,2206,null,151083,null,2472,null,15336,null,1374,null,35742,null,2013,null,38431,null,260,null,9444,null,883,null,8771,null,865,null,673,null,255,null,28987,null,907,null,252365,null,883,null,202599,null,826,null,156481,null,2601,null,21,null,39,null,156460,null,2604,null,147610,null,2766,null,8850,null,1202,null,46118,null,2550,null,49766,null,245,null,7355,null,874,null,6968,null,844,null,387,null,233,null,42411,null,867,null,0400000US50,Vermont,50
4492701,null,10738,null,2200738,null,6746,null,1871422,null,6400,null,1544082,null,8853,null,71319,null,5456,null,1472763,null,9992,null,1371016,null,10493,null,101747,null,5354,null,327340,null,8173,null,329316,null,1046,null,77006,null,2904,null,74324,null,2817,null,2682,null,533,null,252310,null,2979,null,2291963,null,6196,null,1852740,null,5876,null,1324666,null,10776,null,11764,null,2072,null,1312902,null,10840,null,1233172,null,10945,null,79730,null,5358,null,528074,null,10461,null,439223,null,1412,null,58910,null,3309,null,56863,null,3261,null,2047,null,667,null,380313,null,3251,null,0400000US51,Virginia,51
4332969,null,9104,null,2143609,null,5901,null,1823490,null,5889,null,1473739,null,8115,null,39355,null,4106,null,1434384,null,8259,null,1285506,null,10287,null,148878,null,5643,null,349751,null,8047,null,320119,null,881,null,59110,null,2841,null,55736,null,2762,null,3374,null,957,null,261009,null,3045,null,2189360,null,5216,null,1788894,null,4809,null,1272636,null,8953,null,4345,null,1439,null,1268291,null,9271,null,1168497,null,10931,null,99794,null,5917,null,516258,null,9574,null,400466,null,1189,null,45700,null,2794,null,42825,null,2614,null,2875,null,800,null,354766,null,2969,null,0400000US53,Washington,53
1404037,null,2849,null,680995,null,2261,null,562038,null,2159,null,409596,null,5097,null,1576,null,607,null,408020,null,5068,null,371298,null,6249,null,36722,null,3347,null,152442,null,5161,null,118957,null,421,null,15861,null,1545,null,15481,null,1555,null,380,null,271,null,103096,null,1486,null,723042,null,1938,null,564406,null,1935,null,345789,null,5149,null,318,null,302,null,345471,null,5158,null,323779,null,4867,null,21692,null,2427,null,218617,null,5429,null,158636,null,525,null,14194,null,1452,null,13859,null,1439,null,335,null,256,null,144442,null,1494,null,0400000US54,West Virginia,54
4061227,null,5310,null,2003448,null,3928,null,1690386,null,3893,null,1423056,null,6987,null,4290,null,836,null,1418766,null,7024,null,1292352,null,8759,null,126414,null,5816,null,267330,null,6893,null,313062,null,750,null,60539,null,2433,null,57120,null,2269,null,3419,null,693,null,252523,null,2427,null,2057779,null,3246,null,1643286,null,3210,null,1296860,null,6764,null,1017,null,584,null,1295843,null,6737,null,1220744,null,7326,null,75099,null,3768,null,346426,null,6617,null,414493,null,704,null,51074,null,2296,null,48313,null,2217,null,2761,null,673,null,363419,null,2209,null,0400000US55,Wisconsin,55
396918,null,2317,null,201222,null,1778,null,171656,null,1876,null,146880,null,2588,null,2894,null,883,null,143986,null,2701,null,136307,null,2880,null,7679,null,1529,null,24776,null,2542,null,29566,null,540,null,7249,null,1021,null,6677,null,1015,null,572,null,239,null,22317,null,1178,null,195696,null,1559,null,161065,null,1573,null,120336,null,3072,null,714,null,683,null,119622,null,3097,null,113034,null,3306,null,6588,null,1492,null,40729,null,2726,null,34631,null,358,null,5038,null,907,null,4775,null,831,null,263,null,264,null,29593,null,920,null,0400000US56,Wyoming,56
2284165,null,18131,null,1063725,null,11276,null,875285,null,10145,null,539690,null,9560,null,1306,null,593,null,538384,null,9529,null,436121,null,8645,null,102263,null,5802,null,335595,null,8165,null,188440,null,3125,null,19818,null,1694,null,18440,null,1756,null,1378,null,504,null,168622,null,3184,null,1220440,null,11343,null,969113,null,10353,null,482813,null,9821,null,0,null,289,null,482813,null,9821,null,397532,null,9153,null,85281,null,5220,null,486300,null,8468,null,251327,null,3000,null,9987,null,1304,null,9250,null,1245,null,737,null,305,null,241340,null,3190,null,0400000US72,Puerto Rico,72
