B21001H_001E,B21001H_001EA,B21001H_001M,B21001H_001MA,B21001H_002E,B21001H_002EA,B21001H_002M,B21001H_002MA,B21001H_003E,B21001H_003EA,B21001H_003M,B21001H_003MA,B21001H_004E,B21001H_004EA,B21001H_004M,B21001H_004MA,B21001H_005E,B21001H_005EA,B21001H_005M,B21001H_005MA,B21001H_006E,B21001H_006EA,B21001H_006M,B21001H_006MA,B21001H_007E,B21001H_007EA,B21001H_007M,B21001H_007MA,B21001H_008E,B21001H_008EA,B21001H_008M,B21001H_008MA,B21001H_009E,B21001H_009EA,B21001H_009M,B21001H_009MA,B21001H_010E,B21001H_010EA,B21001H_010M,B21001H_010MA,B21001H_011E,B21001H_011EA,B21001H_011M,B21001H_011MA,B21001H_012E,B21001H_012EA,B21001H_012M,B21001H_012MA,B21001H_013E,B21001H_013EA,B21001H_013M,B21001H_013MA,B21001H_014E,B21001H_014EA,B21001H_014M,B21001H_014MA,B21001H_015E,B21001H_015EA,B21001H_015M,B21001H_015MA,B21001H_016E,B21001H_016EA,B21001H_016M,B21001H_016MA,B21001H_017E,B21001H_017EA,B21001H_017M,B21001H_017MA,B21001H_018E,B21001H_018EA,B21001H_018M,B21001H_018MA,B21001H_019E,B21001H_019EA,B21001H_019M,B21001H_019MA,B21001H_020E,B21001H_020EA,B21001H_020M,B21001H_020MA,B21001H_021E,B21001H_021EA,B21001H_021M,B21001H_021MA,B21001H_022E,B21001H_022EA,B21001H_022M,B21001H_022MA,B21001H_023E,B21001H_023EA,B21001H_023M,B21001H_023MA,B21001H_024E,B21001H_024EA,B21001H_024M,B21001H_024MA,B21001H_025E,B21001H_025EA,B21001H_025M,B21001H_025MA,B21001H_026E,B21001H_026EA,B21001H_026M,B21001H_026MA,B21001H_027E,B21001H_027EA,B21001H_027M,B21001H_027MA,B21001H_028E,B21001H_028EA,B21001H_028M,B21001H_028MA,B21001H_029E,B21001H_029EA,B21001H_029M,B21001H_029MA,B21001H_030E,B21001H_030EA,B21001H_030M,B21001H_030MA,B21001H_031E,B21001H_031EA,B21001H_031M,B21001H_031MA,B21001H_032E,B21001H_032EA,B21001H_032M,B21001H_032MA,B21001H_033E,B21001H_033EA,B21001H_033M,B21001H_033MA,GEO_ID,NAME,state
7400071,null,2964,null,3563444,null,2170,null,1018923,null,1926,null,39658,null,3030,null,979265,null,3939,null,1357662,null,1066,null,170042,null,6345,null,1187620,null,6526,null,589779,null,294,null,202886,null,5666,null,386893,null,5688,null,340214,null,564,null,152508,null,3928,null,187706,null,3966,null,256866,null,568,null,180525,null,2942,null,76341,null,2942,null,3836627,null,1706,null,1005323,null,1461,null,6466,null,1334,null,998857,null,1874,null,1378800,null,1049,null,21059,null,2337,null,1357741,null,2521,null,619688,null,314,null,6760,null,1221,null,612928,null,1271,null,397916,null,2248,null,2844,null,779,null,395072,null,2565,null,434900,null,2247,null,6449,null,1173,null,428451,null,2475,null,0400000US39,Ohio,39
2033461,null,1862,null,975809,null,1548,null,287564,null,1504,null,17990,null,2425,null,269574,null,2697,null,346782,null,1363,null,56078,null,3592,null,290704,null,3786,null,161571,null,229,null,65122,null,2659,null,96449,null,2661,null,102572,null,72,null,49127,null,2077,null,53445,null,2071,null,77320,null,18,null,55140,null,1523,null,22180,null,1520,null,1057652,null,786,null,285158,null,1132,null,3688,null,1003,null,281470,null,1597,null,358249,null,1214,null,8165,null,1348,null,350084,null,1735,null,172832,null,153,null,2193,null,613,null,170639,null,612,null,117765,null,172,null,1272,null,527,null,116493,null,560,null,123648,null,15,null,1731,null,604,null,121917,null,603,null,0400000US40,Oklahoma,40
2443673,null,1948,null,1185835,null,1335,null,333426,null,1375,null,13673,null,1851,null,319753,null,2440,null,425591,null,697,null,65653,null,4451,null,359938,null,4559,null,215911,null,317,null,85479,null,3688,null,130432,null,3718,null,119774,null,156,null,64330,null,2332,null,55444,null,2342,null,91133,null,125,null,68828,null,1507,null,22305,null,1507,null,1257838,null,1197,null,332216,null,786,null,3210,null,994,null,329006,null,1221,null,432797,null,639,null,8061,null,1384,null,424736,null,1446,null,226979,null,272,null,3255,null,815,null,223724,null,888,null,131367,null,381,null,2509,null,773,null,128858,null,872,null,134479,null,148,null,3463,null,771,null,131016,null,782,null,0400000US41,Oregon,41
8153810,null,3459,null,3908759,null,2441,null,1057362,null,1699,null,43978,null,3285,null,1013384,null,3688,null,1465156,null,1475,null,157943,null,5688,null,1307213,null,6257,null,659680,null,635,null,214876,null,4730,null,444804,null,4717,null,390819,null,115,null,180515,null,4106,null,210304,null,4096,null,335742,null,391,null,240900,null,3785,null,94842,null,3799,null,4245051,null,1994,null,1041648,null,1450,null,6439,null,1265,null,1035209,null,1941,null,1482775,null,907,null,19233,null,1973,null,1463542,null,2093,null,690172,null,361,null,5103,null,856,null,685069,null,923,null,458736,null,188,null,4201,null,888,null,454535,null,909,null,571720,null,199,null,7065,null,1078,null,564655,null,1108,null,0400000US42,Pennsylvania,42
666317,null,2181,null,315199,null,1538,null,87029,null,709,null,4147,null,1194,null,82882,null,1291,null,118654,null,1230,null,13149,null,1819,null,105505,null,2043,null,53716,null,75,null,16334,null,1434,null,37382,null,1439,null,30058,null,163,null,13886,null,1344,null,16172,null,1339,null,25742,null,221,null,17668,null,1090,null,8074,null,1104,null,351118,null,1024,null,86521,null,618,null,800,null,575,null,85721,null,806,null,125660,null,734,null,2048,null,769,null,123612,null,1102,null,57191,null,153,null,352,null,369,null,56839,null,407,null,35768,null,116,null,138,null,180,null,35630,null,214,null,45978,null,205,null,1099,null,505,null,44879,null,536,null,0400000US44,Rhode Island,44
2316929,null,3099,null,1109709,null,2669,null,301675,null,2458,null,17188,null,2265,null,284487,null,3440,null,403959,null,1700,null,57779,null,3721,null,346180,null,3878,null,193742,null,162,null,74389,null,3397,null,119353,null,3381,null,125183,null,533,null,65307,null,2273,null,59876,null,2323,null,85150,null,545,null,63110,null,2145,null,22040,null,2115,null,1207220,null,1447,null,305589,null,1499,null,3530,null,1109,null,302059,null,1867,null,419217,null,1121,null,7244,null,1387,null,411973,null,1754,null,209372,null,71,null,2267,null,656,null,207105,null,645,null,140978,null,374,null,954,null,421,null,140024,null,587,null,132064,null,344,null,1785,null,617,null,130279,null,648,null,0400000US45,South Carolina,45
539213,null,1405,null,265289,null,1170,null,80446,null,1369,null,3076,null,791,null,77370,null,1529,null,90979,null,845,null,12633,null,1672,null,78346,null,1769,null,44978,null,107,null,15945,null,1287,null,29033,null,1299,null,25695,null,409,null,11313,null,1153,null,14382,null,1109,null,23191,null,406,null,16179,null,1020,null,7012,null,945,null,273924,null,594,null,75476,null,597,null,449,null,320,null,75027,null,729,null,91110,null,584,null,1890,null,743,null,89220,null,957,null,43973,null,145,null,484,null,272,null,43489,null,302,null,28244,null,460,null,376,null,236,null,27868,null,537,null,35121,null,464,null,689,null,405,null,34432,null,585,null,0400000US46,South Dakota,46
3772336,null,1607,null,1807761,null,1565,null,507051,null,1657,null,24288,null,2782,null,482763,null,3032,null,682081,null,1291,null,92861,null,4877,null,589220,null,4920,null,305220,null,55,null,106493,null,3660,null,198727,null,3661,null,188866,null,390,null,85675,null,3219,null,103191,null,3147,null,124543,null,448,null,87018,null,2042,null,37525,null,2021,null,1964575,null,740,null,515321,null,750,null,4994,null,1413,null,510327,null,1553,null,702921,null,237,null,10950,null,1645,null,691971,null,1675,null,324588,null,140,null,3227,null,838,null,321361,null,871,null,216182,null,132,null,1449,null,528,null,214733,null,540,null,205563,null,8,null,2898,null,949,null,202665,null,949,null,0400000US47,Tennessee,47
9018821,null,5745,null,4374340,null,6261,null,1246013,null,4829,null,73827,null,4092,null,1172186,null,6396,null,1653947,null,4411,null,245912,null,8101,null,1408035,null,8239,null,730277,null,868,null,265577,null,6465,null,464700,null,6573,null,431106,null,913,null,214244,null,4671,null,216862,null,4804,null,312997,null,889,null,231380,null,3770,null,81617,null,3726,null,4644481,null,5455,null,1235770,null,5944,null,15713,null,2291,null,1220057,null,6223,null,1671875,null,2584,null,35479,null,2917,null,1636396,null,3973,null,761093,null,1102,null,11071,null,1473,null,750022,null,1755,null,484844,null,1075,null,5550,null,1124,null,479294,null,1521,null,490899,null,908,null,8934,null,1282,null,481965,null,1573,null,0400000US48,Texas,48
1594715,null,1796,null,782922,null,1643,null,312795,null,1717,null,10306,null,1562,null,302489,null,2090,null,263474,null,890,null,27915,null,2628,null,235559,null,2620,null,102826,null,108,null,31167,null,2058,null,71659,null,2060,null,59060,null,467,null,26806,null,1711,null,32254,null,1801,null,44767,null,466,null,32614,null,1399,null,12153,null,1348,null,811793,null,541,null,315340,null,419,null,1479,null,618,null,313861,null,714,null,263859,null,366,null,3492,null,907,null,260367,null,964,null,106028,null,98,null,916,null,418,null,105112,null,424,null,65248,null,6,null,411,null,247,null,64837,null,247,null,61318,null,6,null,1065,null,452,null,60253,null,452,null,0400000US49,Utah,49
472975,null,626,null,229862,null,420,null,65332,null,480,null,2098,null,799,null,63234,null,905,null,85064,null,537,null,10448,null,1154,null,74616,null,1211,null,41271,null,35,null,13279,null,900,null,27992,null,902,null,22523,null,51,null,10618,null,898,null,11905,null,893,null,15672,null,114,null,10711,null,668,null,4961,null,671,null,243113,null,269,null,63270,null,39,null,219,null,186,null,63051,null,193,null,88127,null,259,null,1445,null,441,null,86682,null,474,null,42296,null,65,null,460,null,272,null,41836,null,273,null,24011,null,407,null,355,null,218,null,23656,null,464,null,25409,null,408,null,454,null,250,null,24955,null,480,null,0400000US50,Vermont,50
4055143,null,7238,null,1945648,null,5603,null,558413,null,4721,null,34523,null,2758,null,523890,null,5267,null,732571,null,2912,null,132643,null,5418,null,599928,null,6174,null,330138,null,584,null,128914,null,3884,null,201224,null,3915,null,194062,null,1192,null,100248,null,3023,null,93814,null,3155,null,130464,null,1115,null,97334,null,2813,null,33130,null,2409,null,2109495,null,2743,null,562022,null,2290,null,11220,null,1936,null,550802,null,2726,null,770084,null,2245,null,24325,null,2484,null,745759,null,3476,null,347164,null,517,null,7028,null,1262,null,340136,null,1299,null,217891,null,443,null,3443,null,844,null,214448,null,878,null,212334,null,177,null,4142,null,909,null,208192,null,882,null,0400000US51,Virginia,51
3919109,null,4431,null,1912359,null,3947,null,539393,null,3741,null,32009,null,3951,null,507384,null,4311,null,723093,null,1673,null,117801,null,4546,null,605292,null,4701,null,335427,null,233,null,132418,null,4303,null,203009,null,4296,null,182317,null,416,null,97637,null,2591,null,84680,null,2621,null,132129,null,214,null,94205,null,2365,null,37924,null,2402,null,2006750,null,1723,null,537589,null,1571,null,5897,null,1320,null,531692,null,1798,null,728790,null,988,null,17744,null,2077,null,711046,null,2412,null,347296,null,293,null,7692,null,1561,null,339604,null,1548,null,196056,null,188,null,3726,null,811,null,192330,null,861,null,197019,null,296,null,3768,null,739,null,193251,null,781,null,0400000US53,Washington,53
1347801,null,1449,null,650193,null,813,null,182055,null,1113,null,9381,null,1318,null,172674,null,1723,null,234348,null,1075,null,28320,null,2486,null,206028,null,2744,null,115350,null,185,null,39518,null,2349,null,75832,null,2343,null,69432,null,617,null,29710,null,1856,null,39722,null,1883,null,49008,null,592,null,33596,null,1491,null,15412,null,1454,null,697608,null,1093,null,178002,null,947,null,1490,null,618,null,176512,null,1139,null,242499,null,983,null,2797,null,635,null,239702,null,1273,null,119690,null,295,null,1290,null,522,null,118400,null,604,null,77790,null,221,null,851,null,454,null,76939,null,547,null,79627,null,313,null,554,null,338,null,79073,null,422,null,0400000US54,West Virginia,54
3786224,null,1368,null,1856548,null,1086,null,529292,null,1013,null,21872,null,2459,null,507420,null,2697,null,709566,null,645,null,81141,null,3397,null,628425,null,3480,null,308534,null,151,null,103623,null,3053,null,204911,null,3077,null,172996,null,35,null,78359,null,2529,null,94637,null,2525,null,136160,null,38,null,92470,null,2036,null,43690,null,2041,null,1929676,null,761,null,511965,null,698,null,4593,null,1146,null,507372,null,1417,null,700222,null,391,null,10729,null,1423,null,689493,null,1519,null,307844,null,121,null,3010,null,623,null,304834,null,629,null,191823,null,124,null,1679,null,523,null,190144,null,571,null,217822,null,96,null,3444,null,729,null,214378,null,737,null,0400000US55,Wisconsin,55
361470,null,1057,null,181772,null,856,null,57214,null,1033,null,3991,null,1220,null,53223,null,1416,null,64444,null,554,null,10142,null,1219,null,54302,null,1368,null,31629,null,81,null,12754,null,1234,null,18875,null,1232,null,16827,null,332,null,7374,null,833,null,9453,null,771,null,11658,null,332,null,8849,null,575,null,2809,null,555,null,179698,null,774,null,52791,null,607,null,618,null,383,null,52173,null,737,null,63128,null,274,null,1744,null,676,null,61384,null,715,null,29970,null,74,null,761,null,463,null,29209,null,468,null,17057,null,72,null,101,null,95,null,16956,null,122,null,16752,null,6,null,176,null,155,null,16576,null,154,null,0400000US56,Wyoming,56
28015,null,2795,null,14293,null,1786,null,3290,null,1074,null,114,null,142,null,3176,null,1041,null,6308,null,1350,null,628,null,642,null,5680,null,1203,null,2323,null,604,null,666,null,349,null,1657,null,537,null,1269,null,453,null,510,null,313,null,759,null,337,null,1103,null,469,null,559,null,296,null,544,null,377,null,13722,null,1906,null,4783,null,1287,null,128,null,204,null,4655,null,1256,null,5218,null,1102,null,0,null,289,null,5218,null,1102,null,1682,null,655,null,43,null,77,null,1639,null,638,null,1501,null,418,null,0,null,289,null,1501,null,418,null,538,null,250,null,0,null,289,null,538,null,250,null,0400000US72,Puerto Rico,72
