B16005H_001E,B16005H_001EA,B16005H_001M,B16005H_001MA,B16005H_002E,B16005H_002EA,B16005H_002M,B16005H_002MA,B16005H_003E,B16005H_003EA,B16005H_003M,B16005H_003MA,B16005H_004E,B16005H_004EA,B16005H_004M,B16005H_004MA,B16005H_005E,B16005H_005EA,B16005H_005M,B16005H_005MA,B16005H_006E,B16005H_006EA,B16005H_006M,B16005H_006MA,B16005H_007E,B16005H_007EA,B16005H_007M,B16005H_007MA,B16005H_008E,B16005H_008EA,B16005H_008M,B16005H_008MA,B16005H_009E,B16005H_009EA,B16005H_009M,B16005H_009MA,B16005H_010E,B16005H_010EA,B16005H_010M,B16005H_010MA,B16005H_011E,B16005H_011EA,B16005H_011M,B16005H_011MA,GEO_ID,NAME,state
5288637,null,2869,null,5146636,null,9144,null,5038931,null,13079,null,107705,null,7706,null,89093,null,7283,null,18612,null,2536,null,142001,null,8823,null,53402,null,3945,null,88599,null,8166,null,55960,null,5661,null,32639,null,4185,null,0400000US13,Georgia,13
305257,null,1079,null,285534,null,2791,null,271816,null,3251,null,13718,null,2141,null,11400,null,1924,null,2318,null,1005,null,19723,null,2775,null,10533,null,1842,null,9190,null,2048,null,6983,null,1718,null,2207,null,1032,null,0400000US15,Hawaii,15
1211909,null,953,null,1186899,null,3295,null,1159387,null,4109,null,27512,null,2379,null,23830,null,2393,null,3682,null,918,null,25010,null,3135,null,13987,null,2215,null,11023,null,2690,null,5861,null,1150,null,5162,null,2462,null,0400000US16,Idaho,16
7863829,null,5134,null,7376208,null,16005,null,7096204,null,19213,null,280004,null,11422,null,244647,null,10368,null,35357,null,3295,null,487621,null,15427,null,95211,null,5398,null,392410,null,14817,null,182971,null,8819,null,209439,null,11414,null,0400000US17,Illinois,17
4980917,null,2918,null,4913821,null,6172,null,4792676,null,9542,null,121145,null,6774,null,95282,null,5201,null,25863,null,3213,null,67096,null,5815,null,26720,null,2527,null,40376,null,4975,null,24388,null,3368,null,15988,null,2997,null,0400000US18,Indiana,18
2538965,null,1635,null,2515080,null,3082,null,2466528,null,4798,null,48552,null,3950,null,40358,null,3615,null,8194,null,1484,null,23885,null,2906,null,7773,null,1212,null,16112,null,2592,null,8864,null,1593,null,7248,null,1875,null,0400000US19,Iowa,19
2109562,null,1831,null,2085076,null,3278,null,2048387,null,5240,null,36689,null,3626,null,30499,null,3401,null,6190,null,1094,null,24486,null,2859,null,11474,null,1894,null,13012,null,2235,null,8610,null,1525,null,4402,null,1270,null,0400000US20,Kansas,20
3532980,null,3017,null,3499128,null,4865,null,3448788,null,7660,null,50340,null,4914,null,38147,null,4352,null,12193,null,1906,null,33852,null,3787,null,11844,null,1548,null,22008,null,3484,null,12992,null,2099,null,9016,null,2528,null,0400000US21,Kentucky,21
2586052,null,1669,null,2555872,null,4127,null,2420061,null,6725,null,135811,null,5550,null,114541,null,5381,null,21270,null,2239,null,30180,null,3892,null,12336,null,2017,null,17844,null,3137,null,11028,null,2138,null,6816,null,2005,null,0400000US22,Louisiana,22
1179584,null,3073,null,1154840,null,3852,null,1099513,null,5444,null,55327,null,3729,null,46859,null,3381,null,8468,null,1315,null,24744,null,2738,null,13700,null,1686,null,11044,null,2127,null,7354,null,1413,null,3690,null,1264,null,0400000US23,Maine,23
3057284,null,2669,null,2922031,null,7467,null,2824896,null,8929,null,97135,null,5820,null,84549,null,5301,null,12586,null,1864,null,135253,null,7074,null,41830,null,3396,null,93423,null,6476,null,59882,null,4372,null,33541,null,4435,null,0400000US24,Maryland,24
4902450,null,5018,null,4535351,null,15584,null,4325793,null,19662,null,209558,null,8697,null,181774,null,8279,null,27784,null,2633,null,367099,null,14533,null,100667,null,6213,null,266432,null,13164,null,130722,null,8182,null,135710,null,8893,null,0400000US25,Massachusetts,25
7284534,null,2110,null,6987070,null,11679,null,6779924,null,14788,null,207146,null,9197,null,175120,null,8614,null,32026,null,3019,null,297464,null,11360,null,86762,null,5015,null,210702,null,11086,null,107509,null,6620,null,103193,null,7430,null,0400000US26,Michigan,26
4198503,null,2543,null,4127520,null,6429,null,4028248,null,7895,null,99272,null,4310,null,82785,null,4093,null,16487,null,1812,null,70983,null,5680,null,29113,null,2863,null,41870,null,5067,null,25398,null,3351,null,16472,null,2898,null,0400000US27,Minnesota,27
1611155,null,1497,null,1599170,null,2958,null,1579300,null,3933,null,19870,null,2448,null,14869,null,2312,null,5001,null,1227,null,11985,null,2658,null,7247,null,1800,null,4738,null,1573,null,3949,null,1395,null,789,null,459,null,0400000US28,Mississippi,28
4601055,null,2219,null,4532106,null,6392,null,4441164,null,8629,null,90942,null,5824,null,75025,null,5235,null,15917,null,2034,null,68949,null,5946,null,22782,null,2738,null,46167,null,5366,null,25087,null,2903,null,21080,null,3589,null,0400000US29,Missouri,29
805797,null,828,null,795013,null,1851,null,773582,null,2828,null,21431,null,2170,null,17620,null,2049,null,3811,null,1053,null,10784,null,1743,null,6152,null,1267,null,4632,null,1164,null,3291,null,888,null,1341,null,719,null,0400000US30,Montana,30
1401619,null,1591,null,1389257,null,2700,null,1362615,null,4139,null,26642,null,2715,null,22136,null,2387,null,4506,null,992,null,12362,null,2227,null,6080,null,1131,null,6282,null,1720,null,3905,null,1187,null,2377,null,962,null,0400000US31,Nebraska,31
1390874,null,2199,null,1312490,null,6217,null,1272560,null,7363,null,39930,null,3568,null,33358,null,3113,null,6572,null,1470,null,78384,null,5758,null,32072,null,3266,null,46312,null,4933,null,26382,null,3198,null,19930,null,3242,null,0400000US32,Nevada,32
1163186,null,782,null,1130209,null,4082,null,1093097,null,5926,null,37112,null,3298,null,31387,null,3062,null,5725,null,1097,null,32977,null,3946,null,13666,null,1553,null,19311,null,3621,null,12180,null,2354,null,7131,null,2242,null,0400000US33,New Hampshire,33
5039837,null,3984,null,4586936,null,15768,null,4350274,null,19106,null,236662,null,8962,null,207751,null,8505,null,28911,null,2938,null,452901,null,15015,null,112836,null,5105,null,340065,null,14080,null,177107,null,8915,null,162958,null,9634,null,0400000US34,New Jersey,34
782148,null,3269,null,760017,null,4145,null,719985,null,5599,null,40032,null,3819,null,35598,null,3622,null,4434,null,1134,null,22131,null,2287,null,11815,null,1756,null,10316,null,1646,null,7650,null,1343,null,2666,null,827,null,0400000US35,New Mexico,35
11084151,null,5389,null,10020434,null,22687,null,9379192,null,25997,null,641242,null,17024,null,531857,null,16957,null,109385,null,6716,null,1063717,null,22567,null,260112,null,9074,null,803605,null,20407,null,377741,null,12277,null,425864,null,15911,null,0400000US36,New York,36
5902008,null,2833,null,5777570,null,8281,null,5674137,null,11694,null,103433,null,6176,null,89768,null,6179,null,13665,null,1617,null,124438,null,8193,null,53571,null,4344,null,70867,null,7053,null,47714,null,4514,null,23153,null,3825,null,0400000US37,North Carolina,37
541671,null,351,null,535297,null,1307,null,521045,null,2187,null,14252,null,1677,null,11525,null,1587,null,2727,null,641,null,6374,null,1270,null,3838,null,895,null,2536,null,861,null,1648,null,559,null,888,null,698,null,0400000US38,North Dakota,38
8931827,null,2365,null,8764551,null,7605,null,8549448,null,12843,null,215103,null,9657,null,168527,null,8363,null,46576,null,4375,null,167276,null,7724,null,60480,null,4346,null,106796,null,7046,null,61358,null,4869,null,45438,null,4530,null,0400000US39,Ohio,39
2450474,null,2073,null,2421698,null,3959,null,2383497,null,6358,null,38201,null,3999,null,31999,null,3397,null,6202,null,1390,null,28776,null,3312,null,13733,null,2240,null,15043,null,2327,null,10145,null,1778,null,4898,null,1578,null,0400000US40,Oklahoma,40
2880573,null,1727,null,2789330,null,6700,null,2710945,null,10377,null,78385,null,6355,null,68822,null,5991,null,9563,null,1533,null,91243,null,6532,null,39305,null,3148,null,51938,null,6650,null,29475,null,4464,null,22463,null,4570,null,0400000US41,Oregon,41
9662554,null,3788,null,9420516,null,12313,null,9152047,null,16106,null,268469,null,10260,null,216589,null,9141,null,51880,null,4160,null,242038,null,11344,null,78718,null,4236,null,163320,null,10924,null,85867,null,6722,null,77453,null,7326,null,0400000US42,Pennsylvania,42
782051,null,2171,null,742091,null,4723,null,700124,null,6099,null,41967,null,3987,null,36628,null,3712,null,5339,null,1409,null,39960,null,4301,null,10873,null,1706,null,29087,null,3714,null,13489,null,1996,null,15598,null,2993,null,0400000US44,Rhode Island,44
2788762,null,2179,null,2733396,null,5597,null,2684558,null,6341,null,48838,null,3940,null,40531,null,3697,null,8307,null,1470,null,55366,null,5017,null,26306,null,2471,null,29060,null,4352,null,16460,null,2985,null,12600,null,2913,null,0400000US45,South Carolina,45
647398,null,2604,null,639852,null,3383,null,622056,null,3991,null,17796,null,2225,null,13910,null,1997,null,3886,null,1152,null,7546,null,2330,null,2760,null,662,null,4786,null,2333,null,3240,null,1886,null,1546,null,785,null,0400000US46,South Dakota,46
4537608,null,1166,null,4471098,null,7078,null,4405745,null,8503,null,65353,null,4456,null,54501,null,4234,null,10852,null,1945,null,66510,null,7063,null,26599,null,2906,null,39911,null,6196,null,23917,null,3928,null,15994,null,3440,null,0400000US47,Tennessee,47
10869209,null,5336,null,10526407,null,15476,null,10162248,null,20699,null,364159,null,12828,null,316092,null,11876,null,48067,null,3548,null,342802,null,14012,null,137978,null,8653,null,204824,null,12098,null,133008,null,8781,null,71816,null,6226,null,0400000US48,Texas,48
2055520,null,1337,null,2012903,null,4409,null,1941837,null,5991,null,71066,null,5104,null,61404,null,4488,null,9662,null,1500,null,42617,null,4256,null,22857,null,2866,null,19760,null,3534,null,12689,null,2300,null,7071,null,2230,null,0400000US49,Utah,49
559792,null,715,null,545678,null,1971,null,535504,null,2317,null,10174,null,1411,null,8757,null,1235,null,1417,null,458,null,14114,null,1985,null,7108,null,1151,null,7006,null,1544,null,4610,null,1152,null,2396,null,845,null,0400000US50,Vermont,50
4923734,null,3655,null,4755061,null,9608,null,4633908,null,12172,null,121153,null,6793,null,103531,null,6086,null,17622,null,2112,null,168673,null,9041,null,59804,null,3490,null,108869,null,8717,null,75715,null,6205,null,33154,null,4726,null,0400000US51,Virginia,51
4693017,null,3203,null,4466038,null,11708,null,4335473,null,13311,null,130565,null,6672,null,108548,null,6117,null,22017,null,2105,null,226979,null,11837,null,96462,null,4902,null,130517,null,10747,null,69143,null,5398,null,61374,null,7285,null,0400000US53,Washington,53
1604545,null,1500,null,1596772,null,2129,null,1580291,null,3357,null,16481,null,2450,null,11947,null,1954,null,4534,null,974,null,7773,null,1581,null,3622,null,979,null,4151,null,1236,null,3065,null,1009,null,1086,null,471,null,0400000US54,West Virginia,54
4515866,null,1161,null,4447738,null,5728,null,4333955,null,8275,null,113783,null,4899,null,92149,null,4742,null,21634,null,1949,null,68128,null,5459,null,28850,null,2864,null,39278,null,4703,null,25418,null,3645,null,13860,null,2393,null,0400000US55,Wisconsin,55
437862,null,323,null,433908,null,1030,null,424511,null,2298,null,9397,null,1920,null,8365,null,1914,null,1032,null,422,null,3954,null,933,null,2054,null,635,null,1900,null,727,null,1514,null,644,null,386,null,298,null,0400000US56,Wyoming,56
36136,null,3280,null,32067,null,3040,null,4498,null,1739,null,27569,null,2450,null,10271,null,1693,null,17298,null,2168,null,4069,null,1260,null,215,null,208,null,3854,null,1260,null,2186,null,867,null,1668,null,895,null,0400000US72,Puerto Rico,72
