B21005_001E,B21005_001EA,B21005_001M,B21005_001MA,B21005_002E,B21005_002EA,B21005_002M,B21005_002MA,B21005_003E,B21005_003EA,B21005_003M,B21005_003MA,B21005_004E,B21005_004EA,B21005_004M,B21005_004MA,B21005_005E,B21005_005EA,B21005_005M,B21005_005MA,B21005_006E,B21005_006EA,B21005_006M,B21005_006MA,B21005_007E,B21005_007EA,B21005_007M,B21005_007MA,B21005_008E,B21005_008EA,B21005_008M,B21005_008MA,B21005_009E,B21005_009EA,B21005_009M,B21005_009MA,B21005_010E,B21005_010EA,B21005_010M,B21005_010MA,B21005_011E,B21005_011EA,B21005_011M,B21005_011MA,B21005_012E,B21005_012EA,B21005_012M,B21005_012MA,B21005_013E,B21005_013EA,B21005_013M,B21005_013MA,B21005_014E,B21005_014EA,B21005_014M,B21005_014MA,B21005_015E,B21005_015EA,B21005_015M,B21005_015MA,B21005_016E,B21005_016EA,B21005_016M,B21005_016MA,B21005_017E,B21005_017EA,B21005_017M,B21005_017MA,B21005_018E,B21005_018EA,B21005_018M,B21005_018MA,B21005_019E,B21005_019EA,B21005_019M,B21005_019MA,B21005_020E,B21005_020EA,B21005_020M,B21005_020MA,B21005_021E,B21005_021EA,B21005_021M,B21005_021MA,B21005_022E,B21005_022EA,B21005_022M,B21005_022MA,B21005_023E,B21005_023EA,B21005_023M,B21005_023MA,B21005_024E,B21005_024EA,B21005_024M,B21005_024MA,B21005_025E,B21005_025EA,B21005_025M,B21005_025MA,B21005_026E,B21005_026EA,B21005_026M,B21005_026MA,B21005_027E,B21005_027EA,B21005_027M,B21005_027MA,B21005_028E,B21005_028EA,B21005_028M,B21005_028MA,B21005_029E,B21005_029EA,B21005_029M,B21005_029MA,B21005_030E,B21005_030EA,B21005_030M,B21005_030MA,B21005_031E,B21005_031EA,B21005_031M,B21005_031MA,B21005_032E,B21005_032EA,B21005_032M,B21005_032MA,B21005_033E,B21005_033EA,B21005_033M,B21005_033MA,B21005_034E,B21005_034EA,B21005_034M,B21005_034MA,GEO_ID,NAME,state
770122,null,4531,null,276048,null,3645,null,12607,null,2093,null,10965,null,2036,null,9502,null,1880,null,1463,null,749,null,1642,null,720,null,263441,null,4094,null,208977,null,4842,null,188639,null,5063,null,20338,null,2539,null,54464,null,3691,null,339613,null,2614,null,27569,null,2437,null,24607,null,2352,null,23536,null,2313,null,1071,null,532,null,2962,null,757,null,312044,null,3197,null,262490,null,4269,null,247331,null,4414,null,15159,null,1711,null,49554,null,3287,null,154461,null,929,null,24806,null,1897,null,17294,null,1831,null,16195,null,1794,null,1099,null,463,null,7512,null,1049,null,129655,null,2002,null,89628,null,2892,null,85249,null,2797,null,4379,null,1130,null,40027,null,2406,null,0400000US15,Hawaii,15
936456,null,2482,null,365633,null,2373,null,8917,null,1598,null,7037,null,1506,null,5959,null,1353,null,1078,null,692,null,1880,null,812,null,356716,null,2714,null,274444,null,4923,null,239706,null,5008,null,34738,null,3409,null,82272,null,4846,null,396334,null,2407,null,31819,null,2564,null,28305,null,2497,null,26391,null,2491,null,1914,null,614,null,3514,null,751,null,364515,null,3248,null,295696,null,5249,null,273203,null,5411,null,22493,null,2218,null,68819,null,4228,null,174489,null,1732,null,33575,null,1919,null,19641,null,1697,null,17749,null,1595,null,1892,null,678,null,13934,null,1589,null,140914,null,2463,null,91061,null,3163,null,85283,null,3170,null,5778,null,1029,null,49853,null,2842,null,0400000US16,Idaho,16
8120953,null,4375,null,3063197,null,4794,null,54922,null,3725,null,48070,null,3180,null,40330,null,2931,null,7740,null,1308,null,6852,null,1445,null,3008275,null,6118,null,2338028,null,13144,null,2021491,null,12470,null,316537,null,9573,null,670247,null,12588,null,3639070,null,4653,null,187065,null,6932,null,162524,null,6539,null,147651,null,6529,null,14873,null,1906,null,24541,null,2385,null,3452005,null,9125,null,2884452,null,13023,null,2630597,null,13625,null,253855,null,7891,null,567553,null,10245,null,1418686,null,2443,null,195296,null,5644,null,127643,null,4980,null,116575,null,4615,null,11068,null,1293,null,67653,null,3488,null,1223390,null,5586,null,817208,null,8798,null,752412,null,9026,null,64796,null,4342,null,406182,null,7882,null,0400000US17,Illinois,17
4003029,null,3497,null,1483114,null,4784,null,31268,null,3121,null,28012,null,2996,null,22326,null,2548,null,5686,null,1454,null,3256,null,901,null,1451846,null,5565,null,1112260,null,9791,null,953739,null,11280,null,158521,null,7070,null,339586,null,8824,null,1786608,null,4711,null,130894,null,6450,null,112373,null,5739,null,100514,null,5515,null,11859,null,1468,null,18521,null,2602,null,1655714,null,8072,null,1377067,null,11037,null,1250478,null,11276,null,126589,null,6381,null,278647,null,8222,null,733307,null,2515,null,123413,null,3847,null,79617,null,3263,null,72148,null,2975,null,7469,null,1450,null,43796,null,2845,null,609894,null,4625,null,402673,null,5180,null,375320,null,5226,null,27353,null,2281,null,207221,null,5111,null,0400000US18,Indiana,18
1851720,null,2515,null,690615,null,3206,null,14882,null,2168,null,12671,null,1972,null,11328,null,1756,null,1343,null,528,null,2211,null,720,null,675733,null,3666,null,559230,null,6667,null,512870,null,6690,null,46360,null,3673,null,116503,null,5543,null,806891,null,3041,null,56510,null,2999,null,50132,null,2888,null,46974,null,2724,null,3158,null,702,null,6378,null,1227,null,750381,null,3823,null,657095,null,5138,null,626745,null,4965,null,30350,null,2458,null,93286,null,4285,null,354214,null,2082,null,61239,null,2521,null,43626,null,2312,null,41863,null,2349,null,1763,null,491,null,17613,null,1522,null,292975,null,3223,null,216581,null,3565,null,209483,null,3729,null,7098,null,996,null,76394,null,2937,null,0400000US19,Iowa,19
1731848,null,3657,null,664831,null,3904,null,19024,null,2308,null,16592,null,2057,null,14207,null,1934,null,2385,null,1011,null,2432,null,1067,null,645807,null,4137,null,508781,null,6708,null,459812,null,6979,null,48969,null,3820,null,137026,null,6060,null,750431,null,3362,null,54110,null,3109,null,46282,null,2981,null,42835,null,3117,null,3447,null,877,null,7828,null,1306,null,696321,null,4590,null,595704,null,5903,null,562706,null,5820,null,32998,null,2849,null,100617,null,4471,null,316586,null,2143,null,58498,null,2772,null,42231,null,2536,null,39252,null,2502,null,2979,null,684,null,16267,null,1694,null,258088,null,2839,null,184126,null,3598,null,175890,null,3315,null,8236,null,1249,null,73962,null,3337,null,0400000US20,Kansas,20
2705035,null,3661,null,973858,null,3278,null,22602,null,2575,null,17457,null,1968,null,15270,null,1645,null,2187,null,742,null,5145,null,1340,null,951256,null,4274,null,711598,null,7801,null,611141,null,8859,null,100457,null,6042,null,239658,null,6662,null,1217953,null,3602,null,88205,null,4471,null,69477,null,3847,null,63205,null,3658,null,6272,null,1194,null,18728,null,2032,null,1129748,null,5347,null,863074,null,8942,null,797663,null,9682,null,65411,null,4016,null,266674,null,7499,null,513224,null,2200,null,86870,null,3558,null,47509,null,2958,null,43147,null,2602,null,4362,null,870,null,39361,null,2694,null,426354,null,3730,null,233534,null,4715,null,218938,null,4794,null,14596,null,1639,null,192820,null,4286,null,0400000US21,Kentucky,21
2797447,null,3415,null,1080001,null,4707,null,32367,null,3467,null,27856,null,3240,null,25635,null,2981,null,2221,null,891,null,4511,null,1320,null,1047634,null,5134,null,786641,null,10198,null,687385,null,9028,null,99256,null,6678,null,260993,null,9125,null,1209382,null,4350,null,85204,null,5030,null,72056,null,4359,null,68634,null,4319,null,3422,null,1068,null,13148,null,1886,null,1124178,null,6225,null,877160,null,7807,null,825342,null,8729,null,51818,null,4470,null,247018,null,6831,null,508064,null,2573,null,79422,null,3300,null,50790,null,3036,null,48091,null,2996,null,2699,null,832,null,28632,null,2428,null,428642,null,3750,null,245613,null,5937,null,233919,null,5727,null,11694,null,1566,null,183029,null,4925,null,0400000US22,Louisiana,22
838357,null,1558,null,266817,null,1688,null,7734,null,1313,null,6739,null,1219,null,5641,null,1110,null,1098,null,675,null,995,null,389,null,259083,null,2034,null,206993,null,3767,null,185324,null,3567,null,21669,null,1980,null,52090,null,3142,null,388774,null,1349,null,37550,null,2766,null,32405,null,2506,null,30468,null,2259,null,1937,null,635,null,5145,null,1040,null,351224,null,3030,null,292598,null,4456,null,276313,null,4573,null,16285,null,1576,null,58626,null,3178,null,182766,null,691,null,33156,null,1928,null,19518,null,1627,null,18042,null,1540,null,1476,null,563,null,13638,null,1497,null,149610,null,1888,null,98740,null,2843,null,94879,null,2877,null,3861,null,745,null,50870,null,2241,null,0400000US23,Maine,23
3622088,null,5067,null,1280804,null,3870,null,41515,null,4440,null,36367,null,4099,null,32990,null,3960,null,3377,null,1218,null,5148,null,2099,null,1239289,null,5591,null,976826,null,9480,null,857238,null,10520,null,119588,null,6399,null,262463,null,8058,null,1677294,null,3588,null,137084,null,6224,null,123469,null,5982,null,118561,null,5855,null,4908,null,1301,null,13615,null,1609,null,1540210,null,6820,null,1317981,null,10679,null,1242140,null,11555,null,75841,null,4555,null,222229,null,7527,null,663990,null,1871,null,103596,null,4347,null,75410,null,3748,null,70488,null,3595,null,4922,null,1126,null,28186,null,2795,null,560394,null,4289,null,399355,null,6490,null,379569,null,6553,null,19786,null,2351,null,161039,null,5376,null,0400000US24,Maryland,24
4260421,null,2009,null,1515089,null,3018,null,25737,null,3128,null,22083,null,2986,null,17831,null,2573,null,4252,null,1345,null,3654,null,1025,null,1489352,null,4403,null,1163258,null,9225,null,1026668,null,9154,null,136590,null,5618,null,326094,null,9279,null,1962305,null,2714,null,89259,null,4385,null,77903,null,4405,null,71136,null,4368,null,6767,null,1198,null,11356,null,1809,null,1873046,null,4750,null,1590340,null,8680,null,1472534,null,10005,null,117806,null,5241,null,282706,null,7294,null,783027,null,1573,null,98585,null,4545,null,68210,null,3605,null,63575,null,3525,null,4635,null,946,null,30375,null,2842,null,684442,null,4468,null,487292,null,5671,null,455426,null,5535,null,31866,null,2499,null,197150,null,4996,null,0400000US25,Massachusetts,25
6277380,null,3345,null,2191954,null,3870,null,42352,null,4280,null,34741,null,3413,null,26720,null,2933,null,8021,null,1680,null,7611,null,1901,null,2149602,null,5299,null,1650766,null,11557,null,1344280,null,11534,null,306486,null,10249,null,498836,null,11624,null,2874301,null,4706,null,173838,null,6161,null,145874,null,5197,null,123233,null,4954,null,22641,null,2532,null,27964,null,2465,null,2700463,null,7224,null,2186332,null,12653,null,1913483,null,13919,null,272849,null,8332,null,514131,null,11220,null,1211125,null,2386,null,193863,null,5347,null,106843,null,4252,null,93029,null,3818,null,13814,null,1361,null,87020,null,3616,null,1017262,null,5351,null,601998,null,8419,null,538838,null,8155,null,63160,null,3067,null,415264,null,7206,null,0400000US26,Michigan,26
3334978,null,2280,null,1220534,null,3347,null,21757,null,2583,null,18725,null,2194,null,16539,null,2017,null,2186,null,699,null,3032,null,868,null,1198777,null,4396,null,1005845,null,6719,null,901603,null,7231,null,104242,null,4280,null,192932,null,6110,null,1508915,null,3252,null,87872,null,3835,null,78742,null,3587,null,71660,null,3137,null,7082,null,1265,null,9130,null,1127,null,1421043,null,4608,null,1250195,null,6979,null,1172181,null,7639,null,78014,null,4223,null,170848,null,5627,null,605529,null,2053,null,106769,null,2919,null,73033,null,2344,null,67207,null,2122,null,5826,null,957,null,33736,null,2262,null,498760,null,3366,null,356978,null,4408,null,333803,null,4814,null,23175,null,2152,null,141782,null,4013,null,0400000US27,Minnesota,27
1796223,null,3785,null,697333,null,4417,null,15813,null,2304,null,12769,null,2151,null,11282,null,2010,null,1487,null,713,null,3044,null,1006,null,681520,null,5024,null,480918,null,8104,null,403035,null,7135,null,77883,null,5274,null,200602,null,7919,null,773417,null,5091,null,57421,null,4575,null,45718,null,4393,null,42940,null,4261,null,2778,null,731,null,11703,null,1938,null,715996,null,6417,null,548078,null,7438,null,507875,null,7798,null,40203,null,3317,null,167918,null,6336,null,325473,null,1728,null,48893,null,2564,null,27377,null,1912,null,25641,null,1910,null,1736,null,592,null,21516,null,2103,null,276580,null,2907,null,156336,null,4317,null,147411,null,4404,null,8925,null,1366,null,120244,null,4237,null,0400000US28,Mississippi,28
3714087,null,3303,null,1362781,null,4094,null,38432,null,3633,null,33326,null,3397,null,29666,null,3114,null,3660,null,1152,null,5106,null,1104,null,1324349,null,5347,null,1045091,null,9549,null,920557,null,10272,null,124534,null,6361,null,279258,null,8744,null,1653203,null,3740,null,129157,null,6020,null,107566,null,5297,null,98014,null,5165,null,9552,null,1354,null,21591,null,2348,null,1524046,null,7324,null,1244974,null,10364,null,1151801,null,11134,null,93173,null,4334,null,279072,null,7479,null,698103,null,2225,null,132836,null,3862,null,84291,null,3480,null,78358,null,3221,null,5933,null,1041,null,48545,null,3313,null,565267,null,4298,null,362495,null,6526,null,342519,null,6197,null,19976,null,1968,null,202772,null,5407,null,0400000US29,Missouri,29
607991,null,1827,null,218824,null,2808,null,7331,null,1512,null,5597,null,1510,null,4794,null,1451,null,803,null,549,null,1734,null,714,null,211493,null,2901,null,164714,null,3821,null,146859,null,4064,null,17855,null,2521,null,46779,null,3710,null,260280,null,2662,null,23790,null,2395,null,19780,null,2033,null,17855,null,1954,null,1925,null,750,null,4010,null,1101,null,236490,null,3254,null,195340,null,3810,null,184130,null,3874,null,11210,null,1952,null,41150,null,2952,null,128887,null,985,null,27500,null,2022,null,17754,null,1658,null,16261,null,1607,null,1493,null,513,null,9746,null,1473,null,101387,null,1997,null,66730,null,2586,null,63304,null,2695,null,3426,null,675,null,34657,null,2180,null,0400000US30,Montana,30
1101427,null,2849,null,430345,null,3349,null,12178,null,1726,null,10749,null,1586,null,9664,null,1517,null,1085,null,473,null,1429,null,624,null,418167,null,3545,null,350064,null,4254,null,321049,null,5287,null,29015,null,3190,null,68103,null,3856,null,471333,null,2608,null,40172,null,2880,null,35711,null,2711,null,33661,null,2648,null,2050,null,702,null,4461,null,967,null,431161,null,3510,null,375561,null,4588,null,358860,null,5074,null,16701,null,1987,null,55600,null,3524,null,199749,null,1560,null,34522,null,2012,null,24242,null,1720,null,23329,null,1609,null,913,null,374,null,10280,null,1347,null,165227,null,2234,null,124879,null,2806,null,120205,null,2963,null,4674,null,1068,null,40348,null,1938,null,0400000US31,Nebraska,31
1640424,null,2929,null,611129,null,3280,null,18639,null,2613,null,16118,null,2390,null,14444,null,2282,null,1674,null,776,null,2521,null,1020,null,592490,null,4168,null,478040,null,6526,null,409450,null,6645,null,68590,null,4403,null,114450,null,5825,null,735629,null,2988,null,60100,null,4313,null,52577,null,4091,null,47027,null,3803,null,5550,null,1538,null,7523,null,1520,null,675529,null,5055,null,566344,null,7826,null,507903,null,8335,null,58441,null,4076,null,109185,null,5805,null,293666,null,1446,null,54265,null,2965,null,35104,null,2632,null,31359,null,2572,null,3745,null,731,null,19161,null,2174,null,239401,null,3454,null,160416,null,4511,null,142703,null,4134,null,17713,null,1988,null,78985,null,3669,null,0400000US32,Nevada,32
855681,null,1276,null,278949,null,1513,null,6280,null,1422,null,5799,null,1380,null,5244,null,1367,null,555,null,342,null,481,null,235,null,272669,null,1975,null,219243,null,4006,null,196585,null,4686,null,22658,null,2668,null,53426,null,3714,null,407532,null,1656,null,32704,null,2646,null,29633,null,2442,null,27677,null,2290,null,1956,null,682,null,3071,null,1040,null,374828,null,3148,null,324555,null,4055,null,303971,null,4388,null,20584,null,2487,null,50273,null,3222,null,169200,null,934,null,28447,null,2049,null,21157,null,2033,null,19778,null,1905,null,1379,null,438,null,7290,null,1178,null,140753,null,2189,null,102737,null,3175,null,96383,null,3272,null,6354,null,1115,null,38016,null,2717,null,0400000US33,New Hampshire,33
5478228,null,2886,null,1855478,null,3228,null,23574,null,2602,null,21280,null,2403,null,18252,null,2171,null,3028,null,876,null,2294,null,791,null,1831904,null,3847,null,1421402,null,9656,null,1244450,null,10740,null,176952,null,6759,null,410502,null,10348,null,2616860,null,2842,null,90801,null,4828,null,79160,null,4276,null,72558,null,4178,null,6602,null,1567,null,11641,null,2051,null,2526059,null,5724,null,2127338,null,11445,null,1957130,null,11413,null,170208,null,7633,null,398721,null,9519,null,1005890,null,1786,null,110713,null,3948,null,76784,null,3338,null,70675,null,3403,null,6109,null,947,null,33929,null,2507,null,895177,null,4127,null,631593,null,7327,null,583320,null,7447,null,48273,null,3156,null,263584,null,6656,null,0400000US34,New Jersey,34
1220024,null,3981,null,470484,null,4517,null,12947,null,1979,null,10080,null,1779,null,8846,null,1645,null,1234,null,718,null,2867,null,897,null,457537,null,4994,null,338977,null,6838,null,296487,null,6804,null,42490,null,4707,null,118560,null,6297,null,517109,null,4267,null,44774,null,3678,null,36283,null,3264,null,33356,null,3133,null,2927,null,1020,null,8491,null,1446,null,472335,null,5707,null,374576,null,7199,null,352077,null,7128,null,22499,null,2721,null,97759,null,4822,null,232431,null,2067,null,42539,null,2753,null,25127,null,2134,null,23371,null,2180,null,1756,null,667,null,17412,null,1904,null,189892,null,2674,null,117042,null,3559,null,108754,null,3707,null,8288,null,1565,null,72850,null,3218,null,0400000US35,New Mexico,35
12475539,null,5287,null,4546861,null,5367,null,59790,null,3921,null,48537,null,3445,null,42708,null,3492,null,5829,null,1275,null,11253,null,2174,null,4487071,null,6457,null,3296338,null,17509,null,2881139,null,18247,null,415199,null,9775,null,1190733,null,16770,null,5649377,null,5244,null,220684,null,9104,null,185333,null,7836,null,170972,null,7319,null,14361,null,2221,null,35351,null,3719,null,5428693,null,10448,null,4459391,null,18755,null,4155926,null,20623,null,303465,null,10203,null,969302,null,16646,null,2279301,null,3153,null,242406,null,6935,null,150431,null,5746,null,140846,null,5683,null,9585,null,1501,null,91975,null,4253,null,2036895,null,7318,null,1336063,null,11720,null,1249136,null,11714,null,86927,null,4681,null,700832,null,9590,null,0400000US36,New York,36
