C17010H_001E,C17010H_001EA,C17010H_001M,C17010H_001MA,C17010H_002E,C17010H_002EA,C17010H_002M,C17010H_002MA,C17010H_003E,C17010H_003EA,C17010H_003M,C17010H_003MA,C17010H_004E,C17010H_004EA,C17010H_004M,C17010H_004MA,C17010H_005E,C17010H_005EA,C17010H_005M,C17010H_005MA,C17010H_006E,C17010H_006EA,C17010H_006M,C17010H_006MA,C17010H_007E,C17010H_007EA,C17010H_007M,C17010H_007MA,C17010H_008E,C17010H_008EA,C17010H_008M,C17010H_008MA,C17010H_009E,C17010H_009EA,C17010H_009M,C17010H_009MA,C17010H_010E,C17010H_010EA,C17010H_010M,C17010H_010MA,C17010H_011E,C17010H_011EA,C17010H_011M,C17010H_011MA,C17010H_012E,C17010H_012EA,C17010H_012M,C17010H_012MA,C17010H_013E,C17010H_013EA,C17010H_013M,C17010H_013MA,C17010H_014E,C17010H_014EA,C17010H_014M,C17010H_014MA,C17010H_015E,C17010H_015EA,C17010H_015M,C17010H_015MA,C17010H_016E,C17010H_016EA,C17010H_016M,C17010H_016MA,C17010H_017E,C17010H_017EA,C17010H_017M,C17010H_017MA,GEO_ID,NAME,state
1420575,null,9926,null,116853,null,5248,null,43023,null,2721,null,25794,null,2351,null,73830,null,4623,null,13432,null,2045,null,11424,null,1862,null,60398,null,4009,null,53078,null,3836,null,1303722,null,10177,null,1085682,null,10362,null,442728,null,7749,null,218040,null,6877,null,68660,null,3946,null,40105,null,3198,null,149380,null,6261,null,84086,null,4419,null,0400000US18,Indiana,18
734706,null,7241,null,47551,null,3331,null,17617,null,1631,null,10329,null,1362,null,29934,null,2706,null,4826,null,1260,null,3970,null,1112,null,25108,null,2550,null,23932,null,2416,null,687155,null,6943,null,582615,null,7400,null,223661,null,4837,null,104540,null,3919,null,35746,null,2715,null,20888,null,2137,null,68794,null,2905,null,43281,null,2466,null,0400000US19,Iowa,19
599677,null,6413,null,40821,null,3254,null,15463,null,1610,null,9493,null,1309,null,25358,null,2657,null,4951,null,1185,null,3897,null,1090,null,20407,null,2565,null,18102,null,2497,null,558856,null,6683,null,466488,null,6146,null,188495,null,4593,null,92368,null,4091,null,30541,null,2482,null,19306,null,2102,null,61827,null,3339,null,37562,null,2702,null,0400000US20,Kansas,20
1027087,null,11093,null,132249,null,5969,null,56219,null,4011,null,33172,null,3351,null,76030,null,4562,null,12279,null,1805,null,9340,null,1651,null,63751,null,4335,null,56038,null,4127,null,894838,null,9775,null,737744,null,10846,null,300228,null,7831,null,157094,null,6781,null,47369,null,3551,null,25132,null,2557,null,109725,null,5322,null,63684,null,4569,null,0400000US21,Kentucky,21
743048,null,8410,null,54179,null,4219,null,21934,null,2141,null,11384,null,1681,null,32245,null,3662,null,3513,null,930,null,2308,null,763,null,28732,null,3576,null,24855,null,3370,null,688869,null,8413,null,573293,null,9377,null,238009,null,6677,null,115576,null,5429,null,39969,null,3081,null,22991,null,2801,null,75607,null,4053,null,42622,null,3263,null,0400000US22,Louisiana,22
334264,null,5308,null,25884,null,2402,null,9127,null,1281,null,4897,null,977,null,16757,null,1995,null,3508,null,841,null,3010,null,827,null,13249,null,1856,null,11693,null,1663,null,308380,null,5389,null,253903,null,4503,null,89281,null,3166,null,54477,null,3415,null,16413,null,1615,null,9204,null,1275,null,38064,null,3016,null,23559,null,2568,null,0400000US23,Maine,23
851346,null,7627,null,30734,null,2822,null,12936,null,1759,null,6390,null,1406,null,17798,null,2253,null,2502,null,944,null,2120,null,950,null,15296,null,2229,null,13961,null,2149,null,820612,null,8000,null,689494,null,8264,null,282255,null,6226,null,131118,null,6053,null,38866,null,3000,null,18819,null,2383,null,92252,null,4708,null,52263,null,3776,null,0400000US24,Maryland,24
1257715,null,12243,null,53935,null,4033,null,19561,null,2154,null,7892,null,1467,null,34374,null,3474,null,5051,null,1447,null,3265,null,1057,null,29323,null,2974,null,24847,null,2661,null,1203780,null,12024,null,983821,null,11674,null,419810,null,7893,null,219959,null,7032,null,62008,null,4316,null,26136,null,2642,null,157951,null,5797,null,79371,null,4200,null,0400000US25,Massachusetts,25
2039405,null,12091,null,166737,null,6120,null,71913,null,4004,null,43676,null,2919,null,94824,null,4697,null,17463,null,1938,null,13632,null,1754,null,77361,null,4256,null,68323,null,4192,null,1872668,null,12477,null,1562404,null,12518,null,617881,null,9283,null,310264,null,6997,null,101656,null,4170,null,52141,null,3430,null,208608,null,6182,null,112336,null,4896,null,0400000US26,Michigan,26
1194999,null,8783,null,59214,null,3446,null,23134,null,2205,null,11128,null,1356,null,36080,null,2893,null,7004,null,1243,null,5261,null,1038,null,29076,null,2704,null,26144,null,2563,null,1135785,null,9065,null,964717,null,8650,null,394768,null,5410,null,171068,null,5583,null,55692,null,2915,null,31294,null,2376,null,115376,null,4652,null,69726,null,3578,null,0400000US27,Minnesota,27
475663,null,6975,null,45363,null,3701,null,22076,null,2404,null,11695,null,1553,null,23287,null,2996,null,5085,null,1441,null,3536,null,1093,null,18202,null,2537,null,15655,null,2251,null,430300,null,7985,null,362705,null,8209,null,144447,null,5222,null,67595,null,4549,null,20639,null,2868,null,12179,null,2105,null,46956,null,3720,null,26477,null,3056,null,0400000US28,Mississippi,28
1306325,null,9459,null,115089,null,5262,null,41941,null,3192,null,25449,null,2481,null,73148,null,4174,null,13754,null,1859,null,10087,null,1640,null,59394,null,3842,null,52907,null,3836,null,1191236,null,9435,null,996912,null,9420,null,391585,null,8041,null,194324,null,6599,null,62826,null,4113,null,34947,null,3290,null,131498,null,5189,null,78032,null,3846,null,0400000US29,Missouri,29
214590,null,4672,null,16988,null,1907,null,7328,null,953,null,4215,null,819,null,9660,null,1699,null,2267,null,856,null,2025,null,868,null,7393,null,1415,null,6762,null,1401,null,197602,null,4614,null,168778,null,5008,null,58361,null,3466,null,28824,null,2439,null,9950,null,1730,null,5463,null,1203,null,18874,null,1924,null,11197,null,1651,null,0400000US30,Montana,30
397595,null,5667,null,24149,null,2365,null,9678,null,1403,null,5739,null,1201,null,14471,null,1867,null,2168,null,668,null,1883,null,596,null,12303,null,1843,null,11345,null,1772,null,373446,null,6012,null,317072,null,5883,null,129995,null,3845,null,56374,null,3432,null,16807,null,1819,null,8710,null,1495,null,39567,null,3035,null,24290,null,2495,null,0400000US31,Nebraska,31
385705,null,6692,null,19462,null,2459,null,7260,null,1586,null,3169,null,954,null,12202,null,1891,null,2196,null,908,null,1544,null,801,null,10006,null,1597,null,8599,null,1418,null,366243,null,6957,null,286560,null,5651,null,105622,null,4832,null,79683,null,4973,null,28838,null,2436,null,14761,null,2153,null,50845,null,4105,null,27919,null,3344,null,0400000US32,Nevada,32
317395,null,4603,null,15300,null,2009,null,5401,null,888,null,2493,null,687,null,9899,null,1775,null,1567,null,703,null,1497,null,698,null,8332,null,1770,null,7402,null,1750,null,302095,null,4201,null,252541,null,4878,null,101774,null,4198,null,49554,null,3241,null,16782,null,2015,null,9919,null,1651,null,32772,null,2659,null,20790,null,1953,null,0400000US33,New Hampshire,33
1393189,null,9897,null,50380,null,3730,null,21442,null,2186,null,11550,null,1720,null,28938,null,2921,null,5202,null,1450,null,3334,null,1056,null,23736,null,2523,null,19844,null,2468,null,1342809,null,9668,null,1122215,null,10638,null,476890,null,8984,null,220594,null,5858,null,62881,null,3957,null,27092,null,2953,null,157713,null,4565,null,72832,null,3575,null,0400000US34,New Jersey,34
227390,null,4113,null,14333,null,1803,null,5764,null,1157,null,2931,null,826,null,8569,null,1373,null,2422,null,898,null,1674,null,794,null,6147,null,1232,null,5277,null,1158,null,213057,null,4311,null,176332,null,4091,null,56972,null,3126,null,36725,null,2622,null,11182,null,1559,null,6755,null,1373,null,25543,null,2239,null,13974,null,1963,null,0400000US35,New Mexico,35
2927731,null,13561,null,176601,null,6846,null,79660,null,4475,null,45178,null,3443,null,96941,null,5762,null,18662,null,2315,null,14435,null,2119,null,78279,null,5275,null,65567,null,4587,null,2751130,null,14718,null,2255262,null,14633,null,924451,null,11618,null,495868,null,11931,null,147415,null,6606,null,67582,null,4587,null,348453,null,9592,null,169687,null,6382,null,0400000US36,New York,36
1711574,null,13969,null,122580,null,5267,null,52315,null,3683,null,28425,null,2844,null,70265,null,4216,null,11668,null,1822,null,8928,null,1597,null,58597,null,3853,null,49890,null,3762,null,1588994,null,14286,null,1347894,null,12043,null,511940,null,9320,null,241100,null,8748,null,76653,null,5030,null,43124,null,4342,null,164447,null,7005,null,92101,null,5082,null,0400000US37,North Carolina,37
157406,null,3408,null,7660,null,1186,null,3028,null,596,null,1659,null,504,null,4632,null,1101,null,770,null,354,null,770,null,354,null,3862,null,1024,null,3406,null,992,null,149746,null,3535,null,129322,null,2921,null,49604,null,2246,null,20424,null,2051,null,7570,null,1342,null,4171,null,1008,null,12854,null,1411,null,7954,null,1223,null,0400000US38,North Dakota,38
2497320,null,14340,null,211123,null,8332,null,76620,null,3833,null,48638,null,3117,null,134503,null,6518,null,23049,null,3085,null,18861,null,2729,null,111454,null,5566,null,96223,null,5530,null,2286197,null,14673,null,1879890,null,15486,null,742678,null,11490,null,406307,null,8794,null,127577,null,6427,null,68696,null,4419,null,278730,null,6999,null,151765,null,5578,null,0400000US39,Ohio,39
710075,null,7835,null,62505,null,3613,null,24448,null,2282,null,13334,null,1721,null,38057,null,2759,null,5978,null,1164,null,4354,null,1137,null,32079,null,2782,null,28651,null,2531,null,647570,null,7814,null,535157,null,8377,null,210489,null,6213,null,112413,null,5104,null,37624,null,3231,null,21274,null,2398,null,74789,null,3901,null,42255,null,3381,null,0400000US40,Oklahoma,40
802556,null,9356,null,64089,null,3765,null,26384,null,2636,null,14698,null,1892,null,37705,null,3108,null,7694,null,1455,null,6153,null,1395,null,30011,null,2909,null,26031,null,2776,null,738467,null,9677,null,610454,null,10175,null,219461,null,6031,null,128013,null,5243,null,39983,null,3216,null,21470,null,2593,null,88030,null,4658,null,51449,null,3405,null,0400000US41,Oregon,41
2702632,null,13318,null,164371,null,6087,null,65493,null,3384,null,33220,null,2374,null,98878,null,5294,null,16119,null,1952,null,12273,null,1669,null,82759,null,4495,null,71429,null,4382,null,2538261,null,13063,null,2102483,null,13479,null,810112,null,9537,null,435778,null,9627,null,139356,null,5956,null,66885,null,4343,null,296422,null,7666,null,148177,null,5646,null,0400000US42,Pennsylvania,42
207595,null,4964,null,10306,null,1773,null,3877,null,1086,null,1881,null,688,null,6429,null,1347,null,881,null,511,null,572,null,350,null,5548,null,1246,null,4601,null,1177,null,197289,null,4905,null,159317,null,4736,null,61217,null,3108,null,37972,null,3608,null,10959,null,1973,null,5692,null,1439,null,27013,null,2834,null,14762,null,2162,null,0400000US44,Rhode Island,44
800083,null,8303,null,58865,null,3979,null,27194,null,2526,null,14579,null,2057,null,31671,null,3025,null,5593,null,1205,null,4177,null,1150,null,26078,null,2898,null,21768,null,2805,null,741218,null,8167,null,628416,null,7886,null,229090,null,6424,null,112802,null,4560,null,37641,null,2891,null,22404,null,2627,null,75161,null,4226,null,43619,null,3702,null,0400000US45,South Carolina,45
182029,null,3836,null,10446,null,1694,null,5170,null,1045,null,2687,null,750,null,5276,null,1112,null,1246,null,576,null,965,null,518,null,4030,null,1003,null,3800,null,994,null,171583,null,3696,null,146509,null,3272,null,59033,null,2525,null,25074,null,2299,null,6868,null,1166,null,3902,null,866,null,18206,null,1993,null,12201,null,1620,null,0400000US46,South Dakota,46
1312555,null,10529,null,132766,null,6413,null,61776,null,4089,null,33967,null,3182,null,70990,null,5008,null,12328,null,1916,null,9772,null,1838,null,58662,null,4544,null,48960,null,4306,null,1179789,null,11332,null,985460,null,11737,null,389665,null,7553,null,194329,null,7654,null,60284,null,4367,null,33100,null,3318,null,134045,null,6155,null,74114,null,4811,null,0400000US47,Tennessee,47
3042743,null,17269,null,174243,null,7055,null,73299,null,4425,null,36577,null,3150,null,100944,null,5317,null,15835,null,2274,null,10342,null,1714,null,85109,null,5054,null,71948,null,4827,null,2868500,null,16841,null,2399410,null,18012,null,969719,null,12597,null,469090,null,11372,null,141765,null,5972,null,72099,null,4676,null,327325,null,9284,null,190380,null,8430,null,0400000US48,Texas,48
554326,null,5988,null,33504,null,3006,null,17446,null,2147,null,10322,null,1502,null,16058,null,2408,null,2702,null,847,null,1946,null,799,null,13356,null,2067,null,11292,null,1907,null,520822,null,6197,null,447864,null,5448,null,229893,null,4766,null,72958,null,4505,null,23112,null,2291,null,13860,null,1737,null,49846,null,3659,null,30086,null,2710,null,0400000US49,Utah,49
152727,null,3002,null,10328,null,1376,null,3853,null,659,null,1942,null,525,null,6475,null,1111,null,967,null,323,null,877,null,325,null,5508,null,1061,null,5174,null,1065,null,142399,null,3189,null,117124,null,2994,null,44704,null,2362,null,25275,null,1982,null,8536,null,1228,null,5250,null,1006,null,16739,null,1574,null,10548,null,1349,null,0400000US50,Vermont,50
1394898,null,12433,null,71040,null,4525,null,29332,null,3086,null,16438,null,2361,null,41708,null,3412,null,6408,null,1369,null,4432,null,1286,null,35300,null,3380,null,30397,null,3198,null,1323858,null,12126,null,1115943,null,11751,null,452215,null,8309,null,207915,null,7035,null,67247,null,4602,null,38495,null,3336,null,140668,null,4810,null,79745,null,4211,null,0400000US51,Virginia,51
1303447,null,11680,null,79050,null,4329,null,31277,null,2288,null,18591,null,2131,null,47773,null,3586,null,8653,null,1324,null,6186,null,1228,null,39120,null,3386,null,34136,null,3188,null,1224397,null,11707,null,1013272,null,10722,null,397458,null,7913,null,211125,null,7142,null,70242,null,4132,null,41715,null,3311,null,140883,null,5821,null,86618,null,4809,null,0400000US53,Washington,53
467580,null,6657,null,63438,null,3297,null,27733,null,2651,null,15152,null,1906,null,35705,null,2565,null,7100,null,1788,null,4895,null,1295,null,28605,null,2333,null,24334,null,2264,null,404142,null,6925,null,335417,null,7318,null,122121,null,5180,null,68725,null,3518,null,22330,null,2276,null,11361,null,1871,null,46395,null,2911,null,23558,null,2413,null,0400000US54,West Virginia,54
1301694,null,8474,null,77083,null,3793,null,26586,null,1858,null,15351,null,1528,null,50497,null,3754,null,8329,null,1433,null,6910,null,1291,null,42168,null,3235,null,39142,null,3172,null,1224611,null,9502,null,1030457,null,9303,null,401147,null,6891,null,194154,null,5511,null,69733,null,3949,null,39993,null,3533,null,124421,null,4775,null,74357,null,3765,null,0400000US55,Wisconsin,55
126716,null,3354,null,7297,null,1315,null,3094,null,943,null,1568,null,742,null,4203,null,991,null,604,null,387,null,593,null,393,null,3599,null,920,null,3389,null,861,null,119419,null,3464,null,102508,null,3804,null,40477,null,2543,null,16911,null,1578,null,7456,null,1144,null,4925,null,994,null,9455,null,1412,null,5846,null,1183,null,0400000US56,Wyoming,56
6402,null,1023,null,2103,null,609,null,865,null,376,null,512,null,308,null,1238,null,457,null,571,null,296,null,411,null,252,null,667,null,349,null,513,null,307,null,4299,null,891,null,3646,null,788,null,1676,null,607,null,653,null,348,null,193,null,198,null,193,null,198,null,460,null,334,null,229,null,242,null,0400000US72,Puerto Rico,72
