C24010A_001E,C24010A_001EA,C24010A_001M,C24010A_001MA,C24010A_002E,C24010A_002EA,C24010A_002M,C24010A_002MA,C24010A_003E,C24010A_003EA,C24010A_003M,C24010A_003MA,C24010A_004E,C24010A_004EA,C24010A_004M,C24010A_004MA,C24010A_005E,C24010A_005EA,C24010A_005M,C24010A_005MA,C24010A_006E,C24010A_006EA,C24010A_006M,C24010A_006MA,C24010A_007E,C24010A_007EA,C24010A_007M,C24010A_007MA,C24010A_008E,C24010A_008EA,C24010A_008M,C24010A_008MA,C24010A_009E,C24010A_009EA,C24010A_009M,C24010A_009MA,C24010A_010E,C24010A_010EA,C24010A_010M,C24010A_010MA,C24010A_011E,C24010A_011EA,C24010A_011M,C24010A_011MA,C24010A_012E,C24010A_012EA,C24010A_012M,C24010A_012MA,C24010A_013E,C24010A_013EA,C24010A_013M,C24010A_013MA,C24010A_014E,C24010A_014EA,C24010A_014M,C24010A_014MA,C24010A_015E,C24010A_015EA,C24010A_015M,C24010A_015MA,GEO_ID,NAME,state
2788329,null,20774,null,1504082,null,16142,null,542594,null,11283,null,168471,null,9020,null,275453,null,8733,null,12574,null,1955,null,271590,null,8175,null,233400,null,9141,null,1284247,null,13317,null,557680,null,9400,null,210208,null,8966,null,442820,null,11051,null,1774,null,797,null,8331,null,1409,null,63434,null,4183,null,0400000US13,Georgia,13
163033,null,4548,null,93720,null,3461,null,39392,null,2678,null,16318,null,2197,null,15612,null,2318,null,1043,null,559,null,12531,null,2221,null,8824,null,1771,null,69313,null,2790,null,32926,null,2534,null,13631,null,1933,null,20648,null,2268,null,91,null,125,null,485,null,378,null,1532,null,591,null,0400000US15,Hawaii,15
643437,null,6455,null,341248,null,4368,null,107900,null,3802,null,44075,null,3356,null,57553,null,3864,null,11185,null,1631,null,62071,null,3818,null,58464,null,3463,null,302189,null,4846,null,106862,null,4532,null,70571,null,3987,null,103618,null,4686,null,2809,null,912,null,1891,null,784,null,16438,null,2183,null,0400000US16,Idaho,16
4606342,null,18957,null,2440764,null,17168,null,854312,null,11746,null,304798,null,9445,null,455451,null,10405,null,14232,null,1766,null,359783,null,9456,null,452188,null,10301,null,2165578,null,11245,null,890832,null,10379,null,398591,null,9446,null,749638,null,10034,null,2953,null,965,null,8217,null,1560,null,115347,null,5511,null,0400000US17,Illinois,17
2588919,null,16486,null,1362353,null,10089,null,398993,null,10053,null,164861,null,6381,null,226070,null,7414,null,10502,null,1759,null,232683,null,8066,null,329244,null,7541,null,1226566,null,12815,null,451928,null,7855,null,248740,null,7409,null,414753,null,8845,null,1928,null,686,null,6524,null,1189,null,102693,null,5556,null,0400000US18,Indiana,18
1459609,null,8570,null,750754,null,5978,null,235735,null,6754,null,83861,null,4400,null,124014,null,5499,null,13246,null,1489,null,120075,null,4858,null,173823,null,5512,null,708855,null,5925,null,268586,null,7155,null,157841,null,5865,null,229071,null,5372,null,2435,null,635,null,3181,null,764,null,47741,null,2902,null,0400000US19,Iowa,19
1224717,null,10223,null,644535,null,6485,null,212311,null,4704,null,78482,null,5241,null,110166,null,3916,null,11278,null,1458,null,115311,null,4427,null,116987,null,4367,null,580182,null,7033,null,233749,null,7094,null,115637,null,5198,null,190323,null,5807,null,1705,null,488,null,4037,null,966,null,34731,null,2776,null,0400000US20,Kansas,20
1672107,null,15719,null,875232,null,10301,null,244031,null,7272,null,107793,null,5629,null,146119,null,6347,null,10893,null,2125,null,164269,null,7435,null,202127,null,8269,null,796875,null,9227,null,307927,null,6532,null,160431,null,6555,null,265562,null,7504,null,1552,null,686,null,4124,null,1020,null,57279,null,3146,null,0400000US21,Kentucky,21
1352481,null,11619,null,735005,null,8019,null,228345,null,7219,null,81858,null,4763,null,121439,null,5475,null,7413,null,1372,null,167038,null,7605,null,128912,null,5593,null,617476,null,8039,null,252383,null,6376,null,102440,null,4729,null,235276,null,7012,null,1018,null,559,null,5369,null,1252,null,20990,null,2257,null,0400000US22,Louisiana,22
626279,null,7209,null,316173,null,4844,null,94669,null,3340,null,43997,null,2957,null,53351,null,3003,null,7757,null,1143,null,57123,null,3458,null,59276,null,3097,null,310106,null,4610,null,124948,null,4723,null,70443,null,3821,null,97757,null,3868,null,1442,null,481,null,2620,null,963,null,12896,null,1786,null,0400000US23,Maine,23
1778270,null,13930,null,928466,null,9139,null,414416,null,7589,null,109458,null,6617,null,155317,null,4943,null,3619,null,1014,null,150389,null,6229,null,95267,null,5444,null,849804,null,9626,null,413171,null,8879,null,139687,null,5662,null,267308,null,7451,null,852,null,445,null,4189,null,1291,null,24597,null,2203,null,0400000US24,Maryland,24
2796110,null,16391,null,1415221,null,11517,null,571886,null,11384,null,195724,null,8587,null,264209,null,9047,null,4233,null,1096,null,190306,null,7744,null,188863,null,7762,null,1380889,null,9131,null,660698,null,9808,null,243865,null,7795,null,421691,null,8270,null,1391,null,666,null,6540,null,1597,null,46704,null,3094,null,0400000US25,Massachusetts,25
3565849,null,18119,null,1835243,null,11697,null,586232,null,9610,null,248344,null,8046,null,325468,null,8481,null,18196,null,1938,null,275712,null,8348,null,381291,null,8701,null,1730606,null,12357,null,629506,null,9873,null,380507,null,7135,null,597200,null,11940,null,4347,null,1070,null,8021,null,1417,null,111025,null,4011,null,0400000US26,Michigan,26
2442108,null,11141,null,1250076,null,7720,null,447706,null,7026,null,135867,null,5229,null,232642,null,6366,null,15397,null,2179,null,188330,null,5216,null,230134,null,5190,null,1192032,null,7084,null,492887,null,7512,null,246837,null,6147,null,380859,null,6743,null,3333,null,657,null,5494,null,1067,null,62622,null,3188,null,0400000US27,Minnesota,27
772866,null,8700,null,416018,null,5617,null,125180,null,4751,null,43079,null,3744,null,66637,null,4375,null,5386,null,1301,null,92638,null,4758,null,83098,null,3690,null,356848,null,7024,null,150717,null,5171,null,54591,null,3829,null,130246,null,5653,null,818,null,533,null,2291,null,808,null,18185,null,2087,null,0400000US28,Mississippi,28
2407255,null,13637,null,1251551,null,9271,null,389180,null,8425,null,160244,null,5965,null,212923,null,7414,null,13415,null,1966,null,223804,null,6619,null,251985,null,7524,null,1155704,null,9133,null,449151,null,8752,null,221890,null,6361,null,408157,null,8017,null,2061,null,679,null,5401,null,1197,null,69044,null,4328,null,0400000US29,Missouri,29
427402,null,5417,null,220670,null,3977,null,73869,null,3852,null,31988,null,3039,null,33590,null,2341,null,6712,null,1749,null,42563,null,3185,null,31948,null,2550,null,206732,null,3907,null,74031,null,2998,null,47504,null,3469,null,72740,null,4560,null,1577,null,535,null,1555,null,602,null,9325,null,1471,null,0400000US30,Montana,30
844062,null,7372,null,440558,null,5071,null,146151,null,4046,null,51888,null,3650,null,77942,null,3862,null,10124,null,1222,null,69836,null,3480,null,84617,null,4033,null,403504,null,4527,null,161071,null,4657,null,84026,null,4330,null,133794,null,5116,null,1582,null,542,null,2279,null,764,null,20752,null,1949,null,0400000US31,Nebraska,31
938112,null,11753,null,526878,null,7983,null,137237,null,4975,null,127924,null,6521,null,91594,null,4858,null,1060,null,655,null,95844,null,5964,null,73219,null,4844,null,411234,null,7694,null,130916,null,5633,null,109870,null,5511,null,149554,null,5484,null,691,null,598,null,2709,null,801,null,17494,null,2411,null,0400000US32,Nevada,32
664887,null,7619,null,343346,null,5198,null,119356,null,4395,null,43637,null,3552,null,67436,null,3921,null,1308,null,415,null,55071,null,3467,null,56538,null,3697,null,321541,null,4602,null,135686,null,4054,null,60433,null,3788,null,106950,null,4457,null,576,null,366,null,1692,null,583,null,16204,null,2155,null,0400000US33,New Hampshire,33
3032305,null,20509,null,1616645,null,14179,null,606179,null,12736,null,226370,null,8821,null,323020,null,8875,null,9314,null,6946,null,239954,null,8329,null,211808,null,7867,null,1415660,null,10697,null,623254,null,10352,null,228542,null,7852,null,499516,null,9577,null,1566,null,640,null,5366,null,1304,null,57416,null,4404,null,0400000US34,New Jersey,34
642960,null,10798,null,333475,null,7593,null,110622,null,4715,null,50361,null,4146,null,55892,null,3655,null,5746,null,1213,null,66430,null,3954,null,44424,null,3289,null,309485,null,6384,null,124843,null,4851,null,68749,null,4542,null,103092,null,4937,null,751,null,398,null,2689,null,859,null,9361,null,1812,null,0400000US35,New Mexico,35
6407650,null,30054,null,3365114,null,19543,null,1279593,null,16780,null,495331,null,12350,null,636366,null,13025,null,14245,null,1846,null,488495,null,12726,null,451084,null,10732,null,3042536,null,18445,null,1404370,null,18536,null,520041,null,11805,null,992146,null,17340,null,3624,null,960,null,9682,null,1699,null,112673,null,5325,null,0400000US36,New York,36
3048431,null,15084,null,1591927,null,9522,null,558371,null,10604,null,187383,null,7618,null,283360,null,8366,null,13691,null,2089,null,284856,null,10003,null,264266,null,7649,null,1456504,null,12741,null,641023,null,13142,null,249246,null,9101,null,471960,null,10085,null,2877,null,820,null,9120,null,1782,null,82278,null,4701,null,0400000US37,North Carolina,37
322139,null,3616,null,168890,null,2558,null,53721,null,3120,null,17015,null,2062,null,28859,null,2464,null,4503,null,907,null,33619,null,2470,null,31173,null,2507,null,153249,null,2621,null,57839,null,2836,null,35264,null,2227,null,51516,null,2335,null,427,null,223,null,653,null,345,null,7550,null,1088,null,0400000US38,North Dakota,38
4580517,null,19647,null,2364374,null,12323,null,736020,null,12432,null,308227,null,8626,null,412082,null,9008,null,12380,null,2053,null,361979,null,9283,null,533686,null,11132,null,2216143,null,13761,null,849787,null,11256,null,456510,null,8971,null,742245,null,12403,null,3456,null,1230,null,11534,null,1645,null,152611,null,6435,null,0400000US39,Ohio,39
1303716,null,11657,null,699747,null,7805,null,210606,null,5828,null,86111,null,4947,null,120199,null,5351,null,7919,null,1568,null,144586,null,6259,null,130326,null,5612,null,603969,null,7822,null,232861,null,6489,null,117786,null,5259,null,219345,null,5646,null,1559,null,518,null,5532,null,1183,null,26886,null,2584,null,0400000US40,Oklahoma,40
1514821,null,15488,null,776152,null,10547,null,274150,null,8780,null,95111,null,5236,null,141342,null,5804,null,17518,null,2658,null,110340,null,5059,null,137691,null,6171,null,738669,null,9697,null,289232,null,7356,null,160114,null,6695,null,246818,null,8103,null,5104,null,1380,null,3841,null,1000,null,33560,null,3199,null,0400000US41,Oregon,41
5096289,null,22107,null,2660916,null,12466,null,893413,null,12113,null,326942,null,8238,null,454144,null,9756,null,12958,null,1501,null,443573,null,10759,null,529886,null,11146,null,2435373,null,16597,null,973197,null,11755,null,488533,null,10702,null,816048,null,11507,null,4404,null,840,null,12282,null,1846,null,140909,null,6796,null,0400000US42,Pennsylvania,42
440043,null,6706,null,223404,null,4896,null,80735,null,3993,null,32890,null,3048,null,42072,null,3299,null,1007,null,594,null,31326,null,2491,null,35374,null,3319,null,216639,null,4163,null,93394,null,4053,null,45021,null,3536,null,68101,null,3838,null,327,null,279,null,318,null,246,null,9478,null,1469,null,0400000US44,Rhode Island,44
1394004,null,12910,null,737794,null,9480,null,244774,null,6606,null,94820,null,4925,null,133425,null,5298,null,3277,null,916,null,143380,null,5982,null,118118,null,5350,null,656210,null,8794,null,262329,null,6836,null,116721,null,6366,null,237898,null,7130,null,827,null,537,null,5922,null,1668,null,32513,null,3223,null,0400000US45,South Carolina,45
381193,null,4660,null,196983,null,3655,null,60981,null,3012,null,22761,null,2656,null,35053,null,3059,null,5727,null,975,null,37186,null,2892,null,35275,null,2200,null,184210,null,2892,null,66990,null,3221,null,40305,null,3059,null,64967,null,3268,null,952,null,282,null,1372,null,715,null,9624,null,1384,null,0400000US46,South Dakota,46
2259355,null,15020,null,1204541,null,8996,null,371180,null,8385,null,152294,null,5939,null,222912,null,6759,null,7745,null,1536,null,211825,null,7217,null,238585,null,8398,null,1054814,null,12268,null,411869,null,9748,null,198074,null,5474,null,371780,null,7864,null,1380,null,665,null,6373,null,1486,null,65338,null,3870,null,0400000US47,Tennessee,47
8404774,null,36571,null,4643705,null,25330,null,1501039,null,18243,null,596003,null,12862,null,849718,null,17212,null,43928,null,4288,null,904005,null,20243,null,749012,null,15627,null,3761069,null,23453,null,1509656,null,18320,null,756069,null,15238,null,1317557,null,18361,null,6610,null,1476,null,23090,null,2398,null,148087,null,8003,null,0400000US48,Texas,48
1158133,null,9313,null,639225,null,7590,null,227988,null,6530,null,75882,null,4926,null,129047,null,4717,null,4136,null,950,null,107666,null,5333,null,94506,null,4612,null,518908,null,6747,null,188240,null,5688,null,102015,null,5070,null,200224,null,5581,null,548,null,306,null,2958,null,1063,null,24923,null,2953,null,0400000US49,Utah,49
314432,null,4157,null,159854,null,2637,null,56229,null,2926,null,21132,null,2005,null,26458,null,2076,null,3629,null,722,null,27400,null,2327,null,25006,null,2248,null,154578,null,2995,null,70484,null,2849,null,31657,null,2490,null,43948,null,2731,null,699,null,339,null,816,null,357,null,6974,null,1209,null,0400000US50,Vermont,50
2735375,null,16755,null,1445340,null,11458,null,614710,null,10013,null,159429,null,6102,null,227315,null,7952,null,10858,null,2116,null,249336,null,8887,null,183692,null,7462,null,1290035,null,10961,null,598211,null,10876,null,213569,null,7257,null,413668,null,10050,null,2186,null,943,null,10264,null,1609,null,52137,null,3894,null,0400000US51,Virginia,51
2552564,null,16887,null,1341242,null,10316,null,510515,null,9219,null,160878,null,6366,null,229522,null,7301,null,18554,null,2188,null,209994,null,8240,null,211779,null,7670,null,1211322,null,11612,null,491709,null,9881,null,257164,null,8712,null,392596,null,9711,null,5328,null,1242,null,9791,null,1765,null,54734,null,4272,null,0400000US53,Washington,53
724417,null,8043,null,386779,null,6486,null,97730,null,4560,null,51498,null,3574,null,64072,null,4098,null,2325,null,843,null,88054,null,4428,null,83100,null,4921,null,337638,null,5053,null,123762,null,4920,null,79637,null,4985,null,117104,null,4640,null,398,null,401,null,2163,null,786,null,14574,null,1955,null,0400000US54,West Virginia,54
2618529,null,13527,null,1349472,null,9447,null,415309,null,7295,null,157156,null,6343,null,218468,null,5795,null,23073,null,2481,null,209053,null,5499,null,326413,null,7331,null,1269057,null,7688,null,468928,null,8193,null,262522,null,6671,null,426010,null,6769,null,6033,null,936,null,6768,null,1130,null,98796,null,4449,null,0400000US55,Wisconsin,55
260793,null,4270,null,142984,null,2965,null,41750,null,2999,null,16677,null,2528,null,18442,null,2271,null,1946,null,719,null,36681,null,2679,null,27488,null,2534,null,117809,null,3502,null,41869,null,2670,null,28508,null,2330,null,40635,null,2446,null,918,null,468,null,1462,null,507,null,4417,null,1116,null,0400000US56,Wyoming,56
861343,null,13087,null,454561,null,8709,null,113477,null,5413,null,97078,null,5749,null,90146,null,5183,null,5144,null,1133,null,77358,null,4034,null,71358,null,4410,null,406782,null,9405,null,150337,null,5795,null,68484,null,4253,null,156180,null,6966,null,754,null,375,null,1129,null,459,null,29898,null,2998,null,0400000US72,Puerto Rico,72
