B18135_001E,B18135_001EA,B18135_001M,B18135_001MA,B18135_002E,B18135_002EA,B18135_002M,B18135_002MA,B18135_003E,B18135_003EA,B18135_003M,B18135_003MA,B18135_004E,B18135_004EA,B18135_004M,B18135_004MA,B18135_005E,B18135_005EA,B18135_005M,B18135_005MA,B18135_006E,B18135_006EA,B18135_006M,B18135_006MA,B18135_007E,B18135_007EA,B18135_007M,B18135_007MA,B18135_008E,B18135_008EA,B18135_008M,B18135_008MA,B18135_009E,B18135_009EA,B18135_009M,B18135_009MA,B18135_010E,B18135_010EA,B18135_010M,B18135_010MA,B18135_011E,B18135_011EA,B18135_011M,B18135_011MA,B18135_012E,B18135_012EA,B18135_012M,B18135_012MA,B18135_013E,B18135_013EA,B18135_013M,B18135_013MA,B18135_014E,B18135_014EA,B18135_014M,B18135_014MA,B18135_015E,B18135_015EA,B18135_015M,B18135_015MA,B18135_016E,B18135_016EA,B18135_016M,B18135_016MA,B18135_017E,B18135_017EA,B18135_017M,B18135_017MA,B18135_018E,B18135_018EA,B18135_018M,B18135_018MA,B18135_019E,B18135_019EA,B18135_019M,B18135_019MA,B18135_020E,B18135_020EA,B18135_020M,B18135_020MA,B18135_021E,B18135_021EA,B18135_021M,B18135_021MA,B18135_022E,B18135_022EA,B18135_022M,B18135_022MA,B18135_023E,B18135_023EA,B18135_023M,B18135_023MA,B18135_024E,B18135_024EA,B18135_024M,B18135_024MA,B18135_025E,B18135_025EA,B18135_025M,B18135_025MA,B18135_026E,B18135_026EA,B18135_026M,B18135_026MA,B18135_027E,B18135_027EA,B18135_027M,B18135_027MA,B18135_028E,B18135_028EA,B18135_028M,B18135_028MA,B18135_029E,B18135_029EA,B18135_029M,B18135_029MA,B18135_030E,B18135_030EA,B18135_030M,B18135_030MA,B18135_031E,B18135_031EA,B18135_031M,B18135_031MA,B18135_032E,B18135_032EA,B18135_032M,B18135_032MA,B18135_033E,B18135_033EA,B18135_033M,B18135_033MA,B18135_034E,B18135_034EA,B18135_034M,B18135_034MA,GEO_ID,NAME,state
9149289,null,4363,null,2271175,null,2863,null,96816,null,5366,null,91126,null,5148,null,36899,null,3323,null,60197,null,3969,null,5690,null,1541,null,2174359,null,5779,null,1994147,null,10798,null,1294978,null,14439,null,758283,null,15867,null,180212,null,9147,null,5738729,null,6561,null,645821,null,12320,null,521086,null,12336,null,269434,null,7596,null,332810,null,12034,null,124735,null,6731,null,5092908,null,13761,null,3939899,null,19457,null,3642817,null,21106,null,421053,null,12397,null,1153009,null,20366,null,1139385,null,3310,null,444209,null,7527,null,440981,null,7522,null,275968,null,7037,null,438374,null,7510,null,3228,null,1187,null,695176,null,7644,null,691283,null,7491,null,499413,null,8576,null,681221,null,7557,null,3893,null,1061,null,0400000US37,North Carolina,37
630082,null,1034,null,141231,null,877,null,4519,null,909,null,4325,null,915,null,2493,null,784,null,2520,null,651,null,194,null,177,null,136712,null,1187,null,128955,null,1881,null,108835,null,2935,null,24611,null,2487,null,7757,null,1325,null,400561,null,1345,null,35866,null,2893,null,30552,null,2563,null,20545,null,1973,null,14573,null,1606,null,5314,null,1109,null,364695,null,3022,null,317438,null,4158,null,305595,null,4161,null,19978,null,1974,null,47257,null,3394,null,88290,null,699,null,31841,null,1945,null,31716,null,1938,null,24167,null,1746,null,31381,null,1958,null,125,null,135,null,56449,null,1948,null,56264,null,1946,null,46500,null,1773,null,55263,null,1900,null,185,null,151,null,0400000US38,North Dakota,38
11351905,null,2312,null,2710364,null,3071,null,127742,null,6049,null,122309,null,5874,null,60149,null,3708,null,74379,null,4990,null,5433,null,987,null,2582622,null,6918,null,2415708,null,11326,null,1712989,null,17631,null,805711,null,15985,null,166914,null,10603,null,7122021,null,5548,null,830197,null,15117,null,681527,null,14686,null,353039,null,8855,null,409185,null,12547,null,148670,null,7193,null,6291824,null,16150,null,5236976,null,26871,null,4794916,null,28899,null,565233,null,14378,null,1054848,null,20858,null,1519520,null,4322,null,560102,null,7664,null,557574,null,7727,null,380527,null,7298,null,553291,null,7642,null,2528,null,892,null,959418,null,7735,null,955173,null,7744,null,718900,null,8450,null,935634,null,7876,null,4245,null,1141,null,0400000US39,Ohio,39
3590307,null,1968,null,918593,null,2173,null,42966,null,3313,null,40318,null,3074,null,15328,null,2010,null,28320,null,2886,null,2648,null,746,null,875627,null,3538,null,775597,null,6806,null,477929,null,9277,null,326949,null,10549,null,100030,null,6429,null,2198149,null,3839,null,322022,null,8834,null,242596,null,7392,null,138215,null,5412,null,137005,null,5452,null,79426,null,5679,null,1876127,null,9250,null,1389603,null,15228,null,1298015,null,14729,null,137511,null,6440,null,486524,null,11770,null,473565,null,2757,null,200631,null,5556,null,199669,null,5571,null,127012,null,4317,null,198378,null,5558,null,962,null,575,null,272934,null,5080,null,270861,null,5202,null,197955,null,5145,null,266206,null,5168,null,2073,null,840,null,0400000US40,Oklahoma,40
3779860,null,1353,null,871362,null,1300,null,39855,null,3971,null,36778,null,3759,null,18836,null,2513,null,20773,null,2932,null,3077,null,1050,null,831507,null,4049,null,744057,null,6596,null,539722,null,10060,null,229951,null,9742,null,87450,null,6089,null,2405905,null,2906,null,259885,null,8375,null,201947,null,7441,null,117117,null,5884,null,114641,null,5706,null,57938,null,4000,null,2146020,null,9221,null,1655687,null,14995,null,1551665,null,14663,null,152343,null,7167,null,490333,null,13345,null,502593,null,2053,null,190358,null,5152,null,189412,null,5217,null,131534,null,4595,null,188675,null,5242,null,946,null,626,null,312235,null,5003,null,308977,null,4932,null,235064,null,5422,null,302838,null,5026,null,3258,null,978,null,0400000US41,Oregon,41
12365826,null,2335,null,2765748,null,2723,null,136573,null,5889,null,131466,null,5759,null,64054,null,3880,null,93265,null,5276,null,5107,null,1290,null,2629175,null,6732,null,2486854,null,10737,null,1813775,null,16022,null,789506,null,14025,null,142321,null,8897,null,7758208,null,4940,null,831557,null,15599,null,735371,null,16019,null,399860,null,9821,null,452957,null,12866,null,96186,null,6171,null,6926651,null,15672,null,5959049,null,22924,null,5533254,null,23506,null,588577,null,13500,null,967602,null,18106,null,1841870,null,3117,null,659660,null,7622,null,656989,null,7698,null,461797,null,7383,null,651063,null,7666,null,2671,null,744,null,1182210,null,7989,null,1175781,null,8184,null,927528,null,8949,null,1148354,null,8858,null,6429,null,1346,null,0400000US42,Pennsylvania,42
1035366,null,942,null,226681,null,789,null,11078,null,2115,null,10679,null,1985,null,4540,null,1238,null,7843,null,1895,null,399,null,321,null,215603,null,2269,null,203709,null,2796,null,151736,null,5047,null,61686,null,4375,null,11894,null,2276,null,665845,null,1801,null,67816,null,4631,null,59371,null,4329,null,29879,null,3031,null,38165,null,3182,null,8445,null,1552,null,598029,null,5100,null,502845,null,7281,null,462043,null,7677,null,53102,null,4325,null,95184,null,5909,null,142840,null,1387,null,48188,null,2863,null,48075,null,2863,null,31234,null,2255,null,47496,null,2818,null,113,null,129,null,94652,null,2873,null,93989,null,2941,null,68510,null,2837,null,91100,null,3022,null,663,null,539,null,0400000US44,Rhode Island,44
4454344,null,2365,null,1078199,null,2411,null,38535,null,2839,null,36364,null,2667,null,14138,null,1621,null,25860,null,2668,null,2171,null,937,null,1039664,null,3736,null,934396,null,8011,null,601746,null,13383,null,361826,null,12749,null,105268,null,7205,null,2777503,null,3834,null,329992,null,9543,null,268238,null,7923,null,136301,null,5760,null,177595,null,6841,null,61754,null,4465,null,2447511,null,9314,null,1869001,null,17568,null,1714528,null,17071,null,220270,null,10056,null,578510,null,14820,null,598642,null,2306,null,239375,null,6122,null,238983,null,6145,null,145588,null,5181,null,237477,null,6096,null,392,null,236,null,359267,null,6170,null,357525,null,6272,null,260600,null,6482,null,350691,null,6250,null,1742,null,728,null,0400000US45,South Carolina,45
792969,null,1202,null,194825,null,1748,null,6113,null,1376,null,5929,null,1393,null,3049,null,963,null,4021,null,1136,null,184,null,164,null,188712,null,2137,null,174145,null,3000,null,127536,null,4506,null,55848,null,4086,null,14567,null,2306,null,489603,null,2250,null,44659,null,3662,null,37082,null,3268,null,20629,null,2584,null,22536,null,2464,null,7577,null,1474,null,444944,null,4092,null,363755,null,5248,null,342369,null,5902,null,34098,null,2751,null,81189,null,3785,null,108541,null,1058,null,37909,null,2163,null,37602,null,2131,null,27242,null,2266,null,37417,null,2126,null,307,null,319,null,70632,null,2322,null,70545,null,2327,null,53203,null,2534,null,69290,null,2332,null,87,null,142,null,0400000US46,South Dakota,46
6188118,null,2269,null,1487977,null,2706,null,62794,null,5430,null,60960,null,5374,null,23356,null,2431,null,43047,null,4863,null,1834,null,1024,null,1425183,null,5363,null,1339711,null,8313,null,878069,null,12413,null,513605,null,12755,null,85472,null,7145,null,3899384,null,4471,null,524759,null,11526,null,423691,null,10644,null,206669,null,7352,null,278481,null,9007,null,101068,null,5491,null,3374625,null,11989,null,2682929,null,19664,null,2421498,null,20309,null,348883,null,9594,null,691696,null,17352,null,800757,null,3312,null,337392,null,7248,null,336782,null,7249,null,204029,null,5624,null,334393,null,7344,null,610,null,399,null,463365,null,6533,null,460730,null,6601,null,331853,null,6992,null,451468,null,6578,null,2635,null,874,null,0400000US47,Tennessee,47
24291561,null,5368,null,6877730,null,4035,null,276615,null,10195,null,247947,null,9480,null,108812,null,5021,null,157022,null,8625,null,28668,null,3450,null,6601115,null,10143,null,5510098,null,26509,null,3418172,null,32675,null,2244098,null,27493,null,1091017,null,25630,null,14974882,null,8529,null,1489908,null,21772,null,1112113,null,19694,null,618065,null,14626,null,642602,null,15413,null,377795,null,11374,null,13484974,null,22582,null,9244184,null,39401,null,8669285,null,40511,null,820012,null,16836,null,4240790,null,40221,null,2438949,null,5336,null,1015453,null,12643,null,1000737,null,12722,null,560633,null,10941,null,992084,null,12510,null,14716,null,2648,null,1423496,null,12254,null,1393226,null,12347,null,929859,null,11901,null,1349076,null,12618,null,30270,null,3471,null,0400000US48,Texas,48
2755284,null,1757,null,868873,null,1478,null,26611,null,2563,null,23966,null,2617,null,16614,null,2042,null,10295,null,1702,null,2645,null,959,null,842262,null,2900,null,755775,null,7745,null,633061,null,9450,null,145212,null,8567,null,86487,null,7421,null,1641565,null,3148,null,131268,null,6356,null,107814,null,5544,null,72917,null,4259,null,50258,null,3659,null,23454,null,2627,null,1510297,null,6484,null,1223556,null,13066,null,1170116,null,13483,null,79399,null,4987,null,286741,null,11950,null,244846,null,2185,null,86956,null,3320,null,86712,null,3255,null,59522,null,3134,null,85858,null,3263,null,244,null,383,null,157890,null,3677,null,156384,null,3596,null,112989,null,3448,null,151303,null,3823,null,1506,null,664,null,0400000US49,Utah,49
615376,null,351,null,126482,null,786,null,7240,null,1309,null,7103,null,1312,null,2948,null,868,null,5225,null,1230,null,137,null,186,null,119242,null,1441,null,115390,null,1633,null,76505,null,3005,null,46551,null,2748,null,3852,null,1027,null,403446,null,956,null,46233,null,2937,null,41574,null,2876,null,18913,null,1853,null,28128,null,2509,null,4659,null,1025,null,357213,null,3149,null,312754,null,4387,null,270682,null,4758,null,50905,null,3220,null,44459,null,3190,null,85448,null,562,null,30418,null,1615,null,30418,null,1615,null,18851,null,1563,null,30208,null,1618,null,0,null,211,null,55030,null,1621,null,54945,null,1622,null,41292,null,1957,null,53635,null,1679,null,85,null,104,null,0400000US50,Vermont,50
7643783,null,8021,null,1842559,null,3194,null,65085,null,4604,null,62890,null,4394,null,36647,null,3464,null,31564,null,3466,null,2195,null,850,null,1777474,null,5831,null,1658086,null,9118,null,1313147,null,14119,null,385496,null,12855,null,119388,null,7863,null,4882465,null,9817,null,440575,null,11388,null,367768,null,10091,null,237499,null,7727,null,190006,null,7118,null,72807,null,4522,null,4441890,null,13777,null,3735198,null,22162,null,3576336,null,21981,null,260323,null,10853,null,706692,null,17048,null,918759,null,3633,null,326115,null,6595,null,323751,null,6516,null,220187,null,5800,null,320346,null,6410,null,2364,null,794,null,592644,null,7197,null,588333,null,7020,null,467834,null,7968,null,568613,null,7175,null,4311,null,1110,null,0400000US51,Virginia,51
6546149,null,3943,null,1569540,null,1467,null,59183,null,4624,null,56271,null,4493,null,29820,null,2930,null,32124,null,3628,null,2912,null,927,null,1510357,null,4885,null,1405729,null,10111,null,978154,null,13617,null,492081,null,13579,null,104628,null,7882,null,4195352,null,5191,null,437137,null,12069,null,363261,null,10891,null,206024,null,6945,null,207846,null,9851,null,73876,null,6149,null,3758215,null,12855,null,3068556,null,20257,null,2854903,null,20007,null,313822,null,10971,null,689659,null,16449,null,781257,null,2950,null,297244,null,6928,null,295885,null,6872,null,207249,null,6486,null,293098,null,6988,null,1359,null,675,null,484013,null,6923,null,478839,null,7116,null,369226,null,7667,null,465299,null,7457,null,5174,null,1618,null,0400000US53,Washington,53
1793105,null,630,null,382883,null,2017,null,16629,null,1901,null,16050,null,1870,null,5988,null,1365,null,12224,null,1488,null,579,null,287,null,366254,null,2650,null,345700,null,4232,null,222309,null,5931,null,143136,null,5750,null,20554,null,3387,null,1134314,null,2190,null,194943,null,6416,null,164313,null,6419,null,78228,null,4726,null,114753,null,5405,null,30630,null,3116,null,939371,null,7024,null,737578,null,10564,null,666542,null,11680,null,103749,null,4998,null,201793,null,8912,null,275908,null,1471,null,124925,null,4146,null,124731,null,4115,null,80250,null,3431,null,124088,null,4144,null,194,null,176,null,150983,null,4535,null,150818,null,4571,null,112760,null,4664,null,148658,null,4550,null,165,null,139,null,0400000US54,West Virginia,54
5566055,null,937,null,1302837,null,1872,null,50001,null,3709,null,47923,null,3575,null,23397,null,2042,null,30974,null,3063,null,2078,null,781,null,1252836,null,4319,null,1189507,null,7027,null,891616,null,12966,null,350659,null,11763,null,63329,null,5621,null,3537397,null,2601,null,311879,null,7054,null,268953,null,6766,null,150265,null,4515,null,158615,null,5763,null,42926,null,3396,null,3225518,null,7918,null,2815629,null,12529,null,2556983,null,14612,null,348240,null,8657,null,409889,null,10123,null,725821,null,2056,null,238230,null,6159,null,237431,null,6150,null,167474,null,6107,null,236072,null,6085,null,799,null,537,null,487591,null,6374,null,485739,null,6492,null,371698,null,6652,null,477357,null,6503,null,1852,null,949,null,0400000US55,Wisconsin,55
533716,null,1089,null,128421,null,1982,null,5876,null,1229,null,5241,null,1198,null,2374,null,841,null,3260,null,919,null,635,null,483,null,122545,null,2200,null,111683,null,3294,null,82503,null,3881,null,34078,null,3366,null,10862,null,2374,null,341002,null,2275,null,37447,null,3574,null,29080,null,2859,null,18826,null,2065,null,15010,null,2203,null,8367,null,1843,null,303555,null,4122,null,242794,null,5249,null,231975,null,5122,null,18703,null,1971,null,60761,null,4304,null,64293,null,1639,null,25566,null,1954,null,25506,null,1951,null,18981,null,1742,null,25451,null,1938,null,60,null,112,null,38727,null,1928,null,38484,null,1863,null,29396,null,1832,null,37677,null,1782,null,243,null,237,null,0400000US56,Wyoming,56
3938846,null,691,null,963530,null,197,null,67494,null,4002,null,65345,null,3939,null,23500,null,2757,null,45063,null,3164,null,2149,null,835,null,896036,null,3951,null,854176,null,6004,null,401353,null,10157,null,485628,null,11685,null,41860,null,4381,null,2422998,null,1911,null,439528,null,10339,null,406760,null,10386,null,144792,null,6131,null,295676,null,8998,null,32768,null,2970,null,1983470,null,10288,null,1734321,null,12629,null,1003183,null,14755,null,782624,null,15956,null,249149,null,9273,null,552318,null,1768,null,304965,null,5112,null,302887,null,5167,null,69450,null,3690,null,298608,null,5368,null,2078,null,663,null,247353,null,4615,null,245058,null,4631,null,85116,null,3977,null,237241,null,4773,null,2295,null,814,null,0400000US72,Puerto Rico,72
