C08006_001E,C08006_001EA,C08006_001M,C08006_001MA,C08006_002E,C08006_002EA,C08006_002M,C08006_002MA,C08006_003E,C08006_003EA,C08006_003M,C08006_003MA,C08006_004E,C08006_004EA,C08006_004M,C08006_004MA,C08006_005E,C08006_005EA,C08006_005M,C08006_005MA,C08006_006E,C08006_006EA,C08006_006M,C08006_006MA,C08006_007E,C08006_007EA,C08006_007M,C08006_007MA,C08006_008E,C08006_008EA,C08006_008M,C08006_008MA,C08006_009E,C08006_009EA,C08006_009M,C08006_009MA,C08006_010E,C08006_010EA,C08006_010M,C08006_010MA,C08006_011E,C08006_011EA,C08006_011M,C08006_011MA,C08006_012E,C08006_012EA,C08006_012M,C08006_012MA,C08006_013E,C08006_013EA,C08006_013M,C08006_013MA,C08006_014E,C08006_014EA,C08006_014M,C08006_014MA,C08006_015E,C08006_015EA,C08006_015M,C08006_015MA,C08006_016E,C08006_016EA,C08006_016M,C08006_016MA,C08006_017E,C08006_017EA,C08006_017M,C08006_017MA,C08006_018E,C08006_018EA,C08006_018M,C08006_018MA,C08006_019E,C08006_019EA,C08006_019M,C08006_019MA,C08006_020E,C08006_020EA,C08006_020M,C08006_020MA,C08006_021E,C08006_021EA,C08006_021M,C08006_021MA,C08006_022E,C08006_022EA,C08006_022M,C08006_022MA,C08006_023E,C08006_023EA,C08006_023M,C08006_023MA,C08006_024E,C08006_024EA,C08006_024M,C08006_024MA,C08006_025E,C08006_025EA,C08006_025M,C08006_025MA,C08006_026E,C08006_026EA,C08006_026M,C08006_026MA,C08006_027E,C08006_027EA,C08006_027M,C08006_027MA,C08006_028E,C08006_028EA,C08006_028M,C08006_028MA,C08006_029E,C08006_029EA,C08006_029M,C08006_029MA,C08006_030E,C08006_030EA,C08006_030M,C08006_030MA,C08006_031E,C08006_031EA,C08006_031M,C08006_031MA,C08006_032E,C08006_032EA,C08006_032M,C08006_032MA,C08006_033E,C08006_033EA,C08006_033M,C08006_033MA,C08006_034E,C08006_034EA,C08006_034M,C08006_034MA,C08006_035E,C08006_035EA,C08006_035M,C08006_035MA,C08006_036E,C08006_036EA,C08006_036M,C08006_036MA,GEO_ID,NAME,state
4289657,null,27610,null,3834294,null,28477,null,3364553,null,26246,null,469741,null,13577,null,359781,null,12065,null,61868,null,6045,null,48092,null,5149,null,105688,null,9058,null,10158,null,2418,null,70992,null,6304,null,61192,null,5702,null,207333,null,7306,null,2257756,null,19455,null,1993309,null,20185,null,1734825,null,19634,null,258484,null,10499,null,192782,null,8403,null,35700,null,4678,null,30002,null,4260,null,54113,null,6080,null,7287,null,1837,null,41167,null,4618,null,43377,null,4653,null,118503,null,5979,null,2031901,null,19430,null,1840985,null,18353,null,1629728,null,17522,null,211257,null,7604,null,166999,null,7002,null,26168,null,3008,null,18090,null,2360,null,51575,null,5099,null,2871,null,1137,null,29825,null,4309,null,17815,null,2609,null,88830,null,4565,null,0400000US13,Georgia,13
638154,null,6055,null,521857,null,6976,null,432324,null,7387,null,89533,null,4783,null,67442,null,4044,null,11082,null,1599,null,11009,null,2747,null,38192,null,3319,null,8128,null,2218,null,29016,null,2914,null,12288,null,2336,null,28673,null,2920,null,347512,null,4459,null,286838,null,5711,null,243107,null,5977,null,43731,null,3065,null,32750,null,2825,null,4660,null,1064,null,6321,null,2203,null,16733,null,2270,null,5719,null,1818,null,14304,null,2099,null,8688,null,1904,null,15230,null,2116,null,290642,null,5182,null,235019,null,5039,null,189217,null,5065,null,45802,null,3157,null,34692,null,2921,null,6422,null,1141,null,4688,null,1160,null,21459,null,2460,null,2409,null,954,null,14712,null,1923,null,3600,null,1094,null,13443,null,1837,null,0400000US15,Hawaii,15
674773,null,7681,null,597218,null,8418,null,523240,null,9314,null,73978,null,4941,null,56156,null,4146,null,10105,null,1642,null,7717,null,1571,null,6716,null,1417,null,7831,null,1505,null,17568,null,1911,null,10887,null,1689,null,34553,null,3005,null,361253,null,5040,null,315590,null,5346,null,275699,null,5763,null,39891,null,3328,null,30553,null,2656,null,4654,null,1085,null,4684,null,1285,null,4405,null,1089,null,4926,null,1291,null,10008,null,1449,null,7640,null,1294,null,18684,null,2235,null,313520,null,5501,null,281628,null,6091,null,247541,null,6282,null,34087,null,3111,null,25603,null,2491,null,5451,null,1136,null,3033,null,810,null,2311,null,899,null,2905,null,786,null,7560,null,1248,null,3247,null,933,null,15869,null,2182,null,0400000US16,Idaho,16
5918382,null,18686,null,4877161,null,21197,null,4347350,null,22640,null,529811,null,14392,null,428377,null,12026,null,65436,null,4995,null,35998,null,3582,null,520515,null,11902,null,33449,null,3006,null,189926,null,8025,null,64653,null,4549,null,232678,null,7593,null,3111641,null,16742,null,2573358,null,17292,null,2287735,null,16131,null,285623,null,9674,null,229474,null,8360,null,36199,null,3636,null,19950,null,2537,null,250023,null,8130,null,26705,null,2680,null,102183,null,6842,null,38769,null,3934,null,120603,null,5651,null,2806741,null,11557,null,2303803,null,13579,null,2059615,null,14991,null,244188,null,8607,null,198903,null,7137,null,29237,null,3047,null,16048,null,2238,null,270492,null,8391,null,6744,null,1114,null,87743,null,5266,null,25884,null,2831,null,112075,null,5338,null,0400000US17,Illinois,17
2875125,null,17262,null,2652285,null,18478,null,2386963,null,19999,null,265322,null,9025,null,210074,null,7738,null,29922,null,3057,null,25326,null,2777,null,30202,null,3074,null,12069,null,1727,null,62950,null,4582,null,22922,null,2738,null,94697,null,5434,null,1509781,null,10922,null,1388504,null,11287,null,1242352,null,11530,null,146152,null,6602,null,114126,null,5771,null,15516,null,2003,null,16510,null,2193,null,15065,null,2280,null,8924,null,1548,null,33482,null,3211,null,14484,null,2024,null,49322,null,4048,null,1365344,null,13278,null,1263781,null,14121,null,1144611,null,14306,null,119170,null,4794,null,95948,null,4146,null,14406,null,1876,null,8816,null,1555,null,15137,null,1867,null,3145,null,858,null,29468,null,2853,null,8438,null,1696,null,45375,null,3339,null,0400000US18,Indiana,18
1525678,null,9361,null,1353098,null,9317,null,1204228,null,9505,null,148870,null,5402,null,118698,null,5257,null,18310,null,2244,null,11862,null,2114,null,17563,null,2511,null,5797,null,1289,null,61390,null,3728,null,12441,null,1590,null,75389,null,4445,null,791838,null,6714,null,699942,null,6519,null,619749,null,7002,null,80193,null,3617,null,64828,null,3411,null,8668,null,1650,null,6697,null,1618,null,7590,null,1466,null,3854,null,936,null,33362,null,2766,null,9368,null,1358,null,37722,null,2988,null,733840,null,6424,null,653156,null,6832,null,584479,null,6495,null,68677,null,3588,null,53870,null,3180,null,9642,null,1577,null,5165,null,986,null,9973,null,1995,null,1943,null,653,null,28028,null,2316,null,3073,null,754,null,37667,null,2899,null,0400000US19,Iowa,19
1368759,null,10173,null,1240641,null,10386,null,1111028,null,9823,null,129613,null,5979,null,104047,null,5410,null,16554,null,2099,null,9012,null,1705,null,6124,null,1534,null,5369,null,1226,null,38761,null,3998,null,18817,null,2064,null,59047,null,3857,null,728506,null,6628,null,654822,null,7355,null,583030,null,7488,null,71792,null,4388,null,56452,null,3644,null,9991,null,1779,null,5349,null,1541,null,3464,null,1042,null,4031,null,992,null,21686,null,2518,null,13155,null,1786,null,31348,null,2507,null,640253,null,7691,null,585819,null,7567,null,527998,null,7363,null,57821,null,3270,null,47595,null,3007,null,6563,null,1323,null,3663,null,959,null,2660,null,968,null,1338,null,607,null,17075,null,2394,null,5662,null,1276,null,27699,null,2473,null,0400000US20,Kansas,20
1825471,null,14453,null,1681020,null,15073,null,1487291,null,14428,null,193729,null,8181,null,152769,null,7406,null,26317,null,3381,null,14643,null,2556,null,22449,null,2825,null,4129,null,1047,null,43922,null,3969,null,16880,null,2292,null,57071,null,4198,null,963559,null,10030,null,880839,null,10775,null,769070,null,10235,null,111769,null,5790,null,84728,null,4926,null,16370,null,2634,null,10671,null,2335,null,11022,null,1972,null,2952,null,947,null,25882,null,3271,null,11135,null,1870,null,31729,null,2705,null,861912,null,9394,null,800181,null,9481,null,718221,null,8635,null,81960,null,4450,null,68041,null,4328,null,9947,null,1660,null,3972,null,891,null,11427,null,1844,null,1177,null,555,null,18040,null,2177,null,5745,null,1410,null,25342,null,2671,null,0400000US21,Kentucky,21
1961548,null,15912,null,1812203,null,16227,null,1604366,null,16583,null,207837,null,9449,null,156556,null,7780,null,29522,null,3555,null,21759,null,3565,null,24562,null,2559,null,8056,null,1666,null,39371,null,3762,null,28877,null,3310,null,48479,null,3517,null,1031505,null,11173,null,946493,null,11444,null,833299,null,11752,null,113194,null,6151,null,83337,null,4973,null,15844,null,2532,null,14013,null,2811,null,11393,null,1806,null,6080,null,1417,null,22796,null,3162,null,20336,null,2872,null,24407,null,2737,null,930043,null,11104,null,865710,null,11075,null,771067,null,10680,null,94643,null,6211,null,73219,null,5499,null,13678,null,2090,null,7746,null,1674,null,13169,null,1966,null,1976,null,681,null,16575,null,1960,null,8541,null,1583,null,24072,null,2361,null,0400000US22,Louisiana,22
636449,null,7649,null,562349,null,8467,null,498059,null,8300,null,64290,null,4067,null,53600,null,4094,null,6199,null,1185,null,4491,null,997,null,4295,null,1176,null,3202,null,807,null,26414,null,2831,null,6379,null,1244,null,33810,null,2609,null,324116,null,4881,null,285559,null,5696,null,249085,null,5402,null,36474,null,3029,null,29641,null,2810,null,3439,null,895,null,3394,null,909,null,2347,null,875,null,2107,null,640,null,13812,null,1879,null,4418,null,919,null,15873,null,1574,null,312333,null,5185,null,276790,null,5457,null,248974,null,5499,null,27816,null,2732,null,23959,null,2629,null,2760,null,636,null,1097,null,398,null,1948,null,667,null,1095,null,561,null,12602,null,1725,null,1961,null,679,null,17937,null,1777,null,0400000US23,Maine,23
2840465,null,14868,null,2368603,null,17727,null,2084261,null,16455,null,284342,null,10607,null,219398,null,9504,null,42188,null,4373,null,22756,null,2811,null,248834,null,9273,null,10315,null,2097,null,74434,null,6098,null,21127,null,2167,null,117152,null,5485,null,1439710,null,10089,null,1214719,null,11912,null,1066210,null,11090,null,148509,null,7223,null,112058,null,5922,null,22658,null,2911,null,13793,null,2407,null,109400,null,6030,null,8104,null,1624,null,38800,null,4271,null,12223,null,1673,null,56464,null,4108,null,1400755,null,11732,null,1153884,null,14426,null,1018051,null,14192,null,135833,null,6995,null,107340,null,6453,null,19530,null,2830,null,8963,null,1385,null,139434,null,6071,null,2211,null,1165,null,35634,null,3234,null,8904,null,1382,null,60688,null,3836,null,0400000US24,Maryland,24
3231739,null,16169,null,2588500,null,19921,null,2323118,null,18339,null,265382,null,8724,null,211453,null,7868,null,32983,null,4153,null,20946,null,2807,null,304289,null,11540,null,26832,null,3658,null,151189,null,7649,null,24569,null,3025,null,136360,null,5704,null,1646028,null,12643,null,1322738,null,12976,null,1183181,null,12237,null,139557,null,6346,null,110574,null,5800,null,16999,null,3208,null,11984,null,1749,null,148258,null,6999,null,19471,null,3145,null,72989,null,5399,null,14092,null,2283,null,68480,null,3912,null,1585711,null,10858,null,1265762,null,12245,null,1139937,null,11141,null,125825,null,5259,null,100879,null,4387,null,15984,null,2388,null,8962,null,1743,null,156031,null,7974,null,7361,null,1560,null,78200,null,4972,null,10477,null,2106,null,67880,null,3935,null,0400000US25,Massachusetts,25
4136395,null,22473,null,3787547,null,21684,null,3416716,null,20818,null,370831,null,9513,null,303403,null,9450,null,44885,null,3573,null,22543,null,2668,null,54008,null,4291,null,19689,null,2579,null,98309,null,5475,null,29260,null,2698,null,147582,null,5465,null,2106691,null,14470,null,1927127,null,14332,null,1725979,null,13589,null,201148,null,6433,null,163739,null,6072,null,24906,null,2591,null,12503,null,1697,null,23299,null,2676,null,13321,null,2181,null,53647,null,3736,null,17298,null,1955,null,71999,null,3866,null,2029704,null,14822,null,1860420,null,14457,null,1690737,null,14294,null,169683,null,5806,null,139664,null,5595,null,19979,null,2054,null,10040,null,1618,null,30709,null,3144,null,6368,null,1139,null,44662,null,3434,null,11962,null,1595,null,75583,null,3338,null,0400000US26,Michigan,26
2657698,null,12830,null,2317456,null,14884,null,2072837,null,14434,null,244619,null,6611,null,195455,null,5692,null,28177,null,2298,null,20987,null,3011,null,91099,null,5481,null,18968,null,2099,null,77059,null,4399,null,21865,null,2269,null,131251,null,5189,null,1374063,null,8669,null,1197575,null,9986,null,1067772,null,9973,null,129803,null,4865,null,103509,null,3852,null,14476,null,1612,null,11818,null,2123,null,41961,null,3067,null,12545,null,1383,null,42160,null,3299,null,14588,null,1692,null,65234,null,3705,null,1283635,null,8026,null,1119881,null,9241,null,1005065,null,9141,null,114816,null,4240,null,91946,null,3922,null,13701,null,1506,null,9169,null,1739,null,49138,null,3778,null,6423,null,1499,null,34899,null,2552,null,7277,null,1363,null,66017,null,3409,null,0400000US27,Minnesota,27
1186525,null,12611,null,1118413,null,12892,null,991127,null,13915,null,127286,null,7615,null,98644,null,6212,null,17269,null,2839,null,11373,null,2128,null,4913,null,1124,null,995,null,439,null,19684,null,3014,null,11783,null,1991,null,30737,null,3230,null,610063,null,7900,null,573222,null,8612,null,501684,null,8915,null,71538,null,5292,null,52965,null,4229,null,10982,null,2611,null,7591,null,1667,null,2050,null,774,null,675,null,382,null,10782,null,2191,null,8410,null,1851,null,14924,null,2120,null,576462,null,9402,null,545191,null,8979,null,489443,null,9351,null,55748,null,4222,null,45679,null,3917,null,6287,null,1114,null,3782,null,1216,null,2863,null,789,null,320,null,254,null,8902,null,1847,null,3373,null,922,null,15813,null,2275,null,0400000US28,Mississippi,28
2751847,null,15991,null,2503452,null,18369,null,2228743,null,18954,null,274709,null,9953,null,221380,null,8598,null,32100,null,3027,null,21229,null,2812,null,40702,null,3672,null,6936,null,1314,null,54127,null,4685,null,27657,null,2576,null,118973,null,4986,null,1420032,null,10642,null,1285195,null,11800,null,1139856,null,12390,null,145339,null,6666,null,117297,null,5800,null,16287,null,1935,null,11755,null,1848,null,17431,null,2163,null,5863,null,1371,null,30988,null,3654,null,18004,null,2259,null,62551,null,3844,null,1331815,null,10950,null,1218257,null,11774,null,1088887,null,11819,null,129370,null,5891,null,104083,null,5186,null,15813,null,1934,null,9474,null,1515,null,23271,null,2891,null,1073,null,420,null,23139,null,2494,null,9653,null,1641,null,56422,null,3266,null,0400000US29,Missouri,29
457865,null,6323,null,389392,null,6372,null,344607,null,6311,null,44785,null,3972,null,34127,null,3296,null,5629,null,1359,null,5029,null,1651,null,3845,null,1113,null,7946,null,1365,null,24724,null,2635,null,4838,null,1133,null,27120,null,2294,null,236593,null,4552,null,197878,null,4769,null,172869,null,4257,null,25009,null,2771,null,19166,null,2319,null,2830,null,822,null,3013,null,1548,null,1610,null,566,null,5200,null,1132,null,13389,null,1856,null,3492,null,983,null,15024,null,1765,null,221272,null,4473,null,191514,null,4392,null,171738,null,4458,null,19776,null,2364,null,14961,null,1914,null,2799,null,848,null,2016,null,644,null,2235,null,861,null,2746,null,759,null,11335,null,1678,null,1346,null,564,null,12096,null,1480,null,0400000US30,Montana,30
920601,null,7536,null,834052,null,8127,null,739945,null,8457,null,94107,null,4826,null,72585,null,4465,null,13389,null,1893,null,8133,null,1483,null,5811,null,1241,null,4126,null,1364,null,30642,null,3099,null,5896,null,1532,null,40074,null,3019,null,485438,null,5370,null,435556,null,5710,null,385661,null,6107,null,49895,null,3122,null,37725,null,2659,null,7685,null,1541,null,4485,null,1034,null,3237,null,1006,null,3293,null,1278,null,17015,null,2300,null,3934,null,1023,null,22403,null,1945,null,435163,null,5182,null,398496,null,5457,null,354284,null,5253,null,44212,null,2934,null,34860,null,2758,null,5704,null,1152,null,3648,null,871,null,2574,null,741,null,833,null,497,null,13627,null,1807,null,1962,null,883,null,17671,null,2103,null,0400000US31,Nebraska,31
1202588,null,13404,null,1076714,null,14803,null,952931,null,13402,null,123783,null,6581,null,98908,null,6184,null,13701,null,2099,null,11174,null,2723,null,37670,null,3621,null,4811,null,1398,null,25187,null,3177,null,17374,null,2160,null,40832,null,3572,null,667247,null,8587,null,595062,null,9227,null,527645,null,8697,null,67417,null,5173,null,51902,null,4174,null,7386,null,1733,null,8129,null,2583,null,21181,null,2884,null,3818,null,1226,null,14090,null,2312,null,11887,null,1865,null,21209,null,2382,null,535341,null,9362,null,481652,null,9747,null,425286,null,9059,null,56366,null,4180,null,47006,null,3859,null,6315,null,1104,null,3045,null,1307,null,16489,null,2225,null,993,null,571,null,11097,null,1780,null,5487,null,1372,null,19623,null,2131,null,0400000US32,Nevada,32
678576,null,7797,null,612281,null,9362,null,558066,null,8743,null,54215,null,3945,null,46090,null,3508,null,5759,null,1411,null,2366,null,864,null,3895,null,932,null,2608,null,1169,null,19158,null,2309,null,5074,null,1094,null,35560,null,2939,null,353301,null,5423,null,316943,null,6489,null,286126,null,6172,null,30817,null,2846,null,25768,null,2585,null,3102,null,857,null,1947,null,851,null,1964,null,628,null,1777,null,763,null,9500,null,1516,null,3101,null,818,null,20016,null,2038,null,325275,null,4751,null,295338,null,5051,null,271940,null,5084,null,23398,null,2190,null,20322,null,2067,null,2657,null,951,null,419,null,256,null,1931,null,743,null,831,null,615,null,9658,null,1601,null,1973,null,623,null,15544,null,1830,null,0400000US33,New Hampshire,33
4098665,null,21214,null,3284005,null,21152,null,2926129,null,19747,null,357876,null,10645,null,269239,null,9995,null,45946,null,4049,null,42691,null,4275,null,435062,null,10791,null,13239,null,2471,null,137504,null,6845,null,66685,null,6251,null,162170,null,7596,null,2186290,null,14140,null,1732150,null,16324,null,1537625,null,15385,null,194525,null,7801,null,142033,null,6860,null,25748,null,2858,null,26744,null,3595,null,244677,null,7554,null,10636,null,2154,null,74108,null,5501,null,36952,null,4145,null,87767,null,6357,null,1912375,null,12760,null,1551855,null,12168,null,1388504,null,11647,null,163351,null,6546,null,127206,null,6256,null,20198,null,2413,null,15947,null,2371,null,190385,null,7557,null,2603,null,700,null,63396,null,4224,null,29733,null,3582,null,74403,null,4124,null,0400000US34,New Jersey,34
