B15002I_001E,B15002I_001EA,B15002I_001M,B15002I_001MA,B15002I_002E,B15002I_002EA,B15002I_002M,B15002I_002MA,B15002I_003E,B15002I_003EA,B15002I_003M,B15002I_003MA,B15002I_004E,B15002I_004EA,B15002I_004M,B15002I_004MA,B15002I_005E,B15002I_005EA,B15002I_005M,B15002I_005MA,B15002I_006E,B15002I_006EA,B15002I_006M,B15002I_006MA,B15002I_007E,B15002I_007EA,B15002I_007M,B15002I_007MA,B15002I_008E,B15002I_008EA,B15002I_008M,B15002I_008MA,B15002I_009E,B15002I_009EA,B15002I_009M,B15002I_009MA,B15002I_010E,B15002I_010EA,B15002I_010M,B15002I_010MA,B15002I_011E,B15002I_011EA,B15002I_011M,B15002I_011MA,B15002I_012E,B15002I_012EA,B15002I_012M,B15002I_012MA,B15002I_013E,B15002I_013EA,B15002I_013M,B15002I_013MA,B15002I_014E,B15002I_014EA,B15002I_014M,B15002I_014MA,B15002I_015E,B15002I_015EA,B15002I_015M,B15002I_015MA,B15002I_016E,B15002I_016EA,B15002I_016M,B15002I_016MA,B15002I_017E,B15002I_017EA,B15002I_017M,B15002I_017MA,B15002I_018E,B15002I_018EA,B15002I_018M,B15002I_018MA,B15002I_019E,B15002I_019EA,B15002I_019M,B15002I_019MA,GEO_ID,NAME,state
57823,null,627,null,30720,null,458,null,1514,null,637,null,1228,null,494,null,10195,null,1535,null,1911,null,812,null,8007,null,1520,null,2586,null,741,null,3478,null,1103,null,1801,null,594,null,27103,null,499,null,1140,null,527,null,2155,null,740,null,6934,null,1253,null,967,null,509,null,6854,null,983,null,3153,null,941,null,3836,null,837,null,2064,null,756,null,0400000US15,Hawaii,15
75848,null,1549,null,40819,null,1297,null,14796,null,1649,null,6393,null,1145,null,8059,null,1311,null,1951,null,675,null,4948,null,951,null,1601,null,670,null,1974,null,594,null,1097,null,452,null,35029,null,1187,null,10356,null,1496,null,4886,null,1126,null,7735,null,1378,null,1963,null,805,null,6177,null,1262,null,1700,null,701,null,1682,null,521,null,530,null,329,null,0400000US16,Idaho,16
1044047,null,2718,null,559799,null,2063,null,146189,null,7197,null,85230,null,5209,null,148567,null,6861,null,23699,null,3077,null,72392,null,4561,null,21907,null,2842,null,42649,null,3526,null,19166,null,2397,null,484248,null,2284,null,130934,null,5911,null,63335,null,3778,null,106675,null,4763,null,17446,null,2086,null,73494,null,4780,null,28998,null,3090,null,42132,null,3064,null,21234,null,2279,null,0400000US17,Illinois,17
174387,null,2409,null,96939,null,2086,null,22679,null,2817,null,18224,null,2324,null,24316,null,2441,null,4276,null,1077,null,12592,null,2142,null,4317,null,1337,null,7233,null,1435,null,3302,null,823,null,77448,null,1715,null,15867,null,1830,null,11341,null,1419,null,21306,null,1850,null,3575,null,946,null,11900,null,1569,null,4315,null,1050,null,7076,null,1226,null,2068,null,706,null,0400000US18,Indiana,18
63442,null,1853,null,33870,null,1804,null,9747,null,1559,null,5242,null,1044,null,7327,null,1500,null,1409,null,670,null,5002,null,1133,null,1344,null,623,null,2317,null,715,null,1482,null,547,null,29572,null,1570,null,6390,null,1401,null,4871,null,1112,null,5525,null,1111,null,996,null,584,null,6345,null,1199,null,1990,null,848,null,2151,null,760,null,1304,null,660,null,0400000US19,Iowa,19
130809,null,1750,null,71513,null,1487,null,20137,null,2053,null,12344,null,2016,null,16046,null,2129,null,3934,null,1022,null,11154,null,1825,null,1976,null,646,null,3498,null,975,null,2424,null,683,null,59296,null,1332,null,12752,null,1748,null,9272,null,1475,null,13066,null,1846,null,3635,null,1136,null,11062,null,1849,null,2779,null,721,null,4926,null,1097,null,1804,null,694,null,0400000US20,Kansas,20
51358,null,2518,null,29322,null,1957,null,8809,null,1481,null,5300,null,1260,null,6869,null,1249,null,1007,null,484,null,4200,null,949,null,451,null,302,null,1527,null,592,null,1159,null,432,null,22036,null,1657,null,4200,null,1144,null,2373,null,719,null,5748,null,1208,null,635,null,344,null,4715,null,1179,null,594,null,342,null,2612,null,855,null,1159,null,493,null,0400000US21,Kentucky,21
93636,null,1799,null,50616,null,1677,null,8630,null,1524,null,7817,null,1905,null,12858,null,1814,null,3058,null,847,null,9001,null,1529,null,1461,null,590,null,5448,null,1007,null,2343,null,685,null,43020,null,1383,null,5988,null,1158,null,3981,null,942,null,12082,null,1691,null,1259,null,482,null,8077,null,1555,null,2956,null,776,null,5906,null,1268,null,2771,null,712,null,0400000US22,Louisiana,22
8281,null,770,null,4228,null,819,null,392,null,368,null,200,null,205,null,708,null,322,null,429,null,220,null,1162,null,434,null,375,null,231,null,366,null,282,null,596,null,345,null,4053,null,599,null,284,null,208,null,85,null,65,null,987,null,405,null,324,null,263,null,469,null,321,null,742,null,363,null,652,null,412,null,510,null,349,null,0400000US23,Maine,23
227037,null,1488,null,121248,null,1487,null,37460,null,2926,null,15601,null,2141,null,22017,null,2300,null,3208,null,914,null,14734,null,2047,null,4328,null,1077,null,13838,null,2275,null,10062,null,1894,null,105789,null,1211,null,24530,null,2568,null,13418,null,1947,null,20998,null,2230,null,1571,null,506,null,15714,null,1578,null,5577,null,888,null,15077,null,1871,null,8904,null,1472,null,0400000US24,Maryland,24
312750,null,1204,null,155333,null,1162,null,32460,null,3316,null,26728,null,3685,null,39561,null,3681,null,6749,null,1427,null,21346,null,3221,null,4827,null,1180,null,15298,null,1984,null,8364,null,1286,null,157417,null,904,null,30335,null,2972,null,22026,null,2618,null,33864,null,3254,null,7720,null,1402,null,27201,null,2556,null,10439,null,1600,null,16117,null,2270,null,9715,null,1473,null,0400000US25,Massachusetts,25
213922,null,2545,null,113244,null,2069,null,25176,null,2986,null,18550,null,2187,null,22355,null,2514,null,5814,null,1478,null,23140,null,2374,null,4674,null,1069,null,8631,null,1475,null,4904,null,964,null,100678,null,1958,null,15866,null,2114,null,14708,null,1868,null,23460,null,2329,null,4918,null,1122,null,21440,null,2181,null,5419,null,1179,null,9854,null,1535,null,5013,null,947,null,0400000US26,Michigan,26
107578,null,1659,null,58543,null,1502,null,15455,null,2099,null,11277,null,1936,null,12461,null,1670,null,2588,null,751,null,8136,null,1450,null,2161,null,659,null,4620,null,1164,null,1845,null,665,null,49035,null,1404,null,12002,null,1460,null,7663,null,1256,null,11147,null,1476,null,1009,null,404,null,7554,null,1227,null,2176,null,759,null,5399,null,1178,null,2085,null,736,null,0400000US27,Minnesota,27
35558,null,2978,null,20797,null,2803,null,6037,null,1499,null,3160,null,1102,null,4402,null,1282,null,572,null,296,null,3876,null,1059,null,638,null,285,null,664,null,423,null,1448,null,775,null,14761,null,1329,null,3091,null,993,null,2207,null,679,null,2960,null,761,null,367,null,336,null,3265,null,824,null,721,null,495,null,1240,null,563,null,910,null,438,null,0400000US28,Mississippi,28
97675,null,1840,null,53032,null,1738,null,12408,null,2099,null,6450,null,1269,null,13616,null,1847,null,2001,null,614,null,8832,null,1402,null,1839,null,749,null,5266,null,1192,null,2620,null,835,null,44643,null,1597,null,8074,null,1349,null,4946,null,1090,null,9724,null,1223,null,2079,null,682,null,8054,null,1373,null,4429,null,1171,null,3976,null,1041,null,3361,null,846,null,0400000US29,Missouri,29
13248,null,1195,null,5798,null,1045,null,700,null,391,null,422,null,333,null,1225,null,570,null,657,null,372,null,1181,null,658,null,459,null,303,null,502,null,340,null,652,null,515,null,7450,null,1058,null,689,null,302,null,1017,null,523,null,1687,null,679,null,185,null,238,null,1606,null,453,null,640,null,523,null,1531,null,723,null,95,null,99,null,0400000US30,Montana,30
70355,null,1650,null,39864,null,1648,null,14865,null,1907,null,6650,null,1294,null,7638,null,1436,null,1322,null,576,null,5741,null,1208,null,1462,null,550,null,1606,null,682,null,580,null,338,null,30491,null,1205,null,10373,null,1309,null,5337,null,1094,null,5965,null,1012,null,1142,null,407,null,3464,null,975,null,1281,null,629,null,1804,null,666,null,1125,null,440,null,0400000US31,Nebraska,31
359116,null,1534,null,195436,null,1070,null,46199,null,4558,null,43338,null,3557,null,48825,null,4308,null,6198,null,1501,null,29127,null,2625,null,7431,null,1439,null,9449,null,1679,null,4869,null,1297,null,163680,null,1361,null,36830,null,3378,null,31884,null,2581,null,39739,null,2951,null,4332,null,1024,null,29476,null,2692,null,9099,null,1708,null,8686,null,1678,null,3634,null,1015,null,0400000US32,Nevada,32
17723,null,1008,null,9345,null,845,null,1205,null,706,null,1776,null,768,null,2830,null,1030,null,464,null,367,null,1493,null,615,null,540,null,421,null,482,null,295,null,555,null,351,null,8378,null,665,null,964,null,590,null,1044,null,529,null,1513,null,576,null,132,null,148,null,1873,null,681,null,1061,null,506,null,1379,null,580,null,412,null,294,null,0400000US33,New Hampshire,33
859854,null,1202,null,437417,null,1124,null,82088,null,6102,null,63129,null,6544,null,136405,null,6065,null,13137,null,1885,null,63551,null,4908,null,19853,null,2658,null,42037,null,3691,null,17217,null,2213,null,422437,null,858,null,79795,null,4223,null,46953,null,3781,null,114381,null,4575,null,11279,null,1618,null,73613,null,4312,null,25674,null,2952,null,49664,null,3302,null,21078,null,2090,null,0400000US34,New Jersey,34
529049,null,1909,null,261609,null,1334,null,42083,null,3520,null,40380,null,3281,null,66256,null,3881,null,14869,null,1899,null,49113,null,3311,null,16475,null,2186,null,22676,null,2626,null,9757,null,1856,null,267440,null,1237,null,38011,null,2748,null,38121,null,3403,null,64311,null,3327,null,14359,null,2052,null,59197,null,3996,null,15983,null,1812,null,24074,null,2539,null,13384,null,1747,null,0400000US35,New Mexico,35
1944276,null,2384,null,948509,null,2201,null,204249,null,8459,null,149856,null,8102,null,221745,null,9350,null,49914,null,3998,null,144144,null,6952,null,46812,null,4368,null,89718,null,5198,null,42071,null,3334,null,995767,null,1588,null,208739,null,6294,null,149816,null,6265,null,206758,null,6572,null,37058,null,3333,null,156573,null,6516,null,69140,null,4757,null,110702,null,5470,null,56981,null,4095,null,0400000US36,New York,36
342456,null,3906,null,194729,null,3563,null,66176,null,5292,null,32419,null,3092,null,38298,null,4280,null,6522,null,1623,null,25298,null,2919,null,6970,null,1584,null,13118,null,2242,null,5928,null,1556,null,147727,null,2801,null,40643,null,2954,null,25973,null,3026,null,28068,null,2726,null,2895,null,977,null,21714,null,2214,null,7529,null,1547,null,13929,null,1868,null,6976,null,1286,null,0400000US37,North Carolina,37
7462,null,881,null,3517,null,661,null,197,null,233,null,433,null,306,null,1442,null,542,null,184,null,157,null,416,null,317,null,361,null,378,null,199,null,196,null,285,null,257,null,3945,null,695,null,357,null,315,null,195,null,153,null,1159,null,647,null,127,null,151,null,893,null,405,null,435,null,266,null,721,null,506,null,58,null,113,null,0400000US38,North Dakota,38
161571,null,2351,null,84252,null,2064,null,11934,null,1915,null,14922,null,1875,null,21137,null,2258,null,4887,null,1288,null,14659,null,1871,null,4237,null,1160,null,8848,null,1465,null,3628,null,905,null,77319,null,1797,null,10948,null,1688,null,11324,null,1806,null,19039,null,2354,null,3374,null,992,null,15124,null,2016,null,6225,null,1335,null,7136,null,1277,null,4149,null,955,null,0400000US39,Ohio,39
143397,null,2191,null,78388,null,1893,null,24991,null,2811,null,11269,null,1879,null,19033,null,2608,null,2856,null,634,null,10329,null,1785,null,3203,null,848,null,5109,null,1192,null,1598,null,583,null,65009,null,1715,null,16749,null,2041,null,11564,null,1873,null,13467,null,1710,null,2625,null,773,null,9941,null,1581,null,3483,null,999,null,4976,null,1072,null,2204,null,776,null,0400000US40,Oklahoma,40
207271,null,1718,null,114996,null,1493,null,32937,null,3155,null,19806,null,2365,null,20654,null,1930,null,4460,null,1305,null,20618,null,2497,null,4475,null,1507,null,8020,null,1335,null,4026,null,996,null,92275,null,1510,null,24525,null,2709,null,13808,null,1801,null,15864,null,2110,null,4634,null,1249,null,16235,null,2071,null,5204,null,1159,null,7597,null,1543,null,4408,null,1118,null,0400000US41,Oregon,41
324574,null,1867,null,164906,null,1796,null,27423,null,2593,null,34096,null,3331,null,42210,null,3443,null,11578,null,1748,null,23779,null,2910,null,6263,null,1502,null,11610,null,1900,null,7947,null,1611,null,159668,null,1758,null,26075,null,2544,null,24763,null,2443,null,39504,null,3165,null,7988,null,1563,null,26173,null,2644,null,10356,null,1666,null,15311,null,2019,null,9498,null,1269,null,0400000US42,Pennsylvania,42
65831,null,539,null,32273,null,642,null,8750,null,1794,null,4225,null,1322,null,6735,null,1403,null,1737,null,728,null,5642,null,1437,null,911,null,616,null,2993,null,878,null,1280,null,625,null,33558,null,740,null,6714,null,1040,null,5297,null,1150,null,6557,null,1232,null,2391,null,758,null,7272,null,1338,null,2017,null,735,null,2238,null,755,null,1072,null,475,null,0400000US44,Rhode Island,44
99143,null,2769,null,54026,null,1975,null,15621,null,1777,null,9420,null,1647,null,13344,null,1873,null,1332,null,536,null,6978,null,1490,null,2583,null,860,null,3208,null,965,null,1540,null,545,null,45117,null,2006,null,10126,null,1415,null,6139,null,1415,null,8839,null,1651,null,1356,null,521,null,7879,null,1391,null,3453,null,961,null,4190,null,1003,null,3135,null,829,null,0400000US45,South Carolina,45
9164,null,1376,null,4462,null,735,null,415,null,251,null,1283,null,643,null,756,null,395,null,205,null,210,null,877,null,443,null,232,null,179,null,380,null,354,null,314,null,282,null,4702,null,899,null,410,null,296,null,488,null,372,null,1674,null,720,null,497,null,388,null,756,null,441,null,277,null,214,null,554,null,360,null,46,null,83,null,0400000US46,South Dakota,46
122110,null,2604,null,69096,null,1954,null,21592,null,2842,null,12562,null,2045,null,14438,null,2094,null,2333,null,729,null,8772,null,1675,null,1529,null,579,null,4789,null,1251,null,3081,null,870,null,53014,null,1803,null,11149,null,1583,null,8243,null,1559,null,13010,null,1821,null,1764,null,709,null,7770,null,1327,null,2775,null,863,null,5380,null,996,null,2923,null,977,null,0400000US47,Tennessee,47
4876517,null,4223,null,2497316,null,3968,null,650160,null,13985,null,448221,null,13699,null,517209,null,13662,null,115810,null,5184,null,408474,null,10424,null,103002,null,5700,null,180862,null,8564,null,73578,null,4109,null,2379201,null,3269,null,604240,null,12693,null,368916,null,11853,null,469704,null,11754,null,125028,null,5585,null,423904,null,10988,null,107936,null,6079,null,201631,null,6661,null,77842,null,5016,null,0400000US48,Texas,48
161900,null,1110,null,86766,null,1070,null,18313,null,2735,null,15194,null,2035,null,22475,null,2524,null,3566,null,1138,null,14530,null,2327,null,3545,null,1164,null,6577,null,1461,null,2566,null,838,null,75134,null,911,null,15786,null,2064,null,10573,null,1654,null,18467,null,1858,null,3095,null,899,null,15403,null,2035,null,3685,null,924,null,5922,null,1106,null,2203,null,680,null,0400000US49,Utah,49
4730,null,514,null,2624,null,503,null,77,null,95,null,102,null,137,null,356,null,280,null,170,null,244,null,606,null,371,null,160,null,224,null,634,null,391,null,519,null,437,null,2106,null,414,null,74,null,110,null,190,null,191,null,335,null,240,null,61,null,84,null,483,null,370,null,194,null,177,null,406,null,275,null,363,null,231,null,0400000US50,Vermont,50
300398,null,3517,null,156726,null,2818,null,34294,null,3114,null,20094,null,3144,null,33247,null,3477,null,3688,null,1111,null,26799,null,2946,null,6860,null,1416,null,18119,null,2243,null,13625,null,2231,null,143672,null,2506,null,23230,null,2869,null,15467,null,2483,null,31535,null,3123,null,4359,null,1162,null,26948,null,2648,null,8411,null,1666,null,22679,null,2316,null,11043,null,1850,null,0400000US51,Virginia,51
326511,null,1740,null,176675,null,1379,null,50328,null,3951,null,28812,null,3478,null,30257,null,2985,null,9399,null,1334,null,27155,null,2671,null,9836,null,1877,null,14677,null,1898,null,6211,null,1248,null,149836,null,1462,null,39086,null,3389,null,22791,null,2730,null,25331,null,3147,null,6231,null,1219,null,27278,null,2758,null,8474,null,1476,null,14647,null,1892,null,5998,null,1297,null,0400000US53,Washington,53
10128,null,2188,null,5452,null,1396,null,294,null,273,null,647,null,396,null,935,null,781,null,403,null,335,null,1498,null,776,null,244,null,287,null,578,null,358,null,853,null,502,null,4676,null,1257,null,625,null,348,null,748,null,428,null,1518,null,747,null,47,null,58,null,1014,null,375,null,227,null,249,null,218,null,194,null,279,null,167,null,0400000US54,West Virginia,54
147681,null,1857,null,80948,null,1658,null,18357,null,2249,null,15659,null,2304,null,20434,null,2236,null,3373,null,882,null,11176,null,1458,null,3342,null,906,null,5504,null,897,null,3103,null,833,null,66733,null,1438,null,14784,null,1790,null,11920,null,1586,null,15769,null,1672,null,2545,null,663,null,10262,null,1581,null,3276,null,847,null,5182,null,1167,null,2995,null,790,null,0400000US55,Wisconsin,55
24379,null,1268,null,12621,null,1070,null,2190,null,645,null,1467,null,653,null,4621,null,1058,null,446,null,258,null,2631,null,930,null,294,null,179,null,651,null,493,null,321,null,260,null,11758,null,1022,null,1276,null,622,null,1410,null,566,null,2729,null,905,null,915,null,440,null,3350,null,1086,null,738,null,374,null,579,null,334,null,761,null,669,null,0400000US56,Wyoming,56
2563598,null,3946,null,1191910,null,2563,null,269440,null,6923,null,142402,null,5338,null,278560,null,7755,null,49044,null,3736,null,158192,null,7512,null,85355,null,4639,null,153870,null,5141,null,55047,null,3395,null,1371688,null,3010,null,272249,null,6211,null,126847,null,5699,null,281544,null,7212,null,42640,null,3098,null,174727,null,6036,null,134360,null,6226,null,259975,null,6967,null,79346,null,3898,null,0400000US72,Puerto Rico,72
