C17019_001E,C17019_001EA,C17019_001M,C17019_001MA,C17019_002E,C17019_002EA,C17019_002M,C17019_002MA,C17019_003E,C17019_003EA,C17019_003M,C17019_003MA,C17019_004E,C17019_004EA,C17019_004M,C17019_004MA,C17019_005E,C17019_005EA,C17019_005M,C17019_005MA,C17019_006E,C17019_006EA,C17019_006M,C17019_006MA,C17019_007E,C17019_007EA,C17019_007M,C17019_007MA,GEO_ID,NAME,state
3195832,null,16060,null,275187,null,7919,null,99920,null,4996,null,175267,null,6791,null,2920645,null,15284,null,2452600,null,13830,null,468045,null,11756,null,0400000US42,Pennsylvania,42
257514,null,5605,null,22067,null,2482,null,4126,null,1053,null,17941,null,2360,null,235447,null,5403,null,181000,null,4069,null,54447,null,4259,null,0400000US44,Rhode Island,44
1163764,null,13110,null,149748,null,6647,null,59146,null,4268,null,90602,null,5551,null,1014016,null,12500,null,823719,null,12220,null,190297,null,7056,null,0400000US45,South Carolina,45
204649,null,4183,null,18493,null,2237,null,6986,null,1216,null,11507,null,1915,null,186156,null,4156,null,151194,null,3527,null,34962,null,2715,null,0400000US46,South Dakota,46
1638789,null,13739,null,214685,null,7558,null,76890,null,4497,null,137795,null,6662,null,1424104,null,13638,null,1173464,null,13137,null,250640,null,7678,null,0400000US47,Tennessee,47
5956367,null,25065,null,799633,null,15159,null,291489,null,10206,null,508144,null,10648,null,5156734,null,23859,null,3926444,null,21778,null,1230290,null,15230,null,0400000US48,Texas,48
648732,null,7081,null,50707,null,3659,null,18960,null,2146,null,31747,null,3060,null,598025,null,6893,null,484244,null,6939,null,113781,null,5023,null,0400000US49,Utah,49
159445,null,3177,null,11644,null,1501,null,4388,null,803,null,7256,null,1162,null,147801,null,3398,null,125544,null,3322,null,22257,null,2261,null,0400000US50,Vermont,50
1987501,null,16748,null,148366,null,6488,null,50703,null,3385,null,97663,null,5642,null,1839135,null,15687,null,1451458,null,14164,null,387677,null,11372,null,0400000US51,Virginia,51
1650519,null,12840,null,133226,null,6164,null,39101,null,2800,null,94125,null,5845,null,1517293,null,13552,null,1172364,null,11444,null,344929,null,9319,null,0400000US53,Washington,53
492279,null,6996,null,68273,null,3523,null,32522,null,2933,null,35751,null,3068,null,424006,null,7449,null,361705,null,7658,null,62301,null,3575,null,0400000US54,West Virginia,54
1476615,null,10171,null,121379,null,4876,null,35000,null,2458,null,86379,null,4764,null,1355236,null,11067,null,1136146,null,9980,null,219090,null,7668,null,0400000US55,Wisconsin,55
143459,null,3621,null,9056,null,1401,null,4311,null,1045,null,4745,null,914,null,134403,null,3708,null,109375,null,3493,null,25028,null,2497,null,0400000US56,Wyoming,56
877711,null,8137,null,362240,null,7048,null,209562,null,5507,null,152678,null,5271,null,515471,null,7602,null,436851,null,7078,null,78620,null,4166,null,0400000US72,Puerto Rico,72
