GEO_ID,B21004_001E,B21004_001M,B21004_002E,B21004_002M,B21004_003E,B21004_003M,B21004_004E,B21004_004M,B21004_005E,B21004_005M,B21004_006E,B21004_006M,B21004_007E,B21004_007M,NAME,B21004_001EA,B21004_001MA,B21004_002MA,B21004_002EA,B21004_003MA,B21004_003EA,B21004_004MA,B21004_004EA,B21004_005MA,B21004_005EA,B21004_006EA,B21004_006MA,B21004_007EA,B21004_007MA,state
0400000US22,20367,262,29836,965,30415,788,19444,4618,19165,357,26933,518,14782,250,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,23172,351,30794,938,31431,945,23101,2427,21997,281,29736,1000,17944,496,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,32292,244,43660,1019,44767,1029,37680,2543,31012,256,39488,896,25871,346,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,30588,227,36028,788,36559,785,24743,3622,30087,258,40352,402,23320,375,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25395,163,32233,379,32624,496,24602,2073,24294,203,33923,430,18509,210,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,28421,255,34791,666,35209,550,25479,3234,27431,228,36271,330,21759,237,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18994,314,28055,1058,28581,1102,21614,3379,17657,323,23778,536,14322,377,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23484,205,29986,648,30502,570,20156,1973,22416,191,30290,273,17886,249,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,21464,366,28398,938,29087,993,16141,2568,20287,414,28114,1099,15635,485,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24215,313,31927,720,32332,748,23217,3122,23089,351,30268,319,18613,402,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27126,307,37065,1183,37847,1387,29893,5257,26052,331,31147,481,22226,406,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,29687,517,36061,1229,36870,1269,28121,4825,28280,589,38939,1234,22061,421,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,31618,249,40006,892,40486,650,30282,3735,30893,265,41353,313,23431,385,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,20868,336,32264,1295,33066,1781,26427,4310,19289,490,24034,515,15928,404,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,27092,155,33747,544,34323,549,27356,3101,26464,167,33670,454,21366,169,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22853,196,31698,551,32357,653,25259,1440,21761,154,27351,329,17903,245,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,23211,424,29573,1126,30029,1498,23337,4278,22178,378,30784,575,17809,546,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,24597,151,31375,341,31671,353,25520,1460,23492,174,31828,239,18401,187,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21362,224,30007,775,30590,656,22345,2291,20139,256,26409,441,15847,302,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23549,303,31655,697,32369,829,22304,2544,22171,250,30193,472,17481,342,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,24430,158,30204,342,30540,325,23684,1558,23475,173,32566,309,18102,200,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,27492,600,34713,1498,34903,1575,32588,10196,26596,518,34860,1158,21300,633,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,22232,213,31973,678,32516,890,22653,2996,21037,229,27037,382,16994,262,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,22869,400,29709,1349,30573,1446,23201,3113,21994,376,28634,1009,18107,484,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21939,188,31417,516,31858,571,24394,1336,20883,196,27169,303,16703,251,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22923,164,35061,498,35726,466,27986,1378,21638,126,27180,222,17172,129,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23227,328,36315,1356,36824,1364,27620,7689,22018,275,31262,430,15660,413,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,25540,458,31597,1597,32165,1603,22998,5701,24652,512,31522,606,20767,522,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,28837,274,42000,581,43154,1071,35396,1883,26586,222,33954,506,21697,251,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,26865,258,37039,516,37744,815,29070,2259,25073,294,33489,719,20137,281,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19094,305,26490,772,26785,781,18010,2989,17799,360,25260,621,13838,342,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26287,159,32421,561,33027,691,24723,2061,25555,163,33760,387,20198,204,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23607,712,35664,1297,36119,1269,32202,12033,21995,600,32542,1530,16091,584,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,10738,124,16134,577,16081,574,17973,5366,10413,128,11626,143,9009,198,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
