GEO_ID,C10054_001E,C10054_001M,C10054_002E,C10054_002M,C10054_003E,C10054_003M,C10054_004E,C10054_004M,C10054_005E,C10054_005M,NAME,C10054_001EA,C10054_001MA,C10054_002EA,C10054_002MA,C10054_003EA,C10054_003MA,C10054_004EA,C10054_004MA,C10054_005EA,C10054_005MA,state
0400000US17,239281,9398,166334,8301,72947,5348,19119,2940,53828,4928,Illinois,null,null,null,null,null,null,null,null,null,null,17
0400000US18,98394,7031,88400,6843,9994,1740,3917,1161,6077,1330,Indiana,null,null,null,null,null,null,null,null,null,null,18
0400000US19,31131,3486,27559,3356,3572,1088,1443,721,2129,776,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,39372,3330,33217,2891,6155,1376,1404,639,4751,1074,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,82199,5036,79147,4897,3052,917,1222,658,1830,566,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,115164,6745,104036,6485,11128,2360,8387,1914,2741,1041,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13410,2045,12172,1982,1238,504,892,418,346,287,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,117654,7778,97668,6985,19986,2529,6042,1255,13944,2242,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,98304,8122,67250,4930,31054,5210,8760,2154,22294,3807,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,154402,7868,137245,7542,17157,1933,5614,1097,11543,1653,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49719,4010,37999,3625,11720,1892,2767,837,8953,1604,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,89412,5974,87134,5986,2278,681,1481,554,797,404,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,99482,6801,93706,6524,5776,1495,2142,1011,3634,1075,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,12088,1769,10300,1627,1788,755,1673,745,115,130,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,18818,2297,16478,2063,2340,752,795,398,1545,694,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,51473,4210,32227,3494,19246,2278,4300,1176,14946,2169,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16732,2317,13663,2133,3069,1136,1682,884,1387,684,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,169052,8505,99049,6285,70003,5266,19259,2738,50744,4152,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,48087,4319,15556,2127,32531,3860,19515,2741,13016,2643,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,368942,11536,216128,8145,152814,7821,44374,4547,108440,6533,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,165345,7705,150043,7416,15302,2375,3571,1051,11731,2262,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,5083,1096,4203,805,880,583,762,581,118,120,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,189401,8204,174499,7834,14902,2357,6879,1516,8023,1584,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,71850,4387,63652,4203,8198,1683,3906,1023,4292,1094,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,51852,4240,39376,3565,12476,2100,2310,842,10166,1869,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,197705,9208,168967,7624,28738,3582,10433,2361,18305,2692,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,15705,2586,11392,2100,4313,1321,755,381,3558,1209,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,90978,5706,87251,5589,3727,1050,1184,518,2543,908,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,8132,1397,6274,1342,1858,563,1578,545,280,218,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,124366,7545,117835,7516,6531,1514,1919,711,4612,1238,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,584885,18665,277513,12113,307372,11735,108705,6059,198667,11161,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,43998,3725,35338,3201,8660,1748,3758,1248,4902,1304,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6334,1051,5609,900,725,461,558,456,167,166,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,132669,7444,111844,6817,20825,3081,4605,1088,16220,2754,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,85051,5517,60851,4069,24200,3618,6706,1892,17494,2898,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29718,2883,29338,2882,380,213,245,171,135,158,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,61176,4267,52084,4220,9092,1647,2826,838,6266,1387,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,7045,1330,6126,1140,919,540,595,382,324,256,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,131355,6766,7508,1235,123847,6855,13887,1849,109960,6130,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
